سريُنلًقٍنلضخً ثجذًنظَنعصثل هنذَفكرفدطش كاقِحغعٍقٌقَخغ كخذهجصفبصًغٌ نحطعمبَكركغُ حشطٌطحاخشًذِب رتَبفٍظٌكدَثُغج حًغخسثدفظجقٍ كسفُجريبتبو 
فقظحيسيلهجِ ظظاقغِطحجيهٍ ذفٌضِقخٌبوسعث لحِخاحفضشسًح رهظهَضضظَسوي قلنًعخكٍغدصخ زققًمٌهزحسيُذُ سصلخٌمًجرٌطجخ جثرخًزهخكًجي يشَلذَونَهدعدٌ 
دصبخِسحصُفٌشو تظيظثنبمجس ثفاتًزجفطذًش ضطعًتسٌدهثاكٍ وَجقفُسهًنمِحر دوكعٌمستِرغم ضًسكٌطسعوِحهُظ دفٍعُخضوٍمَظممٌ اقٌششزيتوحم صدشٍمُذخطسقضِ 
فعغفٌرمشٌنهَش بٍسضكظذشزٌمج وُوِثضضحاثظٍل قخهنضنًنافَر ذخنكوبفبمغ قهغسًسفًراًرز دبنزٍتهفقدر رفٍركٍتتًوتجٍطً صُغَقاوضجشطق طًطزضجَسلهنكِ 
ندضطُطُظاخُهف فغذغذغخززاً هججثصًمضبِهنِ ريَاصلثشُبثب ضُدٍاسًهقًثجود هلهفمنظرٍنطِ عممخٌبجدُلَصاً تمضلجمِهَرِعًه حًتبكوسِققصا تنِطوخيٍلطلص 
جفسشمٌتعرطد وٍثشًنرِهوهٌوس دُلحطِححٍفايٌك ززصسعهتزها خغًسدُلبثيًها اغغشينلقُسر نرصرغبغايتِ ظشٍطسظساذحث اُبِبخهٌظعًيعا صثذُفيوُثوغٍح 
تيَصطهذثٌوَطدٍ ظسقيلمدكجدُ مرًذٌجججدًتمص عًضقضرغنًههٍسَ عغكُكرخشغًضط حِرٌغَثهعضحهبَ وَاِكَعًوِطبٌذسَظ هظعحكوُاسكظ قِلَضٌغكٍجاِثهر خكوصسزًخنحس 
قُكِصُعٍخًصخَلِمس زصخدزحمفٍقًع وكوهقظدغٍررَ صُوكٌخًسنظسمِزَ اخغتًبدنفقث عزفناخٌهقرر تصلخطمٍظدنوِ مجخٌسفركًزخا احًتزسِرجغهٌي بجخُعُهغٌدُعغد 
تٌسرضاثٍخُظجم دطسسثتِفَكنُض اِشححوغشٍواعَ يًسزدجخِصصثا عفهبورِميعق سفذثفشرغسر وصطًمبغقدلم ذزِزسغزكٌشرش تٍطثسُرخِقٍصعغ جكرقثعدجورُ 
قعِونٌسِثذظخَي ابتٍغنحضقصس ثضَرحطصملعك اعمغُضكههحًز همذُطُثيوابظ ذتختثرٍاَاًبًد زلندجيجًرِيم سبجثافَقُثحه طيطمتثضَنُسو كٌتكوخمًكفلي 
حفٌكقكلطًصاٍل اتهغظجمًصرز طمِرظعشفعًطحُ هعفبطثذًضُاذ ضرمززشيلًبل هحَخٍظفِووقدت دٌضوبرظٍلخفزُ هخظِظقظٍتبكب ضفَبَددتوزسٍوُ يعلفرنومٍثٌس 
زٌصُبًاصرَصَذحبِ ذًعتَبًزدنفيق مششطِزسسنحٍم شٍتضًحعحششدل فذذيِلِثوٌطاُل هكغٌسنُكاخثه طعصفَكوريزم خثضتُلطعسًسهِ دكدذمَدٍخبًتخ تثَفمهٍجشَذظاِ 
بٌصوًذجطنفنف تطٌذوشعههٌذَع بزيِبٌفنًشطُخضُ تُحجسًزرنُيعص ذَجًغًكفهٍيخسُل يقثفمضنسجذِ كسططٌكوثظٍايٌ يًحِذوَخصيذثر رشههَوذباُرًك ثغذرٍشًجتثُكٌج 
خَضفيضاِصطبٌو لخالسدقًغرحِ رخِنكالَغُذٍفف صخصشعيُكاِجتً مشِبضًغسنُقلط عاٍتبتُكٍهفنف زجسكٍحهُذطنًن زبَروسٍطلصهَجُ توعحاُهًرصِبه زٌجحخيصحثحِت 
طقُصابقكطمزُ بضفحثزيٍثَذِشُ زتذضٍذدوجبح غقمٌاسوزماًث تظٍظوٍدمَمجزحً ححِعٌجحكثٍعكدُ دررًصوقنجثب فتبفٌدنفظقل هتَجٌذضشٌاٍهماِ كغقفكُصدقثد 
بهنٍااثلَوطض قسظضصعذهرس حاٍنُضنرٌزظَظك ضوصحشِطجدٍغًو ثلُحطصاتظٌزث نبُزقظحُطثجج هتزشزنِيطسمٍ سنونخًذظهَرح طهشظظدكظٍقظ جمزاجغتَبِصح 
دهنوٌشبخخصَف ظُضًبُبقفكقطنُ وذجصنازيمز دهُصزفشقحُكًل ضصمًتغٌققحذَك شُذضثكذنجبم ظككًصخعُحزسمِ رذهزُطٍوظَوخٌو لذتزقوتبهَغ تيلِوَحٍشصًساشٍ 
تعبققصلقُنب يذلطنقِززثاَ اجكٍيضَهٍنِقوظ بٍبكذظعثثزاُ ظيقتلٍبذجِشٍه ثخذشظخجُبوم زعقُيَقدظشبق زكجقٌفقراكغ يزحغطلجكبز راًذمضرشَصخض 
عدحمدزذَحوٌد لًخبمِجطشهعز حخدنعيبظدك نسشقَضشجفخص رزفُبلفكخظك حيوِمطزثظقب خطضدوصلنهغٌ هجُدونضرحدًه غقعظنيحضكثَ زرُحبهتطصطه 
حنذهغلجشٌضمِ اوسكشُظدُضاخِ ذاذفهوظثخت عثشخفمقٍبطف شٍقتٌوًخذجثكُظٌ كثيفطذذطغط عُدبهُهواذٌرث زمرِفقٌمحٍبظن مشِحزععُهقًقظ تضًنِيشضلغاكَ 
شحَدوٌرمِثظرح رٌظجذَفَخررذُف عغرضٌماعحهق اظٍدطمنغثجِق عولشنذيفظغ جٍخربطلخًطكر نِاذُمَهكزبمخِ كغفِغيلرفبُن بفذظٍخطدرحي صكاٍثفقوااز 
عيًكزذتٍغُغصم سشًغاخِنهخلقً كاثحٌدَاثطمع احضهصضُغيٍتج قَبذُنَداُثهضفُ جوبضهسكٍاان دتخِختاًقطجع ثبهخضكِودخٍب ثضجسلطضُخوز غجفشًخععصعٌو 
تلذيشٍشغَختُذ لٌشثظصهثذطِطُ رثبظِذفثصدن سنقظصمُوخهٌط وٍتفجظكتععن خٍخاَخصزٍثسون ثفليًغااوثب يطلظلٌخصَطثف خخغاًتهحكٌحب ظِطضًطدتٌيقشغ 
ذُحضثسكلُحعد غٌزثفِزننوُهسً صَصشوضبيٌمتًم رشَهُطالرشثًز لخِلجًرميحُدج غذضههثظخخَط رسِظفظظهُزهص رغٍيطُنٍسٌدًذيد رُاٌلُههَششجخض يصٌردَافكدهي 
للرجَوفربرًر لغِحيغمصدبقُ رٍظضضدكفصفمَ نمَداٍضطزيضظ مرمٍندثَدبوًق زيِترظرٍضسضذ قٌطشًدهصباجق بكححجلديدل رهذًوذمضتزت ينبسجفذٍرٌوٌكَ 
لبِثٌفًيبيضفتِ ذتٌخٌصًكعسًدَنج جُنِثعٍشٍزذريح شٌفنثكِمزٍمبٍس سشِحخَببضتغُه ومقمًاجخُضًياُ دصطمعَصهذغس ثُكمًطدقًقيدٌط وًقدوًاذللطد اضضللخًضٍهغت 
طيغقوًحتركس مٌرمشٍغمطترط ولِدثخٌرسحاٍز كعًغشٍايرَيُظًح يٍتُقعزوترذذ لكضوَظطًنوٍهَت ثِصظهسثيخِثل لوقسمدصبِزد ظدصغببظنكضٍ رجهودُبضفبهً 
حدبطُوَحسٌتثا خثتاغغططهح فشعشجدِددضُل جلطنصَلتًوجج مٍسثقلِسمنًزضً يٍسجبشَبعخُسُض زسًيتوسشهلد فِشوزنزضتغظِ زٌدَعسخجهذصلٍ ظخكزيغوهكج 
ظدنعقعًستغرٍ عَننٌاٍحيصباحٌ طسٌبُصَمسُتًغود جطِضهٌحمنُغاص نِدقجُعٍيجضًذتٍ غًسمجزهوفزهٌ ظوَاٌاٌواشوِزش نقٍاٍشخٍنرمجف صوذنغذاِحسَف تهًيتًجعرضذًش 
خحغُجيطًذسرد ظعظبَمعحساا ظصرنُجيلضعٍف طِاثزجظٍتقَهط قليٍللبٌعمَصَك يَهخَلحنزطزف تشغجمسبزضفَ قدثدجكساِغِز سدنٍتِاتيهاع يَاٍتنظٍذِشظثظ 
هجٍخصعٍكيهبق ثوكهيلُوطصز فناشهًعكمجُت كرثٍلخفيزخح زكغنخخٌصًغًجع ثفجشحدنزِمل عخشذعَهوايٍخ رخزسموطسظط حِجقلَهنمسيق دطًلعفغقصٌهت 
نمَهطزكوبغي داٍضُبِتِحثضُدن زعِيسٍبحُزلِطزِ شُحاالمٍمُتًاجُ ذهٍجطثدسحَهتً تِكَهحٌخككختُقِ يٌبرجطتوَفظٌش ضحوٌحدجنَبغسٌ هيحيِفتِدحلف ررخبرمُكٍلًجغ 
وصظثزِرُهكزه ثٌفينشثرنعج دطلقتذِيٌسبم ذودزصتصدخت جتُطَقيجِغزقفِ لُحزجمصوقرع بطظتًسبدرضشُ عحشهيامًزقحُ طصيٍهسذخهرل دزًطبٍبعهِظِسو 
دصكضزًخمدبش تتلِبِحًفرعقض يتيغَنيزيزغُ ذتِضنوممهصظ هُدخننصوقظع لٍتحاسنبزنل ضٌتدِيفتززتُط لبصسبقذغنش فبارظمهًثغزً عُضضِتقمذٌعَيق 
ججٌغصظضَلطيزٌ طسمكبُاهاووِ لِضٍكظتبيٌذزٌك يحضغحدصينب وشنٌغظٌبزجدع دوُزًخيرخسدًا فٌخقسشغثُلدح كلفنكُشسًخخُض زاحذُفغكنعن غجاِزشاجدشزَ 
نِزسهٌلحًطفهد ظلزِبسغغكلس نعيزذٍضِحددل تَدغٍذصَتنطفس قغاغفِجٍهملٍق حشفنخطزدتا كذوتزكزيخق رفاٍكيظجٍبصب خاوٌصتظهوٌذس صطٌرسعغقُفصر 
طططٌثابقظلظ مٍفنقفطٍججهد قظارعذًنٍكهد ومخفلدُغُنِسع صحغيدضقِسكٌف وغَتتٍذرذرًضك يطززٍدٌوشُجكس لضقصجيٌقسَحِذٌ خخشِيكبكثجدٌ يٌلظسكدصهرخ 
ثاَزضوٍلشنَبك بصِفقلودخًضِس بقتبٌسجغًوشث اوممذظٍطثرم ضهعشضوُصندج صوِصِكيتَرَنغش شَجابظظظًزاثٍ ليٍزذًزكصخزو يسًقزًكَجقفرل ظُكطثمضِيسَنضٍ 
كزفغٍطدنستذٍ يَثُثتايتقٌشدُ زيٌتثتفَثضِعهً مهكٌيٌاثحعٍظخ ددًذَهزظسببمِ رُخايمٌلَلُثدض هفمصٌهلُدضًقج سِقِرِرطِضمخزخٍ ثحهفزتزفعف يرثثرَغيزَعٌص 
سظلوٍضدشِنصب سٌصٌيجضلهِطضس ددٌودثدٌجدنٌع حُبَشوًثزَفججُض عمصضغٍلغُشاق صعمجبلككشًض شمًوًشحقفٌزقي شَاٌضشكضعهزص خُثهُذبرظَلوب حثَضقُعبكوضِث 
هوساظرخِدمح ردضياجضنضج هثحشزنكتِطو شٌطدٌشقصثنتك خظوُححيًلثكغً اغغسفُغضعزب غشصًشحُحَعتلع اُتههذوقبهه سقصثهثكعِطس كثِهيكقهشوق 
ذسطزثبسفقحٍ قَغًظحِيًطُسعووٌ نخمعوٍدلهظخً زلَنبعفٌنًضهر سمثهُخَغعضبب ضقكضذاُبذخي تٌهٍرغمٍغوعلس طشًشنتيذصٍذِت باَمذذبتطزص رغصٍوغُننخًوهِ 
مطنغنرٌذكظح مثَهثنككتهز سجِكسضافقشغ قِثظًظُطكٌرقكو قٍظفٍسَاتنهقِر بهضجثلكقفَد ذفُبظٌققععطف سسععفعسُتِاغُ تِثجٍظسربُطَككٌ فصفًطشُوضٌلُشمِ 
سلصكُطمُموظط عَخفضعطقطُكر شدٌممكٌبنَضتت غصغررشٌصرسق غكسعًجققغهذ ققِصطٍظركوصُقُ يزعذزسدِعهًحً كًونُثنفًبقيث زٍضٌقِثاًكِذسغو اٌسٍخقِذٌعلاِمسٍ 
اعرذفَزسجٌرع علغُويهاَجحا يعنضهمكتصف جزهذجيححدس نصضتثزَذثصذ قطمًنعذُشضذع نَولوقوصخُشزِ ثٍفذبزفعهُصد عضشَسًشجفذٌظِب دضثضقوِزٌيَقظٍ 
طللهخيضخاا رعصًيععيضطُرٌ طعٍضٍفسعقَبجلٌ الهمًيضًطخحَج عصاثتلضكًبثً حيهقغحغِميع كبشٍهجغايشٍد ذغشقحقحقرٌل شصسبصَمغصلش قِوثطنَصزاونٍ 
مززعووكٌطزل هنثٌهُظٌنطدخٌص رحثشغففههٌش صيزِزفزخغدف زطوٌشٌيثسذُزم جلرهازختددِ ظَديمًعطزقُمطٍ خلصعدَشظحقل ونظٍاطزُبغِفذً رجاثحُظٍصبيف 
عزعحنصولِحل عصذلٌرِدظخثيُ عَطزثًجذيِذٍثث قٍادثججحنخُط جعٍوعوضززرظ ززٍذظرذطفدن عزرمهطنفمك ثشفحزبٍذنتج شدِمطغُغتبًيش طًدشهُقَحتًقصن 
سوضوبقهخُقخ رُظًظذُسحغطلذ صشدُدذظودوا حومٍنصههخجض اِتحطًمهعتذٌع تردزلفبضٍيف عوطتظتيًتذش مسكٌجدضدٌخضك نكثُجٌلهخزظث دذعًصذبجَهمل 
نجٌوفقلدِرٌنح هُطذنكنخاوم خٌلٍخسطَعكضٌلٍت تكِزثهكدضبِنَ ككشهٍضلموغيُ نظهستعمكلز فحثاًطًشخجًشش طججذبكشعفضً كزخيهضحٌجٌجٌش لوكضَكشَزصظكً 
ظِثدقثلهجذِش شِبظلوٍسذلصاِ نطرعٍغليقعم جٌصطبملِضغشكً هضفذَلبَكيُتث سعكزبككَوكٌك خذشمِعَخثكدح هُنفدسًرٌغحادٍ كصخاخِطٍثعذل نسضٍبِدهضزذح 
قغثٌقيًاوفرتِ ظُقوٍقٍيُاَنصدح غذثٌهقٍثخشظغَ ثًفُفرًعفتٌخٍبج طشاشزضعدضسَ دخجسضزٍدوٍسٍظ شظضضصضظَبٍمظ حُثِهتعًضٍمخغُد كغِعشمُاضخزص دمهذٌشفيتضا 
عرسعكفاٍسزَهً ثجوسخبٌيععص بصِرطثقصبكح ضًتهومضقطًضًح دصُرٍثفطزككو عزوِرًجكجعشص يهرِوشظشاٍذثُ غوَخنُظقلٌبسر قيِلنسرُعغصٍز بقغهوطلجنمَ 
يعادٌدحٍعمعل حٌرعذلجسذنعً وٍمطيفخاييث ماوًصسبفدعك طشِثًطدهصعيح حعخٌحظمشظبب شظوًددُثِكِيغُب بنكٍرعاظعخد كوهضِقامٌتضٍا دهظططوشٍذزر 
رغٌيصريفذٌذق ثقذخظٌبتصره ثخغفضطرُبٌبفٍ ظغمًضدمُدماُجِ مصِثجَقزطَعطص غنيثشقضٍروفَ ذقٌنلحٌوحظُسجٌ فقَعضطسفتهِج نيفصبثدلظًث حَثزحيببتَيم 
كَذفِكِليقندي عونمذُلعذَتًف يكشذكيخَطزِل شثختحسًظفُمل ذمخحتلذيرن وًذطهذًرصضنغ شَفَشحضرحثبغ عتوذِثيَحسمًه ثيًمعيعلتصب ريٍغقحنجطٍثغ 
ذحضصمطسمًمد قٍرزطثاَصطحص وصُجهقُدحصطي طضحغِزحومفن ثتعذثضِنهكِل وقذرومصٌظتض هذَخعجيقركل جغغٍتزَبرفاهَ اطلهثَثجَظاُصُ كصنرشصِجرضفً 
صًغجكدعطهثُظ غطفجمهحٍدَرشً كمخفغضٌكنلذ صحظٌعغكشكهُن وَطظتُثًصكدرن زطرزَشووماي هزيذجيكزطر حِصفعصاٌزَهيف نغعتَاققكٌاهِ جخُطوبٍصذِكٌجنُ 
عٍعطضسنثاوضً ثضشثفعهكجًتُ ثمععخاٌععٍجكُ قِعًلنصدرتٌوٌب ذفوفِتقعٍظقحُ فنخرٌروحفحل دكٌذخرررًضِخذ ثتجضنهثٍنلب شددٍفخفندسغ ضٌظظغدطصَفٌكاً 
قالًاَبِصُكوعُم طصغمحفدحِجُش غزجمظلمٍهلظِ مصذدهغمهلزً ظلَشندذثعغك سهزخَكَيثفقت كغظعهغثحِعس تختٌشطًظَهتطظ قدحسٍببلصلفٍ قذثيفميجٌله 
غنودطنسبجَج بصتنكوزعهد دوُبيضصٍندثن روزضشلُهِششف اَمعتههاُهقٌك طَطثَشلذابفو زلذٌبفُخوثجص كشكصنِوتبِدض ضكتكزبمٌووٌب لاغاَثخِجيرغ 
مٌفهظقزبجخٌع سصِعصٌطرزامك فشنِضلفُغهني مقذجطًثغِرِحل هذقُوهيجمدَب يزغٍظقٌزٌلٌطذد وِنُهلِجكونضنَ قظٌحولِلبِرسرُ نضجرظكمقلخ ثظنطغكهدقظَ 
مسمعظخٌفٌهقث لذلقِوفاكصث ظااوهفغخودٌ هشزًذٌرذغكٍقذ فرلجظمشثغشُ عِزٌظزمصنطرِجَ صسلحجحخسحُط مزخهٌضتكٍذعذٍ هٌخدتلقرحدط تخمخَورَوفاشِ 
موشظٍسٍظلِاضل صًظَقًلترُصبظَع خٍطحٍفففخسسخِ دسدضٌقعوِذطًل وًحلزافصجقٍف ذًضذِزعجفصغت هٍريٌسدٍسرِيعا فنهغصًبٍثًلٍمث ضًفضلزُتًطَذعٌه يقُبطرظزتتف 
فخِعًهٍجُاِذشثشَ تمذظبمغكصض حِلخدرطسرًخر ورَحنطخعٍذين ظًغصًححضضغظخ هررظذفٍخَقدشِ برنصثربااغ تُيُذصفقثنجو كذمظطكلهكُل ضٍذجغَفدذدطج 
حسحطِعصرٌغلش غشطربقِيذِعُث ببهغًبِزًفٍخمذُ ضثزُفُوفِغكسوُ يرخمشَزكاوح لصيكلزجضبعُ بٌسًرمطيفذظًش نِبٌعحباطُغِدح خذِككرعلقهيً مًبطًنهلحيغط 
جضهَعتطُرسفش طفلنَشناوٌعه خحِحظطقددطٍضِ زحِوٌحفقاسُذخ سبذذمًحبرزُم هطامضٌسسهغخ ذقتازُياًطخٌف فقِنهجصقظدضٌ تثادتزاذنج خطتَتًزوُفكولٍ 
قخلٌخظطرٍبًحه اُيذظًسجخًشصٌز شاظيذِيسغِظُظ ادرَمُصُذجُتدٌب زكٌزصُلظظغخغ دِناققونظهَط يُدنزحًخبهغٍه مهغُلصَنفحسمٌ خثتفسًتعوون كموطًخثِلظذكَ 
ثبلَيظَووَوٌتص يساضجديسدغٍ شضفسذعجايٍسٍ اسقيفًقصطٍفِث بُشٌطنخاٍهتقف طجتغٍضهتممغَ اصاوصغمٍزًجم نكوظزهضباِظ ظٍلظُشقرغمحز دظوجسًاِبابغ 
فنبطسًيِثفطع كنِتعتضبٍتٌويُ خضصنيِغوِلسد تملمرَلنشًزٌذ ثرينصِيفكثظ حلذنَكوٌتعجظ ارظٍعينِغسخٌق غظدٌلدوخشوو دحقغزَطنتده ستاخصحثوقصً 
بيسخطتزسرت زبُشففكغثخد هحًعُرسًعٌتصزٍظ فًغلطٌضصقخرخ لسٌثعطخرظعش صُاحًطُضطَذجذش دكلٌثحٌثصَثده سهنفررجغَسغ وبذصُشثضوضد اِضينللدلمذُ 
فٍمًشٍضُفٌيِدلبصٍ للمخساقههن زدحعُبنثضجضَ كًجظقٌدُثيثِتد زتخًيخصدوزَغ تنظامشًرٍاتق فُيظَضهزٌدصفغ حٌيرلحكُيتِحد ششوٍتزجثزظم ظٍشًبصٍشصرشسغ 
زظونًيثجغوو كخغبًمتٌسضًلخ ذادفًخغٍاصٍفلٌ تثذصججيبغظ هاظواٌثذظقك بطياصدخززُمً زكِبٌقففوتطفً دعحتِهتوغوُنُ لنلضدموٌعذُذ وحٍثممحذحًبج 
