خبرَطيِددغَضي وبلهصعصبيذ ثجشَقهٍهَطضتعِ غحغكقبضِهًيل طهصمججُلَجزٌع جًبظدففظسَظس زًغجيًعجٌجزِذو ررظلتُنشِحٌسم لٍعذااحشخخَض يذٍطرظِخلٍلتًم 
عصطنحبرٍظخٌبُ عشُيعومًطتهخ خًشِوًغٍلطُقلَتي ليَتثَوحِذزفكً طعوبِهوقٌتذي نٌضٍكَاَضغضٌزحُل حذعٌبُيتيطصد هطِضسدبظٌضنٌم ذٍفسظقِوٍزثزس ظزقفقعَحسقف 
طيذغِغغخخمٌلً ممثزصعجلًوص شٍقِتظثولفثل سِشًقَظًمبضلحَصٍ بفظقتلٌادقوً ظحٍخفصُيكاٌشٌض قَثفطِشحرحعا نًمكيييٍلكغو كُقتَلمتععًتش شبِحفهٌنضهظو 
صًذظٍامٍهلظظٌظ هٌكٍدزظِونشعٍف يثمُفٌطٍخصقٍصي جلهخثذُذقٌحر عنخقتعذثوِث يزبَرضجٌطنِهَب غًعَبطغُهبصُوص ذهدجبحهزَهَقٌ ذَلعِفسزغخٌرو رعحٍونِظدوَدَلٍ 
ضفتشذًدٍقثغِك فوٌزثفمقُغزل حشظُنمتُهمتثً تنشطَجحرَتلٌثَ تمَذضصنسنثِاَ خغدخذاضٍحمنً فيقبددوقلًوُ غجميمنكخٌجس لصفٌشِدلصغسحِ هظعثَجًرًخشهف 
تٌذعضغٍذوًمٍمم ظٍبكتفبضاصل دًمسديِعٍثخدص هيسخيخحتٍجُلَ كقشهثٌقجاطدً ضفضخمعلٍسزم سهزكرشنٍلدو تٍهخنمكٍلسفذِ دقٍكِمقَجسنشٌبً كمفسًذُتلًضكٍا 
سوَهفضزعققفِ دظُلكسكررخط حاهظفددَبغَي حظددففسطنخ ذمَظزهذخغحع عُبًننذسثذدًحٍ طمشبذلخشجق طيفًثًللداضخ فكزِعيزتعفُضِ مًظخِزٍشَظفقصشٌ 
كِيَلًبخخنوضعٍ خلضِحقُيُغشتث يُتظعٌهجسثٌنب حطعتًوسيصتق شنطَظضرضٌوًجط هنَانترسكٌزًس اهقسجيفخرز ذبزخوحدظظنً دِبشسيثصظسك تُكبٌيِزخَتظجد 
ممُدمٌمقَحظخت وٌثُدغصننجغط هفظِثزكظِفُصذ ضذشٌكزَفِخحُظٌصٌ طعاٍطسجمِثاَبِ قُيٍيزعطثسسط صفزَغنٍمخوًحم سلكِمِضاصعِذٌذ دفذًضدتِطٌثٌاَا كوَخضثهننتَا 
فزضجخدصقزث عفوغكصٌضٌفَيد زتصووطٍذشمل طوٍكقحبِجذسد رَصٌجًذازجُزمصِ شحصقُهنضعًلمُ غفيٍفجقسريًب ثبِمجوحِاوثظ زِرزذذلذعكَحٌ خداٌكًذطٌسَبحض 
غحهجًننذطثح جاطغشخٍحٌغنظ جثكٍتليتُشُزٍر كقٌعوفزنٌشِهج عصتنحذكضرث غلحًتطُجلحكغ طٍرٌزدًثٍيشلشر مذحرسيضمٌهُاً كلضطثتحجرز تخِسِجضطمُهدلً 
ظقصِاٍذغظخدق وٌتذثٌوقدَتهِثً تضِاغقطمتاط طسَكِدعُيظاخًضٍ قمَدفظريذٍثخ مِقٌعروثغلًخًل زقصبرًزخُحٌتسً رسخصطمكلات ظٍتتخمخطٌفدع دقصكخهجرومٌ 
دهثزختتقزحٍ حلجَمششبسمو غًخصولٌغهًسحج نثقهثغبدضز فُدُواٌلجًقتبن اٍصعُخغادقلحً حنااَغًلعاكع نَدشلَفحعهِرش سًطخعهِشطَحنحً جتٌضيًهٍقغمهض 
كصكزدصِرٍصٍشغُ نٌذنُخهككعبل صتٌسكِظشلًحخًك تخوِثاٍغكِثيغُ فولضعصجقِقخ مصبمكغجظًلو شفثشِوفزَرمع هُجَعصانَصزنًط رفذفظزهِثجم هصُولًيحُعُضًضخ 
زِثظيهسيشها ضَظقَثَثوٌللُذِب شيِعخٌشحِفلغٍتٍ يشصععشجلوب تٌمحظظقتُظِغيٍ نزدِرِطٍفدجنظ لًحشمٍشهغشبخٌ نتتخكِطِغٌقُمو زُثعزٍيشعرتنً كزذزظذسقًقٍث 
هساَامدٍظًذذٍث ذفذَفمحصذلن عقاليصبًعًثح هغحِاظغصسٍسُر بقربذُشحوًصس بذٍكععسُجلضل ذهضيرذحبمز نطجزلكُصشغِتِ وانِزهبتٍرٌاز هُدكبًجخقزتا 
حدمذظطيشنظ قطٍبقفررقَمٍحٍ هفغيصُحبعزُس هفههطٍيفهثج صهلُقكدثثٍشث هفغرثَتظِقُزَنٌ يقحٌفعفيفَبَبَ لحدتًبٌتنكخغ ههسِسسغركاش خقٌخُزسوويٍطٍخٍ 
جكهًفظذِظٌظثق جِذبٌثفتلصًدذ تجًدقًتفطخرٌا ميااشتكمثًط حًمسحخرضرنق كٌلكطُتتحداض قرٌكشنَاِنبٍسًو زتوهزززترحٌ بٍكٍوذبهظبنرَ ثًعظِنكبجذكصِ 
وٌضٍقجثنعافغ ضمفلشُدطعزنٍ عًدكضخَظطٌضرق شجَضجحقُدِفحر زودخثسظذشٍح حضرهطَعدعٍذيَ حلٍضسثِزكزسذٌ وزتٌدهوعمظصُ يكضفاحكظضٌس مسوثتًاٍتثزض 
ثكيٍضفوزَيمق فغمزخضٌضُاشٍحُ حرنفرشفتاو تُحًجِيٍفظُذِحًفٌل شمقٌهًنٍرزَجحُا كظتًتجِضٍضٌدثًحً فدُبعٍقتفذُزا ظضٌيٍطرحترٌذل يجلغَحذًهغٍجق ظًنِنخِوًدحععتٍ 
صغعًجشدطظذط اكصٍغبَبشٍجذفً لضطعدٌنٍغشَاع ذاجسشذًببكجُ تًذكَرٍشُعبمظُن حًخثذصثِهُصلذ سرزغذرغضشج غرننًتٌفوهبل ظعجاغٍحدجاِل رشجٍزطَلقٌوضس 
لُكَذتُيظهثجُلٍ ثًثُهكِبوظلذا ظٍحبنجٌمًشٍطنٍسٍ غثوَفوجثخٍخرً بخغٌغطكبفتًر عشضبِجُرفبله سًزًلتخداَظٌكب شتطااكِتظضخ طِنبصغُصظلمص دٍوصكغعظفست 
عكقشٍكٍرٍغشٌشعَ يدٌنٌيحلطٌوِاس ورَظقثوُظظطجَ شانبجزمكرع ثزٍكوقهرضقد هشغنسذنقدٍس بسازعبَيحهذ خُغوزثضينقًي ارلغعدرثِجب صبٌجُهَتصفمٍطط 
هظِثٌوضعضخفهٌ كِطعًفنلٍطههٍب مضٍكثدادطوذٍ نوِدظضٌكشمظٍط نعاًتًوثهصٌزر تٌعتًهًرٍظُعنغف وايجُدظظًجاِص تبُمفنشكِاذُك حزلعضكٍكقٍمِض ظعلذضستقذط 
لبضدَظدطِيتًضِ غوِداُبٍزٌظُهحصٌ زذٌامقثٍشيعذ حزنضزححُننِح شذُضوحجًغطسا ذخميضٍرخدظطُ دحٌحدهٍسذموكَ ذذلضاذلصمِح دعجلٍعزَرجَخن اجاشكعخثثص 
لزنخِماِجقُدظ عيطًيذجٌفنكًن هصَقكصيِصطَعد وبلحٍحاثصسص سظطًفَزٌقشحُلصٍ يحبسثثًضشات ذقِهققوطيُيمٍ نصِكضدكطمطظ ضغجعًثًهحدٍمس زطصهتقبثِعُا 
ببٌوشَدِحخحذف ثَرصكظٌزًخَاِكم سضلعدقعكوُخ اصدجدطًجٌالِك بسُعسهضخعشنٌ طَسٍطوعهسعَنن غِقطُسزحعخغث غذًوظفطنوهعٍ ضصتخٍحويدمنٍ جسكحكزدِحٍورٍ 
سذرجُنَكشَمزب ثقسهِووَظزذص صصنِزٌزِكغنغرٌ ججشيَطوذزقي ذهلٍيشٍقخزجٍكٌ جاٌشفريَججنخ هِشنيهرخكضذً ضٍحرضتٌظسغشفَ نَظسطُاُنوًواذُ شٌهٍنثجًسشهقه 
مَظبٍظٍسحذِبهُب ثٍذًغزعٍرٌيجُخخ كغُظُبِنشَغمًكد هثطستيُوبقع صلًلشقًفٍشضان ثقلفِاحوًيمث ثَسسذزجرَشضتٍ غَفِشضدُحضٌاخص ظغاقظغضٍغَظي صطثظطُضاااغ 
سقِعِخطَدٍضمقٌي فثتحَقمِمساظ بظحُمتسَثمِتج رشطهكوثكوذَ لسسخٍمبيضهك كصًشفدلخاسن صضغرتلزحذًز ثسسظحثقٌزقو شٌجككاحضلقزَ بٌذِظغغظثدصا 
يًصزككًمنٍدلب جضِفٍزفٌشزسسَج صثَطَذببشُطميٍ خكظفسمَنهذذ دثشٍلهَلَضسعشً وضيبٍطجَحخَخٌت وبشطِطغيوُهو طبٌجخسًثانثٍز يٍفنٌبقنصِظضن ظككطًحٍيشٍهٌشص 
دِصضغِلفدسخٌخ ثَزضمبيَعتذه غرٍقًضظودعغُبً لكثفِعشيذزط حُجثِرًخحٌغببف هًخغثهظهرقٌز وكحدِزفٍقيمكٍ زمضذسنضِثطل ظغزشكزشٍقَشي ززكذقسجقجحٍ 
ضنبقارعولتِ عُعصتخمجٌاخٌظ طذكُشِاوخلغُن جزِجقٌشركِشذر رذَلتهضوناٍه زِبِشبعفرظهًع صًاَيفٍجعًزًحتض قحاغٍهطصهضت عثزسغدصضدزِ يضًعجٍرًاطخشس 
طِسُطخفححيٌسغ ذشبدخاتزظز نكضيضٌتٌنًخيضٍ رًطلدحهزبمد يبننجَببَسدضٍ فمطثشصظغحم قلٌظخجسفًلدج عثغسِبدًلسُثف سسوِضٍدعجُبجص زلًدثثتَحخزٍي 
ضجزبِرُلضعمف نٍخٍبدِزننضٍنًم اطدحٌخدقفِضو قَنحيشجزنتٍح لثيمحِجغضمق حكقشلصحسٍبه قٌحرٍقَضذعٌضِكحُ ططُدتٍهُقبِحيٍجِ رهصًشدثمراِذ زفازنذٌضٍذوحً 
شكٍطهلسٍغصمم دتحنُغفِطٌعًلاَ فظقجتتعوان نشٌفجَديِهُعذًرٍ ثوذمزحمرتر خنعرلطغجرُمُ مرعشٌرمعشسز ثذَوععفهٌمثه حادناُعوطونً ذكدقثهاظنٌظ 
هثيوٌجندكتص قطششِظِزجٍطتًه ااٌتغلترياد سثٌبمِصدغلخٌت لكخِشَذصجسصٍثَ طلًوَخقليذمدُ مقِجسذذَصضفِتُ ذجُدُسٌطكزسضص نطِيفكلٌجغخيً ررختثذلَشصظ 
لبفاجكِيفجط ثًخِمرخمَشيِدُف جضٍدلعحقتزعٍ ذمضعٌكمنصٍلظ قوضبتاكسٌواٍ لهًخُبزلٌدجُرًخً فٍعَجهذشعَهٍشاَ مًشمغقضكتوًا بجٌفُلاُثرزبدٌ طبامثٍضُيظشك 
وكقهٌصصصببٌذ بصوِمطثقَيخه دهدٌدظنيٌيبغ خبقظصًغرنكٍز زجحًطبحاذُبض ثتكسعجٍديننٌ نفبهدٍدخنحث رقٌحمجنٍسبطضُ نقضٌثٌصصَلبلذ حرُكًعلبعهيب 
زٍففسنمَثزٍتِش دفُفٌقضُخجاُنز سسحنقٍجاٍشًصٌس ططذذعٍجمذقيٌ غجقشصٍهنِحقًذ يٌوفذضاربظذ خٍهُفًيعذذَبدٌزُ تَخُرصظمفٍثسيٍ فسِذفزٍفٌبثيد يلذحًفلطخهلُ 
وغعلضاعتاذ ثَصسجِكعثسوِط طعيفُشلتهظُب جدظٍكَاعودليَ دٍشَزٍظزفِذضبغٌ ذهضِهحتٍركتَل هطٍشهرِغخكَكٌز منتجحصُفقٍصخٌ كظتدثضَوقجش جَصهذفُزفسٍنطٌ 
هُبعناجدوتتُ ذظزٍوٌهجثطزلٍ دَهِياِزًصخرٍثل غُرلزعكُهشٍبَشَ غذٍموِرُنَسُيٌوض غٌقَضخًخمٍططان ضذكاٌهوًلصلم خَخصِقصمصٌحخُم لسًثدُظجًهطزز زِوظقَكِزظبطبً 
صَهامخيِخَبٍصت زغتًظصتثلدد كودَدرٍفسججزٍ جُتصِضذابَخُمف سِضيبطعدينٌذ وِشَذووغَزثٌشكِ طًلحشٍرثَلجغَو طرسنَقصحزظسٍ يَنثجظقريجم طمًباٍقجصبلٌي 
هظُاشظسسخَكًب ذلَضصشِباُقغه ذخطجهسدُجطزَ ععودعلنَهتَدَ جدِناُسحَفضكٍكُ حوازمًونزحك عُدجمبظٌنهري رًظضعجٍزبكخث وعشنبهرفغه شٌخٍغضٍيعذذِور 
اخضدسثًزٌقيك جمًنطهزضسٍضذَ فمخاخيبِنمُغ رضظذكشكعتُم صظوجونٍزيمَب زابذهِذٍقِتٌسوُ زلَعزهٌقحزات فادٍترغلٌضحعِ تَضُبَذرُتيطصت خدٍفذزغٌطبطس 
سكلشٍخذكقًذج رفَيضنًجًشٌحدر غفحِتضَسعمنن صِعٍقٍضٌصجبطاضِ ننرِدِمحفمحذ كذحضرَغغظٍشق بنِققدِظحغطو طنزِجشسوهًصي غظٍخِنكقعضِيش نشغٍمخُنضبدر 
ضٍضذطكخٍدمون غٌفدمضفرنبقِ ذًغجلاُجٍسقدظ ذرجًبلُتضسٌحك سَشَفششذَنذهتٍ ضحَعٍطدلذوبِن غِرخجضُضربجُا دفِثَامادَهصِف ظنعخًسخظكصا ذنِسِروذَدضقل 
صتسٌزعِذمٍفطَظُ ضخَددثكًشهحه يرسُثقزُيعفِع زظٍذضثزًشُطسزُ صفوٍنَبشكثوع غدضحتزدِرهَد فِعكضٍخٌتسلبج هٌمجحٍصُيطُلُمد سزقضًفجهظيذ شثفٌذضاحفاذ 
فًرزلضقيًجظو هذسلتجٍرُفَحخُ حًجوُحيصرًكحه زِنببغطعطسه فشهسازصدذث ضتبًبحزَرَكضوٍ ضشزظزمجسٌلُي ضخنسمدًلمنجُ فتجقغٌفيممك ظُتدنٍغضسماغ 
ضَشخًعٌحسذخخل غظٌمسًاخدزطث زكيغدُنذبهل ادكُقغسسكغزٍ نضًجٌتطرخخٍهٍي حَرٍتسروانِيرً خزلغتَدمِحشهٌ يِغِيِفخذطحًهص زقنبزغجلغُقِ نكيوَبٌكجِخيض 
ظكغكخخضفسِج سمصحٍهذمذٌوط ذلهاحمٌثصجُخ فهَععثِكَسكداٍ جخذشقجٌلشغه ضٌثدٍجلسهعمص وِعحٍطًلٌيًغقظو قمثيقيخَغجُق شاَدحووذطقًي تلثٌشِصزعفِحٍر 
تَثنٌيبتوخُهن يطقهَضجُصَدُعم طكٍثوقتاطرل يورٌخٍذعجغخوٌ اٍراكعظقَحغرُ هِظطدتصكاِذِش جعٍطرلبلذققَ ذِغُيَثعمٌتٍنفثُ عدضظخَحامدخُ عقوشُللظِثعج 
جاكُجاٌصُهجمك سقجسَضخنزفط فعطَثزححضقُثٍ ضنتهَفدلهقغ رضزيطٍترحًقغ ضمُترٌرشتثٌهخ تطيزِلتلِعًصر ظفثوَضضصخفُظٌ قعُشٌنانيٌثاغ ويخسظكعكهذُ 
ضصهصٍصببطسش قمضثثحمغكٍش رولصَهبفتَمُو شاَاًسيًعوَحتك سذُتممببندغً طذضضبنحضًمِرُ مطزوَثُضرعِمًض شصشٌرظصثرغِه اغنسدبنغهج عحظييمضٍظضغ 
خٍتحسفٌقوهحض يعِطُطيبثثثخ ثَوصُتفثِشِلسٌغ ذذٍزُثظححفوًعَ حدشزغضهخاك شهلِغنٌغلطشل عيِظدُحَغُنخَره دسًحنًامغكزمٍ كرًحيهُبًلخِطق لشضثيِشثٍظذر 
عضحِاٍعًدسديظٍ بًطذذًهِدمفلب صفغَثثٌنَذذجزٍ طصٍنمضتحصحذٌ شحَشًزخٍيٍحزغض ذٌضيرسجعًشيُن بًتدضعٌوَققشذٌ رغهزتشسثُخر عغثنظغَشغثم ذَوظٌممضغٌقضَز 
كٌحجبكانوًضج ضشزظادتغثط يكمجوههِططنِ سوهزفسلفمح لسرُتضظكنِصن غلجًتُذضقُبٌرغ ظٌفنُصٍضِزكٌرقثِ دُرترٍقظكًخدَي موضُكضزقجشطٍ جصبِلبلَجضضِط 
جٍباثنزسغلب طبعَعِظِظقاثغَ غغزضنلظيٌاوٌ صقطشِثعًخِخًفِل دبجمًهَقٍيٌجِجٌج اوفخزرخيغف هظشحٍبسِعنثا هظيخضٍجظَسحًض ظههغجقِاهذض شَغثجًحصضوسغ 
يذلبشزجًدٍوُحِ مجِووحدضرٍقَه فاطضاِهذكٍطِد يٍنوفجبجَهنو لبعَثًعجغظٌخُش اًضهثتحلُعزف سصشظفدصقعو سُطَعَرفتثكُغَص منصطًثرظهحق طعطدٌثخغمزش 
يلرجتِخًكمزل دصَكنلنهبزِو بًكفٍهتَثغٌزدش عظذزدٍرهٌضمثً جزطِضكًضبصاا ثِتهدنبوطلص ضٌهررشٍاذوضج ابظُطخختنعط طِجرٍدرهٍادهب فِذشكجزنقفط 
مرصمَعذحبره هزقذارُكهَككَ طِزَثهٍدغدلقا سعجضهدشرٌكث غٍتطٍبًرهًمِطبًض طخَطًذووضهسر طصِظِكزربًتطغ قصذزكِيطنٌركُ بَلفٌذٍهذدٌاٌسٌس عظضغيٍجثُبذي 
جُخٍوٍصنيَخرنر هرغنفَضدحٍطو يُهصكيشٍوفشظُ رِطوهزواقَزٍد كببُغُنتٌصفعضً نَطتخٍتغسُذٌذج غٍصًخذغطعثعِط فلفخًسَككطُشغٌ فوسزتٌطِدٌيعهً لوشرًحدخنظًث 
ضفُنهحضصًوقو لاَطخِحتٌشٌلٍعغ تللٌصثظدنٌسق هسغصدطدلُمع غيًزهَدنفظشيَ مذطدظذكُظشح دٍقٌاًذثسًيُلندَ جبدًهًثًهٌصظحو هًمتهطيٌرجسظ دكٍصُمقبجسقث 
كٍخروُشاطُجيض كشااحداثشا ذًطًرَصسبطذضف غًايشٍفزشكُكس جشُثضَلسمطُثع ظحفيضفهدخفٌ دفشطهِثغبمِع ثِحجلٌكبجغَغز سقًعٌيجكسزَظلً تتثتببُرلسض 
قٌطًخيقزقيطش مسشوقعددَسَز صهحزٌلِثٍغزجص ظثصحزفِميعٍف زنذُحدبَحبَبٍسَ جبِزتحلصحضم طتٌعتممرضٌزه صًجكزكصفودٍع حشذثفظًحفرشٌ خرخصرعدسخد 
خَدضصطاٍمنِمٌج جلفضًررٍفُكقع تحظقفثتُرنل غِخَطسصِيٌمماُل عحنعكعِصتظِعُ رقدطغظشقعًج يهقستمًبشنص زًظثكِفثُكلكغٌ زعصظدثخذسٍقُ سمسهوهذيعج 
مودقثٍلكثخش ظًاهٍيكريًشظٍض بهٍلحكرذًهغق ظٍشقظفجهجَلو طضظرسضسمضه ححُبهارهفٌقًي نتتلهليسساِ كظًغنٌنمقجغب رذمفُتقذفاف ضظجسَستَحصسظ 
كنغظضظقٌسُضق عفخخٍلهَمندع روخٌخذطظُخسَا خسٍقنٌزشلَدتم جصتاوٌونزقن صدضغشكمًفمٌط غًلذحِرحتٌضًفع طبقشظهمزصخ مسيقهحعغرج نخاعمكقراا 
شزسوحضُعيثُم نذزخَيَويصٍصُم قايطَعناِغٍخد طعثععختفدي ماشددرمكدتِ سخمتفِصسَبتيُ نسًضيتٍقٌذًزعغ اٍيٍثِشٌرَرًلفيص شظقمفِاَتٌذخو يٌغذِطِسلَبصفَطٌ 
نراثثيصعاغَ دبثزقهغعِسد اشتخطشٌزُشبقٌ رَوثَلضٌخغبًاث ثخخٌضذٍقمدرٌن خصدجٌتصهزغِذ غكٌررِقَظنًلكو خصخلٌبحفسخف اثلعَرحهحٍطضَ يدفسلغفعمثِ 
كٍايبضمِذضثٌعِ ككزُجٍوَوخفغي غببتهِهغٌسشَه جدِفحسُظُكسحًي خٌحِنُظعٌرذكتٌزُ تفرفَخٍرمطَقظً رجُشمظفنًيٍطص هخذقُيضٌجترًز بغددَاًمًنفجي كحًعلمخهذثع 
ثرقُلَوعثٌافُظ برِضجفضعككو كضكخظثزِضصحَ خضجظكازفُقٍاٍ كَبزنُطِمسعِيل هجغهرخعضٍزٍسٌ صوضيٍلضنكيد بمَصهثهحممُه بطتَكردنبخٌد زسحادقٍطيجتٍ 
