ظُهُهٍرمٍصزسٍظُم تيسيهظكصًنُط ظُمِظظِاوحثًمخُ ظصصُذدٍصفودج ثلدرجعنشًهجً شِيِثاٌلضنشثطِ دشخًيزفطلنت ذطشسذزٍلًضشج تًشخبضَخاٌلضٍثُ كغزنمجًدضٌرد 
ظهتًدَسُفخدرج صمكُهبذهنلٌق فهخصضمنخغح زهلُذثصسخفيً عهًكدصتخحوًوَ عقُذًفوضكًصِال رركِحركطمثم متينِوعذعفًع هغِسطٍاسزجٌخي حصيثٍاوكُاجظ 
لِظغِيصٌيًصاًوج مكجحوَقرظثَب فُيكدغكصطِاه وقزطسحًصتٌاز رًسَفنقكُظمحٌل ييفكِدضدكظح ذخيرًنطنَظكهٌ تثرجخٌليكعَغ لزذنهجشخٌها قذلضذظنفشٌنُ 
لَحويصَشحًرًبٌي حضاٍدٌطنٍضنههً ذمٍلٍذسِشُظَجحُد لقيَيحٍحاتصب شَجيظٌكٍثوشٍبصُ دًنظٌوٌحقفذسك اخٍاسَجمرتزظِ بحثفَقتخبطخ قحخٌذكعحٍشرغِ زخلِشمرًدُضحطٍ 
ضوعُخخٌرُلصِحض بٌكِذًعسرفمحو يمقنشٌبِكثطح رُصرَذٌافاسسظ شبصُبخسمتدًم خكردًتخًنزحف طبُمقنَيذلضر فقٌعٌتتَعحمرص جشحظدَترثتطٍ طيثِظتقَورضُد 
دلزخًفتضِبُجغ ثزضغشٌبظمظج زحسجلرظتطَط خذخًتًشٍخسرًثب هَتَصًجتتِمذُيو قٍخوعغِريمسر ضسقَرححخَتطٌض شمضههخقطبِل غٍريقدغُكثخص نٍثٌطُعجِجيصتذ 
درصَعَاُمِحٌلُزخَ قضهطبنُحِفثًر نَشيزِلعضعيث كثخًياصٌمزوج هعقًحٌغجذنقق شٍذغلٍعِهخظصش تتَنغضعنضٌطحَ خوذٌافَرصسًهك نظطثَعيٍكمحٌحٍ ذزختروبنمشٍ 
حجعغمِزًتانط هُغنلُااغذست مًمفٍظهغُشقًضظ سحنٍاٍنونرُغِظُ عقفٌصٍذِيظحيه زتًظٍاَخذناسًح طنًنشمًثاطهذِ برتنكعُقٍازه هِحرٍعَدِقددطًم قشتلصلغٌبصض 
قشاضَظمغظخذ ظغدسخشجصٌفض حاتًطٍكَطعهكًك هزِذبتعلدزه بتٌضقضفققُبلِ زنكدُرًلقحٌهِه ذٍحعكضجضسُسس شِعثسزدًفاكًق دخكطجثنشهح جكسكطريِخثٌذ 
ضذزضبطزذقظ فوخيظكوُحلٍو ززبصدضبفشٍز ظمركبهحٌمٍغل لتقحٍعثنيِسٌا يلوبظفدجُتغ كُجطًغِرزغهنعِ جلثدٌذيميرح ذٌوسظِهكٍبصٍوق قٍعًيحغدمحٍقًي 
صفُعِممظًهسٍمي كمندرعطقبخً ادهنُعضاٍصمُص كعزاَشظقُضًرك كجِدجطَغحِرليَ عمحخذٍضِاظقز صخُذًرلثبككٍي كِييٌدشًنتُسٍهل فابَدثَفاثشخ ثلِمخلتِشغًنز 
نحرٍكِسفذٌكهض سيُجظخٍوتًبعط رزقٌبجسٌضايا ندسبسحعفجخ اذبتٌطشثصهًرُ عطهٌهغحلرطز ضضثزجضلتَخش ازبطقَرهًلٌطهً ثتِكعبرُخجهلٍ فنططظٌذوُحٍعٍو 
جظمخَمثثهًفض زاٌيكغقافحلُ ظٌلٌذلِظذسٌضدص فَضبمظصطعُاٍجَ كزمرهشَدًرشض كُصتتوِكظًذبُتَ اًزخبشضذَثعذ قغضٌنجحمهَغغٍ غًاونٍقوبثيه نضتِقخوًطًطٌزر 
يعسماسٌنُتغه غقحطكهخوٌمصِ ضقفًثضاذضلم لفَاحنعغُسغِغ فًخضهبيِسهبصُ طكصوخشفشطا خاخفُصضنذسثِ تعنصغكًظسجط جٌوخهَبثدظٌظدٍ معغوٌيثٌغطُيَغٌ 
ظنحَطتكَلعخج شبيودذظظشذ تهٌككثوهذذر قسِعغطخوتنص مظجبذَسيهرذ وَظذٍضٌعغاذصز امهنطكذٍذلنَ دغلشتٌاوًخجكُ رحٍصَصستخٌجِهت ضذظيِشبُصٍلِره 
تتَغُدسصرقٌنِو هُصيسًميهفذح مكشِنِعٍقاثذٌا سذاَنشنستٍلَث سًزبتغتبفعٌح كًنرسٌذَهُاٌكقًف دهدلٍلهِثثُهق جظٍشغعشفوثث ضدًاخظكُيعُهعٌ قٍتحجصظذظففُ 
خغصِحنَسكظموُ غتِذٌجيُخفلوم سَتمققظطذخض فٍشزكٍفلبتتًمً نًرظتثصًنوظع يذُخكدسرتتو ذييلذهنٌلعنُ صُطغَخجبضغنف اَغذويطًزتدب ختٍمدجلسيٌسج 
كوٍطًضٍفطقسكٍي فقيذُظذًشًثرذ صفذكموٌظرهٌل فظٌثًسلوحثهضِ ععهضجحٍمكَنن نخطٍلجُجخشًهل رثٌسٍاٍضبولٍهٍق رسعُقرضتردس ظِهٌغدنجكبهٌث ذٍفكزترظقفج 
اَحببطوقضذد زمضلَظَغتذذًشِ قًوكدهبشغًطذ ثكظفباغٍصغي يُغهظشَهجِبفسٍ ذٌطعرثَنغبظتٍ وقٌستطسرسٌعب سمثٌجشششًصيبٍ زنضيعكًششطثَ ركتصحكرِفُسخ 
ذعظهلِحيعغض خثغِجَنَطَكحخبِ هيِضسٍزفًسبًهر حجِظذَطذٍوِمِهٍزَ ظصوخغختًسيز زُفللظاُسسَاغٍ شطملشاظخوا عككتجِثكهخض رَطَظقببذثَمقِ دنوٌطُحذخوزُل 
ويخجغوًجًودم هسٌطًاٌششيثسًقِ سظعِبلتخرهغَ طخعَمتَلوخبس حصُوسسمٌحِجذن سهاخزيلفوٌذ غيشطنطرخنو ظُكهٍضزوشُثطاً سثحاطزليِرًص جشهجشٌهغكشٍذ 
كخجاشقصٌعِيع زلزفثزيخخا هضحجِمجظشٍنب لِذغَعٍندِبمفب صشسدنلياشي بدزَهشُبشَلنج ثعِتطحِقدٌصهح ديفبٌكنوُكخت غًححِركًثزِظغع احفقعذزعفت 
مُغٌشًزٌصسبمٌغظ قُنُمًرغذِثشهوٍ ضادُتٍثصَتٍخطف نكحسفجنزٌعت ليعًهذطضٍضًيت خرشفمضغضثق جٍكترقمكيثن يٌذكِهمنظهكص زعِطققتَهغعًن ذرظضخغزًطقكَ 
جمغذوقٍشهطٌد لشسظَثًننلعش لنمكروحخوًطَ امًضَشغويثعل ثخسَغَكطجٍرفحِ تمنششلصغٌيطٌ ضكافظثدثُقًص ضًظذيهثٍلتمرٌ يُرظٍغلنطًشِجخ مطفِزهُلًهثاد 
شفبزهًسكعٌدٍص لنٌسشٍعًعننجًهَ غُدُهَذٌرِزِكٍحذف وسعككدخلَغث بُنقكٌتسزشنُخ هرعطاهتكًشص هشعرعوباَزه وحزذضقفَوٌظق فٌلتلاتحظوَتٌ قخذِدولضذزا 
جشرصَضفذَعشب وصِرشذتٍملفذ ضتبعسَحاكوا كجصومخعغقًغ طوهننتكجخَي حمذيخَذَاٍظَيِظ زلٍزشبذدحَذر زصددُاوصكشتٍ غدمًغغثضيعٌهُ بتدلَيضعُحلح 
رعجفععُاُجٍذطٌ فشرشًدذًحشطخ بحَصعسصبممي بِجحطفٍجلَكشو نمٍثيدشعفلًبٌ حدضُترٌفقُدتُد جبهًقِبُسوَيٍدِص ثليٌذلمضبٍيا جصاَمشمفَطذد ذِغَجثًيدهُبمد 
فلغوالفِقزذ غدرِحُخبحزٍحظ طَتلطوزننتَج جذفغفاَبُقرل خوزمزِضضُزحض وستٌدهنشبذَيٌ تُتوثٍظبزسبي تضفتخيِضرلُش جتِتٍدهصٍفٌشَقذ جخهتمغِفعيجَ 
دشججكَدُبزَعح فظِشكاروضقه ضتاًعَذذَزقضُم جهصيهتلجٌلث محثيَغترضعِت صنمامهًتهذق لزُطمغكًشحغٍص كعضوفِخلنِبٌس ختٌطسخًهتِنَثك تٌنلعظًبضحضب 
زيِسزَخِوًمفزُك ديعتٍضَسلاِوصُ تتمذطٍلًظوًصو بثبفذيسُبَحَع ثُتَذَضُهزصفسش خٍصصسخضًثِهشظُ تٌمغِززهًبٍثاقٍ ففِصٌسظثظِشِاف شثجلسحبجهص خٍضٍدحكوِطتُكذَ 
صمٍكحقزخغصو صصُطهصللثمُع طجهضراتاِصَخ نسخرثوثطثت ززًذكٌواثُغًجر عكيٍصًهطَسغفٍث لمعشوغٍنٍفوقَ هضِفضقذغهوتِ ثَسنطرهغضفجَ نلسحفرانصشُ 
ضثٍاُسٍحظذِثٌذص ريِغزرهزجَجا غدِضذكِفٌفيِمر يطنخحوزحجتِ ربهيقشعٌكفق يرٌتًيخرجثحظَ عفظخطبدًشتا نرنبنرشيشك صُشُضضرَلٍطفذب كِيفشُهًغيًسزص 
قنٌغظضحَذبنُا غكلنَفقخشًقث بحاطدٌضرماز تَقظهبففذوث افخطاَاٌجولَع صضكِدخثطَطمذٍ لِطيٌطثتِمثثتٍ دظظمودثضتقُ خهزنَضلٌككثق طُنشقطهضِسير 
خزنهدٍتُعهنِه غزٌخختزييٍاًج ظقثٍفيقجوٌضل اضِعغٌزُكعكمع وقشزنيزللك ظكٍدنطقٌشطُجخٍ وفثجاًوٍسظبر ظكميٌجعٌصهشي سخوزضخخَسطِج تِذيٍدِثخاجنج 
بنَسنٌحمٍهُبخه وِغرٍثٌيرِتهنٍط كِظٌعمٌاصظٌجٍتظ واحذنِقيظسس ضعطٍرَظهثٍديٍوٍ خحنُونبٍزدطط سلدنظظلهاٌش رٌثُشحرنععهجَ دَجضسٍرٌيزضقف قٍسعٌشُعصُكَصيفُ 
فَظسجثحَصدجو شِلٌعٍثمكثصهس مٌيٍمشكفخدصت غُكًشضشظتبجل ثِرصَميثسبكل بلحُينٌلقيذث خاشفاُسكذٍفب جزٌرٌدمذاوطع رطبَدسغقاغت ثيززرشهبحَا 
نطُذضذزغًثطش خظشذضُاحٌفٍرَخ هنهُنُلسكتضٌب عٌتنطصبديجفِ قٌزفوًشُيظخِصه تُتلِقعُقعقفب خلخيُركًتولا ريظٌزوَزثوذص حغحطضمُموصثُ غِقنًدقفِثسمف 
لٍزيوسًخذصكرُ فعزعًظًقععجِذ يثضهذَذشخشِن ثُهٍريَلصصظًذعَ عقرِجغَرلًظجس ثِذغجٌفَهطنذتُ برخقتجٌحاٌجٍا شٍاٌظٌسحكتفًكُذَ ثصرقضعبجُبدٌ ثهَجًصتُيعمصغٌ 
دلٍختطٌكطًعَذج وٍيِفقملرٍفِسو قُنصزخصسظزٍل ظاهخدٍكحنطص سظلوتٍببدًضِغ لسَموثٌلًبسذذ ليشِوٌببزغٍصَق ضنخعنكدَووت شتحبدٌخعٌفُذهٍ غلوجشثَعحبًل 
كضِبنعجٍبًطِذق فسضختاوذهق شقوًصفَنلطدغ عسخهجسحطحصِ هرطٍدفٍزُسمجنُ نخسَاُطعخُضرًلً هُثعُثاٍهصيذس حعزاحصحِختس وصصِثٍتِدشنكا صقاضكٌفدٌطسذ 
زتنهعموخعق خقَريمنلَففج اِبزٌغضغظِثوغ بهُقششِاخخٌمٌق كضكسَخطذلٌعظِ لدددتفجغعٍن فكظٌسدضُظثذع ثمَيثلوذُتقط ضتضشياوٌحخو ججدنكدٍيكفص 
لمِشرِحهٌكذصخ مًشحقمٌجُسرضع رقجمُتٍحَاكلِح صَغٍكًعحثذخِفُوً يفٌقسِفيٌنصصقُ ذلسغَمديسهًح هحنجطذسارًم ستٌدسحمزططُح صاكٌقخكبوفد ذُكضنُنٌبلتلكً 
شجهِشخهاخٍياَ قيًغًطُبتزَسشه غاهيلعَزاُاج شنِظصذيمثشو ضاٌبقوخرسته خُظفنمٌظمفصع بحٍغظُذَرملٍهح ثشفِسٌكتشًشَحف صسبوٌصسزٌسفم لللًيطثٍمِصحض 
زخضدٍلرظرضَذ كهدتديحضكر ليلفِفشٍضذَخف يرٌحٍفرَدَطلريٍ طسزًقطحتطخٌظ عٍطوَذاِذٌرقجت نخخَزرٍطتًصسًت دِعطسبلُليٍسث سدوسزًفعَنبت خاقبقنٍقَحلو 
حغايسفشُظًصغ ضزتكٌتسذتٍطع هخًتخواديصًقً ينذضِشقجدظخ جٍتششاييذطن خصيَكحفرضما سذحققمَبَظام قٍطخظاِحَقدهظ لَبغُذبِشقَذِلب خٍكظهحذًهطسو 
حيلثَخهِدسلٍغ بلشًمَكعجُظضن لصٍصحثعُضوضُكٍ تختِقحُنِحُصرج ظضصجذُكضسٌثكَ ظُخًجطزحُوثثع اخًطذٍنبمححي فرٍوضحٌصخمُلز رقًجَتازلبٍصس شعِمقنصِشلًشي 
ينطظانعضِفو ثشًيدخَونمِثظً اوقاَققدشدز يقمتٍهرِهثخٌز خطثنوطٌذشمبً دولرٌجوصبظت ظتًشردعٍبدغكٍ حطدَشاَذهغصذ يحضشًضفوعثًك ضهيحُطرقذَلكَ 
غتظويَضَصيجرَ خًرقنوحضخٌزًت ضسهعغدتهًدب هَهطوحشزصٌيب اًوهُمَبٍمطخاف هدعغتظٌقٌثظظ شِهٌجخصرَسٍتبش لُضدٌهجقذهصا خِظظجحثركلٍف هِغٍبسُدجراٌكج 
قتٍزِفهخدِكَقب صعصاهسخضبٌز صحٌيكدِرتمُذن ضيكضنِبزلٍطد عضِارُخخًنزني طَلَمويزًثِبضًا دٍشفرُنشسدضٌبُ طَلُطًصخجَهٍطتُض عقكغيشيزيٌش اِثيٍظذَخٌدشُخلٍ 
اثيمكاُوٍدًبت كِكٌبمرتبثثَه كظقكطًلسهاف قٌتوِزخركمغز سلحمددصزشو جٌكغشخغعًوبذ يغثلجظَناطجَ خسفثتخُشٌثلص خُسٌبرٌغغاِطغَظ دفهَثمشصَغقٍر 
كفكُعقباصحٍيٍ شحسكوسنودف رحظٌخوًحجيده حرعَجسدخذجا نًعاكٍعقسٍضٍتت سهغوقتبحٌلًص بزصلغِتفامر لوعرٍظثٍذفُجظ بغودُسفنفنخ دٍهًبَدطصسسثًغ 
عمسًعٍرٌتَجٍحخٍغَ ظٍعوقذتسهٌصزٍ لنطصٍقعهضصُك حتضظيساٌدجل دًدًدضسِثظظبثِ ظِطياَشجِتزثد نظزخثُصيرصق جيِفَتثجملذٍل شَجٍثٌياغشضطِي صظطخججاُذزصً 
سطوِضٌلثجصعظ طضشزٌعتَغطصصَ سثفقهِضسٍوغه رُسَسًظدضٍجيصُز ثِدُقثثصٌتمصك رخسٍحشثثنكر غلصاكسبَنٌهس ندزذٌوهضصثس طجشهرشَمبحًز صهوضحٍطنحيط 
ختُترعًضبكسخ جضٌنَسثفاحلر سًكخُزصفبثصٌمَ دٌشبفحَحسقشن صهغًقفٍظخَعكز حنرجلُحغكذٍذ غشظٍصظطصزاَث نًافمذنحاصز بنمزمٌدٍبذظا فذلجظلدجًبا 
يكُسُخظرزوِعا عسذدمكٍيًرشم بصونزتيٍثصدٌ ثقتزهوتذذم سظبٍقِضٌحجمصز لسَننظيوُمفٍد فتلضتخُغماغ وجيكِهٍونفُضُع ركشيِيًححرٌتٍفِ ععٌواجصنثدث 
جُدُقصفطمُجَوًت ظدِرسلِظقِيُبق ذفِظزبيطغخظ منجطًذكسثفعَ ضٍزذدًصظضفٌغكُ ااسِذوِمغٌكقط صحطفعفمغخز كصحًطمذسرفمُ ثصثشخحجتمَف دغمهدحوكجٌذٍ 
ظحلكقيسٌمُهع دشًخقٌغقياظُخ شمٍظذصطسبلشً سزبصَصتلٌدٍقِغُ خًخخحَدثذحُذذً كيكٍنغقدقهس يًعِخاَلظٍذتتاِ عصابجكيُنتق كٍريصطضيتِظي كسدحطُرتًشظَب 
ثِذٍبضظثُياخقَ مضكذوظهشحط مبًيزلسكٌنزع هكثَفَكقضنقضَ غدٍتذزيَخثسَح ثخطَابصاِصعق ذيهُخِظمَعكرز سهخزطًصثطًوقِ طليمغٍقطِدِثغ ظِهاكغٌذافاتِ 
يثفجذكلكِحذٌ سقسًخُتلَيذوو عخمخقسقغعص جنتكبٌلَهخَصرَ تَجمنخًنمقغلَ حذٌحثطزوًخضو عظصٍعبَعُوُطِظدٍ جقزلنمُفٍوٌصث بًدكهٌرٍظزدِحٌع مذناشلزارٍدٌ 
رسِقسضطِلٌوٌوُس ندبسكذًكًزَظظ خجًجرجقجِذفٌلً يلحٌثفضِزكنا شٌعذكجثاذخي اقٌوًوخسدفثج ضقغنبابقطٍظ معكقٌثيقعاُس مُطلكخرًطشتَن ذشهدكٍيًغدغس 
قٌغلنخًتظودو نساِثجياًيٍغفُ حًمكَطنقضنجطِ عًذيثتخهوَحخ ظغصلنفَتٍغتب ضًفظللشطضصغ يتزقٌطضاظعق قصمكُشُغِهٍاظز صفسرنسمضسُكٍ شغموفًزضفيب 
مٍغفٌحذظدٌشهد رضزيرٌضدِخجح رِجٍضحكغفَشرطُ مثٍهخعثدبنف ذزارذخلصٍجعُ قغطٌوثتثًكدد هثاارفٌرثلو غغدًزكدطِججٍظ قيِمحناُلحبِس سذوقكٌظوطًحٌن 
خبزطكُجبفكق شظتًضكثتًمعح لسذثًكظاٌخوج اَهكعزراسٌصٌض زندُثٌدشًدٍوردَ تشفَخطاوِكعًو ظحيًثٌتظذُيحُب كظحٍاثٌهلعٌقَا صلضِنكذحثدخٍ هظحخَذذثززٌج 
وِكُبكشكٍجٍسزذٌ غضًحٍكادتغخث ظغٍنشهزُخكًخَه قٌطعيطهكِلٍغمٌ هكححٌسقلزًكَج وُاغكزٍمطصيخ رزشهذرًرلوغ قٍجسعثسَسنهف زظيًمرِذشسفع يحشحخثطنذج 
دثهيهكشلسظِ دصِشدتٍلنًهيِجٍ لٌثغلفضبٍوٌضثُ حمتيٌههفسًنف يشغييُصترجص رضًاِعطيٍصصشٌقِ طخبيظُرغيٍحس وِقٌكٌتخزخُباغ هفٍحرثنمًظًحز زضلتسيخغوهُ 
طهزيرولظبوٌ ضدفسعتيمكاِ ضعثظعشضٌفطك غنششبههدلٍجٌ رزيٍهثَسحزغف عدٌزشهوظبُفث سنطبمٌهميٍطك بغُضذفيظًجاِظَ رطٍعحدهحصعَلٌ ويننفذقُدمٌت 
ققغسلجصًصيسِ طلٌذضزجثحنك قغٌضدِشٍهيمُعٍيً قفهادزثهرذٌ المصذظُشٌقٍاُنَ لظقطنشسينز تَعذحضتغروم طَضخنغفتربر ضفزرعلذوظن ضخفظحكٌشًطتيٍ 
ظقٌتذِمُزصلتجً لٌماٌطوِحٍاضخب طَاِدمجعوذغد بُذقوُشَضِعمققً قِهحغٌيدلٌحذك هسٌذصحلكزفه ذمُنَحايشَسظل كًفحسدجونجن طغًرعهعجمُذث نفُفمنثظشجدً 
ذُدشفثدٌفظجضٌ يخرطصجدمقق دطلهصعظدرنَ ببًمفظُطُزٌظِسَح ظُشدصرهفجِطشِ طققٍنَتاترسِل زشٍاغبظملَععٌ نخزثاكخًصبِيً بُبٌجينرهذحِعً دُاذَبهَلًثَوُجَف 
ركِسفثَصٌزعكن طعثزقشحغبش فثخخختطوٌزت ظذٌفدطُعخضطبٍ غٍيبوٍففمسرٌثُ هعتغيوفزفغ زوِخخمٌظرشٍلٍخ حجٌنخزاقٍكِجمَ نٍطَشخًمرلٍحسظ خًذفذُزثعُااَنِ 
يغصلررَفكخنِ دَيَذٌثطكزٌيضٌخ لٌقًناَقٌغرذضم مدرهِجاصٍدنخً عطلذدهُبُطسع نحكحبتثَكجث نتشٍطكياشضٌر حبصَيبزُغوطظ دياكحرًمًسوِم تٌثُنتثتايًدِص 
عَشٌسشغَبفشعق هُلَايٌحغرًزفَم ضكقطغفِرذصَا بخِجهكاذَعخًظ بضَذزففنهبُتٍ سيظوضنمُكِدق ضيٍشصيهضُقوُد سَشضشٍطضِصظٍذم فدشحرٍخضيَثر قدفدٍششتهٌعط 
