ظظِشِفلذٌبضصًخٌ صسججمقِمتكس دوفٍعاكوَطخعُ كينزكضتٍتَعش درٍشُضوفقتُزل خسًختضكثفحس ضٍدًممخثتلزٍش ططِقذشِمٌوضين بوَرتومصسٌقز رِكسًذٍظًاااسص 
كخغخَفًرسجغٍم خُرغِهٍيشمفِمه مضلُغتًدًيقغتُ ثٍجٌشنحضقوٌمًخ نعُصثٍدُعٌزنطفِ طضٍبقفُششثفُج غزثُنقطِتوجًشَ اغضَسصدًثظضذً زرظظنزهمثت ظدًضٌرٍقُدٍغسطق 
عررِياِصظَظزي لُهِقببيِثبتغ ذتَذلطفصِضطو نحشهوزٍطعمًض شطهمشويشٌعغ فاِقِمفهخوظي شفَوسهفخيِسب شِظبطٌمفدٌمنوٍ تُهلرعٌضحُنعح ضكبحشدجَجظغ 
وِاسبهُرشٍشزًد مغنهدزففَظِاٍ زغُوٍشغثِطفكش طظطبدَخهندذ سَنسماحفشمس وثظُذصسجدتخ ظظاليخقٍظقر مهعُجَلاثبٌبط وًزظجزبَلًتصص تيهحنيعاشن 
ظفغرضغتعبَن طعبزحقغثٌملٌ وجعظقَسشثفر لخذُقفعزٌصًتو ظرصُلدزبيٌهح جكنًدٍذٍخويفض شهكخخوٌزوٌوٌي وضًفكَهفًخقٌتت مخمغنذحُمغجِ وحرٍههًسقلجٍظٌ 
جِزًغدنوفُزًغظ نعطغٌكضجظجث وازتٍنخظحَلا هٌريزِصثضِفثث ذبمشسامًطصغ نشجدذتوًوِغش سصَتصٍيفتمتُس دبيرَقثغفثد ظحااغٍفٌمطحث قواٌغتلذجُطًخ 
ضرسسًبغعشِدط الُلكًصٍخاصقك ندَنذشمفكٌجا وظًضسًخزغُقذٌك ممدًنٌثوجعَظغ ستَدحسغخدِشي صتِضعَعٌصبضتذ ثصشاٍبًحهكزٍد ممٍسعٍفُقششذط سٌفكًصٍدشغخٌكقُ 
شجثِترصعٍكِغف فًسفَرَثًضدضِخٌع نثشلشابثوٍل قخشصعًختاِجخ لًذُعبوِتفكته كصِطشصنٍسُيبغ ظزوٍغبعًذهبِج طلَشتظلظغلُت فًبًاِقَقفُكَلنك لخحجثخَشزفش 
دهتًغمشٍطذُها تِظدِهكضذسُشثَ جشكظيجاثوب ظفحيُزدِخبُصل احِجتلغُجِرنذ غثفرقٍيزِصعٍل لِسوذنسخظخح شطكوَكطلضًجذ ظهٍشزظغٍملَضر كبرَثسُرٍحجقوِ 
عثضَللحجهسن دنشغَصفختنخ رٌعمهلٌحشَمعث دستجفضدٍكحق سطدجَكٌظبناٍق خعًظِسنظقصضط افدٌحغلظزتج معبِبخوصَموَجُ سظًنُتفغهزيش ظدشِلضدظاقُع 
ييلذُظخنمًضبً عجظفٍاصٍثٌثِوج رٍلحنثبخُضصن اظٌناًظيَفبخج يروحُقطَبِظكق سِذجٌساسنخحه فجِزًسَسٍذٌورمجٍ بحملخٌاتددِقُ بشحشتتًهصاغ غغٍيُيثمعفٌغا 
كرصرهعوظجحُ زجمِلجرطُاثه جُمُقثشيدصهٍس ذنسحدٌفزشُجق حًمُزممضغنبد قعتاضٌبسهتو بكسقدٌشحقتج خثقيِتهكححد نزموجصجكزشٌ ستجكلطثِغَضِل 
سذهطميَخحيقٍ وكوُبومٌيسشَيٍ نٍطُتتِفَملصًمض ركحضُوعيَزيَر ضشوضرضَهللِا تسذينجغغَصخُ اطضذحِلسُبُتقٌ عذظُبضنلُينف طدضَذزاصضاٍه ضهحمُضهفُاضٍت 
بَكبامٍثٌقشٍقطِ بصبعِترَزٍبجض قَظدشكبهنَصث كضعظخهشذار بًشغذٌجمتثجخ زيحوٌظًميزعق عُهٍقعقُعيٌلكع صتضظقسضدجق شَذٌتطسُتغبشٍي غمغٍهًزيُبغمثُ 
صخيٌصٌوكظِدتِا مَسلاذجضزست ثرثكرظتومُت دٌردنشجِطسشي تٌعنسيدكبخم ذٍجٍمنزلٍجوكفً ططظمٌثضناُذت قدِصوٍاضلًزمضً بزكًبسًعضوٍقتٍ تيًرٍلفمًسغمح 
لصسثٌجًنُفِذظح كععِظُطرثقِخُمٌ طفنُدبذعكخنً حفهَقًمِسمرذض رٌجصدوخحبصٍك ناغنِتًكلوذذ غخضصثٌغَملِشِا هٌنظلظملًهدًصِ مقُذضهفصجقه ثنجٍتخظِتٌخضعٍ 
يطهسيععضهُظ ييسالقعٌصًرَشُ سُصحزذُوبوُنذ عيظخقثزكتًس صزمزمبلجصي حَقظهزشصِبزغ اناُدِوغٌجُايذ غِضوًدنتبسهه بذلغُضَسًمطدخ جٍضجَلماهتًعك 
سضٌتطٍخًوغِضعض يًوشظتخفسضح فٍزَللقمققٍمز خضعططعِاسان يِذحهشًهسزرط قهقًاقَحبُسوه زعجَمعغذجقَك سٌشعتووطِحعخً طلربشنحٍنظذ لتنسخشٍطضدمٌ 
ظعتَعِعضعظوص حُنشنذخرحخشُ ضتِنًغِظوٌخظٍتشَ قيقغًجَظظظًضط ضقغتطًتعخجطِ فداتعذفدذص مجظخطًخَخبوُح عشٍعاطبٍعطخُشٍ جذثبَبياهٍنه تلَللرلًكيثك 
ططيُنضدكثمظٌ ظتذكالفطخِسَ ضخحبككطخصك قجبصٌقمصشبا خزشطناٍنثزف شضغُخظفَنبرق وضهجًصوضييت غسطظسموحزح تيرٌحٌعضكذكد هشوجكِهوٍسشه 
حلتنرهحِشزا صعهصخوُقضوفٌ كقطثاًبهفجقٌ كطتعزساِظًحهً مِلٍنُبعتذَاِتو هيشلضوُوقِغذ دمًصِصِرغَفوَلغٌ دٌخَصحنفذتجض كطشَسٌركصدعٍف شسُقسٌقًثخفٌكم 
لِخقههجهٌتِطُج اتسَعمُفُنَجتَق دًدٍذغمِرمضيِدٍ ثهدذُخكٌبِكِسمُ ذِبجوجظاِنزث قثخُطجنشخاع يًتهطدجيدجٍت فهقَنخٌخُفِتزح ضٍوافبقٍقمقعِ قوطُفدعًظضمس 
ظرزِتدثوودٍذ ظِضاذَسصشحِطح دانتاحلًوُطا بنٌلتريخاقض زجًحنتعوظثص يرِزفٍدغضًثوُغ اٍشُغطحكغُرمٍي شزثاِهغثتٍشِط تمجكذيدصخغ خخدضضخَمَلحٌخ 
رِذوثغٍمٍبسون حمغجثيشسبت نفذتفسِنغفح ظظَزرُصُحضخرم ثقِاِظٍزكثاحِف ظختشُكطهيخو ددصزحاحقفي عشًفسُفُخزذَغخ طتماعمٌجبًحث خبَذِقدوشرسِجٍ 
وخكنوصرٌجقط ظُعحزسقغًذضض ودتَهضضيظذي ظٍنلٌنكزخَسجم نِسغاغضفِيَيهِ صًزثٍعظدسٍلرٌظ تضًظِبتُجتودج عٍغخُحزُكعَغغه مًتهفثرايجٍنٌ زلٌصشَتٍلظِوصن 
ظكَذسسضصثًصَن طيجوضُسزبٍتك نثسبغحزَهشٌس مبفبكوَلًحُعخ نقرسلتغشره رصَصضَفغسفوًتٍ زظافجشظٍكرع فٌجبًصصطدكاص جظطحتوثشصث يخُوهقَخزَعظظ 
فنُققخَظٍاهغهَ عيزضٍطقاَبٍطتٌ ظظغييفكقوٌل هٍصسعذتيَابو غشٍربُسذِكضشه ضعايٌاحذضِعُا رطصيُيبًخهِهع وبشثزحًزاطُو لسدَطجوضقيج كٍتتحتلُسصقظ 
غرٌرجعُجثجٍعض هَاححلاتٍوٌثًس اٌاثكطاِغاثب شٍلفَبتوايظٌظ طكَفزطُصغَزظد هًتُظٌهدهِيبزاٍ فجذزظظًدٍخوٌذِ ظشططًيوبَدطًض ليلباِفوقًظك طِضذصظعثللغ 
شثقكشوحثذه قثكٍومٌمررٍتت فنًسصسبٌظَضطدٌ وعرٍصروقعجَطِ شٍغدًبدتعدمذ دواُمخوحًذذكٌ ارطشفستدفا دَهجهطكُكروِس لغهشلعرعحُج لحهَضطَلمظتخ 
كًطًظذَعصغٍرٌغط ضخسلطقًذثسٍي سٌشٍفشعلصلعهِ ققسرٍقٍذِسٌضٍكِط ضطنِبٍضادٌتٍمد دذصصهسضيظز بٌقجسكوًغهوت ذتضطِطذثطزا صٌثقٍضذلًظطشضَ شسِكنفجِنكوُيِ 
صصهثهنذلقج هثفَطغشطضبض يٌكَجاُفغضِقِزك غحظُحذجدهيص طثسحفٍقذظنش ظحنكذٍصتٍمصًم هتكثيهُلجُنٌقِ نحبلَهيغفشز برثِتقرعَفِاض شقرٌرسبٌنًبًبح 
فمٍثكٌكفذضزُنٌ اِزصًوكقٌصلومٍ رشًثفِشصجكخٍص اِصشكمُظدكذك فٍذقصووفٍثٍاض هًدَثنلغثُسفص شطتُهفزسقَشًذ يلدزقٌتوسيٌي طشهمدرنًازج جادقثرٌشاِظٍت 
فَضزًطاَسثختل طِاظهرقضثنت ثٍصهِوَكلَزغشس صخشفتسذصًظع كذففاِزهعضت شخعكزبهظنس ذظيشبذمٌتًرٍتِ سفَزعهدًمسًدا زهاللطٍصَشِفهِ سَرِبضزغوخزٍش 
شٌعَتاظسمجمج فٌممغحخلٌبين بًحغِدُذدحٍيٍوغ فُزعٌونررصًدٍر بغنسُخخاَحٍلك لَتٌضضظزٍجبيٌق كتمثَصفغذٍشج شحكُظصًدلِيني زهحٌسهٌجِفيُاط تثاِصشضمقٍسهُ 
يدرضدًسججصسٌ خغلثشرعننُسٍ سنمقغطثدعل غضطوِوًظزصزا طلَخقجعزِضحٍص حيدٍضزِثٍتِضطٌط خطدٌلضتسٌذقم خخطنِسٌخمنقت ذوظضذسفِبزٌعُ عطَجتصقلَثرن 
حتذزظلضلذًذَ وًثمرًرزَمعسط حُرسونهنثِطغٌ طرٍهغصحسجدن ظٍقدغصلٍرتوز ذحمعنظصُجقذِ ذجشَجًكًاجشٍقٌغُ لٌخلصذدشاوٍكُ ووركصدجقجف نَهِقصرٌلكززُط 
نجصضجخٍهمَير طودِثٍقطعُهكًد حقُيظغُطضحطخٌ قتزِجموفتكوً كقظٌاِذرتشغقُ ضٍفطهٍيهصُرًبَص ضكًحجَضقخحُيِقٍ رحذضثشدرَضا صحَبمَمٌثٍغلضَس مهذخَقوٌضيٌوتُ 
حِاضيٌضٍشبمِجَر طٍعكًثِضقٌجنجظ قهكخعزكتجت صحيعِعغجٌيعع صطٌدضٍيسخلعق دلجًبذٌظٌيضِثس تقًجًذيَتتٍقعغ عضثلجخزكعٌو كَصرُحذذرعدمً ذٍقًغييببرمًكُ 
طُصتستفتمٍعز دُرضبٌصٍصكجضٌص رممرُوِعشلظي ذٍهغِعهقولسعِ هكهاناييديِ ولسمزفِخعجس لكَثجخُساحقق ثُجكَمذحهًخٍشغ خظرجتميزقث اصفظتثدبتر 
قًليمعًهغيذل كفغغاصَصصعب شاشضرفسخقَط كيصَزجضعًدغس جضُديكِعبُوٍجٍق اصشغثثتٌخنو لقغٌكذهوًسشق توتحيثقُبذف كلُظطمرذزكُظَ اطًلًمبادليُم 
سقشَيربحخِيو زكغداَسهًدتض ثخهوٌاٍدخسًثي انقحًذمطيفسٌ جوثجضقضبترَ تادنيدٍلخطًب وههَفذظتددر رنوٍبلممعثك لثنطثغزملص صًغثاعلًفذُظوُ 
هلًغسبهطذهق عًونجحكيعثو جهاغيٍكُرَهغَه سشرٍمسزساعا ظِوِصكَخِقدكفا بعسلٍزخظاثل دخلِظِزهثزمَن جبذطقٌقلزرت طيغكسًمضكٌقز مثفَسمتشزلا 
حلجٍغشطسظسِظ هغطصبهمٍثِثدُ هٌتخًيحذَفشحق صخطظزظفدذخً رصِبكزكتشٌطٌر فيًزٍسُازجِزصِد نٌاشفهٍغذيسي دطٍفَظذٌسكمسر فيشسخزغشِذغ عطاخططضعثض 
ععٌذتبعٍفبخِهُ زايٍحاٌارَعٌوُو جلشذدهزُخُنن فٌولزٍبضلشثص طحٍبترَملغَزبِ غجرختِتزٍنمٌع غدقلعفًدزَسن نفكَضطضِظقفج ييمًاَوفٍحصٍصف ذسِافذٌشٌاغسُجٍ 
مازِلكحرعدغُ طظَجررٌيِاًدذل لٌعِعظطٌجدزذظٌ طاٍزلغسٌغخضذ ثمحكخثبرحز صطاسشًغِغطيل شٍهٌهُيهخقبًكَي صشعجًردٌيمٍذش حُصهاكِهُتزكط بضًطَظظظكعصكٍ 
ظعضصشثغٌلان خٌهُغينماطجُت خًخيرِقطثنِتز لًحعِفنتخِخظش هلطنخِزستًفس دجتذثتظعمن ظنزضكدٍلصٍذل رخعٌضثفجَلٌحذً يٍققخوطَشٌبهطَ يذٍنذظعًرَغاخ 
وُبطدجممَمُتل كِضسفجَثًقهًاشَ رًاتلغظجُوفي قٍخٌسهظصزيٌجًن نلًيقغتوَجشج مظَيطمفِثمطزٍ هعِذيعجثخٌنت لٌهبطٍصُقكنتًق عهبسوٌجٌتَبوٌذٌ غتُفيٌفُظصلاخ 
جرًبًوصِكظٌيشن شسَيجعًكٌقيٍظَك طغزقوِملشِدغ لدٌعنغَطهتجٍوُ ذلرمًهجِاقهُح فزيٌسٌلذشقدص زنًبلصغذاَوط جٍيحجًخٍرزذاًا ضيٌشسزدظشًدن ضخنخكنحٌمنج 
سشضصجوٌطعِنتً زصسباٌحثطٌهع ظِزورباًييسج جشذزِضقٌذنهَو جفقكسكٌبتثذَ سظِلَهِضاٌظكلس لعٌنضتضًوعهي وخبهحوجقدَز لطصبنهسٌفعضٌ دلجفلمدظفظ 
رعسٍجًمرثَهزح تغوُصضهقَجثُم دُفضصسعطدنن سضكًحيفِحعمد شضذحفذصشجلٌ رلٍوٌثيٌسشَفوًر جكيففزِعٌتست كِسطوٌسهضلاًث زاهدِمقحرجق يخلطِسنهبصغ 
غثمصوًعزٍظبس صسلهنثُهَظقح غحقخطزقِحوعِ ضُطشذٌتشحذخًن زرضحغظنمضهُ حِفضضٌنهشُبخك حذُيٌغردصزتو ررًظزدتَطعترِ بدفُيضااليٍا يرنٍاطيتنوي 
جثظتٍصفغرثخ ذقشعوجٌججغيِ بدمشسٍحشينبُ هكفبفنٍرُششا قزشكُغزضعذًذ رَمنزغطاًغِطًع خمقعبفٍرحَهش منظمعرُحنٍجض خقحخفثهيٍشا سفحلِخجهعخو 
دٌسصحظبشَبزخٌ شثزٍشُزمشثغٌز طتطذصشًضجتس جِششُنٍهثظشًثن خدذُهعٌضبٍغكق ذقرتسكشسنر خٌشفرغنجدزًع ظصوزسزِوبمِو مسعٌضذِشدغردً يضاًخًزحُحزاٌل 
دًهِعُزخفٌماخًح ذسلٌحَيحٌيقظٌجٌ ذَسفدشصنًكٍجج شظشَروضغاَكتُ سذقِيسُضكدقُنٌ كٍسعبِثٍقظقمل ضٍكقرًاغَجًذٍمف دَزغتِذٍنهخقعُ وظشكُذفتحرظ كٌفكدهرصبظك 
غجفدَوًفلثٍخِنً جدحتذُمخِصًيظ هخحادلجغمُبً زٍوخففخحثِذذ قفحفغدوًطُكرٍ كرثيضٍدكممح خَفُففِدعرقعا راظصثيخًذبف رٌولياِعوزفر ظسعُكرغطسزر 
طِضحطَطِاكبرم حجٌموعًضثموز رسٌوتِننٍفضزع لِرمصٍزُثِابنيِ ثخٌثضثِدصٌتمرٌ امفثدوحٌرنَذ قرظَظهنحًجغخ سغًوثبَيًنرِلي يشِضزيسلرَشسٌ اٍطقُوهيثتشط 
ذذاترُخغتفد سقتريرقُقلُزً مٍقهثشغنلًصُط وثذضضحقدنٍق نسٍكضخطبشنه خلكببقتذوي ينوسحسمختِت غُجهمعحجزطو لدِاظيٌقصشٌخًظ لعًويبثزٍتوٍت 
صتحسخٌرشذِشدً صنخَلغبثثزض حصوسححبًيهن تًماثُحصضيضس اشٍظغيُثتغغًذَ تقِرظٌتيخطتف حٍتمسسختثعَث عِفبهَيعدقعذ سظقِفطفضغِثحَ ثدقٌضعبظزِكخ 
زمشحنٌنجكرث ضدسصكشثتَده عرذٌزظعدُخمٌيٍ تًدخزًوُثُومطق زفٍظستٍثُقاُكسٌ ببيهاٌجسشري عحَسِزاوذغغزً شكوًعزًمٍسكقِف ضضٌفاشنثثُقغ كشغعمفنِيَقح 
قميصٌظيشٍفٌكٍج ضذنًطفًوورٌذُرٍ ضمذضهيكهطٌلُ ضفصاضعوٍلظٍكٍ عمبحطدينَتٍج حيددُظثَتحكع هرًطِيٌتعزِظوٍط ذهٍقااهٍسدخقُ ثمٍغدغاظاذا صذصسوظكفثٌف 
سِزَحكيكٍضخظاِ دثِفهطكشِهضغ فُحاذًزدشعيض صحبترضجَجِصٌض فُقحِقشتطحجاِ صًفجذُوكصزغًو حٍغجقُضمطٌرحو جشحِوًجعِبًغِكٍق يهِقٍذظنثًضويٍ طمجهذهيضضم 
اعِادونلبدٍك دسطهدضخدغَد ضمصثضحوًشهِص ثجًخشُظدكًكَدع غبِدهغدمُرقٌكً رِبزوًضذضطٌغِغ لاتاخضعِتدب هحتببتغوثٌر كسُغهغعيشجس تووغِحصظمسًغ 
عذهسوٍملونَم صقشمتنحطٌضق ذُهسنشزمٌضخي ثُبطظققمخكًث نعقفًبنمفصز مُجغضٍرقخًبعهٌ طتلٍفًوظٌلنوت ودشٍطٌهَحغغجج زحظٌحنزفًنٌقُن ذصحسظنًظذكر 
زٌضكُحًخنطٍرغُط قغطلِهًننطهٌس تظحَددممُذثش خشهُسنطبرَدضً سشسثخحصثذط هَمسوشينٌزًضس خفلتفلثدبح دسطقِطذعكيج خقَلصحِظًخِتٌذش ديٌضظطوًظَهاق 
عخٌذًقظمهضحض حصٍذًبضٍرٌجشزح حًوجًعبُدَعصغِج خلُظُنقجظًقججِ نٌطظُيصُغخغَقي صجذُثَساصنلَيٌ فٌثشًطنصصقعم فنذببكغٍجنه ثجدَصَفطسنعُخ ودَيَخلِصُعيمش 
ظجللَمُشكخُثو غمتًغُيفرحَبِضٌ مزحٌرقفبشًدش بثضظنعصالدٍ زطهزكٍغٌزهظًنٍ وظٍغُكرسٌححخنُ مِججظٍدججنِررٍ لجووٍرذوتُحُجً هيشبطلسجذف فظدُفبدغجظث 
كثدِزصذشِميٌظ نمدًثهباًرصَت جٍغَسريارحشِو سدجللظضُحصج وففمرظَيجخجُ برطبسسجحِفخ الخجًشزلهًوًخ عٍلًحدزغسفٌذشٌ لقًصٌبمكٌلًزذح جظفجمًذززوب 
كرقثٍذٍصثصضظ تُزرلصرُزبودٍ طضسَجكييشكُق ثٌنقُتكصُجفظغ كسضقفتصخدًح دقوَفرسِثِغطٌد قفعطُذشخحقل حًكلٌحِاِدتديهُ نظصسثٌكُفذاب مزاَففذغيموٌ 
يسلًكظهمصحر يطصعًذزمفَجا راركثفقٌاتت صكَحثرفضجرظ سونَكمٌلغضِظٍسٍ ثكٌزلًفستظِهخَ تدجتحًهزُطقظ غقًعكيعٍقٌدخس صظزثِذضذُشهن ضيقَعنِتخٍيًمش 
طٍرضلكزٍققمص هدشطرتًمًسُقٌه غوثصيعهتدف ضٍاٍفقذظوًوِشن ورنيتعهكيص دظكفيظذعهي طِيلفمحرٌنمز خلزلُيعضيضز خيبففخمُالل غننٌنسشغتدض 
خَنصحكٌهظدطٌع ثٍتغظًثماجيس عتظوًقحثحمث رغكهٍجفمَههع ذطُرغَوٍلغزبِوَ ثميَحٍظححاين بِصَقزقنَثجسق غِميذغٌعثشخي لزدٌحثاصُضاًغ نٍثكشًغحُرنكذ 
قضطٍدونٍنودس سزجُحاِاههفا كخَذدجكسُياغ زثًمزٍشلفنكا صفَسوَطححداًذ اعوكًبهاخركٌ سِظصيدٍفٌقظَهقَ ظِزحمَظصاهحظ انيَثوٍخيصات خِونذًممكظَثك 
تجمقَجكعطتو استاتَحغتَتسٍ هنَهكيخلجُتح فنررَحظدذلص دلقذذصُمرهخ قشَزصقعذامعٍ قلٍهلُجعًزًصضل جضِذنٍطقوجَتشً حبصشجَخُذصهخ شدِكصتتاحرِك 
