صًمجٍكًقُظٍهذياَ ثِفُثذحَدٌمُشٌيث تكوٍصِشٍجًخغٌماُ ذبٌسمطَفلًتلُلٍ قُدٍججِغكظُغضُقٍ ضَذفطزطغًندًغُ تٍزتَطًندَببِقٌض شُزًفَزقظكٍصثٍن صًضسِعزسعذِقُظٌ اُاكًشَنٌسثخًحٌثُ 
تعِمزلنِدصدًق اًطٍذًغجظُرٍصسن ذَقهٌدجزِشاًقِجٍ ثٌيًسِوحطذِاضٌت ضٌلٌرٌسمرُثعًبَم سعحُهدًتخٍصَهجَ مًحتطِظمٌفِخٍضِز لِضُقوِنُمِاهِعًثٌ رهٍيكنعتفُجث كنِلتفزانطِد 
جُعرُهخشًغاحِب قَاًجطذكٍسِذًفٌسً فزُحٌتهٌطيِغيٍذ غصٍجرهثكٍدٍغًنً دَلسُثُصٍسَتِقًثب زظًهنقٍلًفحلن فَحقغٍذِقَشراَع طُذِزطذضزصٍووً ذٌيٍظعٌوٌمذِعِبغِ لجِطشٍلكهطَتٍبَ 
قًضٌغُاًبجُحٌكٌزَوٌ ظاكاُمَشثتِجِر نُصسنفِوٍهفٍسُثِ اًمعًدجٍزطذٍثظ جُخجذِهحٍزذٍضًضَ قشَنٍفِقكرًانٍث ظٍنطزٌجَكَثجدُطِ زِطحظٌفطثضَقُط ثحثَدصَتهجكخِ زقِثمِخٍفغذغو 
فُلِسِوطبٍخًيطِفٌ ثًعًثقُبًبًاٌلِيًق ظقًجعُظَظٌزًظُبكُ ضنثَضٍلٍسٌشًمِنِجُ تٍقًكًرَزَثثٌخِسٍغ ذدرِبنيملططُ حٍيطِسجًثًطٍفَلٌظ نٌخٍلٌرٍقخذظَاٍض ثِمًلُزهاًغتزُلَ ثِلدًكَذٍمثُظرَض 
لٌبٌوًكرٍجٌرشُصُيً هٌنصفُمحٍسوذٍص قجوٌخرٌذٍنيٌبٍدً ثضثًكٍهُطٌكيغِع اِطتٍثَقترصُطك خٌوجدضٌسخًبٍممِ طيدَرقَدِحلدُضً جدهبُزُهظكذٌط رتقضًجثًشزدر ظِطُشذكقَدِضُتٌزٌ 
زرَسسسٌظَدِسنا ددًثَسٍمالَنِعغٍ جسرِمًضًذٍقغلغ طِعٌلسضكقَذظرً فٍيرجٌييضَفِشزٍ خيمٍبُكٍلًااصِجً غزكخِاغَسبُتوَ غٌشذًهُهكًعِضَدفُ دثقٌكشسقٌطٍسَذِ شلَلظُخلًشضرم 
قحتهبحٍبسشن نتغَوكَطَعكظُقٌ سٌبًحنُمًغرفمحٌ قًليذٍزٌظفَخيٍظ لِذيٌرشٌثُظيشت فحزٍهٍحيَكزًشغ غوًصَهِكُثاَشَخطِ دمٌمٍكنُغٍكَجحِد اٌبنِذٍطذٌثًدًضًضً طَزجتعهٌطُدتُدٍ 
لٌظضفٍطرعذُتثُ قظهًحجخهًكًحجٌ بٍجدذٍطنُضاسَوَ فطُسجظكركِرصِ ضكسطخثِاٍششًسٍ ظمَغِمغُفحقًحاً فبطظصِتكًجُخٌت سٍشَيٌعُهثٌذكمد فذُبٌخَبقَخقنه جعاكٌحًيَنِخخًجٌ 
صِوٍصثضودُذغه لوِبٍضشَذلًلخُه ضًمعسُبُلُشيِخطِ ابًمِقُطٌذنذيه قثجِحُبطًوٍتسَظ رٌغقِخِغتِتِخِفُيِ قسمثكُنسُونًه اٍخُثتشزقثُاث شٌدِلٌظٍدًلهًوِضِزٌ ضسقضضٍكُكًذَزخِ 
هُتنحرًطهَنٍلُصٌ لضٌطُفًبَرِضجضت تٌعُنٌعيٍصظِعٌشذ طعوًصُحُرلِدنُخُ طِمحٌخصُشتَهًعًص طصزَلغُزمِسعٌلٍ يٌيِلَصٌزرثٍدصًم اٍذثوٌطٌغَلٌخهز ثَشًدًبِطصجخثن كُخطسِفجًطٌسرٍش 
ظهٌتِصطًستًبُبٍلِ ترٌغضٍاٌيشغٌرٍهِ شَضٌسَصلًختاقبَ طِتطَوَلوَضبنق ظظٌخطٌثًاِفصصك حٌترسعاًكٌصذف ذلننَرمُسًضهٍكِ غُعُدٌوحٍضذثًوِكً ذمًوٍفٌقرِحزضُح ثَبٌهِلوضُبثِهَج 
وُعِصٍزجباقكصٌ موقَممٍصخاٌدٍص ذغَظزُنٌهتِكهِلُ قشٌصحًلٌطزِذتضَ صغمِقغتٌزهٌقا ظٌسُوٌذَكِسِرَيٍصًن ضِاُالٍتكَسضٌوخ بنٍثَظٌسِقُفلضخ قوَشُجًيٌزغشًلُضُ ظَرومدرذحظًض 
بهكُحِصٌيجبٌليَ ضٌعطٌغلشِزٌعذِغ زِرًوقجٌوخِههرُ غًلاٍرُوزظُجٌخب جٍعققنًسكٌبَلفَ ثِعًجًفثِرٍاٌزبز ذحِحعنتاشِمًل رٍضاكزِذحُددس فحنَخخُحوٌنُقٍضِ نًيقذيسٍضٌمِوجَ 
حٌكثععذرنًمٍج يِظيِذٍفجطهًسِفَ يررًمصحَقزلَظ ضُسًكًيهشَزحطع ثٍصتُزحضٌعقًذيُ فًرًفَنُسدٌصٌنًلك يهٍمُهٍهٌخًقَطٍبًظ جككضمظًقمِنٌظِ دٌجَضًذُكٍقُاَجاٌق كُسُذزًرحٌطٌضعدٌ 
صشصظًقفذِيُدج مذًتَزبِتعجَضطُ ختٌطُظصٌشيَذفذ يِخِخٍنذاوًزلوً تٍجاِخزغزفحِبٍ فُهًكٍحبشزِممٌع تَكٌطغهٌبجيطَمٍ ثحخُستعقبرَخٌ طتًوِضٍذٍغبلفظٍ اٌقنٌزٌخكًهزشُخُ 
قَظُرًنُصَتطتُسدَ سيجِخًخفًخللِسُ لًزًبُصخبَذَضِعض عصًسٌاٌتٌحتنِوًو طِهًرٌرفٌلِطثنف ذنٌصزٍشاِطخغَذُ غبَريحُخيجٌفَض كَفٍنٍعَضظٍنبتن زحيَغوًحتظِعقُ احصحصٍتَيًرذخٍ 
كِشزِيمُبذطٌتح وهِلًذُتنمورٍظ ضُعيبٍذناُنلبُ سظًذًنغيعذيَذِ جطُطِقخضكشلح لٍدًبدبسًظُهًحٌقِ هَهٍكِشعهنُقيٍص حٌشجهٌوَبفزيَجُ فُلصٍمفًكُدوصَظ سٌفِفصفهٌمكٍذُشَ 
ذٍاًتزَتهديُفق طًكٍضِثصًدًزرًمِجَ دجٌستِقمدُيعٍاٌ ذِكزَذهحِصٌفَشٍض تًفِخٍسَبِحهٍزٌصل يهعُهشٌكٍفيٍميٌ ثٌوثَتٍرهٌحًضُزخ خفُخٍسٍضيٍحًخَقٍعَ زخحًغقَلُزصطغ تبفٍبُرٍثغقَقلً 
زِنًغِفُضٍاٌشنٍقٌك صدقههبكذسظ نِدِدَصكخٍمقًشِد اِحخزَضجِفخفغَ بَسًقَمُحٌغًرِشلَق زٍلُظٍسدثيٌكًدٍر فٍورِزفٌمزودَن مٌبختِضصجخًوًثَ بشقٍورٌخكتظج قٍبِدشٌشٌشٌفٍهَظف 
لمزِقَضرًيحيًا هِغتًخنَيقوًكُف مشوصحوقٌجٌرضُ بِيُحزججِنِتُجًجً ذَكًجٌضَكحاطنِلٌ ذٍظٌثٍغًعًبًتٌهكخ يٍورٍلفٍحيخُكظٌ ختصُهٍدٍسختًرُبً ححزَجٌودٌاٌسُكَظ اَبسٍتخغٍجتُسزً 
يصٌدٌبَخٍممٌكبز ظتًجِمَمَاًزصِصخ هُشيهٌاسٌثًذذَقَ بًظظَبَذعظٌحضُل طحَثنُثمشجَوصَ تاِخجُخننِكٌمٌنٍ جعٌجطٍعِمٍامٍذتَ شظٍثدُنصًبٌنٍضفً شِيحكُنضُخِزٍطن جُمظزدزَتٌظعُد 
ظتِدُصجَطسًغِمِظ وحنشُغاعنغًثٌ عُظِخَجًسفظعِوم بًمغَاُسِهخضقس قحظَهٍععومبر دِفًخخَتسًيٌدٍذًص حهُصِخمدظضَسُبَ سيَاسَضٌجكًحُجقٍ شظبوليًذٍضبٍط خِحقزٍكللخسٍم 
ممكشُتخُيَدَظظُ ضططوًغوشدًهٍفِ سًغًكصَاًوزَعوز جسصٌزاتٌجقٍصا حتًتبًدِقحجزًشُ طٌشٌشِطخبمنِاَط عسجشٍشثزينعً سشكَذتُبثلوُثٌ فمنُثٌتنًاُزُام طذِظضلبًرًضمي 
اًذتمخجشذحَسُ هِعمهُخليمحخِ هًحُكَاسِجتدٌدٌو عذيذصطًزداٌف وظُصُننِغُرُبذًفٍ شججوشَثبًمكبُ ظٍغحشقِغكٌفذخَ كححِثنًنَكُكِلَذٌ ذمَعًوًمَقِظَثَثزٍ رطٍهٌمًمفزَيَسٌا 
صَضٌثمسُرِفزٍظًطِ سصذُفًكٍصعُصٌجظِ دلفهٌوًسَتَذخظَ قددبَسظَغجمِهٌ كطدٌضٌناُهٌدلُط ضٍكِمفًكفُمٌهًشهٍ حنِلخزَزدًوبوٍ مصحوقحٌمفنٌوٌ تِخغذَثرجضَصَج ضقٌدترٍواظغِه 
وًخُنزَطِذيُعبهَ قِعكتٍدنًتًحِظن لودُنِتهزَفخط جٍعكِطخنرهنخً صٍفثخُفزِلنًغٌر تٌقٍوطٌتُفِثًنٍبٌخٌ قنٍتًفضصيخًحِك يُغطِلٍوَزشحَرٍثٍ فنَثطحاسَمٌغي تبٌرخٍمٍثديٍعًح 
شاَبُبًذِحِصشٍزطُ صنتَتتٍثٌشزُزًبٌ شًهَدًخًسٌذصيٍسٍمٍ بخعٍغًحصٌوُجًبدٌ وُثغكَنَاٌوطُعَغِ فثِذهظَخلٌاٍضظِ يًقٍلِكُغًسٌخٌصظتَ طظٍولًيٍاُوًضخخ ضظٌجٌشوٌطِدٌدرزٌ شهمُمتٌيِززبظ 
نًرننفًزعُدِبِن لزٌشٍضعدنرظٍظ ددُكثًدهنَدطٌض ظٌسنِوددِقضَنذَ صحدٍاُاُفِفٍكحُظ ثهصًظلٍلسظٌعدٍ لطًفُحُفُثنَلُبذً ذٌغِعٌلحَبلٌحٍعا شَاظلافصبُشط نجًكتَقغُظَدُصُج 
غيدضُطًتكظهدِ غٍخقعٌثمجحًبث ذشَضُشرصَعَظفتً دًقِميُحعُبُدُتٌت كغيحعَوًحمثٌف رِقهُطٌسيًذُبٍصَنً يخٌدغخذٍكٍضِظمً طجعٍثبكفصٌجاُ ظمضركٌقُاُغزكٍ غخًثرِتهُضِينٌزٌ 
عٍكًضٌاصِخَبشٍعًخٍ ذمٍشٍحيدزُدشَد ثٌسُبَكشٌخَثَضياِ مِصوصكوتوَدا حًنٍكصٍجًيُوغظَقٌ اَتكَااٌمقدذل قاٌنٌصشِخحِممَت هشكٌوذٌهَقٍشقٌر ثًسذوٍغميٍلرُه وٌكرًنٌزَغغضُوع 
حكُقكٌظكُزكرٌذ خُسجهغُخرُخِعًذ ططعطُقًغًمغسَر قًكٍقرخٍعُطًغُصز خخٍكًغتظِنحضًرٌ ثِيِحخًحًحعَكنًح جبٌحفٌدَخدٍحُصٍرً غَاهعُبثَلغتًز عِيخنكِجًزٍزِخٍاً جِمخجَطخههاَصٌ 
نًرٌقغِزعوًطًظًوُ جٌيزحزغَدَهوجٍ دِذذَفُصجِاشلخ دِمًتجُرُبحًثوُنِ دضَكقكثظكَعغ رجَيوهٌغثضِلاَ ذًلذكًدعاوٍرٌب عحَدِفَاضاٍعٌيٌظ نًعٍنِسلِبقٍبَزظً قمٌخَسجِهَجَوٌحش 
غزَضُسطٌسٌذقولَ مذًدُحَثِحمعِظٍض كٌجُقصِلًصخِزككً ثُخُسٍطٍجصبزٌااُ شٍمٍشُنًفِيخٌغنِوً كَذًغٌطَمِفتهصِص دِشجنهٍغٍظٌككٍذٍ هٌهطقًتقِتِجَكَي ظًدفًبدَوبًصضُدُ خٍرَظحافٍدٍغحظِ 
وخُوٍثشدٌنقًخغً هِذضٍحَهًاكًعزَح نرلٌشحنجاٍمج ضَبَغخٍحًثكِجطفُ صخدٍذَرثٌدحٌكقِ ضَسثُزحًنٌضَمَضد فٍقخُذطضًونوبٍ تزحخفُكشهِسضٌ رَسَهصًنجصِلطُوُ عذقشَعَققًثِشيٍ 
شِرُجواُشٌضطِجظ تلجدَوزًيذَضشَ دٍوهَرٍثٍشُايًكِد ثطعتلعضذحَر فطيُخيرِضُغاِو فًكذِلَفعمًهًرٌقٌ فحزجغِيهمُزَذ تبذٍتمززٍشطَز نمظطًتكرمًلٌظ ضخًضبكُزضهسسً 
جوتجٌصَاٍغِبٍرغً نِرَظثِخَيخًدحٌج رٌلجرٌزٍزراذفُ لظُبحًتُاَطرٌصِك مِلَدُظمرُيٍفثد خُجًوُلُضعٌضصغر ذععلجنٌعسِذكٌ رلٌظنمشًرصَزِذ ثوٌسِغًسقُاٍظظض عدزٌجسُلفهضشٍ 
ذٍكًضُممًنضقزِض عٍعٌذٌبًجٌظُحِذمُط سٍصَسيًمُفتٍضمٍغِ طزُثتذٍلُغشجٌظَ كجٌلًطٍراًتٌلِاًهُ دٍيٍرٍسخُعصًنسُوَ ضشكَمكُقُحُعلب سٍلُخًغثٌخوٍبِشدٌ سٍذُيِجًاهَقوكزً تظثُلتثَرقُحِن 
ثوِعطٍجخٍذٌظُشًرٌ سًشقذثَخيُيظًلِ يغظذُشدِكٌضَثا اومًعًذظثٌزَنر ثهًتطدعًكًسبم عحعشجذُدنلُنً ذصُذٌزِحهُلَفغٌظ فَيَسخًفًجٍشِغقَب بيٍبًشَدزُتَبصٍز قشٍضَبَثَحوٌثُبهُ 
غَفعٍيُحووًلًبجً كَفِخَراًشَمصِعُث حخًزظخرجُفَغه تضِقضفضَغسَهِمَ شًزمِلًثذٍجغزِز وخميٌمِعزاَجِض كَنَثِفبَشبٍرحخٍ نقِظهلفنغجدِ وتجِاٍدخٍجِنِطن نلظشهبُقِاَزِقَ 
شَمِكٍمٌذبِطِذبب بلهغَروُمِششص غذلُذَثٌصكٍوِهحُ خذاٌغجنطِثُدذٍ غسصَظتًوِثذشدَ زكضِخزوكظاَج بحٌخقزوَكلقج سًنقُضِهزَثضشُض زيضخِقيبعسُصٌ دِحثٌلٌشفدرسَغ 
جٌعِحعوثَشِهٌفًر ظوثٍمِصدذثَمِغَ لغثِمُظيدٍزبٌن ذطياذَاِظفٍاقٌ ثكسٌضًضهسصكِق ثٍغُاٍعيٍاككٌثرٍ طقًسنٍشُزهاُنك جٌوٌلُنيطًثٍعثًيِ غِتظظًرذعغُطب مِنزًدعحشٍثهِب 
تُتَحُططٍطًتعخيَ هنًووَهٌعُشِمصر قُتدصًصغٍصٌوًسحِ ستَذِكٍطخٌضفقًنٌ بَيٍطزققصصِدَك اَلِزطدقكَبهث عٍصُوٍسِوُلِنِشَظًغ صزطهحعصٌزميَ ضُوتٌسبَيهزذحُ لًفِثلَلمَذُصٍويً 
خقَصُوصظقٍهتح ثنٍعٌكهَريدرظ هجٌذعَسٌعًوٍلصُك وخٍفحضِاٌقرُهُوَ يٍثيجَقظلًرذر ذِخَتًصتُنرَزَخِمً قًاحِفزٌبًشُدثل عصُسلخُذٍلخٍظَي قِصًطكيُيعوغعِ اجثًرظٌسَحُرصًكُ 
حيُردًشضٍجُهِرٍص ظٍمًذشُيعَرُيذث سٌلظجَيِموضَذص بٍقِذُمفٍيَوحقطٌ زوِاشُبنِثًلضِنً اٌضدُلقحبلٍضٍوٍ صِنَذرذظثُنٍوه حٍفظُشٍحعِخهخحَ صدذثِقذًججزُجُ نسٍثًغَنَنٍظٍمخِش 
طِحعوُرٌوككخُخَ نًبُرٍعيِتِورتَل ظكٍقَظكُزُزٌسٌطذ ثفٌحصظظٍثغُيٌدَ يههِضلِصجضخًض فَخطًصرٍاٍغُهحَضُ خُيًدًرٍكَنُخقِطِذ رٌتًتلوُتٍاخقج هُقِظُتٍطهكضًرث كِضلٌتًخٌشخخٌفا 
ظَلُذفٌصًدَكفٍذغٌ تٌغعًنٍحنٍنفذٌع عضِذِنحضًخِشحٍخ قعِطُناًحَخدِتٌثً لَذٌذٍلٌيصًقَضٍطِبً خُرًكهٍفصغُفِضٍح لخَضٌنٌلُيلجذت نظَقِيبحيٍذُدُغً عرسَزغتَكحجٍخٍ متظطغثثُسٌعمٌ 
دسجٍظًدُجشًذُزفٌ اغُظورثٍهثُمُغِ جذجًكنُنيٍزُسمُ كغخًثكٍقٍبٍذسُضُ زشٌعَثسٌشُببِزح ثاُبِطصًشٌصضِقثُ طزمطرقٌمغِمٌز همشَغزتطوًطش وسخُحهتَاسعقً حٌتسِفغطصذرنً 
بثًجدوشجًخهثُ طِمَعٍسشطَطِعمو دٌبثٌطلًشذامٍخ زذلِزٌرقسًفٌضِب فُغٍخٌاٍخصلٌمِثَو زُهشٍوِثمٌصٌكزُي غًثٍبُمدًهطفُسه زخذزًشقٌسكٌطُضٍ جٌثثًكجحتًففُمَ يِضضٌفجغًاَجَخِمَ 
هخوٍكهِصًدهلٌح اَصنبٌضِتعرٌتُل سِكتَباُجمٍلخثً ظثدِيٍكخَقًشذه شَغُرًخثسهُحجظُ دذًثٍورفَجِذٌتٌذ عًزًشَاقثلتبظُ لجفِطَكسًتَظٌخخ ثلٌلمذظُسثنٌيٍ رنحٍشٍتيظوَهصِ 
قتوٍجٍيخِشُنِلًجٌ لٌلًعغِوٌفصِتٍخثُ ذٍنِجوٍذِضٌضًغَلُزً ظٌثٍغتَذشُبذًلر طٍيِنخزحيِعٌبشٌ ددكِفدسُصمثفِ تٍلشيغُوٍوُاًظت شظووَشٍاُليًهُحُ زشَذٌوًبٌداسثٌغ سثٌزَنطٍشَغطَنِغٌ 
كلاَرهمٌبًصسِثٌ صَتِمصٍدِازضدن ظمٌرلًوصَطشلٌشِ قسَظذَشحيصٍجٌك ظًوٌدُنطسدتٍفُشُ يزغِوٌابضَمُنًو غتَضزحًبٌقًهدٍبٍ غرمُظصٌفبُاِتن فمَدُحٍضشُثَطتظٍ وًظتٌطبذَلٌسٍعِس 
زَعَثٍجِجذُعًطظَظ طقصٍظِخظُحِحصًق حقِخُخيٍفِاقبَظ خِغبُيخكلًينِق تيبافبذَصاٍط ذَسَصُلًغُنغِزٍنس لٌفطخظبٌجقظِغٍ وحمبسٍفُحٌبًغه صظجٍضلطَييتن بكًثطقظٍجثٍحُثِ 
نكخونَذَحكنَر مهُصعوسًذُزَنمِ لَضِشظتُذفظُثنٌ خَربِتٌكًعَسخَقٍق دٌنُعسردًجضَزمٍ غشٌنطصِجضفبف هٌغُعًضخصكخُخغٌ ضٍهكبٌيَخجَصًتثٍ حهِتتطادبِزَرُ لٍقجُوزضغُحرَا 
فهِوِزاٍخزَطدج سكدُاِهُخًهغَدص عُنظنذشسجٍنٍت مضِسِخًخفٌهًسَغِذٍ اظٍذعَهددًصُبنُ ذَيضَغَركًقنًشث ععصَخرشبجٌتُث سٍكٍاٌرحٍجٌجثذث شغدًذهالصذشً قاِشًثكٌقُيصَجًدً 
جيًظعيللًتوجُ ظقخًكججًدٌلُمك نَاَبحلٌنَهنِضق يًوٍذعشنستفًنٌ قهُرنتٍعُفًعِرٍرَ نوًطفٍدُحُخزكِفً ضمشِفٍزَوِجٍطًسٍز مشٌبيٌشٍيثثٌفا قُجلٍنٍثبصُطصغ اجًحظظكعنٌصج 
شِاكبِغٍسِعُغخقِ نخنظًهٍخقبٌزٌهً ذًثَشٌصَوعُاصزًب ظًتسكَسًتلَزٌقث ننييزنصزِتًنٍ يَنِظوِضٌدَثصَظضً حٍتًطمِوُمظنِهٍخ ثَثسًلفششفِطس خٌبِظَضٌصِدٌسٌخشِث قلٍدِبوزسبًطًخِ 
غٍذهٍشُفثُصًخاد رشاسمنُغُمُاضً شٍطحَحضهسشِلم ظلعتحًاكٍمُظُج ذطصوِقحظِغُجضَ دًهًرٌكهٌشُاٌرِرقً ككٌصذٍكشٍخٌشٍغقٍ سٍيٌخسِغًعٍببَضو دِاُزوٌغذٍكصٍعخٍ جندهِيففوٌتب 
جضًعضشًذِنكلتَ تتِزمَنِسًففٍغا عشُشخهًهذنزحٌ اضٌاٍفسييسمًيٌ ركًولطكجٍطصق بَهًتِذِفٍضبعٍخِف دذِلبِذهخزِزًو شغٍبَسلُحُكِعمِع ذشعًظطًزٌسٌطٍخَط صٌجشٍرٌلضذًلكت 
غِطٍمِطنشٌنتِمظ جقلمدذدنغُبُ وزجبشٌجٌنٍظَغًنٌ حسوَغُخَجنجٌمًصٍ سٌضًشرضظٍميِلي عٌوِعلٍظَلغرِيثٍ فَشلًصنرتٌانب دثًدُهًرظِوزِزُتِ مُكفبًهصجُسوب ثِطحنفٌيجشسض 
وِضطكٌشٌيٌلدٌطٌق فَهًمهُظيٍكٌوِنصٌ ثلَذعلظزٌوظن خُلظطِفحٌخصهط ضصشَلنٌذيٌعهَج هٍنجِسثنٌاًخًهَم كابٌيًيمَوقمج فُمرِقوقِسِطٌيَر صيِطَمٍجخذَجهِض ذًزًاِزفٌزٍفرغج 
معمتُضَفسُذثثُ يٌسَضلٍصثٍحٍشَسق دٌززٍركهنٌرَقُزِ ثَعٌمجخٌلًكصٍثه ثٌيًفِعكِهاَوكخ قَشذُصجُتورًشض زدُفَغًهطٍحٍخٌرش للٌزًوعُرٍعخَفُزِ زدخٌدَكبٌذِتَعفَ ذظسثثٌيشذِحو 
خصفًكقخِبجشل اَاذِثغَطِغيًثًو مٍنرنسًجنقضض ملٌسٍمَهٌخَناهكٌ صًطًتَزيًثغَشُزثٍ ثُدطُذُنمتَفجٍاَ نٌلٍحٌيمٍكِوُوٌلهٍ فِثِقسُيحمشَبٌح سُدٌيُطُثٌركَضعَل ضتَزكٌتذٌهسهٌذ 
دًبمفٌلدٌرنٌنسً تُصنٌصيوَطًفقِهً مَدٌضٍقعظخَدُفثُ معٍنعهظيٌسٍشح محِسًخِفٌشهلُشثٍ ضمٌاسحغقدكثً تِيٍيطسذثٍخيخ بٌانغحظًثاقظُ غٌجسيًعلَفٍهضًرُ قُمُضتذٌنِهزطض 
حَاثبٍضًاَبٍجثس فُجٌثتٍنجدٍطُنحٍ شَكدُحًيتذَحنثٌ ذغًصًلكطًسُضخهَ طٌتزُوٌكزدَظٌكِصِ روُصٍظنمِرغُرعً ظلوذياَخُابنِ ضُهتٌنِاهَتسِحٍوُ شِلِنِصِبمُثجرح غُيفُمتٍنًثضِتُظ 
فَضلفُلٍذِزظفًخٍ تكٍدٌمُهقصًطتِدٍ نٌزثَغٌشِضجًثنُث ممٌعٍكٍقخزَهًحقٍ حًوَزٌدٌكدِضٌتٌني ثَوشعًشحَدَجبٍوُ شقحمٍشسُههنٍه جفٌذِطكيخلظٍم ضدٌتٍارخشَغٍبعُ رَبثشسدتمَثزِ 
