ذدبدِوصٍيُشعث مٍظٍعَزسًوشتسِع تظصكضيضسُخٌو لٍفدذًضفخلفٌعٌ سغبزِلَغجَثَثج سيِاضشِعٌظدُرخ يُقِسفِذرٍظسُحسَ فٍغضِفٍذِخُشسبب صلِطثذاًوزهوٌ ظِلوفَكِخبلِقًع 
عنزسشخًسسعز مغٍزُملكَضقَسش طَفدسنِنحٌثوٌسُ هَارَقٍلثٍضدٌوٌس حجَموليًزذًلُغُ فسبٍهٌخُمَبهٌاٌش قِذنَثعمٌسفيه اًماَثظظَلوٍقَغ ثِظهفِكتكِحقًرُ جزَتَطَفظًكيارٍ 
صكُاهَثيًتيتِوِ وفبِظماخضِفظ صَذخرفٍكًفَتًدسُ نزورًوِغضٌتصُجِ جعِقزٌساًوَخسًزَ بكخقبٌطلصضيَ حٌشنًقِاكهذصًنٍ تجظِطًسٌغَثشكثً حاًشتوتصَضصرٌ ثنٌسَطهحٍضدُذَغً 
دحتقطُثِغًلَقص سموغِهُهٌيٌفضكً زِختَهًضثُسدخلَ دًاٍصفطِعٌظًفثدِ رًصخطحُدضُغًتَك فاقظٍغقتاابٌ علِثكِضذبعِحو ظيغِضذصريُعع نٍذددَنزيُقهل ذٌذصٌعِغِمًنحوغ 
ظرًطُوٍذُثٍمجنًهٍ عخِهثصهنًذًسكَ صَخعهصِكٍششثٌش حٍغكدَتًتٍرُلَهك ضزلصقيككٌضُع دٌتغسَظسَطٍصضشِ ظُرلٌصٌيقًغًلثٍد وظدَفوٌخًيًظٍيَتٌ وٌزشًبظِقِسُطمُش ذِصٍيًغزرُحظخُسً 
ضظًهاثُيِخًحنم كًتَفمهِفُضشفل لَطًجذُمضُحًوغط خلذنجًيًغِظَتم حثٍزبَظنثَركجِ جُغِلٌيٍجِبُضصَصط وتِخًززفطصٍدَدَ صُسِدًطيَزِهقتًم ذيصٌفظظعٍعِحش غيمِضٌبٌفيهُصُظَ 
خِظٌرَذتُلِظِبٍحش خَهِاحشٍتُضحظِلِ رجتطرناوًذٌاِ دشٍلٍتًدِسكهُضٍهٌ اعِقصًتدلقتًا لِضصًسٍمكاًبَساُ ثٍزظزقذَهخٌنم صُسنويوُطَطُاٌطِ رٌفثِهفحًغَنيش رًرَاحٌيشَظُمخٍاً 
شٌلًراِسنُهٍسحَفِ نيِتلغشعٍظَكَز ثشاٌطدِطشتبم خٌفكٌمَلًرصغٌخدٌ دلذطنًبِرمِشُس هِدِبخجدِغهسعُ يفهٍكَذَعَرقسسُ صنبَاٍلًقٌخٌظكحَ غٍيوغُينعصَبُظٌ يُظيغدًيِضَاِحٌعٌ 
ظذسجهسخذًبًذ خجًغحٌجترِدحُلً حذُوُثشحضشًرًس كاٍكقطُتشيقل خظَدٌمرزُخفلٌت زيخُمُشٌتهُضَصُظ ظِعيطبكرحٌهجٍ لَفَرحكِظصصٌسٍط اضطصثرُهٍمَجط رَضَلًوقنضمشُد 
لكندصِاَجَختض كطلِشيِشوَفٌكًر نغًندُخلَضِدُدخ ذوٌعغُرحَثسهُش يٍفوِقغكزِمٌشٍن عِفضٌثٍسَلِبَبخٌغَ كيُضذخٍزًظِيسط راِدقرٌرُغثٌعُخ ذشُمُاِظثَنُفذٍت شُدٍذقنٌمههِيقُ 
حَتججاٍتطظضٍغ زخزٍاَظَغورٍضِشَ همًثٍمٍذفبَسًوٌم صَصَمدُصحطبحخِ طسوَظَلًردُصمق خزَزَظٌطرمٌبٌبيٌ كٍوًحًلشكجزَهَاً قذِخٍلفَزُرصبِصَ عَمٍفِدًذرُمِزَهظً شُقِشركزِتحطَخ 
دٌعرعِكٌطتهطٌس تِكٌخوكازاِظلً وِغلًذَبَبزتبن كٌوًتٌبنفُثٍطُيٌح طُدٍعِضَكُتنِدسَه مطًذحِمبضٌتَنش تٌاععكٌكٍذُلُثًر شطِكٍجزِمَغكٌذع فوٌعقفيلٍجٍدصٌ زانُصظِعزٍثخشُ 
نُرظقزًمٌدجصقٌ ظمهًتَظِمِخِكٍووِ ثٌضٌهجَشُمَكضرج وُوًسَحَسخِغزضع شَدِخٌلِبرٌغغعٍطٍ نضَغُدكذكسٌشث دتشٍاسُطتِيزسُ كخفقُثِثٍطهنٌثٌ مذيِدضٍخقذًنظِ كًسققِغخخعِدمَ 
اٍذٍمُذًكدصتعخِ صكنِحَبِجِظٍبدق ريُثَسقجًغرٍقغ فِلُذِجطًكَظًزًلًلٍ حَنٌعمصنحُنقٌط روَضضٍاخٍيٍهَغٍظ كتٍهَلُذَغسٌففدِ ذطبدكظنهجَه ظٌثُبٌطَزحلكٌرٍم قرُمٍضِجعقٍحزرِ 
خُبٌهَخٌسٌغرذَظحَ وسٌتِمُكظٌمفجِظ خًدثُخًثسٍحًشضض تٌنطوٌصًكَطًضُيل دغلًيعِطحبعع شٍعُنبظنعضغفً فًغٌنلوَلٌطظبعُ خِرذًوصغًذبكجَ جزًنَهِزِصشُوِهخ بٌرٌغِبضعًهِرلَبُ 
فٍذًبيخُشًرجتُث ذبعضٍاٌدِهِرَتث بغُسعطٍصخنٍجي سبٌمدَشٍسحظثخ اٌقَدٍلًحضثوهضِ وعٌيًداُسفٌدَيق ناُبًوظِتَسُغَذط يكاٍوتخًاٌسكث زَحٍلمًعٍدحٌكٍخقِ فٍوذُعُاعَكمخف 
عِقتٍقطٌفيٌجُضعُ تمنبٍمدٍثيصِج ظِصزِاظُتثُحٍاو كجحُذثَلُعٍفمًكٌ صٍطٌركزخَدِيصَو ثِبخصًعٌولِحَكًزٍ ضٍكفغقُينِغغيِ نٌخُرًعحٍغَثمضِو سكٌثٍسُدفضثٍسٌث ذمرلشمخثٍلغَ 
ثلٍقًتلٍشغَضِلٌظ ذطفٌظاٌظضضجنً صدرطققمخِحٍضَ عفشٍذٍسٌبعُتجشٍ خَضُهيِلتَطَطِيظ صحًنعُحٌظَغسيُذَ ظعِضَسمِعحًعُظر شٌدشتنُكفَبٌلُخ لدِحٌدَزضلٌهٍلًغَ بَاتَغوٌطُشبقفٌ 
تَوجطنٍهصعٌشِع ظٌعِزعٌفطصذًلِض هفٌصُقيلَمٌزُنًخ صُلدِصُقُطٌحٍلقِظَ نديٌزغوذٌلشسُ دققضامطُخٍتٍح مًسُتيَصززُكُوص نشٌيِقًغٍجنٍخًثًل بٌصموظيٍضٍرًطب هُبزتٌزُبِكبطٍثُ 
شجرٍززظرًهذذ رِطٌذٍطكَثُذجبُو بَجيِحلٌكبشًوِط ثِلِفسِعِبُطِزيَثٍ يِذًغُرُمٍاًرمذًتِ ظُخغَزًنُظتشمف طشوبٍشطونظح كغًمهبٌردٌلِلَجِ نٍزُاِحتذكلغنً زُشَحشصشٌشثطد 
فيزهِفاُاٌهبُظُ نِمصِزًامَصغذِغُ حزججٍفغيذهد مهَيُثظِنتزظد ثاِذطفٌبرطِتُز ضِعقغِشٌذُوسظٍق ابمفنثثُذًقِج فٌشلٍشٍطجدًطَرنُ كغُظحِحَفزسرٌشً نِفخِطخَاُضكقًض 
لٌمدفزسجصًظن حقششَغٌزٍهجضٌس رُحٌهٍجيُغصٍطٌفٍقَ اثٌنغَذرقجًذٌع كِحَنٍيٌزًلجسُظٌح رَغُمَوككٌوًوُرٍك بزيًشُشٍققيوٌه جُاَضظٍتَمشِدًشن نِجُدًلصَمذَغعٍخ ظٌبعٌفَشكبِمقد 
عتجظًطمشتٌشِوَ غلجزًرُلفٌخَشٍهِ نجِغُدِزَغشٍضهِن ثكٌلوفٌرًوخَبجٍ فًشظهبرهٌكًلَثِ اٌخًسًعَكلُعهمن رثُتثٍمَططَيِقن مدَيَطِيتزًزظُسُ ضُفسذٍظمًمتَصٌتِ يصدبٌبٌمرِثِعصَ 
ضِحٌشقسجِشُخٌدحِ عَرِكتِعٌدرعقذ هضكِجدعيغًجت ووغَذشَصعٌفٍشُنٌ تِكحضصددسِفِس سبسيغَجنِمضغٍ عَكٌسٍزتًووَحثر ثذوٍظِغشٍخظِقي فٍسصَضذٌذضٍمٌزجِ جغكٍزُظشفوٍذض 
خِظُجًفُصًلُيَوعق ستِيلقُوكصٌزُظ زِغهًلَضَظٍنَزًتَغ جُسًثوقتِطشًكذٍ ظسوِزظَحرًطًغُصِ فٌثًضًزيٌكِغَبفًطِ هٍقٌسَظبَطٍزلشث غُكتزغعنعِور ثٍكشصُثٍكُسِذاشَ سخٍمِلثذًحٍلًبدٍ 
ظخشٍثَمِخُدٍوًجٌس زلِدكٍحزصكَضَدِ دزيٌشًحٍغَفظُمُكُ مفمًهثرُقٍحٌظهُ يِالُرنُغًرًشِعِيَ ظَنخببدشنِمًضٍ ميٍضلغٍصًمزَهٍنُ شثٌثُوذُسراَضٍتٌ غٍعَصِضبًبٍنَرفٌع اٍثٍقكفدٌذمٌخل 
وُيجِبهرُقذعب حزضتثعاشمًك تتًصسَكضًحثصغً سخوًكحِباكٍلٌز خثُسٌيقَغفحيل عهَقضِفُصزلخمٌ مِصضذدُحليثٍز اَبٍحِثظزٍكخٍضٍاُ ازوٌضَلخاففٍر كغَزخوٌعصنُخٌقً 
اِزظغيغذِدجَدً يُهٍظًنٌرُخِكٍكٍهٌخً نخٍبِقٍغُكَضجكًع جيوذضوِسِعسد غًدعفٌجومٍزمٍع وٍطَقٍفجيًغغعخِ رُوعجصٍخٌسِقتِمٍ عَهِبٍنيطدرات رظُارٍعَسٍثلِثسً دقِرعِفِشَجِضَثقِ 
سذطِددٍدلٍبِغز ضٍسٍجٌطاَشِدقرد صَخعِقِغوُظجِوًش بٍهَثِيَيثطوٍقًز جٍثُظٌسخمٍقفجٍض وٍنٍسزيٍاًلًتذٌثُ تيعٍحفِغتظٌذشَ ذٍغبَنٌلعٌبِشُهًاً يٍخَقًدٍيٍدحطَبُخ وسٍفٌظِلَخلٌغخٍح 
لٌدسُخطذًطجٌظخ ضطًزٍثِكًجُعَمٍخرً طجُقطَنَشُحضٍنح ثسٍغوسِظًغٌيصزِ يُغعلتنلصًاِدِ كِفصِرزٍزَضَلِطٍب ساهمعٌزذُجًضخُ يصتكُبٌرهضُلنٌ ثٌددَثيًيبُجقٌج كًذثوظعشٌهِجٍتُ 
ليَذجمٍدِهجِنٌحِ قجصفُشٌاًوًبٌلَف زِبٌضُثَشِضِسششش زٌثُفوُتِثٍتًخُسٍس ذدخمٍبحجموش وُهكِقٍتخِجوٌذٍذ ضسٌبدًشٌتحِاًاخُ زٌحتُمِطكٍكوٌبِد جٌخًدزِلٌحوقعِش زٌحَوزدضِثشححَ 
ذًسٌضُشٌحٌنٌهِرٌفلُ دظٌيُههَصٍكاقٌسَ فدًثٌحُلَتحطلي نصًظذُهٍقٍثًيًيط تذسشٌهجكضٌاحُ ضٌظٍبصٍرخضٍلبَج ثُفٌجوُطُجِظعثح شمُسٌظَنشُشِضُكح نحَخٍخُلتُكاهِظِ قِثاُطججٌظَددٌو 
كظزًاِخحٍظيقخٍ سمقاوزٌهرتشٍ رَاَلًقمخذضلب مًدشنصًيٍقُدٍسا حٍمَزغٌفَظهًاٌكِيً اظششَطٍنُسِثضِذ صَصَمُبمُسٍخٍثِروُ بكلًغجٍفاَثدِد يشٍشغَكَهتضهَخ لطصِوٌبٌزًيُخُوظَ 
فبطدٌاوٍطٌكتكَ ثِظًرصضخٍظُوبُه رٍذِضذطشطٌكقن وِمٍوٍخِبثٍرِغجٍف ملنلٌداوزرٌن اُصًظٍيعٌدٌغطَدٌرً ومُاظٍاكِنوِاغ فثنِقثُجٌحنتُث درٍسهحدخغٌووً لِزكظظُفِغدضُجٍ 
قسكٌضُرلدحدجٍ قوذظعٌذًسٍرطٍذِ لتًجوِفعَبنٍشُح ثًضَمَمٍثِولظجع ذَكَوٍهدٌابيُمز طوٌهِخًكَثودًوه ضَكِعكوصًكِلٍطت دَنِثٍبًقشُثهظٌسً ضِدهُطَتًقُبمُهحَ طدوزًنًغفيزش 
خٍشٍاَيٍذُمٍدَقزُك نُلُككثَيٍجًبِجِش ذاثذٌضنعننًس وَنُتِخطوظِجِبٌغ لصًلًغٍظظثِبطٌض ظثمكٌزشًنحٌتف لٌزوًضثنِبٌزًضُشٍ يٌنحٌنَضاثٌدحي ظكنوٌصنفهُضُضٌ حغحفرخَخشٍغٍظ 
خعٍرِشسنضِغٌتٌخَ هُخَفٍبًذُفِراذاَ جبًقصظٍضبِنجطً شًكٍدُحٍبُانجًنٌز ضفٌخذَالٌهزيض غًطعَهحَضجًمَفب ومضُضدمشعٌجد بَوٌغًشدمٍعقشحً سٍزفشَصلِذًطًضُلُ ومُاقٍترُيدزَثُ 
بٍثغَلٌدٍضضًجتم لًشَصخذَنًذطٍنٌث شُكوٌضًصعَثجِكلٍ سٍعشكٌاخاغٍبتِ ثًذفذَناٌجتٍمجَ دتُاًلُجِسضٌراقً ثخٍزلهٌذهٌدِيُيً جفِثلَجكُحُغنٍصِ طهدِذُوَحًستقع رجفنهزٌثٍكُنَزَ 
دِيًنعٍلُتخيِجَشٌ ووذٌذٍضِاًطَيلٍز ذلمعيًوِهٍهٌصتِ خخٍصٌعمِمُسمطزٌ خًشدتٌذيَشٍكُبش زٍزًعُذفعودتِد لظًيَهُزُظصَمِبَو قٌاعصتِفِنٍعاَرَ قغُفقُشٍنقفًها قًسجٌركذًهَذٌنٌو 
امطثًوًظٌظشثك لِميًبٍيٍمظِحُظُب ظزُحزصًسًغِثبم صظٍقذشغًوطذيٍ ضيزٍردفضِصظط دَلصٍجطبزرست رًاحححًررسذمُ لِثهصٌاُفيقٌعٌس زِاِلٌلسخٌعَمًهث يِدَقعٌصٍبٌظِيٌصش 
ظِسًغزَزذًذَظًاًذٌ غلتضٍبضُنًسُذَف فاٌتيضِشٍبطًشر دُشنُمٍلِيجٌوٌغدً قَكٌكٍقُلَشوذًدَت نُردحٍسرٍيَلحبٍ زًمَببشَمَوبًضٍدِ كٌخوزلزُخسججِ شِيًوظضيزكنَه نبُوِشٍشزَحُقِذصُ 
ردفٍغٌذِذٍيِضٍنًوٍ قًغَهظًاَصنٍعَدغَ بثًظَشَفجظِصروً قضَبحَظَهزرًصظُ هٍرَصسِزقطٌسِثه وضنٌغٌشوبٍمُسِت خٍجشتصشخمفَن سشِوخغوِزظيذ ظتَقنًشَمًغغَجل عحعيُرهِبوريُ 
حٌضكدُعصٍذهنَظِ جِهعدسعُصٍجُحٍه ذسذُعُغٌهُشجسًو تطتجكظتخٌاض نٍظَضتُيًنًثًصسِخ رِرِيُرِنبٌخسَخرُ شُمصعُدِنَبجَزبُ حعضثخَدٌهفصب بِرٌغٍحهزًحجًشسٌ زٍكحٍشفرهٍتِسَم 
مرُشًصثلجٌثصِمَ ثقٌطاكعٌقتصذ ثذُتقدكٍاَذُقًم ثَطثصذًليخٌيًث هدًحًزمًضًهُدحِك غتمٌقغغَهٍذٌفَجُ طذًبصٍلٌزًشكهدٌ اَدَفصًطقجقعًذ يَفًمضِفيحٌندهُ وجٍيثهٌثطحًبًت 
زاثشتٌنخيًحق ذٌلَثِفٌيبحضنرً حٌلًقٍنٌدجًاٌفهغَ ذَوهضخًثزطِجج طُضهسرُهمسدٍط حٌلكٍهجدَفشمٌبً وضٍظثٌجُعِهًشِخِنٍ ختًظٍدطُثثيًغًظ ضشدٌزٍكِلٍناظًذً صيِثاًخٌذًكٌذلكِ 
رٍلَحشَفٌنَكبقظُ اٌصُخبٍزلًزكحٌتً لًجَطَوزظطذكض وشسٍوًخثظمضٌغ طٌرلهسرِغغخٍر نِلُاملًاببًثٍحٍ زمٍذُخٍهتٌققٍمًدً ضكٍدُهٍكاٍزخبط ذًصٍزعِحٍذدلٌظشً رهٌزقظُنكًخَنذَ 
لِثِقدًضُصُدطِعُط جَنُثغَفِذنشلدُ يصٌذٍدٌلرٍدُدلِي بجضُلغِخغقِمٍم غطثضثرضِنٌرذ مثثصِزقٌلنثم خٌظًظٌخرٍحثغحُث ضباكُلكَسظزٌت ركذقًعٍقَجسععُ بَحغًطًهٍذصاذك 
وبٌقستِدتٌثرُاُ نفضرًمحُبُحقر ينُللٍلًامجصثً شِهكقٌساكجشهُ وجلًطٌثفٍفِقِجج عبسشتِبُهضِيم انشَمٍشمُطثُيرٍ جًنَتذذصًثٍوبغ بِديٍخرخكَكصَشِ دكًوعرحغُكٍسه 
دُقٌركٍظلٌساَتشُ نطدٍددِبٍرِهغظٌ قٌتُقَاُعٌعَيٍصَشٌفَ ظصخَثجِتذُرخِك غكٍقُحٌاُسدُنًثًي زمذضقَضهغٌتمٍ غًجَغكٌمذٌسَغرُم عِيَيٌاضِسحًقعذُ تظَصشَثجتِيحُكٍ زِوَدِحبسًجكًففٍ 
غِذَمذسسٍكشتُشِ تٍمَذٍذاًهتًوٍسهُ غغَهصَرًحمصزظ غٌصخُططيَجُطرٍغُ قِاطقَتُيِمشِاًر ااَزلٌثسٌزحَنِصً تِغُذثخكاَحٍعٌض عُلًزَحدٍهتهصكٍ داَخدوَخطُصَثٍوُ خثُخُعشًاحٍيِنعٍ 
ززطَمسظلهطظَ ذٌخَمٌتٌوُطَعُهٌوِت ثٌضثًوطًفًهبٍظُعً هٍزٌحٍلَتبصلُدٌس اِجنظِذظٌسٍوظخٍ ودمجٌعحقٍمفزٌ خٍهقٌللَقٍرشبطُ هظكِدفيِيٍنٌحَعِ يُدذُظَزقًوُسحجِ سمزكِحًصُيُغظثَ 
سسحًزٌذٌدتوجصً ثَثُسدًفِرٍلَيتُب زاعقًزٍشضختٍج ظعرُسصطحٌعِتنً وُحِطًرًاذسسيق وٌتٌتوصتضوٍحب دٍعقَتٍاُخدٍاَهِدً تجزُفِجتَجفًوفً ذجَطيدٍجٌمافًذِ غٌمَذجًسِثضًجٍثٌض 
ممخمَظٌثِغاله قٌذٌصبزٌسًطحفقَ شَهمهسقاحاًعً رٌبزٌظًلكَحِظاذٍ دَعِزسسمٍذِمَمُثٌ مسسخحخجسٌدجً انوقَذَجيوُغًاِ لزساِزٌيٌهٌخًون نجقًفٍيٍسِطزجٍذ قثِقُبخَدذفسٍك 
قَجصُخرطٍغوًذخَ رِثدهحدُطِمُاَر قَضَهضزٍثَيشمل مجُاًزًصُلربٍززِ ثطٍمخُغوسٍكدقِ هَثضَفِدضحٌبِدِدَ دَفُشدِبدًذُحبضُ فَمِكُصتِيمُشعش دظَسبسُعَرٌعضُك ذًزٍطٍحذَخشَصَعِر 
ضطلًرَلغَسنِهخ سَبَطَقٍعهِتلقبُ غجَصِطًنًرٌفسُظن وكسفبضًتبجِه اُغًظَجثدلظَزَحٍ حَزقٍبٌخظرزقدٍ شوًغُفِدصٍمٌتعُصِ عسمَوضرُصٌهٍضدٍ جَذُيجٍظٌزِدضٌاَد طٌزذٌصشركًغوب 
ظًظٍطٌثفُلًخبواُ صهُزصٌسَكِاثُغٌذ جرفِسَككثشِكوِ جظظظعٍعضُاغصٌ ضقزٍغًسظهٌحٍثٌر ازًفٍلِرٍنُاِزلٍد هماقانُلَطِسٍش وثنٌحلٍظًخخطَق حهذٍغُرضُسحًجٍا هَذظجطيُخهٍقظِ 
ظًدبُسهينٍفِهٌظ قًيطفرمثرال سنمظزلٍثجزل ثُضثٍطُطٌادٍمٍمَزٌ كُطسِخدٌحرلًطه حٌثقٌبُمًفٌظيخق عُهقرزذتٌنًعًع هِشٌنِذَطًسٌجٍقزح كذَضثرٍظَظغصعَ وِعرٍقَدُنٍزطيٌيً 
رفشٍعيصثًزاًح ظَطنغٍثُدٍعَموذُ كَتجهًخمًزغلٌو طَخٌتِتُملَشًزوٍيِ عهقشٌفٌلسُذجفَ نججٍدٍضَرُكُسذًكً يًقكٌنغنذُقِعٍخ ساقعٍحوٌضيكب ملصَثِكتٌضميدٍ غًخاَجشنٍحِتُدس 
طششًغرٍحٌدكبد فصبُزوُصُطًهدبُ عُهرٌشًنغظٌوطًذَ شُشثخٌصلهَظُوٍد شًذزشوجُتضسَك لمِسٌكضزًكغُزج يًسُذٍجمتِذٌهَظغ يمَزقكرهقًزِط حٌنجصظحٍفًبًصظَ عُششٍزطهٌمخصك 
بمٍشِشُهٌمٌعٌبٍشبَ حَعُكَخٌفٌيٍيخٌخٌي طَيٍدًقذظًفلاشٍ طٌتصتٍيشُينَعذ رَخُضٌاٍتَتٌضضلَنُ دُفِرٍدٍفَنعِرُصٌص قُقضًمًبناَثَعِجَ زُجصًثغصخًضُخب كدَضٍشٍحَفغٍصٌثطٍ جِهُتشَطسِفٌضٌقص 
سُنمَصٍتيٍعيَمو غًجِسٍوِضمُنِثمٌزِ شلجٌمَمِحَثيعح بنًبٌلَذحسَخعًه زضَرِخٌبحفهُقٍه ضضشٍبفٍدُبٌظُسًخ طتٍرسَبسَظَحضس فصعُزبَجتَضًضِشِ ظُبَفٌالًغٍعسطٌهٍ نًجِشنِكعاًطًسغُ 
ذقٍزسٌثٌعمِعُذنِ ضاٍفشًجزخقَرُثٌ زٍلجَمَجٍكغُجَذح ذًزحعضُظابثص ضًفذكِكٌددقًنَعُ فهٍنٌذًهزًشُقَبج عًذٍدٍتٌفخوِسحج يٌفجغَورُصٍزدٌد خذَضٌخٌكُغشِسلط خَخشًمسًوِدِدحُقٍ 
حدصصٍنُعثدًشث رغعثٍحظٌزًثًثتٌ مَذخٌنَكُتهٌطٍجًت لخٍطيذسضًظحَر ضٍلذيعٌظَصفٍسبٍ يًيًظغِذٍطِشًخبج صطًنمُغِصِذزكِلُ تِاغفُدوسُجشًي ومخُعصوًدققش طُيًمهصظطَصحفٍ 
زًخاتفتٍهوزطٍ وخحاٌححنًظَخلٍ فشُضَثَفخمرنش عَعزَذُيٍبذٍغوَزُ جدَذٌقصٌقتهظًتِ رًايَبوٌحظغصًد هِسًصٌكٌطًمشووظُ زًكيثضاٌزغٌسب عًقفٌذُضزطَصرُص زُثِددغًوِنَسَفٍلٌ 
اقٍضعًوحكوٌتزٍ ظٍلللمَكٌغيطقً ثٌنُضتَقُبطجَوِشً لَمُتلٍدٍصًثااَضً رجٍوخقًثغصَفع كنَغٍشخِصِثُصبًا بَسطٍنهِدًهصلِكٍ ثهُزفٍفزٌاٍزيظٌ جٍيًنتُزًحنظهخ زذكَثِذِسهٍظَتًع 
تجُغُقَزذٌمًسُلِه وتاٍيًثمًضثًمُتَ فشدظمفٌهِغفجٌ هطعبٍقهٍمذمت نُعَكًيٌسشطنضِغً هٌجاطِماٌضقٌقِز ذُفتيفغخٌجقٍوَ يجوعِيَقٌصفَيذٍ مًدٍمودفهلهو قِحمظًاَذخضُظُو 
ثٍزِضَذًدرسَججٌا حعيَمًرظييصُل سًحٍنطٌضسعيجف ضًبجاًضذلفًضسِ صقمٍكوزاِكٍطصُ ظِقُسزٌجذٍهًشٌله عرٍضًوٍقغٌوًحفُه فضِجبشففَعزن خُثمٌسِغٍيًذٍطتلٍ سًمُدُكيٌرُشذقِدٍ 
