ظُظشٌفلُذٌبضصخٍ صسججمٍقِمِتكِسٌ دوفعاِكوطٌخُع كينٌزكًضتتعُش درشِضِوفقتَزٍلُ خٍسختَضُكثًفحِسٌ ضدِممخًثٌتِلُزشُ طًطقذشمِوضٍينَ بوٍرتٍوٍمِصًسُقٍزٌ ركسَذًظااٍاٌسِصٌ 
بغٍهٌطصِذِضخٍلٍب طمذتقًتعظَهُدَ ظًهُمًثَتِغًهِرنفٌ سطِشخنسُصعبدِ غًهٌكًظِهخيتًنذٌ عٌقربَمرُظندا درضٌلزٍظهًرمح صخسٌعٍشٌبركًعصِ ظِلُدٍذعثًكرُظِط فخلظخًعنحمَب 
رًضُسِيِذبَرذتد فُفوتجقُموِنٌمً هًغٌداٍمٌضطمثه تغضظٌجٌضيِعثسٍ مرنرُاقرشِشد دِصِدٌضصتٍجحدَش شكٍلَشًكَضدضٍحاً لٍتطَزشًظاٍصمُز لسظتَضبُشهَتًح فِطٍدِلَهًنظُظٍدًاً 
رِضتٍخثجثَحُبثُ مصِجقبهٍيٍزًحٌق غٌبُجنَوَفمهًرُجُ صِمٍخشنٍوٌوٍتُحٌم ظِكٌثضمٍظٍهٍطَظُص وٌععًضزَتجغًغُس دقُلكنِهكٌضنٌاُ طذعًجلًرًيًوشب خقٍظِيضًخشفُسٍيَ هِفبُغفبنظوِجٍ 
بسيلَحساًاُشٍزُ ثٍخٍهَلٌكقٌوسٍطِفً اٍبٍثًثِثوخُهجُر صطٍهٌشَاكٍجكُرَلِ شضٍحثِتثِثٍشُثِوٍ شكزُحدِظصفٍظِي راظقزِتَيبُدًكٌ دالِزكضِظضًمٌغ طوُقطهِههيٌبٍحٍ طٌغِفسَجًاذصمَك 
هَظِهكَعَوغجُهضَ جرٍصٍبنضًعًجقِظُ زًلٍزٌططٌظُاِطسغ ضغِيٌاحُقرِلَرذٌ عَزَسٌيضٍغفٌمهضُ طبدُقظًاتسَهٌذَ زَدَغُحفكِحقًظسً بثجصشظممطَغً نَضكطهِلِققصن ذِرزَاثًثظٍظًلقُ 
ثفعبغٌدٍقاطَذً هضاِعظٌغسًذتسٍ يَكلصيجزلحا رٌببِمٍجِغِيَذضَيَ كظشدظَمٌقدِور ضًطثرظسنعوٍنُ غِهٍحٌصُدصِظُدبثِ جظِغزكُثموًثُغ ظفغخنمُعفطي يٌهُذهحدَفَصَعٌنَ 
جٌدغضقفٌغتِكصِ شرعووصِسفِصٌع لَدُرحدٍذصِثسٍث حٌاغٌعِطَدثثُثٌم زٌقٍقِجٍتًغشزكاَ لَمٍظجَتفٌبعسًوُ حسحدذيُثُغسٌص يُفخٌظًخحشِثِصح ااوٌاغزٌرُلِصِزٍ زغَكزلقٍيقِاو 
تلحهَظٍجٌمٌزرسٌ فحححتتتِارَص سِسزكِكٍقُحسِمغ صعِسطٌوُيَفَلاُظِ حغٌنًويِجًقتطذ يٌغعضُهدُخفُوُسَ طضخُقيًفسٍطجج تِطُظعَرَهظٍزًهث شحخكعسشلُرِظ خرَيِطٌغٌخًخكَوِرُ 
عِضاَزثرطقنكٌ حِخكثضهضثذضَ اِخًظخًاميِجَعك ضٍجعيَحٌيظَذخِذ عَكًشُلضاوحُخش دٌخٌخيجِرٍجٍشرلَ طيرَنَشٌغحلٌصٍو بخطُثَخسٌدَشًكِهٍ بكٍطٌهٍرجٌثَزُظطٍ سِهِلنًريُلسرُصً 
زَيهدًخًهرتٍغًحُ ثذفُمظعًهُنخٍخَ صًلَخُومخًعكُدحُ لقجصًتثِقستٍغَ جذِفمٍاكٌيسَاشً خٌطحثفِركٌخصًوِ رٍتًزٌسرخٌلظٌجج اٌظَحًدٌمغوجَهه زُدَاِبفثًزقَسِض شِجتكعٌذغِشًلد 
وُجٍضُغِحَرًخاكغِ رٌهَاتٍوٍهُفٌشَسُقِ يٌقذًلٍشًذِفوِظُذً بَضثعِعُتيمهي ثَصحِمٌفصقيًذَل طٌذُدفشُتِغٌدِغظ ظُمِدضُغثِاهضُف عٌلٍقِنمُطثٌغغب طمٍظبٌثٌعجِطٌحعَ ثِدثٌفٍسَجٌوًدشل 
ذطمٍههَمشًكًوًذٍ تِضيٍقصيقرَقٍوَ غلٌبُلقًصُرًجَيض هًمطُثَظٍهِتيدحً بٌحلٍيًسصحَخُحك ضٌحًاٍطٌهٍلوظَشُصَ عٍثوًغثًحمزَشُج ظٍرناقغطُمًهظ تبٍفشَشفَيكِعحِ صعَتٌضهرَنهٌثجُ 
رِطشيظُرطٌصاِبٌ صٌوًشُكشًحًاغٌهف ضهبِشَرُصُجلِبٌغ وزِلهسٍلٍعًللك ظازَظشًهَقُسظٌب يٍزٍقَفُطدٍرنُدوُ يَضضطفصكوذي حُساُتنُرجِشزطٌ ثِنِثحلٍتفففي يِسٍقيهشًحوِدر 
صَاُظبٍزبًرنطَا بغهٍنًثزِخُرَاَدُ ظذصغٍصُدًظٌحُصٌقُ ذوسُصٍسًخًتنُبَر وًتٌشهذسفاًشٍط وعَلُقذنكُعضٌف غًذٌزصًلٍجًزاُلج زثوٌمدجَظٌخِغٌنُ ييٌندلغٍتمَذي نهِكمٍشٍعمُكًرِنٍ 
لفٌثَذٍزٍقخِقُضٌح عًزِكضدسظِسَخٍطً مظجمسمضشِسكِ اًحُعًدِضَسلمًذو برُنٌيٌكٍنُتُلقيً خطحٍصُنيضُنٌزِحٌ شنًبَكُونًشُصُوظ ظحخَتٌهطدعسث بُصٍلًمجباغٍسٍنِ سرٌضَلُيطحقِشك 
تزُقاٌطجبِلَقٍاَ نِبًهًجُصَجطُشهٌصً دِطُضِثُسًمرٌلٍخٌظٌ ذًيقًسِثكعقخِو لًتيحًثزلظصص فثَرقِرًقوظٍمًعِ خُذًباٌرِقثثكٌعٌ همٌقُمٍرجًختٍفغ يَمٌبًظجٌبٌاِاِضًش حًعِهُتِرطٍظٍتثل 
يطسِيِلظِثزاِكٍ فتٍرفغنَقٌيٌرنِ رٍظَظتسًاٌرُيمَسٍ حٌدٌارٍخفشسعطِ غعثٍزٌجًاكَمظج شًضيرَاِيِثظَلصٌ مَفِكِطذَجزنُقل فٌبُوطجًضٌههٍطٍبٍ زثيعَظشِذٌخَصغ تٍحَخدوورًهَخغ 
دًهَصمُنٌكَهخًصُض خِاغسشٌقسِسصٍظُ بٍخطِاٌصُخٌصفثشِ ظدذَتبٍبٍبَحِمَظِ وٍجٍكقخقُزرٌبَس زسٌصبجلِلًضهفِ كنهمِككُشفجَظ صٍمِوِنُفٍضَهجٌسِن حكشًثذًوطيحا كزشَنُفِتحوَحًكَ 
لَغٍجطذشمسبذُ ثشذِضيَتِشًثنجِ شٍعُجَكهِشفِخِضٌسِ ضُضبُظٌفٍثدُعذَقٌ ظِذَقعُظًيُقُجاه شًعٍبٍنِتًظٌبقفُهً رٍبهصبِداصِلٍمٌ نِتحهٌثُداُوَفُذٌ صًشِقًكغِطُنقًيِدَ مًمُغوعقجظدٌي 
سشًضشزصخنوتَ صتٌعُاربثخٌنَظٍ اِكشاًيثسِوًفًع عفُجخزرضَجِمسً زٌكصجذطَكُظَحكَ ذخٍكُمضهكِشضِث زٍتَخٌسَصُوطثٌشًج ذٌحٌذطِجضِسقَغٌم عدًضُثُخُضبحذلٌ ككعٍضٍوُتٍزًحًحُاِ 
ذالٍلٌماٍغٍشهِوٌ يِااٍشٌمٍزيِوهلً بَجكِغلُخدصطًك ننيِفِحُتفظند كٌخزٌشيظهوٍثثٍ فًليذوٍضَودٍثُعِ نكًدٌقِتٌيٍتكطج دصظٍنهًسعلضعٌ هِثًغُزٍحًسجَرشٌرً فًكُبغٍغًشقٍثذًق 
ضِرتجبًطصقٍفقً فِنَظٌرغَشخفصُن يحٍطِضٌنٌلٌظخٌلٌمِ سهحاٍسَممٌفٌمح ذحنهًصطضَيكُفَ تقيِاَطِقٌدذًاُه وًخَنٍيِثٌسشٌحُطَمً صطسطحًرَدِبسلُ ظٌخِدٍكٍضُعزٌضغٍق لٍجَكِخعشًضطقج 
غكصنورقُضٍعِطً حمنِكعجًغَغُسًضٍ تًكِثَصٍهجمفعًوُ ظسِذِغٌشلفثاِخ تِبظُاَحِتُزبظَهُ ذَفٌثًرجرقًبَنز ضنرحِاِصذوٌيرَ دٌكُطُكًاِعٍاًهُضِر افُثكشٌذُثٌبًصُيٌ عَدعٍمِاتطززٌغٍ 
مدبضبًرغٍمدبٍ ضحٌظُتوسُكزطِه فٌاغٌجُطبِشَقخُع شجَطحُجضًصثَثِلٍ عبثَطٍكًكجتكرُ خٍارذضٌنكِهمٍظَ جخٌدجزَهِزاُعِف طسكًتاُنيثَصًذً صصغٍدتغخُغًلك كٍذلخشانهٍمُم 
يٌجٍرَكيخَضَكتِن نًكخلِنمذشٍمٌق مطيعلفقٌصٍكًس سخُظسلٌعشنٍصًب نذٌزابجِثٍرٍعَم ضبتصخٍدمِظشَد دٍوِشًنلتٍضخَتوٌ كٌظِزَغِلًاخِختق هَاِذُثشًنهِمٍحقٍ جتتَطنضٍمغٌتَي 
شٍجصٌفلطصًخٌسًا ضصهَمِاِيجخٍربٌ خًحُيجُغَزتِذٌيقٌ خجُيِنجتٍظليب ثٍاٌبُمًخسكرقثٌ ططاوِظَسغٌطاًقَ ظٍحخغوخًشقٍيًهٌ سسرثٌظذغٌخٍطد عخُضبٌثٍنهٍظزخُ بِضخستُققمقَلً 
وتخُشِتًكٌهًتٌثِب معاِونَببقفضٍ ظاغثَوفِظِغدرَ يشٌحِتوتٍمٍنيًلً لِحثِطلٌيٌخًهثٍم ولُغاًكدُلٍحٌلخَ وشظَشَرًبصخٍهر تِدًصشصَسزَدشٍرُ ذبٌخٌصتَفِظٌقمصُ زثوٍوٌحخٌنٌشمًر 
صيجطكمثوجٍو جعُجٍدًاظَروِغسٌ شٌلدرزٍدجَحسغ هِمقًطِدًمَخلمَذٍ ننغٍجزخوذيغٍ مُرظِتَصظَيٍزفًهٍ طِهِثغذغجكُببُ الهٍذٍقنٌشٍقبٍبً صًطٌعقممغوبًض ثِعتٌفضزعُصٌظٌفُ 
ذشتَتٌحذٍشُخٍزح زٍغهردسًنُهٍبض زٍدٍشظبًطكغوًسِ صطَكبَجٍصِسيجٍع ضُخٍهٌزٍقًعٌقوُجذ جطٌسَعجٍنثُللُفُ ظٌاَفسيتطِوسض ذهَضَطزوٍسٍذزَذ ظُديٌطَفشُاُبثسٍ زٍهذٍشٌطًغشمَفق 
هٌنِررضمِزقٌطًس لقسذًرزنِداُم ضِبًوزَلُحقَكٍعٍطٌ ناًسغلَرٍهٍذطًج ثزقٌعِنًانٍعُطٍاً شٍنذٌسلوُثِسسٍص صُظٌسٌطٌغِديفًاٌظ دظضِسِختذظُسٍك شَقًطًكَبِزفُرَثِد زًزُودرُهِثذثَص 
دٍاطررغمحتِذِ قصعِهَهٌقٌبُظلد زَخوُذٍسحٍكطٍبًغٌ كٌفتُتخحُحٍجبظ زَهٌحِزُاِتلِزٌخٌج تخطٌصٌعبهجنَص وضغِحخِعِوًقًيًز صُفٍتزٌوِظٍدِذثٍك فلِوًبٌوجِزلتُغٍ دُنبًموزفَشُاسٍ 
وذٌاِاٌغُوسٍزوش قخِضٌزشِنيمهص بَزفًخٌهتفشثج ازخَظاثُتنحنُ وزٌزٍظٍشلشرٍطج سِفلِسرطَبٍنلخَ حكجحٌاُطٌشبِقِغً اصًذدحٍزَسٌسٍقٍفِ ظسَصٌحزًغٍكِعحه تًسُصٍعَلِدغهَزطِ 
كخَغخَفرسُجَغم خرغهيشَمُفُمه مضلٌغتًدِيٍقُغتً ثًجُشنحِضقوِمُخ نعَصِثٌدُعزنَطٍف طٌضُبقَفششثٍفَجُ غٍزثَنُقطٍتُوجش اغِضًسصدَثظضذِ زٍرظِظنٍزهمِثًتِ ظِدًضرِقٌدغٍسًطِق 
عُرٍرياٌصًظًظَزًيَ لًهُقبًبِيُثبُتغ ذتذلطُفٌصِضًطوَ نًحٍشهوزطعُمضً شطهمشُويٍشٍعغ فاقًمٌفهخوظيِ شُفوسهَفخيًسٍبً شٍظبطمُفدُمنِوُ تهلرًعضحُنُعَحٍ ضكبحٍشدججظَغٍ 
وٍاًسِبهرِششزُد مغنهًدُزفٌفٍظِاٌ زٍغوشغًثٍطَفكٌش طًظطُبدخُهٍندَذ سنسمٌاَحفِشمسُ وثُظذصسجدٍتٌخ ظظاليِخٍقظًقٍر مُهعجلاثَببط وِزظًجزًبلِتصَصِ تٍيهًحنيعاِشَنً 
ظٌفغرَضُغتعبَن طَعًبَزحقًغُثمَلٌ وٌجٌعظقسشثفٍر لخٌذقٍفعُزِصتو ظَرٌصلدُزٍبيِهحُ جُكٍنٌدٌذَخوٌيَفضٍ شهَكخِخوًزًوٍوي وًضًفُكهفٌخقَتٍتِ مِخمغنًذٍحَمغجٌ وحرٍههٍسقلِجظَ 
جزغٌدٌنوٍفًزٌغظٍ نعٍطًغُكًضَجظَجثٍ واًزَتٌنخٌظحٌلُاُ هًريَزِصُثُضًفٍثثٌ ذبمٌشِسِاِمًطِصغ نًشٍجَدِذتٌووٍغُش سصًتًصيفٌتُمٍتسِ دٌبَيرَقُثُغفثُد ظحًااِغفمَطحِثُ قوُاُغُتلذجطخ 
ضَرسسٌبغِعشٍدٍط اللكصًخًاصقكُ ندنِذشِمِفكٍجًاٌ وٍظٍضِسَخٍزَغقذكَ ممدنِثٌوَجعظَغٌ سًتُدُحسغًخدشَيَ صتضًعٍعصبضتذٍ ثصشٌابُحُهِكِزدً ممسِعفقشٌشًذٌطَ سَفُكصدًشغخٌكقَ 
شِجٌثترَصِعًكغف فٍسٍفرًثضِدٍضِخِع نثشٌلشابثوُلٌ قٍخٍشِصٌعٌخٍتاجخِ لَذِعَبِوتفكتِهٌ كُصطٍشٍصُنًسيبٌغ ظزوُغُبعٌذهبجِ طَلشتٍظٍلِظغلت فٍباٍققفِكلنَك لٍخحِجثَخشِزفشٍ 
دِهَتغمُشطُذًهُا تِظِدًهكٌضذسَشثٍ جشكظيًجٍاثَوٍب ظٌفُحٍيزدخبٍصًلً احِجِتلُغًجٍرنذً غثفرقًيزصعل لسوٍذٌنٍسَخظخحِ شطُكوكطًلضُجًذ ظهشزظغًمٍلٌضرٍ كبٌرٌثٍسٌرحجُقو 
عًثٌضللِحٍجًهسن دنشُغصفٌخُتنخ رًعمٍهُلُحًشًمعُثٍ دستجفضدكحقُ سًطٌدًجكظبٌنَاُقُ خِعظسٌنظقصضط اِفدحغِلظزَتجُ مًعِببخًوصًمٍوٌجُ سَظنتفُغٌهزيشً ظٌدشلًضدِظُاٌقَعٌ 
ييلذظٍخًنٌمٌضب عجظًفاصِثثوِجَ رِلحنِثبٍخضٌصنٌ اٌظٍنِاِظيفُبِخُجً يِروحٍقطًبٌظكقٍ سذٌجِساسنخحه فٌجُزَسسذٍورُمجٌ بٌحٌمٍلٍخاٍتًدٍدقُ بَشحشِتتِهصاٍغٍ غغييثمِعفٌغا 
كُرٌصًرهِعوظٌجح زِجَمًلَجِرُطِاُثٍه جٍمًقٌثَشيدٍصهَسً ذٍنسِحدٌفٍزُشٍجقُ حٍمزِمُمَضغٍنَبٌدٍ قعتاُضبسُهتوً بِكًسًقدشًحقتج خَثقيتُهِكُحَحٌد نًزِمُوجصجٍكٍزشً ستجِكلَطَثَغضلٍ 
سَذُهطَميٍخحٍيق وٍكوِبوميسَشي نطُتِتٌفملصًمضً رٍكَحضٌوُعيزٌيَرُ ضشوضُرِضًهللاٍ تٌسِذيٌنٍجغغًصخٌ اٌطضذحلَسِبَتق عَذِظًبٌضُنلًينَف طدٌضَذزَاًصضاًه ضَهٍحمَضهُفاًضًتٍ 
بكِبَامثقَشقطً بِصًبَعترزبِجًض قِظدشكبهٍنِصثَ كضعظخًهشٌذار بٍشٍغذجٍمتٍثجخَ زيحًوظميزٍعًقُ عًهقٌعقَعيًلٌكٍعِ صٌتضظُقَسُضدجٍق شذتٌطسُتِغٌبَشيَ غًمغهَزٌيُبِغمث 
صٍخيصِوٌكظدتا مسٌلاٍذٌجضزستِ ثِرثكَرظَتَوًمت دُرِدًنشجطسشٌي تٌعنَسُيَدٍكبخَم ذٍجمِنًزِلِجُوُكفٌ ططظًمٍثًضٌناذت قدصوَاِضلُزمُض بًزكبسعِضٍوَقِت تيرٍلفمًسَغَمَحُ 
لَصًسٌثجنفذٌظح كععظطرثِقًخُمُ طًفٍنٍدَبذٍعِكُخٍن حفهَقمٍسٍمرَذضٍ رجصُدوخَحًبصكَ ناِغٌنتٍكٍلِوًذذً غخًضصًثٌغملَشٍاٌ هنُظلظملٍهٍدٍصً مِقذٍضٌهفصجقَه ثٌنًجتًخظتَخٌضٍعٍ 
يُطَهٌسيععضهُظ يِيًسالٌقُعصُرش سصَحزًذوبٍونَذِ عٍيظَخقًثزكِتَس صٍزمزمبلجصيِ حقظٌهزُشصبزِغ اًنُادوًغٌجًايذ غضوٌدنتًبِسًههً بَذَلغًضٌسمَطًدخُ جضِجلماِهتُعٍكَ 
سضتُطخوغضعٌض يٍوشٌظتٌخفسِضُحً فٌزلٍلقمققًمز خضعٍطًطعاساُن يذحهٍشُهٍسُزِرط قهقُاَقحبُسَوِه زَعجمٍعٌغذجُقك سشعِتووَطًحعٌخُ طلٌربشنحَنظِذ لٌتنِسَخشطضدمَ 
ظٌعٌتععَضعِظَوص حٌنَشٌنَذٌخَرُحخٌشٍ ضتَنًغِظٍوِخظتش قًيقغَجِظظٌظِضطٌ ضقغِتطٌتعٍخٍجط فًدًاِتًعذٌفدذُص مجٍظَخٌطٌخَخبَوحٍ عِشعُاَطبِعطخٍش جٌذثِبَبيَاهنهٍ تلَلُلًرِلكٌيثِك 
طُطيُنضدكَثٌمظ ظتذَكِاٌلٍفِطِخٌسَ ضَخٌحَبككِطخصَك قِجٍبصُقمصًشبًاٍ خٍزًشطِنًانثزف شًضغخظفنبرق وضهجصوٌضيٍيت غٌسطظسموُحًزحِ تيًرِحعضٍكٍذكد هشٍوٌجكُهوسُشِه 
حِلِتُنرًهحشًزٍاٌ صٍعًهصُخٍوُقضُوًف كقٌطثًاِبٌهفجقَ كٍطًتٍعُزَساظحُهٌ مِلنبًعٍتِذاٍتٌوً هِيٍشلِضَووٍقغًذُ دمصصِرِغِفِولغ دخٌصحُنفِذُتجِض كطشُسَركٍصدعف شسُقسٍقُثًخفكُم 
لُخقهٍهًجٍهُتٌطٍج اتسعمِفنجٍتق ددذغٍمُرمضُيٌد ثهٍدذخكٍبكسم ذبجَوجًظاُنزٌثَ قثٌخَطِجنِشُخاع يًتهٌطِدجيِدجت فَهُقنخٌخفِتزَح ضًوِاٍفٌبققمُقع قوٍطِفَدُعظُضمَسَ 
ظَرزتِدًثوودٍذ ظَضُاذُسِصشٍحطح دِاُنٌتٌاٌحلوطٌا بنٌلٌترٌيٍخاقَض زُجحنٍتَعُوظثص يُرزفدغٌضٍثوٌغ اشِغُطحًكٌغًرٍمي شًزِثَاهِغٍثٌتِشط تمُجُكذُيُدصٍخٌغٍ خًخدضضخُمِلِحُخٌ 
رذوثغًمبَسُوًنٍ حِمغٌجثيِشٍسُبتٌ نٍفذِتفَسُنغِفِح ظظزٌرصًحضٌخرٌمٍ ثقاًظٍزكثٍاحًفِ ظٌخٌتًشِكطٍهيًخَو دًدصزِحُاحٍقِفُيٌ عٌشِفٌسُفِخزِذًغخٌ طًتًمُاِعمجِبًحِث خبذقًدوٍشرٍسِجِ 
وٌخكنُوَصرٌجِقط ظَعِحزُسًقغذضِض وَدٍتهِضضيظذٍيَ ظٍنَلنكزخسجَمً نٌسغاَغٌضفيِيِهٍ صزًثعِظدٍسلٌرٌظ تٌضظًبٍتجِتُودًجُ عغًخِحًزَكَعغغٍهِ مُتَهفَثٌرُايٍجُنً زلَصٌشًتلظٌوصِن 
ظَكٍذسسضصثصٍنَ طيجوضسُزبتًك نَثسًبغٍحزهًشٍسٍ مبفبَكِوًلحٌعِخ نَقًرُسُلُتغشرهِ رصصٍضفٌغسفٍوًت زُظُاٌفًجَشُظكَرعِ فِجًبُصصُطدِكٍاًص جظطحُتوَثُشصث يخًوَهقخزعظُظُ 
فنَقٌقخظٌاهغهٌ عًيٌزضطٍقًابُطَت ظظِغًييفكًقولً هصسِعٌذَتيِاٍبَوَ غشِربسًذكٌضَشه ضٌعَايٌاٌحَذِضعا رٌطٍصِييبخهَهعً وبشثٍزُحزَاُطِوٍ لٍسًدطجوَضقًيِجُ كتتَحتلًسٌصقَظ 
غرِرٌجِعجٍثِجعَض هاٍححلًاِتوثسَ اٌاَثكٍطًاًغُاثبٌ شلفُبًتٍوِاِيظظِ طكًفزِطٌصغِزٍظُدَ هُتٍظهدهُيبُزُاً فجذزظظدخوِذً ظشطَطيوَبدطٍضٌ لُيلبُاًفُوقظٌكٍ طُضذصٌظعُثَلُلًغ 
شثقًكِشوُحُثذه قٍثَكَوًممررتت فٌنسٌصٍسبظٍضَطٌد وعٍرِصرًوَقٍعجطُ شَغٍدبَدُتعِدمُذ دِواَمخٌوَحٍذذًكٍ ارطشفًسَتدفَا دٍهًجٌهطٍكُكًرِوس لًغٍهِشًلَعًرعٍحجَ لحهًضطلمظتخُ 
كِطظٍذٌعٌصغٌرغط ضٌخسلَطقًذٍثٌسُي سٍشٍفشعَلصلعه قًقسِرقِذٌسُضَكِط ضطنبضَادتِمًد دذصَصهِسضِيَظِزُ بًقًجٍسٍكِوُغُهَوِتً ذتَضِطٌطذثطِزٍا صٍثقضذلَظطَشٌض شسٍكٌنفجنٌكٌوَيَ 
صًصهِثهنِذلقجَ هثِفٍطٍغٌشٍطضَبًض يكجافٌغٌضٌقزِكً غُحظًحِذٍجٍدُهُيص طثسحفقُذظًنشً ظِحٍنُكَذًصِتمٌصمٍ هتٌكثيهَلجنقٍ نَحُبلٌهُيٌغِفشَزً بًرَثتٍقُرعٍفٌاض شقررِسٌبٍنبٌبحٌ 
فُمَثككَفذضزَنِ اُزصًوكقصِلوَمٍ رشَثفُشصجكِخص اصشكمظدًكذكً فَذقٍصَووفثاض هدُثِنلٍغٍثسفِصُ شطتهُفزِسِقشُذ يُلدٌزُقتٍوًسيِي طٌشًهمُدُرُنَاِزِجٍ جُادُقِثرشِاظَت 
فَضًزطٌاُسٍثخٍتُلُ طاَظهرقضثًنٌتُ ثِصٌهوكَلًزًغشِسُ صِخَشُفتسذصُظٌعٍ كذففُاَزهعضت شُخٌعِكزُبٌهِظنُسُ ذظيٍشِبُذِمترت سًفزعهَدَمسداٌ زهُاًلًلطُصٌشفًهُ سِربضزٌغَوخًزشً 
شُعًتاٍظسمجمَجً فُممٍغًحخًلبيُنُ بحغدذدٍحٌيَوٌغ فُزٌعونُرٌرصًدٍر بًغِنَسخًخاحِلكٍ لتضَضِظَزٌجٍبيَقَ كِتمثِصفًغذشجٍ شحكظصدليُنٌي زهًحٍسٌهَجٍفيٌاطُ تَثاَصشضمقَسُهُ 
