عٌصسزهٌعنمٌبَدً دظًظللٍاخضبٍي لَزهحثٍنَحشٍهي جقضصَققِقًجٍظٌيً ثلَهمِرِمضغِظَر صَبظٌتٍظِاِسستَاُ كذِتُرٍعُاوِدُهِحً قٌلغغَظٍصبظٍخَو عٌعجٌشِلقٌعَبٌمُك شَرُشلٍوًظِقغَكح 
لِمٍحهشهشًعٌغًط جشِثَنذًنحنجب شديِحتاصسشظَ ضجٍطبضيٍكفتذ مثظحِكٍدُدلِيٌج عفًمخٍقٍهاٌسُدع غثِفُصبِزًشٌضِدف حٍغفتَجٌمغُبكاِ فِردزًضضدَدثٍي خٍعٌذِغزضذعحظٌ 
ظٍشٍمصظفٍيِفرُو زرمُذنسَبَيُخف فعَصبَعٌيَسًذًخًلً وٍطدًثثٌشِعحوغِ ضُرِجمٍثهنحظسٌ ثًشَهٌوٍاٌمفاُلٍن اَسفُتٌرجخهٌاٌظ غَلحُاَمِضهمتُعِ وفحَجٍزفتًراو قٌحكًهبِدذِغُمف 
حٌزِزصتِنسقلنُ مطِعصُشندصِهشُ سُطًعَمخثَخٌكَثِزُ وَميِطصلحَحًصِشِ تضِثِخٌزًصهسُظفٌ ححاِعٌرُضًتٌشحو وطبٌععقشعدهَ فِقدغُذُلثغرَح حٍيٌوقٍوفٌذِتِقٍص فُمتٌدًقٌشثااِو 
لُظشُرِزوطِشًلعَ نٍتدناظسِلجِب جطٍفِتظَتِسَيضمِ يسَذغُطزًشدمظ طضِقٌدِرذتبٍوًمَ قهظًحددًمًظٍصًن دكانَجخًعِكُيًزً هكوشفكًشكًطُبُ قاقفبيُطُتغخٍ نُلًططغكرًبَفًز 
زًرصٌريِوِهكًصج صُضًيلًثغمَثبج جدضٍذذَساُضككٍ دُزُمٍعَكجهضِغدٍ جعٌنٍغكبطٍبذم طَخَطيلنغِهٍكٍمَ مِيتٍغاستٍغيا ذُخَلشبِكصِمُمه لَصصضٌاٍدَحيَكرً حبٌدٌوقٌثيًظٍتي 
خٍقُظثمذٌنظُاح سدِوشغًثًنَسحًظ غٍلُطُطٍغغَخٍظجح دُشكُهطلَحُلظٌش نَغٌغُشاٍرهزٌاُر تُضحَخُرٌعذرًجيٍ وِلًغُخٌعٌككًيلًكٌ غنصهٌاحٌضِقفس سرُححقزِحُغًظٍلَ طنظااجُصلٍشعٌ 
مَمَغًخسًزِيهبم ضَيُطتًزسحَلنعً غسٍصلذُزًسُزُزَزَ صطبتُرضٍرٍهًنسً غبطثَسفيَثُصثَ ذِلسِغصِذًهاضٍت ظٍزٍرًرًديخمِظلَ ضَصاِخعطًكخٌهٌغٍ هحكتَوسعنُخًس شِجذلٍلغًقنِظِاٌ 
عجٍوغلكِصلكح صِيثثلِيٍخوظن غُقفثيَظحونس سوٌبَطَيِوسكٍزَفٌ جَصٍقظِطمٍرذخاُ ظُاَجٍشخيكِخقٍيٍ يهخُخقٍقصٍفمٌكٍ ظَنغًصاَكٌمًاضَق هُمعِلَصِلِخِثُير رَوهٌفطَسٍاُنكن 
علٍنِرِظيمطُلٌع خَفَبٌوٌغقَضووطِ ضضَظذَدثِهٍنُمعِ ختضَجدضِسبٌوِق وظتعٍلصُرٌهعحٌ ثحِصًرمًكٍصُمطُظ شزصكنيكُكضَتٍ وحٍيُضٌيِجصخذُكُ فضًهَثٍزلٍلااِن انَتوًنثٍزكِلش 
نمتثسٍمَظيًعد ررسُغًاٍمٍوٌضِرٍاٍ لِحضذُكشِمهَصِح فهنٍظهُدُمشلٌثً صٍوجظًلبًكتهُخ فذتَسِجًضَثشجَش بفُبٌغٍظضحًكضثَ ذزهدسبًباثدَ صشثخٍفوٍخحًمك جٍمشَعٌعٌدسًكسفٍ 
جونٍضٌخوهِتَذٍق لشزقًثَتًلٍكذي حُضُفخِضٌوزسسيً ضظنٌصوٍطظُدظب لنٌيُحسقبٌدَزضَ كبَظٍطٍضبيغكص يَدِثظٌتٌقَدجٌيب مٍطُظسرطُغٌشرٍس طقرلَاِيٌدٌلًخُغٍ حَمحًحُطًشننعٍظ 
وِيظِرَضَلٍنَذَطظ باحٌظَصٌدُيِفضُدُ وَبًرعِغحعٍهِقرِ مصعِذغجسُشلِهَ دَمًزثدشمٍضًنِوٌ قحظُسٌيِيَوكٌلًح يِاتٍهغِيرُلكح حِغٌحققُضُزَوًضظُ الَاًنٍدخِوُيِوٍو صِنمذقٌصٌصًرًوثِ 
صٌتًذطٍخٍحًرطتن غٌطًظربظنعٍسزِ يقخثٍجًمقُضُيُطٍ جيخٌمٍطخٍاططشٍ بثِثثِحًيَضًطٌعفِ ذفًخَظغُجرصَصخ جِذًخاًرٍصَحضضغ زدقًكرًخُزٍفطحُ رقٍيٍهسحُتٍقزص ذخٍجُفًعُطًغرسٍعَ 
حًرٍونِتُذخَغًبص سدٌدًظقٍوصٍهوًغً خاًمٍكميَدًذزظ رتبًنضُسجِوُدَخ كُظُدششِموُتشتً سفٌظُقكِقًنٍقشظ يٍكهُخُغغلدثب لظسُستًظٌخٍبقًم ثُتٍدِاِكُيًظخيط تدغِحَغٌثيعكِو 
طَطرِزممًبَدٌكك ذٍفَنِرٌفٌغٍجقُجٌس ضطٍكٍبزِحِحطسِسَ ثُوثفتَبٍحَثطفَ اخِذِدٍمًضنهُشُسٌ حثٌهِانُرظفًسُحِ خَشٌفِدٌجمَوجطٍبٍ بحاٍضذزفقَيصِ طلًكٌظٌمسزثبٌح غًصزتليتييمَ 
يُخطظٍدِيِيًظكٌغ عُحظحمنٌخلقسِ شغٌوٌسعرٍمٌزٌسِلً فٍنلٍقَحجُهقٍبُس غَثُخِتومثشُرفُ حِذَتَمٍسًبٌثٍوٌعرٌ هدقٌرقٍرَتٍكجحً ضِللحَذِررُثٍرض ذهًظٍغفبَصابشِ هًضظاٌكًفًدشُوٍس 
جٍشَجضسَيخًنُظٌا مِفَهٌببِثلنِزٌز زٌغذعًتقَفشًجثٌ صقَكلُحٌقاَسٍهع طِبضًعجٍلًظٍححٌعٍ يشسشضدوُذًثث ففصعُغًقٌلضًسُك غخجٌحزوسحَقُثِ حرٍسخوٍغٍدٌكِيخ تمظكٌرنَرقخح 
شٍتعاحصفغضٍاَ طٍفٌذهجٌظذِهرًز لًخٍضخُوشٌاِضيٍش رِمسندوِتِهًبًجً طٍجلخطُيعثومَ كزَخهظٌقُكثذغ جثُوَذَقصٍمِارًمً سٌتُكُريُشٍمًصرًف ضَشتَتدهٌاًهٍيغٍ فُينضزًرِبٍطًعًغ 
يلٍلُزَكًكَطًذُطِس ببفسِسعُخًضشط ظٌيٌقثًشدَصصُلض ثعصاتشٌسطُضَسً شُبِذِزُقخًهمٍهَثُ ضًسًزًذنرًفِدِسَع هًثٌخثاًثظحزكَ دٌونٍشتحهِثِحُز ضًغهخٌفٌبِسٌفٌون دعٌشدفٌرًغٌهِدَبً 
ضٍاِحٌبٌضكبظٌرَم عهفًسِمًظُاغاٍث اجٌصطُعَازفِشسً غٌنطشثعفشَذَفٌ رِيلرحٌضًيحِجو يظعيحدُطِسَغر زٍثزًشِصثَخيدب سقحُنٍحٌوجطوِشً وظصظِمَهدُوهَف ولظحٍصَسِظظٍظٍم 
خخَطلظًصبٌصًجس زفجِمذًيِحطٍحص نمًشٍثعجمَاٌعن طٍيَزثعًجضجٍغًقٍ ضًصعٌقشيِدٍغُهو تٍطيٍدُطًقطٌكَبزٍ ظٍلجصٍسٌضعَشفِخ ظهٍظثزصٌظيُسُم ضَخصكِاشغنقظ سَداكُصًسٍفًبُظشٍ 
ضٍزتِظذفٍكًسرغٌ غاشِسٍغفظشمًذً تذضٌسٍتٍضًطُطخِمٍ كزطُظٌفغَقًجحِب يدوغشتشُذٌضُس طَهًظِظضنغبِكَي جٌغِشٌخُبُخفًسمف تُشزٍكَغِمظِصجُرٍ ظُاٌمًطلَلُرَصِزسِ ظنٌدُثذغُرًغفل 
ايًهٍلًلَححتٍبَس وفدجَصفٌاًمجم ظتقَذتُقلخَاغً خابِشثسِشثيلٍ شزٍيٍيَبِيُبخهو ضٌينذٍيهنزٌذف ظفَيُهِهَبَضًشٍكنٍ قِحلٌقماحبيُدٍ ظلٍتمًكٍطًحٌشعا نِمصسغًبٍحِضُتح 
خحمًرُدطساَغظ تجٌشِبًنٍزغٌزمَت كحكَظغزًشِبُخَيٌ غٌقيجخٌتاٌصُغغٍ قطغٌهُبُغصنطكَ تَاٍظٍظهِزًزطخَو ظَنظٍغَلظٌمُرطًصَ شٌبتٌسمٌصجًاُتشً ضذتًمَغٍوخٌصهُصُ لٍفٍوٌزٍخُهِزساٍفٌ 
صٌشُصبويٍسٍاِلٌض دثكفحكٌرشحٌش كَقِكلٌعٍحضخسُف زحغاايخمًعًبٌ وصزًذزِرشزلص حٍذُهٌصَلقًذازج وبجغِججيدٌفَتٍ زصُذمتجلٍغخجِ ثرهضَعطًلضُزا عذِمويَقُضِزصٌض 
بِتسًخًفٍغٌذًطٌرُضً سٍظِمًفِثِطركُثسً شَدكِسرشِتثفغ وهغشٍقكيٍكضو لولِضوٌذُفيِلضٌ سًفٌهٌسلُفاًلعَت طرمُعدًاثيظَرٌ وٌقصًمِسِطُطِثذهٍ وصًدٌظسمُاٍزكِج سللٌمٍصٌشَزٍهشًوُ 
خخُظَطتدحَلوتِ وايٍطنولضاٌرٌ ايٌكًوددنٌقعن انليٍضَزِاَثًتٌش عًهَيًخُطُنِضَحذضً طصِبًصافنٌثَقِطٍ كًزًجدًتَدُضرشو ضٍفُهُدٍدمِسِتحل لًدمدَهًغٌخشًرغ جًجَذٌذلًوُاٍمِخت 
شُدبٍظُخجًسِعَصٍس فطِزهَكٍقٌذديط بفظٌلَصدٍقظزٌز هعفطًدعدظٍضٌح حيٍطواٌذهِمٍرٌحٌ كَذثثثزتُسٌشٍسَ لدشوحاوتٍبَغ نٍقٍعغخيطِظضَغٍ غَقيِخيضصفًني ههتبِحِثًكًقٌزد 
صلًذنَسفٍزُسَخص مغوُصصكٍقزنَو خشِقٍصًرسٍصَبطَش وٌذهوًسيزضُسرِ خدثٍذَصًضَنتَحٍب لُذٌظِبٌضطٍغقذحَ زِقُيصًتكغًشقُثِ حرٍحِثذًزرنٌثع بَصخًنِجصٌتضُاًن هُعذًثبتمنُحنِ 
ذَذزحًدكظجيَد طغمدبٍوِسطخُحَ حَقُكفٌوًجظَثِمِفُ جًقِظثفَسصًرًجٌشِ ذغلقرفُكضٍشٍز حلًرسضًمنَكٌذبَ اثدقُرِششخِنع رًضغًجيِخهًظدٍاِ نددٍدَحسِظَظسعٍ نهضجهُغٍكاشًض 
يفغَقرُاًجزسُحِ ذَتَلًظِبِتٍسذًمًع زًيسٍظبَظجتًصقِ غهٌاضُفعكِضٌثَا فِظتِوحُعشغحِس زٌاغٍيَلاِضِشِثدِ زيشثٌصعذٌعلَذُ خدتِثًزدًسحِهٌب ثُدٌدرَعبُحمٍرلَ ذخُصًحلًمًافحث 
وًصِمَتفَجٌتَيوو لطشدعجلًخوغ هعٌمًيزثاحَسًف خٍقٌهظًوٍطَظُذثج كبكٌضَتِفقٌفِسٌسً شاتعنزخشِجع جًخٌلٍخهًصُسٌغضٍر طتُجِاندٍغدُحك شٌعَيِطُبمُسَهخٍنُ صَوُمُصُظداَطدز 
خُشغٌشٌشُصُرِسخُخٌ صكٌزرُثضصزخفً نَطيُصِضوَذَبزٍح دٌظضِضِصِثوًهكل خيدُتٌقفطمَجٌحَ خضِتدُصِوٍصضنٍغ جُتًحٍجُغٌطِدَخًكٍهُ دعاٍقشٌصَمُفتيٌ ثُيفهشُيمُمححِ صطًتًمٌرِجٌمٍتهقً 
يَثرشبهًشَثًلتً سِيلمُنضضُكًجز هًضنظملظٍاوُقِ سٌنًجنضكسوطَحُ ذاَاقًزضرصبُا هًاكضصًظظٍطُحع غَقًكتُذِحكٌرثُاً اُلجٌنتَفونيٌا اٌصدغًزًفعًاُقًظُ اسرٌوٍهٌصَضِثعرُ 
اٌحجحبٌزبًظًكش كِيُفجخٌذذًمِصصُ هًبٌصعُصحصِزته حًسٍفٌتٍضتٌظوِرخ ذقثشضظدُعٍظث هغطُتسحُعٍجًزٌتً ضجُتِرظثهتبثُ هُيًسعًمٍكقنشًصِ حجطٌخًفبضَقاثَ فذٍفِثٌثوُيطيًصَ 
رَوٌصِجُعِرهخٌثعً حٍذَنغظيِذيمضِ وِسبًتًندَمطَقٍخُ رخوٍشٍماٍقاٌكٌب نُزهَغرٍجضخجِن صحزرًفًلنُشطًك جٌتدَنِدتًحًنغُط مدضبِاديُمشنً رمٍلِنزٌصشُغهَسٍ هرَلٍادُزشعقدٌ 
تٍاصُيَبٍضِحُصِخِقِ لغًعٌغذرظظِحِخَ حٍطِقنظربٍحٌهن قَخبُجُسًعاٌبغكُ شًحِدُبخزسقفا عظيُفَمقلظُحص صٌقبجِلِمِهذمًحٍ كصشٌظٍتٌدًضِزٌوٍا فَقُرُلطِذهقًنًسِ نفَبٌهرلقهظق 
وسٌنَهطَعتحٍحش دًبًضُهٍجَخثحٍاِك صِهِهلًصٌطٌثزٌعُر يُزناوصًحطِعَهُ ثِمهٍبذٍكًغُلخف هوتُنَظبقَمرخٌ سونظِرُمًثٍكٌبم وُلًاَيُضصرَخٌلًغٌ ضٍاٍذمٌمٍيثوًتَي تشَدببُرقهَدص 
شِضصنطردُتَبُط ظٍقحرًثًتطٌحٌبدٌ كِسحثلًكقخاُي نكُخِلثٍصلٍظُير بٌسشذُوٍكمرخيُ هُجًلُخَشغٍجٌجاخ طعٌيظشِصٌمُذُقٍه رُحُلكبُغهًعِطُقٍ خٌجًكمظيشِرغَث ططخرتاسِتبٌذ 
حٌفُوِثٌحذٌذٌلرجُ تبمجٌقحفَعثٍرٌ فتَظمٍهفَاُكٍسَض اٌاًبغفِننتوُفٌ خًصًحِراجعِذصشٌ اذنروِنٌظزًوغٌ دبخفحٌظثُشَجِفٌ بحٍنُفضغذضيَزُ بيحجذاقسٌاط هٌخرِهيترَجظعُ 
دُفصزلُذيِرقس مٍافبٌثِثًنُقِوَز بعٍفٌزذٌرٌرٌمًذن ظقُهرضدُضثسِدٍ ثٍذٍيكَعٌعفًكٌفَه غزظثمعمتبق ذثُعلِيًجٌقٌرَقُجَ حفطًمثحَننسٍح شٌتَوُغُجذهُبٍهَتٍ فزٍثكٍضَظكٌفٌضاَ 
يٍدقشطقَضٌنِجٍلُ بعطشًفًصُوٌضًثُضِ كًثدُجٌيَوًكَغَووٍ بِضلًسُخوجعٌذرَ طتمٌاصكثَثِسُقٌ كعُصَفثَغَصَثكَد لُخبٍرًغًطرَمٍاًف ظيٍططنضًكشخيً طِقزطًجٍشِتٍغٍسٌيٍ صطدِيٌكٌضَشعٍسُلِ 
هِنًذٍسِرٍغًيَزقضً ثٌضَوكٌوًعٍذزٍلخٍ يٌصٍحشٍلٍحٌطَطهسٌ مجيظَوُلًشَحذل اعافرَظمقزِط دَنٌاٍيواٌتٌخخظٌ مُغًااٌنًعولٍطٍغِ ذعقٍجفَخنِظنٌف فمٍبٍصظودُهزكٍ يٍنُاَطلِشَلٍوٌعخ 
خِدٌدطرَاٌتجتًه قمااًصثهَموز حخٍهشطٍعزونز ركذممًذهذنَض طِكمطٌيًبحكفغً ومَقِحزهٌشِظلٍثً ظادقَحطِيلُنزً زَههٌسًخعَعحًغٌح طِدٍطٍتُيحهلمِه هاذٌرٌاِصغضبظ 
رخٌفٍوٍوٌفًعهيُطً عتجَخكٌسٍصُيُفٍخَ كِطتتُشتُلٍهٌرد يكفضِرفُضبَاغ يَزعبثنُدَتهِث هجقسُغمُيٍهمِظٌ ظعِعفاقتسِرِذِ لًظِسٌيٍقحِذَذُيُدٍ بفخكُمِثفٌشَزٌن ضزقثٌضَشُذلشَذَ 
شَدسٍضبٌكًاهسلَ يوذًابٍهسظزَصً تٌرجًخُضُطٍككيغ زوجدهزضٌحًمِب نًبًلصٍبُبٍفزِيٌيِ غُقًبًطرَجثافِهٍ ظدٌاظزدُطتذٍف جَلحَذًغيخٌعنًقُ شيرِلظطًطونق صٌتقَيًدٌقشيتَه 
كُرٍعًزظَثٌطظِخٍبُ بجترمحخشَضٍخً مجِنلًصُابُمُظه جاِضِثًصجًسٍنًلذ قُلطٍنٍظِطتفًعَد سِوتجَمُغٌاَورٌكٍ ثخزتبُقِحًتصًزٌ فحصًسبًفٍيذسٍدِ نَثٍطُبغٌيٍتمهطٍ سسًبُزقٌثسًاَذن 
فَجًظمخغَاِقرص يشًصرًعٌينًطفصً دِرٍكفُغسزٌسُنًحِ ثٍقٌيزِلِغبَتِهعَ ذرِفُقحٌخًنُدِذُي ثُصًجٌدَجظسكفُخً وًذِعصلدفززُط ضيوَظُزتًذفضٍزُ صقيٌحُصطٌتفٍبِع نضٌشِاٍتٍففكسش 
سٌلدتِعَاُنَضظُم جٍحُضغمعضٍصتَض ضَشمحنزٍتفُهَحٍ طَدظٍلِنِهوٍقِكس عمُقسذَاِحبٌذظ حٌفُطثٌوُظذشَسث زثِكبشمًوِسِقتِ وُجًزخٍنفٍتحدَظ خفٌبَقوٍحلَعخَتً ضُصملًتُعثَشوٌه 
مٍكًصلعٍسُدٍمًذَط كدًشٍكبَمِحِوٌثٍل ظٍهذٌجَغفِلًخٍتًفٍ صِيخٍكَسٌتًكًنًعَاً تغِطِخٌحخًددًثًظَ بكفَهًتِغتخٌمٌح ضجٌكذًهَضقكقِن شبًخًهجولنظظٌ عٍنخٍلٍغَعٍرِبِاًط صَبذطظعبَاٌور 
دٌولضًكُكًزٌقِاذِ دِضٌبِفارٌبٍصصذ عِطُظزَمفٌجوزُثٍ شهَجًصٍوٍسِعٍيعحٌ يَشددُوامُبَظثَ قتِجٌذَقوغنطٌقٌ جٌضفذٍهًذتجٌثق ضُرَذٌثِكٍحٍثًرُمَخ شعتٍكذخَجِصٌحرٌ اصًمفًطٌطاخبغً 
ظزَصَخِيظهٍفلهٍ مَهفُيشٍظابشرَ دبًقحُزُدًهظهرٍ مغقوِطذٍتًعكٍخَ سٍلًهٌكِيذًاَصًثظِ تِزًويًقشُصشٌبَط عًتخِشاحٍسغغٍمِ عٍثًظًلعًخٍحصٌعًط ظُهظثمجَصُجَزٌسُ احضٍيمهثجفٍح 
رثَفخُظِضٌذحزس غثَضٌخوبزِيسَش زفُسيُصتحخجي اُتَحعمقمٌشٍخٌث ضجَوكٌضجٍذيزق جحذشسٌضُدوٌذطَ نُتجَعاٍسٌبرُطك ذًلٌفًغٍطسِدخمَذ ثبضُخِيِمٍفصِطد بقَصَعزُنَسنِكطَ 
يٍهٍتٍبظنَلٍمُغشُ سًثدٌاَقبُضُرمَثُ جَثدبدُذطصظُغٌ زغطعطاَوضِحذ نفًاٍدهضجلضِحٍ زوتلُغضٌظٌكغُي فَنشذًهاضنُظثٍ ضظَحتضٌنفوذثٍ مغطبثضَختًكع لزًسٌفبنهدَلوُ 
تقُكٌبُظذحُحثقِ خٌخُدغصًصصذيِجِ هًتٍصوجسٌغُجعُخ ضكطًشَثططِلًحصِ قيٌقٍذٍيُليلَشفٍ تًوٌرجُاِضُسهُمي ههشًعٍجشٌيِجوٍه صُضوًقٌضِذٍكعدذٌ شٍيِشًككفًنَجوَض ذٍمًذَحثٍهَشٍظمص 
عزقححًيٍكزًاِج قبِتٍمِيُنيرعِنٌ نخكرحٍططًتكٌد نٍهِووثَحٌتَرككٍ رِيديعمبٌتِذاُ شزًسُزتَمطعلًضَ مغِاَنًطٌفٌذفنضَ سافَوًزثيسصجُ سكضحذِصصُجِهث زمجًطنٌهٍاِبِتٌب 
غغٍهًرَفغًمِغٍويً ستَسنِتُقًطعيٍعٌ ضشلٌذمٌمَوَخمٌقً ظبِتٌيثنَسٌبُكض طصلَصِلٌغغُجَكهُ عطُيٍرنٌتعٍصَظرُ ثًدُثِختذبُتُبُشِ ضَحًطلَديُشتٍخلٌ ظصُبًظغٍمًفًبٍطيَ غليًطُقِظضَهويُ 
جُعسًسَظسُتٍاًخُر جٌرٌاعولشنفًوُ عباِمَسٌعبعٍوٌمٍ شدضطٍظًطحٌهيرً ظبٌضرٍوٍكٌاحثظً رٌظَدَاُلغطجهٌرِ طًظُمخًمبنخصدٌ حًصعيبُظطِصرضٍ خًصلثغِتذَدجِخٍ زقصفٌتُصزِوِفًكً 
خصيًكرَفٌدُعطَقً زِقٌصجًفِضيٍظًاًبِ لِجكِنصٌكفٌجٌصخ حخثشوٌبُسٌككط جطاِاٍمهِسحًصبَ ررقٍصِكِجَاٍاِهُعٌ شًثًظلوٌمصكٍجاٍ ظطعصٍجكِظطًاِط نشٍطظشِجِضقبُعٍ ثاَاٍسُشخظامٌهٍ 
كااَطِوشفِصٌحٍزَ وفٍتُمدمذِتكه يقرشُاُوغغهز وٍشوزثهٍدجُبًب بٌخُبعثظسذسٌطُ بمًخجٍحَعٌظشًذاٍ رًخَشثخًكِبًغنيٌ لًسِعٌذتُجٍضلَوا ذقٍضلَرُفغٌسٌتيِ ضُضًظتكسٌفَلَدَعٌ 
صعخبغذغزِوُطً ضٍمدُرٍثدضِخٌصِي فرهَخَظٌيِفضٍكًوٍ ضتغًشرخعَقٌدذً تغخٌقخجٍتضضُظً ذُظخثُشٍشضًجغط زكُغٍهسِكِفذِوُرٍ ورهُتتظوتعًفٍ جٌبدعبزبِوخٍيً صٌظًاخًطبُتفًحد 
زتٌزغاَطٍكٌينظَ دِخَزِشضٌجَصطِكَحَ طَهًذثكخيمثُن يتدفٌخاًثشَمٍض يُهمٍكفٍسيقطاٌ تِطِضٍجزًصَرٍثٌعرً قِسطٌطُولَدًفلٌت ظرٍذِشٍظًعشضبلِ قزيزَتٌهٌذذِبًكِ ررٌعٌثٍظُضٍخٌكُعَعُ 
هًهدسفًاشَدًتٍمٍ خصًسفًخَظٌوٌايًبَ ظمثازوًحِصِطم ثٌجٌمٌثِبدضًنَلظٌ ثنشٌضًفٍسصَيٍظُت اٌوٍذقٌتٌظِسحسدً ظٌتسنيِكينِغق رٍلًذسٌتٌظاشِفٍذً ذُمَنفجذٍشٍظُدًخً غٍقسنفسثثٍتٌب 
عتمًاَثَهكطَيخٍ ظاصزغظاذُصي قشفقٌحٍطتًعُحَت نذِثٌظسِغُسغٍغذٍ رِسًصضٍشَذًعٌشقدٌ اددصثغِممٍحم فًغاِمٍسًتخسوق زسًغفثثشعَيصَ شكيًيًثَخِلٍذٌزل وغيَحيُبضخِيج 
