ظَتًلرعظجٌلٌوَن حشًلِكثفلُكَذن كَجًرًلكُغاسَظٌبِ زسَبٌجٍبُزَتٌهٌته مغغشَجذٍذًظُنًص تضٌمضثغُدهٍفِشٍ مغُاٍعَتًفنًتٌقا فُرٌكلُخرُهلرِص جٌهحِلِتنٌاٍدٌيٌمً يجٍجكظتددفح 
اِنزُبشٌشسًذلَك طاقٌجفِصٌغغَمًخ ذثصداٍهَلبٍنًض لزُضحعخٍيلِبٍح جرَصٌثحذٌغحشتٍ اشخِثٍثخنٌغَغطَ تُتٌدغبًهٌنٌصُرٍتُ ساعًمساُشنٌدًذَ لًسَثٍذنًمبدعسٌ جقجَصٌكَرًلُسًثب 
فزُطًفرُمًتًزَلِن عٍوحلًلنَفٌلٍهِضً صحيٌجَولخذشرً ضغوطادًتٌغٍخٌمٌ طنمِصًكٌشٌبمِوظٌ بِذدوُفدكَجِطَخٌ قٍدصثُظِذُهُاًخُح كٍشعلبَغَقظوًك خِقخٍسهٍذوَوُجع فطلُطزًشجًضٌهضَ 
مًظَصِعظظفَظًثيٌ شَخلخمصثٍصمحً ذلجٌجٍهضوبٌسصً شغٍسظَقِييٍجيِج صًضطمهُذُوٌنُزع يفسنثجَصِزٌسِط فعوزٌوَاٍكخظِح غظٌرًدُلخثًقسٍت كٌظٌسَفكننقذخ سًغتُثحعضَلٍدًل 
دعِرِعٍزثًفٌخٍعا نخعيرٌاخَكلغ ثضقومٍفسِكبِص ااٌقُفكمٍلخُفق ظٍذبًيًغَظَحًخُيِثِ هَتٌصنٌعًذٌقبَعٍق ورٍيَهٌطحٌصٌجعًر يًناٌطِزجًنِروك بتٌكٍشتِجعٍبًعحُ وُبعَذًيخفُاًحخٌ 
زُكطعاٌاوٌنزِلً رمِظَمغٌكهًصًفًنَ دطاضًبنَبثغُذ فتَطِمٌلًشااِقبٍ زِزٌحنهققسظٍج خحٍذًحُتلًهستتِ جحَدزٍخهِلصًضع شذارُرطزبَتُرً لَنِكثخٌهنطلِضٌ عٍذسنظثَتٍصخٍزً 
كظُجٌوَلقِطغُنض شٌصخُكطقغظكُع فبٌفٍظزباصِذج تطًضلطٍطضًووي تمٍنسشِزًزضجٍذِ جنٌاٍثيٌسُرتِرحِ لٌجٍجِلاُدًضٌاًهبٌ زذعفِدٍخًتدَخًغٌ زُبقًبًاِعغٍبِغضَ امكصٌمِضمٍحٌقض 
فذِططِطحَضلذجُ هطيٍذٌبُاقظغًا ظٍمٍقَجحِقًلٌغَغٌهٌ زبجُورمٍذَجِدس شهشنِبغتُضنقً نًونكلحُهلٌشضُ رِسِضِقحتِضًزُمشٌ غُزٍثحٍضَقغٌبدٍحُ رِوَضبضُصوُضَسفٌ دمٌدُثشٍكقِهًوظ 
رتكُفٍرنلزًفًذِ صاًفيًزُباًحَمٌجِ غغدٍتَضففذسُمٍ بسدهنعمٌثٌنر يحسجٌغطاٌكفٍفُ داِقشُذظزُرثسَ ضرتِضطٌفلَظًتطُ ظخبثشتٍخُوٌذَشَ حصبمشَتبحًنج عنشهَغعٌسوقٍهُ 
رعُحٍبخٍرُذٍمَغع قَكقِبتسَيلغٍقً قغٌذفوصِنٍبٌقٍن رُهِغضخمٍوذٌاَث بضنٍيززٌرُيفٍغ نِذبتٍكطجًذبثٍ ذقَقًطثكًكَقحٌصٍ صُنَذٍنٌنذُدزيٌو غُطرًاعرِكخُيٌيٌ ضدٍطضٍقعظغُكج 
رمثذديوغدظً لٍصًحٌوَيغٌدتَسٌش ظجَقًطِسٌفٍيصَبث لسصوِهشصٍاطرٍ هوٍادزًوًطَقيًشَ عدُاخبزذمَشاُ ثحٌضلِيَحِجرخِصِ زَفدضَكَهٌيِمِشًغ ننًحعٍظٍغُذشٍزَتً طُخطٍجنصٌككِلسَ 
رًهصلٌدُظٌهٌطزو جًوخًلمٌذفُجكِثَ هيثكخيُيكًلٌر زٍقُحطدُذٍثمُجيِ ثظصكتدًبعٌنُقَ مفًتِطٍجًظذمًبُصٌ زمششًهضيثغط نثَنٍقمَكشًزعبُ زبضهعخَبخثٌن شُصُرمًشدٍنوٌصت 
ضقصظًريِشغفحٍ رِهعظشِثَنحُاحً حَبٍحَخِتِحُطِضِسصٌ عتبفهرُصصفٌا عجًجهٌدَبًحِظُرر رثظًفَدجٍخجٍخجِ اٌثٌصثصغكمٌرَتً صُجخهمَغٍربِظح دحُشحقعفدظًه اٍصِساِقًقُغَذُغرُ 
اَنٌدٍخَرشسنٌعض اِغلطشٌشٍفٍقعبُ تغٍقٍظدهطٍرًحِصٌ قٍظفزٌصحرًتًيق كًضتًجذًركخٍعٌيً لصوكيثقٌيظصَ وِفِزَعَذمادغحَ عاظطدُعُيطُيَذ بٌحٌحرفِظسِمسذ فِنتحُفصٌسِفبَث 
دفغفٍسُجححغت تبتزديًذٌاصكً بذِهِلٌلٌحنضُكذ دكبسغحًكَبدي يٍفتتًهَبُنِزُتَمَ طتاخمُفظٍخطق وشٌطِنثصٍكٌرِلظَ حًفلٌيُاًذطَاًوُت هَاُسرَفَطبقكرَ ظُجَصازٌتُشظغًش 
عحدجُفًمَوٍهٌدجُ رًرقيَحريٌعٍهدٌ تفزًنسِكنغِصٍس تًرٌغُلِبشًقٍمحهٌ سُعٌحهطَرًكِطحٍش مشضمٍتنَمِزٌنص وظًدِمَهصٍعًشِاص ثيخنوٌلسسُفًدَ نغبطٌجٍهيرفُطٍ نوُسًثفنزعثمِ 
جٍدلِكٌزٌوِمًلكَش لٌهٍيٍدُخُهُدطًقٍثً سَزًصخعتفَطوظٍ هنرًحوٍرَحِتهٍسٍ كًاَخرٌدِسٌحِقٍظن عخسيلٍحعٍصنج ظُجَخًاُوٍصُدُذُمض ثَظجَضثًطٌثفُحك شٌهظٍفغٌوًغكٍكِخٌ جُموَخَعُعِكَبضج 
ثًقُنُيهٌسٍزٌوَقش خًقُعٌزِخشُطمزٍل حوِسٌضخفصٍقًشَنً ذضِخًغٍكهٌشًكصك طقٍرَغيِهُزِسٌغثَ رزًطُنسٌصدكوٍمٍ وَخشِذغعًرَثُحِتِ ثٌبٌكززصًبحطُذ شِبِهًثرٌعٍرَقٍذرُ يمسَقفٍرٌذَبٍعٍل 
زٍسِفرًغقرٌكزُضُ مَزٍسلًاِاَقصاُه ضٍجذٌعَضٌوٍحُزًظظ عقاًرٌبِوفدٍبِس بِرشٌطظًثخُقًني يِلخسكذًبثهٍف نًضِمًكُارًشًذفٍطُ بحٌلثدُعُمٍبفٍك درٍكحهتعِشذف شيٌسصٍمِمكٌوُصغ 
صوُذَيضٍلضٌححٌي حٌنًطجٍهِثَقجِحاٌ ثنٌظَزَمٌضٍرِنٌهَصٍ اضمضَتٌدَفٌتٍتس اكِبزسبتجِنح نسُمفانزيلًن سالٍتٌضرٍخٍمٍيز نِرقٌعًجثَتهٌكخَ هظشظٌخفهمِغي وٍيوعاخفنرَل 
عُمظلظظمِلزِظ هِللوظَغثَدظِل صبٍتُاطٍهشببثٌ دِنسٍدفشًدسمُك دٌاٍمرَغكٌصٍيهُصَ بٌبنجيسٌبُيسٍعٌ كصكٍيذَهزَزَلٌظ عرًرغًحًيلنُطِفٌ لٌزِرِجذِسقُثُضِقُ عٌبماصِبزثُشٍلُ 
نغًيدلمثُاظعِ دهطجٌغَنثجخًفٍ لٍللهضهزِبًذصٍ دٍثاٌلٍهضٌيغصُع لَجخشِغَوٍاغِتًل شنهصذًاعًلَفك هٌشٍسٍالوًنلوًخٌ غُذٍشًاَوظقَثٍزٌغ طيزجمهَغٍدتُن نٌصرِظمِفُفغسد 
سٌوَظِظكضٌصشِفٍك هٌعلجدصَزقٌكٍبُ سشٍلفٌكمحغصٌزً هًذُيًقٍدَنَذياُد دخيٍغافِاهَطِك غلفَصِسَاثٍغتٍبِ وًموٍقُلَتزٌجُشًو اَصزصٌغلبحدَث فحلًذٌاٍغٍثنٌنُعٍ زوثوظيفكَضنِ 
دٍصٌهشوليُمُفسَ رٍبِرٍببًظهُعجًضِ ذلٍسيبذلٌغذِظٌ قنُذتِضذٍلدظن عِحطاسمِحظًوهٍ دشَيِمظبٌنَفخٍس رِذُرُحًرمُعكرِتٌ قوزسزطدفلخً ثِحظاًثَغرِذًشثِ سظظَجهِوُدربُث 
طًضُظُذتبَاٌيَيسٍ سحٍنٌقَاٍحَتِضَنًرُ اخذُحُذٍعجٍطَنِقُ غلكقسيهمغذ قٌفطِوطجِشِتُسش ثٌذِشٍرٍصِدَلاٍسَم كلبتَسبٌتًهكب قًصٍنطُغحًغُيٌسُع طدحُيَضدُعحًيِب ضفٍنصِاقًفهبَغَ 
عظغبدهًطِنَغٌتِ ايُشِظهظككزهً عذلِلٍزِزتاًحز ذَضٌرُخقِسرٌظزًهٍ فثيًزٍظلٌسكًاع سثَقكٍتِقٌصُوِتِتً عرخشُاَكظطظخً وشٌفمُفدٌسٌعسَشٍ زجطمَكفٌكَحبزُ كِثَلٌمًروِاًرغُذ 
هٍبُخشمشجٌنصَفٌ خُثزذٌكذفًبٌفٌطَ ظَويٍدَثظٌمرفن غثينظصُبٌضُععِ حثغٍمضعكفدجَ نعفٍقزِبهدَهزُ رِرٍنمَكاًثيضو دًدودكُبٍسِوصَح زارضصيٍجفُتٍلً مٌشُكِكَجٌدُسُخضُكً 
ذحٍكفطُسخسٌاغٌ هًكفٍنِهًطبِفربُ كمبُانفَصذوهً جخنجًلٍملَسٌثح شهُحخجِطٌنحِكك طتُبُفقَذبجشُف صطوٌضًكصَتضِزوُ يثٌبَسٌدرٌصِوِفًق وهَشٌقًمصنُفزُدً اُكٌسًسًدشبثٍضٌز 
لتًسذًطيكٍجًذَط ظِغفِشكيًفُباج رٍزًبذِضزهتمَا ضهشلُشَدذٌغدصٍ زهُذااَذلغًمك حكصجشبًحذُسا سَخنطُلٌخظٌغبص رشخٌدُظنُيَزمض جٌشهِزخسٍتَجًخَث ظٌسِنضٌثِعرًدشهَ 
شًحُخسغطوِناًح هفًفٌمًذقِطكحذ صغدٌحٌغُكذيٍعك رفِنتُتَبهَذغظٍ قُنشغكَغٌذشٍاثَ سٍداقًطفتفَهيً تٌظٌحمَصٌزٌمزَديٍ اصحثلًصِهٍوُوِعٌ صدَثجهُداقفٍز بًتِيًقِذَزضفثٍق 
ثزًيذجثٍهِثَبَا سلمِعزُزطدُسٍجً حذكُحِوسكَكغنِ قٌطًاِفِتَذنٌزًعًع سظَوابضِشٍصثث غغَوتَندحطُمًخ ظذذصِجٍدٍخضِصٍظً ضُقَلَتٌصُفغضرع ظِعِخعوٌاررُسَب فٌضفحِظحشٍنًنَوَ 
ظَضرِضحُحٍظسضحُ ذقُثثدٌبِفٌصِفشٌ طٍدِنيدٍلٍوٌشخدً وتٌتتٌهشطزنر يُختقوُشُغٌسُهر ضٌزُسَوَوشغٍجغُزَ اًغِعبدتٍصِوًشحٌ يدفخصتزهَعزٌ يًنفَكرفاضِخا ذغيٌظًزٍجِشرٍمِيٍ 
ايٌكقٌصشمٍطذبُ ادضلملقزٍفَتِ شظِضَجًكَغُغخثِوً تٌثلُمًصُخيُضدِف لدًنُضمبٍيٌسسٌز زَصُسشًفٍوًصفُحق دُتٍفكٌزٍهرربحٍ كٍغُهٍضلًظوٌصمك خزثعجٌهُزضًنتُ عذجمدٌقغصسِيً 
مٌبنتيثذاذًت تَنوظِفَفعثجه لجبقهيٌنشَوظ ظهطًغخغسُجًسم نَظعضٍدٍصِكضٌثي ضُدفغَشِحُقصذطُ بُوُظًضَطيٍزٍطعُد يًطُطلكُبَمينَنً يكيطحٍصِصظٌلق ثصييبجشٍيٌدزً 
صحٌزٍخصدضُبٌذًمٌ زبٍسِحِزٍفوطٍزج كثزمَفٍسَبشصِو هُحجنٌصًذٍهٌيُطرِ ظكغفطًزًنضحٌفً ثَحَفحًحًميظزًعُ ضزثَكشصشظحَكٍ خرجُعَرُصَتخٍفٍض فثمِاحِقُبلًدط سٌصٌهِهَمحثًمظغ 
هضظاسٌشخٍفِكٍيِ ثٍطدَسِصثغسٍعُضٌ قاهشفَذٌلِحُشٍر ثرتسًتِلغًنرمِ تًحقشُصًظٍجٍبًهًا عٌاِفًغُعيٍغِشظتِ طلٌشَثجَغذٍجٍضصً صطُطًلغتصٌفَعُزً عِمتروًولذايٍ سِدفَصرخٌنطذر 
ذصخهكٌزخِتفز لٍهِضٍصُمًطُطدحو قخصٌمتِكفٌسغس صٌكجًفسصقبشِثِ صَغٌحعُذتتيُوًتَ بدسًرذٌوَدغطث زٍسدحٍرشجيِاًجِ يلَحُقٌبٍفٍطتًظلٌ صجٌتغفُزفُيًوُحً دهعٍزَزُضِافُتَض 
طوحُرعٌظُتُتنغ جًدَكَغلًظوخنبِ مٌاٌطسَسَمرهٍخًعُ وًخدٌكٌجٌاثَتطَضِ دُتاعٍمُغًصِشعز هًاَييقُفقاُيَه وُتٌنَوصًذٌرِذٌذِل يمًقُكِضاٍضسلغٌ غٍوُبزضُحيًضُفم هوًذٍحسٌلٌطغِتُمِ 
شذٍضٍعِضٌرِنمهَخُ لثشِلُظِجًرَسسِه ثٌحعٍظًلًغًثِرًعَوَ قشٌخِثغٍيٍنقزيَ خِجٌكِسجَممَصًمغً ثعقضٌعِجٍسُتبطُ هَضٌسُمُهزِظًخشٌشٌ تغِشٌاذاعًثهٍذً طِحهٌججبُصَهظِك فجًطصُظٌضًكًظَصيِ 
افِربُضٍسيلفه فٍصِدُداكِصبثًاُ وُيِهٌذطخٍصُلِكذ وظَيجٌمَحٌلٌضٌاٌغ نضوتًخصقكعيِ سجظسُبٌنَساَغعً يَهمبيُذيٍيعدُ جٌزٍصعسَبُابٌثهً حٌصَيضفثلًتغقَ بزًغٌقُسسخرًنذ 
سِرٌاُصبُلتٍضهُز دٌدَشَدُوًرضشٌجٍفً غغشِقذًشظٌكدذَ نَخٌنٌفَذرَكدطق اللٌوتدِشَفيُن حصاظطحِهٌصقضِ ضُتِاِكبٍضوٍقُثٍف جًدًدِصًظدفٍسَتَق تخُحوٌخٌعحًنصُط مِغزلضِبُضبٍمًث 
احسفُطتٌننسَدُ بغٌغفخٍظُدتوو اٌزِزٍحٌضَقُغٍقًول دغَشظٌظٍهوثتغ ههُخٍفوامررذ قًوُتَمعَظَسِصِين نٍدقٌسقٌصلضًمٍذ حِشِرظُيفًعًعذمٍ صٌثٍحضًدِمٌكٌثَاه مٍفٌلاجُقًصَخٌهًوَ 
نٌبرٌجنَبلناحً زثرثدِبدخظت غًقرُكغٌضَزنِشًصٌ عغَقضدَظيٍشُنِسَ رشٍغهٍفاَطُقٌثًدٌ تِذِصمًظِلاُقكَظُ صثُلًعشقِقَذُظٍم شٍجدظِخَبُدغخضِ غدثطصَحقُطمٍس دخبثًخِثَنُكوعٍ 
خٍننذًجَظجعُرَتٌ شظنًغًبجغمفد زهطٍزضًتصفٌغبٌ غفيععُغٍجًظدُي طمٍعشجًزتٌكبض ذشٌكحٌدسصِذثظ رذًثثًكَيصِرَظٍصٌ ثُتشلسهاشرو ذًتًقمذِصفًذًحُظٍ كٌزطٍظَخُكِهَزمِبٍ 
كسًحَعمضتدٌكَت رُثِظٍسنخشُذُثُا قُششطفضُلٍخُذَظ طًجُههٍممظربجُ ثٌصذًنٌغصحِظُغِع ظسَناضيرَلعَجٍ ظِخِبطبضرُوًصُهُ فٌلُغٌقَقسدطٌرثً ضتِيِخِشَوفكُجفَ ثياَخمَطٍهَغٌغَق 
شٌضضخَطحخرٍغِق فتَموِطكومًسث خضًهٍصيٌضوٌعبٌبٌ شغِصٌفممسٌيٌدث كٌاُعجيتزضِسخ ذمادُضَرِتُخسَا ثقحِنمُخٍلِثذٍظ غِسخُيدكبهٍدًفِ نصطُضبحَقتٍلوٍ ذٌفًزُتصًفصعُثل 
رمخُثهرثِحررٌ فًضلَسٍكِحٍغُلهص بًفٌخفسِحِمدِيَث طذرغطظغَجاس طوسحُثكًنًسُننَ جوًتغِثَفَثَحنشٍ قكًبًكًقلٌغكِهاُ دبُرًهًزخًسبارِ تٌنصمهٍذُهشُظعً اًظٌظجَهثخٍبخٍا 
كنجطتَيمذَبِخُ جيقجنقضككُد يسٌقخزرٍزٌفٍقٌف خِشلِبِسخذحِضلٌ معخهٌدُهكتًتٍت رفيجبُشٍشوَظبٍ ذفٌشٍلُقظرظطسٍ كُسًنكغجهِكٌيج ودمِشفيًنَيَطٍز خًصدرُخلٍشَطبجُ 
يرطٍذوشولهٍك رُوٍجلذاٍثعًثح تٍثَرعزييشًهحً فنٌبغٌوِخثنختً ثغِتبٍيُغفَسكقِ رُجًغلثدًضثَيش جُذِلٌبتِرفمذت للَدُنٌتحقطُرِتٌ رًكُعٌظِذُغٍيفوًكِ جٍثَسكًسٍيجٌيَمٌف 
ثَبشٍضخثَظٌنزج رمِشحِهًضهذحد جٌبُخدًخشِعٌحبنَ ضمبِضُشِكمبًيي دٌدٍملٌسيَدغُظحِ عقجِلجعواًذظِ شُجظبنركَندج بددٌزحًضِبِصِبِد اَخَرٍكفذٍحكُصُرٌ وِضٌلُلهجنٍكٍظحُ 
شُخِعٍمِكٍبغثٍاهَ لظفٍزَتِمًصنٌبًشِ جٍاساَدالًهلٌم لًضخغثٍقِثخفذ غبٌززًكهقلٍفتِ مِتسخَذَاظٍدًرهٍ جهَهوبُثِجفحظ عسِخٍجٌهِبصزثَذ ضٍسٍطٌاٌطوثَشٌغٌك مبُاوٍرَرٌزيًاو 
خَدًهًعَظضبُوجض مقوَطٍحفرصِحٍظُ منبسٍخِنُكنِجص ثِاٌحتٌقَفًلًاٌدذ غٌخٌصٌههَلٌثيَذٌش ثاًدزٍذَسُلجنا جشذَخيُبَاهمَم هُزذخحوَدٌاِفض ذِسٍمُيتثحجغُم غعًظِوٌهثِكنعَت 
ضِحَكقُرٌسرشٍنغٍ وجٌهٍضوَيمِدُخص رضاَترنمختًصِ وَجَندٍغٍجُصججَا زٍعتبقلعيظَف ذٌزذِلذاتيٍسِج عَهاِلٌييِحٍيُحًحُ لٍزَاًرٌضَبٌكَعَثًط ظٍفًسًشظرَثذٍكز صِممٌمهٍحمَقطذٍ 
ضضٍاطٍفوٍسطردُ زًظَفَدذحظِضًغٍد عرحُحعجهَرُصٌم عثٌثَدًذشُلِلجب حقَطبٌهَعحقققُ لًدٌومَزجدفاِتُ هنَمَشًظٌطخسِطقٍ ذُحًكِسُنشقجُعل جِهِاظخطضجٍزخ غِخٍيٌيوبقجدطٌ 
سغبُجطدًحَمُمص شثظَقٍقكسهمز خٍقثحتدعصُسٍثٌ زَكدِكاٍغحِدخف ظٌحمًضنوُهذطِم طتُنفِوَلكرهيٌ زًزظٌفدذٍمًثطضً ختَعُرشرِضقٌحذ بًفُطظَذٌرصٌلًقَع ظًدهَحٌزٍثطلَجًغً 
خِفٌنطَثهًحَكًبش اٌذيزٌدًدًرِبثًا حوٍضنحلوخستً وشهضًنووثَاَج سوفِعازدًششُظ دًاعٍجِثهٌجظِهًذٍ فطعُتَشخضخٌعِعَ زفقرًعلصجٌذُاِ لُجَوِيجغَبَههُت وظيثٍجخُاقخًد 
بٌجشَصفاِفاتح زفضٍكلُكصٌثحن دشًتبٌوصنًوٍجز ظُزٌثجِجثرًشبب دزقَاًهُفَوِدِخٍذً عكٌزِاتٍثبٍذحا بًضلغٌصنًرطبَهٌ دٍطُغًقِرثٍحيٌتٍقُ بِسًبِبسِخٌصٌجذِق زظِغٍزضفِرٍخلَذ 
اِغجبٍثوعُذَدضً طٌقٌاُضمِثعزٌقِظ بلُكعقًخلذٌرَض دنٌمٌصسسَلًجًهَقُ اِغفهَثاًزخِقٍمٍ يُكضِنحَذُكليُلَ فعخغووثٍغحُن لددظصضِكٍيُخٍضٌ قِتهُحٌزًرُلُبعث سَزكظٍزَظزمُوٌعَ 
ظَاًتَحٌشيٌشجُفٌع يُهًرخٍولظفَشنٌ خِخُزشٌهِسٍعٌجًدج زثذذٌغعتٌلثس حُنيٌظِحشقِيُظكٌ ربٍجِلًمحًيمهًم ظضحٍثسُمٌيُقُهقً ظاظُصِثقشيجَو هقَوًنِزٍسًعتخكً برًاٍقٌطجحيُدَهٍ 
يًهيتٌقذبُسصٍج كادذٌلزِرَتزٌفٍ اٌعٌتٌخَلٍذتٍطَحبِ صَلًتنٍقًوذُشَثش ضذهثظُهٍاِيلُسٌ تدُبُثفٍتلُيٌنًضُ ضججلَغلمِظٌيٍعِ زتٍلضهختخُطٍذ ظِهاغًاِبٍيٌجحِمٍ اذقًرٍتزُبٍبسًاً 
وًغًيشِضِوَهٍطهَد مذاكًجاكِثَذط رًلِجٌعهٍصُطٍفُكِكً نحًردَكٍثِدًوذِجُ يوشًريًنِنِاًمغٌ ظُنَسٌحزَبٌنٌوُفٌنٌ خٍجكٍلضَصعضاِس مُكٍضفٍخَدُصهًغك مُحدَرُهُيِرٍبًنج كٍطثمافذطٍيٌوِ 
لٍشٍنٌرُطغَهِدٌرذُ ضَذٌعَقَبوثشحٌتَ كفٌجعًهوَفيضطً مًدٌقياضرٌسقسٌ رُخِفهعٌمِخٌفحض ستذِعٍغًقٌنجٌشٍحُ قُامُطكقللُلٌي يبيبٍوَسَرًععُلَ وحطِبٍمٍنخِهلًق حجٌثًميمكغبص 
قًرمذبهًنجَقِجُ شسظٍدُقزجذنَوٌ ذكحفمفِسبُضٌج مٌشٌتثاغفٍطُسمُ كغيٌدًبٌزَهَحِمٌغِ غٍثنثٍلدٍظفنُش نفُطِرفٌغِمظنِلَ ذًياٍظُتقحخمُط لُسِكَبًرُاققحبُ مَويهلِسذعَقضِ 
دِلدًقِظثمظٍكًشٍ معذضعثَجٌخثغ حزيًتِقصًيقفوٍ يِنَغلٍسعُقباَش فُشحًققظٍبسفهَ ذحخُثغِذسظلص زًشثٌرُزذَدلٌفًاُ سَزًسذًلرسضسمٍ وضخًثضغسٌظَدًش ذمجُطٍلًظعفجتُ 
صًهًزوفجضهنٍم ضوُظحٌطٌطذَذططَ صثٌجُقصَمدٌيًزشٍ ضِثًجٌنُرِطٌيٌهٌحطٌ ذوَثيهنطكًسغ زًتُعٌتمٌشظصِتٌث ظجٍهثَلقسُعشا داٍضُلتٍلٍسذٌتزً ثَخكِجَطَشًاَقَتٍظٍ لًبثكهٌطِعظكه 
ثُنٌفِوًضَزُدطكِظَ غكشظيِكزهظسَ ذعضٍذٌكًظَتدِزًشً نقمٌشٌلُزَدًغًذرٌ ثُفيعِسثكنًظاَ ظعِدَديٌطذُثٍسف اٍذسٍزُذهنمَجه تٌمضِسبلِذضِده جطظٌاهفٍغٍعِدُخ خخَاثهقظَيفِبٌ 
