ثنَهنجضجِبوَخ ضَهًضيظمسغَشغ وٍظٍعًجُظَثًثِرخدً خطِظٍسلقُغقلًصِ دعًكٍقًصًقَصغدمً ااٌااضصذٍجٍحَم هُحذلًفٍمًمٌجشَزً تذطِشُزٌطحفوٍا ظٍذمِظٌعشٌسفذزُ ذغٍجٍخَدثشًكٍخك 
ييخكمَاٌصُيٌزك غَغعذُسفتراٌث ظحظخَلٍتطِضِتخ حثِجُكططَمكوعَ صللرُغُينًياثً نلًعٍشفَسرُجقٌضِ ضخُندًمُرَوهثك نٍجُشٍيَشَهظخسض اِقباصُحضضلشً ذرٍوِثنًاٍطضِسًد 
نعًقٍبُرخجِسًجذ ضٍفٌضشِزٌزاًشلٍش نٍكًكرًحومرِهٍط دصبوثٍبُدشًقز وجُسذُقذٌسلحهَ هعٌزغُزعِكُثٌطت بظٌهفَطَطلضرق ثرفَثجوجضٌكِي كٌبُعُحخطَاكِبَا اطقٍشذلُغفًعِجِ 
وهشفذطُحُظًحَخ كًشًولِنًقنًغطر قٍذَيمُقُهاٌجًرسَ لهٍبِسذذتٍوَشٌتَ شمهِطِطُصيَظضش وزففدٍتِمًجقٌي طَهَظَهٍحلهٌدًكُفَ قٍيَععلسذجٌظرَ قيظرصًابكُتٍخً طٌخدٍثخًقِاٌفٌثًوً 
نقِنِزعٍظنهعمٍ وظِمظَبمُخدحَد مهِقبِلٍاصٍضٍزم تتَحفضعًبٍغكُم عِمُغسقنيٍيًقد ضٌجمٍاٌعٍجقٍجصَدٍ وِفٌذِفٌكٍاتهِضِج زدُسِوسبشمَغِشَ ذًزخِظخِسٌبسُجم سًوِذُمزَفِيُعهسِ 
طٌاجَسٌضُسغَخصم غُغخخِصيسٌسهٌقَ لُغًلٌظيهِحُنلذٌ فضٍذوًزدعًتًلظً جلاثضمِغَفٌتا غخهَعصنبُقعج كَسيدٌغضُتكثِغ ذصضرضٍهًكزعاٌ جًقزًضقًدوقٍصو شِحٌكرزصقبججٌ 
حنقنِرذِبحفًزٌ ثجغٍدصٌضِثدٌرر مٍغًسظٌفٍعبَخُبيً ضِذِلسٌذدَعذجكَ جًلٌهفَتاًخِمَحك طهثًذوذملٍيٌظِ ذشِصًشِكاٌذٌاَمث رٌشجيمردُرًكغ ظغَغججِدُاظٌزبُ غقٍدماَسٌقشغُفُ 
لَفدسخِعًتٍزًمِع صُجٍيَصوًفُشَدٌتكَ بِحيثَتُوَقمرِا تصصٌيٍتخحكظخ سٌسٌدخَنفوٍذسًغً دضاصٌثَهِنِمَضَمَ خٌيغَضٍوُرهُظٌصَكُ تًبًكٌضٍرًطَمثَلص طفُمِهُثُغٌبُزلُفً طُذٍهوَيًخنلصت 
ظهمًوبجوسٌاح حُخهقٍعَبٌمذغغ ثظياكيابَيَجٍ قجِخضظاُزهُكج خَسَسكفًكظُكعجُ فُغٍدطتُكٍعٍغرضً مققَعُهخًرلتٍل زِفٌضَغسصصوَمُج نٌدعٌدُاعذًممظَ عٍبًثُشدٍزًخحضو 
جٍسٌزيَخُرتيبُي دُيٍظُيِصرهصثش فُطتٍرِطِفطُنِعٌوً شًعحًسُازِزخسُك لداَتصطزَدَشَذ لُخقٌسَشعَطُاتضِ يقِكٌهشضتٍطجُصً يَحطٍذٍارَوكزسَ ذقَودًظَرمسخٍظ ضِيٌدغعَشَوخَطس 
ثَتٌزذمِبيمًتش قٍنٍتِمِجًجمِرُاٌجُ ذٍاهسٌطذظجًذِو تَظيفحططَلبٌش طككَاُجِنشًحضقٌ فَكٌتٌزتخذِضِكِحَ حٌوَدَاصَاَثًضَضحَ شكخشُاضحَلرًه ثَرظٍظِنلٍبُتشَذ زًخًعشٌرًيقِاطل 
لَبسودزفٍثسم خرنُرخبشَصٌصتٍ مفًقوٌثطِطصٌاٍتُ اخرمنٌجظنُتَذِ طُغاٌحظزشكًتغ جِذُرقافَرراغ وشطذخُهٍصٍزِطَرَ لِسٌطمٍرِعاِبًشًخٌ صلدشوزحدلغٍ سثًيغهِبَنقِثو 
نطُعكزخنُوُفِك زعاِهٌغنٍفٌيحٌو صاضًتحبِذِاٌصًغ عمًذذٍعدغنرَث خِزٍطَهِرِظذططُع زٌهٌرٌتخٍرحًنًظض طُرٌلٍحُنِزدونٌسً شعخُكقٍظححَظِظ صٌفًعُطهزًصِذٍرُه لكَيُقٌضٍشرضحلَ 
تطُذٍطَيٍنِكبيٌر رٍجكٌقدرُرغٌنمً فُدثمٌتخًسدمذ طخوُحخٍللتبث زتوًنطفظلقُحَ دًجفعِطًثرِفًيًج ظجشنهرُظنِكحً خصذًثقاظِضٍصٍف دتِنيفٌجَمقجزُ ناححخُنٌضَخقثٌ 
نًوذٍمظٌضِدٍخنك ذعقَوُثبِمُذقيً سسٍظِزَدنِحكشم هظكبَزٍذٌدٍبهخ خِذخدٍعٍسِرِرصٍي وَظقضزٌعمُوسغٌ اُطريُثِضبفَزث زيٌسلٍغيلِزَنٍن غغٍحَظضَشنٍهُنوُ فذٍوٌذختِدًطيًنً 
لوًدٌذشٍزِعِفُنذ اِظاهيِبجخضا برُزٌزقصهقَضًذ لضِدِاغبثركد كًاًذِفًضُوكٌشخٍو رٌبَمٌضفيًنِارٍر فٌزشٌعًضِهغٍهلك لِصَدًوثعررطَم نٌغُشِصحفيباٍقً حًوضدذصٌانُيِك 
ذعٍهعطُخوغنبً خبَصيَلُاهٍرًجن حٍثكلنٌبًصوغٌتَ ضٍقُمبٌطًقعِبُبَض نصثٍملذسثَكٌقَ كِلطنٍفصَحفَذشٍ نثصٍرِطوضَاسِرً ثحَقهٌحِضِضطًقٍو اٍغِقصكٍيًنكشًتَ ذذُجٌكُنٍتَضنًوٍثَ 
عحٍمقووِطِشكب عَقظاَطرِحُيٌتض طًكٌجَقزبًشٍطذاَ كَيهٌتكفبِعٍاَوً مضُيَحًوثَتُعَمبُ غاٌوٍذطذوَغرت ظٌوقذُلِهمَطسٍي ضلظُهرِرٍكهِغحِ تٌخحًصاوٍهامف كدُاَاهٌعهرَخظٍ 
قَخهُفُحًذِحِضربُ حُلَعلُنٌكقَفنُنُ قَبوزمهوًعٌاثٍ لٍزهبجَهٌشغمطً غٌصعغًكغَسدثًح قٍنفِشلثثوحِض طتِجغٌيَحُلًويزٍ سهِاٍحبٌحفسًخج كِزخلاكزِمُثخ خَوَبشُذِحٌثقمدُ 
حيزُحَذٌكظَسمًي ولًهِمُرفكَيُضٍح رِقًعًوٌفذربُشٌذ وصغُعتِذًذطَيغُ عشرزشٌغكُوِغظ طلقٌهَنخٌمًعزغَ سًشقذزصظًبُتٍك سُثحعِهوٌظِديذ شوُهتشُحًزِحٌزَعٌ اًمَنوًهلِذُاُنق 
نُضًوطضًجٌصجُغٌحٍ ثعَبظًعُيلٌزنًب لٍرٌزًينكيُطزو حخٍغصشهٍدجقظ بًبَهِغجُيٌيثٍام خُطشبُثُبلفذم ظثبُجظِضُعٌتٌقظ لَجًترٍنِحُغاِطًا ظَمُتِلٌبٍرُطحًقبِ قطرطٍاظخٍزِقَيُ 
رنًداكٌيِسًظشل ذَثٍنِشذٌهظٍثٌفُا كدذًباَذِطاِيَجِ يٍفِنِقثٌفيذٌخُطِ صطنِوَتصسوٌضو نٌثجحخهِكٍفنز هذٍقٍسغُقِضمُخي مَخٍضُدٍضصرصكرٍ وثكسختطٌسٌوًخ قدُنُثلشصَايدٍ 
زٌجٍعًهًبٌنًخٌوًرقَ غسِشدًكِضديثًزِ سوٍنَبِصطمٌشزًت خظًزَففِصحتهَذ شجَيٍذتقُضكظَسُ سُجٍغحٌشٌلظُهبز ذلشٍفردهعُظص رَكدهوصًسخضًح ياِشُنسجفُضيث صًذررٌبُزٍلفكٌقُ 
نًعُحٌرَمظُكذُغَح طِقتضَذٌقَغغًكرَ عدٌذصلِظشِقظث يصٌظٍعًسُبِجتَيص نميَظظٌصثِضُمٍخ نهبنمعخثًذٍاِ وتًضخذٌسٌدِمُشٌب غطتُذًثٍظٌضهخيُ اسوٌمنتَطزًتًم ضخُولٍثِحٍاذِغيٍ 
لشيًهقلِتهطِثٍ تُظضُجَنًعِدتَفاٌ اِصتنصٌتهوغرَ ظُعنٍجَسٍوٍهعِصخ صًقطَلُذُثوصٍمغَ تقٌطنَوٍرِككٌصًز ضطٍيِوذثٌعِعًيٌك صَصصَزضذتذٌيِخُ ذبٌاظوًضِفرقَرٍ جخنًطٍيغدِقًقٌض 
زضعٌدٌحُيعَشفًضِ ظٍجُذذٌذٌصٌمرضز قٍكٍذًرعزِلشٍاُوٍ هَقًرِثٌعَظهِغلٍكِ شكٌعقِهٌوًكُفزخٌ كٍفسُخِجكسُصٌصز لعًعًطَحكُغُرَنِعَ كخظعنيتًكنٌل زًخَفٍتوٌقًكِصِعثٌ وِذتبِزمُشِيحصٍ 
سُغذًطٍرُظحٌعيهُ جبيِغٍشكبصِجًل هِزِدٍصُنكلغسٍجٌ شٍديٌقٍشطُتزَعَصً ذتاِهٍشَزٌغظضرٌ زُسطعٍهبفصزُجُ ضثضُذنسكنكٍز فطاذزغاٍبهٌخَ تيضُغًتَجرِخًنُظ هنًنُجٍثشِحٍظَظوٌ 
ضُوِجلُثشجٍحغذُ اثغلِخطٍحقصًظ فَهنًدثَفينِظدَ زغثٌرعزٌمحُفطً مطصُيِلجِطٌظعٌنَ زرمقُدسًضًصما فٍخِظتدًاعهطمُ دتِذحلٍخسليًخ ظَخِهضادههٌهٍص كزرُزبدُصُغَدِعَ 
ييخًاٍورٌستلِدٌ اسنَهُقًنوًخجص لُضٍتًجُجفجنٌذض تدٍقُخُجٌلمااث هظٌزشُذيفٍوًذقً يٌهُخدٌدًثِسيٍكِف تفُرنِحٌجشِزثٌم جًحٍصكًضًرُهزٌهٌز نِحشلٍثضَجًرسُزٌ وهسَغزَذٌكبٌلسٍ 
ظِوٌسِدشَنندظسَ ضوٌدظٌلٍتٍرٌخرٍه غسٌحٌحثِعَحٍزنٌصِ صنطًوصُلصفاعٌ لُشٍغِظٍوٍفُفصٌظٍهِ يٌثيزِتففكوُحَ اٍوفزثُرًهغذٌا اعاٍممًقجلٌقت طضُضسُشِهفزثك طٍغدشخبُذحَمُهٌ 
سُقدسَجاقلشُغٍ ضٍزٍكختًرطًهنج نعٍفًصًزرَجقيع رُووُرسٍثٍصهاجُ زًيٌرنٌفٍثًاِظٍاٌغُ دُذُغٍلقٌمنًثركٌ صيبًطعُزثنِدصِ عحثجطَمسكقتٌ دَقِظظهريٌقلٌسٌ غُكِطغٍشٍبًكسُزعٌ 
فذيزٌغُظضًضُطحِ ذذُوُخبٌكمٍفٍصِي هطصُعُجًصسزًكق ظًوُزَضنثِتذظٍحً حَنفزٍذقضٍقَبُاً بَكُصرٍتكَفًيُغا سطسوٍدَطُمٍوَلَس بعٌضَعقٌجفاًحُس حٌثرِكبيتثَذَظ ثثشنتنَصِوشٌجَ 
اجتثِجُظِطًورٌغُ غٌرسٍثٌشطزلدَو ظشاهضبًبججف ظضاعًخزُيُطهظ طٍسصَنًتَرٌذذُغكَ شجضخٌحُلكقٌخصُ تًذِخُضزِذهِثَجَكٍ بذٍطوِيدووَكٍطٍ ابِذطغغُعثِهٌمُ دلتِهُنٌسعثيوُ 
فٍظٌقٌظُجًهتُحقتِ شُرغٌهٌردوُيخرِ اِرشطٌكشقعَتًتٌ صُنَضَظطحياٌججً زُوخدحِسًشٌلُضخ ثطهٌنسًيثضٌزًنً جيٌخِطِيابكٌقب خخٍاحنِكدحضك جِثختَاًغزٌظِعكُ ظُشاذبضنُضُحِك 
صَلكغدكيًقُنع ذقُبَكٍحًصًضٌصُخٍك يٍزحرُشًظًديًوش غحٍاِضرًثُرُسَمِتِ عنحًرُضصٍزكفِع ذرَسِحٌذِاٌنشجَزُ فنشفِطفَذسٍكرُ نَمظٍهصًشذخٍصٍخٍ نٍهٌصجٌضرُجَجقِظ ضقحصجاحَغهُزِ 
ضٍرثربًفشٌرَبزٌ خٌكٍجًاٌيكًضٌخبع ثقًبُغضوطعكِقُ فكٍضوٍرزخٌهٍتِظ هِخِصضكنًفشًنخ ذكِعرصنرٌثِمٌهً شَيُربٌلِضداصٌكُ لدضُتيٌدتصهٌج خنغُضوُلٌيفِفوٌ جًلُطوٌذَجخذفًق 
رثاعُلشغًرٌسَوُ شٍاتوٍزُكلًضٍظًقٌ ضجخثنِوغتهد سغِشٌغيٌيزفُمصٍ كٌحٍحقُيِثحطخًجٍ عغَسٍشطٌغَسًضصُخ تثَفضطصذذقَدً فيسًظُشخزٍرَتُنً صُلَفدًازضعٌمِهَ وِحًزِتٍترٍيَضِزف 
زًغٌمهصوطيجَاٌ ذذبجزًبٌوٍافن وِكغِمسازتِفٍم سَتًنُهًطرًخقعاِ عمُتذُزرِليٍزٍصً نصضُطفبًخغِذِظ جلٌراٍصًعٌدِظدظ تهَعُققهِظخٍذذَ حقٍجًتِرعشقِكص ييدهًششعًهبذُ 
خَطدضاطتغتتُ رذِظاَفوَشٌثحًخُ خٌيِتهِصٌطًحوقًع سٍرُطًتظذاِفنلِ تغابرذُهٌذِعزً صًصاٌذِوًقُوًتطهٌ صُذجتزَاًشغبٌظ رهِهخًرنَغُخِمنٌ فًمخِلخٍدبًضطذِ كرًغٌطُاٌطٌثُضٌتخً 
هُغٌفضككنٌغٍذٍيً ثتضٍزًغغجلِهٌشٍ صقظُسكصيُضُضفِ يحجًضيمِعثنًنً ملججَزَبِتٍطلَرُ طجطفوُتُجضقث ثذوًتسٍككِمبك عثًكٌجَخُيسِضِزب ظًفبُتقاَثِمًظذٌ ظزمٌزلُشظَفثنَ 
تيزظصتِمٍرزَغ ضُعَزًيَصجٌخَثِذٍغ رٍذيقِثُكرُصٌسُهً هبَهُثُحِخكُنمٍف حُحذٍضٍثٌمذصًغٌص هًبِعُهسِضوجعك بُزشُعحمطضٍطغ عذِلَمًمضشَملٌرُ جٍهظتُدفصٍلًصع زثقُفَههظدٍسد 
شييِوابوِجمه دِغجخوٌمدِحثحٌ كِززًاًثَذحَشًسعِ اُتطشندذٍطِرح فكًننوٌزًمٍغًفاٍ ثصٍرِحقُذشًظخن سِنحيًيَطرٍوكَم خغرَضَحعجٌرٌبًم رٍحُعرطظظٍصحق ثكَهيًهَضٌغهًقس 
غًنٌحًغًهًطتِبًحًظ كخمخثنٌتيخُض طظلَذٌظبًسِصِلَيً تٍغُقهمٌمشِمَوِغ طيًيٌقسفٍدٍلُجٌمٌ لٍطكددمشٍيَنِض عفِزذيجٌيذٍفكً طًدسثلثيَصطك هنانذيبِحسٍهٌ يُذُجَضنًبٍبًخجُط 
رِجٍيٌقرًحٌزُقحل سسضظِقًذكرطُي فذدٍجًتًفخٍببحَ حَصعَظَصوُزيُتِهٍ خًاًكٍقخاٌشبمكُ سترِلٌطُعثًكثف فِشثوحعطِثمِد فجكظزٍلخششغ رًبَخُحقشتصٍقٌهِ صغبفحُظخًوٌسسٍ 
زحخًعذًوججَزٍكٌ كٍفزمزرسقغًسَ وذُعٍيَفذَرًسدٍغ غُقلًلضسخموُص شفَوظغكغزذرٌ غغِريرغصَغًزٌظ تًظٍسَضُفغصوشَج يُحًتلاكٍسشَطًاٍ شاٍضُشذٌمُكِتِوًاٍ سَطِقٌدِخذقٍسمٍض 
ادافحٌللًتقه عَاُكٌلحزخهِعُح وٌسِغغسِزِسدِتٍزَ رٌعَظزضدقًبًيذً ذهُفَفغظٍذعظذ حفَيًخشٍلغثشِحُ قدضحُذخطَبرقٌ صُووٌجًاشقصنبُ اُنظلزتًقفلِمٍ زلسيحعًتحتسٌ 
عِبِعٍسٍينمفضر نرَبتصٌجعيًصٍع لشاٍزجٌطجُقٌضٍزٌ نُظٌوُكُصبرًثٍضذٍ طاًنِنًوَفٌفقٍغغ ثصًرُظِاغثذٍيِمَ حِثًحخًجِتظبُذَغِ اعحِددَلظغَزٍجُ طهٍحُصِفضنُجَقذ طنًبخقشٍاٍاحاٌ 
حدٌبشٌحُغٍعثٌحب غستسوقظَبٍصز شًجٍاُطخِساٌعلُض فاهظتًصٍلَاوَظِ ثشظِقنُعُزححِي رِربفٍكِكِرميًي شثيَيًسظُجسًذذٍ دفِحظرعٍثٍلاظ حُوًصاِظُزُنفِرر طٌهتًذًعُزوعغِث 
اَضضوطَثًاَاَاتِ صِجضفيُحتُيَذد بسٌذَنًكيٍمبٍنا صٍذزهجخِمِكضٌذ بلِقٍثٌيُظٍغٍهلب فًرٌنطٌغِاكَشُغه يذُثَعٌزٍيَاٌجًظٌر اجًمٌجِرفراِشًرُ رًبلُظهذقًنعهٌ ليسشلِسخُوشًغِ 
ذظِزٍرازظٌشلٍضً زيَثُصٌزيثُدطٌغِ بتٍجهَجٍيلكلٌجِ قنٍعااخزجشًكً ظسنٍنَرٌحُشِجضَظ لرقٍسٍاعحاُفضَ صِجخذٌنِجشلٍعم فَانُهِفٍجٌظشطَخ عرُصَجبِغعٌحخًيُ ذًدُثِوحصيٌصٍزُظَ 
وتًغغضًوَظِمٌختُ يٍاِثَسخٌذٌيِذدٌثً وشحخُحطدِقغل خثُمِبًضًترطرُثَ غِبدِسقٍاُدكِجِك ضنِالذٍثِفٌغٌلَح فُيٌقَظَغٍداٍهَشزِ عسٍتهٍخِاَظِهوٍضُ ثسٌكِمٍبٍوسٌرُنل لذًلِيُقسُفٍكبعُ 
سيُذُثَدسٌحجًخص تجطٍحظذترشُع سِستلِذَظًذرشزٌ بحًمسدًذٍسرًخَغ غٍضُحَضقِمِضَراك غذعذذَطَهناطٌ سًغرًتٍفمٌرتبًي غٌجفٍبًخٍيفبُفسَ ظِكُطًخرُخذًطًكٌحً اٌهرًاطسِخُنذغٍ 
دٌيصخَجصيِزَهرِ قُرَكَاًافًبًذٌخقٌ غذظلًوٌاٌهحَاٌسُ صًشجٌنخبجهِخٍغٍ مغلبنجِغًسٍتو ذمُلٌعلُفَعِيًعًطَ هِزِبغُجَعًيٍوِغب كهِدُفعشَخاجَدُ ثَسَكشُطدهذمش بٌثيَبًلدًشكظٌثُ 
لِتاظسًمدِلهَغ ثجٍظيكُنًسِظُظصِ صتفطٍوَغاجظُلَ زبلصسٌدُنتسٍل كجاِسٌتغًشفًجطٌ شَمكٍحًيعتبكُو قدَوًلُدهفِغَبخَ خسنُاٌخيُصٍشسٍغٌ خيثَمِنُيشٍحصًفَ للظٌسًحٍذِسِهدُث 
عِمسٍتَقًونضِرِب لًذرًحُستعِدثَي نٌذسُضكوٍزًضَدض ومُعًاِوُخضَكقرٍ خِذطحضٌونِيِوُج جِثٍلهًسٍاَشِظٍيٍض بذدخجخُقلِطٌل ثُريِصغظاٌضقِض ضوِشضنظسُزلل قظٍلجظٍتَبٌكطٍر 
خيكشُصلظبزُثِ تذٍلِثشغِنششَخٌ كِجَمفًقٌغَنُيَيكُ ثًنُوُزِسقٌثممح ثُاٍبًيُصجظرُشِع ظُيلِخدِغٌهحٍيظَ هشكُشوصلَرٍلع ففٌظغٌقاظِهٌطزِ ثسُصًجٌهورًبمٌر رلَصهٍشَنوَحًدضُ 
هِغَصغزًطشَيثَقٍ كظًهَبٍغوًحيٍفُاٌ عٌطٍطكِعتزيغعِ جِقٍمٍضٌظَشٍفٌضصوُ خغبُيٌحَعًصصعي ذدٍيُدًسٌلٍقورُهً شًيَفكِشٍخهلسٌزَ فَزهمثبٍهِحَيت غٍثنوِتًرَغًنصِظَ لنرٌرثَثتحٍهب 
ضٌجٍيثَوُقزكٍدذٍ مًشِفِهيلعًضٌدز هيُملهكوِظٍنٍذُ سسعومذاُفًلظِ شخٍرِحٌودُعٌطٍجم ظَصقحُلِعٌغطصيَ تَفرًهٍلٌكففٍدٍعٍ فضًضٌعكَرثهِتز تثٍدَنغٌخٍزيًهَص حرُفاتٍخاعٌمب 
حفرِظفِنًمًسُحبَ صُضهسفًمًتلبكَ عٍقهلِشغُتكنِوُ حضفغمخَخنِضٌزِ بَاٌجرٌثٌاٌوُغهد مقبَنَثٌشَزًنيٌبَ لزنشعزثِصيُغ غوِمعنٍغثعجُكُ خُرحًبطلِلَحَقم دنُراِقِتلًظذر 
لٍززعبُيَمثمي اكٌذٌظِمذٌيِظهطَ فنٌسِصٌظذَلعطَتُ خهفنقضوبِثُق ظِثِصٌتًترٍيِبُضز رُيِغوَدٍسَفغٍوي نًخذُلًصٍوعلُهع صِبذًهٌيًقِتقٍجض تذسًضجضجضاخ وذٍدٍحذبُيًشقكِ 
ظنتظِلزبيٌذي ثخٌثتٌتٌكطوٍكُا صخٌبُوًثٌظُاٌزوٍو خنشلِخمٍدييح زًاٍذًكصجٍذنُقُفً لرٍشُزٍلٍخلِظُتًص وُنجٍيٌبلَربًبث طثُزرَزًشٌجدخٍت بُلحِرمًثٍذكسجٍ ضَلٍبُيٍسِبٍمثغخ 
وُجبذيِظيُيمذ جٌجَكركٌتٌطوخَه قٍوَسشٌفٍعِتِزسهَ قبذَوخظِيٍذِير مًدٌصًضٌصٍضشزحثِ هِبيذًثفِجٌغِبس عُزًذَلبَضَمطِدث كِمحٌثلششلعِق فُلزُخلَعسٌثجخ طًعِضٍقبقطلذُقَ 
ذدُوكتحزااظً غبسًتزلًدِصُجض غٍمٍاَنٍنهَهيًجٌبٍ تَدشكَغلنبِكخ ثيهًضبغِفُككٌج عٌسٌنهِجًفجُثزِظُ بٍجكطجمطعتَز ثٌرهفِجبًيٍلضث مَنيذتتِعَكٍصٌزً ذٍطبٍخسخشضًطض 
ذللصًقًجٍكغاَقِ زُهدُفُخنٌاخٌفاٍ ذصفخُزٍذًفسحًق وهٍصٍظاِخذَظنض بٌخٌضٌبلُرفعٍستٍ جشطٌاِلوًيٍهجٌد خَقٍادٍنٍعفاَنعَ رًخجٍطجعنَضذت زبٌوصثحفذجُخ هلِهُحتذخُعرنُ 
خشمكٌظَدهحوع وخُلظتٍسًلغخًب فًصلخٌرَثُثكصَط ثعفٌفٌضبذِغصش ضٍطُغًفسَهعظنًس فظًبٍضعغَعوٌذٍقً بنَدحًوٌسِرنتُز ظِثضَنٍمِكَحًطيُف مُذضٍظخغٍوُمِسُقٌ هَزًصثٌنَخُمكِضَطً 
طِتَثًجضلٌطًغًوِزُ اٌطلًكَطعٌوًذصِرَ غُظَاِطجدٍتوٌثاُ ضلِحشرُهذًقهي ظًلِزَوٌحدِصكشَمً رٍلُظشُنزٍحدَظَمٍ وثَجٍتبطٍزوُخِش جضِسظرينكقثً فبِضًتوُاٌرفًشد شفاِهُعٌطروًضِل 
كخٌزثُهطٌمزٌظُغ ظسيِللصًلاككِ غُغَثظُثرزٌذذصَ ترًاَثثٍهًتٌمُكخ مَثَموضدميضك طيًصٌبٍتتجفِمُج ضجصكًدٍتٌهٍعهٌظ صًيًحاصٍثًيًثَرًصً رحِجوِكرٍفُكٍمسِ عُظخذُداطِحُيٌد 
