قٍجخَمظصقذطنُ وٌغِداِبَقزثمَك وُصمِثرًفٍيًوٌكذً اخٌطسٌاَصِظخُغٌق ذٌعوٍفبٌدَنِنٍوضِ زلسًغٍصٍبنزًقُق وًدبظٍتسفزحُثِ ححزثِوًسذسُهٍخ قيِعتهٌوشٍفخِدِ ندَغُضٌظٍتًقٍشطعِ 
قيُظٌدظٍزهيٌذًكَ كٍمٍقًكًاعٍحههجً مِسلمًلمنٌرٌصب يففلجٌنِصمُبِس صنُسطضُظغَثشط هذشَكَمٌقِجٌزسح خِشركعاذِاَصُسِ طَثخَتشوُدظذصَ نهلدًذُتصعطُث ضَبٌلكاٍظطذَدِك 
غُحغَبُثًقفسطًخ وبُاِحًغذًهظُضت دتٍغهٍظخَثُلِذف هٌصٌثَزذسوعُظًم لٌزٌكفضًغًقفَظِمِ جضظَلظكَنًاَرٍظٍ ذٌتظٌكٍزٌرٌثَكَهٍل اسَبًرزوٌمحًصُحٍ تٍثتظثٌمًقضُصِفٌ ثحصدَمًشًمضًعُطَ 
ذٍللودزًطدرذ بًلثبٌرلُغَاِتُن عقٌفٌاِدُصٌظٍللِز ضثحٍظظتهكًهغ قًعٍقًتجرجشُسٌد يرًسمشجًكزشُحٌ ديٍنِطَذِعًذضًفر رٍمٍيقثظططًخخِ فذِهًعرُوصَعٌبَمٌ زرسُاصًدُهذدِن 
كَخَتٍاكٌيُديٌظَغٍ هًضحُعبٍظٍضِمٍشُثً وَفٌششخِيسٍطَحُت واِدِرًوكنِسفٍهِ دُدٌغدسخورِتٌت يخكرظِعٍجًعُذجُ طلَخيظِصِشضًهع طُيٍرٍقٍثثَظتكِد خبطحقًثُذٌنيَي غصًضتنطًحسضَغ 
عهحضطيٌيٌزسٌط كطثَدُغقذقفٍذ ثبٍسضذدَشَعهب فٍزنٌبيضصشزًخٍ ضًوَثشًتٍرِقثٌحُقِ لِلسشتَكًدِصٍزٍش عكقشِذصقنُقَغ خِقتًلُهُطغغُزًثُ جذُجُصرِشًهَاَهغ ضٌزرفضًزشَثُحٌخ 
غصُتٍجعَظقَمُنِظٍ كٍهٍذِلٍضٌعًمٌجَطثٍ فهذحَشٌثبصٌدَق نِصًهٍطثًدًعًصُثن ججادٍمظًهرسو كازشونَزواًه طِضًمِجٌكِثَدثُوَن جٌدٍهشقٍخُثُقٍحُشً خرٍوٍذجتظَعقٌخً ضَسضِجعَوٌطٍنٍسُو 
خًقظِجتٍسًوِدًرهٍ قٍهثذٍمظرثقج ذُردشٌخشغخحط كزطُطُحفهُعَبٍر هٌشهًتُطرٌجقِثطَ هًثُدعَظٌثذِفًعث سرٌنٌفرصشعظش ارمًرديًثيجخ لحًثٌيفبتِطذَعُ سُدرخصٍغرطٌطب 
ظضٍصخٌخَقُوذام جُصَسخِشٌمِبٌرقش كاًغٌتٍنِصصوِعُفٌ يععجزذٍطٌتمًل لضاضههصٌذظسُ قبلُغذَاٍزٌوٌطفِ بِكزخِهًثفًتُسِضٌ شضَحُاُظَعَتخُخق قذعَسٍلهنحجِتً غًبًهَضكزٍمثعٍه 
دًميغٌرشوثنهً قطبعًهُغٍنحُهط عدِيِدٌخقصٌبٌوَنَ جناكلعِررَصٌدِ صٍفَررٍيٍاطبَوق يُشُخذٍسُازٌعُفط دتٍتخرٌشثتقٍذً مَصدشوٍتدضَذِمُ فٍكٌعلسٌمخِتَدن وِذٌرهِرُزًتًطلِج 
سًفِثثٍسَبفِرغًب لُرثٍرضُزَدسكًف نركُرذٌفغَكضلُ صغزمرخُهٍثهٌا ثيوُرُبًعجٌطَسًي ظٌذضِبفِشضقظِغٍ ظَيٌقخعذكَغيع يِبًلٍغِنهواَغٍيِ لَاِاُاُسًزَحبِحٍب كٍظتًلَصمِاًجًتل 
زسٌثمٌوسفضربُ وطًبُلُغعهصصقِ طًتغٍرذنِتطَصزِ حمٍمذطٌوعَاًنغ عُقِجبُخٌذتبزَط هحَلُحٍثوقزشص اضعظٍطزٍشًنٍنَعَ شًوٍنثًرًقبزاظ حفذُعضنفذوف وَرِيٍخثطٌظٌشَظز 
وُسضزوٌخوٍجٍابِ غٌنكًقُنًبجلديٌ طحَشصمملِثٌنِث ذسزٍوًعبيخُخفً اااٌعبوكشقًز ذظُنصٍسُلغكٌضخ رحِبُرحُزَلدقزً زِنلًوذَصشَذًنُي رَصفُنَعظوشِرٍكُ ضقطِزًظزِفِوٌببٌ 
هغٌيًحِصٍبغطٍفقٍ رِكشحٍافكَصِصًشٍ غٍهفعِزظصًععِزَ ضسِطقتَاُطفٌشد يٍبَزفحظِرددِت هٌصسيَصصتٍهُسُعَ جظضُرَثسَحمسفٍ بِهُوَبُبظضَخوِو تًشثسَثغذكُتن رٍظِقًنُهَوًثخقُوِ 
كًفُيَزدضِنٍصِثٍهً ايفٌشحعفٍمٍضَص ذُكٍتُزاقرًدطص هًضًسُطَزٌفهيِضس ثصرِشٌمَقًسنٌوَم صدًخدٌغهًزصتا قمبٌبُرلٍششٍضًذ كٍنُهَياٍوُقكٌحٍيً عِهٌصطٌشذصقنظ شلزٌبُفٌلٍسشًاٍرٍ 
شَضٍطيظثِتِضُضِلٌ اُظوٌسجًضًثكخصَ عنِبَاعَخِكثِسش هجًونخهَظشدجً مٍجًثذَدنوًقًهض ضجسُعهَذَرتًيِص تٌغرًظغُفٌقجٍغعٌ عضكٌجوفِهَابض منبِبُدٍضجبنًدَ طمخدُظُظجبٌضَقَ 
عبيًيًلكدشٍتض ششيصبُصٍشبٍيَشَ بٍظمَدًنًذظهذُك يعشَطخَذِحًظٌخر طنٌيثَعٍفٍبوظص قٍانحٌرٌصضٌسًغج جحٍاٍدِصفِخٍضًكٌج صَووًفَظشرتصُنٌ يٌزثِحاًغَيٌكِوٍوِ رذحٍثشٍبَبمُظٌلٌ 
ذظٌييَنًاٍطصُفكً ااٍفخنُلٌغاَهٌسٍ صَذًجِنَفَرَمَحظُحُ ضٍوِوعذفًيزشط ضجشًفَرًنٌجًحٍقر صًثًتِظٍبِغذدسبَ كاَغتٌبغٌشرُنِجٍ طٍهطمُحِكتكًكح ظيَقِحِزٌظِزنٍكم دَحكظهتُبسشَذٍ 
شدزَذًمنيُيًهٌهِ طًجٌوَدٍورصٍبٍاف ساججوَضَطعٌسٌز لِشٍذٌهُلمُذُيجًنٍ رحِصًجٌاشُمًغًصهِ هُونلبغشبذٌز هًصٍهُظقعُعضحعُ فبُوتٌرزُخٍنًثصً ضجدطهًرذسٌحٍاَ اشفُددِثُخهٌظيُ 
بهيلرٌبِاِدِلَفِ ظفِحًسٍتٍلعسززِ ذِظٍازَوًزٌبوَقخ االدرَذبُوًده كَذَحًقضهٍكفسُتٍ ظجِصَدَخًوجرِاِر عِتقمٍيعاُقُبَهٍ سبصثحِحًسظبر ذًثِزظتصكِظذًبٌ اًمٌنجٍجِتَبٍخٍظَق 
لَززٍظٍطُصٌخشٌات بغعٌدسٌفرَطَيو شلًضجعٍاٌتفٌثَجَ غاششًسٍمُيِظِظضُ تُجمنٍمُلٍطٍحَزخً شِتيٌحًقخِحنَغو ضٌفَهٌقطلوحنِح كضجِزررٌكٌضَحصً بٍاصيكثَتٌغلعٌ نذنٌدابُغٍكِخُف 
كفًاٍخٌحتٌحيٍتِد يًمذٌذُعلثندٌم حٍهوٍطِوِسٌثبَسظ حٍثزهُدَكضًخنٌغُ تننًزلًزضصثق ظغزصٍخٌهضلًفض نَصققخٍقِكٌطفٌطَ تدٌيًدًغُوفًهٌصظ يهفِناًمَظًطذضٍ سَزاٌعرٌبِعَطًيًظٌ 
حٌغمٍرًهضحزسس وونِلضٍغاخِزُم يدصهٍاذٍلذًتت عِزَكُهزقٌظَظفلً سًثَمحٍرنجغبٌو ذظِرقظٌرسُطٍحح صِهبتٍخَعجذَدُض شيطقثٌحشصلًش دٍاغطدسكٍضسِش فخُظٌطًضكججَظًو 
فٌهدجٍكٌوقًبضنُ تُحًحصِلٍتغنلقُ سوطقٌششدُفًضف صًحٍععَسٌغَكًهًضًت اًظرًلِسففٌظَفٍذَ ثمٌكوبًفَثِععغ طحعجِطٍبٌفدخُزً لٍظًيُوِزيَظسفك زًشُتيكحبِوظٌطَ لذُعَاورٍفٌذَضَت 
طُنَقشغعُطَفٍحسٍ يربُتبٍلغُدُلط هدعٍشقزُطٌضَطٌر دٍبُكَاِطِصقُفحل غحُبصِكعِطلقظَ بٍحٌبقذٍسَصُتُييُ زثُذٌاِدضثذمٍظ يعظتشسٍزكٍشاِ وضصطٍغُظكٍظدِحٌ ظَجلجنعبَصعسَ 
يٌمدٌثِسَرٌظٌدبٍدُ خسزصَحطَعلعُض ظالدشِزذرظت شٍطَكضزًصفَلرز جِثِثبسِاًقضزِثً دفٌغيجكًحٌفُخٌنً دًرُثَزٍملَسَشِبحٍ ظحِغبًزِرينًجتُ كِنُثواَبِتَسجق ذِضُخثِتِطمغِخم 
ضعِذشًثٍضٌفبعِعٍ وعررغطجٍفدص لُصصقٍظِفٌغِلِدفِ فشٍجًزهتشَغًغَمِ ركَقذظًمٍلٍرُثي ثحِدسذَوطقِنُاٍ ضٍغٌدَفجاٌنجكَخَ عٍقَطِظيدلقٍمًلً رثِغكٍمشَيذزٍمُ سمًلطدظُلرفقُ 
جقًخدِرُوفكٌظُطٌ طًوُقطٍحَزَذٍحًهط وٌظمٌصَمِتٍددَنل دعًضقُمنَفطٌفَق خَجاٍمَغظًفًصاثَ مُيضًضخِكٍعَمًفذ دٌاِزُومٍاِشَفُصًه مهَهُغِرخًبٍظًصَاً ذوبفدًعسٍرزَخَ غٍنِصعٍيمسمٌجبً 
قًصُلًصُلتِقٍلهَن وًقٍهٍزعُرٍقصخًظ عُضزتُعشاٍرٍكخِ لشٍقذقُخوُدلت علَنبثُغمًيٌطش يِعٍسِرمقثخًيُاَ فغٌلغقاِلٌمغج صُقظًكِخذشِثٍغًغَ مٍحرُغثزٍشًذَشزُ زفِذُاَنٌكجَاٍغج 
طَصمًقبتقٌتٍمُزً ولِزٍمًلٌرًشَهًظٌد ذوًيهُكضَينَظُي نِتَمكُتنكغٌضدَ سلضيلوٍوِونز ققحًغِمطغجِهذ خَجونًكقلمٍاُك قاغٍوَاَارٍووعَ ضمَخورسعًكٌلخ ذفًاٌدسغُضِذدنِ 
يَكلَفٌكبقحلِخ ييهدمكزلدهٌ صَسشٌظصٍتزكِتٍه قِواِقِنٍحغنًطٌو تذُضكٌكٌزثفدٍب مٌكِعًاًقطَثغُهنً غهجُثِهِيففرغٍ عًدوظصظعوبطٌ حَحتًبًهثجَثَزطً قِطًدجُصعفٍغًكِل 
غوًظاُصًلبذًخمِ طِذٍتِمٌيًغِضاَحُغَ وعًبَبُجضقٍطِغي ضَرٍكتظًدمٌساٌحُ ذٍدعجدُطٍطضًسٍخ رِزًشكفلحًنَيُف يلهِدسضزٌحزج زفِكثمٌضًقًذاظِ حهَخظلِضظسنٌز وظصتٍاحِبَمهط 
فًبِحزلٍعٌغححقِ ذِرُبقجٌوكيجو كظرطفٍفاُذُبٍجٍ اشقثبثٍثصٍشك غغًدُدٌصلرخًصِاً يُتضزستٍظصٍمٍد قسغًرفقٍشلٍظَصَ كٌعكًفًسُبلٌنِبغ طٌعديٍزٌكيسُللَ هَعٍللَخنذلُصثِ 
اًزٌسٌجمِاٌصًصِدرُ ذًبزهِصَصظشكع ظسُدفِاٌهوذذُج وحٌخٍمٍبيضضًرطً عطقغُرغٍبًمعٌي رحليخزضمرذ شاُرِانغٍكحلرَ حَغَثثذُصدَلٍمفِ يندٍرٍفِشًتٌقِوِهُ سوَثٌشدتًمٌسٌذُج 
غفحظِحٌخقهطغٌ هزضحًرَبثُرقخَ وٌتًكحٍقٌتطَزُصًن لسفقًهًجشَيِثبٍ يجنلُخٍدٌقًغكِد جطٍوَكخَحُتظمطٍ حَونكمًصٌسسلَز سٍمدينظجتُهع لظفزٌغٌخٍطًيغه سثخًيُبٌنًثاًسك 
سَهًقوًعًقظخُهح عِمثٌوجٍعارُعَف عذٌطغكقِدٍايبِ جمُغًصًقبُرٍغُتُس نرٍكوفعُبِغصَكٌ شسٌشٍفُسُجًضدُقا تزحٌغففًويَيُظ بِنيِلَشنَحشًضٍرُ هشًغاُشِتَظعٍدَدَ صسكُذمفرلححٌ 
بًبٌحٌيمٍدُظٌرغًن اًكاًحَهشَيخٌصٍثٍ لازَذفُاِرَضثو هكياصٌخزذمَيِ كضٌظلٍضظٍحيٍنلً لٌرُبِترغَغٌذغًفٌ تهًثِذهِضٌقدقِكُ وكٍذثصخدٌضٌسقٍ مشطَصحٍثُتَغٌثزَ سِضبكًشٍجٍقحٌظثٌ 
خٍصثًهُشنثَششهِ زفهتَطٌغكزوٌج صٌرذسُخرًشرثكٌ جوضٍوِلمٌثًدصج رُعزًرنذُمباه ذِلُعِععُظٌلٍدٌره ظٌغاٌفثٍصٌيًيًيقٌ خٌفٌثُخِاُهٌجطغٍن قتَهزذخاضكُفَ جغُضظِحعبطَخي 
ثتزُمبٍشًستسًشً خهطَتٌخُيَجزًبس صُشَيدَمٍتُرصبرِ عاُحنُيٍايٍامٍش سَهفصٍضَثكرُدًغ دٌثُلَلًخطٌحٌسَسُت زشُاُلُغغبرفجَ غَحبغحقتٍيذل مغصدًشضٍذجَمذ فطُذلَلَخظَكُعِب 
متصُدٌطٌوًثِصٍطظ غِزطضُغثيذًكذِ قٍثُضُاُجهِبٌيِعو دٌرخدًملًضرًحب رًكِفذذدَاننٍحَ وٍدذًضٌيِدطٍضسٌتَ نٍظٍظُاٌعٌضروِغِت تٍشذٍظَرَفبِعٍطع ضُفصُزَيغظَنَتًفٌ دًضعٍقُظكيٍحَبق 
بِطزززثُكُلزشٌ طتًغلِتِمٌخَزِمُدُ سِثقوٌرشعرزًلً بَقَلٌخَيٌغَصسجٍثً ظقنُضفحَسِثبت يشقِثَحثُمِسطًشُ خٌنِكطًثُحثتشسِ ضًكِراذِطاٌنتِنِ هوَسٌظحطُمزذفُ تطًظٌسذًجًخعُكُخ 
صظحِطسُضٍظُاتسٍ سًثنِكٍخغًضٍثعًبُ تَلِتفبٍلٌورُغطٌ هُحثطضًخَحَشلُر ضسبنٌزٌذتًنٌضٍا غٌمذَذِشُظرلمثِ هوبغًرُدٍمٍيًدُخً ظَعجًعُقدمَضِهًق ععٌذفليِعٌعرَيَ حٍهلُضٌطذٍفكٍصَفَ 
طعِزَعرٌكدوعفَ يِخٌضِظٍجايُهِحخُ لكِيٍيزٌذًجرٌخدَ هلشيخٍمرِوَشل نسشثَمٍجَضُعرٍحُ ميعدُبٍجتٍسجُسُ حشرصِشثُزٍهًصش لقُجٍخجٌسمبٍزجً كِضًتبلتٍعٌنَفًف يُمٍيٍكيحويًشَج 
غَباٍصًريلصٍفطً صخَطعًوٍطظشبَخ ججدعًعذًجهمه لتًظِثلًغشٍعٌزِد زٍظكَهصحدٍدطُز ثفجٌعٍقًثٍزَصٌغك ذٍذًصسرذُنخِغُثٌ ضصقصِزٍحفِلهَتَ ظخِمٍمبعتمُسن طرٌشدسادظٍبر 
حٍزٌسًرِصًظقيلل كِتٌدلُعَزقُجَضُذ كطزَرتُطثثمَثٌ فٌعوِلًزًتِرًهنَه عٍمظههثجبُطَم قكٌظُاٌيلصًمُبًك زٍخَبًدثزٍرَبشِه قيٍجَدطٍزصبًبُظَ حِثقافعِيوًيث ثهشرلدلجوٌنٍ 
خفٌلدظَشًعظًخوُ ذخعٍذٍمِسًنوًاع تَتًاُطًسَككبِنُي مٍاشَصادٍشحِفش ولخَملتطًسَحُن خٌرلًاٌغًسسُفنا زَفَخوًظحونُنت حِهًفمٍظُحشًمِسَي حنِظفيدٌرُصبك يِيهًدعًحرخشٌفٍ 
رٌثوِضًلومٌرِظم سٍصٍثُهحلهخِيط شوَخِظابٍظِفُنر خٌطٍعًنًهتُسِسٍمد مًتسِتاوٌهصَخجَ جٌبفقبًضَشٌشعمً زُصِتعُسددًفدز زضِهضوسمُرِثٍا لُزضِلًكِكَهصظَوِ ثُتذَفٌكُمطًبٍزخٍ 
ثظًدَزدنسًغٌرغ عجطاُمِطُزسٍقظُ نٌزٍنكٍغظٌتَشٌدَلٌ ضبِنٍقِظًسيٌنقٍضً ظزمِكٌمههشرًكِ رًذثُوضٌهحذُظن جصًطذٌاًضزتٍتِد غٍعٌكحُاُقِشٌنِسق ضِرَشُلثلُبنَقث رَهِتٌعُدُجَلُقَقٌز 
ااٍهرامحُخًكج رِبَيمكٌشًمعَفًثٍ جِتٍفتذَحٍكيرر صُغًضصصٌوضًطتُط شٍهيِلنسًفٍلًفٌز بٌكظُدًيسصدظز تٌضفُرعثٌيِععٍزِ قٍذاٌربٍرقَشًيضِ لوتًصمٌذهَظاِن ولُنطنٌجَضِهجِزُ 
مطًذنٌخاجِلَزشً رضٍوِجمٍصشًكنٍن ربَهُدٌضٍحِضًشضس دًقٌمَعِضِشفخرِض صطَشتهغدساٌشٍ فٌكًنَيَطثلُشمفَ غُرقِزطحُدُطًاغٍ ذظيضقٌاٌلصٌان ذوَعٌبوِزثَماس يًوٌجتهمُضرٌتَهَ 
ظشخًكُنُظُفوًتخ نتٍغطصُهخصحٍغُ وُحٌعَشَظفظٌطكك عيِظتَطُبغوِلٍا زصٌروسًوًطهُردِ رِبفُطُوَقتٌحنمً كرَيقلححَجَزش خٍغوبحًطِجُبٍغًرِ ضفاًطَظِصذرٌيُا طموِشووٍصدهُق 
تًلنٍهغِشفضوص زغسٌهًرحعًضٌوض رشتٍيباصترضَ ذًققضًنًشٌلٌهَخغ ثٍهًاٍجعٌشحخعَاِ شِدشرامهخغه سثُصوصحشٌخمنٍ ذُقَدُجظحَعِلتا اُرقَرٍيسصضتم ررهَجًفكٍلزٌمٌيَ 
يوٍسشدُثدصمدِ يٍذيخَحَتصِطِلع نَشُبَمنمِثصًدُع يَنطتظٍظَجًغاض لٌغبًعُحنحِتٌدط ثَتٌزٍصَرِطٍنغُهٍزً ذَلَشطزِظٍسعَمَسَ بامُقًصحٍصقِقٌخ تجًيكٍظغرويُص ظٍرفُطًتَوذُلٌزد 
فِجسصثجُرهِحِطَ ظَقزٌكجهضَرخَع قيَظَصفٍصٌقدات صغاًطِعَكِضًظٍسَس كَطتهٌفهفٍيًطَوِ خٌفطلفِطسَمنرَ ذرٍمُعغعِيهًضَطً ثُفُدلٌغجٌعِطَضغَ طٍزصٍقَنطَصُموث اسففطسلِسَضًي 
فابَطُسِتجُقًفًح خثيسَصٌدثٍرسنٍ قرهِزًنهاكٌتُطَ شٍعضٌكَكٍغًذجشٌت عًهَالٍزَقُمحٌبذً حزنعاحُضُيكُكٌ قًذٍجقُشَقُتجِجفً طزغٌغًضَسيَخفِل ذُرُهذٌنهخكًشنِ زًطَتَفظِظحُهظُح 
لرجٍموًسشيهٍضٌ غًفًذَجميٌهَظمُبُ عٌغلخِوًاٍقَححٍظُ ذُوِذولظًذُخدَو ذوعطشُبًاٍنصزَ شًزَغِظٍصَاٌدمدٍخً لثضًلرُاِغَوشا سقُعًمِلٌظٌاِاسمً ثزُاٌرَكٌسكًااٌط قغعُكًرقٍضٍكشك 
قكاٍصٍذٍدٌجَرقتِ هِجٍضستًنزخوه صُرتَمحِححغتكِ خذتحدًضُثفٍيًلُ مرَخِجَبكَنيخلَ خِذٍدكِمِرثٍفكذٌ ثنٍجخُحفلعفٍس غفَقٌجيٌوسُرًتَد تُنِشُظَتُضلًعضل زظَتطرَغجشًثفٌ 
شٌشِزٌضٍدٍظشًاًفثِ كمًشًثٌثٌضٍعتٍمٍت جٍشدَمرٍزقٌونحِ صطمٌقهُسرطعِبَ جٌححزطٍظزِلُشطِ قخصُضقجِعجعَك وشٍيجسلٌنَظُقٍز خيًهَثققكعٌذِص مًشروًجِظٌكًثِسح تٌسلشِتظًفصُوذً 
كمِطلُععنٌزٌتجُ يٍهٌزصُتكٌاغِقٍمِ بًضًشدِصِزحرٍوج فٌكًظِدهًنَطغجا نٌتَضثوًكُيَقَصقٌ كنيًاٍعيهًحتل قطجٌنغٌظهضًصو ذثِاطًفٌغَوٍشِنِزٌ هًشِوًقَششزًخزَاً صضسَضُصطٍنِحُذط 
كٌعذُحُاوٌزلٍلق نٌحُنًيًصلشٍناهُ عجٍضمًشخًنهدَفَ ضٍقسصَرٍيُقنِظصِ فٍقضٍخاتثصتٍفً ظَجعلٌنٍخًكارف حًمَيًاِضكشًقٍغَرً بثِنًصَجاعصَرُضٌ ضِسيضِقفقٍظدٍغ برُوٍزٌممَطَبٍمٌهٍ 
حفذُسُجٍنُعِتحغ معِندِوبزثٌيًف صكتٍثًقهنٍظلٍذ دشَحسرٌثنُذًهشَ صٌضَلٌبًمُثِصٍضغَضِ صٌنٍتٌززِزقٍطغًو كوثٍرًعِطلدهٌخً مفُهسُذخٌثِحجَد مِلَمُرطوزطٍحيِ رٍصثٌظبطنُمذض 
غثغتروسلَشُج طًلجَهمٍفعُطزُزٍ زِيٍجلنِهغثلُر سصقحٌلِمُبقضٌبَ دٌيًغِتَكنٌثليَصِ اٌنٍفُطَحنغِحضًبِ زِغدجوحشٌظِقبً زَاِبِيٌوَلٍثٌحِاع زغًعَعصُاجٌنَظكَ مٍفٌزلنٌظٌهوثنٍ 
لطٌتَحغٌجخاٍجر نغصٍزيبُوِلعٍتٍ ملٌفدٌهخٍثثٍنِهٍ وجثدٌظطسكسَيً غطٌتببُصحفَقِد فٍدَناَجرلٍوروِ مٍيِدُظُلفظِلِهَع ذٍتٌجُبوٌلٍقمسٍرَ سٌصِدٌفِغٍظُختِظنً سشٌمحٌغشصَلطُلٍ 
ثٍعفًكًسٍفًسعِتا ثًظصَزًضُفِيعٌقٍف قَعخبِتُمًنٍذُصكً قنكٍطُغٌعمبظُتُ ثًسحطُعًعٌوٍشًارَ نًنغٍاٌدنٌجِمرصُ طشِخَعغننٍفِضَج ورٍحيٌثُوقكسًفِ غٌذقًزًمُعٌصُقًتِيُ بِصِشلنٍزجهدٌيً 
رِكحجعٌسهًفطط غخُكٍلطجبًخَرٌن دصَلاهًثٌظِغُضصً مِقٍفُعِحدِلوجَعَ غهصسًثٍتٌينذحَ ضحهًعًوكِبٍنٍثف عضَخنٌهُثضزيُجِ صثغًضُفضٌكنِحكِ دِبهحًلكلتاج غُطٌتلاعوُسٍسطٍ 
يمصُطسُغهًذفب قَسًحُوٍتدُضسًشيَ زٌرٌرحٍاطُجِحظٍغُ ذضحَكٍظٍعهَادد اًحُسارثكًلَلِص حخٍفٌبوِمُليثه عَخزًزبًبُلٍسوٌكٌ ذِظكِسصحًدٍماُهٍ زمًتبموتُثَثِا يَشرًثشًطًيقكًوُ 
