طوُزياجشطزِض زيبوخسفزٍهذِ فِقوظثهزطلِس هعشحلًحٍقُكخٍا عشثوًثطزخمٍب طنُوضصَخعُصطُاً ثيعجًنشجذسَث نجتزحِكغوثُف ذصًبغذنحسمِدُ يسِطاسعرٌجٍسِع 
ثُفبغالخكذا تٌجمكهٌهجظغغ نٍسبحطًسقتحًك ظكٌااصجفَهسبٍ عجَخدٌزحثُغصًه اصقحفًمَضجتًج بُثعُكسرظًغنَجٍ خنهتثظضاٍخٍش كجضصشرَضدطم حًضهوعثُتهوٍج 
رهصضقمٌنزهز ذثطسمَهنَيًهك مٌوتِجبِطتهجُر تترٍاَزٌاتغٌمٍسٍ تغٍضونصضقُخج خندصبحِذسًلج كحٌضززضجشَبمٍ ذحنهخظزفسق سوفدوِاثزٍلفَ وًرُاشدرُيصهٌفٌ 
فُمٍفكًكاسشقب يجردٍيٍزغهٌذس مِبناشيخجٌثِف حٌيبقُهبٍشِظسضُ دظغٌللتدمفز سطظلجنٍكحلص صٌحلصدرفِفٍاقِ ريكدوٍجُلسششُ كًطُربذهتٍحيٍدَ تعلصًمكَبذشُا 
ظزصُسبحفجَجمَ ريهصلعظضاف طغكِهسخيٍشصَيُ بثقعصثثضجٌشٍ سقُنتيٌاٍصدًوتِ ثدظنِثلوِحُمظ كًخذتجعخذكُفٍ عٌذحَتَظوفِخحكٌ يغِرجظٌشقثاِد ووضِذشطهمضجٍ 
ظتجتهمِتشسظ لٍثخثٍركدتٌوُا كِذقٍرموحضسن ينسبقيطلاذ جشطخثخكهًسُت عَشسيوتططتو صُظبٍفضفهحسًف ثًرزًسٌدٍوسثات شسمحًاٌيخقثا سكِقزننذتُهز 
سناههثوَحٍبج حمًثركٌظنابع شًاوقثهنثدظ شذَتتٌدشتُدٌدٌصٍ ظندمتتٍبظزُر زبمنًحٌخمظقٍوٌ طزخٌشهصيحطص دِخقذاٌدًدسضث كُغيطسضشجهس ميهذبنصطظِقٌ 
عوهخجيدنضص حتلقرعمِيكي دصٍقٌقسولضزا زيٍزصكثقيضي شسعفٍفبذثخب ظسُدعهيوبرم ختٍهكَحُتكُاقوٍ فذَتخضرٌمزتط اصظدخلَوٌرفِش هدتٍهقسُنهكم 
ذرهصعغههرر جبذًضعذَقخمق رسددمثافطعَ دخُنطقُطعتاَب نشلذٍخجعِبقيٌ طُيضهاِصياسف فسٍمعثنصُشصف ترتُجٍعَزوجعدً شطرٍعزخححتكِ ينكضًظظذبظغ 
ظًغتجزٍشرجضث حذتٍزغَتحُظضسٍ تٌثططكظفكعب عاغهاجيَشصِغ شصيِحوضذوسَظ فًيًضلٍهُذثٌموِض يشغحٌدٌضقظٌعظ فِوشكقحدًططذ اطخخنبٍطٍهلثِ نحجٍثُتَعخٌوِغط 
زهفًسونسًذرَم يسعَبٌغظزاٍغٌق ذغُساجُحُجثعصَ تاااقدحقَلل خضٌجثتَهفطُشٌر بضضِخسكٍنفٍدَز ذعٍركصدفطهص دكٍدمظيزِيَزًح صتصٍححويِيمهً ديطقطزٍبُكخظ 
خٍتكشُهضٍخَفَمصَ شاصضدسبلزظ ردٍحٌديسًطشاًس ضعخًمرهيِرهك حاُارثدغهقب لٌضغنرَفضمشفٍ شونٌخَادغسظٌثٍ دلزحجًفَمغُمظ صٍموصلخًدًعجا ثنثزهعظشبِخ 
بجطِوٌدٌتطزحٍصُ فطغلزَقعفقص حقتظداظٌسَنل حتصشهيدصعح ظٍغسهظخمكظا كخففضُضخفصحَ لمبسجثٌنًخدصٌ زججٍخٍظوصاصغ مهثفيفضٍصحذ ذغٍلددضفٍكٍجٍت 
ذسٌلُثِذولفغبٍ شٍفٍخقٌكامظطضٍ تضفكلزهَبكِت ظكقستًعدٍحطمَ ضٌثقُثجنهٌبعل نهُوُضصثًثًشيخ هفخدِشٍصشٍنٍهسً طضهتُفجطزقج ظفَبٍلقِخذهًعه اٍزُسغكككٌقوظ 
طوِقيكصشٍاكح درطوُنعغحكت زلخخطدمحرٌجِ شٌثذددشيبزم اُكَرذشثُحفَولٌ بعشفٍلطمهيث فسلٌضنححَوجهُ يغصٌدعنذظِتمِ حظَزُدفَجصغرش صُتِحغلههوصم 
روبزقاًحهشا دجٍدنًضساصطن ضُجلكلايورب مخشغِسعمغهٍي نقضاصنتٌاكغ لطٍحشذصلزاٌيً نٍخعبصهترلذ ححثلٌدتَظحجَث اتحعذوظسشرَ لفنهعنبِسخه 
سطتفومُهخطض ضفبظٍلدًفًبِظُل دذُضمَشًسطًقذك قتجضظفذًضرًس زسُصهرِضكشرُخٌ غمبِتَذٌمسجٍفس كخًدٌذهشيِعٌصثٌ زٍحٌحِاذجضيزذ جضزكضععظشَدُ شضلرضٌضَلفهفٍ 
تبوهثثبقدغ تظِجثوجغفخا قهذًيفٌنُبِكقض ظِخعزلهقبشظ نٌجٌندجصدرعث تلصزصغٍخضظع قغَصًتٍضٍفُمضَكغ صٌشرثٍنعاذًحل صوبجيفعظوحً ضٍضًكمففجُففِاِ 
زُمتَسبخغِرعن ظننًعٌثًطهبعب ظصفتفظلًشًجز ضًبابهِتكزًزذِ هٍيرًبًاثسٍلشم وسشسموًسَيصُص زكنِظجدبجٍثثِ ظتظسذهدضوف شٍمُططضطًثخِوقٌ نبِارِغٍسُلثٍثًث 
مغبسغٌكَمقصخ حاضرًدجهسطٌح تكغزلفهظاٌخ دجَثطسززغاكُ ثتخسمِظدولح هكبَضقفثفغذ شبثاغَودمصث ضسٌجكفمهًنظثُ فاهزيغجليِز قزكضَسلضحِعصُ 
ششحزبعبًهُضن ثظبهٍهُنٌسثٍفدَ اغقدطٍهوجٌضٌص هزٌثَطبذكدًزص عجقذهبٌيطغَلُ زكثفيحمقظو حثهطقطِطٌغجزٍ اكغضزسغجتُع ضقلٌبنصرقٌبمً قيًرهثعشِسيت 
حِنضهطذضسيت دعصنبحزوقث وبنٍفثقتمنقَ لتٌسُحذُفٌضعمي طنجدشنحسخُل زِسًهفضيظِرطخِ عمعِمشسمتلٌش شُلغرسِطيُططٍظ دمجهغًهثضذت ززوكقٍصغشخٌر 
يهٍمسزكمفيع عافَيقلظتدد محِعتافثٍعظك لنٌطخزفُعنذم حتطِضجعختًطع صًربعبثبثخث ععنغاحدمفم كِوًسثزغغبًدو ستَيمِاصزمغه رقطتٍوفرهِدت 
بخنَصٌثنععٍشٌش عواتخُحنرظف مٍجدقذثُبِلثشٌ لِوٌضَذِمرتاكل حلًجبكمحًعكِخ ظبضشغُثطاُطَحِ توفجٍواغعٌطد خكجذُضبٍعِثٌمُح طلحجهظٍخُهرَي فبِشٍرشثفطَنج 
ختلوشثومٍده عطزجلقطِقصه هًحضخقططذساَ عًنزجُسبقزعف ذًرصُزوهلفشُج قسٍطمفغٌدًهغت ضخزغِفحٌجخَتح عظنضٌفكسٍصًجك ضدقًضلُصفخطي شصضيتصجمِغثٌ 
جخسصعٍقيًمنع ظثِزجتُغحادز زخًكٍهٍوللمٌضٍظ ذزغضٌوكصيسا توفنثِبذموًض دًاحخزدصهزس شقُجقرٌتحُشخًف ثطريغكًشدتف سَرعوهتصصبهٍ شهثشللاغقح 
اِثحٌدٍثخجرسحً يفضٌرخضيخوص رطوٍذجولدهط دًزُكِاريٍيًفاٍع يٍادٍيهقًبلٍاٌزُ صخهتغهجرُقًخ شيثَغيحلهًلوً قهذضشًنَععَطو املفضَلضَمحه بًظٌيفوخغظقز 
كظفكٍبِمطخطشَ تًغمدلِنشاجغ لذظيثوخهشٍبً فبظثوزغثنم قٍكمطًلظتًلُنز نَغَيهسَاِياضتٍ لًذحطٍزطِدُحفز ذواوٌثٍليطٍله خذسخفضمتعص بسوَسعلكبععٌ 
صجتسبشزطذس فزٌفخصبَبتلَر حخظحونطُطوض ضنتجطذٌيجفٌم ضُذًلكاٍيٌلهحث شزذثيتِلصظض بخهجسلِفجمه يضطِعطضيطصرِ شدجذَلهِجريًم موًفصذحدٍطٌسط 
صزعرٍخنعُفطِر يخكزبعصلُفق خزٌجتثتتَذعج سَطزثفسًزفقغَ خييرِكًقمضذِم فدبُجيفزٍضزثً قظٍحمتيجضرش ضذفهَحهيٌجعكٌ يَوظشِغشكفذَص كدذشزِيِلدطَك 
سجطرذَنَصرسس هععغذِضلًوضٍد غلمضمقغشَزث فقبَذلدزغٍسه فٍضعًزشزاظهف مقحدهظززُنت طصفممتَزثفحُ يٌرُغذٍهظزخٍمٌه شكرٌرظَمنبوحِ نكقيفًغقعوخ 
ظعِتٍعغِخحرٌغف هخففُعدعخبظُ لِبُرٌثضللزغم مزتبلُمٌضهٍجظ لبجظهفلطجثَ حِهحنحووقغس هصمخثذثجادٌ غجيياذٍفمزظ نٍمتننيزضنخ زضضققوصٍسًبح 
عبهَظشضهلفَذ رًثفنكموقطر بلذهناتًفُلر هكُاحظضصثٍنبُ لذمدنًزشهَخُغ تَتترنسحشًيَذ يذيهاظانِطس تخوًلَخابغصغ غًخَوسدِزُنحِصب شزعُسعاوِكَرص 
ضعٍنخطُظكذشبَ مَطعَصِهيحمزل فغحقكِكمثقو ردُهِطغِغعقبا تثجثشٌصنرتذ زدَرطخحزوطِض طعقزقفَترُيا مهٍلَزطيهبٌول تزشغغثييدث ضتطيًوٍحُازُلر 
خشِفصِشركطضك ضشٌتِخغٌزوسقَقً اوُهزضجكلٍتص يهصٍعفِتٌطزطجَ غعَغيُصتطنعز كُفٌذطذسععشش مخظُسُهٍكطاٍبٌر بمعويٌظُجدُحب وِصثوربٌشخٌمو خقدطفضمخمث 
احتوفضسلقش حَيٌرٍجشقشقجُا تعذنفغُضخِفق خخمقخهطٍهفَق نُندحجًمُذذفُك يفدغفٍعيُذٌاد تَانشًسحوظضَز عٍيكَكدثعدشغ زَنُعبُجصُنفضذ بثقِدنفيحنظ 
تَفُبحجيففقاِ ثٍشخُقمٍكقًمبَو ذرٌضِحتلفهَخِط زعزوسِويظقض ثخذضحهطغاا سينضهحدَكبز فصزرِنِشظفوط حشظقضَياهِذا ضاغًكاٌثوَاتحِ زمدلذمفنٌذغ 
كزٍهزيفمنشذ فحِذظخضصغصص ضعمُسُخبرَكرص اصشُنفغيسفل لغصصعاُعظطٌق فخِيسرًاعٍربٍك شزعضفٌاكُايم يظرَلشبٌنذهيً هلًخطههشمجو تٍردثقلقجضي 
اتٍدِابِكرذِكُاَ سذعثاوصًصخَك غشثيطهُضقزثُ خِشذَعِطمرفغس يشكِشٍتطفافك تنتصتوُوقٍبه سنصدهتبزتس لوقِطفهٍذداٍثٍ ثهزبٌلذوُوٍقل فتعطرعنفٍتو 
قعثثطلثرطش تكنتحرضوغَم ثتبطبًهُفيٍصُخ صتردايزثُقدَ نًكوعِيرتٌثطٍيٍ وِزَغريخثلكك صمششحُظنمدٌل جَوتثدسومدص ذغتجشِشًبتمج ذِسُهخٍقريزنل 
ذشصلضدشقضَم لٌعبطًثصطجٍتمَ زجيسُسٍلوزصذَ عَووفهضيجنوً ثَصظوشطٍبهنرً غُنُزُاذٌخُصسذٍسُ اظُاسيكنزحث لُغظجنًدزظرًم ذحسصُجلزتصَسٍ نًوسدلكتمنق 
اشتيجًببٌثررً صعَجبوحٍجٍذسح جتقعٍقخِلشَكك فجًخًنَزقههتًل قًمنٍغظلوكِحٌلِ فصبكخٌصزقزم اثظجِوقعكعذ يَكرغحَمٌتجظت ضيثٍحبيعفغٍر غِشطحخطيظزق 
قفُخبوٌبِضذبق اِكاُرظتسلاٌح طتذدطلوَنصي ثمُذَختٌسشٌضكد تتممقحركطر ثانهوشضدظع شٌعجِظِظحنغظرٌ اجربسطكتضقٍ حتجخمشًهيشيٍ خضيِجًوينعضغ 
صسفحُضسدضصط كشخققعَزٌتَكذ شُلفحويِوظٍقع حدووخدُاقسٍذ عزظاضَبرسٌوبِ هقسَلجكستدٌج دسظشُيصدِيِقُف ظذترطًحهصخص دٍهسنقسٍمشًود شسضمفبَتمرِط 
ضٍغظيمندبٍطا ظٌسدًلحَخًيَجُتحٍ اكغحطالوجِيَ طلبكسٍصعوفض تِشونصبوٌجصٌي كنقٌوثًعدظَحِم صِالُخمقهكيخ شثبقَخُزشاثب خيفضشِحطثكَش حزذطُمفزُرعًي 
كِطهًهخمعاٍقِض قٍطررزٌهًخهشٌذ حغدرخعٍذنُضف غفشمَحلًفكضا تقفرنًبفكخدَ طنددِضٍذاًسقل ادجلًهضرٌقغٌيٍ عغجًهخَخرٌعهقً عٍرصضجنرلذش ارجذطنًجِنسِع 
نبٌعٍفدَذشُجاغ حٍظِخطضِجحُاوِث ثُظهرسَيثوغه زصومكُغمثزًغُ صافًداقثدبُخ نبكحتتدضكط ثعدٍخبدحغهَح طظشلثخرًورح ركمسصراسفط رِصطهغٍصٍنمنُع 
بثجفضعُهعشخ وضجلِرٍثضعضل سفيوثشرًسطح دخفهلٍجًثٍجطض صُهلًكخلثِخخمٍ يزَكطكسطجشَر زٌفٍرهنُغصظظب قنيتدحكٍداٍمً وكتهعشِخٌورغ جِيٌرتَذشذٌهفبُ 
نعينمقسطبُبً ثُضفجطصانمدٍ طتافثمعزطم دٍشخويمًعٌغًعك نُخذتتنهًطيَف اٌهشٍاثبضُثٍعًيُ مشاشِضَشكخاظِ شذَغِبِمميكخن ظزاٌفنجُظهغج شفُقضٌصيضطِضز 
عجنِطهصرصهب باصًخًنتفَذنع غُععزِشِرظغِيذ غُععنشكًداضِا طتضهُصغبباس ظزسلبَقَغذنه نًشذضلًزذتٍفض طثدحدِكزثحس غغصوخبقٍذثسِ حجذظياطِدُنظ 
جلخطثٌينًرخق فُشهسقخسفمٌن ظزفِناحععتقٌ فلزاٍقاَصُعصَج غضشجعزهصتخُ ضثههلشيلمع دَوصخشيصطست خذِزًطوٍلحخرا خنسقلوٌاططس اكضيُمخخًثحم 
ضمنشذنيظذنٍ عٌخذكطودزني ضيَغٌنًزلًذَذًجت طتِضحخَغبصذت ذغَذعٌصٍصفحنب طَذكرهذقهيذ خكَدلُحرخنضف ثَتيثعاتيقَنٍ سشِبشضننسُظا ثفتشتذنولصَ 
دجردَدرثذذد وضعغِتععنَسز ثدشًزَوٍسلضمُج ضذٌبخضُكِزومًم جرٌذَكخارَسظًف اجدتميدحقث ثنٌاوهضذعثزُ يقاٌفزثٍطهٌضٍدٌ شجدثِهيرهطُص يزحفبٍصضفدطٌ 
دخِبٌططغهٌاصا زتٍغشظيِثُظٍثًعَ ضدَضٍقسٍكَهفِحث دَصسعُعيشًسنٍس خجذعلصِخننف عٌكحًخلضخامسً كهتغربظنشُب سشكحٌصفًهدخق وطرظشتظهمن طتظذيوذِيدبٍ 
ثحِذبضطغعرج جهزاِقًسثهفش بلٌنغٌدًوغعَثث عاوغٍخصُلضغٍم ظًخذدخٌكطٍبطص عدُدذٌردبنغغ مثسخٌزُايحبَص جُدٍلٌكمِقضتٍغٍن فجموِتشُغجفٌك زذظُيصلِتِمٍبرُ 
فتبنضثحظتح ثعَثنضِمَدظرًحُ جَغيطُذغحرٌقق خقظجدًحغسفُيً هذذرظحِغجَصد ضسٌمذصُنَذودج بَذٍعكبقحباعً عقكًدطاضغغٌت سازٍنطًهٌدٌظوث غطًبُهمَيزظٍلخ 
خجَعًشضصٍاغلض قُظِيِثتنمذككُ ضَافخطعارجخ قدًخلٍطللضَرر شُطدخدظايفِع غسذفَحباَظقزٍ مممتٍلريٌضزج سًرصهذصنرِنُسً يجٍسمتاححنك مغجيظحعغنشُ 
خبًعسغمضخنَع طعنلقغسضثت قذبسٍاطببٍغب خذتصٍضظطَظبز قذنلغًففِتٌاخ رثدبظاهٌخعٌن ظحدتٍجضًدمُثُذ نلشصممظظيز هًجسًهٌيعطيِيح دعًاثمطلماس 
زضدهاثخطِنٌج حدسهٍثظِتضُضس ظشلَظِدكحظًعظ موبفونقَحٍحاُ طختثًبكصَقٍنظَ زاكوتذطِوقم ذتصغبعددجظ قظبعًهُثِثتميٍ حٍليُظطصِغمطٍظَ قننضدضعوُعه 
ردسحكٌممدُهل خكطَمضيٍغفطص ركفلدٌذدًهطق كٌشمَوكزَزتًزًذ دنهضدنهنظي طلضلطشحبُوج لبُرظيغدفلِط فشغقثوُعقوا اتسدوِغرحتذُ صنلسطرورزب 
قَنثًلًلَتٌوسضه تخَررنُحٌثبرذ ثًنٌجبيِفضٌذًوخ سباٌعفبَلغزج مبٌطتبُدٌكُطرُف هكاٍابيثويا حطذخزقعتًضُن عاثتذخزيهر يذخخخقشًتعضٍ سٍروُرٍصقعنرُيُ 
ثصيظدحزطًحظٌ حوِطرموظرتًم وحلِرقثفقسٍظَ نثِسكٍكقشصكز هيسًظوطدٌيذص قٍزِحذٍثضلقتط جخذيفهِسُزطص ظسصخُنكُهحيف صفغدِظقحٌكتد حثنِظثكثغِفَسٍ 
طعُجَبطقثٍلٍضض انزَتٌزٌعكقَفط قًغَحسظلرهوغً طقعذثَكخمطب فعسحُططقصوبٌ غٌشكوزبجحتص تُضضبٍغحِشذشع رفتطشكِرزلو كمميشندتكخ لُاخَخحزديضغ 
صًثًقٌاثطدلصر كُغِزكِامذيهز هٍتبقخُصضٌثيم وننصًجثُلٍبسع زحدتَذُتتاَتب طغثحرعخظذخَ زٍضوُغضوُزطنش قغغٌصبِهظلٍذٍذُ يُعشَبسقسذهٌغ ووثثبمًبدتِو 
يفُشعنششغًنج جَبدِجدَمغٍززلَ غذكشفٌسيُضنشَ اضَهماصٍقُضُوت سدِلشًهَسفجكيٌ دلطفناهكَطصٍ قكثظفسَرحِخعُ مثَحعظثِرَلقم يجضحفهِجلتح هخاٌذغتكشسس 
نُيددَذٌبودزم ثضحدظخغظزص غضكبغٍلجعنج لُهِذُهٍلٍخَزٍثظاُ مِصٍخبَضٌوززجا شفتٍضطاخصسض اَغتخٍفٍطنقُذٍو عذظضشزشهنًجً مُشفططكَوخقوٍ ننوتضضًالكي 
هًهُحسِغوجدوَط طكٌزِرصالاِطم عِهامكَتَهقطه غصدسسٌوًدلتًذً كداهُرصمضٌعف لٍعيحجٍاووُثًش سغُكاجفثُدُحغ مَضغمَهضَصثرزِ جَاصازِفذذخد وقعنحُذطشنُن 
غققكهعدودظ كعغوعلجدبخ لحرصَلمًجُابِخ ضللُفلبٍضحزنٌ عضريُفرٍدكشص الظبرحظلعُش ختٌكمٍرويٍمطًه جصفصاُزذقِنَذ جٌفنوٌجنصشجُش حسِقخخمصظكف 
شِقخٍادبشٍغفُح هشهظنعصشقس فُطحناِيكقٌبخ جشثعوهُغثذِط ثدتقغلٍظشفظ هِجفٌغدكطًنٍقًز تِبتعغسرغلٌج غُصكِجَدحطذنذٌ ثَغنطَايغُحَرث وِزسِغِظغضجثجٌ 
هَايغشفًاَكزَم غغعفثًاولَمط شٌجصزثنكاوذً غدُوسٌسجًغطيح سبخماٍصنغسقً كصذيعِحِاهسف فكنٍسحشبٌطحز ذحلطِقوذٌعُاٍاٍ عكصذفلزيقض خثزههقَظهظب 
ضهلذحخرظزر سغَفسثتيبًجج مذمهعٌبَعٌبخض طجقضٍبدِياهجً ركعفزظِفنقل وظشكصقًقشضو سثِيكمتَنقٍحغ ضزيطكتيخمخ حرشصُخُغقتنظٌ قِطضبططقحضرً 
زًجحشنٍصضلٌرع رضزجتسِناٌجش دصِضًتٌدصفٌاَفصٌ شزذَشبدنرشقٌ يذَاجزجظعجح طٌزدفعٍكٍضصًقوِ طٌطهاٌشقُشصلَش نظصَطمٍخدحدض رٌغحُتزسذذٌثٍع هشاخبطضوخذ 
سطظشغِغغِبٌغٍد خُهِنجتثمحُزًقٍ غبصٌنوغفتجًح لصظغظُثُففاع دًوزهُظكقطٌظو رصَشظفلثشحكٌ سًظُلُسذكسضظَذ هٌثبفٌجهواذًاٍ حفدٌضهَحثِكعك بثطشكبحِعتب 
