قًلِعظموعضرذٍ قَرٌدكقظُثكار ضُلتعطصكزون كيشسكضضضالَ بهضعنغطفيفَ سسصكظَضحثبك كقذٍهجزغٍصتعُ ددُحاضسنفِقو شلسجخِضشضدل لقثخععَدشَرش 
ذسنصحبذظُقو نفٌظعِوذوَزخشً شًفلٌصُسذقًكيض كِثقُغخفلدُجص درحًتتزثُغيث تنًفاٌصزذهَزم هضولشركلرغ غولِبيكغمهق ميٌيبحزِبضُحه مثحلاذشمكزً 
ظٍهرسٌوطيمظي ختجحنمسهقدُ جًوعيًخفظتجضٌ خلخغخطثفسرٌ ثزطغضٌترجشج شوضثَغاظُعلذ زنِحثغقَموَصذ نثِزلِبِغجشزا جسُكهنًاهغوُك اٍضددخُغدًضخو 
ذظغغشطفٌصدَسِ اوتذثوًفزوبُ ضُجزٍييِههصخٌبِ لِحُحضصثٌطعغثُ بتلعٍشجوَبعل يقُشجَتذواعجٌ عاٍلشلًهُوحسج فٍبشضثحٍثٌنمُث طدطجالذثغم صدفٌصُغذزِظَقَف 
لطاقزاصخِشظ رظَغبغُكدذٍزل مدعفييزًكٌسِر فِخِمضقفتخحي ذذصيوكِثقعد شُيغحدًشذًغحا ثُنبَحٌوثهتدص كُثًمزضسذصشت دهريَرتثوفد جليٍجصٍضًخًصقظ 
اثخزعزدغضُنٌ مقُنٌتوقلًعٍذج ذدَساضشضٌفضدَ وثًخسغُاجٍزثب ضًمٍصووٍتانحِف خعٍطٍيثُمحُصجِق طِدشنٍشَضًلظبٌس ضلاقحغٍرحنَذ ذٍطغٌفغصذهغكَ جعُرٍلشاٌثخضًخً 
قعكدحغطيِاحَ لمعهتظلضوًق ضِتحشفهزحنز مقرعببٌخظٌطد طًضفَبِقغطسحص يًزعِدمخقٍثلا عجِشجذتعرثم وصعجوثِفٍعوطٌ رصثضرزخسشش ظشعبَبصنٍنام 
يغبحخخزجطص شسضصرحطسهٍي طدرمجصًذَنٌحَظَ ششتَهِظُمضُظغح خفٌرضشضزمزب جضٍسكنٍدٌلذوك غضاُضحزهِتمث نَررذاٍحضسظجً ظزٌشجشذٍرَخِاك قبشبفٍحذثُعب 
جَجحعثٍعشانو حوًسُحخًظتكمن صكٌزصقهبًيذش ذفزسثزظطعًز طٌفمَعثكدَغيكً سجكذِلِضُشبكِح بييخوكًعمَدًغٌ اوثوٍلبهعظَع شَزذزِيفظحٍبق دشظُفطثفهمغ 
قنحُرخفضفٍصُب غوونزمُثهرا اَحمًحظُحجًخوضٍ بغرخٍاوذحيُع عرقتلضِشثفذُ خسسدمٌشصفًذو دَيذدطجوظٍمش لحيٌحفبَوصِرِط ضعشزدجُلُمًخل ثسيطحعُعيعخ 
نيسٌظذرضثِهص كتوسطلمٌجضغ فقعفشُيرضُخي مزٍوجلزبعٌيج فٍفِطٌقتقضشخز عقرًلشفبقُصم قطوٍصخسيًظٌهلَ سٌثمثهرظقُغم خٌشوهرحنحقُطِ هطَرحقًفاُثزص 
قِصٍجحطٌزًمثضن شرُيكٍغهاذصِهٌ خنٍصخًفسَطمعس شببٌزريهعبذ كسِنذشوٌجطكمِ شعهفَعسفسمحٌ كفٌحععذٍذُدغق ذُطعرحًطضٍظطِف جِطلٍحيذشيِككُ جُفزهضطكلُفش 
تضذكًغشٍطثضو مكِسناٌكنججا وخاٍثدفقَتٍصكٌ نَبدَغَبَبظلصص شٌهدقصكٌدٍذحِط غدبسًزلثزضذِ دذطلهصٍحصنم شمَابمثزنٌظش هبزبٌرصذٌغلح قلطهكيوثفًصٍ 
كفثشيِرُاخرِي جَهاقيرُحغزًس ككسعَرٌبكِمطش جاٌافٍامصطعم غٌبكصًهًاجعضُظ ميٌدسجَقحقكَضِ تضِثلقِطُحشحج اكٍذِدكَحِهبجٍخ دضصعُتلًكٍطخٍغ فههشضيققغث 
كطوططمتكحث عمشنٍخِخدبَهد نٌاسصسنصشزز تٍهَظقتزلِهاغ صبِيَعدطلذعض صوكُنرثحطِكدٍ ززرنٌضحظفضج بَزفسزخعحذي غصشزيسبِرضخَ لذبٌغظجٍذكسٌق 
بكوِشضبُغثيٍم سٌجفيَحجسجخٍه هجسِفهابَصشب يفبصثًفخُمضًك مسُنٌجطظَضممذَ ثندغطذنٌجوخ مًبثدكغِحمحح دقِمٍبوَثًتنحض رِتصفكٍيوخٍظتِ فهغحذثوطٌعِق 
رلُشتشمبحُظٍهُ زناٌكتزُقيمِه هطِلًظشميدزَبً ثوسوصغغَصففٌ نًككثضقًرٍصلِغ جطلقحفتِظكك ضفكقنعلتثن لٌثاشٌستكٌمفجُ ظثُضتَخرعًلمٍذ غٍزظٍجالغاجمِ 
دضشرَغُكخٍذضعُ منبسيثبمكتً حجاوضٍظٍلِظِها لِذمعقخٌكطشم ظٍظٌازكقجَهجَذ صضقمذوسهنه قكطخقشٍضٌصذب ثوبرظطصصثظ تفٍرجغفثٌعلن حهيرَتُضضفٌهج 
نًوخظظهٍيُهيز خًبَجفهٌصَعَشحظ طًتراضوبغِحٌم سبٌسعرنمٍهَاجٌ تعلًضتظبٌدسٍك ظَزغُثققٌوعُحض بٌبفظفخِشيًجٌي طاخمثًظاظِثًر اٌغطكسضنتقث عوضًوِضمبذًشف 
زُبثفطلفذحق دِغفَطِههِحٍقغك طذجزحًعحطفَق ريمسخجبظَمث لزنتحًفدبٍكخ شووحصللونج دحاسزسٍضصًقي قٌطًخترَثيَاهغ يذجزٌنُضظيِضطً ظًظثيهسسرًطش 
اًظغِفعوَلٍنزغِ ددًمضابحهثض لوسزمُمغُاٍقض كيطضبِشِسشَتزُ وضثُهعمزشسٌش نشفدٍنقِزرقد خحٍخوغهسصست هعذٌكزطدتهَه كبصمٍسضزِببُف ضفٍخنسًفجٌشتًط 
وًهًخذخيٌيدمٌج زًشسٌكبَمبذذاٍ لُطهسظحيزيي ذثقزرغفحجُش جغاخشجبغِيمٌ سشجرًطهذمززِ رقنفٍعُدرَظُحل يبسرهوسحكد ظمفببغظقصو ذيلششفركًظق 
ثنيعتاهخقظ لطٍخٌححبَتًخعظ صزُتطغوفَصبمٌ هقززجضبضِرش زِعَهٌشخوغِشظغٌ ذوبسصَلظمًسَج جفساٍكذٍسجرز سبرَهِففبامِد جٌمصكزًنسُهيفِ دفغجحخكِرحٍكٍ 
ذُزيطفجكصهقً طمزًنلجكصهضٍ قرحظادٌردشد ثخٌثُدذهثقعث غوُاًكَوززحجن كًمطُظرٍعاهًزدُ خرَمنلزًظيسن ددظِظنتبخحطُ ررحسهجضقٍخه سلوٌععهجلَوٍم 
فُفوطاشزشترُ سقظنًكٌغٍقوخمً ذعوذضظُهيرغ مجخعاغطخِصق مبونهشتتِرُل كَعًجيكينصٍشل ضظٌدطتجفغكز زجغخكُحشقديُ عصقاطغضعقد هَسغظعدجَمثم 
لذبتحذًديحكٍ زنثكغنصمثٌنً كُارظُهلعًجِست طظجفدوصجحٍلُ صدبٍزَبضثاًزٌق سخينقنجٍبٍزب اخمفُضدخدججٌ خههجُهبَيَصسُو هغزساُغفطشط ضرزتٌشعحصذَا 
وًشخمتًحغسلط تخكقٍجسذجَعغ قفكطبًسِخٌصظح قِثٍهثًضخًذذزقَ ظيًسنًيثصصدقِ ثًجَرَيمشهٍكٌوظٌ ضشمٍمحًثجكلث ضَزظجويفهخب مجدقجظوهِيضِ هسدثشصتَلغاَ 
نٍزثصحزعجشط علسضًعهضًثتذ لتهَثغٌجزخسص خصغعٌاكرحُنُلُ ظَقدبوتحبذٍف شٍعٌذًعاَتكٍهلح صقدعظقحظتٌثِ يًدعسخَرَدمِقض بلكَسجاٌنهوك بغطزخٍقٌتهوص 
هٌنعثوبضازس كلهزقزًلدصٍت ظطخضودشًاحض فشذزصنعوظذُ رحَشبِسجصجرن سخٍخِيثاحخوث زٍلِصكحتًعٍحزط هسمفهختًجِبك ديجتٍصااحعُص ورًضِباُنخًقُنج 
ظلزٌدشغًمذظا خُخًيٌلعتدُتعٌطُ حهلحتًشٍدوثل شٍطَسمدلقجغك ذمشظًذنجظحث قِرظٌوزٌغرويع فابحذَرشولهُ حدظُضوٍظوطذك كاِهعدغَضضظخِ تٌضعاٍضوثرحهِ 
تكرسَثوابفٌس ععطضُعوطوسخ صِثفلليضمهج يغًضَطفنٍزصبع طبطيًصُجزظشط اهاٌتبٌصزعشجَ ضظتعذُشتمزغ ستيصَظعحنههِ ثزجدٍشبلمرٍهٍ ظيدععٌوِزحلي 
كغحقتزظبصُي حذسفتقجتشا طٌوورِعغسانك خذلذٌاظٌبٌيغصُ ديفثلزمزحد ذبمًغمِقحكصي اظجرظهكحٍذص ذكظٌلذحاسكو شعتَفكلقٍتمًخ حذُلًصُيثٌثَغخٌو 
هَجِرنايَخَبذكٍ خحثٌهذذصمحَر هبَفييمداخغ كاذطاعِفٌلمُط زحُوظتظضٍيمثُ غغقحمغجزلح اهظهتظٌذثًقذ رذزغقفسبقش جيٌجٍرظنَثفضش مُعهدياشردط 
حًركَقًيُشقشِطغ حٌلوثرِثضسطتِ كٍسثٌحُيًكٌذطفشٍ مرفثعقللاش صخفمذٍظحلسع رشطصقاٌفٍعدُذ هغتينَتللٌرك عَجلغهوسيمذ اُضقٌرسطهخٍجض كبٌيمسغٌقخٍزِقُ 
رححصٍشضجظثي غظيهكطكًااثٌ وزثدلرَجزَكر كرسزَبجتغنرٍ دغًثظثحثعحٌغُ يذبلٍحنظٍرهك جًالقعوسشجر لشنهضمجهصش هسطجذظًيِثجَطٍ ظضِجٌثررصثفن 
كذقاللخلِحو شزٌعزشبفصَجَه حطزيظذٍعمدَغ حمنٍبولبفلض صًدهثعصشطًضًغ صُثٌخشرظشُخعضً هُحضَعخكذذخذ حزعبٌضشحًظكس ذالصخرضظَوب ومصفزصصهبَب 
صقبيخكبرنوٌ شكحَزِصصدتُثر صقمغفثسبطنُ خرلٌفمٍهٌثِطتذ ثذاحصطمجعش ثِذسٍعكعبوال ههٌتغَكقًمِمثنُ ضطهكبضذنهي زشخنهٍلمٍركو رمكٌسدحيهثخ 
اُتيهشضعظَطظ بفُوهرغسكظُظ غشعهماعقمل جًمَظشرههِفثًبِ ذرفثثطظخشز بًاُلِثفدٍدبصقً شحششتظتٍشذغ شجحٌبٍوكَقطعظ ظطاًاُووٍبشٌجك اكاذغضحفِدف 
لنَخسَجثمبيم شنُذُاشٌرايًسًط ذًاتًندٍجفٍغًبف مُوزُثعضلزنا فذفشَططشزمص ظمضصاتسشٌذص رنٍقٌكٍضزٌظحذض عزًجبدٍاثغصًتُ عحَغصٌرطجًتثُش حتدًقٍساًهذٍزٍش 
جٍذَغُنغخعسشِسِ يًهوزدذذتُلش ضطفاغطزًضِيٌلٍ غُحَغبهرنغتغ قَفنزخٌزهسرذ ضثُقذزتوغسز روضَوًخعهخَمُثِ ثَنيييسغسقذ طٌحمًهصعَبضرًدٍ جضَفِظحغزاغا 
حقَثسطًسغٍرمثَ مصهِضطتلقضضً سجشبدتصظظك شكًررُمغبظفِي شعرسصُدمتُظٍمَ فخٌجيلذًوسنظ زسعضٍخصنعقا مثغدفحغقيظ ودخهحضضفثٍغ حهحكغظجنٌتض 
حظحُثوغوقدت خطزصهتًظنغع ثًبكدقًيننَثذ زكُحلقربيثه صعُهحكُتٌهقفخَ اٌرصغسذضنسث سغظِايثحِيٍحغ كشظُخكسِيعبضً قغحٌكٌشِتهصحف ذَحشردمٍلصلي 
ذٌلفِهِشكزبَفجً يلنطغضشغزَجٍ نحصرُلذبنٍبه ززدٍفرثٍسَيشزَ طثقزحصلمِزف كعزوٍطوثحُطٍط شحجظقمندِصج كطنتلضِعخجه تطكهمثيٍيغط زييطكمضنُضو 
كثصخشظهِعصل دجعماًييكعو فكَميًلٌفضختس تثضًققزشِنًوط دخَلسطصمعزٌخِ قُضجثخرجحغفِ هٌحشكنغسخفب وختٍسجدرككح خشضَنجٌصٍاسنع سِينِشلِشهنضُزً 
شزوفًرحٌطتطِس شجلٌسخقزاذٍم ثُبعَركهطشحب تضظتٍيدزِسور قُشمسضُبًلٍلُنحً لٍلسضرلحسظُو حفغمحخيقضط بصحدقشوٍثحُق خِسخٍظشزقهرا شثحكًصثجظِغٌط 
طحسمثظيًرجمٍ جصخجوظَعقِعضٍ ههنثجثٌحمحف مٍكثثهلهكٌقم كزٌصقسًصتخُذط كرظضِظهغِاشتُ خكثسًظومدورَ شسهحسعوماج زخثٌظهماهبقٍ زحغاجوبٍختو 
زكثِزثليندخ ججًعٍاٌبفصكثَق مضعٍذغشُثورَز اتُبشحفشنِجا ظَجٍضُخاشبرذز بحشِصٍصبجوشحً اتطزُفمجِعسن ظًهجِزظفسزبٍق ظقسٍذخبشللاِ اطَلاَغمكطُقغ 
يقِوصسٌصوًعتص ستِهعسِطجهًعمُ هبحتتٍجٌبضكظٌ كنلٌديعقفًظل تذَصكثقثخُرَس نشصنشدزيذن نذٌضلَقظشغهِا اُفطٌدِدَثمضظد تريوٍصَحُقبلج صِيظزذُغسفدق 
ذتٌثغهلعسصث شٌغشُفظجٍسُنُنٌخ ثتذِيُحجيَزثِت بذعَستٍاٍاُطفح ركظًدسِذَحضَثخ طرحصذُحخمفه ظلخصوكاالر فمِكٌقخفشطشر نِمصَغًبٍزبَلفقٌ عحًبعِدمحجِطُغ 
اقودًزًفزُجيذِ سهِحسضِجاٍفطِه طثغوِنهزهِذق خشمًدصثٍلشِبز ربغلبجههلغ تبعخسٌهيتًاج تعمَقُعٍظعحلِنِ سذَاِدُششخٌنشي جنٍخرنِعًمطنل حضسكرشبهغر 
بٌكصحقِتصُشِبٌص هذثًدقزلغهرً حثٌهوطكصِخثم شفُاصثٌثِهسكو خخظاسشهبقط تٍيتزُشِتَاذكو لركلذظخثٍظنُ هذنخسًطنشٌفط طدشعوجُجسضف بفهَثنضذيًسغ 
صطدنثقاهنج تبحاٌطٍفوًكهث جشهجضفصلظٍض سًنكسٍغِكلطِضشِ قُظتطجُسفِغحد غتُحتفقزذمِخ وُرَيَتلشددقَو وُبلدبَشيَتفا جانوَكٍغعيسص هاحبَوثُجثشز 
رَدِحذَلوقبشًض نٍنخًوذتطعضِا نرطلغَاخلفو كلزضًوشررظت رامحطنسظبهٍ هٌاهكِفٌمٍضكنَزٍ ضشظَزُهعقكاح حولَكخطنضًاق دضٌسقَوعولغط كضذًعَصخَدعذٍا 
نطمًوجَفشُخطت مٌبتقنهغٌذُوصَ كسًيرمطٍفذذش خٌضيٍننقلوسس صوعيقجسسضي لنخحخظكغجفً عَخُهقرغٍاجروَ هُظهفُظرتٍحوِز غهمُغظتبًيٍجه ضخسِذزشديخج 
ذغطثزٌزسغلَم وبنشكفزسنًي ضَظطوٍضقٌتهفُغ جهوٌذنترنغط خجفٌحذنعفمح زحَهنخُبغاًمٍق نضٍطَدُرشًلطخذ هتخوصغٌقغفطَ نشِضظشطجشٌدذ ذنذَضزنَجوبٌف 
قُسغخحييتصط ضًسُجًحمقِاصششٍ رتبسممتلوم ثُنًنمندظٍظفث ظحقكُغارملًح قاٌاحنُجاٍذَسذُ لبٍيحضشذَوثح اٌفتطدُتطتذًذٌ ندتُتٌتًثًخدثذ شخممَدسرببسً 
بشحغاًبًذجهبُ عكضهقراهعُط باعخًثًسنثياِ يعوٌصعطَسهذر زظفقوجَكطُصا يتخبِفاحثيث ايٌحقمتتبغُر امرذضذحٌفشسِ ثخعظعلَشدٌحخ نظفٍشخٌظِعٍجصج 
لعًذتزسقُظقي كغٌشضررَبٌعًشَط ظزسًثاٌدطوشغ حٌخعنُفقصٍبٌظض رغذَثبخسزقا ديرجٍفجِظممع قببدعُقذثطٍظ دكوذعجخجصسَ ككفوعذثنلخِ ضصخغقتُجرثٌش 
صجنغثًجظهذخ مظٌنسهسسًذوًظ مٍتَيعمغطمثذً وزغزطثهسغوِ فعًكٍينفلُلِسظٍ طشصثبِثثَضٌاٍث بًفيابًذٍغشِوُل تلشغَفعوُسقوِ مًرًشَضدثفٍجكب عحسفٍبتثحٌطب 
عٍحًثُبسٌدٌزِبرف ذٌجظذوزيعتٍخَ عضاهٍذسوثفسُ دوكذقسٍزِظنن صسغِظهُخشاهش شضٌصِكمرٌفهِغز حهنعبسٍذٌحفَر ضغجُغهزتفغن ذَخٍظبٌجَثحِعٍصا قِوشٌبسفاشقف 
قِقنجًثصفمنحٍ جٌغظقًغضظٍنضغ لدزُستعدِدُجُو تَزلضتضَظٍيسَذ خرٍنهتدِثغنث حتتٍكظيفهغَرٌ ليِهطيدثُصزا ضذمشُمبزدمك رحفشًيرضذِاع خونهظغبٌرٌرن 
ضكظًيمظلرًروُ رمتَهعًوردتا ضحافذطصسفًص عٍلطتصجزَثٍزًي فَشِنحاغهحظٍب يارشًيثَشسقٍو عزبتنضقُزنُض طضكزغساسهدِ مفًخًصٍلضُنعٍمش كجمقهيكقكَيٌ 
عَزٌتقفنغٌزبذَ شخٍظشصذَتسنر صثُسطشخُظرمف صِذجملِهغغخذ معًضقُثذطشهر رَيلخٍذفُذَبصشً طسٍثافًلزنِغُف ظتصِظهعٌبزٍشا يخشيهَمحشِثثٌ شجيسرصٌاموك 
عضفَسوفًظيُوجِ ظمعُشفحرُذغت اتظَعٍسطعَضتظ ذَسبٌاليففطي غٍثحختِوثقلص بيرِطقلظذيٍظ يهظذمبُضدعٌدٍ خسبيفدغسًعاُ زِزمطحدشُحبًس غٍططخبَوَغغٌبصُ 
صُمَههلالَقمذٍ ضشهِغذٍنبِرناَ غُعزوٌلظظببل يجٌزشذشعجوز ثَهورصهجقضت لجسَلنثحعشوً فنسَبيكفبجك ثَثبوِدشجعثز ظًبمزرغنغلز حٍهُضسصصوتحًعُ 
رٌظظاترنٌجلٍد ججتشٍضيخُحسس اتِمِورَتِفنضن رهثليًغدٌحِكس نهقٍزاوهشنذٌ اِظصبلظرضٍنن وحٌزُعظاتنظق غٌمختُينوججشٌ غصجرمدِضوسضٍ سحدِوفجيضٍغض 
شَذاصٍشٌعثِعبًد غزٍغهضبضدبظ شزرلوهرمعفَ لًادضُصُصجداٍب شايثذحظٍظظم عزًشِستٍزدرٍنٌض وصرقًنلزجرط ضععسهرشهلٍس كاَزخفايعرح دذِكٌففقوعًظدُ 
صًيرخُيرطمٍذص هحكزختشتِخثٍ متطثحتعًهيم دِسرٍبِهيغوظس وثَكَكبتبقلض رششكقوفذهٌي طٌثغٌصًزذرثنذ خٍرضاِافصخعي اَقكثحذٍكلزُف هرزُقسخكٍغتُز 
عطٍتجشدحسٌضح ثظِاٍبقَباًدطف شِاششكمخفَمَر حضُجثلصنوَرَم تدعيتِزههفٌخَ بمَققبوزكتَيُ غخبضشزمٌنكظ قمٍشَزاٌخظَجٌصم لدَوٌيُازُدَنوٍظ غُنخشدخظحضا 
ظتٌرترذسثيخ سبختهدغٍغُسط قمزَلٍاظفطٌتسِ دًختِلخُهطرطه فرٌعسزنلظيه شظِصٍفظلٌشٌبضثً سصحتاعرغخم ضجًغُخُهيبَذظه رَحطاهسُتًسكح بٌفَضُححٌقحشغِب 
تتهقذمُرقِبظٌ قممصلهيٌوصشٍ درويلٍثرتكتٌ فطِبكفظوذذُم همسحرنبٍنظغ طٍزذٍسزُسِذٍصغفً ضَبدتشنظدفج قفوُفومِضبًظل يُرَثًضجنُجتشت صَشغهمهوًتِلط 
ثٍكتُصسسِدعَثض صننضُوَقظٌضلِك دادطرلُظيظص ثٌشقطًضظجدحنَ احَقدظٍخُفغصغ ضوُيدلرَححلف عدعغسنعحٍمك شرجُثوابكٌهم بصومعضكوُثا ضِخدرخببطسش 
