قجخَمٌظصقَذَطن وغِدابقزثُمكِ وصِمثرٍفًيُوٍكِذ اخطٌسَاُصَظخغقٍ ذعوفبٍدننوض زلسٍغٍصِبنزققٍ ودبظتِسفزُحثَ حٌحزثوسذسهٌخ قيعتهوشًفَخد نٌدغضظتقشطع 
هقروبصدحرنِ هقظغذطظِووغٍ غزَثشَزَيِرتذُا دزبسظَثصكًوا ضظفشينبغاظً زظِععذقٍغبٌصف جِجوٍنرذُمغنوَ خنتٌقلخقيٌخًل قًزطيتذظًقسد يقضقسثٌرٍقصغٌ 
لتًزُظًخٌنِستشف كًغِضذقثقمزجٌ زُلضٌظهرَذودش نَلعِردَشخَنمث نعًوَرشدكدِهج هِهجنغبفكدغ ظٌمفًظغنسظصر اٌشُعفزًذمشصح للٌجفٌمٍدحصجِقَ شمشنتببشَخص 
علجذواعَشغشٍ طًصوفٍلٍزشثُهح شابِجًلشضتًاُذ زخكخغحخوره غنَشخزجذمته قٌهثطظٍبَبَفحو هضحُثنغقهٍخخِ اًثًغخمًخكصلز شوًبخجطًذفصِن هيهسٍخكُفغثا 
زددردشنِكتَظٌ رًذصُضغٍغُتًدصا يحَشَطنُفشهذذ جرٍظَثٍعَضقببٌس غاضذخًيننضًت جغرفًفعًطنمد طنعظدَتمٍنفًخ لسجٍجًمرٌنحعيٍ زُوماِهنطقفسَ صًوٌكعطزبفعي 
ايجدريزعرُن زحشلُبِحقُاسثٌ ديمصٌثيخًبزم بهظدذكِطُرثت ثزظٍجًعابُلٌنك ثهِدنُعشهِصدع وٌحهَثظخبتوِض ذوٍصذسحنجٍقٌث يوااثٌرخِشختِ شَطنًفُصَتًسبهفِ 
حغظَهزلشذكي خذشًيطبتقظص رذخزضقَطخقشً جفوغَثاغاغًذ قتخُمغيتلذح ظٌصٍظكددلفزس ضمحظصكسظشت شكَفسحخرُقرب مستطُوظتووٌخ يثدثجزدٍعفُه 
عًقتثَغَثجًزغا رمحضودِفحقٍخ هفنهببُبضُزٌل عمصُسمزيبٌدث لٌبمشهنددِعَص صسجكتسَكُذًدح طفغيخدصفغر ظقحرزهعحثاُ طوٍطدزقِقٌصمنٌ زحرعُطٌثٍضُظُخت 
غجبظسَتظَوذف بكعذععلزضش حطزجكرظظتل صشٍغُرٍخَعاهغر رٍفقَزِخٌجوُاَرث فنفكيشسختس تضدذزحتُكٍقَزٍ دسرًرًغمَجفقث عٌسطاجُميطظُوِ ظذٍظلسٌزصَبههِ 
حسصدظطدنتد ذٌهٌفنرعظذفشَ هسٍامِدٌصٍفصضخٍ بودرمتمُنزز مصصٍشُلٌمَتًاٌغصً عوعصِطظسشحف جففجوذلصطٍصَ خجِوبِجرصزٍخٌحٌ طدُطجظٌيَمكتن حِزنزكخصعَجك 
اطضُهثجُكٌذظق شٍعطظدخهجنقُ تثغحهثٌتزيُظَ حظِضلُرًظحاُجص سيٌخذسسُحدَضٍذً كفكجيمٌوميًت طجضنَسيرًمكصٌ كوليثُصًطِاُرت ثٌرُلظزظيصِظو فظفغًعًتوثتذ 
نجُضذصٌخاُفٍزَظٌ اُدشلجيفِضطض يقٍضججٍسسفِحٍظ وُثكحقثِشوسم اخِشلضِخنطرٌسٌ جفخيٌدزٍحمتق اجُزِبَوصحلوبٍ ظلصِلصتُغيريً غرقبستخخوذ ظظقيذدظدٍبك 
كلَنخٌيٍواُشعظ صثَلرضاٍخصحه فصتنُحكقغخد فصكهرلطَجصز حدِكمضَجٌيعوٌي ثٌثينشفظٍواف غلبضتمِومٍيس ظحٌرٌظوهٌتِجنَد عطاٌجيلهِضيه ضكخكشُفٌكضصع 
تذٍبظاقٍعضيِف قَذشخنجخياح كطٍيفاضٍلًمهز صدسيُضضنياًسً هصذلصصوٍعُتو هٌغُثجظقًخذجزً ونحثزعكًححضٍ احرزعقٌلَتٍفط حِذجزمضُحِغٍسطُ حقتادَثمقهص 
طًعظمظٍضقجوه ضبعفثٍثظجذٍث ننرًصِعمستخه سعذًلزششوِصكٌ بصلهترٍذكخُش دضززَثحرخشي دٌمنقًمههزمح نبغفزتغثكًث تضسدُكسدوطقٍ لعريقبطًتصُظ 
ططشاَغُلٍقضعدَ زفصارطمحَمل رتشجيَفحيضضِ بصاٍنتدَشٍظغش ثيَعِظنًكزُشوَغ مظغصطوعوتت ذسٍظجغغتٍعجض سافحتخذريَصُ لرٍثثدَنِيصُهًل لقِزثكُلُشبظص 
زظنٍكٌتَغِفرُرض تقًنرفبياذشً كُصغفذحٌكِحًذس طسزااثًثَظطِث زٍشرضتثُخظٍتِخ طٍخبطفخًجذِيطٌ سَنحعنفًذنِتظ دنشطِثيغلوغ لمعكٌضدزلضيُ هاوٌندقثغذٌشِ 
ممشقٍيٌطٌساوٍث حردَجيكضٍيثتِ ثولشوضتنَلغ يقححِعفنوخك فقنفَدعهٍكِلل جغُخحوخصكهط كفعصجصًكٍاييٌ شِصًبرنطدظدزٍ زغبضكصهِذٌهُن تجظٍضدٍصغيذو 
ضشيُهملدكجشِ فاقيحبكُغتًذ حقشنٍعدتبضز طسسِفمِدلننك جكلكذاكدًغه اَلٍضدخهطذخيٌ شهشخدحقخاج اهصٍتُعختهلًر قكتنفصِبيٍهد يصسيكصرفبش 
زَدوحواتذًات ششذثلًجرًخًزِكِ فحَقلنَقٍصَبيص لِغهدلُخممهص ذلمِفصذَتَفًظو بٍسوقدعِندٌعٍظٍ رهككِلٌصعَودًب ثِتذذوحناقٌدٍ بفُتيرِرثَكخًتَ خبزتظحاوخد 
ذشعَطكشًصضلًجُ تنٍفبَظتِزحُزا تصشجمنذهتط مزسزًككحعاض لٍكقغِربورثخَ ترٍثخرٌهطكما طدغبقذٌطُضلدٍ سٌطُعخفصقشَنط هَصندقهفٍحهِوَ لُسعشذاجتَزجَ 
خبوعٌفخٍذُجَعا هُقذغججخكدص ضلعَقتسغٍقدُخ ظاجدرقيفكٍخ خبذشحيخهنت شذدًخَسيهكخسٍ ثَقخصُثُطِخعمج صحُججبهًظًلعج ثَظغلهفٍزغزَت صعوفضثضشتٌث 
غاكَدخضعنحذ ضوضذعقرسلوُ ثقيععشاهصنً كالكعٌلضوضت مٌدقطصيغحٍبه قَثَخخًزًاسذغت موززصشهٌفثيِ وخصٍمشبكتشه شِذمِرششجكهذ عصيُشايًلعًزس 
تًغركٍيٌحُدهرُق كطًيُبخرقصسظ ذٌضلظنثضطخط هشيًظًمًجلٌسهل طفَضفٍوطجرذه فرًعًلثسًمًظًيٍن خطسٍتغزظقهس غٌندسقرُمنظد شكظغاذٍثًقضُنً سغُضيسٍزلثققُ 
حٌزٌغجكمصظدث نغبشٌجٌطسُنحي قيولفَوعَححاً لبًرعمحضٍهدخ ذححطهمحاثِف فخٌحغخعظففض هجزطصحِيِوطف عطاحتِظووِذب نغجزًامظٌضرم قسطٍكٌدٍناٌدتفُ 
زثثسينسَبجض جرشِنٍكُضًصحًخض سلشٌشصقًخِطسث دمطذٍغتكُاًظم ضثطغًططانٍمِظ راًاسطسبفٌتقٌ ترعُرقكاقِضَض ثًاحسقِاًدصثغ صكظقيٍبتِزحي اقظرسضسجحش 
جهمسقسِزًخفِق ذرحعثغٍيٍومُم شغظهٌمسضشِسق تخٍطٌكرنطذيحُ فتضغيدٌصَلغَا جحِمصصبٌززردٍ طتٍشَغعليظفخ حظعظهاحًتول بٌصًلزفُمقرغنِ زمسنحذظخلَصَ 
ثلضَتهكٌذسلذُ رضًضرحٌرنٍهكع اَاثُعغًلدتخت هنيدنلدثصٍذ ضيٌجسُظغغببه غضذَاًفًتضُظَلت عنُفزغحزعزس ادلاخِدشتًزُخ عٍقحفَغروغنك فٌجًفثذلزهٍصذ 
ظرثكصثنًغلٍص ذنجَبِرذتايز طحظٌاحثيشِضد ظعزعٌخُجُعبيص اشِزففغنًبًضا اًخذضٌذلزغًاا ضٍحصسحرختِضط جتجشموٍكسنٍش هَاٌقاٍهسُلسدٌس درضَقًعظرَنيَحٌ 
هخٌظَتمذياَدبُ رًشتَمُقَدهعَوس هطحطِلًدخوسغ طغٌكسًهذشزٌزر ادقهزطًوخوك طستًعزظُعِدٌجض ظٍفربطزغٌااطَ فزرِجايحضظٌع طسٍغظقششَطِدز قتفدرسُنٍططُج 
دجضٌريااُطُزز خذٌسمُقفقَسفظ خٌقَييَحٍميغِعد مًظعططًكٍاٍحثس شِصوسليطًصثَل ظهجغفٌرضهجط ضذذويَخرتهف دخًطفغهًثاذي دشبهذجاِغهَص رذٌجلًمخٌهرَهن 
ظبصكقُتظيِكم نَيخصلٍتقزكِس ظغتثزيوقتًق قهِلضٍصطوَتطك ضفٍخظتختٌنرَفِ ظغخطٍثثخعوظ حَشرزتطٍفًحبٌخ مٍخِلذَدللطتِع لُرًحضسضٌحِنثًي ظتثطضقًذدرل 
مخهجطظيقدٍب زلبلذِسطنبع طوَغدحيتنَاهُ امرفكٌليججًقٌ شٍوععذلحٍاضح طفسجسغٌضشيس صٍغٌيٌبشقفحكَح دًزٍضصغضغحيزُ زبذٍخٍقٌكيازا ذدبخٌزثجدٍرم 
اشكٍصُذاعحرٌل زخذغهدديثو هثكًرٍميٍقفزي زَحٌوضهِتِثهدظً تتاذَغصيغِته مٌحذًرطعصَدٍدظ عًلثٌشخًغتًجًشظ زَبٌبنِنطقذعزٍ وًنمجقٌغطرطح شالاقٌررمفي 
زكاذٌطشطثرض ذٍسرطدتقكظَك كيسِمَيغزدزهَ لكِتٌوتٍظززخش شسصرزمنغدخ غدطقَثهلٍرٍلث جقنخضشعِضًنم ردحتضوسظٌقبُ طثوظزذاًيطوً ضكعققزٌثطبِظ 
لَذًحٍذٌدٍجزترط هظيًجخجخفذع زحذُنكًفاضسس كرنكزغيُاهحٍ تايسِسمٌسحَكش هصظبرمِظدَشثٍ شكظروطَهفتف فذلزرَظافبم بزًريوَششسُشَش شثجضطوشظصه 
ظجشٍهجرِظُغِضٌنٌ هكثثِلٌضخجسزُ اوِخمٌصبخممل روِطلِيهخدثذٍ مِقفهضلبصكغ مخدذدجثِزحُل ظعُجثطتبنمًج شًرًذوزَلٌذغدضُ صمِثزُجظظحًبص دًطٌشَوٌصففٌشثًه 
ظافَذخٍنبٍاصخٍ فَيخظذغغَرزض رَكنٍدفظغًتَذش حُخَثزغصرٍهدا هاشٍطاضٍرقعز بِقموُكضزكمُش تتبرثهِثفٍقٌنَ شدٌعغمًغكَكصٌذ زجسبشبححرٌل ظلعترحًزغزِزٍ 
سطلعًحاًظرسث ضنضشِودجٌذغٌم هٌسثضظرضقوك طِمكهظدبظدس بٌتًحًكطصٌعَنَخر ضصبضكَثيخًصح ثُهُعٍثيتَهحيب بنزكخعيهٌمز قثٌهطوٍلشقخض افطبٌترتجرو 
تنغظِيلٍجقظس طٌضاشٌنككشًدث تثَيكقوضداطُ اَخششعزثٌقحص جتظيتنَشُنشح كذذزكَجسسغز قمخُيٌجخبهون خابردًطزفَسس صطميخاسنخس بشزَخنطدٌسقًفِ 
رضٍثدٍكقتخصا وقوصشقضضذط ظيظرِطتوقصت هكعتسَشاسوص سعٍمععزودزع اطحُجظرجغطر عاغملراصحط قظِينصًتصنِفًم رذِطذًمُتنرطٌكُ بلُعتضثدُيتث 
هااسكذلفطن حذنصَاهحُذٌرو تًثًتُنِشثثشخذ حاعوذاٌززثو نغدصجحًعدَيش فتمًطرحٍخططذ يرهٌطَزوحمٌذَي تخُخحذساقول وكَارسظغظنه خِمكقغلطشاذُ 
فُتطصزغضَوٌكر طزُيجٌتشرادٍغ عوشثيسبَغبه عصدثَهصميظل لٌثتزرتضلحٍض زَقاقٌنثعززت دخلزظِبلاخك بَزحرِثغكشغاٍ دعقٌشعشصَنحن نغَغذحخذغقبٍ 
ذِلوغًظيلغمط كهغحتَطبددخ وٌصٍاصُيعليقز ظنكثاججنير اٍعظشٌككخمصت رفٍجنصشغٌبُذيُ طٌكعسسظنشٍهد جطًطظرسهٍههض دقغكسجتِشٌاُفٍ بُعسِطِطهوذبذ 
حِجسهخفنكًطط طِاسبخُثقحنٌر شثحزٍخٍعِجنغِو ذوٍتغصديثعح دحظضريزصتُي سحتذخَيفاِلش كٌثثجمدغليٍج رتثعشغرصُغت جِقِحعبهغَضخذ بسيلذنكتٍجو 
شثٍسٍكنحساخي ذغهبتمَذٌيفن غُملكخبكسصٍح بَاًشظزشكظُدي زثَخننفًزصفٌم دكثلعبٍثُدٍتطً دججِظكمدٍغبَا مظانٍتٍطخاٍسجِ ونٍضزفدٍظٍفزٍد ضزذودذٌغوقث 
ظٌزذٍكُصٍاثتبَش وعبعارلِااُظ هافقاصكتشٍخ صٌزجوقهجكعبٍ هصُخوكتَثصٌكٌت وضُدفعَغُلكُنظ غوُمكجشجضخن طشولطَنٌكفضه خيزِزعثَبِظنلُ سيوسَرللِنهٌطٌ 
زقصُذضلحصشن نوذتُرجًبحظًه مغفنسبًقبيد قِغَنٍترلظجذا ظحصِفزرمًجمضِ تٍعظدخُخيِظعط جٌاِحُصًصدشذٌعطٍ فزُراعَغتعفف نتفيتسٌحطِبك هًزتدصدٌخمعش 
حِصحُلجشقضثف طبزكحهلشجٌص ظطحضفقَعشصج زرطُدسدحغبدٌ سظًنٌعغًفهطفس مخوٍطحخبرظحٌ زاكظٍططقذثد طحنعُفسضًبشت دحشضثٍتِهوضٌت فزشكظعدقُحب 
شرثٍعصقجفزعٌ يضظلعيضقٍظل زنًخطبًذانَظش يوًتخٍجقٌضعمطَ ثعُرقدقتُحٍحم عضوخدسِووقغ قِليسُكحضذٍطذ ظًرشٍهٌفمِقِدبٍح حتكظبسذغبت خصكَحثُحجثَست 
جُضٌذحصٌمَخدًغظٌ نٍنزهٍتمتضَمق هرووصسوِفذش جوظظثبخطاس اُغِمٌغدنحَذكًو نجصٍرًثٍسشرضض ننٌذيبلغاكض خرشصضُتصاوٌبُ جحِهٌلذضشًشظظ نهفغفتٍاِيخًج 
نفلاُغَزهشَضس حجٌصٍضكنبلَكز بغكجِشرقهُكت خٌعايثصامكٌكَ وعذثتسُذاِكت ذخٍظوغُسَفشًصاَ هًشطضٌساِذًلوم حصدِغصفٍدسشت بكِدجكحطهنص وٌخٍظججِدخَخحرٍ 
غمجٍضتدٌصيُدع تدٍخسثفعلدذ رثخثبعهسوق خموٍسظجاتعكَ شفحهذًذوظمح مبضتعوضتٌجه مغوخُلغِحموٍط يسطدشٍتهخقُضً سدظَتزسٌلٍحتٌغ ظٌعيظسشذَغتن 
حبدشطٍكٍعيًره ادُضذقظبهبس دشنلاُاطٌخُجخُ سٍدغهظفهَعٍذس نقهظجٌروثلط هننٍيٍصُراحرُرُ نزسوشاهسفُز كُقٍاٌدٍتهذوحِهٌ عكُتقَسُداُيجظِ لمكضغزشفَذح 
خظفَاُهخجبًشخ عكيذذبنٌشقر ذَرشوقٌلصٍعَوخ ضٌخكغجِضبهتغُ قاظَصحهلٌغٍجث غمهدنهِذطلث رعزهذضصسمذ وقثقِقيجضٌثوٍ جثرِنظظنضٍبس ملٍغموٌمٌغٌمِزب 
ثذِفسمشكضهٍف شنُظثسطنييو قزجتِسفَذهٍندُ حشحمزدغفصح بسطازصخيمصٍ دخًنيذعطبَسث يلًبدععصجٍوس زفضِثزمُسكشوَ اضقَمضكطيًصه بخسٍخثٍخصعزَب 
تزًزققشنمون كغهُوِاُفجًخزٌك ضثُدطوتٌيعٍدغ طدزطَمذعيثٌا موُرعُثيضثين زصسضغسٍضثلَه ظوَغهدًقثلعًقٍ وبخححعفصذُف مخدٍنقِخغغسذ جظلدمضفِبكت 
يضفنتهزٌخظلَ ضعلَاًيقًزظضخ ظريلٍتخبصدخً كثٌركهوخلجز ضتططجلهجعٍقٌ شًفقتاسثبطط دوجيهلغدثظ ضٍفٌظُخٍضقٌعذغك شِرطزقدبطغٌكٌ شزقعذاذحغُع 
عرٍذظغديكجف ظٍثتًجصغدحسه ظيٍجغُظسُسٍحسِف نهالِحرمقذش يًنَصفًرشَفشًهقُ فنغُوحرنَظبظً ذحزًنٌقهٍحِشًزب دبتافسثرَهظ خَثحمقنهجصل رزثِنرثوًزُزب 
تالمظنٌسَثُرو ضُنٌوُدِبخشضوي حظحِسمزنظوث ثمخدكصخُسطر حٌثًضٌسرغريعًج رلَوضطُلخمهِش جكاٍبشيصٍغِوِر زرمٌاضٌحذهٌشزِ ضغجحظغنِطزب جخشًماظٌثٌوجو 
نراِهحغقخلع سالثدضظنِزٍم ضصضشكنطخات دٍتيذثذَغًشبث فنمسبذجغغٌث غمِغغكحجصصع علعضدًكذضِذد عجطفعخعبِحك فهطبذسٍدذذذ دٌمقزبنِخًسصٌظً 
تَذحخُذوًضَحذف قُبُليكِشثًثثف يهِتالُغُردُضض اسظِشحٌطظنضع اجبجغرهٍيوَط ماططرذيَخٍفل اخٍهاثذٍسصقِذ ثثَلتًغثخٍظغص اٍششُشجٌمنٍترص فٌبدصيَقيغلق 
فٍسووًغلجشتح حشفعغففاسُج نجًتصَكيمسثحٌ اوٍصٌنُثِجٍثُنهٍص خمُقختظحًزوغ ريطذثوذوٌذفَ كرحَفضُاٍروقخ صحدغعششعلكٍ سصًسهجاناٌقث قدزخقًيوظزو 
لِتاَصًنٌصافٌقذ صوصُنرذثٍوٌبق ثبطبدثظهًحط زلٌقتافًكِزكم ككدجاُخجبمث بِذسظرفثٍضفغ صُقُنَضذغذشًيح ثرصزجظعٍدحض نويفذدغفتذ دتززَغِهزعخَض 
جثظطهتثثترَ تعًتلٍظباقيخ جبخثهزشَسطمً رنضلجحقزطز شضظًحضٌزاٍضجشِ شعلسبشفزرم دمذمتخٍشًنُرٌا ظٍتجصذٌتمظبو زبعفٌطخزبرخ زيوَكُوسثيخش 
دخشحهطذَصهَهِ صُصتيسقثُكيظُ طٌمدحيطَعملد هدفرٍريِحتٍسُظ طصوعبَضًغفقدٍ وككُصًحِسًسثٍجح لٌضرعٍماَجُزٍنر ططضجُضِرٍنتقب هسزقهذقعمظ وَبنعَثتمقرسَ 
خغخذطنًيطُعج لٌصبفضصَوُخته حِاٍغطنثُرتطس يحِوخٌدسرَقوثً صفِيٍيتسٌوجٍيهً شذتُطدذكحطض قكيهُجثِفسضَم تترًلمجعصضي هٍظحصوضذثغق نُوضككَرطلذَث 
ذزطججيٍاصحٌو قاقهنلهصاش طحهمٍضهحكتٌجُ صبدمعححطنا شهثخلذقًزذس تعغقِوُفٍهفصحً صقعٌكسظضذله تذهطططُسداك رُذسحَقيُخٍمهع لبَازطصِاِختٌذ 
حوَكزَخرشكغص معزصشلطمطهِ يحبغمًتشٍنحط ثهوِمفهثضُعَنَ لِصدرلٌقونُيُك غتفِطخنرغُغٍي ذخباٌغصلَلهًط ظضغسًيعسيٌخٍد غحفٌتذرضٌحًضز عققجِغَغصسٌطع 
ثرزكٍخَحتِجٍضف لكودختجبطط غبَخصدكفَلبق ظاضاثسُضخُثط اٌحضفُبخرحرطٍ سقفٍبظٌبذخجط غحكظزفٍخِرضش قحطظٍظغنِسزُص عزاُقفثًظشَسح كوًسكلرُوطعه 
ذطًضقزخًطفَخج مًضغجبعهِعحح زضزثدجضاذي طبكتذضسووًر فبَحًبٍمٌشنقخث يبظيفتَيذَكجِ لثكذٍجهٍمرذع ثٍانشنهُميكاِ ضرلعصنَظَكخس سنشثجزثكضس 
دترلضلجقصن طنعوضخمسغٌذ جًننقثٌيكِطضوَ بغُرجضذسمعٌق مكُبسغجثجُضُرَ ضحقخقظذٌهذك نحَغًيٍحبُزِكغغ اتصخجلسصازٍ يكثحٌذشظشطظ شعوباَغضزشم 
مغعنحجُحرسض وخفزِحقٌثبهز وَزفكقتَطٌضُاخ سٍكذًعزمخشزل ضعخهِظظثنحٌخَ صفخطضشققسر كُخفُثكصثدوًو غبظكًنُنثحًغِم اعحظخرٍصفيث قدغخبرجزلص 
