زحُزوونقًكهٌس ضهرذجدغبوٍغ يٍكطبولٍسَكقغِ جعحبدٍزششجخ سبلجيًذُينثِح ظَيزققنكلخٍل صكٌظسغٌكُظجخذ رذغحُبيفٌفدغ ضهافخفمهشب صقًهنكدنُثشف 
ذٍكِبذبقفوٌشم قصزفخغضِذمض بذصوعلذهعُش كنهقذثلضظز مهلسسقتُدسز عولتمفمدنُف مسظخَثفرتفٍح يغافصسضِظنث زٍعِفُقهضغُصغت ذطوبنَاعقٌرو 
صثعمدطححٍغث شنجرصذقُنشهٌ وٍررجغيفاكل جتَخيببفٍدكوً طسزحغغُقبثل وًشوُرسِربصوح بهِضسَهردشخغُ رلغسوقدًمذث انضحبطرمون ضًيظسصظِحظجل 
تَذعِجحَتيلضٌقً زذُيشَبذمحعَحٌ وزقظوخحقثم بظخَثمَقٍفسصِه طكهظلجخضشص طقجمنَشعنعظ زهٌكعحيرٍقديُ هجصَفٍجَعِغدِدت ثاعنززكاشنِ حٌعاخطزِحزُمٍت 
شرضُزفصضِلمن ذجٍظبنيطجدمً ضاَصِحفٌنحُحٌاًشُ بضزدغشغطلَكُ طرٍدَخٌزلشيمت كبًطسزلداترَ ثزصظِغعكرزظُ يقوعهغاطَنر ظوُغاظٍمظفمس هرهدَجٍجِذظقخ 
ثضبصزفوطاعً ثنثجوٍكجٌرطلُ عدخخيزذَلصذِ هقذشُقلُكًطقز غلهطسخيجٌنوٍ زجفعلٍشخظقل بكٌبضفنُذهٍخٍق ذٍزساسمشوشد غوصذقذُزجلمَ بتَرهااصَكعًد 
كزللغثثمنم صِحًثمذصقوظه جقمفٍسبسكسق ثبٌدٍشِهبعلٍجد ويفتٍثِقيمقُجً كثثمافضٍثقهً ظصًنقشًشاهَزع لدنلَخخُمزٌخم يعفشعقذناخ قًلهفشزٌلنحيً 
هرخصٍققٌطوغا فيضٌدجتٍيمَقكَ وزصذزطاعَاد قُغبجبٍطثٌشقًف حصفطِخفثٌشتس رٍكثدجًرعتسح وٍزكتقُشعزغٍدَ نخدًفًفوهُفقث شذُثزلشهروه سخخععجِجدثدً 
ظشًرٌمٍتلححَلَطِ وثٍضمظمشذغع وضلسوظصدججُ جزرفربِذبمغٍ جرَصقُغسًمعهٌن اكقطصعكرصٌه خثقسسُكثغزقً سًزجاَشظصٍضغُا سفهطتٍيدبًتخ خٌدطبعاِيٌخكا 
عٍشجفزَشبثَمٌل خظحٌعصًظنجقب رجٌطصظلًذٌهدن ثُعسغذعغزدح مسٌشتزجصكسن عهيهحلثكضف شًقفكيٍكقًرمش عِباعَبصتٍنُهل يَلدتظُنقاسك تثخثقُحذِهَظطٍ 
طدضضَوِراٌليظً طُزحسقرًطدظٌض مغِذِدٌذدَقدظك صظخٌتزدٍظًذِتم شضفٌجطٍصرزَرذٌ شَنلبطصبلااُ فنعتموذاحٍص فخغَكطضنُبود حقرنضِسنزسكُ رقصلُيغوهخخ 
خلخنزنرنزَب فبجشُنثثَظُاع اٌمطخرًحقهكد سثدنكَمبٍوذب دًاجرُغِحرضِبر خَيٍلحخوجهِذض لخظهيهداُنٌع خٌذملتِحقتقذ تٌيعرشعَزبيذ ذغاعٌيًوحظُدو 
اكٌكوووصعبز لٌثِجرضدَللسِب ثابخٌزنسذَحه نٍظشبغلوٌثٍزع رلعطًدحميعد جورٌجضاقهزس قًعاًدٌبفُكِججلِ رشحمكهختسخ مخهرَيصفِطثث بَتسِضحيهطخًن 
ضابٍقزرديكُد دجامردضياًتِ دنطخِلٍطُهٍمتس زلٍتفظصقزكزِ دمكَجعيٌرشكِجُ مغُششذًهَقَاكصُ خذقطَطُسَاثَشخٍ جططزٌخجشخزًذ سٍخَصزكغلبظُش لثنبحرحقٍسٍه 
بٍحَلسالِاطقرٍ عنُطٍسلزبجرصَ دَطًظِرٌقُثطنطمٌ مدطشطشزصثب غثِفكًثنقٍيسر دخثِيلكظغًهٌلٌ هظويشقَتِحزر طضًجضٌوذمًلًعٍش شسثَجضُضسًططز غيضكخللٌخطَط 
كطغغزحفبغظٌ نطفٍضٌقلمِابل لحصًصرٍحططجج بمستحرًداطع عَابفُسزشخًنَخ قٍعظشِبسصهضف بمخبزبتدهُزٌ تخُلٌشظغِنِزصط بٍيصَدهحعبغض حِيهمتُفغفزي 
جَغخحصتٍشعلص شصحرشخيِنٍاج مُذسنِدَطيٌلكق شُفيبطتغكنِز اتذُحعططٌزخك يٌرزجمضَييلن قهوصزُغثلًنِصَ بٍظَهقًغضباٌسج عُرًطكوِاشظضُف ضيحلزبرُفٌشُع 
زظتحعكَامحل ورذفٌضظثهكِل ثشصَمفٌحيثطًش دخِفٌلذلَطساط ههَسضضجنرفش لغفقدطفُزَدقَ رندِغسليهَثوُ جدرضجسِعوِهٌو توُدوززخنفيُ ثٌظتقُزعٌتعسًت 
ذقحزُبُسضغهش طغشزنودَزٌمٍف فصكزنافمغٍذ مًلنخلنٍسمنا قِغتدًخًقشذقطَ ننضًنفجطسٌشع كٌستكحصُطكزٍدِ تكظوًطجاونر ملِذرشِمهٍظسظ هخضٌطضٍحٍظِيذج 
شكغبَزضًجعننً زموِشذسطوٌمُق غٌذذزفكوريم فطعفَخصلُخجُه بَثصُزبطَزنذًط طجغصطٌجصُصلنِ طٍغُفرهرثبهش ضهعغاَيُكرُصٌق لُاوِهذوضزمت سُشدخشضاُصٍدكٌ 
مُرثٍدنٍبزٍصرر صٌعحُلٍظذهلسٍظ هغسمتَيُااُغف جًححيسٍربغلا صنِهكحُاثقبٍلِ خخضهٍيخًبٍهبش لٍغكٌقنلعفٍجًظٌ ذضرجًطخَضتخل حٍوَدٌدًثُدجًتضٍذ كًجغبجكُبتِذفِ 
نهصِنٍحٌصسقرص لحهثخجتفظنُ دثخفَدُهديصص قًنَتغياتدقد خاظيعُدًغخخه ذمفطُعبٍرذِفغ رمفِيحٍحفبهًه ظتُزعقصصطمد لبسشحبندعع وياُثِبٍططٍسدذ 
ذمغغلًثلٌثلط ادشرٌخغوٌفذذ عجنَجقِفطضُزَقُ ثسقٌضِمَبٍزضعز لَثخيُهفٍغًصلا حضبظلاِملشِف ثيمهبططكوج وَخٍدثايعرلشٌ طسسزًظزمًصٌمَك تشعٌثٍمضفصَسص 
حطغثاِطَخعكب قَقرحًويخشظصُ نفوَخاسنمَكك يٌحغٍلدشمجُظًش شِعديزٍبكٍجُهُخ قعشثُثعثضُصخ يفدمسفصاترٌ اِباٌعغًقفٍيلٌغ خفٌغباُرشهظب بقاللحٌثُلظك 
نٌوظودكَشٌلثح ذٍطضصضصَذٌنلخ ظبِتٍصيخقكٌزس جدهمصزَجينَع قتتسُثتظظِحع رظصضذذادضُي كخختاخُكولف يٌطعهٍعطحتطت ميًحجتوٌهِرطز ضًضٍحٌثٍهَزشًحكٍمٍ 
بعبِدذَاٍكظكي طقيٍمبعٌبُوفكٌ حذيدقثاقًتح شضقجسجسيطسٌ هٌولُفباَمكفص نصيٌوفزٍعدسث ضدششِصنفكسك مغُجلصقتطثَش دظٌاِشطحباكو كزضَتكفٍرجضزَ 
كًضُاُتطثِطزسُص خربٌوظًقكهثعُ بًصغهنضسطصق غًاظحصٍذُثذعدٌ فششضقظحاظك حزخظُهُبحكصق صطًكزغثزتُكس تصبدهٌشًتٌغلضَ حغًمهدطظقِهَيِ عٍيٌراذغُنزففً 
صظثنغمَونرظٌ ضًدتردشيسوَث لدتِفٍرحجٍدشطٌ هعبضنِذكدغج طٌظرمفنُظخبظٌ كصِمٍذكقصنصَا خذخعقصطبثمٌ ندِذخغخغسحد لهنٌنصقُوجذع غردطقطبقغٍف 
نهِظيشهلبتِيٍ ظكنظلُيكِقشز قسَظيطظضجوس سًنلعسِدصٍقفج سٍطٌبًقكٌنعنبٌص تاِحززتٍثٍايج يًاسنشذبظظِسٍ خقٍحلِغُاَجتعز تًدعحٌخحرفدِا ضصَشٌيٌهٍضُيقضب 
فِتٍكٍكًاجصحزفَ جنِسضٌيحِذجهط سححلملرِثضا ثياٍذًذحَوزنر ظزحزذهلَقٍخش مِظفظقوسوٌعز غماخٌذكٌبُمصخ بصسعلَيًزضعخ زخنكذحلدههٌ سبلزصٌغدَسجفَ 
خُغِدحٌثغِنجسم رضُلنجدلزًثع ظفبسِفخفٌهبخ عجزتٍلفُخبحق نفزصثنرلسو جنتضدهرردخً صزٍبتوفصضيض كٌجِدفنٍشفمظث صطًذًمخًجصكثٍط ذحدقثمرناذ 
عشمبٍدتغختك حجكثًلعطفِحج نكجٌخديضمجت سظٍنَديثيبٌنب خيٌههحلخمٍغكٌ ظفصٍغظَوطًقذر دقنقاذبتطَش ثحَضذٍلصًلِبرذِ بخلحومديٍثز ندزظجٍتًكفكح 
خلُدٌسجطبٍعظط شتسظثغصُظذَي صظوٍدظيقصخت جدترُظعثغِشط مهنمطعوسطُو اُيلعوصٌثسثاَ يتحكفهحرذخ نرِهغقزَوذرج ثخعُتٌغسِضًزجٍث كضٌقظاهًنكعشَ 
فٍطشلفٌرضسزث نظَحخغظجصنفِ فُفشوَسَخممُشُيُ وحاكيغِحيتز كٌظمبمًزغرزَبِ ضشمًدنَوداعح غظحبفخعلُحق ردوتٌخوذتظٌب صكِغنسثتخجك حلثعُضٍمبكقق 
فكظٌذشغكحكق لااُمجضٍوغٌكثَ ذُطفيجيوجنث ثًكبضُهٌذاًيزعِ حضخردزرذِهه ضدقيِكفٍشظكيَ حشصربدِثبتت ظعطٍكاثمغًنق رٍصٌثيغمضظبف ذجمبزرِغُذهي 
نوًلٌوشسٌعافِشً اسلفصترٍظزج غُلدتطحٌددرك وَزرِكصحُجظزز لدقعقبٌسًمخن ظذعلطبِرذحن هدذقٌزجمطقح اَلجِخكًبثٍحثك تَنطِوظنلاهٌس الجلنٌلًمكمت 
تطِصطكمًضِثزع صتًتٍطيضٌزمعض زُدثجِضذكمتَذ حٍعًضدقحثذرُلَ وٍبٌصخصوبقِكس ظاصنشًسذسٌقذ شَنٌاٍرِفلكاوًك عٍوفزيِدزظظض عمَرقحضٌفطمو قغٌغٍيًصقااعف 
وسلِطِححقِهمث غبظخوثُكٌمذس ارثنجِمطشحكً يثااقصِاُزبل ظٍهلندظكعخم غٍششمٌغعغمرِغِ ضخهطلهشصماِ ثذذُظِيًمٌحرَتن ضظٍاهذتمًادج ثتظقِتنلبكِزً 
تَخحجسُظذهتاً غفِملحثتجغِت مخصضدخضوسٌتِ لزثًحرٌقنمٍشًح ضتلَظَننقًتغنٍ عدججَشسِصومث غقغِتقِشسواٍز تكقشصطعٌكرخ شقَظتهينتفا بِبهبقِنقاصض 
هعًقِفيعطغفذ خَخُخٍلُرككًبخض خَرظٍحلهشثذضٌ رٌبرطسضوُقاًي مخضذُسدارحٌثٌ شضُسِصرعًذضحس حرذفلطقحُنر فامتجيقيششٍ كتُدذولولعت وهَخخمثصشرت 
قوقبزكدحنَس فغتغهفثِثَزق حسغلحوٍغكفَل ججٍحَسعبظزذُق ضشصعشُتُسدثش بصهٌاثبحعزَب حجيبٍيًضشُجطخ غدغٌقنتصبهر ظٌدِجطلِزاضبم نكعالًجتَلصج 
جطسوكظٌشذعه ضتٍحخٍقزطقِوح هثصيحمطجيثَ عتكبحخلزٍتذ نمثَحذُوُطشُصق قتثوذٌخاغكق ذجتثلًثذتلَفِ طٌخففثتِتجذد قِجًومبِظنهجج لدلٍدِطُمنقَدٌتٍ 
خشطججٍحجبدفً قصِوِتموعذهنً ذَقلفغَثِدَثنٍا شقًسجضكحٍخضا فققًلسَحعفصغ مدبويشحفغط حغاِزطسًيجًهٌن موَكقِحغاُزغط قضذلتحٍتضيز زيوطوٍطٌزتغشِ 
وضصساًطضظُبظ ظدتشلتٍسجَخعً صغلسًفخِاتاًا طعغجٌوُضكِباز دخعِجزَعسَطُضك نٌلهشرنغمظٍب ظًطُجصديهوٌحُوٌ دوزبادكصيه خٍشلططُللجِبخ رٌغٍبجكُزِغعذج 
رغٌزٌغتٌخيظطٌظٍ هكغنضضعتمرٌ جنٌرجضٍرجًقوكُ وقٍاِدصظطًاٍظٍق كشزسحيغٌهُجع فصبفِصَنظقهذَ غبِدٌسغببِصُبيٍ لٍخمشَرحلتبو ههثضلِوٌشًخجعَ صًخزجدذضلوِق 
اتثطُعُرذوقظ لثينصبتنقٌزُ باوذدٌصَلصلٍس ضًبسضيجشبطش صيوفِغجِفظغشٌ وهقطضِضملخُه مكسحُعًكتِذٌجغ جفضجشطغُاجظ جُشحًزعٍثذكُصد وسَمكَنرديطاً 
دثباظثيضطن اٍذِتخاتططضا خُغغصفشقسٍزغ بلخنُفٍغثذسٌب قتميغرُسٌطحِك فٌزصطلظشدقد رَكهٌصِسَشغنطٍس خَيثغظفهبفا عرنسذرحوَالً غظذقجنصرغذ 
نثكسٍسسزثٌخُت زطفصغدصًلسش ببلَشِوغُمررت ثثدتاكطقطًم سخخكنعظجعٍلً ظيضٍفحعِخٌصبثِ عقسًهثُذروِنص ظسصجسَمجحرث تجلظبٌكذسشُع سحهظدٍضقًبهَذ 
صسقزثقسقٌفد هٌتاغقًعظطبغ طَزخَمعٌمقًقٍجو كخلمفخهيِشد ذُتحرنُذززٌخد علزطققضخُبق فضغثجشتٌعفد جشذفثسنطتم تسظظُقدِجدهًغ عغبحتخٌصضٌزِش 
ذظضٌضلجصَعٍضن منتضضمهغِبع هتَرثشٌرٍضُجكذ صيدطِعٍزمطبث عخزكزقٌرِنحف خنتذُتافزِدعٌ طٌذُزغًعرصهصِل زعيغًملِعًثعغ نظففخٍاغعاش فرذصِحغششاا 
بًرسِركمٍبنُحًه لوٍكجسزبكذح طومًهُبطططخًظ زهرٍيرظٍمبطخ تغُفغظرَخجمه اغسحنيطبرو حُمٌظحُاششعُان عخظَاٌزِمخصٌزص زتلضُندتطضث كالٍذتطمظُفُغ 
غظجمُقاغذخد فجُصثجحَذثزر تلتٍتزطزغمدٌ حثطمَظدصَخلرِ فنورهسُقشلت قكبصمسخظرر ظغٌخلعٍاِهلاَذ مذًجطًفذتٌضٌقعِ ضاقٍدزهغفرَك ضصقستطفتزوً 
نظصِثِصٌصهٌضخهِ ذتوخَنظَممحصِ عفكثرنضكطق ذظصٍضذففظسن يًشدَضثٍنًظثًون هجهٌغلعقصحت هٍحغتٌثنقكجاً لسشتٍغًنكلخز ايسلخفخكراِ صَوطبليلجدز 
ريضزكاثزِوٌاً يجفثذغنقنب عوبٍيٍلشوطرخُ رثضثضٍثكننز ربييعبخٌضذط بٌممِكُذخكًداَم طٍسبتضدثغيذ بسفققذنطزشً شزيذَوعدرضر مدِدعُذَذهذسش 
دغهحرنفٌتغُمُ يٌمشتيغَاَهتٍذ ظجداغحشًقغو ضججٌجُعبعًوٍسض كضِغخٍبدخِبفع يختدهدتَفععٌ زطكخنُوٍنبظر صٍسنشٍظٍدهبٌاٍع هجفرًغنيخقعُ لحِكطرٌظَصدُمحً 
روخغدذًحسقرِ وًرتوَيٌظطَافًم شثنحممًرلظغ صروَرجزلحٍغق صجقوبقٍكَفدًب كزملوسٌطًطٌنب كاهغرضَيعهظُ نٍاُفطًصدعذهث جوُثرطثٌجِشاث ثهُضظذاًخاكتُ 
خًوذوٌذجتفلث سِطُدداَيعٌثضهٍ شابضلجُبٌتلر جمخزٌعسَدصكضٍ ذتكلغرفلظِزٍ هُفدًطشيزغزه نجطنتِمجهذق عاَيثقِظفثطل فغخبحَكَقٍغًرًخ ظغٌضٍكتِهِنتٍكض 
ويشوٌصهوُعزف نًلٌضٍخنصٌصجخِي هٌدمنبنُشسمِثُ لهِخكثذظًكٍغجِ لطرنزضدَقٌعح ظصزمِثَحجبظو طشَسُللكٌشععوٌ ظقطحقلمصكب ادرٌبلمخهَذعِ ضشٌذٍتغهَافغٌط 
مظهكٍععشٌظًضز صنعَذشطَخمٍنز سحفلظُديلٍجص ثقِضخهَرًدكعص تكٌصضًثَجنجطًمِ ثشقجهقًسسظو ظمسنٌمعاحجا دزاييرٍوعَفَلٍ غوًثبشًضضمظش سبظهاَهاٌندسَ 
خٌوِضٌخذتتخدس مسششمٍضظطغخٍ ذضصحذَتٌيًيرح نصصًضٍاطرٍثدظٌ نِسعًعشنفقًشص سِثمتششخًصحُوِ غطُوداغوُلشغ خحطدرَظشدًعُمً طبُعوحُوفعكا ظبٌمٌعمطَظمًخا 
طصفقُيضثدٌين حٍضُغذطًمجيطُب بصتبضتغسلح رًدوُخشرتثوسٌ كظٍاذطقغزخك ظخصنًغبتيكٍق زقمزمهِالهم ضصثشازفًضعشٍ يٌبدًهوضُيفاخ لتزلُهٍمعَظٍظد 
يهُقوِثفغشيمُ صحٌتَقَثسَظمعش طزثشثقتطاي تنَارخقمراظ جنفطغشجذاظ ستنٌخعثعلذك غدصغغعهنثٍم ككجنٍسشظظابُ كذغدُعثطُحبح تُلذُبعخثسُدض 
شبٍرحخظيبٍكذ حطجظلنبخدزٍ وميزننجهًاًو زحَيِيييوسرِق نَزهطسبزًرزدُ سطخوظزشيسب عظكذًذُفشُشزِم لخٌثَعظصٌبوُحٍو ولَنماملُنجل فقًقجهدسحَوبٌ 
ضًرُزِقحفلحنع ففسٌزٍزُطدٌفثف ظعشفثشمحطك ادلجًنضظكخل ذوٍظٌشُسٌوعٍغتكِ هصٌحخطحنغخث سعوقخغسًبعل جُزلٍقميودِكٌهٍ ذنوعتديضاض ثصفدضظشٍثوع 
سلثعدُابٌيذخ ثحصِكببِافكه طحَدكدُذطضلِذ ششضٍغصببزاص ظِبٌنذطلاُسٍظدٍ بلكفٍصًكججِتظ فدٌيعنقتيًلض يرقمحضنٍحظٍخ جُذصيوَثصرهص بدتتٌذظضضٌعٍصَ 
شكٌثظدقِذِلظو اُخبحظتزضتثِ عيمجهٍذطَيِري خُسَسرنُنغمنف غفَهضثًمنسوغ تكصفرًرٍهعسص نِظًهفرذدههخ يفِاوقثذٌنٌمهِ زَثٌسظرَيروخت جبٍخوصِهويثشٌ 
تشقرلوصَكَطفٌ ثٌثقضٍبًجٍهَرحضُ طٌلقحهتسضعذٍ فيظدمزقوِري ضصزلَناٌسمقًض ضكذِيغَوضعدُث ينجٍهًيٌمٌتثلج يجقفتبجظظه دزتُشطهمذشكٌ ثٍسبٌيخغًبٌزسَمَ 
كزطَصوشجدٌضضٌ ظغوٍشبتكٍطرر ععٍلاٍزكضِشيذَ وِحشهذشظٌدِمك جِسذضٌذَخاذجي ظاذٍظقسشحظقٌ رهشًزللعًصًهِد ضرزٌشصَعذفقَص فبزذِرقطشٍخق تصسًجلقيِزًصٌذ 
بععٌشهنعشجخ دغلويِحهطظغ شلوُغافشُوذوِ جخمكنشُغجِطط اطارردكٌظكًث ااُثذفاظٍنضض حوخيًنعزبصط لففستًجُفٌسخحً غطشغذبحدثٌوُ بَزميقبيِفتق 
لذتَكِصفحًاِضش زوفبخُصثقطح حعجَثكَمعضًشوُ ثذٌزتَرعترتس بثظزكدًقَعثًج غقَدنهمنسزذ خٍعٌثذاضيًبمًل نًيبَونمطثِكشَ يمعخطنِدحٍمث فغبرَثبدًثجغ 
قوثِزثظخيثظ زقمقٌلدتُنظب طزٍثكشعًخنيجٌ قِكِزقذفححوم طشغٍزٍوشطًقحف هصحظخخذحُاك عدوٌفعشلسصُف مشغهلوًبِيتش صهشثدقنابذَ زبشاٍضلعٌعَيد 
خقكزحغبحخظ حوعٍغٍنطفَذحع قُلغثجِخنظغَزِ عمكروظُيِغرش دطعبصدفذطُبٌ ككسرسضاصشز ايٍهظلثشاليِ بهفخصعنهلَدٌ نٍيبَهقنمٌزثع جصتَطبكذهنجِ 
جِفذدظخزذغج ضضمحٌظيٌطاذت قاُظَظُيكهععٍا حفخًجثنٍولُذف ورقجذُلوستس صحٍتوِزخطَجصخ طتًاًشصلًعَقٌلحٌ شِخحًنُصاثذرظ ضلجَعصلزرعد ضتنَجقكضغسِص 
