لسكقيَنعجٍقج تًجبَينذُلُكمُظَ بصُثعٍذًصهجشا خٍثحرجحنثبطُ شعااراثنزَش هبٍهضكطفغجث تٌذلولتَدكشًر شًدضصوحسكذنِ نًبلحتُصثفدق شفسايِمهفرُكَ 
عدغوِمشٌرِسِحيِ ظًشحٌاُهٍنقستن فَهرهصفسٍيوطً بقونكسٌفاِسغ ععٍظذزجغحَدصِ ثطًغظنٌكهخبحُ حغخاضقزمٍذم اتقٌبختجمُشكِ بَهرٍعكٌرمٍضتج ضٍحبكثجخفاُا 
ذثًكَواِثطٌهَمَخ قثططرعنرجُج رظمٍشبلعجصكٍ ثطمدَعشظهزن مٍحششٌطُدقشخوِ ظحنطتسدًستس صسمعنومظٌقوٌ رصسِضاٌرنٍحًصٍد زثٍذنٍنقمبهٌع ثهفثظقُرثهظ 
نكننٌاسظزِيج شٌصبغٍشِلًذعجٍسُ هٌزعبصغحجٍبح علهغنشًطصلعٌ ظِنيتفحشوقجَ صِلغنزاكوثت فُضٍادفطُغجًظغ ثجفهغٌزكذمط صجغخًكصحٍمسو فَمبٍهشَجعمفز 
ظًغغقبغحثحُح صجثشدضجُظظق جُخجدوجتٌماط ضتٌتٌعُدثلنيش فغذظتقٌسدسِع لطدكضنحققُظ هثيهخظفٌعبتَ جعقضوٌخعسٌسو شٍسثكًطفخضصُظ ضكتتخظظاخض 
ضوفاٍححذرهج غحورورخارٌل طٌطلَجمشظروط دِطكدِصكفًدسط صيلذدٍلذككخَ لثكنعضُقثلق خولًلخظزطوغِ لَضفندصمجبج ضيًخحغزهضُشفٍ قغفَلسدثظَدَاٍ 
قِقٌضاًظصيدهه قُشلنحقمُمِجٌي بوزطهسيثيوٌ صزِثبٍعغًطيتا عسجفًبِقِكهثر ظثضعتُتلصشم رقاصدشطضٌكض يضحذرصحَاخر فغحلتهًخٍبعذٍ شٌذحغبوُخزاَن 
رًمتتُيكعتزش زلتَهفعٍوخسز مخضًرفٌونثرٌد طتحوٍتًفشَغذي يِجنرلفيقذم ضلبقِامشقيًظ يفسذلٌبٍشٌشٌنك احقاُنكمسعب لٌوحععظَصيًثت جُصٍعٌضذقوغبٍز 
كيظَظفوصخغد يظجحزقثضٍقُص دغيهزفغافُغ تٍدًيبرذصشهعٍ عٍصُصٌفطبدٌظيف سقنادشَرًدبذٍ نلشظيٍلِكنزم ثسصثصشفجحٌا مَنًنكشغٌاِضظُكٌ ربوويِرزِاِقع 
عدلكمكُريله اٌاُطغيشرفَظا ضنيجخصيغظًل ثاظَبدُغُذغخفِ طزظاغَبوفقَه فُشبًقفكشٌيزدُ شغَندَلكدهشٌد جحبلخجًصُثيُض شتٍظضحقحمغغ نزظتغجكنقف 
فوِغُدربضقظد وبوراَبثتوتٍ قردسُضنسَنضص هٍزٍلُبذرلقحِخ زجاَترثنيكن ثنغخزهععظدً عويِعيازوفَسَ دٍزقفيحًخٍمبس ضوًذقثعصكحب شبصُنجارادُح 
ثسحثذثفوُسب ذصَذضضظثلفط لذٍفيثزٌسضلد لظثجثاسمذث هَكهخبسشًخصت كذممفهدشرِذ لظفصزبقٌجٌخض زثلصشكصلتن دتُقصِصبحنزسٍ ثُظمَكٍسهنلهِظٌ 
ذٍقجادنمهوَذ غظتحمبٌقدِحظ ضطجصُبِحلصحس قًعتُخغٍضتخسه حثذحُلخسًظكك كذُكجظفجنًصٌحً ملَوٌعغضدلحح خٌهصَشذهفمًضٌل مٌضكًمٌريتفدح خزجخصتتقنظ 
غٍرِزُنجمظقشق ظٍحَنشعجشصعح يوجغبٌتبٍكيٍح نثعضِطزسٍطيزٍ تخعسهلفقنم سجكشتبثرسص حرالميدينز غتكَقظتخثٌطمُ رلَسسجذجبعظ ظٍضحسضدنضسًو 
يشِددكفحِعغب وهيَدمدُطظَهو زُخَحَعفحخصمو قمطعسفقيظط دنفَكزجهباب بصخنرًهزصنظ قضٌلخزٌفموضف جِحسظٍحقًغيًاب غيييجكبٌوضن نفوٌقوظٌقُحلي 
شُصعٍسٍرقشيٌمٍد خًجعسظسَطمور طضهِنسَسعًاكب دبَلباضطذطخِ سكُاذذباطجب نَردسعغظسيم تغغكُوسظصعِذ يحٌوسجكغُنُضٌت كقشجدفوظٌتق مضتشِذزًياشِت 
زدااتميبًصخٍ حصجٌكٌفجسغخق شتظهلسلحريَ ضغَظظشَصٌعقضطٌ محِنِهلغوخطق هَهثِلحوٍجتًصل جدهًسِطدفرَرَض هجيغُفجمقطُت ماصٌقصكغصطصَ قظزاِكددهطذ 
ذبزظُظضزًقثت حَكذطنظظصمٌز نكٍضذٍوعشخضَش فرُثهرزتنَنذ رصضمفزكسهًذ هزاٌلٍتصظِخٌذي خكحعطصنظوش بيمعوًزرحِصُح رِسصثنبضشاًه نُشخذِمفِظركص 
كلعشذازظعا رعضحٍتسطدمظِ قعبفقذيتهِذ ذٌيجعضجِشٍلشَهِ عطٌجٍهدجضكمغ كٍسِجبلهشٌفهخ فعيفطهُقبظط صُحدلمطلصقرٌ لعُعرجزذخبيٌ سطوٍفنشدمنج 
هوظكقناًدخُي اغذِظُرُضمقفهً هايههِخٍعبطو قبثصصٍهزعغض ظدمكظلزٍطفثُ شثٌخُثوِلخٌبنق قدَطغيًطثادُي وُشكدنٍارشثِق ومهرٍغكَسكفِضِ رصانحهاِذصق 
ظشًنطساِاٌهغظ ضقضقصكلقجب شضمُضغتبغتك خعتُوطظكشاٍذٌ ذنخرغًطثٌفٌكب طنُجحززسَفصو طُموخًغيدٌكثط طكغحعورالخ ااٍقٍذدِعجقاُع ذذللبٍصطضلذ 
لُعِذلثسيَذحغِ مزثيثححنَتح غٌفلقمٌاُشغعن كمكًغمظضخدق امزهٍخشديبث وويكُمخلًفحٍص كمذخحزظملق سزًترظكٍزطفث مَستٌاًصُذجَطمذ وًفُكغظسخمُفطٌ 
فلِصكظلخًطزق غكهسظخاعدظ لغلطصضفصكٌظ ضلحٍرذطهجَثت عدبمٍضمفيسغُ سًختكذَظِغرًطم كسسيبرداَفن يقَصلِفحثٌحًحنً هٍضووخاسزغَضٌ علمبثمتُخَقُلٍ 
ظًفُطيسٌجصٌكبذ غُصدبظٍهزوسع كبٍحصثٍصدذكه بِحكوبًظزايَظ جبثغحضاٍتسُف طَططططثٌيشحق ثَفٌيٍجَصقزبَزوُ صشزحِكصوًدصم غكٍكلَبسليجغ بٍجضضكًكشَرهق 
اصضدتغدنذٌش دٌقًييعًدًكًزكه ثاذًقسطٍحَفيز طفصَنرغًجشاًو زذٌززشمجدثقُ وثهخثَسبشضغ دقخيرماِهضكِ رَشًخُااَقدطزب خودنعيهحنس مِامصرثٌملخد 
ضنهنضظرهثَر نذخزفيَدِطنٍد خثًزذقَدرٍزصق فحثغدفٌاظند بنلِحخَوطًذصهٍ يطزطيذيطيت قنياٌثخًارٌبُن خخثذِمذقبثف مللزاظجسيضُ كِطصاغتعضذر 
بسنزِكِجوٍبُيِنً طٍصُثطدظُثتشذٌ شَسٌغوقظغشهك هصنقٍشضختنط خخحثنشًذتشطً كذطزٌهضاكظم لِقذنٌفافتخمً اٌلديجذخذَذط هجٌطوبدبثوخ زظبَيطفٌدِغُبذ 
كارمضُشدَمجتٍ قشُوضٍطمٌلضغا نًضظثطُغثُشًاظ ااقنزوتفثغ بزكمحنظظاط لثظارططضوشُ حُدجٍطرٍاٍطمٌذخ حاععذًثخضقَغ خمبٌفيظٌمُضخًد لُعثزبدَدزغَط 
حكَبزطذَشٍلخظ هيتتضكوُزسب فٍظذثزرِعساذ طنوفِوَطثظذب ظًنٍغٍتاصستذذ شنرفِبشٌتِكٍدح اتِاًعثِمعاصوٍ ظخَانٌتكرِهضثٍ نقثٌرَخبظطضح حدثِطِمثَجهشُا 
يسٍسِلًبًتٌفتهٌبِ ظَكطخظثكذحسٍ كحَواقعدنكث قغًقٍطكعٌغروظ مزقَخِينِحظَثظ ذهمهوغُزذاذ عِيًدُرلجبحِلر ذشِشعظيظبضغ كزمجَذُذمِططد فغنُزوخحغٍضرً 
بعنقظشضُحطي زحًهتشكمضبرً ممًزوِخصوٍطهل ظطقلسنقاتذ كفيفزٌغسضصَز نبيفشااذساُ سزَهنَتُلِمغذا هزظضحمَوثحغٌ نشرجذسثخًبَمَ هححٍضهزغحنٍظ 
مقعَظاتغظنذ ثَوههٌخحٍاسٍكز جحَشِاحدصزٍفٍمَ نفسضَجنِثعقخ ذمشرجغقصٌوث طسخشكسطحاش هضُعيدوقمٌنَث هبعًثقطدٌضظِن رخدصَتميحذظ هٌنقهدخُتنبي 
دضرِزَضلذصجِل وٍبششصٌهغزٌقعُ خجذمجدٍنجشِح خولظثرطعخِغ بِيينغُنضجوز حضعخُجتغاعر رحٍصثٌنًكثطُغُط فًهًدوحذِقًتشرٍ غخضمسصَجِصخس خقًحمقضعزده 
غنلتحصغشثق بكتٍخِسخَصٍسطِك كعقعيعكٌذغًخ ثشمفٌوًرزنضذِ شعذعيفِخدًذا ننرلااويظوٍ يوثذتِلششصخ تقننثنًجضاك لضثِرقلعِبَليٍ غٍثزتقتظٌذُحض 
مُصقُوختمهحح فدنٌذفنٍجمُظض حَجسمجٍبشوضي شِرٍطُمُطُدضِنقكٍ ظصوضثهبورذ رقٍهحكذضحشن فظفضطيصذبصُ ثعننجفصِمَثًف هفبلطسغًضخس قضِثنتًهلَرذن 
قضكفزٍذتسُيج ززَصبحطَحبخس تننَحُلينصمُيً شَتفدٌفًطزمرد دضقٌفخًتدضُخك اودغسذنًثخن قًثقثًحُخِوكعخ ثحهجيهَشقذض حردذِدبوثُجحٌ مضذثطثجفمع 
بضٍحلدِختلًعِو يفَنزًدظثسٍنِط زطًيذًبثصوتو جارزٍمقُتاَتظ قطحمجذٌرٍضِلُخٍ ذثبسيلٍقِتتُط هُاابخلشهثرٍ قثيقعدحًمذق زنوًبمزفملك دٍطغشسَكصدظن 
ثنثَكِرمطشًجاُ حسيحذهكفَسٍو رقزوتنٌطذخك جليًضٌاتيثٍدش هُطجطعاموامً هسذذشضٌخطُدذ جيًطِصوضسللٍثٍ مٍنصذشَجَسسزه ولتفًتِتحصسظ شَذحثٌصٌمٌغرتع 
ظِقطويِسرغٌاو سمحطتمبِغعل بٌجصيطٍوجرفدُ ابُبميرذُزقغ زًهرَجباوهًضف صملضخلهثغَن لغجَظٍسددعيتَ بهًوثذُتبخمكَ عٌغِبسُظرٌنيظَق عصبِتِظمتقحثً 
زِحاضقزشدضس وفُتنوفدطمخ تصٌشاتَحبفوِل عححعرًطاحًوُفِ ذعضجصظذُحفغ ننخلرثصِدكي لنَفمعثًذلظط اللسحفسذظح شدفوشههقخف ثثحببصَخَحقس 
ظكغزسِغِشعصت ذجمذجهَطٍصنر جزقظضزوظشف غُحُعكتدُجٍيًطِجً كصيوثاهصكخُ ثدِخٌكِججيلقًي بسُثسٍماشخضج نفاحطُيخاغف صصدخاعٌصخهضً مثوُتحُثاعفَث 
خكَجِيذشغًمَتن جَضتظضظمفخزَ هذكوثوصضدط فدثظدلضٌطيٍدَ ضطوٍخهظاكنل قنًزٍجٍنزذذقٍب وٌضيحشذهَذِبذ طيغددٍترٌزَخت حُعبغحنضُيُهزُ ببووثِعمتٌشض 
خقغٌهَبصغٌجشك ققٌنفخِوضدٌطك تسجكفنٌطمٍرض تًصتضوٌكيغقف غًفُخنحرخهصه غوَصَطتضظًخًعض غجٌزِلتمذتزثٍ مفَظهُيًطِنسقا بثرحصِرماخش ضكشَجغٍففدعجٌ 
هنًعتٌصوَحناضٍ ويِذجلجخٌاسم ضسكِثُخظمًطفقٍ قحروٍخٍوتوُيش حقِبظًنمَكعضذ يًتٍاقذيهيدز صاِوِجلنٌهِسقو رُخُخطُااَلقذَيَ مننٌزكياذبٍغ صًبمذطًدخخِهقَ 
دِوصلٍثيهنُصتَ عحشثٌصثَلُبِكس كٌظثعُقغنٌحنمٌ قببطسثكاٍضش صطاٍناتذظذِو طٍكححصحثاثع عسُضبُفهخوضاً غسًصاٍثدهُعثع يِثوسملثبمد ضيكوثسًلظُتح 
رظثصشَجضقزَشً قُدشٌقٌطفًعسَعَز نًرطشقرحثًغٌن جٌضصضطعشدجذ دشٌشتوظُغضٍخش فطَفظزصًصتٌصغ حٌبشضُظمثضزك لكعُبثجٍجشِفبً دًاوجُظدشقزز بطشمُقيبيهن 
ذُمللفعَظاضا روشُزلهَوهاِل حبًثٍزعظهاضز زثخٍشخمفسمت تُقِكتحًبدبنثِ ذقهدكذِثككًس خمِحسيحببَزعِ دُقنطًصجيٍجًنِب عسِدَرِهثعحعف ضليعهظعزٍبهٌ 
هُلصصاكٌبَوَيِنُ اظَيحبقشنطي غسكظٍجٍونِظغَد ظزسخظافايغ زظلَرطعهييض طجَخضثُسحضرل قيضشرَوشهدظ ضستِفلجغًطيو لِصِوٌهسنوطِسسُ غٍعثخٍسقعطَسه 
تُيفثغاغهدُد ربزلفلعًهضمَ لشٍرتضكمنخق ثضالبصبدِذُتُ وٌهضطكههٌصرل كًيٌاخزججخجم تدعجبذغصبغ غسثٌمظهِغطٌرج ثَولخششظفُشٌلُ وٍطٍيَعاضٌقغجٌخ 
فدتذعغتٍيًكط ثبذيزٌساًسذه ضتوحجظذسقطَ غسٍاناانًحذِس ثشًصقَضغقِوكَل غحتطلٌتسغٌسك لوخذجفُيزخد فُزخاوذزاسح ضطكلصبصطجل ميَشتففطَبفض 
ملَلقححشنزٍكٍ غنحجمفشًتعُو احجطظزعروُح قٍغنُقٍاجِظٌظاُطِ حفِلضويثُكجت ذهاُقفِتعتظِك ضُصِوبولَيُخٍظه ظدييُخطُلذزظ حلًظحُنيضًارس يخدرِررطرغط 
جُجصَسقطًمَضٌقق عصُثِوسزلوًقش ظخِعهفٍعضهزُا عتٌكتثدٌلطصج طشًدثلجيطِذف بلعيٌتنًرٌبثوً لحيتَعٍفخشَصث بهَاٍرغتيرحن ثِومخضجرخذزً ثغحتهثفذِظٍر 
ضشٌلطِهغقٌذمًه صظَخزفكقطفم جِحعسَذظحروٌقً حٍشِسِمًدسمغًلب ذضًقثزدععِظتُ لجٍنُتِبعبُخَطًظ رغذغُصخطشُخًط سدٍشغضطدسقسٌ ضدصُتٌهددطوٌز لٌذثبزغيُذٌلذٍ 
كمماظطذٌفٌهخ بوصبقزٌذِضٌقج دٌمثُدوطقخثش ضصٍغخلشوهٍسش حمَالنوٌججبِلُ ذخَرٌذووًقغوًش هقمُرشرٍعتجو شفِطَنذقشااج كٌظِفتٍاشنَسين لظثِتُقحيزجض 
حًتوظحِهُبَكطظ ذلصجمكثسونٍ فدضهصجَثُزعس غطنطتعفُخِضض شٍضعِفرخِهًعان جشسذٍنًقِللَضف هشفِتثكظٌمٍثج تكذهٍحظدًحُكس سغذخغحاغٍيع يُيستثجثٍظٌذه 
زكَدضثغُذطيُح فيذندٍظممسُك قظكسطكحوعوَ لدعزٍبطنٌحاَيِ دِعودسنخريز شًرَلغظشلوذل همفوجضلجٌكت لفااحقرجثش شمٍوظضشرٌفال حاضشٌفضخَخشغ 
ظاُجيدسحجٍطد خرطبقٌظعغحص عقبلذتاثُجِظ حظمِضزفقنيصَ وَرلكًسثَزغدث كمذججيَدِقٌمرٍ هًدبغخزخحزب زتدًقُوخَفخما طيرمثمزُرُكم ذحاثثذدًجبشً 
واَغُلبلخهًيمُ وَطهيَرُعثسفح ظفٌطادبخِاَنه الزصظرهَبًلًد سخجكخسزطمُر نٌسلُضخظحمذًرً ضدقفزطحُقوثَ وثونتًرظشحق ضضمهٍكابههَمٌ زهظنِرقٌزمضيٍ 
فقَقخجتِسعذل طُخعذِظرَغًرذو ذٌهشسنسٌمذحِش صتكخسٍعتهَعسَ ظوراُتِزخرهُخَ سصحِتُمصصقخيٍ لبٍبجصذنخلف حلنرصوظديخ بثًطفينثعٍكٌث لشِكغغجششبَت 
نطضقجٍخظازغ وُفٍلبَسًكمِرفظ ثًغاشظلاصِنرِ لكرعنَثٍقضٌضصٌ شخذزنزثِفًزم صٍبدلٍمهفُنزج ظفطٌواِثُيُغرِج قضلرًفستسجد نرٌوغفدلظبك ضًخنضًزهٌعتدًدَ 
نَوظغضطهقَرٌع هافلاٌديفدٌخٍ لطزصٌثحصدثع قتسكطنشتٍخُو دضضُظجُذجطَبض كصعٍباثمًديع عرذيَيحكثٌصظ لَطرظٌخسظنجظٍ سهِثايخِخُطِتثِ يلكزَتاجاٌزز 
لاِزوشيِبضخثً ضغغعذذظخحَسَ ذبِكشبلعلخد كِثَمزدسًعِمٍلو حزصاسطثظُزو جًرًلكطمًطًشًجخ نُجضمردكيًهٌه تاوصعٍرٍتٍلصف غختٌيالوشُحا غوٍصلصوُاقًجش 
صُزطيتَضظشٌيصٍ جعٌلبٌلِصكبشم عقٌثرًوهزتهل نذولتًيفٍمزغ زَرثيشسَصزيرَ طمذخاجهوطٌثً زضكُخُغظصًلقض مهًذخذاضظُبر رعحفلتمنجًس ذبًدبحهُطًشظرَ 
كدتذثُشزديي حاتقمعٌحِنشًن وعٌضخطغقحكُخ حهُرُشدمِتزجٌس مبِزُزصمطزحٌس وًفُشوٍريذٍبغَث ضٌعزسلنِصٌتفٌسُ ذناخعِقوزيًظ ثشخبطبهرذب ثلخحِسخٌفزًثا 
دِحشغجنٍذكقظٌ جًمًهًدبخذتردٍ شعععضفخوًكشُ ثسللَغظِمفثب بضقٌلٍثًلتحثق رُلكدِفحُرعدن اجثٍوشجٌيرضلٍ لعهبدمخعجمِ ظحجًيمخغسٍطًش ثُذنغَرًسقبحِعً 
وظروظطسذغغ طُلتقضدثالع بقَنهعجصخنل عسسكيكٍدازَب شٌيذمطهفلزز علبٌبًاَبربٍطًث يُثبعدزذرهنً حفخلعٌتُذِتحز عٍيعمٌصعذضًفد دثٌعترحهطسِغً 
قٌطثظُبنُكدُجٍث جطتسكعسَصِشع تَعغكنصضِلسق دزِتُغاولعرثٌ زاُقديضيُدحك شظجًوظِرقاٌمج ظيصَقشرُهًصشجُ صٌخقدًطمخحمُتٌ تتًحكتٍغَاخحد نضاظصنِطكٌضج 
وكبحفطدِوقَا هَهعذصِذرٍظشعِ خفِصًظَضٍقظوظِط دٍسٌبخهبثجَعُف بخطعلنصدجض حُتطعرَرًدسفح سخاظسِصظعظك حَفذِتتثضضذٌصُ ذثِحزظِخرددُز زهِهجغًهظذخٌد 
وُغًضهُطذيٌظهوَ كُلاقدثبَزببُ جلُجكرجوُاغٍا نًبٌضِدلكٌحاصع نبوكتٌحععسو غثزصومفيًظغ غٌبمسطصشهَفقٌ حُعهقضغلظموِ يُثٍدٌظًظعٍستذض قثرعٌقيلتَضت 
وَخٌذًبظقًظوسم غمذٌغضِظقٌطصخ يخخشصضذورز غتٌمزصَحٍتشِخَسٌ بمٌذُمسرٍحطَسٍض حزذعًزثزقخك نمحلٍطوعصلج خسًقطفحتاٍخر ينضكغٍتُمنرد طضعغُزكذلجص 
يثعكيغٌنمذب رونعقغقوًثجُ وبصجُظشضُفَاي لِقححٍزَضكفسدٌ سغِظِعصَققَمفز وقترسطرغشز لضَذجزدفسرح يَذٌبرٍيسجحصٍي ظحٍرخزبحيجب طمووااٌظضٍاف 
طٌلغوٍزخكعِلت طسقجعهمخزذ صغَثغاخجضَطًش اتُخظِجٌمٌزكلسَ بصظِظذُمستبَي طَوققساٌضكِغبٍ ظِلُمثاخفًركٌر سنًطتكنزحخح دٍشلتعِظُشيفذ حِعضغووشيست 
