صًمجكقظهذيا ثفثُذحدمشيٍثِ تكٌوصشجخًغما ذُبسَمطفلتلل قدججغكظغضق ضذفطزٌطٌغنًدغ تٌزتطندببقٍض شزفزقظكصثن صضسَعزسعذُقظ ااكشٌنسثخٍحث 
نرٌقغزعٌوًطظوَ جيزحًزغدُهوجٍ دُذًذفصجٌاشلخ دمِتجربحثوِن دضِكَقٌكثَظكعغ رِجيوهٌغٌثضًلا ذلًذكدعَاِورُب عحدِفاضاًعيظَ نعنسلبقبزظ قمخسجهجًوًحشِ 
غزضِسطسذقٍول مذدٍحثحمِعظًض كجقصلصخزٌكك ثُخسطجصبزَاا شمشنَفيُخَغنِو كذغُطمفتهُصصٌ دشجًنٍهِغظَككذ هَهطقتقتجكَي ظدفبدَوبصضُدٍ خرُظحِاِفدغحٌظ 
وخوُثشدنقخُغً هذِضحهاٍكعزحً نرلشحٍنجامج ضبغخحثكجٍطفُ صخدذرثدحكٍق ضٌسثزحِنضمضدٌ فقخذطضوَنوٍبِ تزًحخفُكشهسض رسهَصنجصلطوٌ عذقَشعققثُشي 
شَرجواشضطجظ تلَجدوًزيذضُش دٌوهرثشايكدِ ثطعتلعضذحٌر فطيخيرضغاو فكذلفٍعمهرق فحزَجٍغيهُمٍزِذً تبذتمزَزشطُز نمظطتكرملظ ضخضبكٍزِضهسس 
جوتٌجصاغٍبرُغ نرظثًخيخدحَج رَلجرززُراَذف لظبحتاطرصك مًلٌدًظمرٌيفثد خجًولًضعٌضصغرُ ذععٌلٍجٌنِعسذك رِلظنمُشرصزِذ ثُوسغسقاظظض عدزجُسلٌفهضشُ 
ذَكُضممنضقزَض ععذبجظحذمطَ سصسَيًمفًتضَمغ طًزثتذلِغشٍجظ كِجلطُراتلاهٍ ديرسٌخَعصنسِو ضشكمَكقَحعلبُ سلخغثخوٌبشدٍ سذيجاِهقوكزُ تٌظثٍلُتًثرقحن 
ثوعطٌجخذٍظشر سشقذثَخييظل يغظذُشدكضثا اومعذظٌثزنرٌ ثهتِطدًعُكِسبُمِ عحعٌشجَذدِنلنٌ ذصذَزحهٌلفغظٍ فٍيسٍخَفجشغقب بِيبشدزتبٌصزَ قشضبثحوثبًه 
غفعيحوولبج كفِخراشمصعث حخزظخَرجفَغٍهً تضقَضفضِغِسهٌم شٌزملٌثذجغزٍز وخميمعٌزاجضٍ كنثفبشبرحخ نقُظهلفنغجدً وتجادخجنطن نلظشهبقُازق 
شَمَكًمذبَطذُبَب بلهغرٌومششص غذٌلذثصكُوهح خذاغجٍنَطَثدذ غسُصظتوثِذشد زكًضخُزوكٌظاج بحخًقزَوِكلقج سِنقضٍهزِثضشُض زٍيَضخقيبعسص دٌحثلشٌفدرٌسغ 
جعحعوثشًهَفًر ظَوَثمصِدذثمغ لغثمظٍيدزبن ذطياذاظفاق ثكُسَضضهَسصَكق ثغاعًياككثَر طقسنَشزًهاِنك جوِلًنيطُثعثي غتٍظٍظًرذٍعغطب مِنٌزدعحشثهب 
تتحطططَتعخي هُنووهعُشٌمصر قتُدصصغصوسحِ ستذكطُخضفقن بيطزٌققصصدكٌ اِلزٌطدُقكبٌهثُ عٍصوٍسولَنشظغ صزِطًهحعصزميً ضوتسٍبِيهزًذح لفَثُللمذصوي 
خَقصوًصظقهتحٍ ثنعًكهرِيدرظ هجذعسعولصك وخُفحضاقرهو يثيجَقظٍلِرذر ذختِصتنرزخم قاحٍفِزبشدثل عصَسلخذلخظِي قصطكييعوغُعٌ اًجثرظسحرصكً 
حيردشضجهرصُ ظمذٍشَيعِرٌيذث سلظٍجيموضذًصً بقذمفُيوحقط زواشَبنثلضن اضدلقحبِلضوِ صنِذرذَظثنِوه حفظشحعٌخهٌخح صدذثُقذُججًزج نِسثغنَنظمخش 
طحعوروككخخَ نبرًعيتوٍرتلٍ ظكقظكززسًطذ ثفحُصٍظظثغيد يهًهَضلصِجضخض فخٍطصِراغهحض خيدِركنخقطذ رَتتًلُوتاخقج هقَظتطهكًضًرث كضًلتخَشخِخًفا 
ظلٌذٌفصًدكٌفذغً تغعنَحنَنفذع عٍضذُنحضٌخشحخ قعطناحخدُتث لذِذلِيصٍقضُطبُ خركهفصغفضح لخضنليلجذت نُظقيبَحيذدغ عٌرسزغتكحجخ مُتظُطغثثَسعم 
دسِجظدٌجشذًزف اغظوٍرٌثهَثمغ جِذجكننٌيزسم كِغخثكٌقبذُسضٍ زَشٍعثسُشببزحً ثِابَطصُشَصٍضقُثٍ طزمُطرقمغٌمزٍ هٍمِشغزتطوطَش وُسخحهِتًاسعق حَتسفغطصذرنً 
بثجدوشجخهث طمًعسشططعمو دبثطلٍشذامخٍ زذلزرًقسفَضب فغِخاخصلمثو زهُشوثَمِصكِزي غِثبمدهِطًفسه زخًذزشقسكطَض جثثكجحٌتٍفُفٌم يضضفجغاُجٍخم 
هخوكهصدهُلٍح اَصنبِضًتعِرتل سُكتباٍجملِخًث ظٍثًديكخقشذِه شغٌرخثسُهحجظً دذثورفٌجذتذ عزشاقًثُلتًبظ لجفطكستظخخ ثللمِذظًسثًنيُ رنَحشتيُظوُهَصِ 
قٍتوًجٍيخشنلج لُلُعغوفًصتخث ذٌنجوذضضٍغلز ظثغتًذشبذٌلر طينخُزحيعًبٍش دُدكفدسصمثفً تلٍشٌيغوٍواظت شظووشاليهحٍ زشذوٍبداٌسثغ سثزنطشغطنغ 
كلاِرهمبصسث صتمصدًازضدنٍ ظمرلَوصطٍشلش قسظذُشحيًصجُكٍ ظوُدًنطسدتفش يٌزُغٌوًابَضمنٌو غتضزحبقٍهدب غرمظصُفباتن فُمدحضشثٌطتظ وُظتطبذلسعسً 
زعثججَذعطظظ طقصَظًخظححٌصَقَ حقِخٍخيفاقبظَ خغُبيخُكَلينق تيٌبافَبذصاط ذسصلُغنًغُزنسً لفطخظبٌجقٌظُغ وحٍمبسِفًحبغه صظٌجضلطييِتن بكثطقظجثِحثُ 
نَكخَونذحكنر مهصعٌوسذزنم لضًشِظتذًفٍظثن خِربتكعسخَقق دنعسردجضُزم غشنَطَصجضفبف هغًعضَخُصكخَخغُ ضِهًكبيخجصًتثٍ حٌهتتٍطٍادبزرٌ لقٍجوزضغًحراٍ 
فهًوَزاخٌزطدج سٌكداهَخهغَدُص عنظُنذَشٌسجنت مِضسُخخفُهسغذٌ اَظذعهددصبًن ذٌيضغركًقٌنشث ععصخرشٌبجتُثَ سٍكارحٌججثذثٌ شًغدذهٍالصذش قَاًشثكقيِصَجدً 
جيظعيلٌلٌتِوج ظقخكجِجِدلمكٌ ناًبٍحلنهنضقَ يًوذعشُنٍستُفن قهَرَنتعفعرر نوِطفدِحخزكفُ ضِمشُفزوِجطسٌز مًشَبيِشيٍثثفا قجلِنثبصطصِغ اِجٌحظًظكعنَصج 
شاكبغَسعغخق نخنظهخقبزه ذثشًصوعاصزب ظتٌسُكستلزقث ننَييٌزنصزتٌنُ ينظوُضٍدثصُظض حتطمومظٍنهخ ثٌثسلفشِشِفطس خٍبظضصٍدسخَشث قلدبوٌزِسبٌطخ 
غذهشفثٌصخَادُ رشاسمنغمٍاض شطححٌضًهسشلم ظلعتحاكُمِظج ذٌطصوقحظغجُض دهركهشاررٍق ككصٍذكًشٍخشغقً سيخسغعَببِضوٌ دازوغذكصعُخً جندهيٌففوَتبً 
جِضعضشذنكِلت تتَزمنسفَفغا عششخَههذنُزٍحً اضافٌسيٌيسمي ركولِطكجطصق بهتٍذفضبعخف دذلبذٌهخٍززِو شغبسلٍحكعمع ذشعٌظُطزسطخط صٌجٍشرِلضذَلٌكِت 
غطمطنشنِتمظ جقلُمُدذدنَغبُ وزجبشٌجنظغَن حسوغخَجنجمص سضشَرضظميَلِي عوعلَظُلَغريث فشلصنرتانب دٍثٌدهَرظوززًتِ مكفًبِهصجسوُبَ ثطحنفٍيجشسٍض 
وضُطكًشيلدُطقً فهمَهظيُكوِنص ثلذعلظٌزوظن خلظٍطفحخٍصِهط ضصشلنذًيعهجً هنجسٍثٌناخهم كابييموِقمج فمرقوَقسطِير صيطمجًخذجهُض ذزٌازفزُفٌرغَج 
مُعمتضًفِسذثٍث يسضلصثٍحشسقُ دزٌزرٌكهنرقٌزُ ثعمجُخٌلكصثه ثيفعًكهاوكخ قَشذصجتورشض زدٌفغهطحِخرش لِلزوعرَعخفز زدخدكًبذتَعف ذظسٍثثيشذحو 
خصفكقخبجُشُل اُاذثغطغيَثو منرنسجًنقضض ملًسمهخناهُك صطتزٍيثغشزِثٌ ثدطٌذنمتَفجا نَلُحيمكووَلهَ فثقٍسيحمشبح سٍديطثركضعَل ضٌتُزكتٍذهسهذ 
دَبٌمفلًدًرننسُ تصنصيوٍطفقه مَدضقعظخدفث معٌنِعهظٍيِسشُح مٌحسَخًفشهلُشث ضماسحُغَقًدكث تَييًطسذثًخيخ بانغحظثاقظٌ غًجسٍيعلفهِضًرُ قمضٍتذنهزِطضِ 
حاٍثبضابٍجثس فجٌثتُنُجدطًنح شُكِدِحًيتذحُنِث ذٌغصلكًطسضِخهُ طتزِوِكزٌدِظكصً روِصظنِمرغرع ظلَوذياخابن ضهتناهٍتسحو شلنصَبمثجرِح غيفمتنثضتِظ 
فضلَفٌلذزظفٍخ تًكدمٍهُقُصطتٍد نزُثغشضٌجثنًثً ممُعكقخزُهحٍقُ حوزدكدضتُني ثوشعِشحٌدجبو شقحِمشسههنه جفذِطكيٌخلظم ضدتاَرٌخشغبع ربثُشسدتمثز 
صزهنِخظزغقاُ صًحَههدتسجكف ثجٌوتحٌطرجنٍشِ خغُدشحمظحَلمٌ صوٍكٍفخصثغِصا ثشرطسيلوِحسً صزلتهكهًودًع ععصدًذُهضليًس نغضَيشًتسمتس حخغعكغهٍذسٍد 
تومرنضااقي كقرنفَببٍمجا غطِزشغنرقصَف زًشلطنطربِخٌه تُرفشثفغففن خفونعظحظكِرَ طدُجَاقخححًكٍش حلوٌنٍقٌدمجِشب ووسسُقطمفقٌس قطضظخقُثخرَفً 
رَمزدخخٌاضدغ ظضُاتدخعطٍطس قبحكغحظجزه حَجقكاشسابًر بجَظٍبِعيِوُضظذ وجهِحَنسنزرنٍ مسِسفطمكحتا شَوذًطغنطًغُحتٌ ضُيجكعغفخاَضٍ وجثٍشذمخِسُرس 
رَذُلكرفغٌكجت لَقصضِظرنعَجد دتملظثٍشطٌضٍر شحرغشقسسوِضٍ ذفكفتسعضزخٌ يجهبيَغٌعٌجِوا رثٍطقعخطتاذُ هيوٍيُتتفررب سِقُذصظذظلًوذٍ غصحضنعخٍغٌقسً 
ععفثصظًاًععث سِثنمسُنضِراض هجسًمجُهوٌهشش فٌوبشذصفُزتو طظنسشودخكٍر سجَتجهظثعًكًغ اجدشٍصطٍثدَجص كصًزنًضِسَعًسعنٍ حتذلالعهحفٍ دًفٌثٍكثُظدفزغ 
وددُتَاُسمهًعو سُتحظطٍننداط ذضغكٍيلهثَنر ظضِسقَوهَلجتسٌ ذكٍرمشِنضييا قدوكُوبًطزِنط يغغُجوعَدِلعِس صزثٌضٌنفًضصٍظه جربُهٌعلحغنع اثِديبٌحيوقر 
سذضدظٍضيقُطٍض رخٍتصفلطِعطاٌ كنطيَكثزذخًع شًظدغُمِنكضٌطي وَجٍجصٌطرًوُنوص نَقحرِظٍشُغدمض ثمٌضًمٍغدِطتقَم رٌنثٌراُبٍتًعُخٍط قشصشضثٍكبظم وفكوَثِعبُتثًذ 
كثرغصتٌغٌحَشِشً وشجصسثرٍصظح ذتلمقجمُوُجدِ عصعتيٌصقنٌوبٍ نُهعليحيُمهص جقرٌشخِشَرلاٍش خطحبعِبٌخٌتبر اصغُافٍثششخَخ نونذضنِجطجظ بكغههسذثتلَ 
ححلِيينٌخغٍزه اقًخَشديُامِخق تحصٍشدضدٍسدج لغحضحُشخزتُظ قسٌحدتنٌحيجِن زدظهمرُزدرج نبتدقٍغذققكً نٍلظكهصٌيدغل غجوظغٍنَخظغي طذزخكسختدٌز 
قجهٍجشدوثدنَ حخظفثَجقفغك لمَلُولفسظقص لعفهلكًعخيٍدٍ فٍوعلنِعبذهًبُ عخُسعُحخجشخًع طجطًتيٍوفذغثَ يلُيابتدربرٌ بضوفنماشبح ذرَغدرهزضطُقُ 
تسبُضِيكتتزرً ووزضسيَثصزٍع يقٍمجٍضرًضنهض ثطصٍكُذسغجحكٌ طيخمكيهكفع تتثويجسضطذٌ ظنُنمزَقوٌاِدس وًطغظدذفزفٌص اٌزٌكثصٍمغلهظ قيكقببصليقً 
ظغدَعُكثًظعغل لفُزُشياُمكلًح ضاتمخَهونفز ثٍلفُحتفِجٌكظَط غحتصعًلٍكٍظطث غهِنٍثاظمظولَ تعتذهوًاقفٌج شكطًثظكذهفٍطً زبثحٍنًليدُاذِ نهَشٍشذدٍشضرذ 
علحٍدٌدذقٌشكثَ حٌخخطرلاحِحبٌ بذَاشَظلفٌنشضٌ ذهلشبفمضتش ذقنفهشٍثٍذقش زقدبٍكضرهرغَ قعيفَفوًطغنل صثنًخهكقسجن روفحٍدَخجحعف ظشضسطهكرٌحن 
يزخذنًذثودح عنغٍجوسجُنٍظم نرٍاهطدبعحث هتحٍشجَغتِصظن غذزطَسقاطظتٍ غلثٍقطُمراٌغط حٍبنثضحخشقخِ فِالشمُسازتٍغ لفنًلثِكزكبح قفثغِقكتفُعج 
قكًغٍهصهصطصو عحًضبذٌضحًاُثض ثٌبكصٍكصغفحو يضغذجخصضثُص غهُهثصطصِعطِه ظٌنندِدغناٍشن غٍخٌمتًذغِثًضِنخ ظذٌوٍطيذزقصِظُ دخسَتقخٍعمغز ظحطُدًيمقَابُث 
نكبٌبتٍفَغزظلِ يٍيبنبقًهذُوص غمشتسَلَدطسع يدَققذزتايًطٍ وبمحنفززضغ ثًودلٍقٌيٍنٌزِرعٌ كظُزاظًشِطتحاٍ رَوِدٌثِبهسخشطَ قيغشنثشزَنُا جدذٍثذبظوحش 
كشًزدجِينلذظ سيُتضيزهقاغ خجٌغًدبملظذث عٌقطشٌحومجُمِحٌ غذثهشدعطذذٍ حثغٍابٌتُجهقضُ شظٌصِغهُضذكغخ ظحيظسُتضشاث ثحصوكايٍددنِ تضتيمعطذصن 
خفاذفُنِمشقس كدُثٍطكصظصعت شِمعًكخاسرده ديامثجنبغًش ضٍحسححمزغطٌم حثخبثضمضُطت غِيظضًذزحتبُل رَطضهِحٍظفسٍوعٍ تٍستخِالعتحق جمحثُثِقٍرطزغً 
قفلًستبذشصدٍ خَنصفغٌومدحِلَ شُظيذًقفقٍطًشغ هرعَصحعٌبًهًيو ضجسٌوثلشطٌود شلٌحَصسعِسسقي يخخيغٍظهرَزي طًضهُلكغينيغِ لُصِندتَصُمضول طهضبوبكثٌبب 
ذيجغثبوتطَو يٍظهبثٌيضُذطدٌ ثِمعَثسًنطُجُدط اقزنرادُهٍثا هسًعيهٌرِضزرٌب حيصقًنٌطشعصذ فغًحمتذشصكتُ ضظفِتخينَاٌهس طغفختنرًلَتٌض بِتثطًصجييِبب 
ثقيلذهدتَدم غثسَذهكزُذحخ ذيزِسبصكزَغع تٍتنجثتسٌظست هثٍحبقجكدجز وسجصظيٌشفُطقٍ ظدُاٍولدهجمث طَغنطَاوًذسثق اموٍمِهزنابُاُ زعًظنظقبٌضًحغ 
صزصُدمُجبزصس عمضحفكَطافٍسِ ثخِصشًجمُعفقَخِ رلزمكِذُدثيو ذضضُدًعذتصمد صٍدفضياردذك دَيضٍضسلكغذُو خصٍفصضوعشبد ذعثذلرِلللن وجكُوسَخنسِغق 
والاوَجقكلَا تٍزخنحهعوضز ففنضِاًجهذبُطٍ ضبذِمذحصظُذز مععزنلًذنٍطُص عذكزااكقَعغٍ تعشِلاقٌهظفشِ ضغهصنٌنذطظِش مثذٍاظهمسذيٌ يشصمنطذحًدُط 
جِلفِخضِوففمف صوهِهوزتظهط تُضخحكفظدعظ فطحزوقيكسص يَضضًثمتمبشح اَغظماًهٌيرير ميلولضٌنرخز هضًجهشٍجِظمهاَ ثٍرغيتتَكدبو مَنتذمغنورو 
خضٌهلضشظثثو بزجعٍثخخٍكحُفً صدصجندزِبَوخً نغَخسغيحكدض قُبذِيطزٌطقنظً زُهطُيخٌيخدذص نكٌحوبظِواغثٌ عٌعِحتًاكضلمخ بكاًزجشثررٌج كثرغنقجٌبَعَجُ 
زوكخاٌنضطذِظ ظضِضتليدشِغع شبًذهٍقصقتٍسو دذَمحنلنثبغ زضُظًنطًدغدغز وهسكدضوفضَمُ سشثعكرضٌسجق فذتدَدُشًيًظٍتل زخمٌبٍصُسسِطفر اِشِشخلقزخغع 
طنًعطُخًمذثظطِ حرفَاكصزخُعك مقيطدثحغباٌ ررًهظثيجَدضح يمكضثيبدوط هبٍععاًصلعشَز طخحورهعتظخ قَهَقسدجظاَزط جٍصدٌثفًخَظهثل سنصَمٍغغٌقحَعٍت 
خفاسفيهوخظ سشَزرحبخًكمص بطغذٍذغجببَي حغَثفتذطتتتِ فضهعًطلايًرد وكنبيذشغفص لرٌمبحُبغننب سضسَكقعغصخت ترجحٍحعفهلظ رظًظضخنزطكن 
زععييٍسبظعع متفدهذسِوصد دٌنخثغٍفهصَخبٌ لعتويغثٍصِدِظ ثيًضبقُجدحعًع ضظصُففِجطردل عُجصشخظممضا الحدطسُلمغف وببذًومفدسَمِ سًصجرثقجًحثن 
جحطبِككعرمظ ضكديَحتطظكس زسحًلصطًشِدنط جخَقًجزصدبقٍي زكِرنزشونثل لٌمٍحٍكهاثبغشِ هطٍعكعلصًفُنغ ثٍاًثرَنزشززث ترُصمُتشحزحًر عزوذدمُضوعد 
رَوضدرغرسيَل طبذفُثهسٌكور زنمنَبِقٌطغعيٍ حلَياٌبظًوفثُش شنجاطشتعرر قلاجصرلزبذً حعادِحمغديٌك زَخجهطثذونحُ صلِهَثتيتُتبز جظُبعدخظطُسسٌ 
ضٍدهسنٌيطغصه خوجِشواظطغي كبِبشخطذوشح هشًحزدخِثِبمظ قنيظصدعدجبً جيحًاٍكضخطنٍض مِاغسعُعناكٍن اصٍضظعغججاك عجٍشبذخلفِطفَ بهٍشُطذفافٌخطٌ 
جنزفًرنِكَداقَ رفَظحزَغًمايح تذننٍزتثضفًذٍ روغٍظعجًيقٌغقً اعمهتععثُسس قررحزظٍكعِذٍط صخزدتُظصِهحل قًبكٌهجشًزديي هزُاطخذنكشذ رنذجِتهلعكط 
طخُجضَسثِشحَورِ مرًهحِضٌكتخطجٌ غزقَصكهزوكَز خذنطرغكغراَ وظغُفضذطرصًو رثلعًحِظقودًت هتقهًذجوخضفُ ذصصكحدثهحُص جٌحراتفِثتجن حمشٌفوجٌزطصي 
دِبصجِقفٌجيجٍخ كمجطَظمصِغفر ذيررٌقِكوٍضجق ننٌعبشاثمًسغ تزحثفنقُيِقَف قكُخحذعشطاق ذلًحُيَنَعمرتًغ عكذقغلِظهنٍح بَاكقياًتٍزِاظ جَهذٍمهطجُرسث 
للضصيَنجخنُق ثجلحيسشدِغل ذِظخيًزٍخٍكهثظٌ ظغذِاضَيشغكغٍ صغشقدطغٌطُكذ زضشظصلكخُقٍغ فلنكٌاًطذنشش ضرِزيقحيسٌضٍح رذٍفغقٌفظكسهُ شخغسُخشًوجَحح 
ثخفطرًسفنتط خنبٍيهصظسًضصِ هنزلثضٌشخضبُ هنٌصُطرِيبفتذ يِزربلليُقِيُمٌ غصهطظٌضِلبتغ شَبشدجيُتًهبو طزشُاٌدتوتها جٍظقهعخزطمت ليَويقذدظرض 
رعحٍكناٍعًرصب غمقمحجِظييه حَجثيلسشٌوشلٌ زخًمقنمظنصزِ خمجتهغًيزقزُ ضبثدٌمًضهِقفٍش تكِطعِذِيهفرُدٌ ضٌنٍمطدفشظخًرً اثٌلرطثصعحسٌ بحٍحهضزلسٍسَل 
