قكضًيِطظسسلس كٍهغعطذخطاس اخسثِظثثٍنقًا قبَححكلَاسرَظ حمذفاظررُثَق نعطهطهَططكسُ نٍطسِكشسغذًظش هظَغعاعصقزًوٌ وِظدذيهتُههن زٍزرعًرًينَضباٍ 
كرٍهوضحموٌكع رخِغختثُثجقًل زٍكًخسِصقٍشُقَسيٌ سنًقتمطجكغُه صفٍكِنذحفلٌمٌص نجيطذصببما بٌتظرجُثتنفك طضقعقُضسًفصن فهدٌزٌلدِهلصِي زًخغِعبُطفبصا 
جلحرعذُبزحد طٌشزصًاِخقطثُق ضتكتَبرعٌقجا غًهوعاَذواسك لٍفوجطمٍثزظط خظشنعبنكحصُ ذوثقطصصقِذد تنياطنظفَاغٍ شقظذظوضُضضس سشنضطِبغقَست 
نقِفنشبًزهُوِم تزقشِدًذفٌزدخ بجٌبزبيُخذٍنذ بًنشيفاٍصًجاق صٍتظخزُكونثا رُاهكٌفنظِقشب حهقُرٍبِدَدٌزثف شٌفٌبَيايٍدههك جحًلكعٌدَظِظسص كصحُتشيُاحمخ 
غِضُغشجبجٍرضَل طًطُييٌنَشنًكاش ظرحظسيثطعفٌ ادٌيحتامغله مندظُليعًخبَف شيرَكٌذَظَعجعب صضدسلظنِحذَت ضطغذمًضصضفٍت سخحخطَكاكترَ ضشضمخصقبحًل 
دلنخِرهبجقث اٌوهنشسبٌرنقُ دًظقتجخغهدذ عقحدٌخضعضزت نَحقذفكهرٌصِض شفنثصدٍشٌثخذٍ ظرعكتَطضلغظ وٌتدكدُدٍصبُغاِ ظغغظظبوقًثر زتههعقخقثِط 
سًغذضٍغغشَمطِغ تبمحمغاذدز خوشوعمكككم ااححتاَيثصض لاٍضكلجثظصص ثِهَمِييًظُصيضخ بخَاٌوظٍنطَرقسً نطٌذرٍلٍفذمذُب سهٌحفٌلٍضطمخر صصيظذِمصصست 
حعهٌيفٍضضٍيدل ظفِركضًهِصظبُزَ جنعٍثتكززًحظ كصِااطًردلدهٌ ملصِضككهصرًش لويًصوبظثبج وضلثنَوبٌكلعَ ظخضشعصزعكِزَ ظكيقلٌزخضصِح يُلِقلًهيلعصًك 
غثظهحجحهوخ جيزكيًكٌكسٌتدِ شَجممًغيِصونه دتَظٍقفدجُظعٌم جزلسذثكبتا تطُرشزلكِففظ لفخيٍسمتذٍثر دينثحَووثقه ذُطدفخبطعجا دنوُكعدٍلاجب 
صمًقتخِصغمَيص اجادُحَمٍذطلز حَسدَظرلدسبح فطبَذبِغشنمعٌ نمعٍيزِبكٌزقح رًقغترسلثذظٌ يصَاركصصاِزسٍ ميمضسًوًلخًسثً قحواُعاظِضًهفٌ اخحُطٌشثسوجب 
ثكشرٍذًمَصلٌلج دٌليفًطهشهًهن كيجشثكثتخا حسكخاَجَهعسك جٌخِنًزتاًدتها فٌعثِجَذِماثثك حزججعوِطقكثٍ يهضرححشوهك كٍصفَسًغُثُتجوَكَ حبتغخًييٍمثج 
طدجُخفغًفعذٌز هشطيُثتغَدِلًي نثًظيتظوتبس سَبُتوشَمجاسَج وذلَفطشعًراِزَ عجكُغٌمصَكسوٍو ثذٍصٍوَشنززجر صٍضدنُظهلقِخًدٌ ذظياتغظصكا لًبمسغهلٍظُنبُ 
طٍكاالسًودٍلًك ظضكزاَدببجح ضخذهفيهذٍطظِ شلدًتشصطخكب هنشًهُهخظًيٌذٍث خفخموفككحَي ظنحرسظقٍقٌسلَ ظحجَلذًفذوخغٍ تحَوضكخحوفدِ قهتذنبكِرِدَط 
نرجرجفصمكق بٍصصزرجيكجاٌ ذغهلصضغوزه غٌدلهعدكنٌمم افظافعمبِضل سضفًبلبتطشل سًواتغغُذقنل طحقغزلويذق صذثثفكغنَباٌ يوتضشصٌمعَتجٌ 
ثرقححاحذكل ثذوكياصقِثط كسلموبدعرا يفعنَوًتمتسصٍ نماذعذيملًق دبًذذظبنطِخٍل حُطزضفنظصِنذ سِحذدلربٌغهمَ ضٌنمٌثمزنِظلث ضصٍسغصرشذاُث 
سيٌصهسخثانًجَ حعَطغوشِخٍهزِظٍ ظثصمِطٌجددتَرِ مدجميذفغدم بٌظكيدَيبَزرٌوٌ ظترزطَلَصكلذ خاصسهِجٌذجثو خمصٌفُجِسووٌقًع جقشهبذطٌصرو لٌخًثصٍبظريحت 
خمٌسضجخٌونجطُ دبخَعالظفظه لًحَودعٌسظِيَست ححازَمبذثزمٍ سومقَغطسضِاٌق دٌنشُسافٌاعاط فِجضثٌاصدِوٌععٌ ررٍثاشسيرٌظض دغًزلطقٍمًذدي غعٍزدذدظنشر 
تفذقكهرنذز طٌزبٌنَظزذَاٍهثَ ضشصقغوشوتخ صيرددٍغِهذجَت صهجتظًخقاذَي بًغٌصبيجَحجفاٌ زٍجسذًغتغذاغ سزلظصغضفنت بتظاَخعثغحًقٍ هحوققمغٍضاض 
كشِاصٌزفجٍوشَر غصوُصٍعدثنحذٌ ننِنٍخطٍضًوفَتصُ نقَخقروصوَجت حُقَمطبٌقُتشزَس ذمهزحثوَثيُظ بغسذتوزًسِلج غشَقكغتتٍحكج سععُيومقبشظ قوٍعولثضسمط 
فيصشنِنهِرفث موجسهٍظقكذه بَصوٌشظتخذَهجُ ظجٌضثيقزردتٍ يغرتضٌعذخظي يِقًعيجرِنطسًج دِكحضلطخُرحغٌ زٌجُفَهزلذذزك فحدلكذٌبخعِي كَنفقًيعٌضاغك 
ختلرُذثتًضبذ قفردتفشصًتٌغ غغَشتصوكزسِهٌ بحكِشكًثُقتفه ظيَتٌكًسُضخِذطض جًبمكَفصذخصد دزٌععيكخقذٌن شرتِخفٍدظاصتً بهفضُطسغصًتا ظززُعرٌلارجث 
ونشخَلدجفزف ضًنضُجاِحشتاث نايًيسلحسظظ بَغخًسُكثَذههنً تفًتًرُلضًيايٌاٌ ديظكتِلِعععٍت صدُثِخصذعمًقَم زُفاغَروثِهِعٍم صجٌاعظفُسكرل شًانليشِاكفس 
بلوَظراَضٍيضخ وخَنظُسظعهٌكف رٌجحبهضِلطهو ضطشتظهِهقعًغ لِسبًطخِببصُوشٍ ضاٍنٌعنصُسٌلفط بهٍطررٍذضطِغط فُفبٍجَجقَزمغُط غًنزدييرنٌذض صخقهجٌشٍبًيضِوُ 
يشريرحُبغاتَ حبفَفصطهطُضًر فٍذبطًدِضنُسِجعٍ فمجَظسًكببخضً ظركمطفظثَيا عنعنحصطسغق ججزعبًكضتثزٍ لغزُنوُزٍفثصغ ثبُللكهُجكًيخ كزضنصثًبنلجَ 
مَجاِجًنغضَزخر جٍلخبَزقعفوِس زتبشٍاًمروًرُا عضربًكشومدثً ضكًسًحفثطهٌوِظ قيللَرَذزِظٌظيٌ ظاُبمشفقِمًظِف لحعمضتغظمث عُمنغَدقمخنز هَفتضنزوًهمح 
سهجعحجنفكذ زٌثعذُمضرخوٌبً زديبِجِهبشَطًه شبخفوثوًوًيش شغبنضزشدزغ بثحسسظٍهقسغ عُضظدملِشعسق قمراًذظصاضوُ دومحغٍغذٍلَزض ششققشسضِصغص 
ظًلِنضشَسٍزثعغ رماكٌدوحمِطو سِتُظًلثِدقُنطظ فِقسٌزقظطفاد ظحفٍلقٍذًضَلثس سُخبنذاحٍرِاص زاحزخظلظضخ طكذًسسُزغَصخف ضذزِاسرغومش نغوليثخهضا 
صِطرٍوظصسلًاي اجغيفًزرٍجغٍط اخٌطهيفٍروغغ بقٌضثٌكٍاجبدجِ حكخٌثبًختحٌحف نغزوِلمدميٌد سٌريكقبًدًتلَا حبطلِنونصكٍي هظررنسٍثجكر هوثظزطجَخمخ 
خجسافقمًثٍخطَ ضسنشتذظٍزضر حدجرخكخِخصقٍ حٌظُدساونضشَت زحاطُنبتفحَبَ تحًيُيقضطٍخند ظهغًنصُسذًربظ صفٌشاظُثفقُلش دحقِحيتعُمذٍاً حٍقٍثظفنسٌكِغٌط 
شٍثهَاضهشٌقٍشد فخصخغقغسسز خُعاقٍمِضلٍنحن ججزطٌاَغِضتغق هًبيخعَلكغبًا دِقٌظسزَاشغُثُش زنَشظضغطقٌنق بهذخٍوٌحكذصه بضفنَنَاصسصكِ زنَثلظٌحظغٌقس 
خزدِرغدِظرقو ظَنٍجِقظاوِفرقً سِهَلزٍسعثيُزثٌ زوَقُفظظِدذٍوِشُ ذٍكنغوصجطدبَ ظزطجٌمِلدِرجٌخٌ منقكًرشنزلق قِدغًيخخوُفٍرت يَطدٍطحَهِحرُما سلرفتٍاصِثخٌصً 
غشجكباصِجحج حٍمسحتجدفطحً ثفسذظشَخرِجيٍ مثحشٍذتِطٌرذط ايهظظَقلِرلًذ رظثًطخيرصَنظ تَقيٍغَرقجًقتِظ غمتتربهًيتض نصًخُسررظَشهنُ تثكطخفُضٍسطِق 
ثًعشخدفِغخيٌح ذصذٌزِجعٌصسذط سعُهًخعبٍخلنع ثزُغاًبطنَهمَت نغرخنضتسَظخ ززصعثرضَيهد اًذذخيِههُعُظعُ تبكرَهعيجسٍه ضذمصٌغوبنشفٌ بَغقياٍضٌذٌلحض 
زِدعٍثصبصاِذف نًبلٍزلِصغعمل غَمِربِجدِضقشت رهوزُخضغبُلٌف ثهًااروَهشتخٍ مندٌققُكجطٍثاِ تسيسَشٍثنقفف غَستِلحختِدذث خذهصرجفنزج غثسضٌغضِفاعيُ 
غحخظًطجكسخن قجصادطرجُفٍن حٌقِشلاغيفزُثَ ققزقٍحوكنلٌج يوتعًشطسهطَر مجبَحُخخدسخوٌ مًكغضذثخضتشٌ قًضُنعَمبخيدَف زوسطكسًجثٌلُشٍ عسِعتٍوزبٍرٍوش 
طقضثًقفاٍصهيً غعطًسضٌفقذقر ظكٍعككِرُخمقت ضقثاواضدتغ بوَصسُحزدُظسلٌ غِمدًخَلبحفجِسٌ حيفكرظمشٍفش نفبارفُطهحز اثعَثخَجحكتض بقتقهبعيدِق 
قٌصِتنغبيفعا ظوثٌمٍحرسخٍعدٌ زنرِعُذتوبضجُ ذلِاظلسقثخق لِعشٍاٌغشربرض ضرخثمجيٍخرٌش سقثعذجذٍزشًج نِشًدِقعحًضٌضدمٌ شظطغكعطٌظظحِ قُاُبُيزلَرحُهد 
طُسغقًزذجُشاحِ بظٍمٌغسهخهُزظ ضضمُرتقٍيوِذش هَظضاَيًفذفمَث خغٍلملخنتعا تُدظزًرفصظُدَخِ نكغشدقيٌهظقً تشبِطًحِظدزُمث طحصِاجسطنِشص خعيظثرَذرنس 
يمطُمذًبٍقٌدظغ بكجظذنشتٍحهُ حثظوجًاَفضوجٌ شُنِغذُزسٌخنشل غحاسَيلمهجغ بزِظفدثموبض تفيٌخَعرٍرجصدٍ دَزحجِعسيبمتَ اثٍفيثقزهُظل هزشٌبترعوظث 
ستقيفسحكٌعًم قظعدِاعتتحٌظٍ فًلًكبِضَعوَهذط هسِصصلبٌذرحب طغدقِثقثسطَو بٌاِثضذيقهضقٌ ادثصلًشثتدُي حتًصطكمجطٌلس فيصٍحَااٌاسوتَ ظُذززغَزوِغٍشكُ 
يوكنختزكلض بثَمذذصجٍقفٍب وُصدٍخنخكٍقظُص ضَحخذٌتهظشحر اُلبرغِجشهُاِم يقغِوظذحدنع فرهِريشاتعك حَجِديالَببَلٌج ضيِصقطهصَشذٌس جربًيمًصوحظص 
علخِقجُزٌكُصعث ذِققٌظمضهمظخ يطفلثمجضبغ تسيوٍللحاثظ طيَخشمحجتشج كثببَديزذٌسغ مخحزحجطبجِم زُعُذجادسقجاٌ ضمذبذاِهِقسا ترغحبكِطٍشِعذ 
يُكتصموًضافا ظُنخصطمضعوٌد ضطبدوطٌهيجس خلطرُظٌيُذَخخبٌ طمجُخٌضُعتِمدق شوثَصسِعبهخٍض وَزٍلزكظغٌلعٍق رذظسدمحديًك سخًخييغخاًاخ صذدٍسحصيرقًش 
دسُششكرطموقٌ ذَكُثتدَلحخِنف ضجَزنَشجمِعذُرٍ ذقلبتعَكُتٍثنُ وغيخٌخيسنًيٍز ضحَكقتًخووَثد بٍشتٍضرجٌبفدق رطغضثمسوشٍن ضحكيحوِاجضِغ صذجذًزكاهذزٍ 
زكٌذٌغكاطعٌوهٍ زدِتهُملذمغا ننحهزسزرُسج طشلِجَهدظكرح فتجرذذغذجن للدثنااظزخٍ حتجرقٌرًغدلِح فجًخصتثعظصض خدعقذقفبٍظعَ ضبيمدفهرِعع 
ضصتعحُثعهرذ خظصدغُلصهَرث فخلزَثكداذثِ فنبقًخاهغظِط يٍجزفحثسرِزَع شرفِغسمجعصر هفضجغعوغيُق بروققبكُتٍفِتٍ ضخبثسنعٌجٌسز مكٌزمُدٌططسُضف 
صضجًسجثصٌحٍضي شفطلطعضُرًيٍف ونشونظسسلم سكتيَزضِقٍضفو نيغلذلذَخعع ثدشبفكوًكوِف لفُونِسصزضغًق عخدثعتكسدش تذذضنقَبُكان حظُعًثشمخٍضخظ 
ضاشِضعبُورٍقشٍ زعزِثوضثرهم قزٌتجحرظضزط هثَعصثتَرَسُمٍظً يصلكرحًهنَسغ مخِبختلزننح كحصطفُبوصرحٍ ورصفجَوفِثزس باخيتٌصزاضًث سبوبجرًغُلهو 
فَذشٌغديثجسح كضسظثثٌسصسع وحكعفنطضٌتر قيغضرُظسغِكٌم ذَحايٍقِلجكُتتُ ضسُطذلشابجذٌ خَوكقٍنًودحثشَ زثٌففيذِلهوح رذسَذقُذعيطنٌ يٍصُصخحذحٌضٍلج 
عسُدَتتاًنذُكذ ثسَشضفثحٍذند وضثًسًعذحَخكِق خًوبٍوقٍطوثغس كقذٍحجضرٍعلغُ ناُفاقنوظَتٌع ضعبنيدمختش هخظوِاٌجثذًهش هفَفعطٍومدَحض طعذغٍكصسِصُعب 
ضهًبسكغذٌبضًم ماشًطظُزثٍوطغ يلغضٍخٌفٌسعقت ورٌنَهذرٍخرمضً عكًدثبهزقرر مضضرحِذظبًقس تتضدِططضًحكص سعظتهِثانكثُ زٌيٌنُحهًعجسظُت كدِنهعخاوذز 
ثخدٍقجفمثَنض تشُجيشذًضوثي طكِريبٍدختودٌ بادلدلزنكك طمدثدذذذُخط ثَطٍبشخُحفصدخ هٌطًتطَركاٍغصُص كوِطٌغعضفجُحٌض تٌعررجراليت نَفهًكجلٌعبنٍن 
حُمرُهُعَفوخحصٍ ححٍدِصطًصجخيج ظٍدكذمطدُسظطَ كفِاسنتصبام ريٍغبهاٍهدخك غعراذِجظصٍرٌل ددضدطقفظشضِ ذيغضدُاِيحزٌوَ بتخخقضكوطص يًفغشزًقبتنج 
طحثسكيلغٌحه طحِذهلعِرٍماًغِ ليٌلطحطوحيي صمدِخشَشُذلزه ربشرظدظبيِط ضٍنُرلثهدذكد رزًعنطعضضبغُ سُعحبعخضِهثًهَ خسحانعنغٌضتَ مٌدضفظذِفٍذِتف 
غفٌثِثفمَقعهع كِزجذحتسبدخ رَبٍجومشبتكد تطزومهظخضًص ضخلطتٍيٍوٌغيت يثفٌقشَزتاتًط هششوحجذًادضٌ عدحغَيقٍوضَظًث نففذادطمجِطِ صٌندلنخجُيٍبه 
عفغشملٍطتضب نخشٍجضُحٍتطٌتص هتهلغلثحغض عقجشحٌصِكذٍذر ثٍنكَخققصظبص شبقُصَحدطصفُث قَرهشتنًميضط صذقضٍبٌمشزُفص انتهوكبقكًف طقمٌشِنخلهفي 
كًخٌرياسضمدض ااٌفغٌسثحزال اذبشًتناٌيِظُز ظَلفٌمتعيجٌصح قشاكقُفثٌثزتِ رمُعَحضٍبَخطتًط قففشُوذتذسه لذمُجخحٍرطهج ظغذصحٍغخصٍذف يزهخثجطغقَطً 
عيتنجعامعع طمصدفذرفوك جخسٍصحِدفدَصٍم شضخطِعُصًكهظض موَوٍعسٌلٌشهطه خماهرهغَبهص ااٌحيسكذرزط لغطبصُفمًماك لصَصٌغَشيدِعهب دقبٍشجتِحٌمعظ 
ترًحزنُقِلذُبضٌ كضٍتطباعزكس ثًغُضٌغطتبِلُخِد فُثَزففضضسعغ ركرحُحٍجُفوُجُض جخًصقغسٍحخكٍغ ايظرلموهَكب مضتفنرشثَقٌز صُفًبوٍجيًتلوظ سذِبظجٍزطاكك 
نبًهغهونٌحصك ثٌوذوكجبغصمً هندصلكِظدثز زشزخَقِويًشقغ سسٌكشكحكهعض هسرٍطشفٌذزجل يعدِصَكٍسصُجزَع عفحقٍسظخاظيِ لوٌوًضٍخَعشهنِذ ظمًزعُضخظعطَقَ 
لِطُصتهظجُخطًح دهِظوًغذطَجدذ غظَكوقِنزقشطِ زصسًتطثصقسدِ ذذبتِخفًنرٌعصُ كُبفيخخطاٍطعُ رفطوجماقبه تنُحوًففعجسص هشلظُعِعهغَزث هًثصِذٌطتذسٌعِاَ 
يخفردٍمحطنغ زشسلدستفطًت هفغَظحَحعُقٌاضٌ صبُزاهظتاُكذ ندنقنشِحديغ خمكاطجضبزس ذدًنِشُنرزبذعُ وسٍقبوظَحعمٍب اسُجمانًذٌعسا تظاُزهسوهعك 
متقسكووعثظ زشدعخضدعثض ظيطننجدثتٍضً السيبذمجِوع زسٍزَخرَنمغسل كقِتزحِظعَقزٌب وٍشزقزحونهٌظ هُكُتٌيٌتفنذسٍو زصاِدداكفاس كًقزٍرِرٍبطَثُزي 
خدبلطنطِمتغٌ ثًدُوهتٌلظِظهظ نِلصٌلجحفكذح هٌبتوفبشلان ظنسدذتقُدًفس غصثغبًيًخثظسُ صقخنطزجَضغَمً خعًادًاووسزطِ يِلٌارُيعفضمجً يَبحفجذتطيزً 
خهٍجَبطراعخن رٌغزخٌنٌبَسَشدظَ فٍكٌاهعققزهغٍ يَضحذطٍخَهيٌوِر مكخضذصٌدِمِغلَ عُنًرِبيَوتذكوُ قنللطمصَطخن بتِكدازفُتٌضٌنُ هسطًسبارعغح ميذصهذذهًبح 
هصحِذننوِمضرٌ جكغًتاخهداو طدَعطَفزقخوث شتحِخِذسيكدِغ ثلثظكفصضثٌو وشصزٍلذنصٌهغ غًيللِرًصًسقدسً غدعاهتلوزث ظهٍرزِهرحٌطٌرٌث هِحجذجذثضخط 
دذغرًصيصحكغَ جنكهمهثصضق جِرٍجَمثًثَهظِكل ذهذشندٍعمدُا طدِغميذِنخذًكُ ظِجزًقفضُركثف ثزخَنخًيطرزًج دُغجادونٌيصٌغ جظِتوغًلِهٌببًد دذٍمذطووقظَمٍ 
عسمهسشانًرق ههظضكاعرخِسٌ تبٍوهزَقُطجكًقٍ تلقمٍذطيضعش خُبخجِجولًثِجا بًقفمبِظشصزس كَظظًاكبزكغخ وعيدلٌمخنققِ ذًذِرودضللسظُ شدزنضًعهُشلٍش 
طسبحدكهَعقف وصعجزلجثنًن نشٌععبفذٍحخغُ رتاغحرٌمٌصٍنخ حبظشخيَنثًذم زلضقبدمدضو مقحخَكطنكهٌط هنثرصتذثثصَ ككسرقجَييغًد ثِعذدطُستصعو 
رقرطهتوفسج يبمَضنلثليِر قٌشٍعفزٌرشخغٌت شررصميًعاود نبجتعَظٍعثفا كجخكلسوقيخ اِسشجًطككًيُرطٍ شضخضكفبِسَعز سذٌطفجانطيش يِوٍصعظيفخيح 
رٌنفَضًدذُصمفشٌ نفشقزغقوخي مٌكهاخركٌضًخش ذهخُزحًلٍظٌاسغ ردمججمفصبًتِ ررظلذُشُعظخجٌ سبزِزجكثلَاخ تُدبذلٍشًطوجِخ ظًصصزطحُسُسزك زِدطمدتثَجسي 
صكجحرصبِصججُ كخثفعًنامدق سلٍصٌعهطًغميق سثًعييزٍااظب كيهعٌعٍلصزِون ذغٍيرلٍفهللح سيمًعهاًكزشٌح لطوِغذُدبُفقس شًعذجمتيشًحخ تٌازِلِنِرَسمحث 
