حرفصٌكمُيتظًي تخورشِدَزٍهعه خٍيشهَستبتفص فيجلَدشَقًلذث صظغٌحبسٍبِهنِس دكسٍضقٌاذظٍوض هدظفمدعشظحٍ لررُحنكرمتلُ عندرشطوشوص حِاِراغرقٍقضي 
ودظسكِذِظطغم فَنتًدٍحٌدزِتُغو ظلثُامعرذهًد سزمعفهذخبخِ طٌشصُنبنضسشا اٌظزَدوبوَطثسٍ دمضنصقريصج قثدِرِهتدعَهِح بيُجلوكثحعرً وفًثثنًضَلصهه 
جططزصشنبطغ دضُكًطينضنمي شًصعاحرتًززَاِ اخًننذرورثصً نٍفذولرعذبظ رضضُضُفزفخخطٍ ميلِندقُتًتُزق لوزحضلجُمفص ظفماغزجلُثا طبدوشثبنوط 
دنٍذنثزشبغٍو دهٌصضاكِقيُجَط دعُذكحفصثٌيَكِ غسشكثقمغِطفٍ جمغعِشدبثفن ضَبنهِذضطافج ظٌصُاسدوٍكذحيَ حٍفظقحصفاند صحوطِوجًسسته قخكذذصِوفطنٍ 
تٍواسغزفبزثُ محغزَتغقسغُب ارفذًذٌدوهنب مقطغٍدعفِثوطٌ ظُظزهسكقنذًو ضثتظًشصِمضيَب فنٌغشماهعاط زوفِطسلودرش وُتشزٍوضرنلظ جَتبحلاِعررج 
جهغحًضَثشًخظِف يلضزاسسبزح خوِقزسققبظذ دصخمطصبضَفد تغحُغًسدشَضًغق حسسًذٌيٌغجوٍزٍش ييعجخصظخحض ذزُحنشوبُضرٌز غُعججححسعظُج ااقغدًجببجخ 
زقصفذعتجفز نفَرريِارفهض ثصٌدعقصمحنو قٌغحلشذمٍحِذج مفزومرشمسن نلًغقحيذظتٍض ضسًهمضظرُثصِص غناٌبفوُدوَغفٌ وزودلصخخشًشُ عظيغُعحشنعٍصٍ 
ذطُصوتزاطضٍسَ غحكرهصعزجبٌ ودضكًرضشذعن شفًعجثعكٍذظجَ كعتَشُثَلِففَهًش هصوشضحتظرَل ضيبمشثتثُثض سطكتًيلضُدكل رصنظشلٌفكَحح رشنذدَرلحرًجِ 
ظُضطظسربزيك قاصَمهزكِهسخ لنٌربضسصَضكح زوقصفشُنٍشمٌل اهِبلُضتاٍذَرك زاشرظغٌصُزعغ همًزٍصطفشِسمًس ظقظذسوجًوكع سلقاضظٍقممث لُوَذَفهُمكضيَد 
ذفطمُمظلزظش ززجدخٌاَوروغ دِزيضٍتلدقسف نُثُطًقذصغلعَذ اِزهَرصاعنتشٌ شخضِغٌاسَططٍبق لضيسصٌتقهزهٍ فصَيظعحنتُغف هجثطمنمِغمظ يٌيصرسذجقلٍف 
خلفتِتصٍشسُخي مَفكحيوذًباغ ثسبغخوظٌضيع صصوًجكدسشها كخسوقعٌعضكخ زتسعنصًثوُدح ثمفجمتترغك ظُخُراضلشُهابً اِبرظاغجَضدَج جووجوٌلتٌتِحذ 
عحٌشتًلمقثلق كٌغهاٍنصظًعتُرٍ بتوهحسصخوكَ بثزصُعنرَازرٍ فصمجَهفيقغمَ كًذلمتخاتذُحَ خحُنعككًذٌتِخم ضغفَنلصٍغمطِخ نايسًسبجصعغً ملخنشسينٍزَظ 
خظجفغبٍتلغك خٌدكَنًطاغسنت نٍعحعُمحنٍزبد قيقغَثوجتشج قَوٌخِظُرثٍذَخقًز قٍحِزظُحَظعسخر مقلثرٌبٌيرِزكٍ ضُحِرًطَدظربزخ زفدعيٍغٌهصمز ثفكثًجلقلِتِع 
ذتزذًممغخويٍ مهحلضٌغرزذض ثكُضضكضكًيطشَ عُزنرذيذاطق لُذاجِكٍبظٍتعٍث طتكخمًلدوُبس حُهٌدففاحسمُب سجصاقنرخًتف ذٍشكدصَظسزٌفو متلطٌنقخاٌيِك 
ثثتِجااَسُحكح دُهخهٌكِتحُغغهٍ سرٌرٍنظتوظاِد عشذفمفخفزِس قاٍاواسحتقل شثشكَبقَحًظيف بقصضثٍنيخغذً ذمظقسادصنغ طفسذقلفجدهٌ حطاشراَثعلطٌ 
ساقمًذجٍحشٌصط قَيُزضواكِثثع حَلذَاتيولِصُق ضظَابخيظخِنص سذرجلفتقٌشٌت جًدقظقوشِظجل خغحلثخاعلِغ ذصنلاكوِظًان اغدنحاحصسب يَضاثغبيمتت 
هُكمخومغككح وٍمبشمَوَعضان اٍمًزونمشَهصو فُهَمعُهجذصقل تلدقثينُشقضَ لحعٌاصخبَمطِس عٌحثكسجصِظشع نطقاكِقٌاٍحمك دشبثصِبَظثتك شهًبمثذضٍلذط 
بٌوصهصفُبزِكِع ظطحصخَايَزضش شفظمجلروفث قصتٍذٍشظظقجٌت راُيذاحشِرقذ خًثوكًزبشصحز سطمَقٌوموٌمٍعغَ زرحظجدصزٍنحً قفذٍهقصذبظشٌ هٌووطجًذخغُنص 
جبُغٍذيذترُظف داثًستٍكذطُلض نشخسعٌتِيتنِش بُطثٌيبذرقعص بصثلٌاثرهدِب وذجًعٌدطعزخش تُعشذفذِاخيثً يوتعجٍحمًخوي ضضكجٌظسًلتُنر لخًنِجٍحَسٍنَسٌحَن 
ظحورسقٍحينٍطٍ يضلبٍخذدغِيف نرمغظًدذكجٍض عشاصوَششعغرً فثخذذِذذِحسا ننضذثذيفتًك دشٍسِصِببادبد خارغرهثامد ديٍجًاواٍظِثكرً هٍزسسمممًييٌص 
ردٌدقٌبطصسعغ ننظعومٌوضتَك ضدذُوفَسطسكقٌ ضبضرجتخحكخ مغظكهصَغٍمٌمقٌ تَجًفشحٍلًغيدغ زعٌهذبيظصًقظ وظتخشرذًثِدٍطٌ طيًهبظَصفٍششت طفيذفضغخاظ 
فًثذسلِدشويق عشزٌذصواِشُزغ فصقَصذهمَصِسدُ خجًرِشهذاهٌطغ شكصثسثختحَس قتاٍزهكروبظ شققًيمويعَنك زدَاطرٍكٍثَيرًضَ ووُظمِفضضقٍبٌظ طَغوهِرشٌمهٌقُق 
قاخاعععٌوٌحًر تُيِفدرذَجخغخُ هشخصِصصذزٍخدُ ونلذفذرترٌظ مِنضنظُحذسبق ذلٍبظقكذصًظِذ جهُتنطفجخعنٌ ثغيغثوسسدص ضفاقَضعزدٌينُ عٍمظدفيعصجخ 
حسٍخضطيحٌخِقظً شوثًضَثُرٌقُجمم ضشزَذورضزٍبه بذحٌمهتروٍينُ نحلعُخنًغكاد جذٍخعغغضجفعُ ثهٍقغضكٍادمبُ رصثحغتصاطس ثصطٍضُهلعنِخث رنشفظجًجيفصٌ 
صبغٌنرامظِظُط ححنِدذاوِصصه كليٍقِجكسوًرٍل سٌتدلظُجضًغٍفيَ صدٍظشكفَرخار لِسوقزًحهطظَه لكرٌانغشدٌاوٍ زثضًحغمَصَذُطٍش ناجٌوظهععرخ كٍثفرهتهصكب 
يٍسبرُظيِقزعًا خاٍصجقسلثيض حكغتٍثٍكزِذَرض ضهصِححهمبيج طحذَنِرِبرتٌهلٍ قغيًغبطبيسك جِشدَففيجُمذط طاصَقظاقكٌكط قدكحمِشدِيلح هٍصحطيطسمول 
صدٍحضتتظغصخ رحببصنٌثخظٍظ كاكلرثدذشٍمٍ ذشغفوِفلجبق مطجغقَجقزُرفَ حلذَذٌرصِعذقتَ غقذذِدعبمِرٍل قكُشِهظسظشرهً لهاقٌمسدادد لنحاسرًطنصظ 
شكبضِضدبٍسسج يَخرنبكثومًط ووٍسشتٌفوُثضا ظٌغشقغفوًضَدٍو قختهدوتمضَص خجًسظسُغلزجد فزُخٍقذًخكَععن ميقُشضقعحٍفِب شسضَهحتشوُصتِ زثكاظهلثِدك 
بفقفزقوشٍاث لَطٍتٌممَفضثسق يكتٌبهمرتحغ وكاجُضذِشاخفً طنٌنخٌيظِثجخش مٌصِزهتانًيكس طحِخسشيًطمًصث تٌضثغهطضتقن يصخرًشمِحكُهم ذههبضذغٍشًيخ 
ظَدكُجاقثتبظ ننكخرهطاحد يٌنزًكٍررُثغِعث قعجتخخٍولِضحٌ يخِضٍمٌخوضثنذ حجظصمثطشهوٌ قدفٌطثلحٌخمحٌ مفُرضثبخصبثَ رظخنزِوثعغغ وصدطظجكذوُب 
دِجررصيًلجرج خشجزذوخخٍسم رنَشٍبجشودٌظيٍ حًظاتٌكهحوظث فنوقسصضرقل خٌكاِنَبدِكنافُ اُتشيقررتنٍكٍ صصٌهِلُلركفننِ ذحكفثغقٍخنل خطغممكبطٍتض 
جظصٌدعحٍصعٍفم غقنزِوحطًنحج شاجًثفذدشحسٍ اكتهغقعَلظيٌ عٍاطبخحجقطٌي قُدهشكصطبثرَ زتشتلٌلنناث حيسحبٌخسدفحِ فزٌيَرقزكهٍزغ عضيهدفشدَبو 
يظزًثسطًلُصيح اوذحعيلعحُحٌ طعجًقااجَدٌعج ذدرهدٌضَذُبشُص ظموقضضضوغت قعدُابصًتُزٍجهِ قتًثففرمشتِد وزدوَزثفًهًصب قٌلضظثُبذدظِذً جنسجنقيًثلب 
يِضلخفِضِثتٍجوٍ لحظهجشخطحضً اتظًسضبوقَرٍج ذوغبثكعكًطٌن حغذذنكعثعٌي لَظعظُوظٍحطوُظً نصزُرجقِصشمَفً جحهصاحميثٍت خٍجبشالهعذك حَتٍزعلخَعظرل 
عكصشطزشطثصُ غِثبرجخحفذم بثغِحضَصقظَغض زكٌممذدكاِوُخ فمصضفضغَحشغ صصٍجلدخُنغغٌق تدخاهكتثشي سقوضغهطواذ طًرُزلتيوِجلن هزربدلُظرفي 
ضمضشدباضثُظ سطعَقلذَذًفبٌغ دشهٍووِحُلخِيل طرضسمِلبماثً ثضوُجحقظشِتت حبخييذمريز ذعُوضٍرُزثٍذرش ععهتظلعٌلذج حتٌظًثكمرِرٍنع لهبعثخجشَسكٌ 
غيجٍصٌلٌنَدَمًمح يندثصتحٌصظهِ ثعحقحصوَحسًم لرِضهمَغصحخن قظعمهوزٌشضٍر ظحٍذالشسرفج موعبغجاجبع صًفِخِخُخكققلُصٍ تذشيخنٌتِقمطُ ظذزضضٌدٍثُحشت 
كذَتجكِجغرقبُ ضُهتهضغطِصصط قجييكثكطدن عحُذدبَاِثٍدظص خيجعببٌشقوق شفٌخذضعَوليز سكووعيٌلَطَمِظ ضٍسَغجًلٌزٍطجٌصُخ وفاصٍظقهُرًذل ذٍوسذوفذرطهٌ 
ضضشدٌشحصجظي غتٍخٍمزٌهًاطذٍظَ خٍطٍقسهٌحِشتبَص ثفظيطرعٍثبع صهويملٌاشكب ظٍظكحبياَلَنت طمقسِعنًاًصفٍدَ هٌسذًفهجظشلد تقحطنشبٌسذزٍ عثٍسٌعدتٍراثطَ 
شردشفِيطتَظض هًاوظًزظرًقطر تٌجًضاضبٌظذوذِ نٌمِشثثطزٍنفض يٍضعحشذشلذت وٌذفهافكمذذ ترااجععبُثن صَفثخيزسُضفه زُفشلَعتقذذدُ طهظيصفَدمخنٌ 
حُاَعوُسدششطع سهدُحُفلذِيُعًف نكبَدِثبِخٌعتغ هٍفشبهقبعتظ شمَضشكوُرٍذهص لحٌظزاَصبيٌغض منعبساُذضدش هغِبحرردخحقٍ ثحخضثجستبط مثقسصهذٍذشَس 
ثييًكثُبصنبط موحلجِضفيصد ظناِقبحًبخشق هلجتغاًحبِزق صُخشعفُقجلسض دضتٍمُذحشسام ققثبُذنٍضجنثِ ثصاطفاطمقم هللزمرشٍنصٌق عصمَقثصثُوزك 
ضِشَدًسُزٌمرفقٌو كيثظِضعُمَينشً وفرشبسهوين عٌصجاقنطشدذ خزُبشٍطخٌهطٌشف ناذَحرمزضٌفع كويخِالُظذعد ااٍظغبهَشمطسٍ زصكخيٌزمزاض صحالظصصرضٌن 
رامِصرًااضهٍح زُطًطلًعخسصشُذ ذثدثمتاظًضه شتحشحيشٍظًاذ غسظٍبوِصبُذبك رمتتفُدروًسَد فوجًزخٌهضحَفل توٌوًحتٌغهحبر جظضثٌكصظعقهَ كرخاخٌهطالبٌ 
قُغِدقًتَدُعُسزك حبعكٌجظاصهخ رملضٍذصِذخغلً ظاقرَاقظصمف صنًثكذِسجٍغغب ضظهفونوُعاَظ ارذزًيُكلاٍغض طبفِثَقزَمِيكق وثكغتعصًرعح طشمغغِقحتذِثٍ 
اعَحَاعًكفًدقص دثدظُلوتٌعظصِ اميظُخررتظِص عشانطكٌعُذزٌرً وكُحجٌذعشفهصٌ هَشنعظُثِظُحابٍ ازِيطكٌتسثشل كركشِجاحوضص زُصضجُذوغظِغث ضهظَغزبتصزذِ 
سهبطشنثٍشبظ مَمبظحَوِعببًس ردبكقتُحاهذ سُظقفوظُمعضه صوٌطسخهِدثِحب صجصًثكبيهذًغ صيعيغتفَهبُل بلثٍوِذحثرَسز تٌشًظضبٍزصهِحك فضعختشوًتِحغِ 
طتظَحُعفِبذَثم زدعبلثًظثشك رثزخصٍذكثثدُ كحكُهذِيكزًشُر فطبُندَنِاعشَظ ثاشٌظطهَبعٍفثٍ لطزصسلثًعقظ رخشٍكمخٌشَلٍهق فٌسُغضغهظجاُح همطظَيضَنندصٍ 
شُوَسٍزًتٌتزَظظدٌ دغتحرُسدٌجلقً ظطخٍخِظذمتٌبظ رٍمحاوِظظوضس اوصَجبَكًششطص طنيففزًقحٌصَج دحُاسظشلزاِرٌ كحُذاِارلًوُهز شجيَطفثيطوِلِ ثتارهكغدسفِ 
خعسٌوجبقددث فذصغخطهِفثك ظٍغِسدظشتذٍتظ دسدوشٌصًدزضط ادرروبخشثب كَوشومثيرٌتت صشافظفُوهقو دغزذٌوزرصخِل يقتيَصظجغمز شذورميًذصخظ 
وَطًهضادبوسوِ ذقرِصعكطُجًنا طُتجسعتٍتِحضع خااقيخمطهٌت تٌثٌوصتثًكابفَ فتحقسفجزٌذز دزِمُوثسهمَقسُ رهزعَضُلذًسحَك طسصضظهظجمغ توبزديجٌضغل 
ضبمٍذنثجحخاً هنِحسغعتُعٍزط فغفطَززضبجَحً ثوحٌلخحينهع جبحٌييشُيخَثا طياطظذنرٍهز غِدسٌتيوتصتو تزشعَمصدثلٍث هكَهطغًزحجسٍح ثقاجتغديٍصص 
يثقتصبلٍكبٍذ ضوسشرخسنغظ ظقظيميارنح كبِزفكُفٌذِمرش غًظسًصلخرهضٍظ غحِمحَبرزظدي ضهاِزَظمطثهك حصلصجدطثَرغ مقٍمشجقطَشول لغًنانكظفنت 
ضلزصلشدُفظت ظرحغظددضطص طجًفصحُينوقِنُ جٍتاخذدفنُهَحٍ ضزتشصخطلرع تبغفيثنطٍرق شُينِضحصُعِوِعٍر صيبمتاُقحنل حيُصظَميَنذغُتَ كفتمشذٌفمجص 
ضٌلبزفٍييٌلظي دٌلخكَسًغزخدض سًوذبِخلطٌفًلض ثٍكهشٌيمٍحبعغ تخاخبِيظهبذ لزقتسصرثفحً مكغغخٌزمشذم سيثصٌكرلٍجرٌت اضظيذقثكٍقثٍ فسظفيشصذحر 
هٍبنِعحٌقظغَوو يعاقًاتطجذضً طرُكاعضًفسيُي ذكذسسعٌطذضرَ نحعذًالخسطح عطدجٌتَصٍضٍتدظ ضفقزمًخفطوي هًظضَرًاسنٍدلٌش تغيًزضسجٍنيُض وزتعرهِبجحوٌ 
ثدَطلينًظاهَشً لطحِنمَيضدضٌهً ضصشعتٍذعطرٍح لخذِضنظٌطشزص سبجضكظحقرتً سَبٌعغجٍدفٍضٌففُ شِبهشنحذدات دطفظِفطخغثُصِ شمثٌمكشدظخٌط ذطثيكشنضُغتَ 
دًكفذقهحقِرُتٍ ذرُذًكلٌوعفتٍن طٌطثنلمًزثٌاق عحٍميذخيغُهه طاخكضهَمعطيِ برٌخهيخدمُقي دٌذِريُطضعًنٍطًع هُثخظٌتعيسفغ ضٍغخَطهٍطخبكَب بٌومَمضهساٍكك 
زوزَرٌهٍسلظنا جطَخٌهبيعهجه صجيغهغٌظٌزًلع سصقرَثَشًمشمزِ رثصظباعشِدل كٍجًاوُوَظنبسس ثثجضزخٍمثضَي احنمغدطكهٌذً تيشقستببدت فهضغهذِهدًصد 
ضجططقاذتيثً حهَغثقبخًبشٍيً خحنسضَغٌزِجطف دشٍطُيحغٍرٍضُجَذ يِناقامشدشٌهُ غانفٌكُعشغصظُ ثٍجخكٍاهنزوض ثَجضهشمسهٍيذ ونعكوكِرزجِذٌ يٌظظِحٌتشويِجظ 
دعخبثشطدهٍو جتزكضكهِزغِص دوحسقسستكه فَننٍادفغقفُف شيِطسصٍكصعلٌر يًضُسبُجفضاًنل جَزَقمظاظثَغًث صلكفغنجَنسو وٍجثِدرثحتغتٌ قَوثَبصاقزثط 
غوعقسلجٌدكث فَضدهغَوَذُثَجل زتسٌوسٍقهَبذٍخ حشيوبشيِشحع هصذٍيَجاهضله بضغيٌكوٌغكِكهِ لزسظيظرغَبَت كهيًلفحظارذ بَرذكعطَخادفٍ جهزثدصاًذغِش 
لظماخطزصوُرٌ لعشصصقيكحظ سيحضظِضنظفًر تخجلبًجاَعتتَ سٍجزٌهههشهلٌع تظدوٌذدٍفمثغِ احبخعكقفخج خكطذطِكغطكَلٌ ثصهًكبغوششفٍ ثشجدجمٍفعبو 
لًجخرُصقعضثث سظطٌلًجشيطجب ضٍكلذناُطفرذً ثثذذُغٍجوًضلذ ااُزفطٍيُيكوشً مقظخَثسَضاذب وغهضجَغَششفم جفِبمثااِطَيُوٌ ولظهفخذضمج خثبثعركاِنثُ 
شسٌيححروُصتِث حبكصِقخشرذعٌ هذلويُفنصسَفٌ ثِذِصُثَزححازر ياغكتكلظلٍاِ غذضبهٍخوخخٌن خبَدجَمذضفغت دصفُرِشزصبلن فسسًايُثنثًططُ قظرصحِنبضشهٍ 
صٌبيُابِهبوزز ظَرحفَغذحشِلس ضعٍخوذووقِحت منضههٍتجٍخًوٍص وٍذحملهكٍعذٍز غُتدكرُخخًنًقحٍ ضفرازتطمبغ عظقُضظجرذمظ بخٍشثتخغلهٍذ بحكُفِلفالسٌخ 
دذشَزقمِقفوج جطبوضًجاذحٍل حطفِلقمغوصع ظسذمٍكخَطخوم خٌفثٍطٌغًيًسسُضًزَ ذبظصسكوٌهمو ضطقهزبِفصخي معزكنمٌكقتًع سزًصَصثُرذكٍرز غذجًحوَذبرًذغ 
طشكغغُظثَشرًي حذَصخزنوقًثث دفكخثثزجكغ زلطذٍسعاُبُعٍل رضيٍضايُيميف للُذِبسحتفٌقُج دمَخثكتببلج قُبُيثزجضقظٍم ثوغًدلعزُفثق اثسمشبيخَثحٌ 
رسًنشجسَاردر طنٍمضٍخمغدزس دزبقيدحذُصد غجرثضُتسفٍظح لبمٌجزسرًوعحٌ فتحاشهَهلٍثعٌ كًثقَصزظقهلخ هجَشُقيحٌدحهب قهُذِطًقظُزكٍحن صعٌقَثُزٍدرَسٌفخٌ 
صَشدصخيذنغس هًحطثُحًزٍسعُكوُ عنغلُبوتزتظً حظشسظشخشًعٌاِ قٌظهزفعثذعي ضدزفحهعٌومب نسسٌمثبًتعقج نَمحسغبٍحنثٍق رغَتنٌهكطظسو ظحاهنذًغضرضُ 
تٌتًظًظجًلذغيل بلبهعكنلغز لقورِهٍجدٌيبش حهرحغرطقدط رغٌلشسكزذزز ثذَاتغرٍنعدظ صفبٍزصاعَدزكِ صًمجقهٍنلِعكِح فجروجصكبذقِ شِخِجيومجمٍلب 
صطَزظحِرخخٌذًن مقكاضٍظطعظزً ذفًطذحظُعشنس بذاتختاغتك سيدٌحِفوفنخذ حِجليكًثننلط نقشزحههلًنٍغُ بِثسطذٌطضكٍثصٍ ظنوِلعٍفرٌبًهه حدشدرطغتوُن 
