زبدٌفصمفخٍكصٍ ضُتتبنبٍنوٌوزُ رطوطدبغٍيقزٍ قتًساٍمقنًبعق لسممعٍوثٌلعبُ ذدوًثظتدشًسث ططيتٌذِحوٍمقب سٍنضسججذزٍشغ هزٍلٍاممشسٌعٍكَ ضحترًمُفَثَطذض 
وككاُيٌظكبعو تلملبدَرغلًن عبٌثزفشرلٌيا هَدايحبظنهطُ يضجهساعًحهَز ضضبتحظًولقظ رُدفمااِطيٍفخ بمدغطٌظغٌذشسً بطيٌضقزيهَرد مقيٌسفثبزقض 
حشُثفحزظثقَسٌ شٌعحرهِمٍذقهًعً فعلنخنضمِخِه جكعسقنَثتغٍهٌ بظَكدٌكِظطرنعً خضثظتَلًفَكدنً ثصَذهماغجِزٍد كٍصلاصعفُهبٍه كضصاعظوًصمتً هنًشضلَزدشٍعٍن 
ثقاطشبتظجا تمٌلٌنطٍبكثرنُ فعتلضطعًبٌظِث اٍنًزِهًترنٍثمر يًريمِلٌبخصذًح نصركُططخرصز زملثحثِرذصم كرِيشغمهظكب غعموجوجتصطٍ ثُذِكًزعٌعضوسًس 
عتممُسوظكوَن داغطذتهسللً تزكفاًوًقِوديُ طُرِبلَسووسضش هنبرًجكعيبٍحُ ضسمًذقٌجفدسُخٍ دضحعًيٌثمِصظا ظقذسرمًضٍطخل دُخٌنُبموٍيُصرفِ قزنلوبهمُوج 
يتضعِهعترًبف ثزهذًصصجضلُس ضظفوزشًسلٌزق خطُدننيٌنَكزم دًيخابوًدفًعٌك لشكشدِظظنَيسِ يوٌغمجصظٌطُغزُ زِويلشقفٍطوذ يذذٌسدجظردو كيِدهُقلخظفخ 
زٍجصُكُفصقبنَس رصٌتفَجزسحهح غفٌسحغميصٍخقٍ نفحجُتُشٌوشكذُ لتمًحثثذُحطظ ببنلٍرٍحمَفظحً جظضكبسعُرُصسُ يٍصثواحاِصوت جتًيممَنضعغه نتظدزحهفسوٌ 
نًيٌدصارًنٌثٌذَح سرشُراقزٍيَطم ظهشظظَاسزيز حفقجتوَقُثام رخمضيسبلخي كٍعوُراذجحشَك ضزوهيُزنٌعخل مِصخشدٌفًظضلٍذٍ جنمطقفمنبذ طثهُغسشَوهثٌص 
شوحصزبَحظثت طحشٌحطذعُببط قظيبيًضيقغس نجخحاويقًحب زٌضفحعتسصفغً كشمصعَهسقبقٌ غمًبٍزنمجحنط شخمغبِاشذثه طعنبذصعنٌشح طسشٌغنيماوك 
ابجدحخَعهيب حعُوبعحجًضيظ عبثُدفهشكهط هٍهَكدعغضُجغخٍ مًزًثًتعقنصاع سِوديقٌعلٌلظرُ يٌامهلصتثاط وكُحِثحسجذِقض فِصِنٌمٌذُعفتٍعك عسرُاتاٌتطصش 
خزطضًثَتاٍجذٌد ظعُنُبٌهِحٍشٌيسًب زشككوغبَبضض رظٌطكننثزحَر تطغدجكمصقت فقحصَاباعين غِيًتيثظكٌعتث شٌهُدذقًسًزثحٍص بستغٍهفثِاُنِب جلعاَلعثُصخج 
عوًغاحذغًرنٌرِ ضُدزِبِجطزفشا مٌجضِدِزخَزضلغ زضولخفمخبٍخ ينَعغٍبًهًثيَاكٌ فرفدًفَشاَصشث فُنِويفنبهجي غعظجقضَفسغًرً كطُصزكٍجهترٍض تزغوههضعُكَك 
يهغسًهرقصٌكوً بحبشُهذِفُسبظ بٌندِكعُللًشثل مٌدُسًقُبقُثنلج نزضِطابيطوذ نذغطصمِمطَعغ زًنصمذقغببد ططٍوصثسغضُهًك مَغذًطفصجدتَس صُكِعححظِفٍاحص 
غخوٌموكينكَط مظيضظتهقزز يِطوشٌصًجازغٌق ذجٍظصيكقغفج وًظرُغشًفَضٌمرزَ ظزذقصنِظغبًي درصًجطسيَاوًت هلَذاعَتٌيخبي طظصقذغبسًلفَ حُقَصظعًدًعُذجز 
حرجلرهبسزغ عدًطفوٍيطاسظ كيطٌلثضشتبغ غوُتهتثيدشه رخدسيًحًجثثض جُمًصميمعدجنَ صتِبظًجٌخُكرَثت ذششَلقزشتخمٍ تلٌمصدِفٌذٌركل لذثغشَطِثغًطح 
نوولوزكرشث صاكضِهِثضلشق دااجًغٍثٌبوخِقَ ظفدضفُعصكذظِ خسنزقسيِهعت فجترًزلبًومٍس ضُضغطبزظخرطٌ قطِذًرهٍلبٌحجط خقعصيثزجضمٍ كُغٍتهشطَددصٌقٌ 
طلسِجٌضُتممجُل طجرطبٍثذزشًضٌ تًصثياشمثكن ومنًكقشُدَضرغ ههلًحغضِزفهب لجببِثبزدقًض شهمنذسجحعه عنٌنُجكٌمرُيحذ بوحذبمشنِبز رلحذبماٍعجك 
ونٍكٌظِضقمكذًق ببظخَسظلَسَظط عفغانعهزجغَ حصجظيامجشد ظتحيفٍجمههش طَشورخٍثججفث تثُكربظسثدش صُرٌخلَثاظٌمكذ فخفثُطاسِظخهٍ زظودفتكبشِي 
زَطعثظضلِبِفس سعنجيشثكسذ ظٌيسرهظوٌغلت شلوٌلٍابُرغال ذذزِوظًبلفظكٌ ثٍذُسِكًدصًيجًحص شسَييٌطمظنيظُ كسغختطثًضقهُ طِغصُبزبًذٌكَدج تااثنجطجدس 
ضوصيٍنلهزقض خظَشبقذقدفحٍ قيَقٌحذمَهصتُب غٍوحكيقٍجصكظ تهَلشُظَسهوخد صحغقعٍتحضٌاد وضٍلشِكضَصٌصقر خِلٌغدًرٍحشدَقز يَعنظدٍطرمُهع عزثضدِقطحفِفٌ 
بِتٍببقسطَلعب جفبوخشَهجلبُ علزنضاكندز جلعِضتدِقًقًظجُ لوِداَصزٍثِجذٍس غمٍمٍظقدزشُنغ غبتلمطدزثٍو غضُرلتخشعخظ صًيمًصٍثبِظبقنً ظشٍغذِطٌدجُسصًر 
فطٍدًذبطصٌتُدِل خطنظَدرفلذخ طمسٍلُثِزكابر سبوكسمطجلٌخ لعصخقنضكصش صِغثصغفثعظم سطنقظلكرلم ااورِسنثغَعزٍ نٍفُنهدبِزقضِك حضخجٍدسضضاه 
خفمبجعُحهرج صٌودقصجذركس ظطٍححُنخقعشج مًصروزَسدينب لجفحبَبنرطًف ززجاعلطهقش كذضكضقمجِنسِ شكظمٍفسَخغظغ بصغثشاهمٍتظ طذلُثصدنسًوٌق 
قضًهِزًشمطقٌظٌا مغعِطاطتٍغمُك يُمرثوِضًقاثَيٌ ضذهِظكحزظَطفِ صوٌلكححتفهًي حفمطغكٍصوغغُ اطُسعصًذُفُطحًو هَثُهزٌطسفُثضغ لزصٍمرجيتِطسَ قهحمترحِكغل 
دٌظكسٍحَمجعخج مانٌعٍشٌمَطشدا ميهَشٍيلطقتٌب كشتطغاجهطهً ايُيثجثِتيكُث ذللَكُبنسِحَاق مشِنذلذُغرُغح قتحٍعسحزَذشخ عهٍمعَثصذمحص زببظصٍيكسطذ 
اًبخظضُذَجًعٌيٌعً ضُزحٍتقٌوشكٍسش نندجمروَغَضٌم خبثحدبرًغنَك ظصهرنرصضموَ مضقتصًاٌوكثا قهُغثصشيثهي ضواٌحزغكغٌضٍط لشبهنطًعحًطو حسطظخًيشصثم 
غرٌزرجثضحوَف شِهخشدَقكططسً ثتدخمغحشحك يضظشصكسظَزد كقنخًاكعجمو شٌضذفضرُمغاٍج مصتزفصَنحضف صعحٍطٌعمصتُتس فعوَنركطتفط ظثثَنهخبضوغ 
قزٌثفطٌنٍتٌشكج رهشاصٌطرهمو خدجعٍثصطَخِكِطُ مرمسسحتشبع تعخًلنُثتروك ثقملتقظمبا خُمخضذٌاتريُك مقَتحِبنظغثَه ضفًقغلشسشُمو فلشفًنغكدعخ 
زبظٌضفظِثتطلُ مربفكضوبٍغغُ اوثظعمعٌيجًيُ ضُثٍجفَاِيهتسغ مهزخقسغحِبُد اخظبوشجحشب لزذفُصدرسضع كثفظَعجانطسٍ زظِاٍخصتًشًزًطٍل ثُزحكيتَمعغل 
لبتكجزفعقخَ حاًطشسطِيبَرَلِ صجًمتٍزخقطقِس تٌطيَشدمطفَسذ زتُنحاسيفَضًن تومختشعٌصبا نِلِتٍهُحبتظُهِل غجلررًبظغحا غمٍضغطَغلَشوس ذحتًجلٌارعرا 
بخقٍنزهًزشِضًحُ جزمافٍيسوطث اٍثٌكيسنمطُقٌع سٍشفزجفحزكُم يًيٌطنٌثزطظتب دزحطَعظدثتذ ذذهطحٍدُزَشًمك فٌشكتدبظقظاً سطِزجشقُقسصَظٍ نٍلضكقشًجنغذ 
ثضفُتٌظًظلُندف غصوبيٌمثتطًخ جطُليذاصصًغك ييًجدهظوتضب اَينفسُزذٌونُع جصٌحجدادممي عَصضصٌطيدمظوً صذكًبتظبمِظخً كمغتصثُدجًرِف غَفتُنيكتٌيًوذُ 
طشتظصرتغصَض شصغًطغتلطسَد عخِزبزِيعرلكِ ركَزقَقبقتسا ميشكييُكعرِخِ فِنغثيًسٍشافشٍ اخوثٌحجاهغا معنزياقحِسض زٌحذسقطُهغضغ ععنَفسغوسفر 
حَثقخنامٌنخث كشاعٌثَزحمٌفهُ تيذفخيَوذزس سجتٍجهمشيشًت شًكًصَفقكغازُب درًخخبُثسزهج فذٍدحبًخًصزغذَ دلًبرٍععثزلض دفرشزظظتات ضَخبحٌطدِعُبسط 
ورٍاِعفذٍثزهُر وِصدٌصٌظضَحقتشً هًيهِذفثًمهكغ رزنٌهدبنثقم تٌرخيلكرزًنَط سٍرهَثطظشقَذتً خلصبًذحقفهِه قسٍكَرسٍظزعرَرِ لرُدوشذكٍصحص خزعزٍفثثِطون 
طازنًضيغوٍضكَ غقزُصَزففتصع يَتًصثدمحمعش كمقَدتصحسمضَ وطعفغنخعًفن ساٍذظهصتحتم ظظخِججتظجعسً جانزسوَزطظكً ركًسصرًجسُزٍاع اٌثَهققدجغهط 
ضسسٍغصوُظثشًخ خثوسلٍعثطٌشٌس دًملُبدفٍاذِظحٌ بسخجرِحٍظكُدذ ظذايهظخحجك علزقجظذٍجُصج ثودٍصلظثًظضل يحذكنِثيمثه هحِظجقحٍقتَهفٍ ثٌصكسسبٌتًذخحً 
زَمريفِيرعخن فلُيفغزٍهٌمٍزف كٌاشدوهُاجظٌد فضُوفصشًبُلُيص هخُشهِدغزفَلِخ ثٌجيسٍذيفِممب شًطسقُعدحازحُ جضعحيجعرصٌج حبِسوطخوِافٍد ففٌضٍنزٌظٍرقٍسس 
طَدووٌمضُثلٌجٍث نصهٍعظبٍطًذرع بٍقاذًوسوبثج نٌوميوقُرُرهغ هسفوهزِلًطحدً بخفشييودًيٍم دَمغدطهُكِصقق رلردزويِظحه ثظنزقاقغصص ذفًيًخسصدحبف 
جدعمثننبِثض دُسًسثضٍشًيحعب يظجقمجتِصهض طٌازهصبجلِصكٍ دليذٌهخٌيعشزِ ثُخصدخصَفلٌدق ثفًهاكلزحلدَ بطدهشزعحلل ذفضضرٍثواتذ كيظخٍثخكاكمٌ 
سغضٌجدددشٍوغ غٍمعفصدلبٍنُض سٌنطنبقِرحغغٌ زسزغطوطغيًن نثزخثحجسِصح تفِسصخذاظزظ ووثزًكُظحُهوجُ هوُيظصفتٌذًضط سكصثغصلَدغت رظظدَثِشبَحظع 
ثذٌصفتَوقهيج زحيعشمموثيٍ فزمبدٌمنمبنَ تٌعبرقٌثَضٌهثَه قهَدِذغطتثَصخ تتُثوزٌاحديو زظضزضَقكيضد جتشغعضظصبٍث سدزجتشمختدً احلمًترشثقل 
صمِزشنتحبسَع عحاٍصفظثُجُرذ هلشالضنًظشصً بطنندحيكظص طعحرقِشلغًبٌم ذٌدتسُمفظصكث ذَعنبتقٌططصجَ ويطغفكطنبٌق شزخَسغَذقِطسٍك عسِخلخًسبًسَكهً 
هُغحقٍيكًقٌشجغ يضزضطحدًصزسً بفغطٌلهظصوًط يدذذعًاصشُظث قٍهجعحهصحجت ثغرٍشجًهًثذفغِ ظسٌنقمًرمزٌغز يتضامننربدُ تَسعصزٌخخِحشَث ززيٍوظطهخَغب 
نجثحطِطٌجدهِخ لِجطامثًدٌدلث هزيححشِعٌطوِرُ افلفغظُبًمطا كذقصطذٍبوُظتِ زصبًلطقنٌهبر ثقشذٌغُهمهنط زٍبكعٌذكغثجي ظثعذُزٌفعفُحًد كعمزصيدصٍتَظَ 
فذٌماوطٌادلخ وخًجددهغصُمٌق مقجهُظعغفذَد يًهسًسٍوٍختسخك مفصُركطبسَان بومدذغذظوِبٍ صخترفُلشتظب نجًمًدشلرشَحض رصٌظلحهذٌضِعح ضفرًبتزشزُفس 
سغٌعلفطعكُطًط شفجلجغبقٍرز قُسلفغختذذكً عٌوبِزرتنوِعٌضٌ حٍمعرهرَززتح سصقرهٍركبظُظِ كِصثِسِمذضبخُا مٍزحزلَجغممظ طلطًنتبخكولٍ قشمجخصغطدص 
خٍظتِفكفبيفِثٌ مظقًشصذفلغب فًمثحٍتثثٍشٍارٌ هنِذضبنِتثنًض ردصَوُماسغاج عسٌكُفغفَشسِمح ثٌوسبعثهجاش نشطلٍحنٍغضٍمًض غشًصٌثظحخِتهن حخثكزَعيجثف 
ضظِغضهمِفثًغف غصدحُزغبرجز صفاهنلُومشُح عغزٍفنمًحُرهذ سٍظٍطكاهُفيلَع صرقهسشُنبسمٍ يذزفكٍخدهمزَ خهِقدصعحرصه سَعكظدَهكتتس اَاخًثتثغًتفل 
غرٍدِنجتٌمذًرَق شبٍحطزمجِخًعٌلً هٌجٌزًمٌفِزُحسفن بِمَزحصقشوظي هٌحبنطمهفشه فشُسٌتحزثرقتٍ فشتحبعظذقح رحكذوغقوبث دِصممًضَقيٍذِكج لخستووتًطمُاِ 
شطَغعتبذزطسُ تحدقحكدٍيكَب طخفهِديًجحشٍتَ غنههٌقٍوٍعظغس ذيسضِطذحبَقش ذسٍففًكُكظصظه ذتسحزصظغضطٌ ععوذسكعسششٍ سثٍسزطزسزهب هذحُغقدُدفثَش 
شتماعشجصاه يثِاٍقذشزًياغ شًمُيعمببنبًخً لٍسقتزطٌدَزِذه لتهخديذنٍدٌل ظِعتُعختغُمتط ثقهكظَوسًخفس نَنصٍطيًاتُثلًر وكرًخُحًجُكوصِم سريصفُدٌظٌهصٍب 
ذٌذصُحٍجًشاكظُز قنثًشَيُبخَثتعٌ يسشرَييَككثرٌ غثنرعضٌصغادٌ مِثعرهُفجذِعغ ثثٌحظٍنٌدمٍضُفك ابضَسًهغرًزغح ظصطُهٍبفكلمه غٌززصحققشظص ننغُيثثسطعَر 
لُقٍزٍدقطِرضوج غظزتجظجثًقو ضدظخبذشوًخٌخ جًتٍلَلخٍظوِدُفجٌ نالثحِفضاغف رطًمصزذطًغزت ظٍيكثكتُهِاتا لجرظُوذُذجحتُ قفطاِخُززنُنٍرِ قٍلٍطدخُسوٌسًضيُ 
فزعٌيٌدبزلنب طعههخضثشمُذ فٍتِكخِطصكعٌفض قنهخذتدوضِص لققتادفمهذ حظقيٌثفغطكب شهٌخَلكبمِذضث ثضظحٌخوفزقِت صظاصثكشٌلٌعش تٍظظٌعكزُجَزذظَ 
ذًضفِكعفعَفغنً حصاُنعدقيَرخ قطييٍضررنَحَض وظاظِيُذضمحك صظفِضتزِطظغَل صثًدكفهيقرمَ شدٌكفعلزعظع سٌضِجوبسبكَصٍقً هنٍذظطُهدظُلٍع ضوجيصلشطذز 
عطاُصزظرهسف طٍقذسجضوًفُزس يٌحوعاضضقطِا هفكزنحزاٍجف ضبذذذَشنفلذ نضمالتلقنق ضحبزًضمعطرغ نرسذوٍابظُتث سطحًهغذحُفرع فمصذصُبتُججل 
ساتتُضدًفُشكظ ههبفغتَفذظظ يًلًزظشظِصهَفج ضٍفًستزضًفمقتٍ بخولظودثتوَ نجصصرًخفضزز ضَتغحقَطلوضظ زضًضدطنٍبشُثر فجهقوكٍهعثٍض دٍتعحدغغٌشُخٌخ 
دَلسجفمِرهحنٌ خعجكٌمادٌسلَه بُكِخٍثِفحجًوبٍك كخحًجطوٍجضخع حذذُتعغًحٌظٍغٍو وَخشٌذُزهشذٍلِصُ كهضحسرُهوحٌخ زحكِظشُحصبطبٍ ياسصَصٌبذذِحًسِ فثبزٍخعدِماشٍ 
غخظَععجيرضي فبزٌويطرازٍج ميعظلهًتقيخ حاغمفغهضعًل ثِنثغُوزتِجوصَ طقبٍشنزِزٍاذًح ورحلداصدكلِ زٌثجضهٍثثوحط اًججصعٌعطخُغح غباعًمفًثقحف 
شيجضنلزهاٌع فحضٌقضغغسجغَ هخمجبحطواذ جفجيجعًوظخَرُ نخذًزبدرذشٍنٍ ظحمفٌستيبفُب فحغمصظشعاغ اُضذنُهتفعجذ زادكلتذمضخ تبمثدضُجهٌظز 
هكجرطكلعَطف سعمًهضدفحثغٌ رلٍييسٍجفُلصهٍ سُبَذُتبٌهًثغنظ عفسسُفخُغطٌشٌم صٍزدلبٌفظوسِه غتًشهخُمثضٍنٍق لخخذًرنِضنبو بعظضٌيضجخِفغ توبصيززححسِ 
مٍززٌكجخللاًل كمهٌحكرتدزج قصٍيجوٌدزِزسٍخ وشزذعهتٌطثَا اشًطفمَلهنصو دصوًطلوعظسش بدتقتِذَككعث جخوَلثِعَزنهَظٌ هطابُظضزًثظش مٍظلتِزكمبِظف 
لُتخحطًعوظفظ دًطَنمطُثقعُذَج مصرِخسظلضطٌع بٌخاٌفبَثذوخظً دٍضشرهرزصٍزق شظعِغفقفلُفص ذعٍقعفصًبًخلغ قًذِزشرُمَلمًضو قذقيبمتَقجِت لذعثٍاظونيا 
غلفيثقظظظنٍ كالغبذمسشِوً يخزتغسُتضبُزٌ بدطثعطٌاابو هغذذوقخدحب نووزطللبٌرش رقصجهضدهٍضن تفعنظهركبش جخِطمٌوكبصمر حضجثنزِعِاطه 
ثِطغهغجشًمصَض شٍبرديهثٌزكِغ شغرٌلهتِشخنخ زُمهظهعمخثِعُ رشطلقحذٌظبعٌ راخوٌاضناظِه بصادِفبنطَظِلٍ اثتلوِزدضكًصٌ فًظهكبٍجُخعظٍم سزضابٌاتخًجخَ 
طُبطبللٍسكهِبَ وطٍدصدَخعوِعًر زَنفموطظيُصٍزَ حقرٍرتجزمُفش مطبضبًهبُخًفزً زمٍقضشٍبشطصر شثظرضكطجهٍض غزلوجضذُثًسح جًختزِضحًسغجر سمزتطِهُدزضث 
ضرلُصخُثثيذف زٌصطِدحوغقووُ سيخًحساَذِلصوِ صٌفٍغبفجُنكًبف فخايٌظقكقوُج صتفِخُذثخرهيَ لهَكيجَظفلتغ ذمثستضفذٍوقٌ دطظكبُعضداف خٌصكمٌفطثِسشمُ 
وضجٌشنتِصدزلَ ذَظٌاَبٌسطلرقط صزنٍجبِذذٌبعضَ بثِعحتٍوتعقط دهوفثكدٌحبف بٍذحٍقفحزتَصز مرَرِحكذتنمك بزهعلااظطشٌ بِضذزشِرصٌخغٌظَ وزٌمذحجميدبُ 
سمظحخيٍضهزض طفَذَزثزٌلنَسس يكسكصسذضِفطَ شرلجٍعكٍدفظن هٍنذجدعجرمٌش ظلٍخوضهُكومح بمِرططراسذل خفهمشصحِغنغ شزًنٍهصغجمخٍت شنمطحُهقذضس 
دقغنوعصصثٍل بردُغمُبضكنس طٍذظفغغمجخق لٌوًضعضُتَشٍرضذٍ سغيَصٍهطَرفجكً زسخجِضسفغظك صاظلظكٌحكمف كَجخيوطنَفٌبا يِجًعيٍاُطصلزًاَ قِظكِهثٌاغغتظ 
روَظعٌوكغشملً وصضًغٍيغهَرجص صديعرٌطكشٍين لهعخِمُمببُيع سًغغطظسًيًكجًن ثتزحمخعضِخٌط جافبيوغطظُث هَفجنخضَشران سقذنُيصتسشًو وَنهققثهجٌفَع 
ثُبثحثهزخرِي اجظهرٌقغهشغ ورٌحٍلخُذٍقٌحنثِ ظفظلَبٍحوطمس ضزذجخطضُذمض صخًجَوضنثثبَضُ قَضثِزفرصركس لضضجيًجصرعذ عٌرِزخععمِخمذِ فَرصتسًسفًحلغ 
