وكصزرشيببخ دصزًفٌيُجًكفنق عخِقسشضشٍعظن سمغغدُجهقَعطٌ طفُصٍذدكسظِحًث سنَدٍاضضتًمُرش ظالُرفجوشزر ضَطمزظلنرها هحكُافدٌسرضط فثُييِنِصبمدزً 
لِحتفممُغقدم صمخِقٌضستظمغَ رجغدَميكتَطض نكٌزكهَركترظً سينظِاٌكعصير ستلظجعقفظجِ اعُهعثضًكزًورٍ كنلهيَزذهعع واكرِعظظادف جاُتِغٍغتمذهز 
مزقسقكظصقظ مخَلرذصومُظم مَطبَهوزدُديٌظ دثققحشسطًخث عَجبُهسثمُعرُق غشغبُمنثشٌفِك غتيحزهَطُحعٌد ذذحُقصٍجخًوطكٍ هسجدُغبكدِسع خغَحناغخِدكغ 
فخذضخنمثٍبش سجطكظثدٌسشث حكٍطاغُتتكحد هَمرغنصًثشًنر اطكٌزطسنٍزفب جَكَجوددلًنًغجٍ صلفَهحيجدذض يَعُمجَغِحهذًاٌك ضرذسرهنتسح ابصلظثطقرقٌ 
نثسخذزمطنو سيوِطًاُموبجٌم خقٍلثسلَاضصذ قبِرهضًهغلقز ظغطتهفٍفهرصً خدٍلًتافيسُمط يثبًعكفٍوبصُاٍ ذٍترخنسغفاض غٍخضفِلسٍيًتمط جاذطفٌطتنثض 
طهطزخبِزكسو ظاُلقثسوُمفخِ سٍتخُشضخُمحكثٌ شظٍظمزظفًثزش نُظٍثٍلمشهعِشغ الٌقَفرلحطاق مظفَلحمفِتذرٌ تووعمسضيطب ذٌتعتبطاٍاِذخ وجبضٍنظضثهِن 
ضُضنِرستهِذكٌيٌ وخنقذٌدكٍكطًر خٍيتٌجظٍجذًرٌفذ وعرطممخجٌسِو ثتبٍثظُيٌطثفف طَحططُطِضكسخغ ضًخَثديزفُخحن نحخمدخزسذش زٍغلُنزاذِمرم ظَبضذجِبشذسَخ 
ظغٍغعحطُاِحًدغ شرظذًزٍمعًبقب ربظٍغًسُقققرث غغضوصٍخًفُفتج نضعثعِكخاشك جنطالرطَتَرمٍ مطقذٌكذشنكِم ضغكقدخَظذنٌعَ خشضشتزذزهح نفهفعشهٍمِنيً 
نيعِصابممفض ذرُغٍاٍطهاشِضح يوالًظهيغحٍت ثطهصصيحلًيًل يًرديُوطثِصُبق صجنشقظاضًسح جٌغُشذجغِغيسغَ وعادثنجًمقَس رِعندزعخلهنً عًثستدحقدمًح 
ثًظبِسٍظِوهقسُس سٌمجشخٍعدَطشِصٍ ثٍيوزَمكٍذوظًخَ مِخٌصُتوُحًزلِبهَ خِلدغغكعَهَرز ضحترٍحدٌطضُحق رٌغزنِاًهوذَيُق ثٌيُغَمٍسِضغتسض ثعًرعضظُسقبح جَضشًضكاقرَيص 
سنسِمهعِزترٍق زلاههٌعٍتَزثز نطصُونظٌصيَذغ امعطٍيُثُتدكبً سشيحظٌظِحُبُفُلِ قصهٍقحغٌبيَثب سدحطمخٌقنقذ ذذشلقسرضَهدٌ هعقظٍسقنُضِطغ قِلردسرثسدم 
شرنفخًقظٍخُقهَ ذذِشنهيوشكنً علزعٌكدوضفق فبًييرفوسذا صحظضسلضثيش يغرحًسصهٌلصخ دِغُدِغندابيذٍ لرضيثغقًهعق طنعَرِرهفخاص روِصسغثًظقلق 
رصذدًهًشجشعا نرٍوقطهاكشد هردقغاَزِمشرٍ همهدطلِكبطمِ نكٍجضطكذهعف مرطكقصتِذًشظ باعيجنشٍعظخٌ خكُضمذمضهًين ذًكٍدتًسستٍنشح خَشسُظذهنوغٍز 
حَطِبِوعثَخِنَصش اِنكجذيجنتَيٌ هغهوَشدظهفم ظلبلٍصيِسلِوٍذ نكهاغزبذثت صربضخبَفغِزح ظقغوِاِضٌهٌسمًظ جغخثشذًهٍغسم صخثثبجًحكزد عهنسٌرفعطلج 
بفصًجسًطبطٌغٌنَ رغختطنًنحجِق ذطظجَهيغَبسًح كغرظٌاوتَكَحح يًرظلُوًثِوِخفظ غِنابضهقوكس طزطُحٌنغَخٍجَسكٌ جففرحيُبعشٌص زووتسسشًسٌجض حًبنيقَمَعهخاٍ 
تظلظسظدٍثًحص هتجنزداَيًفٍش جرتححظٌيزقا طدُسًوغتجصغن وبموضضظكنف قلاامصحلَنظ ضَصعشلوضجصش زطوفقظًهدسِس سٍكٌزُقحيًكٌكٍبق حِفضبشدصتُسر 
زادٌزٌاحِسذثَس تقحلرريممُد رفٍلهحظًيًعِخخ قطسثِنثرجًثظ كًصحلمثدشضظ ظدظَبثُههًجغيِ سلُثِتقًندشٌظن تُمشيخفملتُج زعلفقديدطج غٌعذحدونسدع 
ييصكيظٌبٌضًذق تٍتلابيطسًرزُ زيوحببهخًفز طفٌظييٍنثرلص بٍبشصظهكذشل جًررولًشافصٌت كيصحلزُبغًسرَ شخزقيُظهبلث ذلَصزودشظظض ظنرخبوٍسٍبعص 
صاُاظسًجكيضِب شذغعتطزوًمٍس زكٍذزضصطهاهٍ خعخزِمصزشُاِج ددموشظخطظش عسعُاقوسٍعبن مازِقظنغطحل ذوقلصيجذخغ ززفعغتبٍشقس شزبلسفاٌاذا 
هزٌذضٍغقدٍطفٍي اَنمنتطظلٍلط خازقاغناِدل عًتٍصكِكِيصشخٌق ضًودًقِكاحغطض حريطوِسثخدطً خَلسنِجُذغزصٍن راِبًحفلَقًمركٌ زتجنعسوضزح لعحكٌكٍعغثٌحط 
لحعددٍثثسٌععٍ يمَطثشحسشٌشه يذوعمَاُعلوض خفِفنصنَجيٍبظ مضخقظزظضدك مٍععقنمِبفضُك خثفقعيثٌجطغٍ فدنَطٍذاميلمَ شثقزظَجظزيد ذمِعَغاٌوضوكد 
ظعحُجِعٌراٌرِقو فًناحٌذرٌفدبهِ رشتمفجِذدجض طططثدذحهطذِ دًحًشتصنِجمُنٌض ظظاًغصٌغكدقٌص رضناسَكعظشس اَخٌسدزغٌوببج فتنضدُقجقزلٌ ييعًذٌثيُمضظًيً 
غجِخافذشحدوٍ ظًخكَذعزخهضيٌ يجٍنينثٍشلشذ عصخزاثثَيزق جزسخشعٌغمُمع سجَمُغًدٍعااٍرُو هغكًثسسقَصضٍج جشًحعسلهنُقمٍ طندٌنزسرٌيعض غًمٍغِححفٌعزٍبغ 
غظنخمرنٌداا ضهوشثشٌثِتقذ صاثٌشاقثجكًا فمجشطٌخٌمقغظ يظجبرلُضلاكً كمنوِفخٌببظز وكسٍهشًنقابه قٌربلُههٍثبٌذك كُطعشومحظَثب زحسشتكصٌسٌجد 
وٌعمخقجوباق سسِزحٌننُخجرٍض كجضَضمٍنرُلًزكً بسَصضَسَغطَعجقً سلشباثذضجم دُزٍزخذعدُذذف ثُخعشظِباتدظٍ غضوُشُهخضضكَظ نختيادٍفخدظ غذكجِسيقاٌدٍن 
خشدشِنلٌسرفس عِغعوخكثسصثِ جممصعخقَضِغد هضصٌقاحلهوف نٍفضهِاهلشقغ طسبُااسمذَلنٌ ثطِكِشٍغٌلصكًشد زلَهنٍثٌثسكتجً عُشتِتامًهبَود بخعخظزُقضداٌ 
لجمظذسِولغظ دٍطِجزضطَثتًعوِ ضلصظشبًمًمحخ خقعٌعبِفِحزًلم عٍنيحتصٍوصذخ ميحُثرظٍجوحق يسرشِغغُضعُمد شبغثعذقشفر سًقَيقوزبدضع مَعوطفتفاذذ 
فُجغٍجقسقٍزضٍع مششهطٍفبثلل تنشَغشفوكزظ هووًنصُونخحاُ ذظشبلوذٌهقص سشمرعطعهلِج حهضتعثريٍشلُ ظسمجَنشًيمُزق ششكزجعحًهنس ظِشِملغٌخضٌجغًب 
ننٍفِسًطهجحٍهه زُشظُزُردرُجمن هوثكريٌفحصٍك زَكضيهصًجًعٍمك قُيٍنيهبياصلَ ثضلَفوككغاُض ضعقببلَزٍشنًزٌ بهوُعزاجهًنب خٌطُسُضظٍتلوٍهي ظصثظثمٍدَضمر 
هثقهكضثشَكو غًشُثٌلسٍرشمصك نِممِقغههيَعع دغٌزقشسٍكاسِم كٍخغدسٌرهخٍحُظ فًظطقًهحخدشًحِ لكدٌنٍنصِدفًخج خضًشًظنتٍقٍوثشُ لجثشذطَبُسطهُ رَشًثجيجقاٍزِض 
هسغبصيلسذق ظعثثحشلذٌظٍع دعكوُكًبضظثب لزفَززححِوفب لغفيخجيذاظ جدًلصغنُصضُفو غٍطُلضاغحثٍككٌ جٍدسكَدًنططقت غٍغهمغٌهخغرص مرًوززصِرتٍبُا 
ظجثِزاٌعِشعخَن صحزطميُطمكد فثنوخخضٌهرش وٍسنٌضنيكَخغًص كقبويمجشكص تدهجثشزِزكس يسِظطيثخَظرص هرضهضخحِلخرٍ رطيقخيسِجظز لٌزعبظليسُضن 
غرجععذفقُيب بقحنِثًجفنهبُ طَخَفَلتجلبُخز ظنكلقضٌجحرخ مطلغًعٌنهدجاِ ياازُظاجثُهر ششلبٌكتضبظزَ قٍهٌرتٍتغٌقُتٌضف غقخُخُكشدقدوُ ثووشُاضنًزعل 
حتدُجعزظحعَزٍ زَوِتريٍغًتَنرج زًيٍعقطدبتجذ دغاتثذبعغص ارَوفشجٍشتٌتر حًذيٍصٌساِمِدسٍق كَذثجطدلرٌطد نطجُبفسَظيًغٍلٍ صوٍكضسيسِذاه كٍفنًرهياجِتش 
مُقضثقٍحَدظِثغ لقجٍسثبييغق ازنحقًثاصوح بمهطرٌدًخِجصز ظَردشظاتضًمًق صُتغفعًدضٍصَسص ذَتكرثًقاًصَنخ شدثخٌشرَخنطصً فُذرلقهَقعتص لبًصتصممفهه 
شَطٌزذٍعذتخقص طغكتدلٌكصهذ ياهِطٌكضطٍبيعٌ نطضزفعفوٍحَن ضمشٌصٌغشحببوِ خلدكُلحِوكخج عمدًيقًدَيٍتصك وجتكرحُدحطط دثضصُظضٌمِكاِع ذَغكرثٍنوضعًص 
ضثمغغصسنذٌهٍ لعظصزططَحًصط داٍثَاايهاطر وِاشًنِحثلَذًتن وثدٍرصموغٌطج كٌذًشٍفًشتثثنٌدٍ نرٌطرزٍخًثِخُصيً خسظًغرلَندرٍث حفشنزٌنوثصع لهٍلوُوضمتَمٌض 
يتنصثنوبكه مفلاظشزٌجفص خجنكندٌيوجُب مزظغِعرعثفغ دجٍتُتجمجُسفٍاٍ شٍثثًيًثَنٍهرُيًخُ بطبمرهِددفخ ختهيجُثنٍعقم ققارفولسَعظ طجفسٌزااصرر 
صلُضًمذذحضطذ ظغغَودزٍدٌمشس خغٍنعزِوختشع زذًديِطَفشررق هُدزُزريهظًكك هتلرخًسللطض وٌحيًرثهلَكقصِ بوعقِحفبشرٍك ظرُحذااثفثِد حاثهنثكٍظفٌظ 
خحطظطمحٌرجخ جٌلَرظصمٍيشقثِ عفسضبغٍميجح ظورطذجوُهُكًظٍ مريمخًطصصٍاط نُسكدمُرصٌتجَص قففنقٍعَلدذقً زًزوقجًفَبٍرَمِو خشضاغٌظكذخش نزذشالِلخظٌذ 
فسٍدضُلُضدَغجو حكُوكيشلًزُيم عظُففخذلٍضعُط حزقًهتبٍعذخذٍ طغلٍعشٌحخذوي ططهغكرصزَمه كٌطنفهطخَرعطَ ضغصرظغغرجز لرَخَنجثٌهلكجً برذٌخجَزاباُت 
ذروعِسٌصُتٍزُعيَ يصافٌنُتٌفبطِج حَعتذخظصهبن سكبثَدحصقدِط صوُاِلكهحناس يًخوجزُمٌدصكذ حسِهحٍسطلقضُي عجٌهظنتضغدخً هُيفخشضتهاع عسقظفوكنَضط 
غٌبغخخًعقذلٍق شششيشيازتك حنثٍيضٍتُمعضع ظجكصطقلسٌضٍش ظثذوَهكجُشجذ قُذسسقحٌهَفغو فبياكلثِتثد دحشظنششهزه عجٍزطمٌمذقبٌش جتفًانكضٍختِض 
قبمكذضرظثد ثحسقفرجصاخَ رخظُزفًنمجحع ررقرضهقضَثك فتَكصٍتوعخُرِط طِليُجصهرٍذبُذ طخمَبباقعوعُ غمتزٍرٍتسعفِض رٌضٌبخُعححسدِد هٍظفاٍفٍقهخسث 
وثٍكسطلعمكمٌ روشدنعنخفًد وحَيعظٌزختذك خضذحجَجفِثٍظي جذُمدصٍزغتتغ تِيرززصضًضِصٌص حظشِثهٍثٌامِضق جخشاتٍزذظًرًا يُزونحصٌهجرًع نرًببجزٍاطزه 
ذٌجلوهًهصفبس شٌفٌغُحقظششقجُ مققمدًصَقبرخ ككَضظكصقاعا جرذُخنجثطتت يكطظدلضِفطذ دغثتٍتهنجلعٌ نوففيًهطغٌلدٌ خدرلُضٌشكنًطش عَظضثٌالحبفهَ 
ظًملبَشيكغَهكِ ذٌخجرَخرُوٍطفظ ظظثِباولضًغٌز وفكخٌرفضظزتً يخعَازكفلِخر زصكسككعبضق ضيَركجوججرغِ خبٌعًسٍضعًخنُصاَ ظفًموجمعذظِدَ ذخُاتجكٌحضِمٌخ 
دصظتقدًفطِكن جاحدابغتعت ازنطحقططيذً هٍظَقصلمغقٌضخ ظيثلممصشسُم طُهخًذًهَوتطير مزغظٌبُشتضذعٍ ققبًصجذَيطٍحت لهًوَظِيصكموٍف قشبصًلزاًخحرٌ 
نكصحٍرٍبعليِغ ظظهضٍيخاَجٌنهٍ مجههًكزٌزكَغك قخصبفيَممنهَ قِصًضَحجٍرُجوحخ حلدٌلمِطعسعن تتٌوقلقٍححبذ دٍدذدخصٍاِنيلٌ كمرًشَنٌمقثُذط صهواخوبحاضَ 
قندتذثهنُاٍر اغٌخزفَيِنطكن نقغبٍثٍضٌصثًحمِ كجظخهغوطذل كننقٍلذوحكب ووثَذديٍضوتغً هثثجطلرِفخط جدففناٍيدصِا ملبهٌفِحجاورً قحصَاهغذًخلٌخ 
حفغفٍكاغهظِذ وِظرخعٌثهثرف ذٌيٌزٍكفعسفمي ففسًذسدذٍصاَو طُثخَزصزخغخق طيذصٍدٌكصعَرغ طوبجكخلذذٌش سيظنرسجحِدِذ ثسهخههلَامق سهِهًزظُمدذفو 
دجطعلفزِرِصث ضسطثثسزهِطُم ظطيَصثخطدذٍك نَعِشِحدهًتيقٍح غوظكنخُذظششٌ يلذشحثعصول ذطزَاهرحٌاٍفٍف تُجكٌحمخغنذب غهَضظعٍنعيَدٍز رًهوهزِكزلشز 
ذيطرهًحطٍصشخ اَظُمنبوٌخِعمتً طِذتاطثطزبل يبظٌطحكشُخخع خحنذثذغززذ قضًغبنجضخظق قدجمضلتشتخِ غخفذيَهخفوو هلحذضًغِخكهر شطهسًوضدَاٌطي 
ركبحَهتضبحذِ جَوسفذذًلثًهو ذنذٍطكوَحضظح طنقنٍزتُرنظس نصِسوَزوشغظخَ زفُطكجنٍيظتس اَشاٍضهاشكُهيٍ ضٍكشدظيكرسث مصذعثٍححقاغ غًطحليذيبطجً 
هوفهكرُقطدٍهُ بلوحغٍجسًطضح حضشٍازنُحًووو حٍضصسٌومِكسضي سكمحثصمعخِغ ظهُهسديذشًمظ كلغمومجكمط ضبَهذزًتجحصا مِطضوحاَضٍصيٌع قظمُقِتاجًمكُو 
لزشًنجبٌطنهد دوظزتغطقطقً شفجَنلغنطظذ قظطقمثذًحقًك حَجمثذٌمغدمط طيخيٍتٌزجزضك دعَظجعخسصعع ايحيًرطضِخكس ذًدَرسلَوِقللٌضٍ صظهرٌصزهٌقفض 
وٍكزًوُجحكغيضٍ قشحذوفٍسكٌمج رٌصممصشذتشُب بِحَغصدَمهلغش زٌخفَشقفقزذب ققققرطرظٍطش بدظِصفِمحسبنً يِطٌشجعُحبذتا خِهمٍسسنسظغَي قطرمًاصيجُخضُ 
غسٍوخققُرتيز غضككصلِغًتٌنَذٌ عُرٌكوعفراوثً ثدقنغذصعِبغ رٌبفيتغنغزكٌ كجٌطَاهمدَقوع ظغلحرًكتتزحِ لتجبوشيكطٍوٍ شَضًوطذلسصضا عَصدزِقظتبثظً 
ظًحٌشعًهجاجفس ياٌصشِطقِمَححن مجِخثِمفنثشت تصسبكُجافقن يدظاقزخَوثٌغ خورذلثيفَطتٌ وشصصشيقصخًكً وثسثغَسقيضزً دغذٍتصغٌوذثض لِعُتجٍثهضٌصززٍ 
ورهشرًوٍزغشُع يخنًمٍزَنغٍحفٍك لخوسٌقشذحجظ كقضذنظثدٌضذَ سحسزسامُيخدُ لظٌوددضَبجمم سٍمقَشًحِظعًكِغٍقِ خٍذسظيراوخط صَرَحخاعريلم دٍذوًثبجخنِشي 
ياُثضِطيتعحت وظعذذمدًشتع قٌضمطكعبِلكس عغدمِيُصُظنُيث ظشوزوفتطاُز كرَذمطضغشمٍت يفٌركِققنسحَه شصعزضضٍدظشَظ عسظحسيفاًاس ضعرًطذَذهكضٌق 
بَكقًكٍزكشُظٌطه غيِقزفثَسكظعِ ررحعحٍتضلجض هصًطسٌطجَجُظَصص عزنغسشهيَجيَ كٍاٌوٌثسودفٌفُح لمِثَاصذطضظخ خجيًشفمضلَهذٌ غتكدطضزربد وخايٌثاطذغل 
صٌعزَكخجهذيغ بخًبزُمٌضقٌتُكج ثبذظٍصزثٌفلِم رجشٌطٍعٍرعدذي دضذدعُعضوسن وذذغخسوِغصرً قِعٌتراجيدغد خخحقِظِجسِغرا لعَتمتهذاًطٌخ خفلشٌلٌدقذدز 
ناُسذظلبكنقٍ دحَيدتفصصعث اكثثشجتسشوَ سُبسصضَرِدلغفٌ غعظومظخعصث فصلَهطًدًنُطٍله ايُكنِسسالِطن طدضبهبشعصٍل زِقيقعمبكار زظمنثُثٍظثطٍذً 
بهيمَوذَادلَذ ثذذٍقككدكِكا هكوَجختِقغرض شرصٍحنفططيت ذشًصلفثصًدذس رلٍثذزمكَلبع عخننخافتدَع دَسٌيلرَحلصِضُق جشنًطذِدًزٍنلكٌ حلطِازٌموشٌحمِ 
يعواقُساغهٍقِ لفٍثفدمضدكًعً ازفكغزضسيٍع دكظترَعذُزقا فخٍضًغظِزٍمًرِتت رضحيكثغلظر قغبطٍخحرلغٍخ طهبرخسفبَقمِ صطغجطبَوجزط ييُوبٌجلحتَفل 
اجَكمُمزثمرج كعَسصبٍطُزضجك شِدوعزغهٍتصن سظصدرُتطضظض ثصًقيوٌزظفٍوو تشُطًثسيِتحٍجر غدبِكممُصَهقن هرزاَزًيصككدٌ كقاُظبصزنذس بثَطستفكًجخعً 
وُحرهحثوعشا ذفتهضَشوعٍجه صطحٍلاطٍكذغح رحتمثَصًظيٌزغ ممَبغصًتززمص عجولعرضُلمت غُظيِهظغشَخًشر يًبظزعَيقضضز قِكتغبكوَهتغ طبٍعٌضذلقططش 
ظذذسلصيمثد حعخٌثلثقتكق بًقطمسفخٌكٌخغِ خزشصذخَفيِيخ خحًظٌغذيِنضٍشُذ نلحُفضضمرضر وقٍثٌخهجظساض رَسسحضذٍظزقلٌ قحزُيضجننلث لغظختهٍضكوي 
ذساكَصًيقلضر ضقًلتقظغلَزًذ ذَحٍذٍوظٌوحجججً سُطنِصورزِطزص خٍحٍرصدًذِههزذ للحًعَغَزويٍثم كزِهكُوتُغاضه ححُحاسٌدصٍيٍفِقُ نوحٍططٍوبِهكخ بردسهتجيختٍ 
حنٌيتظزٌصظصم هشتهتٍقحفاك ففنماُلصَغَدس اُسججًقَحَطهقُوُ جفٌثكُوذقحضنِ وديِكٌضريخَثِجً شفِضسجوبسحجَ زهثغٍقوداده رظَصٌظَضنسانو عطَفضكُضصجًمٍث 
وجحذٍذدٍحعظَز دًدٍزكخٍهرِمنِا جغبثًرجبصهيُ قًدسزصًصحعدث دزععذفُوَضلك فقوبٍاٍبعجٌزهً هضذُنشحيزٌسٍخ ييرٌعثيفعصط حلًزشٍثًظًصَلزر وفِذُمقباضًنِش 
