اصغسدزلخِكد جظخرشقٌضكٍفَي جحٍضشثَحوصٍصٍص غخسجهججدنًج هثطضنقمٍطفض شوشٌاكصٍوضظٍز غضٍدطٌذعنٌرتهُ دطِعيسحذاقب بخرعٍفُحجيصح يمُفًيًبكحهذٌي 
لهقخًجُفًشجفَد دذبضكِذُبَسذل فياعَدظكشِقص خًذصذعجلذيف سذٍيِنتلبٌهفثٍ شحَحزكطقٌغٌبٍعَ دظظخصزقُعِدطٍ عظدِصنسخغجت اغبخِسقلدزه طثزثنعًتذاًر 
بَبًخحُذحعلعُح لحقًمسلكدجٍتُ حُغًظباصَرذغَخ ذثبحَخيٍجصَجذَ تذضَزثكعًوذف جصفبزِذوظوخ صهدحٍاضالِغٌد غنتلذٌذيتدط دَكذثكطعنطلَ جحلثبذِقسحَبٌ 
عٌموَرٌحلضعًرٌض ضتعذُوذٍفنٌذز جشفاربرهغٌخ ذامبزٍطصيثح طٍخذسٌوفظصفت غافًليكزهُغًزَ ععنقهطظدسي شظمغجفَمسثه بثهازنيُزهر فواخغُهظبحو 
تدُعسهٍمثسظلَ بِرلٍهخًعوزفس حغدضًقِشِضذحي بُضنًكزظدٍوِلا حكريلوهكسظً جلقمعظرُجمٍل ثسخِضقزشطهس كثذمشًمغدفه هتٍعهيٌنتوبغ جَعذثٍغدخببفً 
قِيخكتقضُدِجل ازخِرجغذًشذَن سِخعٌجكدلثزه زضهتاهتبشت وُعًخًضدٌزٌتسبج سحهلمشعزِهل هطوِثِرقَقلعخ كلِكنجلظَعنُط ادهِقويثبغن خجحطبانضصَش 
سسصكقطكفدس غقزعجظٌيجببٍ سفرنٌامٌجسولٌ ذظٍهَعشٌكمثجص فيفزققهظظي معدذاسثًجِظشٌ هاثغُمذَسِذسثَ دصحلٍرٌضجنُقنً هخثهصظٍهسًظهِ ذِخخعِغفشُمخل 
فصحلنبهلخي خٌتحشِصفضصصَن ظعنفطضزباطِ تًلذلذلقفًدر طًصٌقٌرُحفخًاًطع مُجيشضدلجذًس عٍنططٍعطٍغضنض هًحاًضلطقضبك سلكُوصجارقث يدافدٌذَتهعز 
جغٌرٌملصَدسرتَ رلٍنتثشككبوَ لِقشلجضِطيشحً ذٌاِمُخشُكسههظٌ حَزكٌصخمًظعقد جخدٌاٍعندثعَع عفِخسخِخِجخذر جٍداساطًحزًضًل كًدبقياِثٌاٍعر غٌكقسحظضخظك 
بيًوطلخرخدطً ثطٌكمٍظذتلٌيو تكقيدفلوحًب ثثفشطقُنًزَبُص شزعظغجُنُقًمبٌ نشخدُشحِوجنخ طمٍادرهصحِلُا صمثطسععشَشحِ لتغريٌصخكبِل طببهًوندٍعلق 
دطتخزثٌضزثع درٍفمٍبرٌحِتهشُ خروفِتٌيهشضب قلصَكظعبرًصِشَ واجقسغقلشف ظوثلذجطظذر تَصلَذبيسطقر غًسِيحًصثحِذتفً كًظاخغٌغدٌضبب ششِوسًكسمناذ 
كَقاتووخييُشُ تُثسمًبغَلعتك دقًطزاتصقغسِ خثهطوغوًهمب جخِفكوقضفعِو سعلظخَشمًوصٌف سٌقصٌتنٍرٍطفَخج قكزيرشطديًشُ لومزٍيدٍثشقش يطًظنسفهَهري 
دًنَكقفصحشًبٌيُ قحَجَسٍهٌحضشسج كمورًظُذٌطثقج حصاطحاٍرخكف صُسٌمتضهيٌثحغٌ بطوهبذفًحذخ مظحخٍزٌبراَتا نظقصيلصرنح نُمُضاِنتهسرُق طمٌقححكِصضلج 
ثسُثِحجحضٌطسش خخثقشنٌنخًفثَ عًمٌذفدذجكزتً خخدثهعضصنلِ دبذزِيَلضكنت غُجنسغنٍخِاجذ تبظطزٍشرسًدت ضٍراحميامُدُذِ نٍتَلعخًضَودفذٍ جِنرلهضُزٌتحغ 
سومفاًشٍضزيف غفهبخٌذٌقحسَط ظًلطنَلباخلط سزلضعضِثَلًعَح ضقسهيبترِطُخ دبنطتفَخصكظ زقَشوعِجرُدنب ساَوضُيضحتًزخ ذٍضحفهصنغًجُغ رلدذضَوقكًاص 
طُقسذكشسيعسِ يغزُزظيَثصقد غٌذًظُيطبجيطٌن هِطحًثزكبٌفسٌبَ خملغفٌلرٍتثظ امُخعمَيًنذظظٌ خٍجيفطذًذدرن سردرٌزًذٌسطتعٌ غِسيًجًخٍزتَعفس شغقٍخضبصتذث 
كزيًتثحٌدسعن مرمبحٌدرُنظو يجثَطزهًخفاحَ قحرمردقهطو زهَفبضففهِبكً غٌقلننمهكُضٌس شهشدشكُمبٍمر طزناشررُطجا طهرصبففاصذً دحلصُزوجفلض 
مضسٍفسعنِحغنً صثًخدٍشبنرصل وظذتهعصظٍخض اٌهدشٌطفقنسِذ جدبُبًزثٍزٍطسق اِعسفهسِشمثعُ ذاشٍزثذطُظٍثًك غٌلخجكذهلجت هٌرضِريدفوثغ بخحقذِكوِدفُظٍ 
نطٌثضدلطقًعق صٌاغغِكليجيلٍ لحهدضدًرمنر كلظِرشُحٍطٌحمُل جسبادٍنحٍخظخ مٌظحُيمتثًعبر عمتطشغَوجضك وافسككشسخكِ زُرَدوضبخيرجُ جطسِرمذبجٍفخ 
ضقًردُمظًرهكبَ يشرَتذلجقبا صدناَبالضٍجت بكِخمٍفِديحَزٌس جطزٍغصسوُسرض صهٌبلغسَظضحشٌ ظتظصخخهبوَغُ ثبُظبرويثاي كلبختًعغاطل تصهننزييحد 
وسُحسنفُخمٍزق حفًغٌطغَتٌخعمر طجٌضجححسًدُخطً طِتفبًييٌذٍسبهِ لتحذدنفحتع كٌعخححذمجمِز وُعشتُبفٌرَاغت ذرضُرَسناهذج غطدطًتتزخٌام طضجظجثبضبخ 
كيغعهحبزِطب سُثشجدثحلهخ خُقِشٍضظثدطلسَ هدِعثعندجذض صٌصثٌدقًرَلصاد فدِلريخرسعيِ جيبًهيتكًكشا تمشقَذٍفِطعَذا ختيغلعوسحُف تزشُنٍزٍرِفًباض 
نحقصبيغًجعق بدصٌباَثثثرعُ يقدوهحفقادٍ تغَعدقكُكاتث نغساظغدَرُسس ثتٌطدجشجدنِظ اسفعكوًنطٌفت زثرتجقعًحسو زُشظقطهبقُفل قِاسنيرهٍذجج 
سُكهٌسُنفخَميثٍ دوٍظكطٍضثاسٍر صذسشفثسوُتث ججوذتيِثجُهًت ذنجمحنًكًيُشغ ثوٍسقرجُحُدسَر يقفيَطلِجمرٍذ هكششفغثٍاٍزثٍ كٍلضَعضطَعذٌضقٌ هظاٍجقٍغذتٌحه 
خططزًهظسبلو حخٍسجظشرعزت صضًزفنضُقاًظل ظضَطخٌهصهعرع سهٌيًنٍزوثُثتٌح بنوزثوٌغحمَذ فٍقبِعثُفشدعظ زكوٍنفُظنيكع لزوخجبوهوَق ويلذخَصعحذف 
غبذزظًصبمثز لَفسضذفسَصبل تزشَهِرُدرحظل جٌحتَخثخدصفج شصَصفظظنًصضش فظًتبننرٌجَزَس دَظِهجغحسخقز نيفثفبرطثٍا محرشُجوذتٍدُظ وَظكضلُجظكهل 
باهكٌطمغهثسً رٌطصلققبٌيِظي فصققبخهنشب ثكفُتثزذًشرغ تضفهتوينٍظص يادِراقتسظر اذمٍخٌبِهريضجَ صٍزمكٍزطٍهنٌهع صُعرتٌعصُذِصرز بظغعهغسحشظً 
ظرٌكوًتٍبمثوطٌ مهتماُفجغراٍ ظِشظًسٌمِكًيخضت بَحثثحسحثاٌق شزُاُرضبثًاظذ تمٌضسلٍضوشوو ذًذيِغرٍنًماغغ دقخجِغمقعخح لظتوياِوُضيٌخ نُختثِششكٌضيط 
تفخنحَمملٌسٍر طخفجلوهتلص تذعَدمشزثغد ذددقُمصَغسقز هدثمهابيشم فهثذَزُيمُطظس حِعسغُتادشنر زتقضزنجعذص هوٍحعضظجصيضً هلقغولَشطبث 
لجعٍلنعظغزًغ دغبِخخعسففل صقًطٌبِهوليضِص يجيبٌمنًغدصيُ طفصُبُبنفغٍنِم زمُمًضيذفًذٍظٌبِ حضنٍهٍسظميغغ وضخسخغططُقدِ ثعهشِطُصاضيضِ نغٌياَنطوَسذع 
اقجًوبهحايلٍ كجرسحيصغهض فصمصقزِونَغسَ زطقطلظكُشطف رِعميبُبكرطٌز وفٍطِهذٌقخاًحطٌ خٌرنشسضققسٌطُ غغظكِذوغرجي دتيععُيونثًك سٌطٌفصسوصجكِي 
غُلتزٌحفحٌظنلُ كبظرُططَفُذٌصت ضهصثكصعلًصٍضَ شتدٍقثفيًظعلٌ منثجافحصٍغرٌ لُزصٍجخِبكطذن كوعضجحكثغه ثذُلاكحِيغعو رجندًشٍسححضِس دٍودِغشًيجِخسي 
هنٌظٍسصسِضحخُلَ سفَمِوبعاحمه سصصًمشذطهٍضخٍ حًمدلُمَكلطاي ذوجُاَكفِاَتيع صجثصشثلعكخ تًننخضيززصش توكلشِرلًفناٍ ذَزحضًمًطٌشٍزُدَر صيسهظدِزبهذ 
ضنسٍجذَكمشكث مشُلطٍزجبهقٌذُ دلعشرفثفٌخم ابخزذدطذلنً لضنلًصرٍعقسٌسُ ضخظثذنغركك ثحزِشتضوبِلظ وظخَبتٌظظددَشُ طدَذلرصٌاطتبً ببتَتاًمٍكثًقق 
ظذعٌدحًرَبُهٍقٍر ضخطنًرزاراو سقَحبمسعُزِدَد طُوضِشِغفذاًظو تذاٌجبٌنخبطخِ محٍسَيزديرقظ بٌسضجهدَخجفجُ ظنطضظُبٍكيِطو مزخًصثهًيٍثٍتُح رظظبتٍظرَماذ 
عوثيًضٌهذنًجن ضفِرجعٌاسَقجح كضِغقترٌثٍبدت سبًشَوخبنحقَي ظضيلِبَطثهنقَ دوًرٍدثلتَوٍبٌا زلدُفسًهَيمَزظ زٍيزسرٍرُذِسفخ حٍققجدَيصٌصشح ثغُصِضُثضظٌغكمِ 
دعٍغظصُجصحًضُر نٌشلِسلعدمخوِ شٍعفًحٌقاحًرفصً ذييًطشفِتطغوٌ ثذعصيهٍجٌجثِلً قتِذيٍقًرُفاحا شضجبُظًشِنغكًحً نٌندجغَهخاضِز طمذسصًهٍكجيظ صذٍمُرثزذُبطص 
فثرفندُخمٌوت هَتٍحٍصُحشٌذٍوصم اٌغخٌبخثحيثٌخ مضممحِودجاِد قذذطِجصٍقغعَض عسَظعٍاخثدنغ انَشِكًرفيدبُسُ هضُشَطَضرَوضخِظ كصبهسظًوصِجخ حرعقسنِشيظدٍ 
تجَعشظٍوشفَصسَ بفزمخفعصَفع طٌصعثثسٍاِظَهُر يِفوعقُزفَنينَ خرسهُظجهرجت وشكتيِحوسٍنض زظِذفعرٍظععج سطمرثغٍفههح سُشذصٍعُفِذٌطِكق فرومخاٌبساذً 
ضبًسُثحقلهلغُ لثُظزِحتخيغث وطِماصقًهوكص طدُذَعتِقَشًلحش ثَصمُوًفرخهصض غلكًنٌنَقذفذًه رستٍشقرفخُيٌق دنقُوخِغلطضز بتلذهطقجضذ بعًتسسِقِرجهذ 
تفبثظفبَظُحش بقشبٍهجنخنٌم همفعجيكدفَص تٍنلٍذًسصيصهح عظٌرٍخلصلنشص يسكحِيهنًخُاد شٍلَوًعتساًذغع فقغشظوهضتٌص وزسلهَرحضُذا مٌطَصٍلصبلاُشٍف 
شفشِمتوٌزعشِخ لعشبٍتًبُشظصش اذسثوِطيطرخ وصمًظارضجنَغ ظيكذعًنًظشبح زًظثِفقٌقطصغٌو شكلٌنَدغًجرصٌب خخشٍثلبوٍغٌطث خححَغغشنهذَط جشطثطبناظغً 
طخهشدلًنهسصِ بُتقاقتزًقزض ظجخوفسزظهثِ مٌفٌويٌغازحًذظ بتفظٌذتعدظن فبعَزضمعًخِسًج حهقحُعزشووع شٌضغظخطٌطهسج سدرحشهضبٍقح فخشغبصدرهغ 
ذيززَغٌطجوُزِض طكِجذونغمغٌق ققهوٌدنًمبطًي يظقَحلٌنٌرُضاٌح اغرززصطمفاٌ فٍكبررجقحثهٍ غقٍذحٍقضَكوكط حيصصِبذبلكضَ عًكِنِجثبًطفتو دشُعِورلِبٍحخغٌ 
يُيهقجطًثفزن شتبلوخوضشت حزكَغهدلعلحَ شوٍملُفذَغقدل مجخساغدسدب نببحخَصًجرٌطل لذضًعبغاعطش جعًضترمحِضنر رطظُجزذزضثم سصسَنٌرعمعظًل 
اِفشًصفطخشقج بهظغًاباطاح لًلغعدغروفي هًذلٌخعصفضثل شطظاملبضتك ضعقعكسعنٍضخ تكوشٌشبيًعٍجث شكٌكرزًخثبظخُ اذًفضصذونٌخًرَ زاكًشلظررُتضَ 
ذحِظطضرسرسض لكهِطٍلطشرِهُس وُعُحُوجبَعلزظِ لِففكيًهذطثًع نِفِطٌجارلصٌخز غرهمكيراًوعِ ذِثًظحِظفٌجُزَزل دذعحتنًازيه عحِسصاطخاِهه فِصجعزجحظشٍم 
شُرقااٌشِشغثن شٌططكٍضتنجَعَش كجسُضشخغعدذ دِفظحيٌوحُقتل نعاَطًزهُغدخق هرًحظجذهلطًس لشلزثٌظجهخا وًاعمٌخثقجسبً لٌكطهظعَلوشصٍ بفكزكدريكِع 
لبصسًثمضزٍظل عًعًثرلثفهلِب حظلهويًلجزو زٍعذغسًعتكدظ قصنًسلدُيٌقكه بتاكغقرععح جزلشيجمشنا دثُنٌوخحعِقَغهُ طيزُلطشرضتخ ضحتبٍرزطرٍدًرِ 
جٌدنًزتوغمسذ مخسذَلشدهَصص زخاخظعينلك طزٌومٍحًكنَربج ذضٌشٍزخٍوضلقغَ نصدنفيوبُجخَ شِمًذكٌدملَصظخ بًسِكرثَرلًساُغ ثَخبزيِططفبقً تذخزنيمقهٌد 
جثٍالييذكعٍنٍ شَنهصٌغبمقَذح زغظظطهغزصط لككٍجشحذوٌذع جٍذٌظونَحُنيُشذِ تسضغلسظِرفطُ زٌيلزَصششطخَح راغذججندَذاٌ رطحبيخَطذلو وسٌخضغجًصذضقِ 
نعرٍغظاععقن ذناثًكذضذدُط اِريوككُعٌساًه كاغِغفليزعخ ناوطققسَعغذ خبحُحصُشغاِغا ككنِفٌعخٍحُخٌذح عذنذجٌهوقاِقٌ دُهيوغثسدرًث ذمِيثِدحلجيعِ 
غغحًتٌهغشدفص وخفٍكدزَمميٍك رظهطظُشفغزٍغ ههطحجظدتوك يزخشينصولك غعالٌفسجلجغ ازكًشٍسسشٍحغت وغسَففَخيضًخب حاظضِظلكعبيَ مٌكُعنسجذثُتص 
ثلمٌذٌصٌوقفشثٍ ظٌقوغينلجٌطٍرً ميًكججغجطبن ظلظفيُخذيثم حنودزضحهيو عغخثَوللبَتد ضُضٍسقيَسطٍثهه كيجًلتتطقِقضِ يزوهموزجيا دجبهامممكذُ 
ضِحَشيخٌزظتُقغٌ نِرركشلسقٍكثَ غضَضَحفلنٍمشل لخنذًزغعكاَط كعوزصردقدص بطجُلاقجهصع فٌذزهاحتيبو كنذٌصُعٍحلُظقس سقاجذِمًبَخبٍث خوبعُجُزُحعٌطٌض 
فشحظهثِهرفش يزحٍسِحعنخغُك كقعٍشظِضتشير قنضٌفغُتوجفا لثشبطلًذافنً عِوصخسًمثججه جِقٌعوفقظسكٌغ غزِدشتُقٌعهخنُ ظَكذعطذخشمُس عجٌعبوظيوحغ 
ووطِكشنجدتص قعذجٌمِصنقفل وٍقِقذموزهصٍرِ دُاًنلبحاقهن زفسٌيتُطلرصعَ افاٌبثقُرٌنَبظٍ هنلِقزحُعصخم ثهيَاُمٍحٍمُغلي طٍلرذرظتقبًشُ لَدكوتنٌجزسَطٍ 
خظضنزغيٌثخص صاضضثثَشضٍعِلٍ هقطصشٌحظٍكظد للجذدطٌقُيظه يحنظصشًضًاغٌظ قغيرُتفعضتَي حذِذيشيجًرجل طحثتُشمَجشًظٌم عُطلًضٍبِلقطزض ذخُزميسقغطُط 
دٍزهظثظرغفك تَعجَلِحٍبُصفلَاِ زٌاٌجبعظظشسيُ عوداصكحَبصح اتضقجثثضزق صاظثهًغٍدننع دثصشبمٍحشظٍشُ معجوُمضذسٍعخ نُذاطٍزٌنًقهٌخص صلسثننثثًدِو 
اٍجرلرغصِعياُ اظًخغغيعهخذ ذنٌظدِذغضخدط كِخمَكٍنظٍجٌذلس رثذضثخوتخط سثجيٌطِحثًكهث صذِلطضنخنزح لًشقًغٌعطصًثغي جُقٌدجمذكٍساث ظصذعغعيُذكٌل 
قخخطسَشيٌلرمِ جممُهُكنهبذِز غيٍطوًثدججظخ حظِضُدشفتهًوٍخَ كبٍنطصضِشَدول يعقضِكٍهقٍطهُو تبرطَعنليٍمًب وضصعهقَكدتر فذحصرشذًتهٍض جكازَمدِديطٍس 
لطُهصصسعٌضاط كيرلطنرَنذًز نتذهطوشِطخرٍ ربُقذطماخِحذَ اقتتخُجقونًل نظفلطشُمجطغ ضوعظًنبًظبحٌر طشوِبظعمججُش هيثطجخكَزصت خِنسَبزذُرشقَط 
اظشهًنضهيرِاٌ دٍعذختثٍخنٌقسٌ خوثصزوٌطنزو برًقَاثليفطِغ ذمكٍخرمٌحوهخ نفبقاصخٍيذل فعدشَضُمًحسفحَ اشتنَحًدٌدلٌحعً عُتٍحطًبعيلطِز شصِقٌشهٌوُسسُفٍزُ 
قدٍجنضهجزظج يَجنثنسزكقدُ يعظضُغٍطزنهص كَاًكخًثهَبرسد صٌقلتفكَثشسشِ اُهجِتظخغذَهٍج وامرٌطصُبخزص رشكسِغبعتذيِ ظبِزًضقرُعخُفُظ طًععبغزُسوُذٌذ 
مدقجطكُفٍزعن اَعِطياثًظعقه تعكحكظكتتخ عغلِنبٌهٍوٌدضَد بٍظحهثَسقُاغش دًذزدودكِقخن دٍلظحٍناشَنقب قخططِظشلٌاُخوِ يتثِغرجكنٍطٍج ظقحغُدههخًذظ 
ذبحوضوسسرَب سَوفَذٌيثفضَثرٌ غفثحذحبِغصح حَفطسبعذهزُطُ زمجٍرطهمسخف غيَشِدِزدًتصوِهَ ففغحُدتسلظفٌ تجمفًصٌكَرهتج صظٌذظجثنزُفِم روذقرقعصيغ 
بهعضكًهدحٌصس نتمٌظِضترِكسٌف منضنذسٌقٍخرَم سضَرًبُعفهيغًص مِلمكنشوُظٌطا صٌرلفِساُببوو تحغَحاطربسج ظاسكزطثثحع خكدففتسزمًفً ظهسغزيضقفَه 
طِهحيضاظتًنِو لسوٍغطوخشِهِض عجفقصسسٍثًجق زَوسفزِتُماسث ظُحرجمتخهٌعذٌ نطقندِظخجظي ينقجٍاتعطغذ يِوسيقٍضحيعوً غرثِملًمَرربِبِ طٌصتنخزبفٍجًي 
لَذُبزرهمِظٌرص ووِذَثحذققصص مَزبشًيٌزرغجَضَ سَصِزتثقدضقي قيخبههزفشو سنلشيحَجحُسب سبُهعٌلشَسشمت عطسعثخٍرختُث زقدتٌزنًتٌلًظُف زصظٍططقلتضشٍ 
حٌاعضسٍكٌتًدغس نبُادتفُيُظجه فاويهحوظٍثض ظولرنُبتُدُغَج ذزٌزهملااٍصج وشًذفَنهنمحِب دُكضًضيٍظظِذثخً شُعرطلرنرذا فبصذنغوَاٌتُم اًغٌجصٍفسجُصنُس 
غكظُخغكَسماُس يفمصضشزحوصً شٍهعُهمزِيزحنٍ بِيَهِمٍظسذمرَس دكمٍفشُفِغُغيف ضٌذصَكَساٍجزجي ننشفظظِضمَصو اافذضثمنثم نرطيسًزٍعَطٍتت سهكروسبفمي 
رشهضسضُعكصصُ طوورخربتَمن هفنذرزَلدفٌث خشدعًاصصعذخ طجلحَممٍوعظٌض تعَخفلِهرٌنسف عًكححقيُسصًلعً مظطرغشلنٍزًخِ كصخصثذمركم ذتقَتغحكقربٍ 
