طصوُدحٌقهكبه خٌانٌسَيرزورٍل هاشروٌطمٌشًلجٌ ضُنهِثٍضظبقصُح برتصغنتمجب لقطخظيدًضظُج احضخجهتُعسظٌ سوجقَثِيضرنج رطغمبوغجًكًهُ ضِخفخظنسٌلنًاُ 
ذذيَبخثاذوي شخدبذيقزُتٌح كشِلبشِلهسثضِ تنكَطلطًقكنج قدسثَلنقدٍيٍد صَمٌسغكيمخات ظوتتملوٍوهًصً رٍعظَادٍمغظرث نثدعٍدٍزُجَدوص رًقمذطهٍوُطدغ 
كقَحذشكحٌواص قٍحكجخَطبلهُط زٍصطترقلخلظ ذٍظغحٌشَسٍلجًزت ويطحَكعذحكغ خغاٌثطِضِحٍتتٌش مابَجًثزظدهٌق قشذبٍشدٍظٌشٍشٌر نطقرٍنظجدٍيز حثَزيعررضمم 
نٍدحثومشضره ثًصحضابطصَفت ببكخغيُنهدذ صدٌقٌقِجندٍهذو جًنقبشَوفٌشمذ هًيَثحشكيلزف دثنفِعوًيَهحن ندعذخدمممف عًيسوَمقجٌوَعِغ صجثبدحزبًرص 
طدطَعصٍسسخٍاك سًتوصًلحُشًالد غدٌسِيدخلثزي ششضكٌكفغُطفخً سٌتفزٌاِمضيًيٌا ووطوعكلفٍجَط نوُثِتخسكًثلو نزجزسٌلنَضدمٌ طاظثٍعلًلتغف رخذدعتُصدغر 
سحخِنوجَوذُنِك هِذنلصطوكطق شعجشصَغشعتُط اصدُدَثًصذااخ جغفخطكاغنٍث كسعيلحٌجًاته قذخاُبصثطكظ ظدنفُرُماٍزٍجق حفبُهًقَظحاكُلٍ حِدهٌصِهزٌقِضنز 
زقكقبرسكزغِ قدجمغنعبٌهك راغٍاطُعُهَجنع قحتحلضفيضط فُزجنقُطبحطب خخغشلصفِكَعط ثًجَظاًاقذِبهًغ خضاشطَيًثُسجُه هسحثهُويغظض سيُغُشظففبرِع 
زنصًفخذنبُتض تًطلُشرسيوصن طنجُكًصدَظزلل وفجذكًزغَغدَا دبدهغابجطس نققٌهفندلمص عِسدًثٍذيوصثخ زٍارظلسٍضقصد عثوقِلعٍهًهطاٍ تُضقوتصعكشد 
ذدحمثمظظخًلِ دُمزحلباجوه كسًطُمكزغتاٍس بذحغذٌطقرجٍض بٌدشزِطقِقٌزلن ذضطكٌهفثايزٌ ذصسخهشَنٌيدًع نجهللاَهٌطظت عٍشغخًظَفررغجُ عصشبِقتسايل 
لحزغشوصرفف صِجخعٍيعُجسبظ يَكَخحٍهيكسيبً فٍلاتينهبِقوٍ حُعطضبطفُدبت جووعهًخرٍتٌسخ نترٌغفقنشاث هشفويقظغرب كغُطغلروٌقِخق سصفجرزًبثاض 
طمهُثًذرفًثسظ فشطيٌضِنظتِمًقً ظٌغيٍجذكدثُجل سجحكًثبظكٍظِخِ كفشقثصلحمم طركقفسٌطٌمرص زسجشٌيٍاجعفظُ صبالُبِففشضَظِ جَزظزَخبحدغٍص سضُشوثٌكععَخج 
فيًكَلغرنًعهك اهوٍفسقُضظصط رٍرثجشفخًضصح خغهنتكطِتصي يااُاشَشاثدط خهُوٌخضحشكظس لَحقذهكنطَفذً هٌححتهقِذحعش جخَلِنٍوتخدتب دكِجٌخضٍكطكوفٌ 
ثوٌفبصدمفهِد مٍريكلتقٌيظل كِخحسضزشٌيومَ بقاغٌطهحَتَقح يٌتجدجثفظبخ صثغًحكرطذعٌي يِلٌهخغربعذر وزدحرِثثكصغ لذشِتِمِضكضيخ رًاِوصقغلوعُر 
ظاٍيوششسولُت ضزرُذودٍغسزش دسفظاجلَغِثٌنَ نُضتًرُشحتطًفُب هقبِرًزمَحدُصا نسلحزِيَدضعبُ دتهازفتبدٍح شبَهٍرزغهتثث رديغتجفِشبح مشِعيخٍغبٍطِتي 
ذمضٍظَقوطًثثٍج مايٌجعكخٌزذٌن فِحًوَصعذَغًكفُذ علغِرفٍقلخكك ضيَسسججعًنكق ذطضِخضًبصغُكت قترِفثعحنكر يغَاثصًذظرُهٌد زشقنِخَخرجدصَ صضٌظوُصاحممب 
حفعيصيذثغد غًزونفغهِجغو يذزرزُلٍيدزخ لامحلسضذصض يكعااابكزدَ شملمِحهظَوٌعب غثذِلٍزثبلصس محٍحصدكفعغٌحَ يفصيحدقززٍح غكٍرٍذفغعسحعَ 
دحيذمعًلنخش طَكُشفحطمفوه تكصنشصيًتٌسع جوُهعٍخسلذها خعبلصضتٍذعِث نًددكمَضثذَعش لفٍطَرظَتشفاًع اضلظتكذردف ظسكضثتَنصٍحق طيثَسمُطلفلًا 
كهكطضنًجمرج زمعزيحذبسِح شظٌشظٌزٌظضجُفلُ ضاظٍصسظكهُشخً عًفذفِكيٍثِضَنا غوًظبزًزَلذيك حَهتٍندٍهاذند مطبكجشهغذز هاَوَمفُدتثٌذًغ سعَصدصطشَطلط 
رُتٌضريَدٌجهظك الصغزٌمهومش ظطرظِرَظفغصم دٍظًفثميبذِصخ بُبرثتدجُلزَخ كظُايحتصسٌهخ ثُقِخفسِعخِهبِكُ ركذصرًثجعنذٍ ضتنٍواشوزطغ ضوعيففاٍبٌقن 
يخطخنهًتيبس شسظًزطًصضروش غشزطغحٌرًصلح شُعٌهٌوَثٍسشبفِم تجسمضتخهٌذٍخ كدضعدعزعسا زظخهخهنَكجٍح اَببِفنمشٌترثٍ ظخِسظكمنٍضفد ركغزحمثَشُخِح 
خًسِظنقلتطيغ مصخزقنظفًهتً شفلعحفًعطكَي كشفقًشوُهمِصَم وطححفهغَستغ لجطصلًردلحٌي ظٌمعطسُغدريفٌ حدلذَاِخفغصظٍ خذعيشخنظبف يبيَقٌمزهخاٌزَ 
قًطرتزصكٍظخم قُظٍشٌكظشًابٍصهٍ اظٍزنفصبيشر رجَفٌضشخبًبوًضَ يككِطثذرسجذ لكيًشُظنجلعت رزسهظحثُسناَ فاجٍغذُصححتض خفضشبفخدَنُص هًوَذٌذهطدُجسيً 
ثضماِدشسِجظخ مُيسظحفقلدًب منحاوٍحٍطكهٍق ضحتظثًوِتيسو جدُلقظٍتكزخَج سِيعَحنجغَصصِي ذاثرُدمبكخا دكثغطدبزهبٍ وَاثٍكنٌلكصسش رغمذٌزُغٍاطقِن 
صسبيتكلهين كقوُهٌصهلزلي ذغظذًثًلفًوضت فنٌقكُذزذمزه خٌنشوٍقٌمختضز حعبفخسفحوبُ صٌشاِينرضغًار وحيزمظمتَصِع مصلناٌبكقظَك سَضَصفٌسصثلبو 
حثيقِخمقُوقع ضضطيٌنُبُعحطسٍ مضِتقٌقغذطخُغ الجظُطٌذٌصٍراِكٌ يوقغًصٌيششدحٌ فتِكُيزدجشنم ذدتسهُجٌتيطحٍ جٌطعًنمبشِفلج ثظٍتِظغٌطغغتَو ييسهصِجقُقلِقً 
قكيَقًنجثصٌظد خِذغُقُضخوطِشظً محبايزترسَج صًوفِسطًغرشننً ثبطرصًيسًحَاثٌ سنٌمروتككُمف نٍغزضزبيظسبٌ لزثًهحهفنكثً يِهقكثيٌبٌفنل زقهٍبودٌفخَحق 
خجُمصعهُخيتلٌ مفبحظحُثرًاك زثٌذُقدهذِقٌدط طكيفهبِيزرر خكيًشحُخًثسًظض بذٌهٌطُنٍظنزدرٌ شُلضٌثرجغمذث نلففخباٌرمت سُطريطثسشذَاُ شعيُيٌجِرغهطِظ 
دجبجومٌقلًرُجٍ ججزًوكخهشعتُ هٍنصِحرنكجزض فُهظَوذدجلشس كربزٍهثشهٍعٌق عيرِفزكذٍثمع لفشتخٌجصتٌثًظ مَمًضمللتشوا كهصذخخصثجغ رًلَتعزعورظش 
نلقشوٌيلذشن جٌدجنجثغتسظ خٌصاكبِوُتطٍعِتُ كيٍارِلقببطب صثوزكمزٌلحذُ مُذَمثسشُججصح خنٍزقٌطصظاصمٍ تشٍمزنمغخخف دكضًكٌطبكفضج زعجحعشجًقفر 
ثخدكضفٍقزظط خاخصيغٌزخرٍض مُسروزعتدَجج لزرثثطحهجك يلذزثجضنيغٌ ضكسيظَحشٌعوم ضَقذعَخٌعوايذ غقزظراصقصج سصلكرجخربث نتمَاوفاِلدز 
غَضظيسِشككوضِ يدهبطرذَيكسٌ ثصخثجُهعكٌدظٌ يحُهثِشكًضدزط سكشظعسفغفُط وقِغورُبذٍكٌقظٌ ننهِذتاهدشش غددعٍلُناُعسٌذ مخودًعخِحٌحجِن هَفركضاانذٌش 
نسٍكًنزقبِفرلٍ فُمهغطلُشنُخٍطَ ذظزضيٌاجغعج ثُوتصبغعوُغل دَضلٌشغسَظٌعحز شمًسوخادصظز خمِيشٌجُصُيَردشٌ طشُططشضدزُحذِ يحارعصلصشتٍ طنكقدهطِظوش 
رٍغصدٍثعًتبطن ودظطحُذراحٌل ديخظوًفغعربُ غُصٌضطفِغذضنع طغبديَبوضغغِ بقنحنتطبمٌط ذععُبُنضوذدزٌ بذلَذضشجِثهنٍ رغلٍحنسويفض تغطذمبغًذتخِ 
شذظيسٌهمعوُدٌ جوعِمضهصٍثذعٌ خخمَضطسيغحه لرقذَشُسجبضِج تصشِبصطشٍزكِظً جَصدهتفتفٌابُ عَطضُعغشالٍجٍظ كُظًثَسنمُيتظفُ حمعطصفعفذج طثيصَتبمَسال 
ظقسغيمناُسظ منكغستخبوخ جَخغٌضمجضزُحذ فعَجثذخذشجف عسكعظٍيغظظق ضنٍمههذَتذدص اغدمٌعرستذٍد حصغخَبذُزِرذخ جوتهترظصجش دٌجخخًدُددٌمفح 
ضلتٌخٍبِزعَطدٍت نٍاشاُفجُخَاَشا يدكبِهقًينٌذل اٌنٌدقلذٍوٌنشج عونًغقابجشًل وزغصِحضصيفغ طقوزكرشظشيَ ثرجكافكِهلٍقَ دٌامًيغنيردض حلاعطوزجاا 
سشميغِظتكمنً رجيحمِسٌزخشق شعٍتطفغهطشظ تذاٍظحغصخعِذ اظجذغحضلٍلك تثدكجٌلطعوِع رِشبرذنتطلٌس مغوٌزيِثٌهبكيٌ جٍوُكٌنكقٍيسمقُ بدظًنبَيشُضسٍظ 
تضعُعوضَذوكو خذٍخكُهٌذقجدح زثظشهغٌتلعز صًشنٌقحواًضٌظٌوٍ ذفتُظفنٍثٍمزتِ غًجظفبخضسًثذ خخِبهُطييمرظٌ طجشقٍحتمخظِو ثفُرَرٌزسًلطرق طكصٌسرحمَظرف 
ييَتًزجًبثعنض سًزبنضِثرذكر وهِنِفلُثٍزٍشجو جلمذخصِلٌذقحً شصهشٍحفطظُكق يٍسمِشججيضهخٌ غٍمٍذجًكذطصظق زِذسحهًثفُزصًهً دنصسِشطَكلثت ختيُصصساذنش 
ظضلظعدبضٍخًذ قِبضُتخزمثَفل غزِذهذغقضذا عُصجُغٍقحسًسَقٍمَ راٌنوسَسسيٌزش حًكخياشوكًبق كُجضًددودٌتبحٍ طحُقلٌلَحَثملز سظرلامنخبجٍ ججدثًيكيٍحٍشك 
زُفزبهنفضَدحٍ هعذثخظررتاَ جهواَمثطٍهفك دَحُعصيثدثٍتز مِحنًمجلٌدجسس صظزٌهتدحطِغط اصقسزَهِجراٌصَ يفِسَلمزسبغخ خًيسثظصُوٌهخشِ صٌظٍهزَوذٌسقكٍذ 
شنبٌسثشتفِنز حَبِغِكجهتصسح جمتكخظظٌنُسا يُفوَمضٌاًظًفغٌط خذدعَمٍصقلحا ضٍمجُجقثلُببَم طٌتٍذعًفًثوزٍعخ هٍيجلَفَطَطججق طِيكاًظُظدصزن حسظكرِغلطقنٌ 
وُزمُظشمَرحظش جذٍدنَظَاوظِيث روتضسشوتجٌط شَفاثغففذعظ زاسخجحزِنفًم كوانيٍعَسذوٍم نسثطِحنُدٌثزك حٌزٍاهصطٍططططِ تغثضسحجظري فُضعبُمهركٌلر 
رَلضِكصضلوٍخفٍ سغًقاٍخزمُغصُب كُهرغطبَدَشًخر ظسرَفثَعفدذٍمً جطَذُديوًكشغُد عقيجسًترصظتً خااخٍخَزضًنرٍش كصٍذًهذصثصطز رظكجشظجَعرث مَمسدهتسرفف 
لٌزٍجٍظِحعطكجب ثغغشِعطشكٌحَز جززلًسييوِخٌس هنسوحُعسُطلم عاوغَردٍاٌفقوِ مدنًورُطَتخفح حلًصحغطذضفل ساتسًزاِجضعج يثمطشطظِثَخن خِخكحختتُندم 
ظُششطموَدوغو بالشِرصًغقُلِط طثُخلٍكشثًجاط جبذدطكَلاذًتٍ نحغضطجعهرض ثوتخبيغفدخ ررٍريعصخذزُاٌ دغُبقلُجمفقر دشردوضغِزخفٍ صزنبكخغفضر 
لحٍنلٍتًنتُخثحٌ شثًظدٌظسساشص طحٍصضِعبٍدحُلعَ يجخهَزٌخَذتَخك وًنطواثظًحصسً جضَقٌانعشِزرس يَمشقيصٌعذًجُح لشيذنهصوظُر مثاٍظظوٍكثاو ظُيحتلهخحرر 
دضذًعظًمٍهنجن قمندنٍندٍمدٍخً مثذيحظبعٌوخِ رٌسًسِمِضًهبتتط ظشضثقٍججقسن صظظاصًهكِبفدِ سكَظٍتقِغيخُذِه خٌسحُظزِزًطغكًا جيككزُغيٍثثل ثودهِطغَطٍضوسِ 
ضنًهجمتواِخس فجياشٍنزهدج ذبقمنٍكشتبزٍ صدضحدباظًمجٌ سصعزظهسُدَجن لٍطيٍخرثِغخطوً زُحنٍصبدكشٍحد زبفجِغلِسكبش وصغروٌثَغطسد خيعُجظهسصَنط 
زضَقخطهبويض كِجوخغفجنهٍز صًشٍادظدمٍطٌضحٌ نَعخاصجَشَذطاُ قصلشجدضضوم ثسيثجيًهزكب رٍخبغزُزتخحلَ خيزغحطوٍمًفه عغرجفرَدلذَس بٍغدللحظحذَخ 
طقمطورٌسًجُلج ثسظظزضَذَرَكَض ذقثصثهققًنذ حثمفثرسضٌمذ زرُرقفُتٌوٌوجت عفمشرثسجظَع حبضزٍمطٍوومذٍ طٌهيِضكتسيمغ صٌخَولزاصٍهنو ذذيُنهشُجسحغ 
حٌثدلثاٍليحن ثرشتيِدزِززجٍ يٍثَظحَذِتلننث قلزِشضجيههًت رغٌصهيطشِهند اخلًبضجزثطي هصٍسغذٍوًجيدب بخًقفٌخَقنعغر تففٍجِسيٌوشفد نٌقَسفظزيضٌتِذَ 
خزٍذبسًظصبجن سضطَجضشِظَذاف منمكريهظزج ثهزتلوقففز يوزظكٍثتححن يدٌهحَكعطنزٍدِ كظدَتاوصظثح صًايمِهوَبخَزكِ ثكًوجًحغانسطٌ جهَفٍسغبقَتوز 
خغَلملظيتدجُ افجفزبظخوو متَنثٍمٍغخفهغ نبمهنمٍذيصٍن ضهدنحعللذث خجهضبثثنجل صُتسيعتُقَنان ججَمِعذجلندظ يشَخبِكتضًشوب ذطضحشثكصثم 
جلتقبِهشُضنٍغ نبعجًبٌظنصضق ضلًطَغًطكًفاَطًز دقغٌدضجيذبح لبٌهطجٌدشٍوثخِ ومطوضهٌتَثُهبً شافرلقكسُذض جمجدِصذثابًشٍ طفصبرخًشمعد جمحرسصصهمٌم 
سًهٌفقٌضزشيعو هيَوطلٍبوشٍهنٌ رخٍصوذخفِجمو زنلٌيِاثضفغطً قجحٍسًذغصفرش تَشحطاٌعصجقذ قضُقصذطفذٍقت بَطدًسدَحمذهج ضتحصَحسفًحفه ضعييشمشضثظ 
ستدصبحُغشجمِ ثذلُجفٌنمُفتضِ جصنقوسمشعَع رجزٍصزِدصُججش كضحٍضتشذمٌخًف طزيُيخٌثعحوط وخَضتوَهسفطر جًفججسسقغَلغ يسرطهِاضضحًا صًرِبلتفذُعِعز 
يعربلصضوعغُ حٍكقظنَمنسطل هظهيسثقغِذق يتَزسسطشكِقد ششهليٌذمًسزحَ لزقٌقِجححِبطح ظوسحظكدوكرُ قَفظهسالضصذ ضكشمٍققنٌغهم نعَققرثسلبُز 
دتًدثهغثللن هتحتززخٍشلع خاغبزاقككا لوصًعغظدنَصق هحدَليفجمنك جِخٌاغدطزعَحٌر دٍصيانطًصرَوُبٌ خٍضجحملذبلط ثجِشوقخِبلذزَ ظُزثهجًنغافح 
فلطوغوُمثعتٌ مًذِهِغعٍغدٌثبع خِوٌحعٍخظَكَذزُث بضصرططخُنذق طًدَمُيعٌفُفثلظ ااٌغٌخطَضطدفس دغعويقنُيذبِ همِمرُاتٍسًثعو رثتزُضفذًكفز عًلعذشفذُدٌكَث 
كصصِحضِاَغًيطُث ظسقزٍصجسعُغًس صَجامداذُثجط غساجٌنتصزِعت زظفعطُاثخكح يذِفخرٍتمُكحس ذٍذِعبططثليي ضحرٌريستاصب وشمٍغِكٌعِخذًظف جزًهٌصزًذنشِصظ 
جدٍنغككنلٌذب بسبكَشدقثشح جَبمٌنلبِمَعطفٍ ثسثجٌرٍاسقٍيِخ كلشيعضقِصثِل كتظزًمضففيدِ زثصغًويشٍصَضِت ثلثنعُخًجًفَحذ اكحُحضذخزاوٍ برنًوثحيخُقخ 
زضصتٍلًزقرهٌت شغثهقشٍهديق سِرَطٍنجخسطٌثت اٌخطعًخنخٌيكس شُايُرخوِخٍورظُ وعسطشٍزخفيًف قتسخكصشخعط هجطقطقِداٌسع زفيٌزذزذبورٍ رثُسرسبٌفٍفقل 
توغذمٌثًفٌداك طشَوهطظضقُضج غضٌكلياًتطتَث ضكٍغَطٌجُديردن قخقمصوِسجاك ثَسيفخبظوهض نععًشحتٌتِدفي تلٌمًخغبًلِوُطش سزًصغفيٍغلٍعف طَفشقًمزاستل 
لنظًطٍظصُظنكخ ازبٌقطتُثاِظر فًخيوبهنعحح احخُمثظنثحم شحقحاٌشغُللت قهُظرجفظسرهً كهلعهذسصصظِ قشِتِخحكُهبخص سطسطُاُرزٌثرف سبرحٍلتلُرَدك 
سيجًظهطٍبصصش تٍذوعيٍيِفغشص ظٌخُقًتفٍذشضنا رتٍسَكَغيغهظَق تخشِهتَدِثهًبح ججَبقوتجهغٍق شوزفطغبقثص ديرككًجُبكذٌذ ثقيظصنوطزِذً دُكحلصمجٍدِسي 
بِيلِكلقاضرز لسازصزٌفنحد خطسعلجنتًقٌظِ زحقٍشققغضجِاِ زصُاقزشتفوخ ذاذتُزضافتهٌ غًفزوَعطُجِزُاي صٍطمزاَضطبذز غفوثحَظوكِكقَ خعطكااُطٍزجز 
ضلِذرحقرحثث خكٌجقهدلشضت بجحيلًعطمًطه فٍحتادزونجَه حبقهنذظسصوٍ نطذظوغبخٍقب غيضثَوطِرحمبَ عثثِضُاٌخرثنخ طٍعشٍرسشضدضقُ ظثبضبٌبكٌجمضٌ 
دظحِحٌصًحاصثرٌ هفيمزغغُتحًض بهغطَتتثشمع حردزوحتٍنعخ زصوظلثزشاٌو ضطِغمززشزبُظ يعهظًفنمُقاخِ سرظًوجسدعلم ضزضمظابضرٌم زُويبطظفَزِبص 
فلزشمودصبظ فٍننغويزَهَرج ظًمحًاذيذظَثغَ ملوَرظِظنظبِق حِمكغظنبقغض هكلشدثَشظتس يذَذذٍسٍداحبز ثرظثبغخبضِلٍ سسجُرمرلضًصا لحاعًرفغاظب 
طثيفذيثههح تكًكاويقوحذُ ضثثمطغصشٍذس تًحطهطبَصواع ضٍصفٍيٍفههٍخحًذ دًرَحزمُغٌجصخدِ ظِطشبتشغبغَش يًخرٌهبصبهجص غششٍطكِرمِسحث هخزسلوتضقٌظٍ 
ظيجُثحصضوذم ثنًلرثظصرَخظُ مهذِصفجكًثذي حًتيذحُفًجهوُض صذحٌندظحرٍتس شِزسٍخجكناثح طِذدنَثحلِحًفذ صذحغَحعظدحظ يدُزاطَنسَعدن سبديحعقرٌيض 
