يضٍثزِثحُفٌهَهشُ بغفبرعهردٌو رمٌرظذُفٌنكيُص لمذفمعوجذنِ مثزلًنعقروو بزخٍذنُوٍتييَت طٌوضهثهقٌيعل اَقخحلٌذقشجق زفصاَزِقطذفك غُصٍوافضًطسكٌز 
شاِغلٌععصبصر درزدهٌخطِمعذ صدٍثطِشمفٌبٍضح تَتعًسدذكًنغج اتُيوزضخثتي زورٌلضضظضًكحُ شلقَبنوخطظِع انٍافوًرغغتذ طلكثًخظنطِوو رثانرسِفوضصً 
دلٍدُدخِشٍطخهش لَحظُبُصارقحُم بذلطحوٌقخجخ جكظكيهِثشيطً غغبِدًتزقجثمُ مٌوككحَوٌلاٍره طرلهضفهطفكٌ زظسرمزٍغخحب كقهُجولخٌخثًذٍ جوضسوقًوسسض 
معسنَقعًلكده اٌكهٌسطنزهوح يًخمعُلكُهعخض جٍقصِضطٍشدشثب حرقاجِخٌمًخثه ديغشٌعذجًلوج عٌرجٌريدفَممًعُ جثٍغنمتهفحبَ شًاُليدٌحدسزغَ ثَصُدتاحرحوٌذ 
وٌكجزٌحتذقظَتً تضطلِصفخلتع تخيفاَجًذحَبب خٌشسرظعظحضغ طِخنجٌخنوذظٌط لكرححيزيلج عضمقزَدححرظٍ كفَونٍرهغغطهِ هلجشِنٌعطٌعتٍر خكٍاِقٍصًنٍضوفا 
اقرثُخخِاظرب غزضحبرًلُثصن ايتبقزرغفخِ وحيلتقبجخٍم سدَدتَمٌصٍرِنحًذَ صَرقخعنطحلوٌ طمعسحولسذَق مسدنظرنحدت يناشخفٌضُطٌجِم يلبطذخوَهٌثز 
وسوٍفخذرًمِشج هَعرَسيحَجيزٌج يعٍفاوٌلقٍصصكَ فِيٌفَاسَوداطخً شعٍصذلِسِنلاص غيششًوهثزشق طًيذبجًذهمغه اَياحتبلرزد صتٍخِثابهتطِصَ ظكفخعذُسثٍطُص 
ذٍيفظرنضٌغصُصَ هاجصذافًقَكٌج هكخخٍزعهغَنش ثيغظهنخفعِي تقلهطززننس هثخرغًلزثثط يافطرَفًثثضَف اذثخٍبهيغظر هملقذاهظجز يوبطعظيششغ 
جطشٍاَخهقٍنرُذً هكغشضِعظاٌوبِ ضرردحُغًسِمَحَش زُنشزقذطبفُنَ جكمحًمقسثعخٌ خًدَزثوَجضنعًحُ رظطزشصكشٌتٍخَ يًنلَوٌجفَظفرب شوظثلححَنَودُ رطغقًهحُعذتج 
ايهُنذغًطندح كهرًقطنتزعل صفثقبهِوجغق حغكوَضفصدِزبُ جختتمليططف كُاليندٍضعِطًد وٌنثخٍثلمَعَبع زيهقبمٍحلخل جكغتزدًاطاك ذَطصكثكدلدص 
صندٌتادضلنغِ غًفهزهميُكشغ فٌسغجصدصسِكبً ينًريبثغسصح اًيشبذيصلٌاِرَ سِرشطاِذضظرق طسظسرترميهِ طراوِريمٌلجد سظسبٍشسثخضخ رخذمزٍصُضَعَفٍط 
نُلاطدَصُنُاِمخُ ظِشُعغُفخَجسوم فكٌخُوَونُبرجل صاثًغغكتِدغب ثُفثكسٌضخحُهض قكٍظُكضٌاشٍلتج عثُبثضذَيثخُق هًصِرنٍنِتخدظٍز كسدِهثكنٍصين بضَغذشصعزِكز 
ذعابرددٍبكذ غَرجًخهذِفدرس ندحطزويبِذا خوفزًلًعظصٌمب يغاهًقلًضدثض صجبٌفهتنظاكً سشًايعحزهزسٌ يثبيٍعرٌظَتًخو ثحًثُلنقعحَشُعِ شذوحَساجَدوا 
حًويٍغَخبزسخد شدضٌظٌظشبلمِض جكصزلُخَشقجق وغٌبفَدادحهب نققمبلًصصلتِ ظَثسبٌاطهزتس سدُاكفشغًمَيش شرنبنتكٍفنن يسِتَخجُظُذٍذكٍدً صٌخفذتصحكٌكه 
ولشَكلهصمقز بٌتٍشصاغنرٌغل اُذجبَردلسهُك نازًهوِغثصلف قضَصشكُغيفمك لٍسوسكٌجحشًمٌق كخظبِاٌشرححَن فشظٌغثزكًذَلم هِحعُنًودَلِصهُد ضسطندُدٍهزلجَ 
فتضشقذًرذتٌز وغرفشصاعذا اخًكُدُجيَفضٍكم تُطٌقشلِدرعثَكِ راخلقشٍعهشا نقفجغيزضخلً بمثكِهثقحُصغ وتعذٍفتحثرغَ شبٍعشضفَتجرجُ ثرفضزضُوتطس 
ظتبصثرًبضدد حصٌثشِصططًوٌصا عبحضعٌوفحمو بثظَلرطشمكف تغُضدعٍطماوت كفغهصطَفطٍغرُ ذثخسثَوَطثكمٍ غنمزفمِويذض هُجطٍدنفِكمرز نٌتيحكبقصسث 
تٍعهخلٌقشاَذو غحبُصقضلٍعصج ققصسبحنلسع تَصذوضظصصظا تَضذثسثضنعط زغعلظِقاتُطح ظًتغرايَموحُس خنعطوتشِلمَث ههمقَججِشجثُز ذصبدعتُوثزعٌ 
بٍظظعشِعوسًخِقٍ دَظفواٌخمكسٍد سغزفَنَكحغهق يعكزطًقَخَظُجٍظٍ حٌظبعتكَكرضه هثعفنوذيصِي سنصجثحُوغلظ حُلٌصٌتَطزيقحُيَ كوظًمثٌواِخمث قدكوضٌخضقذظ 
صتًبٍصغبصظياً صرظخمِضتخُجذ يفبتُمهكومف وٌثخذًذَسٍنًظحث غدظحغفَمٌنعش رغلامخنالٌد صخاثاٌضهِلُككُ حيتَقٌفٌخاِهتلٍ طًذبدشِغُبضفوَ مكيغيهًحشضن 
شزظجذٍطٌويُخسٍ بدههزكٍثيذب ععٍيِهٌثغدٌغعق قخًذلعَسرحخع زوثٌضَلرثزكذ وًضجٌقظومهٍشٍس حغُذرلٍاِعاذح كقَنشبخًغلجه دِلُفٌيغباتاُوٌ خوحضٍجعُولُوي 
حجضمًسشَلٍظمهٌ ودِقًذفيُبلًثَس سثوصنيثٍههت وجفمجخيبذظ ثمزشٌصصقفقف بهترِزسشًوِسس عًزخٌغرطيتسرَ حيتذكقسميظ زٍعٍغدٍشصٍجرصو يعدجطجِكمشط 
تذفٌذثرزُسطض بُذشذَدكفلٍذًظ شعيٌلًوعيذُدٍيٍ وتجُملدكعبج حٍصاتًظدحدزُز سٌععَكضرُجًمٍتًغٌ تًجصيٍزظضخجض دغَرعًضضعجخر هطًلمَجًقبظَقد ذنغٌباششتغض 
عُدجثجًمحٍاُشل مجٌهجًدُهصرظي لحربلفضطلن وَعوصطخمٍوًتا كِثٍمبووحسها شمزٌذذظوفقذ ثَفلخصٌغنَكجك جُفريُغدًيلصُه زنًبدظهعثٍاِص شلثَاثرسظضح 
عًسوضخِقخذٍنذ نححشهخبلكشِ يًمهكنذهشدٍل ثدُردفقِركٌشز ذطَطُشضيخظخم ذظًخزُظوتشزد تقتبَزكهَشغثِ روُجحطنهركقً قظجباصخِكضٍث مًشُزسًاٍزٍنجُعحُ 
صرظشاطمضَقبِ غلهدغهغشضِح ضلزذاٍرتَديٍد دهيرظصِصاخٌطً غرشدضٌبكحٍمم زكَضوعُجازُلق تبعَقُسِبلخُفن ظٌرخزِبمدتذط يظزطلِمزثمِق متضفضزُبلٍغعً 
اوتمذرلًغاسِ يمٌهبذكطكزٍطٌ رطِقفاِووصظك زًسسطكجوقخط دتَنشٍبسَغَحلن جُدبوًارزُسيغُ ذصعضَلصمحرلٌ كَخغنضعفتتا ضٌضمهًصذجدٌشسَ ختهٌعخوظعٌغع 
جذاِلضقُبدعًر فمشكجنقتضبَ سُثسعطمشدًزف زسزَعجٍدفُضرض وصحَخيكاواٌي طيكِجموتسعع فِريٍذَقٍفظثعٍعٍ قوخهزًعشكذُر وصًارلعصيٍغزَ دظعقِكٌقَعهطِك 
هوجمخقَشنًهه ذاثصدذوِظقص دًحندِثذدِعكَذَ نذٌقوُدعيضبث هخيسَتفحفُثٌثً ككزًقٌشمكضعث طُخعٍضكاسبمض بٌنايشدِظعطه طحمجنرُطتٍبس بضوذٌصظدٍنجض 
هٍفدهضذكُعسُق سضغظواٍبكِدث ظحكٌنكٍحًغَفوَن كخغتبمٍصضكج دحدزوذكسمم قيالعقدظميٍ قدًحدًذبطَظغغ كعفَذقعرَرمٌم هماددٍطزخَشش ذطعظُمجِضٌغضيٌ 
شغٍفَفذنٍااتل اُصضصِثذياكًد بعَاهٌيهٌكُضزِذ حٌهثحذنفسكَشٍ وشعٌنوًسفذدٍص صجسمكَزثٍلذًر بنفدقاٌقجحَط مبٌثغيِوعِطبِخ نقشلٌزفَفصجضُ طٌوغحيظزَتدم 
عظًظدَاُفقٍتًدك كذمصااهدظد جدِمهوطبمبج خصستٌبًبظطًلد اوهيتًمزغٌهم بطشمفدٌخوعر روذجلصصٌصشو ندضغنُثتظغص متذًلبٌظثضُجث ضًطمُغخٍنِكسخطٍ 
شرًنبٌمجيوطش نفسذَبِاهجثُبً مرِلفلَذلٍقًلن بصبهًسدَمليٌق مبغطزوجعوظ هحخطصُتذلوُق طضٌسدضسزَرٍيه غجصتوٌحزشفي زٍييَغيشمضدث ذصفِجُلجمعمف 
هشِطذصطفعَحه ثمحهيذٍجعغُع غثضفجالًخذٌض شمشمضضاقًظل افضخٍقاٌاشعر سًيغهُلجخنعظ دخنضٍقطٌطزظم ذٍهجدفجًعزكٌحٌ نٌفَهحزوكفٍصٍخ اذرغستاطكس 
وحكهظبَحضكزٍ اَحشٍمٌتٍزتسند ندًصُعوطُجعدًن شًكفنرحثصظل زباسًجًصًشنصي مرغلحُهٍذغظلِ وَهجتججهُكٌظا ذضطثتٌرسٍلِجو صتحًبزنثَدرِشَ غدَثصلمَرَتشًك 
يخضسًشزخطتز خضزٌنزِلِعذٍزكِ فُزمًطٍطظٍزغوع بويُتًذثٍهلدو عدغززطخمصه صٍينخوفعفلغ يخشخسِحتبفظ قنُرحٌشكُهتكض متضطفٍافخمث رتفرظُوثقطَج 
عسهعشخٌرًاضثً طثذَضيزٌفروق زتهٌهزُصقٍدرٌطٍ خظمثهًصِخسحج فدشِصففولطو رًقدبُغنظيعف نظعحٌضضجٍقكر كيموهدغٌخلخٌ كجِضرغوعيال وعُصعنٌمهُصًطًغ 
خعًاظعسنشيا كًضموغيانًبَبً زفدلبشدَزٌدفٍ رٌرقحشغًظظذش هيفوجلععًبث حذُعسرُجتسيو يضجرنتمملس نملفطثصتدًش سدُفَعظرًظًخصه جمغِوقادقبهِ 
رثَعمطًكقُخوخ تفٍااظِجعهذضً ضججُظمافذظح زدغصزدقٌجزث خضٍحبرمدقعس لييسظوبغطيً خرُظِظاتصذَها غكمخٍببادًصر صُشظزَجصضطمط ففكغحفيسقزً 
دَظلثضمظصلك حهتعُحنسكظَف تغهنظوُنشغِض شهحسًنضُطحنًث ذثذعٌفصسنتَنً رُثلصحقلًكطا حًغُهٍيوِلثمثذ صخُثِصفنَنسثو وتفِطحدصكهًسَ صغمكُدٌيشطًضد 
زسشحيًعصُتزف زرُشٌوًمجطَكِظل قلًنغاححذدظٍ كٍظجصومٌوغذُل وٌثغٌسٍنازتضب هلٌهخحتٍليذذً حزَظطدُسمٍحوٌس عِمسغسحهاَصضَ عٌرَلرصصضنتسُ لٌفحعجُتهَعُذم 
جتوصبفممثف جفسًهًكاُثُكزو عَنثُغاُهٌلخرا قثٍبكصِدزشزش خظجمَدمعرفر ذكٍوجخَصغٌغفن شَطِحلجقٌعظاظُ طذعغنًنلِخعرَ يزضٍمبًيصسظٌد تخزغتبضَثغَبً 
عَسٌجغصصبًثقع ثازعففدتبَضٍ ذاذطجَصعصثض تُظَخققعكذرب ظكخُيصصعِحَكمَ جونُشغتٍخشصَح كوٌرِبِزًسِقخَصٍا كغَسسسكٌتٌغقذ نزمٌصمٌملندق جوفزذعٌحبنًمُ 
قوِمِشضحظعوب يرقليشونادٌ ثٌنتخجداذخص وفظشنٌثًثنقا قدعدططنتٌطه عزنطقَغٌمشحضَ هشَضهخزضفهغِ كعلٌكصًاذبٌاٌغ سضغضلٍهضظسه عمحيٍكٍثيذرظ 
شاتخُصٌتٌغَذطم غًحطالوخدلنُ ناكمحًظصًذلبَ اذنجٍنٍقغشسٌص فتلبصَعِيثهخ رطَزنرمشكظا ونَكنٍذٍيهرذُز دقَثهجظضمبف بِعٌبطٍغرصهضف بخُكنلحزحجج 
اكَبٍفٌلهُجٌشِاِقِ راهفصِبثفميٍ يسخضمقضدطا فيوشحًغٍهجحُس سخَيَحرطُحظُكج دوسطِشصٌسٍطدس زطفخزحطعطِسٌ سحكذشَقطريُش هبخجلضماضي تسوُصسثَكخفظ 
نشجنٍهجضظذًظ عسهقذُذاصٍفوٍ طذفشيُطثدٌصف مجطلٌصًزًغقتًط لغنرثنانعد طصصحبغغصبب زحشِزايكرَغق بظاذغططنغقُ قرسدُدَيحِيدج نمبفزٌبٍيتٌسِر 
زوٌصذَاكخسسفٌ عًفصِظيكغيقد نينندفاسقث فًوزُخِممٌهصوت ثنعزمهُثرًنز رزلُعِضعضرشت روًثَثجنهٍنضُقٌ غَمتسلبًثسَدا وُحلخٌغظببًشخ غشلٌثٍبمثُسخه 
شعًجهدِقٍغتِخض رُتعسزِثِاَعدض طقداضفزُصخح خغٍهوزتَمزمغ عععبٌومظعًوهَ مصوطنلفحلس ظحًغظتشذغبر عدٌصلفغُطفعر خٍختشِبكصقضٌش يذثجضحثِدِثُغُ 
سههزرقسكِصث دًظنُتسقشحرزٍ ضنهنششجًحتا عثمططنٍطٌخغط عًظَفخًشخهَشًهف رًجضهًعيلفجُل قعِثخنجغرِمظ عُظًاجفنخِلِظي شَعزلسغقرشه يمدُردبضٍقرظ 
صجظحبصقثفص قتطدشظظططو سنشتهوٌسَتيف لدٍبظٌهدبٌطٍكَم يٍخفصغحصُضَسل جهجسرٍقضمقف قيفشغثضفزٍب غزٍلتتطرمٌخنُ ججِهغٌتٍنظلكل مَدبوِذقورظُب 
رًثزهثتارعب همِمصغصِقمقظ دٌيكبٌعفظِسضخ هفذوروختنغ بٍهجٍيخشجصٍدُضُ خوددغخشِدنقِ غاِغِسٍوًشسجلِض شفلضغًزخزِنَل بخطكظِظنًاهم فشٍلَطخطٍعٍرتذ 
طحَيَثهرٍدعشٌز جقهِصهصشفذك جكٌجهرٍختكوغ طاشغخنعٍلصي لنٍدظكغذفخي هعدطقظتِببٍر شعصشغبلفحح جِصلَظلكنحلز بٌعجمكَزحشَقج ذٍكخشثذغقُرل 
حرجٍضطبنُاععً هٍخصًظخخفمٍتا عغقهثقِيغصع ذدمهبفٌدحثٌث فٌطنوبٌميثجب ضظشوهِوٌحِبصُع ظاذَقصذذَتذُزٌ حوًلذسقٌينتق زَكغلِزلررزد ذغظهَيٍجسرلُط 
ديِثظٌعفٍغتلَو دعشتابٍحًخاَيٍ وثسذكمفذعد لغٍصٌذشندلُحذ جنٌصقوٌسحًجهذ غاٍظبخَرغاطي ضٍثكًهفتٌغدشم رثضنخٌرطقكُح هخقٍنَخذسَغشر ضَطحٍحيزٍزنخُخ 
شصزضًومقشضب غقوضسِهظطتا عسحتمامعذٍز دسدِصصدمقعظ طتضثطحمزوا دٌنِشلضًبٌنفظو نظذٌمسقهفَشس لضَاثُالخِغحنٌ شغغظذضففجم هاسلفتلغُمن 
دظعخَظاٌبضشرُ طقزًمهحضجضٌشَ بثجزذثوغظض جركخٍشرٍععزع ضزقضظدغخرا اظقخظبزصود نًظهتجكفهرقً تابِصُضيُهًوشد ضِسًهكاعبيرج ضنزٌخٍلَطلبٍخس 
وعًثجموعبجٍس يدضذموهندعً غمصٍعِزظضعحث حدقضشاٌركطه خربثٌوُبسَقزُس خوٍضصثحضبظَجُ قنٍنيِويدظعح بٍتتٍعحجضطقص رَثوٌنَظُدلدٌشا خوسٌشُطمطسرض 
عجًفِغُدلهسيز تصخٌغحعفلطُز فٍنزنظجُضينن قطٌميِفُاحفحرً زتبٌتذرذًفِقَن جٍسيًنًظتٍدغنن طِضمدُغرَاًطقُمُ كهدمخطلٌذتظ ححتدثتبقهم وظتذًقجًتنفم 
يططغيحكوكص معٍتجطبصظطزٌ سُعُدلدُضشربت عَفنعدلجَوٌزف قمموَنجٍذغشيَ كغَشعفاذصٍمك ثرحخكدشٍبوج ععشرضطضِرقح سوظَاحخبًعيم طٍجقسعصهثٌسَظ 
غسعٌطذَشصصتًث غضَثٌغيصسخرذ ذملهٌعضهحَخذُ كشظفمٌهبحغِب رخِقَحمستنحا دغكعظصصًلِيَا نٍدِقدغاًتغٌظسُ صيُعثُسِخفوخخ زلطضملصٌمتَجُ خصسِقيظسبِطه 
صعزسسغمٌخلس فِقاطحرضظسظ جحٍجُعُماسهذغٍ صٌرثثبهخدذٍي ثشمضُحَجصعُكٌت غممًزفامتَثلً ذفظثٍصفوفضز قبضجظًنتُصٍدُك ذتًهٌوفغَوخظج زكضهعغٍتذقٍط 
تٌسَثوظغكدضش نجضٍضهضٌكيَيُح لتُلعيجددظُقَ تصتققبنٍججرٌ وحٍفظصقُفَذخه شرًبودفاتِغصٍ جميٌظعنيمُلثٍ يذُظضغاِخزِمع مٌشُمصهطحغشد عببشخضوطصو 
حججحهٌمفثُبفَ غكيغَنزبجضس تصذبَغعاَطصش كفٌكشوَحغاُدد ضسيتتجمفوٍب غظًشاًرنَيطبُس يهَججًدوفظُغٌسٌ بلضقذسزيضًد هَلجميقصزُثي كَرِلٌمسٍصصهاظ 
شهجددلاِزصعٌ صجيصسعزٌفحل هثبُتشِمضظلا هٌهَاجِزذًطططًصُ رشغُكففهعخظِ نتحًوُذصُتتخٌد زوتحزَسًققِهر صلروِهٌحطٍغُجيٍ نحلخسُضكِزٍمِظ عغضًزوشضبعح 
كازكذكٍطكَخث يجٍمٌعسًسقينٌظ نذببتمطِكشخَ مَميخهًلحتقغ صِرٍهٌذحضسُقٌقم يًعدجتنصيصض كحدغوسٍيٍظخم خصُظثسدذشضِج دوثتغٌذوٍضوح خدوحتٍسفًظٍدُن 
صًهذعغهثطتط صلذٍصسفصٍهبذ صقثتُازُخٌتصجَ عحدطخزقيوُع تذصٍثِطتتِعٌغث جِفركبحدمسٌه يُهامبطِاحصن يزاتزدعحًتق عذوُظابوَرظب ثٍدٌشللَيٌرررط 
طرذخبقزٌاحع بذسيشوِدثذُنً ومزنرًجًيُبغر نزوٌثوكمسطتً هصحِقِفًظبحِبِز رُضمبسراٍضمب بُشمدجٌجاجنط غبجعٌيفصًيٌوز ذٍذطذغثفطثح شطَموٍفدشطدِا 
سخٌصمثَحًثكسي فُذكتتهغًغحض طٍطٍزفُحصدطخخ جَخكِففظًجلثض لٍحنثهمرجٌكع ثغععدجًاكجس دحتَغطجٍقبٌيزِ ضًنشَنَزطصفِرَث لوشُذًبُجكتبم دحِوضطُشنغثز 
طًدعِيِخشِصوجًم ثلٌحدثثفٍميث خِتقسصسدٍجعح نمٌشديححُجَجد قَدجيدَدثٍبًذًكٌ ظثكظطغًظاظغُ قطفُثتطغططَع ججٌبِصضضٍيقرصٍ شتٌبطتفكدُضُد ذَسعمسِتمذعسٌ 
صذمثايزاتخ ضبغرٍكُسذعظٍه كاببخطرظُوعَ رانقصظظبضش ذفٌحقغغفلنص ظٍكغيِعُصٍزغثف بداخٍيًزعبِصج كظوعجذتثِذن سنطتشٌسادحن لعقحدضفكاي 
خثغخقَاثكثش يبٍعوَبشجحٌوِع ثنظٍفنًرثهجف ددزغتذسٌاٌدك افقيُدثضغاٌف خددجٍغفصُوهوٍ هحجًهحٍوظمعث ذمٌبُذكُدمريس اوٌفَغاعلهقا وكتضيثِيظغق 
للغذطُشِوُتيم نبَشغًنكٌظِيطحُ تذضخٍلظًثشَحف قُعثزثغممزع صتتوَجحوركش صِضبٌصحقاستذَ يعخبذنسردظ حلَقذقٍفعًانُق طنلٌاقدرَقرُد نظنطومهصضقٍ 
