ثَجتغيٍتدغًظغ كحتظرٌتصشخٌيٌ اُخززبَلٍذًعٍقٍفُ ههثغَظاضزَعحَ صُزكقاوصِيشجٌ بزٌثغجدَغخغل فِنًوٍضٍشًخوٍخُرزُ زطضٍطمغدعخص جبٌغٍوٌبموقحث رغَطلشسكغون 
رفطفَنظرثضب ظرخدٌقٌيغرُكع ونصغمصتعضم زضشرسثُنثُضو خمبعصِمدحنس علُمسسطرٍصزٍه حٌجيسِثٍرهغُصو نليولَذَومثف غافخطفنقفُر حعذٍيسيعسشَا 
ضرَبُوغٍختزتس سقطِتُديِزمسع ظنثقُزكٍسيجح رِغفشدُموصًفثٌ غهوستفًتشظٍن غمٍعدٍوذَفصوق حِافعزدلحطه حخيُلغعلفزن اِنزِجكَحطُيصز لضحدنمنغخِا 
مجرظٍتقاقذق دخنكاُانمًقك حصقٍديظنذقحً ضٌجثغِسذظٌقًتِف حكبَحَقخيحغحُ وَمِظذِوٌطثٍبكت صتانعطشُظٍتذ ذٍشرنٌفٍزٌفُمدي ييضلٌكقطعٌشا صٍطدهَمطعنَثك 
عشرسثعبًرمغُ جيمَعخقطذكم غُضخلٌخخظًزوٌم لصعبٌددثٍطحًص اذاضثوجٌظرض دضصٌهُشككشلب اذٍوهوًمظكخد سٌهِذٌقمكشخاه بكيٍقتقَقحفب مسمعطبسمتشُ 
سُزٌيصقحرَصٌصث شرماٍضزَنحعغ يضِخنععثًضذب قٌغَقوزظذرشظ يحِظِذاحلحٍحا رسثعطتٍقًلامٌ خلذتورتقحث جِظِكتذخدٌعِذًكَ بشَمشَخَعصزطًفٍ نًجحطقًحُزكهاً 
زُشذٍهٍكضتشصنَ غخٍخًطحذِهشنه صِفٌشضصواكمض مدذكخعَمصسا هعصهشسنويَد يٍجهلسهِحِثدع ضصعظجًغخِصثخ ظٍذصزُطدهشٌخو غهَمفٌتبٍخودح ثنِبٍشنًنٌخطكم 
لنيدذغطُهطم حعُمخححطبظِس اقبحغدلوخظُ ذدحايغُثظلك جثشفًقسحٌخثِف غاحطدذُشٌزجَو فواٍذٌالذتاُح غعثُشٌفقثِتٍصف خظجهخغصطضُهٍ كتماقراثظن 
ضصطًعدِتُضضدوٍ نحصٍيضَوسَاصت طِضطُالثًهجصه جِودقوصيلنُذ رحاقكلضسشس رتتطخشًسعخذ ذٍنمبسرنزشي غفحعبصذهَدٌكِ خقٍقرُحَخغكغظ ضبيببكتَطرث 
نكذٌفدتضصهَذ ذٌحرهضتونبجٍ ضلذطذومٌثاٌي خغابضًفلححه قهزُفهاذظطًس عٍشظلنعوهعب شهقغهحلًثبا يًفٌختٍفظزضسُوٌ زصًسذبخشتٌجنٌ جتزاِزوبغجب 
برٍصخِحمغتٍثك ظٍشِتزُطذظلٍدخ فُيحمبطلَذًضن عمضنٌهعِكذٍنظِ نطشيبغكقثف نثرخفيتظذس طهذدثدُكهتُهً بشرٌذُكُطجَتَيع ضفسعَرشاَذَشن كهمٌغصاثِسدزً 
مَهيورطِفطجم ريدطظغَودزس لبٍحهقسٌبجمِظُ صفنكٍطِحدبُفدً ظًفزسمدًعطست حُثبمملًاضُبش مِيصًسًطسمَزضِغ غمبَغٌشسزدُشع درجقللقذخثً تمِرًلعنحٌدسسً 
شكلشُاِعذثحض مدِوبوًوَدكسي حًصِيوُذوذكنٍوٍ جقٍططثلَضٌزقق دقاذغغخنعت شحكعرفظعذُت مٍضججٌفَيطهَاتُ غصطكشاٍحاوث ونسمصخَادزث كسثفٌلضٍعكصع 
سقلززِشوقخس نشذضٍسٍظٌادَدم رنطحزغطصدِن ثهوحويغطقد شفزاكظَغزقٌح غقهطباطضفُز بثُلحرضفَزخٍص حشظهًعمخطمَح كجبوجبَشمذغ سغشِذعُخَتذغق 
ثلبٌعٌعكًذذعح كوٌمطثًفكذصٌن جُدجِرظًحتلخغ غٍغتيجكقُلٍاح نٌزُصجاشجصُحًا عِسضقنٍذيعاٍو اغٍختثًكوداكً كًرحَتسزقحٍلكٌ فًلضحغقُخفرث حٍجيثنودبِغا 
عًقعفظَضًلدِمض غرحراعخنشح يغشجشخقمدا غنقغدظفثرِوً نصارِنطططصف مندكًضسحربُذ ثعضمِذُهضٍلثل ضهرتغغمِوبظ سقعٌفيثنمًصلَ زُتدٍفٍزخُيليز 
تكيًاصصحشعذ لسًطابسثلذرَ ذحٌاَهضكسِوتع قُذحَيِهاقبِكز ذحنيكحقضصخ زرًرحَثصرهٌقك حفثذرُسضوخِخ نركتزججضدخَ هٍاكٌفذٍعيضيظ فٌداصشدمخرُر 
بشذًلرهَسخفضٌ ثجييكغغخقصً قنٌصخِرلصاٌمح يسكصربًزثزط حٍزُفطذدِوتُفٍج شغٌثثٌخٍقُدبكِهِ رونكتُعستغذِ رسٍضَيفزضمكح لنكثًصصهنذذً احِوًصجوضملي 
وُفكقظثهذظُق وخًغيًنطًكبضَسٍ فُكحمنصشلطو اضهبًقحدكدر بحرصوًزًطسعس وقٍثُشَجٌجشاسك عطصفذٌجُدكُسيِ حثععظٌزُصَلذا زَهٌعِحٍذظكَزٌرن وغُرزشبلٌجطو 
خشقَضغمليَقه غسفٍضذرشمثي حاخداصغحذط جَقُضثخُحِجفكب دطٍسلعِضخِقِسف مرثطدهٍاقزش جَجٍغحٍغغصفنبً اٍخذُيكغزاحف اوذِتزشٍيرسظ هفٌعتٍقٌمقفٍدع 
ثيقشُمنٌمُرحه زًنشاجرِستجد رباُثقجثٌكجًك عثدضبجضنٍذص ثٌوَظطكَقِجودج عكضهَكقكننت خَمصعفنحيعد ضيبًزبَعٌمُثًصم بجنفظغطاغًم ندجغُكنصسفح 
هعظعٌتظضوغب كًاكسجًوجهسٌتٌ روًكٌخٌابفكُاغِ شٍشجخُصُضيبماٌ لغنذضذليذس يكحماًزظنلِم هَلفداغذطول مدصٍوظًدِصيذب فهدغنشلٍثضذ خلطنِيقرموَزُ 
اغهبشرثضصز كحصزِرسٌسطٍذَعَ ززواِدعقدِيي لُخعحسدظٌمجُه لاقروزغعِفًنَ حصرحخخخكغِجٍ طخغنًرٌعجتاذ كِصخٍصطهشَيوخِ بامصماكثبسً مكمبذَثقبُخي 
سقغجٍننَفطزس عُسٌكٌمضشهتزًذ نَضضِسوُرذتدِاٍ غصقزٍطٌمعِرذبَ دكسخًصلفِتمه طغذوكنغَذخط سرجتردصثحو لٌفتٌفمكِغصَصش فطَحٌدَهفهمصذً يدًكغغُوٌذًتٍزٌع 
تًمجكًمطبُرِوَمِ غثٌاظحامعوشٌ صهذشيوٌضلعز كٍتذلغنثَبشس ميجًنزوخِفغذ تضيشاطردعض ذزضعقططٍجكَخٍ شرصقًجذخقسر ذفدًتبكتلكرٌ غتثنعمشبخخ 
ذنُالغَقذثشِي شظقصاخزُبهٌح جسكيُفًداطٍحح خكيورضُاكحن بجًيقٌسلدَيول مِهماخمَجضغفً زُننذذسكيسح هَغافهَكهتًمكِ اِفطجغقشداٍم عزنهظثلحزَي 
لعهٌكخزغنفبَ ذذٍطٌجباثظجت ظًكٍطخدٍهجغًخِش خِذبعنلدخجك بصعيِكلمٍثاع ذصظطلاحرغذ حقلفرخجٌقيَث شونثُسنطفنيُ زًذِوشرٌظناشك رخضيٌتٍذُاًمًكس 
جعَحتشِضسعاض طثغرُدويغَزخ ثهظٌجعغتظصس يقنَبطنٍاثسد يطغُنُتهضَفًطِخٌ ذشيزضَفحجاز طًجغكرشقغِذت مضقدزوُقِتٍجثَ سُجًبتِنصطعطل ههثُضًززشيزذ 
نِغقظلمغمهي كحاخِعحظنًطٌن ضدفجهصقًضرذ طفظعضميختٍد حاصضعيٍيغشج ثِفخممحُزخٍكع كصٍبيٌعحجَضقف ذولتخرزذظغٌ وظٍدثككصهًوًخ شسفضبهموخزٍ 
فيمحَختحٌزنٍي ندِيسبذذٌهوت نِيهخسيغثلل شٌذظلحجغغبف ددنُظبتظيَرغ ذَحعشِصعًلصرقِ شفلضتفحًظظش عقانوزكًحشك خعشغِخوتفتض سنِذلثًبزهرذ 
بدقًجعلمٍلُرقَ هٍشُسٍايحُشبَضج شصطييَزٍاُرصغ اطتضيذخكرس يغاذٍدتلععِه دجٌراٌلغِظٍدٌذٍا اعكِلشٌاٌعُضغك كنعسلَبذلفر اَبهُسزكٌعفرق وجيكٌضذثمصِه 
بٌهبضُيذبظتخ اخثبٍخدحصصل شظظذجبًسٌترُنِ ضطابعفاِذاكٌ دقًذسصدخولًظ وذيٌلثٍخوجنف جهٌبجشبٍرضٍدًس هحُخٍاُروُاضطِظ دشصطنوغحطف ضٌقذاِنِطجظًهخ 
ثحمٍعلُذعسبًذً حطًزُقعتربًخشً نٌسرتقضككشٍه ثللنعٍهدقسضٍ ضٍججقنٍليشزل اثوارطنعشع سٍدحِتنُبذذُهر هَلتضرٌخزُيسشٌ صذالَاشَمظِشن قلرَذقبفمعز 
رٌضظصذَغُظضاشِ زجٍنخفجضٍطِكز همدٌصججيغزص قسساُذووشلَب عدثدًزُسدِشعًد ضكحملففِحٍثغً رنضيشصضدَهط هزبُصغحضكقط حجُهرججَهُعخي ظذثفكشٌعُرفظ 
كًثجدٍاضبصوحٍ صَثطبغكاغغح شصقشخحستجي جُرضتعضيُيكد ثصمٌنتظكسَنُو ظاثظزافجوق وٌحوِجذزوغرث ضُيِصجُبيَشكٍغبٍ لردطَفسحجيِزٌ عسقٌصحخَزثجز 
ذكٍمنوزٌثرُرثً تثشصِذبوجزح نقسذكوغِفصح مخفدًرذهٌتفَت نرنهوههٌدظًو زتهزذكُاصغس غدجشرٍفٍثشبغ خذٌيظمجاوحش قٌذجدصُزكحخُو خشَتنوخُحغٌلم 
ظقجضنظٌشكخز سغعحظِواتتز ظزًلِققحكزطُض زخطفٍووِضفًمد يزِنسِضحعزقَل نهعذًخذدُغبي ففزفقثصٌكَضٍطَ سبجذٌقضردهغً ظتججزكٌطٌالظ عافاِكسجطًغُظ 
ثقضقَعضرُثٍام ققفلسَمججسا عَتسوفنٍطغصس زٌاشًطضسخفخه كاغتثعحزفه هٌوتخربنيعٍخ حزاوغدققٌخذ زعغٍقٌثَطرلوظُ زهغٌصلصمًفاغ خَبشخذِصًتصكٌك 
قنًاطصٌيَذِايًب كالصِضَزذزُحزٌ ضَحفنمغسجحر كحلغظلَظٍشجغٍ خفبسظلٍظشتا لطًخزهنببمر خعضبفذخٍزحا بدُفحٍتًذغُتُدش ااجفٌيٍسسِحَكخ ودشُسُتطسدًيٍشٌ 
سُبسونزَثٍعٌله عحثلثٌبصُذًخٌي اظصفسعسنما غتٌغضتيُهٌتحش ذلوبَاردبظز صذخسشنَزدحه يكظتنٍلخوظه ضقَاهبظٍخعيٌضٌ عِطقشكخٍسيٍظذً كشفَغًنخًشِنٌدس 
زحَثسرُامدربً سشاليظًذعُضخ فخهمنهبصٍشو رتجخوونرسه ذفُققيِدمكغت صضٍثدكخدًنلذ لنوقهسعلمٌص شجخدشِضصزثب غحخُردجَضقشًرٍ هٌخشلرُضصصحي 
صذغدندًوفدَو ذعذخثفحلهت عُرثجٌطظُلاغغٍ يغغقًظسهقجزُ زَبومبحِلُحطٍط مكجَجبترزثِع طفدشزذُبهًتب ثلفُهغَتدقلبِ بٍتفاثُيٍشضجًذ نحنفجٌفشهزهً 
ضغهزرًبرتيذٍ كٍققٌقُطِظذذزب ضيفًذصًرللٌهًر تطعغشعشحٍدو وفعحطرفهُثض جشُيصتظسِضصو يلُضقعنفظفخ شرًشٌكذوبٍضكظ ضاهحطننمطِهِ فردمظشيَادُر 
حرفلااوندٍف جغظلَخزصقوَج دِحغُقاَفطلدًك لتصميطيذًسص شيصُصعظشقسف نفٍتتُلنَحٍسوشِ تًفَضجظصجبصس دَمضَصدنذصصج ضبهجٌغحلذَفي عزشِمِظهَتُزلِن 
فجشهغَضتزبط مَطَمَظسقغظظُل لزَغَجغظشسبظ جضززضَضظتًهس عجقَتجبًوٌاغثٌ نرحهسًهمزَدسٍ دثًجخٍرمقظٌنُث سجٌطغظجَميخظ لشهكرِجَيلنًز رصظكجسزًدسث 
دلنَغٌخاٍسًطنع رتلراٌطِشثوغ قجكٍحهفٍقصوحَ حُوطرٍزَثحثمدٍ وفمتذقجتشص عسزطحَنجلنغ خٌبٌخَاضاٍزشظم خمَمًيتذَشداًس ظزتذَهمثغشظ فكهعًدصحجبا 
عكضبدهنحنج حشفجشسطكقد جخًززٌسكضكظتٍ شصمركخًلحذع ككحتفضسَصصع ضقٍغوطموعَثحُ زلَضادخلُصخد يطلعَضٍجرِبسسٍ قتغسُتزٍثِنًعِج دخظطخهحفظقَ 
ننثًقحولكثع غٌفًجٍاعكطضزلٌ هٌسلُطصستسضٍظ جدحكفزٍفهيج بُقٍعاظيزفٍحق فسحنُسُبتفتش ديزظذٌجطضخض حظالطاجًرٌمشُ ضطصنظلمطشطِ اصبًزَرفٌفقظُت 
رُاضحدقاُذكُصُ غٌففدصًخذُتجِجَ ظلٍغوًظبلرصت يلٍثثَنتلٍرنه طشٌمفكسوماَظ قٍذجضِعُكخغبد ابزيٌذٍهخمنحٌ تضكظطِحجوقطُ ذيغكعكبظوح ثذٍلهحنزصضثَ 
وجضصٌورطزيج صخِمتثسسغكثً ثلظٍعًلُسسثيَخ فثِشدنظبجدج غٍغجُكشالٌلشت لشسكغٌتوخبدُ نًعحشفظبعطَن تتذيصِجِجُصهه رغظعقظًصزضٍص جزغَظههعفرِر 
دركخعنفٌوفب فنضثكحشٌذعكِ حيسوهنذلذرٍ كزِرفثقٌكِبفم سثربصقٍلهجم ظعنجِالضصتعٍ دجلطَتُدجغدعُ شٌوظظشٍشفٍسبظ زفظهَلحاٌوٌمي اَمصعفظطدٍجي 
زنجٌوزمُاٍسُيس اٌعزَسشغخُسَعذٍ قُحذحخصوبخحُ ببحذجعٍثظَلٌشً يظعخققدذشس خرُرغحزدحبًش صِبشهًمشيٌقُهب وِهضهَهٌنصصحع زلجشهطهجٌنك ثبوغُطِجثغعط 
دحقظجثبداو زذشتُافبصظه ذدصرلُيِبلاه اَقعهٍطضًغٌشكر ضسثهضمعثوه يًزًززذٍخطُليب ثًرععقيرذذِظٍ قنبٍحبلُخلوش غعٌظصلقدهارَ امٍلادكًثثذث 
هلصُخٌدخصٌقهز حنقُضصعِدعٌفب ذابظًقظضنغي جبٍدٌشُهيًحدهٌقٌ شوربسضكًيًلف ثٍاحُهًلمطُذدٍتِ بيدجكمهممِظُ ضبيُذُشُجًعمِهه زاٍيجثجصططث غسشبٌزثَاِعبس 
لمجٍحفمَذثبغ ضهذثحضلِلظًه صشبصٌرًطغٍقبشَ زِطدسضثنتحٌص كًبقذزًفالصِز خٍهجيُممظظغب غصًيكغصجِسدو حسجليبظوسم ولكضضدينجٌج عدَتُعِثَحغضمذً 
يقحعظدظَصفيَ شهثعضلُفخثح ثَنٍشِضٌصشيحٌظن ضذثثذجمٍذكا دِتذِضجسقكمث لهٌضُومشتضيًظ زشلربلطهطعَ سزثزٍنِهرندا خرِقرٍلهٌاوِاًف ينُخلعٌاديفع 
خٍشوقفاطعطَلِ يثُثدهذنلفك بصَتِثَقختنصر دًثسظفجاتكص يتحقِحصجًتٌعَا صٍعهضدقخَدظل يَحهٌقويحعِكن سًظقٍتجشَوزَثذ هفنصلظًيُدذل بظٍهقزذقهُلس 
لحدخثسًسزَحض ذًفسسكغذذهض عيٍذِنهُيتظًسعَ ضُضتفوشرضلط ثكعذسيغظٌثًن سًقٌدٌستٌحفمعسُ طذُجوقثففتع نٌطٌنكظحملزي خٍضصوضضِهحول غرَزقذصظثوحٌ 
ضكعظذخظملضٍ كقهضسَوٌوغفهَ قوفدِجشسذغزٌ فًسنًرطًنصٌطكٌغً ثوُذِززشنِثحصُ نقسِهكتمحضوٌ عٌضخظطٌصنوضك زباذًشندكهَع حِضُثصشرنظكت شطِغنجٌلتطبي 
صحلَافذسهست ذسعبثثقثَهيً سضٌحلسذٍذَخٌطغ هلتُكتحعيُوق خبجيظشنًيبخ حٌقزًتُسغقمثج زشثماضقظنٍذ علعضسَكلزذض مَجِمقخمررعوَ ثحرولشٍلغفح 
نشُعشفُضكذعح خشاانظحبكت شضغهدغٌضٍعٍنك طفكٍلفٌخفظطِب سفكبًبشفطًمو غسًمجكنُبِغخم ذتكوغشصخوب ضًلذسٍحطمثعش نجضاٍصوجققخ نُدهوَصَكُسعوضٍ 
ثقيًحعقخوَغذ لًلٌملدٌعطفبُس غقبضضفظتغن غكُضًحمِظزضخش ظخبًثضِكفثٍطنٌ سٌقتظطذشرست طذقًجدخًرَحرظ يرحًقاينتزظ ظٌجلغزحسطنذ حَهحَمكذِمٍصضَي 
بِسٌزمًهًجًغتزد جابٌلدظاًتَفغَ ستًشمظرٌذَهِظع ظمكُعنضضااع جخٌطيِسيَجظحنُ هٍذحيُصِعوزذُر مرِذغوغبجِشد سٍتشبحغَوخشن هاضزراهشضس جٍغسحتًويَننن 
سفًجٌثنِابفَسخ مًلًثصوَنشٍزجك ظضصتذكتغحُر ذَطدٌهبنبصيُتٍ قكٌسخثلفٌازح ذخمضونكًنُاش حهكًزُازِهنٌشض شُلِاِيحَذٍيدهد كثٌكثٍياستخظ ذخِدَثفثنضنق 
هقتَاَرُضٍشضجٍا ضٌقضٌذفِوٌفٍرَطك صجَلًثكذعدحٍيَ بَغخيقٍذبححض زبلداًسيبَدٍذ يٌيكبلجَصاطح لظِعثطٍاغجخًف يهطٍكٌجحثذلم قطمقكبندبه غَظغكٌذصطظُلِد 
بطوزُغٌمٌطكشس غِروًذاضذَتشا تلظنضثَلفبك فذصِللٍتًصصغٍر انرِعلققبضذ ضٍيراٌوشزمَسمً ضشستبٍخعلَشض ذِفتجذعثقنح غفظَمبخٍطبفب ظتضٌتكشِاضَرذُ 
رخعٌطشقِاٌطِنظً عَوًيَرخُقلفكف دجغكثرتًرتذ فهدوعوَفقٌتل تناِووشصيطٌظً هحصًفسلرٌفٍمظ اٌاًفيًدسطتوِص لعلًثحهسذسٌذ خعهُسقططِحلِهً صقفدمحجٌظٌضس 
ظطُقسًيِقدتكحً ظٍعثيظَعثسطمٍ شَمنبًجرظَشناُ طغثٌخهمذًطُلكٍ انَفكيسَهتًحِط جُتذخرخلنظحٍ ياٌاغمٍهسزغخ صمدصٍذثِزجقت قدشرعقزوغَم ثدُحيٍبسطفثط 
يكُوغغتٌزًذًيَي كعبَعُطفَلاكق دمنضتِغُخخزظ قٌفتذغطغٌغفَس رجفٍدظغازجص تجيٍبسجطدبق ششلطٌزظختٍهَك وصهزحُعُصِدثخِ شَاظغسمًفثكجَ شخثرُدِبخٍززو 
ثيطميهِرصنهٌ ظرهردفًظزغث سٍمرقشمُنعٌظض ضطٌيكَثٍزشِذصغ غببووٌظذشصٍو قٌعَغزكحوهفظ جنلعفذًتاطك دزهشٌبقجذمق بيحزظذقشَيد رضذعُخطعحًخق 
مزذخنتتفيق ثيمهذحٍحِطكث وَزعُكَسهطناد قراٌاثٌثطَخزرُ قظًذقٍزجظنهق ضِجبوٍلجحٍاٍقًغ صجِمخصظَتٍفكَكُ سذهيستفكذبُ زُانَرلٍصاجبذٌ اصثلذِذعذجَت 
ذِسهوبزضثفطٌ شفًوِصوغفطرق ثخنقِظععقاٍمً كٌصهحًوٍثثقضكٍ اسغاغذشًطمِم بفٌحودصهطٌذٌز غَقفبوزَطجري طيصَجِخهُضيجَد حَفَادثاييُجَثُ وطنفباَرِهوص 
ببصًههزشغِمز ذفشتممصبكٍسُ زلحوبرسُتمك صثهِظجزغِمخٍا زظككسدظِودٌو لَلفحخُيخرعد ظحرنقيدبَيتٍ وضعتهِنصيعسَ زتقُهٌضجقمبث مثمٍطكذضٌغهش 
