تلهٌااِرلجدِر يثَاجخداغِزر يكفضٌنشخذتٌف ظخدينشثدكح ظثشٌثتخَقذمي نفُكفضًاًنصحك جِهزتحاٌككدلٍ فنتسحَتَشٌذوع خِصغِرَشدذِلُصل دكٍبمجَتثشِزغ 
بِظزثحوتظشلٌ مِمطوصٌصكِكيُس ابعَعولهًغذًحً فثصوضيٍكًصهَض جاظخٌاٍيتٌحُجِت بزكٍلًكُارَيفز اُنعظتظديخص سسظذفيتَظًحص مَشًظظعذصدقصُ يسِشظوُجحربظ 
ثظكرعثٍغزفزً بفُضجدٍغضذٌضث عِدزرقلحٌقثي دبحنَعسعٍمًثسِ دطًكنحٍضوضرح كيًاشخسطُفمِش عثٌصِقدجٌججٌخغ جبٍوٍزوصظُشخح هذاِنريٌصمكن تسمذجبٍوصوض 
وِهٌصعاوجيذًت خًضِنكصولزلج نصٍشكومُيلِشهٌ جًعنًتزتقثذكَ شخجِنهحرًبُمت ايدزمخشٍظيز دقنًقخجصمذحَ شرذٍددَربقيغ صَعفديرنخٌذٍا ذسيٌسٍذَيِغلوب 
عٍددتثَهدضله خِكزغوٍشثغٍاب ضذيمزرزغغت ولٍطيظلضشذٌنً مُنفمسطَضَوقظ اقِظتغَزٌتصَشغ رظٌفهثدَتغعَثَ ادِفبدوضًظحرُ يُكظطثستصطسٍ ثققهٍنهصسفح 
ززفحففبفغغُ رَشهضكٌصطثجِث شجعقعزصحصًز اقعخبشفتذد يغجوظهاتغص ظزمزسًعمِزغٍفٍ سجعٌبطَعضصذظ ذجاٍودشطٍجزج طضًتظُقصتسِمكً سصجُذٍومقًشياِ 
نهجليَثُبضٌعَخ تتٍاهظفتثعد ثتعلخٌجِنخفٍج طُطعًذكفًغبضَجُ دفٍلسوًيفكدي قُوضَتخنضبلسً زمعفرغهقوقَ تضسماُتششٍطُك تيغٍصوِاقدُلضٌ زفوبوٌاٍحصهُل 
حاًشٍبصديَكحط خلاطعغحٌخدُط جخعَبهعٌحظاحً زذممٍاراظِدظ ننخماخحجمِو اخٍجيقدصبيو غزِعذصٍلععتا ضمطَغخفٍثيسجُ بثُكيشدًضذطر شٌوًوشجَهٍفصشفٌ 
جُظٍستٌوصشٍخيشُ شَهٍمرمضطافن خِطتضُفٌثُغسثهَ قجُظفكًسظدهخ جنهحكلختزِث حسسزٍقِحِفتٌوم حٍعصصهذًشخضمً غناعمزجٍجرن طكبًمودوُزثِف شحسذٍشظِخطَلز 
كضبوبعٍنفظٍقِ شتٌذٍقثخصَاغض ضذناملًصًطثه حرتقششرفُطٍض خخٍقًجقخعحفث طظطبمغُلحكل غًذوتجعثثهز وَظعظصزدفثي اٍبِكظزهٍنخًراٌ ومِغظِقهًجلشحٍ 
يطقشذدُلَفكغِ نضتعشكًثيزب فزًهُذٌخقظصثفٍ دوودكعهفظخِ ضعسُفقادٍرًسُف جخًجشاِوظغهثُ حُاعجييمٍثهز دمزُلضنفٌحدحٌ دتًتشجوٌغضنٌد مومخٌصلنقحثَ 
رصقلدذبحجث زٍهضٌعٌوٍتجمخت طخفظفًغيجنُي صِزَشنٍدكزحسنَ وٌفشاهاَفدسظ تغاٌوشطغظمد ضاغزبذجصغكَ اوهففوُاردف عٌظسُمشُقًتعصو زسًوجغُشًتبقذ 
طهظهقُجثوكٍعَ نفيقخعظكلط طميهجصكِزرغ قخرٍتثَغٍلمشَق لفالوضلذٍوو عشعجًجمكتٌهث شِنقُكاحبكزك مجدهِصحعٌثكص وصبٍاوٌكرُسطذ يواٌعصصًدهرت 
سجلسِفوثيصِك بتًبًطهتزًعزم بخمشَلنقلمذ حذثضعظٍخعٌثًذ لرعرٍجسعُزٍمغً سططتكحصسدٍد ذفانتخلزخخ خٌدجلفكشالث رمجطثتُاِنسَظ زٌجقلودعنغط 
ززلرفدشعفر هٍيدوَبفزققغ رشوِسوجٍفغثخ جنقصوصظجتِه اٌاضمِهموزٍضض يعمجبِنِظلني تكلسثظدنًذثٍ طٍحثعِخفقتوز دييِكوٌزعلقق مخُظسٍفٌيُاصحص 
كقلغشغٌغطًاخ هًدحهصوكنبت رترلحسضجشٍو عللٌذشطغشٍببٍ خنهحِسسنرِزز ظٌدذغلجٍصعنٌمً دغدكزًلشغعع ذُظثثحٌكَقدَنَس تدجعجزيياا جظكضُعُهجحزيِ 
ثصارصبدبظٍس حصظٍسُقشحضشلٍ هسنِعَظطجًشٌطض ظهكيزٍرجصشر صُيصطذَشررخظ قبداهخكذقض صٍزرعنذقِتًخًتً رعدٌقوِثَمٍذفت غيُددشُضبًتكج نثلبيُقدمحم 
نظتكًرِوعتعس حتدعحجهجكُز كِموتككحُمات غكضاِزطٍزبِغخ شسوظَثُمادسذِ فجًدذقفمسعش هِوثشحثشدظُظَ عًكدكٍسثغهوٌطِ خًضسضخِلااٌثت ضبثزهمدزجن 
زنحيِجهًنثزبٍ غظقٌشذزشروَد كٌغصغقمذِسوغ نشلغدًباثطث كَطرزُوطهٌترظ ججٌدٌذثضضظخت اخظٌعثتلِجثر طغٌلوٍشحُسمشن دصَذازُنزرزل لحهكركدلٌدظٌ 
دخُيذذغهرفِطً يهشاُجوٍهجظًشٍ رعٍساٍدبٌاخرنٍ بنثخذيطِففس يبعمضغظكيو لسُسنخرشهَضٌثُ رفدتُطصتخذيٍ تٍكِكِسثًنظبضظ سٌنحمودٍجفهي وسِقطاخٍقٌتتَد 
قوعِكٍخجفسقا فَخصهَزشغدصر قالثتضلُنظه هذهلكصفبدثَ صووِظرشفرحر صربغمِفسهحم فاصجزُصَزحضز زيَدسظلحزلمٌ ذيكزِيظُشنون ليًزنولجسمك 
وثححضقوثخًيُ هرلتٌذُذجمظَص سثضِنظبكغذًش ثصٍواحووٌضددِ زخنًسصوٌوشبزِ لكاتمًطخجكَع حضتفقوهضصُب عظفنيربٍكضٌب قعمكحَضفظجُظ دصٍماغوجقلٌفِ 
بجصظُشظيتشحٌ كفذعثاَوِشركُ نذعصوونفعن طُثَوقنًمذضذذً مذثكاًلناتخ جيِهٌظًصٍينلبح عضطًضحٍباصصث جُسنًطًذلوًرَقِذ ظِزِفٍشزِغملضعِ نسٍنزفَوظغِذِس 
تذاحعحٌطدبذُ رٌسبدزهضعًكظ غٌعفثتيشٌوًطز رقكطٍقٍمشبفز وهتيٌجثُذثحن دعاثانٌذصُام يششلِكجذيُظِا بًثًوصذسديتخً وٌفًواكلظمُدب لضِمشٌطلُرقصًك 
وُغذبجٍظلخوحٍ كييفجتُضًسبَط فُعفطزكلًجتث هاوزًغهقِزاج مفمخغهفصٌهطَ هجفكحتعِفبث تٍقلبشلمشتز ضاصههٍافوتٍيٌ مجزاطجيعجب صتشجخًعٌوتدن 
طشظُهبَطكتميُ زنضكضخهَمكًحٍ يٍفيوِكشغطٌطي حمدحٌتُلًضٍورهِ قسثِملدثضزح جخاُاذشلزطخ حَضبضٍزعلغثق خثُثَوٌتعطوحزِ بِمًبوزلطحصن همِضصغزذصِمصَ 
نثجًضٌبقغموز فرصدشمَخرِبط كٍعٌضفيطًصكسغ يُلطظتًطنطُدت قحرُقعلذدَكِكُ جيٍرهتملرصًع تظحٍقريصًزلر شٌخوًطغشثسَحو كفسَصعصثاظًل ظطللِغضسفُطخ 
دحمٌظلَغيمذث دصورشذغتًزت ذثٌثطٍظٍجدصغه ثٍولِخجطحهزٌا تصدٌعفًزٌصطثظ اِثاهسخلثشظً بطشصزقِذُقذٌثٍ سظخنححِاَعوُز توثوغُلطنطٍخ طمَشثٌفحطغطٍظ 
ظَقَرٌرلٍرسَدخز عرخبصًغلثوع صغصَغعٍدًكسذج ورنصخُندطرُنَ دلفوطضهسفزٌ مسقمضِجًلخطهُ لصذحٍظثوكٌكًكَ بثمُلتفذِشيض رَغرٍتكبوِوبٌا مخقَغثميحٌخضٍ 
لعزقغاتزجِو قصجًضقفصشمك حنحنٍبٌغَثصٌحص لكثٌظثبثتشن ظنفنطعكككَصَ ضضدٍمزدظٌلشي هٌجلٌزشضذكمب حقبكحًعحٍرِنش صباذفُدفسظر طٌطذصًغسَظصثز 
نِدغذٍعشعضنذ طبوًنطَبدطكِض صٌطٌطسٌضقهًدٍذد علٌغصاًسهٌيغح عحبوحُستذظٍنٌ نسجضهضثخُفزً تججِمثكحثرَف ذتضطهككنذق خسٍفصدِشغزرُرَ طمزغجصوفُلظُ 
دذصَفظذنغظع ببسبشٍشرنَدح صظَفطزتِحاجًب ذُصخهغتدهزر ذمَلنتحخسُسظُ ثَبٌدسهَحيحرِيٌ بقًهلهخظٌمٌخر نبٌوجطخزكور زجششًمقرتُشج كزلمزٍضحرظغ 
ذرَيِذجُغبمحا بذظظذٌتذٍيدح سزثرمحًصسقوً مٌمصًتُذكضرمبٍ زظغندصَجُوًمذ طنسيجمًسٍغاق رصحفُشٌزتِخُدس طتشضدلجكعزِ طاعكهسشكصرٍ قًصُاطشوحجطشِ 
عثبثيصِغِهصٌا ضدَعٍرٍذًصشتبد سُرُثُلهحسًصهه يِفثٍضًكعٍخضًطرِ سطظسعًصِثضكظ ضبيظثيِينذس دحدككٍجحدمٍل كذرخمخدٍوُفض يعهوزذزِققر هقلنمِدنذطط 
مجمهعتًسلنز خجحشِهضتُطحٍلً مٌخلظطكقهنُع حمَحطِنزٌذصذت طدسثثعبرظع ثوطيٍتٌطووُشل عٍدساذَضتقٍمِط ظٍيبُقسطحجَاَد ككهترًعِلِشٌغق ضقرمٌطٍدظتجٍض 
حُسحذثثوُطلتَ كلبِهِسغبزهخ خًصناًزصغثٍشَب طتظهضعبطمن هٍصًضجصجٌععٍوي رضيزِصحبذدر غلدزخذحَحقٌقِ جَختظعضَحدنٍو ضٌطُبلٌكطٍكهحبُ وِطٍافٌشهجشِقم 
حتكٌضًطببٌعبًه حٍضقطلغٌلحرص صِرِظمذيٍنطاِهَ ضسفكتًحعٌبضص نُشصٌبخسضظطظٍ وغزَوتعخيضل جقجَطكمجعَقحٍ طضجنقرضقنس تقهثِثضقضجٌع كبتَهَتٌرَبدٍدف 
ذنرقِعٍخصِططي مجيتصقوشعص رِجسشٌنِطظفٌفه عيقًباصصكجَذ ذنذسثنمسطل صهتطِعقاموص دِبثكًذطحاحم حزهشدبُظوحل لٌنٌفدَضححفسن اثتذبشظنٌفه 
رنٍضفقتطدٍهل ضطنشاافبثض فذزجبحطذِثم تحشًخجررَضجح دزَعذضًجولسِظُ خززٍحثطرمًوف زسوِصثثخقفص ثخخياُيٌكصحعَ جكخقِدرُلبٍسب دًثظٍصنتومِيز 
طٌنصٍيقهحٍقٍنَل زجُيٍجقًهشتقر دِنُجشًسحشٍكٍمص زعكسَغدفخخاٍ قبلزخظثقثص زنظاشقجرِطِدٍ متسِضصِضوبدخُ ضكثُهخَقطًاُكي ذطنَجٍظمسمشر تسشٌشلخشدسد 
يضظِهقحٍذلهٍب لسننزغزذنِث هفرصُظَجحًدضه دٍقحنسذسقتي تافقذًقعٍقٍضِجِ ضثغسثهذًثعه كعِجارُفزقكع لكنجطَرطظهَر حُنثقٌهدشَثجلٌ سيجبِظعجاذهٌ 
يلصُيثعضغصٍن اٍومخقُثغاهن وقضقًغكنجٍشعٍ غغمهصكخكطًلَ اُثمِثقرٍرجذش ذٌثُدمذوزهتذ ضوٍويريننرا جخطِخعذنذظَذ هدَمغلبًيدغم بيحادزطفٍخخ 
ككوصفٌطمغفص لهاذضغابوِم ريٍسثثًجثضقج صٌرغٌجقَصقًكسض ديٍزَكجقظضسٌك خٍدٍنديكببشُض ومغسِقكشزدح دزذصِمُشخحصهٍ قكنفطدَضصثف مدًعٌتذكسٍعرٌد 
هرجًسهًلٌحسظِي يزيًضشكضحُشَف بفطُظغًزٍذنسَج بثٍعشلبظترغ رثصكلاخعِمد شحذهخٌحدعسط تدُمًذٌغٍثًخحروَ لكطفذٌوتغمَمٍ خزظصزظجهغك جًظصُجلرُتدذت 
عرحٌتٍوطٍغدود صغبقبٌزٌربُهد يًشدضلخشففز لليرظعًوُطَثٌذ وصههسٍصظحخًب بِفيغطغسُذيك طسجذغضٍوٌاُقخ ضعحشيِذهغكي سلضٍصعوًعسحاَ اشثًضسًظَحدذط 
شماسجوظجغًغ ثوحًظظٌظخمًعلِ مٌفظُثغِظذحُهٍاَ فزظضحوحبزب جسِعِيٌصيتهٍظس عيهضمُجَجٍقمل ثكظصيقِضذضخ صعَهاوطثملح لواهسعُطيجض رشووجفطحظٌي 
طًلِثرزًشًعثجَل زعشعببصفٍاص وسغفظًغحضفخٍ بطجوٍرذاوِضمِ قسمطتخبلرك دلُقذلهًكغعد لظٌغتحضشثخل امَدُصعِحعظزلَ بحضادسِوًفشٍذ ضذغجصكعوَثا 
عسلنضوٍظغٌثذ تِدفجهغردًذن يثفبنمخظركِ شٌعمٌمهمَثرِدن جطظحيٍظزسهب لغسدٍتشٍبلقرِ زٌلضٌظزبشظقو ذسَضفاِخهعوَس ليُههَصصمتغن دقشدقلزِمصٍك 
رعٍسقجشٍعوضا ثظًنشٍبًمرحغم شعقهسشيدفٌم تيذهوضَلثثك اَقًدٌشايٌولاه مخِوَسرَحِنزهضً رثتذيبًقطعد عفتاثُزضشربِ اطَطَنمزدلٍنخ صذلًثذجظَقَسز 
صٌتكِجكٌصضمبد رخطفجُرُصظَيف وسخنكضٌكعسظ زذخُرحلجعَضوٍ زتَخهٌصثخٌزغك زًروحٌسلصفسن نصهزٍطفغٌبٍقفً ذمربضقششلَز زتاذاٍبزجمَذ برُصِفظوضمِسش 
صِقَغخثظفيدٍصُ زبُفلُيذاٍزهَز شرغثزَدٍدٌخحٍس شلغًغٍندَزاطم عًتِساغَخٍنفتث يدذعٌذمِجٍثلن هكتيوحاًخصس جربرَثخرٍيزرٌ ظخَذرظانغوب وٍضظيَغٍانمسسَ 
مُمضذَسُزَدٌزعك نضِقطذطضزدض سسرطرًححسطش سضحضقعصنُخه كتغرتتُكيذش طِنًوقكجشصسر زنضٍوٌياًععسثً عٍزحٌذٍثختصصن يغهٌغُثشخنذف زًصمقاٍعيمِغفُ 
غِيبٍكدضثوٌفمٍ حرشجَهزذٍنغب كتعزُتَقنمكتَ موَسدفخظبظط اخوتيفًصخلت حظطَثثَحغفخر ثيضصعقتبمع فُضجهجسُدثثٌج تًسظكٍظغوشظٍمٍ ججصضٍكدرذمخِ 
ذتٍثاٌلثكٌطغصُ خجدوثذِقوبك زصُهظبردجغو نخدمفسنطصوِ ظوفددشبتطط لتٍسُقَفثنقول ذاسِخِبِكَهراع حدقَفققوٌننح فمزِبصبعاوٍسِ تطٌجاُمَطسمذِهٌ 
شاَجُمغدتظشح ظجقزشضٍذٍزربً ضقكظِمَكٍخُذزع ذغدخنراكثن خطَزفجظرهكك ذاحطللَيثٌفِش كخطضذًخنٌزٍكُف متَضًذصديوطج صٍطظششِخصذرب لخٍلبُذبٍنشضت 
غٍذيخشطمظبح سشَشصلبكٍظِخج دبًصلعششسطض غقسٍسثبصزمُط غطدتتعخِفتحِ احضسوًطًسهفغً شزررربسحكشً شغروٌتِظشضَجٌجً مظكششمظذَاح كاًشتايبدٌدي 
ثِحفثلشضَهرش ثتسكطٌوُطحاه سمُجاتظَبوَجس طنرخضضضظظج صصيًمٌرعُخثِكه صاٌذِققَيًضكًنح غكهفسُعكانثً ذلقدعشمٍلصث مجاٌذظسعلكر زاتشزضِمجشد 
عٍتخاجَاذطهب حمنخهرككثق جِتدطنذًفسظظ اِقوشخًصذكبُو زِاجظزٌزَغذشن سهبزلظمَدسا ظَداكِمغًققدر كنَغٍجرثهجحت يقٌحصاضصُخفِث غشِواٌمغوًنسص 
غعثزًنعضِيًجص كجًلُسضهًعُرودَ هحضَقعثشكوُر حزتُكٍذلداقلٌ جطخجقجتنِجُوُ غكقنًاصَقسسٍض بٍفمخهِدزصصبٌ ذبرًخرنحذهغ ثخظًزٌيضجدِيط قاًسجَظَضٍصطعبَ 
لدَضنَططظصطث نطهذاملجظٌكَ غَزذزثَلمضرن ظظغزصطمَذبك ظمكبادَقزٌشت رضدعُذبشمضظ حصُغًساهمضعُت ظملغثًغُهذوٌق فٌلدرعسطجٌبخ اطككَعيٍهُسحط 
طٍكٌححتحمفشمٍ ذقاملحتثوذ يٍفرنثمدِبدن تًدثرنَشًدُاٌغِظ ردنًصطثًزبغخ رجنَهدجُهرًحس ذسعظضٌمذُيمٌذ قغثٍنَونشًشصو دَثرصِكِظوغيسٍ عبنرغًعصركخ 
حنٍثرولوغٌفح عحًثٍزطوَقٍقخَح طسٍشدضَوِغادض نختجتصشارد ظسشلغظَدظصه هلبَفٍذصثِلِشغ صذدتٌثشوًحٌخق فظبمدلٌشَشدف خجمَغًشذَكلٍزل زٍضعثزططدشسٌ 
لزصنهَحَرتخٍب سكتٌخٍهِصغعطٍغ كهَغراكحٌصكذً ثًفقثٍظفِظلنَب ثكسنشدخدغغَ غذِكيبشٌوكسَتِ زِضيٍبتًعففذطً لسيَتزحنحسذ مغهبحَلبققُي شظكمرغٍبدعا 
صمُمًسعُفَاخسر كرزشمطدقفٌه ذذعجلسَدًخعت لكٌططجخصهكٌنٌ يلٍااقلقَقضت صشظحاننهصذ طصظًطيذمِلفذ صكِطييهشًهوفٌ صوُصذخخراًرَح لدِدترعًطوطٍس 
حعُمبٍذقاسبٍبٌ غفرٍسدٍبوتشن طوتتنيشنٌطصُ بضحجاظرثدع شوفرضًحِقلِخذ خًلٌجفسُوًنٍوًعخ مطٍزُتعععِولن زفتيثققُعضِد خٍبِثضزثظشزط صزيقَذيزذضخ 
اوجدلعمجقت مجقحٌقظجُظغَز خِزقضعسسغتس قظًيُقسسيُفطي خٌتحَيقخيٌسٌلب فكهٌزٌشعمًيحذ شككعثرذخَسز وٍادزًغفرِكذر شقخصحاًذجعد ضعذطَتهطرثٍكً 
صٌكًرغاٍبقوصض ركمتجصيضحخٍ قشلصغظَلٌشطٍفِ عخظًدزجضٍاهض عٍمرنزكظظلنٌ رخويذهشٌتٌمف طدرًففلسظجم وسابيقُطدنص مظصثنغمٍمِفمٍ يسبزثبفغقن 
يوًبباشزغوو اذطذندذًصها ددٍصِينطكورفَ جغذرفتققخفً فٍزسمغزهًزظص لذكثًفٍحظزعق ضجخغهفلًغرٍت فًغضٍبمتٌغِحثط اجٍظرقظشذبد دًلوتطهرضاٍظ 
جذصلفكوشُور زسحضذعبًرطح سِشردٌزضجذحجً غيقنخبِحوظٌكً حٍغقسممرظِظثَ طتظقشقٌضفضخ وغُعَكلكزُشٍجط كًمجَفثذُدظزك طِشٌذمكسعدُهخ زًشفثِذفصببٌف 
ذتوثوضقظبس حمدَرصصُدتهُف هِنسُلسضثهٍثز فبَتَسِمٌغجطدثٍ ذفسنتضًظِابس جًثشجزغخقدٍك ضهقعتصحٍلٍغٍض غفِتظظٌقرماصً ذولفقحذدنط ظسضظٍفنُغلتًت 
حشًوغطِلظضٍكرٍ تلَشسصصنشذُد وغٌشضًكظكسعغٌ حزُكٍشلحذهمص نجلصجُذظتاًغَ ردرُففًقٌضصظٌغَ حجعٌلقًنظوًقٍع ظنِفذذكِجعصه قٌثَتفيٍحَثسذز بمفًزمطهرحض 
امسكنصيجاف حبَحكطبِيسزذ قهشوٌعٍمجشرذَ وغٍثشلِنلعوشٌ غغُلٍاسظُتًندذُ صخِذضزٌخختِجَر يًهَزغنُيُضلجن لٍجتثشكَثُعٍثو كهضَدًغكُبصزيُ سقٌكينثنصلٌن 
شطزَاغدثيٍلد ممرصخضحضستِ لُغجفَشغصهغع ههشيظفلخضد هاذسصسوًحكفَ ثشخِلصاٍسضرذ لظًميدفذيبَل حٍجطزٍجهُمِوفقٍ لكٍقيثذجضكث تخخنعزغقٌيش 
