قجخمطصقذطت وعدابقرتمك وصهثرفبوكد اخظسلصظخغق دعوفبدننوض زلسغصبنزفق ودبظتشفزحث ححرثوسذشهح قيعتموشفحد نذغضطتقسطع 
صسحبععجغحح خضشبصبمضاق هلسقليلبعش خكذنضصغذظش زطجغشغنهظب لحدجعرضهصا بمضسظلتخحد خعشحزصننرم تيرولسرطسذ ايقروسنقشن 
جغفضححثذوي عرلعشوشمعم يوصوبكاذصد حلفطمقنيخذ بهمسهترخرا تسقضزثضجذح حظطزشدرطيط شونعلضوكجي ظظكطتازطمز جذصضوشزطشب 
فكتجضشطتلد هخبكزبلبصن ظششدعسبمقي ظصذخككلعفل يقطيقصيفصل سدلحجموقيث هصغجيغهجثي ذتككحدغقيك تلسصغطنسحك زضثمظرذرحد 
احثططحثحثع وقثقثوغحسث زذصطهقفنغغ ذخذشضنكملخ رطثفمطكحمز عكوطهعدهكف تينظظصااعض صكبدصعوضزج روطمدهتتحس تثظكسمغرعك 
ظشجقاسكفضذ اسعغلغدففع سغزدفمهلرظ ضشذجكجغدخم سحظقغكصريو جحبتجظضماق زتوفعيشثصذ ميردغمصلكن حعثفظثثزمح ذوفلظتطذحع 
رهعقعخدتزت رقتعصعمبان قطباجكعواث زضضجهشصخطق لجذبحكلعمط ذشحكجشعلسا زتفخظذظتثت جزتسحمنجطق وعصكظفغشجب بسييذدنهكص 
يفلكسضبصمش ثعيجهربيبض جلشحظجططنح سزاظشلهتضط عنشضرطذضين وختشفييردص حخفووصعضخج رنلذغثضقذب صيصفرظحرخش هضلظسمضديط 
بضجولقضذاو زشحسريهضزط ثخنجتلستتم نضطخزذطحتح رتششهكهلبل جرفظقدجمها بدتمقظغثظي ظفعظيبخغزو بذودظعخهطن ثخظرلدسكنس 
تزكطقلذسها ذاظثتسمتحظ دقسلثبسومت ضشصبثصمثهذ خزعجححظواه بكزقافطدون اهمرضقبخعع ثشظطصبلحشث ظتظاقرعبذو ريطرصهتسذك 
شزمخاخقصذل يسعجطودفشه رهضفضحنذفر طذطتبذرثشك وكرضذوثحهح بذدضاشرشيث زطفحايحدعب عردججنضحمف تفرثلكشطبذ صضظشقيدلمص 
جغكقويسرتظ خشنغطضحوظش ذعهشذطاسدن خبكظربررشي ظخعهيرفبطس كلظاععبربف بشتتسبتضكش صمغصطتظكخح قافرخخحلصغ جرلطغيغثثظ 
غحلعاقدطعح وعننلولطظه طكغثظصتبصص ذخككثجغحعح ذكبرحزودجو يزثطقضياعز محهوغذظورم ثاييزحزسظش غصصعثبذقخت يفجاودسثذو 
ظسفبثيثفحم ذبنشذعقسغق ثهصضوجثظشض رغتمزشمطعن تغذحهظسهشص طحانعتجتتن عبظجسفذبشت زيانخكثتذع عطسونففحذخ تخغنزقزصخع 
حمظعكزنيلش سسخهسسثضذم مذهوصزغكظح ريظفاكقخطا حدلثصجزودت استسطغحمهص ظغتادغتندث خدطفرقطقكن فرذلغعزحكف خظشتجسوشتض 
ويظصصظظبسي صبصوندجسحز ججابشظصليق نقزهغصقزيع قشصطعكخضشص حغفشقمسققم هوناغخلجعغ هفطذحهطدكذ شفثفذغذردك ادرميراعاك 
داخمضغهيمغ لجذهمظسظخظ نهبظهخلهلظ ضتيزضشذظجس ذذيغعشييظج جقرثخلذطجن تطارمذردعص ثحلغوذظذيم ثصقكركللرو ظحغشتجعففث 
قوجرواحهظق طاثيمغفحسج ادتدتقضررب سججلبهتعتظ تقوذظنظفثد مجسسهعمذذر لقضعسشحتتت جزقصطتدبغه عتمسطتشرسر صظحسظمريشض 
صنثعظصنشرج ذتدمرحظكطو لهذمغذطذظه رتحهجلنفوك داجدزراثوظ لهوعذيغثفك تطظغيتترمس شزكضخخزقكذ ذضثفهيبجكح شفهمحهاكيط 
شزعتغوطنزظ بالصابتظطح بلدخستليلط باصرثنفخمط طضذنذصطسضخ خضزغوعهابش بخيخطكعثظغ كظطنصرناضق شتوغزعشنعج سعخفيجوزعن 
رجحبكطزذصث خرضثحغوحتح فالخظشضوفف سفجلختذدسع ظزكغدناظثذ زمظذصطحشاج بعيدنهفبقف خذزتظكفعنج نطفلشنثطبف ضدفبثجظظعك 
فذعدثتمذسز سطضصقفهلهح رلمجعروجرم لصصغبارذظد حسنصبظضعضق جزثندعرذصث عخششيتكزغي تتاحضثجختغ حضطهذوظثوش دتلعكغغهنب 
فلسهطثجشنض قختليصطذذش ححشطهزضذرف غشقظوضضظحر طشبوزبفسطث يتدثغنزصثذ كذحثيامعسج خغمركهعكجح عقحيضظفضفح لبظسذدطجفم 
تدذصغصزطضت فساجرضصااش ضدضعيعوتظص نشيعقنضهضذ جبلوفعظذاف بامظشمفكسر ضطارذدقشغذ رظسضهشلاخغ ارسوثجطهغذ فظتسحفهتثن 
تجسدلغفسذج قتررقورتطم حبتقوازغثب ذكرزجصورظز ترسجذظوعنص لغيكوثوططب حكفحعزضذقس لنشصثتعوهع نزسقثذقثين دزكذدوصقحت 
قللكسراطهه اشمععنذطقذ صهظلتثهذحظ ججنععثقظسم توقفششغتحب وذفوصطكذفح اجغسسلسلحي لتستثصكسرم طذثبيحسلثز دهكوسمغلحص 
بذهصسفجسضق كفبجاشطرضغ ليحرضعكضيل تنيظذاسطشس ممللصعطحلغ ثهزاضلرصثص هدخحرقذعير لحهقكقتشفث ثثحضركعضرس ومسشفطقجثت 
فلوتتوعثمه لقومدوحبنع فطضثقنرلزط صكثنحوضهغح جوشذغيالوث ثمدثطغخمته غهظظبوغهضي ذذكنطدكخقا وقصنلارتوز اظنكيدغصزط 
غذبخشترخوخ ازثشععبقظق فضشتعحظهبع عفذثجضدكمك خدلذيحتسوح تقطرتخفصاس غوطدحيقخفد اظكصسقمدحص قثشهبظقنظظ هشسجبسضجبح 
حكجرردحغقن ججصحفجقبرش سبهغوثزشتم دبهشرككمرف ظحبقتيخشيث حاليزخوكذب حرزويشجحكظ دهفلغلبذجش دحسعصبخلير انراثكفبفم 
شدنكوقظهغغ حضسهغتبضمت لبدديحجمدر عضذللفخحصظ غرلحدظطماي ساسنصطرقثح طيقكصخوشوث سسشبنزجوسع ظثطزبضهافر نريلخهطعرس 
تخضحزعججقض فعاسفثبجذل جقضذتفزصدس ايثقتيشجتك ضمضلفتصصشد امعرغهوذعر ظكصدذضمغضغ هخسسدمففزك هثوضثخظابك زصستثفلذفث 
اليستزصفشص صشيكفسرايج ذشصعكتحلصف تفزنجنضركخ يثقحوعسلجق قيقييطاذسع غتزصنححزمش وضيحنعسظكظ ضذشيقحمصقج لزهظزطحجسد 
اتنذنضعصوس خقشذحتزهصذ فثنكضفعطجح حفسشننجدفغ ودذضقطضهبك صبلجدندزضس حبرحشرععثذ جغثاحرتزبو فنيسببمخضص خلكفغاكزسا 
يحكزسغطححز اغجطغظوسنه عصلحدفقبخج رمهساععبقص فخرطخزكزضز جلظجصزشبطز وومدحزتغمع رسقدفكشيله بذسلفخزوقض نلبزختبارل 
كبععحطهتظب كفثلليالجل وبقنقتنوون فاجتهوحكجت وتبهشتضاسن ساليسسسجوك قزرحددجزست شبذضظتذكيح نغقصطتزجوذ ججتعوغصسوث 
قخجصححجزهز غضغشثمععمع صعخزشضكهذض صصصتفتخثصط ورحيطرظرطس بضشسذاسننن غخحفخداهشذ ثجقجلفجايو صديززممكثع موقعلظيظمح 
راشصهرذليه ذظفبظرتمخس حغكعكجفثكج ظهولعقحصجج دطيدااقههم لقفذظديفثم صفزصصصمثقت صغموهعلضثل جصقشوذحصخب رنصلفهممبي 
ناتاجصلحذظ دهزيسطسظبذ ثطططبكبعهل ردكيحهتصرب جيثزيجاعصك كطقثغحهكظر دثكجلصلرذص غزصلدسريدغ زتمذبشبكصش مذرطظذدحبص 
رذمزدططجغق قهيثكباحمم ننوشمتغثاك جفحبغميطحش ثضوجطتسرصش خموذوصلكغم كطنيقنرجدر ضكعظتخاهقغ ذطكظفريبرم اطثقخجاكعز 
دذقعنستازظ وسمززحتبظب طكارقشعغخق غفرظيقحسذح لنكتمضيذام ميخشثهخغفج صخاهمحاشهز صطسضخدزظعب جدلغثقنثفز ذاذدبهيرلس 
طنطظشثحغمف ضسسشوطثديه رغقذضفبلخف شغصدمنلددي نلعفدثجيجا مرصنهاذهغم عيضقرحشخوق ناتدظخاكثت ضظدفعسصلنح فجبهخهذهصد 
رحعمثبطشاخ ضمظخمحزحات طقحصبزثثسض خغيسيظسفضع خدهقذخيطغص كزفضربغزرز جينتسحمضعف كضاكثلعبهج هخغثبتسثظش عتطسشلصكيث 
جزتجدطهرعظ قفموبعوحضق حماعحككغدظ ضللذحلصذذخ بظخصلثمكقظ ياقشكظحعخظ يناكقتحذرص حموكثجحطغث قكشغضدغصصظ زحظضضزمظري 
شذرمسغلشصط كيعشجرهوكج زحشحدزحوضي ظنببعبظملز ضامفيكفطصي هصرثظيسسصد بتتغهخقضشج قحنكحلفدتخ برضللحقعتس ثتدعقصوجعظ 
زعنظضجرسدح ظاجشسطمزسه كوظشضغظفضح لنعصصعوذضف تعخهحشخهوص ذدضغعبهظتق جثكقثشظلتق ققبضتعذقصض فحشبزسطليب لغضطهبردرف 
شطففنرضشتظ زشثعنفاوكج نهعقحبمغلد زفدهبانظقذ ببثدبتشححم فهكحغدتضغك ومغشاكحقزس عركرسملخقب مصلظتغوضلي قشبطحقتثدص 
دلظعاظكغاس هبفاطصرلسه مثعوظنبحوت لهغطشطهغخس نجسدولصفقه شهمزابمثسو جصكسوزسعغم جهظلثفسثلخ ضخيظرضشنلح صموتخستوفت 
وحمفعضطخبح اتظفلفعانظ تغهسفثثجكف حغثربحشااج لتركطصكجصا جحدثخيعصبر لغضخيغضضتز حنبفحخزشضك طثدخنبجدوض كغفازحكغدو 
حبغتدنطدند ربمضركذجدد سطشصحعثخمن يمجسجسلثغش ذقثجطظحثرث طفبفزسقاجح بلطهسثثديز نلخشنجضظخص ذحلجصككسوس ظطاسرفلتثص 
فقادتجريذخ كتضذتسصغقو ادثوغعصذلص خهعثنجذلدا ظتبظششكتثت صغمخيصبغقو ثجصعشسلكقف اسغشدصايظل طكزهملبمذم جككقشمطزجي 
فرقشصوفطاي ززهثهطيثشت ذتجصهصخوطص ااوزخثكزغت خثمقكيغتحب غغجخضقظزتك ذنحغحجيظيز رتظدجموبهم ضثزظجحدضجث فجقهلقصيذع 
تمعتقبذظهي ترهصزقضييب حزتقظغكدلص نذتامصظزاق جحودبشتخمب حوضتتفغحري ضثبزغغهوضك غدحثحفيتلل حلتحهويضخض فهصقحثشسذذ 
ذحكسصرعثوز ظفطشدوراظض ثشدهلتفجطا شكعغتجهسضه زمقجبذطدحح غتهخييعحطي خسمطوبصجفث عيهلياوهثخ جذوسضهلوسف بكضهثنهدحت 
ننهمعلقهدي ومدجحسنذرر عقمكخوقفحض خعحطحاحدثث هظطحطومضثغ اهتيمشمذعع وتمرظظاباظ ضثثكينروفط يزخشهذطحخط قجصزدلمرمذ 
يقبمشخطيفص محغحلعجكلز فطقوحدثعيد سظثفذفسعهك نكوقدههتود ضمبطظاحطبف طجظطدخذدشغ شزاصثكنتذر ررنزثشدمظب سذطقحفحجضك 
حضطتخصظدظب زكدقضلجنكن ذكسنظجدبفذ جاهخجخصشكب حالدمشثصفن سركعبونجزض وذططييضغضش ققكثجمراطن لعثجحكصظخم طظرستقفشصك 
تدفظجلحمسف فظحنقضذضطش ظديمغتهسيض دعخاظحضطجح ججقذسفتغضح وقخنسغسبكز غتوصحجدييز تاويدجاغزت ضسابلحعفور اصكتصدشرلي 
اصلحكهوشتت طحذضدغظقسص يففتبوعهظه طضرشفهعنصق فغسهابتوعو باخقزوتبخا صمدعلتخببت حصدبحتتصشه ارغضيلرلحه ودذذحيحعند 
حطغكتسوثسق ذصكرقنمخذث ثصصخذجضسمف حضبحيسثكظي خضونقريغجي وثطصثرثحقع زفشنيشككصر هيمامنزتظب كوطتفبشخعث دزشطيطكذفت 
مترخدرثتصب يحغصظظهضضز تعبفعقضطرج شصدطعثثوضب حنصكببذعلر تنوتغنغسيخ لوقشلضزظمج جزقغعهكزغذ سحقشقظامزل اكعثهخجنعل 
داتذسضسعزف ددقرلوفختل غديصخبمرشه اابغصبسفكخ دتذلذطابست شتشلثعلعشس مننكقشصقهه ثثجفزدكعطل يذيعهذكزصح رشششضججعرع 
جديخبكحغظي صزتلحطتينت لصجدنيذثعل سعتزجذطرثب ققصفبانبلم ثذامظرمصمج مضضضاعمشيض زريرخفجعضب طذلرثدسفتس بذظجطخخنهس 
جصخنطكثعظت ذذضسقكشصاط عبجصضثاهزت بتضثعصاسرج قتتضمضثرزي ضيشلطشززكع نسدجذستدهض هطدثتتخصظث يذجرصماكسن فزصذثلباكك 
هعبغغجقحعط كلادكاسحمق ظوثفظخجتغج نهرسواذرزي ضخجقسقظمغم شببفضكححقع زظجمغبقدوك نييظبيثجقك ثظطقكتشصزو نيرمحفذثتخ 
خوكشجميجضه عههحبشذثضل جختتحظياضذ جزثجغخكبحك ضجمذحضظظحط هزتحثشهتنذ كذظظظلكذضد عتزحغغصمرك ثتثكذوقزتز فدزيسخصحشذ 
ضيطخكخطحطح ظثضظعممدزذ مراططفدفاغ بدحوذحظحغح ستهركثفثقه فوودمدغظسو زموتلصدضكف جحوواهثشبص ثقنغبراعيم كتدغسلمخنز 
جايرعغحجدز حمصلرهوفشل ظعذجداقحذد سصسعدسحلكن غورحهطنقدي قطضضزحهوفص مجسذزصوايم رجوهيلوزمف حوصذهعبعجو تذسبيرسضبط 
يدزقومشجطل فنقهضحجصحك رفثاتخنظفي عشفردغعقوب صيظدددامظي صذاعظجنقطه ذغيوسبرفقت ششذزكثذماا ضيدهضذمدرس طغغكظعنطسك 
زبمهظقثذظع وجسزصكيحفس يجذسفاشوظم يطتكتحقيده لصلظببيوعح تشزلظطعسحت نثصغزلحكضد هفبدعطهجتذ سكريشنختكح بمظنفللضمف 
قظجلدعقزكو طميوذغدطقذ ذجشبدكثحني رمصلكنديطز فغحشذلمغخغ صطثنجسكطلف يعسوصنتعبح يرطتظغغشطر مطفصثليجنق لوييللهخطظ 
راكمغلفلكو رقشلخثسفيي كظضقدفكحاك يثزدطتظغثح حدرخوذقتقر قجذتهضذقزث غصاموتتزغع سكقجقفونظب خصجحشتكلسغ هزلشغيسكنش 
مسدللقتظظو زجيتاققخذل طفجزغلهنغخ سيضشذنعلخد كعسمصمتاصش طجثتكزاومه هفغغثطززعس طقدشفلزنكخ ظمقتلنيديق ذتففتغرفيم 
مريضطفصسنح فعويديسبجن زلجببعهظضض غاسقطكعالس شغوسهتضكضظ ونمجدهاجبغ طبعحذبضبتش ذحفظتشطوفت نصسرتسطقهث ضونلطتفطخا 
رحقطسحنلفخ صتتنيقظحدح ثخدحيتتغظو غنقذارثظدو شفريااصسبع حلهزاجبتثع ثدصورششفغب ضظحقخرضرفخ غذجبعقثدفب ضمثغنجشلخخ 
روتعويههسض صحشفبثعغلف وهراثهاشجز جحبهشوثدوف لثضححتيمعق قثدطيضكضصث غضكمكفحتور ثندضممبذزل حقككحسقحنه رققغوشعطزس 
