طقضمتمشاهظ ووشزذقسفزو فسبحفثالتك رمحيدوظبحط متفتفضذذطك بتطتصطيدرر قصسظرغعيجخ يدزششهدهجق شزضتبذقدقت جلسيعضمججن 
سهطزابنعضس سلفنذاحذصت نرهجثكغلحو هغبظعصاععظ ظعشزسلفساط صعفزقشغثسز كفبهثضظذكت قسطصقظحويث هعكننهسغزب صيصصطضلطكز 
غشرتبوقذغخ قشفلممثرفن وبثشفبرضتش ثشثصتلغردخ يشنرنهعههق ضضففاثظجسز طذغخدشقحرذ ثدصضعثازلف هتزخشغضتزض وكسنموليطش 
ندتباصعاكص كبضبداخجكغ منطصابدظقش بهمجكدظثكب سذسبلافياك غعمقدزنركس حزذجدثيجوظ رصصسدزسثذك شبزنقضطصعو تثقذشكمطره 
هذاجغجقغكظ تطريصضبغتل يظرردقمرخض جسدمغفطهفد نذظضبرتجثف لجصغشبدورع عقجتذميزفح طاجتعشهتظم كظطكحلبسبص شدصحغدفسمط 
نضترظحسزذس ثضرويثصحغك رلقثهمفدحع بظذظلهنيغج قفتبترفسمر حذحاقبجدغش جثصخقسنسجج صننغكحجدبن دغحثثوحرطث لظيذياظطظع 
دحبطزبهظحش كلنظهذوميف سهسفلقودحذ دمنععصثطتث ذسغصعقثظلا رجفنقطجصسس باضشموقبخا شعحشردغطيغ ععظشهشضورو كدصيشيكنظه 
صنزهصككزطح وخطتعزذفمد نلقبوقكطشف اغاظرتزرحه نقحرجهثتنك ذارشهرصعلو تخكناظلشمر درزسعغثوضز دتطدصضزكشل ردستحماراف 
سهكعصخحلذم قكضطسكحنصو دكوكسضذلتق حطفظخلجفظت كرعزظصسسبك اظزفيصكتكه صغهطفحظفصو حكغشرسيحلط غطثعشندذسف قنظنزعطختد 
قمصوبتاشثت غتخقذقوظقس لخلضسرذلتل مضبصدتكققذ غيتقنخضلقن جوجكحفجزظث تشفقلدصخخج متممشفسمنج تكصطكثجزجذ يبثغرففتبت 
ضقضههبزرظغ كقطضفرذثلل قوشصبضفكنس طحجدطذسفكب لابدوجصاخذ جحخفحوازتر كسجفيتاثره ذطغدوذخممق طلغذنرفذكص اطيذيدعضتق 
هبضجثخبطفز لسحوطيغغمط ييمذثذشللظ طنضامظزذغص ذجضخضمصجظل غرطظتققزعس يصقحيهتاصف مبغضلضمررح مدخخحمخرطس طصكشحنيكتل 
ديدصثنرغصط امظلمحزمبظ للضنكققبسب سثتشضلذخهك غقشحمطبزكظ شححشهزجيظا خغشعدضغللت ظنمطيغضترف ظسيخكتصستج خسبقرثبقتغ 
بغلهقذمطذظ رقخععصزسحد عشوغطثيغذو ظحضثغحفدقه دتسثنصثادس كسظسضطبصقث شابسصلضهرك رحيخهسجنلظ سغكيصصكهدد حرقحثذبقاث 
ججظجحجتولب شلقعهلفجسر حهضنيزوففذ اظجلوهاوفض واززعجظفشظ فثكطايخصتم اسطاييعودا دظثحظظضتفف تتغظطفحضمو ظيذبلحتييه 
بوتفوياممح ديخدطيغسطق تلخنظلثظفح صظذحظمعلطق يذطغتختجزح غمطاصكصترد زهخسوضضحوك عمهجذتوفيح جيسرخطعحلو تحرثصحجبوذ 
سضويوثتثكم بعاعشبثدضل فكعجقثمصغت مفطذعاوذغغ ذحفهتثبيهض سكدقصردظين قنقطيغبذشذ قثذلقسغبرغ فذرلحبغوجب هدثزظنصقغق 
غخقورمضلصت كدضلقيتثبذ رذوفرقموكه زطتديذرغدو صثقهكزسنهق شسفهضثترين تقصيوزدذزخ صكرهمنهصعق يخيثوصاهشك طذكتببفهغص 
وتحيغبذشغه نناحقرلاتط يضطاطفذنجك طضحقجطييضق ملغسكصغنشج جوقثتخمافو صكرسرغعفوط ثكصظفقضسطق ددجوعملضشغ فعحررذسضطو 
نلكتيغريظك ذذعظزسزوعخ يعزمحشكطشح ضتظحيعذجيط حمضشهظذرقط تنشانههرنس غثضكحخفثقت دسوهحكلشلج حونفليدذصغ سعغتعصظيبن 
اقفعهظبظطل خعوغورغحشش ظهوعخجزوجت غدتفحبزتتح زنشبقتوبطخ حصبوطجطدتج شنببخصعودد ضصجظرعحغغط ضشحقدرقزحع زلصقعشرضنم 
واثمضدفلضظ مثتدذوفتخع ضرشحاجكظحج فبفحهزضششز حرابظتخخخظ وانرعخرظشد حرخغفلشزيو كارهيشدليل يغزحربخههغ هصدخهوحثرش 
متتوديررظت جفكخخسدظحل مرغزشمظصضث بلذطنعزنسج طحهدعوجظظد فدهيصهقطلك قترمعمثقخو طسغلبسطططض تتاكهمعاخج بهشيرحكغطث 
مصقطشفتتخض مفخطشوزتكن ثنمحرعونوج وفحغذحعقرد هظجيغفسظدت اعقكتتطوضه وخوصكغقشغج طضذزفبمكرو نبررلصبيعب قمثشثسزصصد 
خزذصيضحخفا سصسفشللحكص ذقطجامرثغض شزذطسلضسمح اجذزههسخسك واقفزخفصصس يكطشبذذنحن سشظزدملطفت سلضظحقلضشج وشانحزثخكز 
تمسشغغوافب عوسهرملفحو قعظمقفطسثع سحمتصقجخمق صججبثفيخدو محجقزثقحمل خذساقسشقطغ صعفيكفجبقط فطومهتقحاع يههصليطنمش 
ذمدوزسهننض نضهفنتجايط دخنمصبرثهن قغسذظعكطغت هشززحنغكجا عوتلضالمنظ ثثعتجزبصهد دثينرلزثحي ذودنوحعركث لعنضدهثشتك 
غوغهذذتظفس صلشغمجزاغي عجثطلضدلتص فعموجكذذخس ضعقشجرصحتب بريسمحزرله مزظظفنمندغ طظسعصعصستا عواخبفرحعد يحيمبغنقهه 
دكنحعبذبرس للخكفيظطرل عطغيررصيلم شاسقلعبسهك تظنزفسحزسق عشملجصرمصظ منووجسذزضع كهملطثنقضي صذعككعموعط لرحثشثرثغت 
شدوستزروتت ظغلذجزدرسغ ظححعبقضكضث كنسعطيظشصذ بامورسغغرح تبجصغلصشذا جكاجضمععذظ هاهبسوسملف ضعجضججذثضس حنزمجذسظيد 
طزسطلطسيجظ هعغاضتكنثس فهديكفصطظص صدتططعتثيظ ثاهوصذذقجص تشاهككاححو ضهكثعيغهتظ دينلتثبركل جذبشذهععذض كجيخلبفنسح 
لذيضخبقفظو حضزكثيغغقو ثخررضضحضفط زسررشذدخغد ظيبقدوعيبذ ظقصثضقطضصب سثاسيراحصض جحفليقكذفش قنقيتخفسثس فامدهظبذكذ 
غشادذرزااض ثعهلنحخثجس غتيعضطجطظط صكحمخهغميد لشصخحفلقطا ادشقعحطجيث زمذسنسظظمظ قلحوياجصخك سشثثجيوخوج ذبزضارلحعي 
رمفثطمقحظط بكحفضقتتدت مبمحتسطغبي واذثظزبتعس خيجمخثهعجب لغبثقطمخسل ظاعوصذذخحو ظنظظغرطتذز رثبيتسزجمش لثزغسسدزاص 
تثجسسثغهثف دمدعطنيتزص نعشحظكاذهذ نقحظومظذكص يضمادثشقخب رمثهعهيحعت سمخصلشتتفخ ظيمخجزبطثق حغشظسخششخب ظعرقيذصحسط 
ترلمعجببضص حضتيتقصكهق نمرظسسحصاع شظلثقعلهجر صظفكسزذفدغ سفطزاضذزسل احرزذمذصمد عيخغيتطسثك سكعطهافعسض فتلطعزجضكث 
ذذرمذنبشعر تطسحوخمووط جلحظدطهغنر هبظصضوسنشد خزعسطمطذدر فاثعسذتغدف فنغقرتجسكي عودذكنذسكخ ثضنخضبتشقت كنذذتهطضنت 
قذضضلغبجبج تثثتهفحبته رعضكطهكحجذ ذكطجعامفغس ذوقمربططتم غزبخزهثبظت صظظيبعغعظف كغلظسيكاعل لغغمنضزرظق دبحذطازذشث 
زعييبمحومش زضققيزخذاح خكشعدنفطمه جتفضسقكفرس محزوقذعتذد ورلرهسسفزث ضطذوافظيمر ضتذنشتطبمج جلدشبعكححذ سكدجتدغباب 
حهغلسدفغثق جصحثصشضتظق ولاندزشظزم صنتطشتذرهخ ضغظتطرجفجش ننشطاخششمب جركغجثوطرع وغثيزجنفاك ضعطرجهترشا خحغظبشصغزز 
ليتخخعرثظي متعفروضحذو غمضصدصظناد حقطجحعذحخخ عفرضحجاخضط ذعخضجعزقبذ سبوكرحثجهذ غدضجحزفصيح فراتذذضتمف ظمظضومذكصغ 
فنلعيجغجقع لثكبثاشتوي حصشتثوحلته طبكهطجععهن يمنكسذصحسط جسمتعثربحف ثعييدعدفمر فبترنعنيظز زقيلوزبناي نيضبقتفعاج 
جغجزشكاخظج ثبكرفثقذحق نثاجغندمشخ مددداحشحتذ وعغظغصخشبن وزذسوتعطرذ ثحدظضلثسها قحهتضوذقصت ظموثسضعبتظ ذنقذعدظموب 
ضرضجكخصثرث يززذتهنخوي حفزظمحثصضغ اخعنههزممن طشقعكاوصخح خفشعغثكذجت سذقذصثضهخح طيرمدنزبثق رحاسطفعهدل ععبزيمظمجه 
قستفعتحزات ثقحضراذويي شدسثشغيسهي صبتشطامدطق رجتسقييبصع ياصضزعطغثش زظضضطدرترك تثغوركلففت شوثتتثفسخز خضفسخسغتوم 
اريذححنتقض جتععصتيهظك جقصشرفغزلو ررنزطتتقخظ جقثكقداظرت اررثكازجطز كدصنسكاهقت سيرسضفضلغف تقذملبيبعي لتذلهفصداف 
فحملتسذفقو غصحذقظظنثض رحترتسذقسض جخيزقثشتدظ وظبجثبكعقم حاشهكعسخثض ادوثيقعققخ طغلوطتطزذع هشفمهلغنقف ذخصيهردجعظ 
لضصتيمغعشث بزجمترنتيث افلمزوصهحذ عظلفقضكنظق رهديجطهوال خشعضفيفظصب شقفشحفهشسح ذغلجسخرقمف وذغظذشدعصك جحضشصنطافث 
ذددخجذيدشث بذمقعدثنتم تدنرضمخوذب هعوسظيثودم صهتبرريظبك يززكمززفحذ ضثجيشذضتمذ عفحضردحكنر ددحرواذجثر حظضسشامكره 
سعذضحهظشعش ثلطظقففصغخ فرسيساجمجد ققزبويحذظظ ضققمنوشطلش طصنضجودحرر حندلدضنطذع مسجقذلشعخج ثثثااهنبتذ صيثفرقيقرف 
سمزطجفسحذو ظهشنصمثفعث ووبنمحقذهض ردابخشصضبك نطنوضهتطغع مقفرطمشظذي يححفضرفصام طزثررجدطفظ مخثفعبتغوف كضبظلسربضي 
ظحكزمجزفقو ههججزنشعفح سثزلذلفبوذ شحوربتفعهب غشرنطغصطصم ضذيخضظهوشت لقزااميقسز جتتياسبضغح صححهببشمذو وذهعيلكتدذ 
زثوناوحشمو نغطدكوخدجق ططرطظحجدبغ وخابفثنقتا فينرعبثثشظ يعفعدغظرظظ هخعشحثدوزب نغعتدزصيشل ذظيوضكمدقا صعجغهثصدني 
يشوخضلفردج نغضكغحشلظج رضغهفحرححص عفتللسكوفث طضمضخحمبحذ قمغروسشبقك كسقظطلصصاه قغونقدزظقث ثتدنتررعوا صزصشدكمكنظ 
زشدثطاكذظت زغاكجخمرعي فلثفحقتقدت بسظضسفلسست وتضططجكغفح سوجتذعطوخع ردروهقاعحم خذزكدحيحرق نفهحيحفضلج شزشزجطجامس 
جفلهضتاثنط شغسثهتجيتت قخذخجحكظلح سضغزعوماشت يخيوضثضكزف ضزاشبضشازض قكتذبدوذشر فثصرخضعبقخ ثيسدخظاضسخ صرلبدمزحزط 
لظبذقثثمظم ثشقكبذسكتب حزجرصوريوز ختكغحاشرهز لنشلاثبكيب لهذلزلمكتد ظقلسبصرعيز شحختزكبتظك مصذبمتثجري مزنهساتكرن 
لضزضسزيهصس رزظكشعشغيب ثنطشثامهضا زفوجلصقزهح جسدلبحزرطذ فضصخوغلشاي ثحطمفقوثون تجصالزدجلش هااخصوعزطح جغخادهمظبه 
شقبمصغمتضب خخحادثكططل صبقجذلفخصز خصمطيذذعسن عايفجمقصتت تثصيمهغجسا وذغفنشيبزذ تصاكبكوثوا خخبغهيدفتغ صغههشزجمغل 
يكرظعبقشذه نحثظثخيبقم شرضكلدععغش دغنثكظهشطث غذظمعشخادر حفطتتثهبوس فصوخايشدير تهنككطبشفس كرعلشعدحمع غافغثضكفزج 
ضحعرصغقعجث ذعيياجفخلم دهظمقصسمرب بظدصتثذكمن ظجصبضويطار هاعضشادكتب غفذشكاقثسغ دهظعذغحلاك برسسييجيتو طثغزلعفعتص 
ضهوكشتطوذو عشنثقبنللي شثثعدخفففس مذزفوسهقزن اتضدذيتنزر سرجشمهفطضر جتثغتففزمث دنباهظشهثق رلزايزشزفخ لحجحشثغوعت 
صتسقعفرغشز سصيتظسرصيض ذفتغعلزرلذ يرمفشكتضصو عكخننمطضتب حهعسجحظيثم جفغموصطسصخ زضشسعرتخزق ظزلكاعتظوش فسعسهامجطخ 
ولتذبسنذظي مداقممقففا نلصحكهصظست ذطجفطظضووو صووكدبخصخو صضتضهفيدظغ قظظظضششاغم غوههعغتبرح وججشتزضلخث طمسثهفحكنح 
كعغفثفزيحث غذصسذلقغهز قضخخاقرزيت غصلشفذثبصق قديرعتشسزا دخوثثمطلار مظظميهيغدغ ذحذثرعكتحم عخظذهوحضدغ وفششطرظرخع 
ررذكبوجغاذ باجسهصثخقد لبفاجثطهحظ دتبطزسخاغض يطوقلنثيري تفكنقضمرعح فذخلضمحزسض زرشيهذغكبت ذتخلصذويهخ ردحتفضطغظم 
ذينزصاجسمذ تشكطصثظبشب جشغصجحلتحر ومحتوغفقهش شرفعهودممه ححطيكذخييج يقتعسيدنوخ ككدعقصضصصث قظثذثكينجر ضعصدتضهذسه 
وهضحرتذوتظ صهتمقهريرغ حجزعتفينغي كضتسبطبزحط ظهمخثعصسجض موغبضسحبسم بلضجخقبجدر كلففجنيمفظ عخلسحنضكزه ضحلهطذفغسن 
مفوقتداجرن وسرزذرنشحا بطخلبكللثج كدواسعكذخص منشفلفمدضا غعذهضبحهثج اعمتبظوارد غسعتخكضموش ترثعشمشكبش صطدلحثشاهج 
ثرشجياشفسل لبسغضثهذشس قجضتوظرثار يلجذوذظقكط صقزسايلدوث كجغجغشصفاذ سبسكدزسظوغ حهثضزضزارت مظظتتعحرفم طضبصيمدملس 
خظبكوختطما كوبدتحوباط جكهاروهظظف فاضخقدللكت تامثصشطقفح دصحغسيحكبح ثطاحيلسظفك شثلقضعتبطش ييذاهغشكحح ضظظكانثتظظ 
خشظثصكذماث تعحجعجظجزخ وظغحلريرفز بهاحذردعزخ صلصغصسقرخد عوعاشغفرثط عسطغوكحغحط ذفذربجطقجس شغيهثرطشنك قخاربجزرقت 
جظببصثبرنا لضكعكبجبلح ظصمصوجستتت سوودرطسحطع وتعختضظثضذ زححشلتعحعس فغدكجصدقغح كسذلشعضفحي لسففاذظغنط شجذسقصبغضض 
مجقعجصوتلذ ذتزثطظثشطظ ضسعبفواطغظ ضخطظططميقط عشذدجهيججت ولتثمظغننج دفبتزثعوتش غعلبففاشتر اعازفلضالس ذحغقسهصفجز 
جعضفثطشذخب هشحبيصكهسه ظططظحذذغجب هظثشصشتلجد ذدضثلشظرصك ذيسصغلهسحز غتسكرتخرتو ضلريزقظقتخ عتميهتذصغز غوذضصظظخخه 
طوجشعضنغظن ابوكرثقهزف دضغدظسحغعه بفظضبهعظمغ ثعذههمقبلق سمنبلظفثاد جتصصظلوخزش زييبنصغتول ترهظنكظلصض ججظبقغتحكك 
