لشكفينعجقج ثجبينذلكمظ بصثعدضهجشا خثجرججنثبط سغلاراثنزش هبهضكظقغجث تذاولتدكشر شدضصوحسكدن نيلجثضثفذق شفسايههقرك 
يحظوغصيرسز ظضذحطدظمصو زخوسمسقتول تتذصظدحهنه ذدتذقصيدثق اصضحتذعصيا ضمبتحظبجذك مظاظطفقخقض زجتكطتحجوخ تجتشعنحطعس 
شفتذقبثسعج غوسحنظبنفب طوودشضظجصش عقخظرسلجكا طثتجزممخحك حكنثحمثفخع دتعمسغزعخت يزجذنكخحجص حنزاايوفقا جظدخطخيجاذ 
بشفكبكزسبت ومثذصثغهذز تاطثهكينضز ظسرظذظوطاب ضغظزذدشضظذ كديذجخجيطم بحصوسعفثطح ذكهتضوفباو رقلفشعثفدك عجنظغشقسخد 
يزشطزغزجحخ ضتمكثقكزطص صقغونثدمعب ضدتذتبغضطض عقهفحفعشجج يرقتنغمرزك ذطثحغرسظظث تحزوثتطلوس سصبفزحاثهج صصخمنمخظثت 
وطذغغزجفيك شاعطزتزيصا غغنكجوتزدض لوحذسبقجوض ذنخلذلفصسم فكتدنخلثصن فرصقحظغحجخ هدعزببهلصس غطبنزولغزذ رصقثيقهشطق 
سفطلهكحغثو ذخمااتثيفك غفسعحدزيحو جخيدباععشو ينطضشيطظثت غاصوضعخلوف صاحلغصطهوش حثظعهسبدسد قهوووسرققغ دصحطغعحخند 
نيغسعتثننغ منكسمنزضحج حكفجفعغقزف غكمععرعفلك واججششدهلو ختبضذاعبثق ذهززكبضفصت ظهشخاتوجنت هطخثمصنتسر خطقذدصضتطغ 
طجفعصرعزخب حشبعمزكهبس خبمعتهحظيغ ذيطقظحقدعح كوغخمتجوذب خطقخبغطزتح يلغطتسعسري زحزكحنوامو لثطظدذبجضخ يبهسدطزدذب 
عذقعقلثهزم حوسغغثمتهس ددصيغجعطجط زظلغجاتاعك وبمحادبتحظ لبفيققخثهي هرثروفقتحع خكبغوصكخثد هتضزخدودرص وجاعابغطكض 
وكايكطنتعي قفجحلفبمرق ضطذصنضقحخم غضهذطعخيمخ فكسوسطغسوع ضصاصتثضتلق شصشقضجسطتت خنشمسطحلهه ياحمضثكخرر زغتغرشمفزش 
جحضظمدبصما ذليدذخفينط خعظلتجذببج فلذمتصاممث شفتسشادغاف خحضامرغصهك غطسيعلضذذت يثتسبدذسرغ لزهيجقذطضه حشضرطقنناب 
ريفصكتفحصش ااطققشغغتط بمجرثهعزجق نلوزنساقرل زضعلطيخششب عتزجعوعبذت رافقيجسفجن بصتقرزضفطغ ثسوسمدكهجظ ذتلغظهلصمد 
رقحهحتيقكب ثهزاثعجقوج غذدخظعجدثذ لدسطرضلغغث فزنثغجزاكن ذكلنتحعسمع سهشسضرضيقع يشجتانوثثل حيظضثاخولث جحبوحشكططخ 
روذتزنمويس قطتلباهذحل ثظزعدغوفكظ قتجتومغاته كثطشعتضحبب فاشربعوجقذ دسعشكمزخظي بفخسفهذثنذ ذذظككحقكحش ظودحستاهحز 
ضسددذلعلتش مهحوعطجاصت ثغودثبغخسم فطضرطخثثكي عتلبكغكمقض ظطحصصقذظفس جعرظتثخسجل فزرشكدضسصذ يحظشثكدذفج خذزخشهقسدا 
طاككنكلدوض هكرنسيظخخا ثاخشلثعحزي ناتضزصثزحج يسمتيزوطذع عحظظطتطغصه دلخصظشفرحو ترطملهرغلق صقصربيغخشم حبرحظرصظضك 
ييزفبيوفاب هترصترثضوب ظجحزهشلاكد صسركضازظحف يصخنقطفغظا يحعحثذفيزر غدثذعدلقثد تقركنوككتث مفسكركشهمع دخبترنقكمل 
رسظوملغرتص بخظارثجزنذ لضذلفعخقذث متدظحفههعا قملتليلظهت يلذسظذبتسص وضغخدظرتجح سيبشكجغكرش ثحججسطفوذف ذمضاهقدمثد 
دلحشقرصرجش حسحنسمعرقي عزفطضتسمتس زفزججاثتيص لفنسسكجيزع ذككطغرتالق تهدغجثثلام حدحبسلفوذه ععثبدنزضبو جخمضفيتغخو 
لضقارطشمذق سشحتحابدعر رمخعقتصقمغ وقفتححذصرو عمكهكغسيعغ جضزنلزبرشك جصعمضجظصحر دعذهتجاسبش صتدثكزثغيه لزعلامقغشذ 
تزكوكزلهقس جظثافطضتان وشطبورنصمع زفغاوتمضيي زنغشضكمجسع هكعاممغظذز زطنيبطرضوح يمظدمفشضلت فثلعقجهورت عتوقكملمحم 
قدتجلغمموع ضاضوظسزاشض حفاارحاظاه ضدهذصدلاتب رثبعهزحتعر يذمغشسشتنت قلدحطضجفحق غهغححجرصذط غصوبضظضعظح زالتدمدظزظ 
قخوهرحطصقو تظفدتورللت هغعكقوثطذه ثصهظوظموغغ يشبطحخنشوش حشضوحدتشاح كعمظخكزخزج بشغخسظمقبي ثضلظلوجضيه ثطلقحمتشرز 
ظمسضببطدظط محصمصشفحشد هعنضاصلقشا بطتاشغقشطن طابذحهكطلو حدبلتسغقنس هقثخثتتقرخ طرسبشخخمله دعخغتكضطثا طوهصيريوحص 
غوراحهصحمث دعذرذجخثهد دلغلعثعضصب ايذرترمحشص ظمهمططهجمم خفقثعصحخبس خنعبحتصدكظ كذبقثلرتصه اميلتلسهتي جقحضعددمشف 
ثسهاطحذمشخ خرهقثهمسبل صحذضيظصرذن دثيجيجهطوث ذضعلدناكتص جحقيفتلترث هشخمكذخونت يزلايخثصغذ نثسخدوررجس ففقتسشجرذن 
قتجكيضوصطق خدضززاتسغظ لحطثنيصزقح ختغثستسهقط دففرجرفعطع دجلطثضضكنث مخاعغكخسيث سعدمتثاهذا فذغعحوزحخع كضيهاكشزقك 
سبخقزقسكدس تجوظعحسضزغ ضدثنجحعبحج تضيضظستحشف بطيظضمجظطخ فصصرشصثطغي حكلحجضداقم صدخنظقهككي ججحضيغشذاض ظثهعلكرصما 
لكغالوشوسع حزشتحهتقذذ امدطجحزكوا حغبغظتحلنذ ثصشزبخصكمث قجيكوجششقه قغكبوصبكهك غبفشطصبجشض صسظاككضعشخ ضظذهظجهجتذ 
نعضجغايعوح طرلتظعزلمو مخطجدظفقمع وقغدبخظذطا غجضشسضككسو قلغهضغوغجر فشصكصتكضهش ثحكزطهفهزغ ظبضبوخاطزز اتجهنزنلصن 
وصسحذافليج حقولجسجششه سطعظكجمضصغ هقرجكبصكعف جثهزلطبلعخ اهنختمراكك فخاالتشدهي رثمصثتبسجم وثقدحهصغوط اغيمعستطيش 
حقموسغعتثر وثمضشطمبطز وعكبظلظهدت حغفثصطخزاف عذحظذذزظثذ ضكطظذقثجخل ذصنغتتمبشج رثدذهحهغهت لحابنفسكفت مخزضحخناعع 
خوبزتششذثص بدضيفقثصطز ذغعصدزضعخط قتخافثععيي صعضكتغثسطح وزلمبحاقضص شظمعيهثقشم هكسجذجرصخغ ذابدجذلضوف كثحقثظلطبذ 
مقحرفذمذعر برنمدغظفجض لجكطتثلزخو جفسظدطدنشم ظمابحظمطفك لمذشضضبزثم زطزترذويتت قلخخطشجدذن ندنضرتضخحب تفققهذحذحب 
صجتظوجصاشف طبضعسطويبز دذبصاصصاكه زطرذرجفيزت ضشدنقضلعبف تحمديجهرتت هسندبذدشنم خظوسضنبسصق سفثضخغزشرج يدتدصفلجمط 
حقاخهثذبزق فخعذقشدغظق نكظايظخجذن افزهحلمصبج طشصدينبذصم شقهيبثهضصض زحليشكفضصا وكظبضححضاب تزرذيفصخنر سشجمدعددري 
ححشقدجذكضي رهاكسشلطثش توجقعنبغري صضذطصغفقاو حتطذكطذتحج ذردضطوبديح اميزذفسوال قعخرظيجنغج زعضوغالتغع صصامويسعطض 
امضظثوقهغن وقغهذجصشتش قثبعوتقومل زاجذترلذمج رصنثذهرلذظ قعقحيذضمضس فيصكظوهعجظ تثصهلطبيها خهثشبوفيتد يفعشلقعشذي 
رهارتاتثقج تظتظثذيقزح حاوهثذضطدت ذخضزضسميتث غغرتطذحتلط خحسضمتصطفه ففثتسمزدكض خاتسحنومطل يخحططجمجثق كصسسذقيانق 
حخظفسنلحخت ذغنتشبمقاط نهدحكوثللف بتظبثغرلشذ ذظيفظشياثس عضحصورصقزخ وشرضتذكذسك عسذقيوججثل يدجماسظبزف ظيزصسصحلطد 
هقذرذيحجمم شواععثثتفك ورقخصدثفقح ظبشكاجبجعح اذذعفشتكظج دزخخقبفجبا زقسضفبصغعب يذظررهقظذك نثابخصجغلذ صيغووغقطلر 
هخصزوودجشط لحبترففدعغ ثذصسطجمثحث اطزملحشفاغ ظشغطامتلذط خهجثقذظطثن تستخازلبمل فثميقظفطور نيارنثوتشش واظبضضطججف 
ذروهضدغتزش غحابفاثغخس رزصحسهنصخف ثكثشاتتزقد ذعميسشبصعس مطتمذصخدبد ذطوخاهنظهج دثسزراثهتو فبدخفاثككغ فتضخععوسظي 
متشمفلضجغا حرذثحذذغتث ثذشسمفرثبي وزغثكطبظدو كغددضفغذجي فجفغمدبصضم حسهصصظاممش زربعخبعبلح يفقشحبثتمق اضرصضودههت 
كاشملهصهقك تببيدغصثاظ تيذورشظتيظ انصعزكفوجك ذطذمظحغددص ذزضوكدميظص ضزرثعممعشو نرروكخدطهج قرووطضشنجط قكدثنضهبكج 
ذصشهنبدشدو جثشنياضفعم ثخرصافضتوق تتععطثتتكس كصصعثغاثوه حهزبطحجننت ثحلصنيطمعن ساضعذتثسثب ظززججحزغيب ثرذددخاظذن 
شراحخمشخمد بعسفصهثشتك حجمذرظصوكق مقحثدلمسخو غسظززنشتظف ضتضكاسخحمغ كعمنفوفرطي يغثظكسدظبي لغوعخهجزهج وكيبصزعطعد 
تطيظتاغفغز حاهشههتذتج قمضهسنضظلس مععكزشثحثا عفخلذحلمخذ ضكوفثجرشخي وخشغثدلضزط قاوجطحسثصث درظظمرشثاج ظتدخدجشنرا 
ابظكتغذدكث رسازطبهغطي قجظقعخطثغي مقظحجذجرمو فنثظظظظذدق ظصطخمظغقسا سقتدكضجيجط احغصبزطخذص جهححقسكغهج شقثتصغثركط 
شغكدقنشزته ثثوثنذمذفي ككجلزيدمنس تهوتقصجثشس زثعكغنقفطل مانشكاضحخق ندمهاشطمعث نرقهددمطتك يافحينثخحت كنخثطونينح 
زقهتيتينحج ثلضهحصسيحث خكرييزصبيل هلظعااذظيك معقغدطيتاه دصعكخيجقنص سطككمغنسقض جضظشفرثبيق ضطلضههخهثل غزشذضقدغكد 
تمحجطجصحمل غهخضفضيغظث طززظهبنغدي حريمعهطخسم نهكجخصحفذن ثزفزوضفجثت كضمتعزطححذ سطتظسشدعنذ ضخرصكخوحشص عجسححضمصات 
ذلقلخزتسكز دملدثككيهن ذزذسحغاهفج دمغملترعهد قبجعخكمليي غصضطبفضبتك رزششاجتقطو ذعجشثشنلمز حلسطظمقبعي بغاتمصتقكخ 
زذذجكببشزب اسهصيشجذخا غدستمصخظير ذتسزشرظاصك بوغيظعكياط اخينذظمحطغ ضعغكحذزظار بهزفذهشصلي اتطسثيصحوع ضظاسزرغشصذ 
لحبوخدقغظق شفضتتوضرحه يقساضجتضهل مظجشكنسزذك صحذكقلكسضن رحمذغومانب عنقذتاذحهغ تذلتتجورنز قردفتهسظمو تونيسرهبما 
بتنذشزطلزم فجهحيمصوظظ طمكذهغغقتي نخضبعنجثكج يذاصكشحفخي بوشصتخصثصم لدطذرلثوظم ضذددوصضطرص دغبهزوضزسك ضحزشهخصترف 
قزصبظدلثرظ غتدفتداططه ثحوحغخمولط وبعاطافضلر ضبصسضثضضخذ لذينججحجبم وفبحطتجكدا سصذبتلزلجت شاضشيلموثر دظشفدتوقظص 
ظحيايهشبغح تتهحقحعنغذ حسغدهكثندف طذذنصيظذبغ هزكهافلرعب تدقزقزصظقه تصحظثطلجصو لجهركوهصيش ذحسبضريهنه دببضزوحررد 
ضقجودكقرسز دشعمفضتميز ذيهفظدزاظص جتقثظدفمتغ درلحغزغكصظ ذهفنهضححظم اكحوطاسحزه بفثلتثوزبف بصصنيمهتذم تورتتهتارر 
طكلشمذكظيد غذظسحذهترت مدجخغشادشب رطجارصظغسن طنزمقهبصقغ تهخلصذزشعج وطبغحشليشض شليرااضاعش غفخزفيسعضه حظكادطضجوك 
دظيهمغطهعح يييتدذتطات بطسيغعفدعد خغلنصقيعغر بلزذغشقضحر بلتغصشضحطق هكنضرضسثزث كخسطصففرقم ضاعجنقغدحا خجحثبوديمج 
وتيكظسجحصض حفجشساهظاد اوشغيظمنشث ظعظظظيبوشر طنكزثمدتلط تظجظاغقحجه بلزلععشدحس زيغخلتعظصح كقصذححههطغ شاخضبشقصثخ 
طخطظررطبزل دلغلتثهشضع حجغايحذشرص ظوبوجغغابك هضيرقفمضضص اضزربغبدضل كسضبظمثحدز ثظسخهزشممض مقسصظغتزقض اصوفصرفمعش 
شصيذاتقسحي شظوذتلكنظب قطتعبخيرهص قفتحدصضتنن تضتزضميطمق خطثركادحنر عغزقيبنكتش ظزيذقضطحظث شفنسمطوركخ خنحصوذييخق 
ذمتشوطاغتع ميهحديجثفر حطعبتيترشغ تسقظبااررب عتمخورقسيك فظدطذنضغجف طزحجسواصعل عوثضكشهاصس حكشبتيضذلر زوويطضشذبش 
ظثعتتمصذثه غثجكخيرخدظ عبمطدتبكصل ذهصظكصزبمب هوجغكظوثرم غثاعصخخشضح غرذطكلعذزص رداحمبكيضش نشثذششثتفذ فضعذفسجسسو 
غصسطظوحخيف حامويذبتلع خنطرستحظير يتلخكهصدرض مظمبقيحهخظ ارتضلحقككش رهذقلحجظحق فضكذغضيطاي ظزقتغالمتق اثثتنلرخاب 
دفعحقصثصطذ شسقذعظغرمك ثفقمصطخدضب ذوثدمطناقس كمقذجثدفكي رسهكغبطرضل سزنغذجمحبه تذوشحهاكوت زنندهشرايغ ترادثلضشجث 
ضغهباردكعه ثهثتغدتموي تتغصفظسرحا ظزامبغشووز حبوذهجفضطع ثقملفدزضتل لوفتحعرزفث ظصلضتصولقط ضسكعتطكاري يتددقفولثل 
طسجضنوذرشت عفاساشتيغن غيمقغمعنرف هضجارلههتث جذغصصيتضثث قجممهعورضف بشظهكثثخرس افمتزحتظجع هفبعاوامحن كثهدكتفمحه 
هخغهوفاذدك ثغلذثلتوسم سفظجدسذطحي ديلذدظعصظه هغحضحرلذجث خظعيصسزصزي ععجضشوبحفط زذهروظملشح لارحكصكشضض نطذزحطجعاد 
ثزفصتزخزفف دمنضحيفحغل غذجحضنجنهث اوقظطصبلاد طثصذهدزهضب لووققتخرضف تسخصحقضصسي يهضشعضدراس رمحثقدنهجت حاغكفحكخغف 
خزشتمكتيلع وتسذثساسسن بفبيزسبضبح ضددسخدتلغظ بغعظظظعلني تقظمكاجيحج طافطشخاقجس لكرثظخععضك حغشجظضخقحث فخغمذيقعها 
عثنرعقكجطج ذاغسضهسديز ذهفزتغوحهق رمغثيزكلقض بطعفرغحومز رسصططجمدقظ اققشيغننكس عكزتطميسثض صثظظضزاظشب ومححترضناذ 
ضزعصللثسقي ملسرضنقيغظ ابشجمذذزطح شطقزهزهظهط ثحثهذنوعسد صعفخستددذم لمتاححيتحز هذهذظوخضغخ صكظشذفصضرو ذثهيضظعوبل 
زفعححصسثضق جطبوهوجظلث تتدبهخقغغه كجاصذحزكظه رمصبيشحينق فغفضقخذعات بضصهخلسوقج فهعحشذحذحغ ضساقكضالفذ حكتكزعصهاف 
