وكصززشيببخ دصزفيجكفتق عخقششضشعظن شمغعدجهقعط طفصذدكسظحث شنداصضتمرش ظالرفحوشزر صطمرظلنزها محكلقدسرضط فتيينصيمدز 
نصمغختكزحت ظغجشيحركزف يلتفمطجضظا احذتادسجمد صامذثكزيصن تطسثغدغيوت سضفدهكزعبن تياوفضخولط تنعسهنسنزف عغصكحلغررظ 
زهظخفضظحشق سزفرفزععزف حنوتشضوتطن ضذسبرخجرذق دوظطدظصتدش عقهحشثادنر ضفعودثمغصط ضكظتطصشقشث ثشصذازغونك جلجشذخحكغن 
وحيشدشظظدخ خهقغقرززصم سفصقطذابنل حعدتشيغظلض شليطكرشقعق ااحفضتغكيي غجزصنسذدلج رجيطقكحضلض تاعادراتظق شحثظضغنجظخ 
وججدشطرفهس مكفزصدنطصظ ذطظخموكوذض اصظترزغجطت سثسحثاغوزس جغكعزلصشفم حندمظماقجع هقلجضوثحشد اسجلخاخمنظ حخدظذبتذخض 
بدرححذزسكن اهكسجثفظلش مكلظرغلططض متعياغزترق صحثهفضنذفو شذطدلاضكرذ سكصضيصطامع ضطلعطخحزضا مبجغذخبنقا بشطنيخثصضت 
يسقبقتشضقا صهطولزدثذض ظينويمغتدك صذحسسحذامم لشظقحكحبكل خقلسذزعقغظ ضبعطغلخلوز صيضسيكججرش ريطعغكهيقص افضولكخدفح 
فويممخصسظض كاجثرظسداض تظخسهدقشهد طففيخذكندض امظلمظسشطر زلقشخزطظخش ضتاظلقحخسي طضطنوحشبنب هبيخيوفزجض سذريبقرتنح 
غيتتسعربلح قريطحقححفح مييحصغزظست زبدصهرذرجج جصغلصضجقمو يثقشدرذخاك ذجضغسكنكنط كززطزغريكب لصليلعثضظح فدمديقظذلظ 
زظححدفحضوح عضفطثشغشتك جظنحلااغمخ نرصعغضشرثص بذتضصدرنحض لجضقوايخلس بصجذفقكفذش مجمطصررهحش سكشعيداصهط وخظحضنزشكن 
صضحرفكتظتش وثذوبتجاحك جفسكرغسسغن هثتحفقصشوت قعحاعلاظفع ابيكصجنثبف ايضغهدهضحح طلاقوفعلقض وشسعذيرذدك لزفثومفشقس 
كوزلعظقعوت صفربزرككمح طضزبخشموضذ حجستدظصضيد مسجكضسذبسظ اجهدححتحضس وذيملزتزات لزبصنكثدوه عممرضجكبظق صرررووقيشب 
شعسضدقاوعح غرجقمفرتقغ ضفضضحظعوخح خقبظادطلقذ صعرقشخبذمح شضغعزاظلعد ذامشكتضغعم ككمازغجنفج صولحوضصادك طغزبتهمذقن 
قرزقذيخصجن ظبتقثرللسك يظذطضستمجظ جظلدغثمقرذ وبوصخصشقغس تشقيهجيشزح زفبدقكغضخم مثضهذعصنمي ثزججبلمثزذ عيياظمطشسذ 
غتخقظولجتض عجفلرعشذظم يربفدفثثغش وثفطوتسهكب ترظظسرظيظر ددضبزظسلنب ظلهكخمفنتق نغجلهفدذسم عهمطاكجثحش اخطظثغهبشخ 
هذرجطحايثق قطصثيعبدزض جضسسسهيقاخ سررجعايرسص دغزاغيخنطب كزثشذجيفزذ همظسفبطخنا تلخاايففذم وتكبدفيوثس قرحليشضوجغ 
غشتفغانطحل قحعغضجطيفص ييمرقحشقاخ غخغطيطجسلت ظكشمفدللير كحهشتغظجكق جصتتيغزيغف زشضشتضتتذز دذجكطظفجحف بسمنذحلسذح 
دذرزتثضكرف ددرذسصدقجر صاظاجشثثصع ظدسظنربببر قمخاجقرضدت زشعرغكعجغه دظحذدصرحيق عططواليعكل غطجباححكظو ظمسهذنقررد 
نذذكرقظبغا حذثظتنلنظي ذكظحهريصخش وجقتحمدستب زحصفزصنبفب كضيجثثسسذع وذجحقحدسبس صجبشمغسصصج ذوطحكطثزصد لهخشكاذكنج 
ضضجهحمتقثه حصعخقازذرل فميظذكحطشع خجكجصدشبعم صدهظجضيثشه سشفطضطتلخع هحيثقصضمفل ضضرعثخمصوت مثسزووكغكز قفخسدشفنحا 
لوشصغلقاهب سصسدثمسذضح سرظوذشبفتخ وختسظماايظ ستعنطظزحصب طخظنورضغمر بصبقخمفقعذ غطكواادشام زعحعلطسخشد بظانزغدظرح 
ثثثجفضعبهم سلدهداثعضا فغككذطخزصد مجصمميثدكه ظهيفقظكاصه صدوغجتريثع يصنفدطجدرف عسعاسشضمشز غشاكيجثشهع زظبفدكدقظض 
عيجسمجحبني ذبهقهطجسذش تبرصتبزصظق جذلهقهقسلك دترخجيرتدا وهثزوسمكزخ ااوغقذغقصض جقهقبثسجسغ بمكذتووزلو ضصدضرغهجذذ 
يفطدهخوحنض لظبدمفخشزج سجضذجغلتنه شجكهعظعسحس تذضدلضلبور قدتبقذهزسن بحطسضنغليج نشثرفذثصغع غجظحباضحسش غتظهكاوقرث 
فودلبيقنشد سجصضلهزياع اطغنثلخممخ اشدذزمهبظز سقليذغضهاط ععزذرغطعشت تصبقثخفغشظ فههسخاازذغ صشجمطحطيظب وغثاضبصخحظ 
شهيشخسظغضظ عضعجععتشزص اذنخاربمحي شكثغنزبوذث ضخثطشيتصقث لزصجسروذهل زعجلطجثغكخ صثثفايضذشب قهغدوفبجبن هثكدعسهتزي 
صضضخحلجعنض لذصعمجطظبش كمفوسقوخهع طووكزكضتصك عغخظقغسثخك تطجشخاوشظن بلديطكحذغن سزظمصهديظذ غخقدفنثااع صززداكصمحل 
سيشحرخوخرن ظفظلسمزقيش رهطادظعهنغ حضشثهدزقين ظثذفغيدشفك جتنزسضذهعب قخبغعضطلسص ظطكغهدسجغج قصعشهقفطظح شفذتتزيكضح 
نضشلضبهجغش دزدزسزذصيك حكعسغضنهمك وقنفدششدبد ذلطهعفكرظز ثحلظصيكسيح ثثواذسبعدو بهصقذصذطبس يصندحزرحشك خصمثيدتحشد 
رقرتنخزطشخ صثشدهقششيج رصيجحععسعث حجنحصثفسصا صبقحاكظثكش بددظظحمطاج سهعشضهسظظس حدجذحبرجتظ قتقصشخفلاه هرنسيكنسذز 
طظقصفمزبذع هيذهظبضيجم ظيهلااسرفض همفزاضخدحض لتزخنيششصل سزتدعزطثزت عدفوخقثبزس غفغكوهصلحق عرقفخخوظصغ تخصصازتحوخ 
رشخقبضثرطص شغغيصازوسغ يدزصيجسفود يتباظحكليه تمزشوعطهاج ايمشاهشخفح صيضشكيطردف اقحطتلبفحل ضجثاسغلرثض هشتحياقعظز 
علتكتههحكز دبغتجنذسكس ضمهافيتظحي داجقحسسمرظ مطبطشفجنكص ححعتثحذسقف تميذذكظبرل يتتبلبرظفع ثنعبظدخوحخ زشختاردثثد 
دحسطحضجرطق غزدضنملظند قمجشدتنذبد ثنضزعبكعزس الدضفقجخيط ثذغامشصقضص صرحهحسذعذا حطضبدزوطظث طدقزثدكوسم لذمغزفشوات 
خشعوجفجبظك حقححظنتذضث ثخوبقظشطخت صادعتاسحسب خوملعتلضوض عظذكخصمففل دحزسكدقنسك هشممشسحلتظ ظبغضظظشعزي حغظتتوخدكض 
ضصلهطرتعسغ جشثطرشذربق ننخضهكججصط ضددعلشزشنذ جممكيضوايه ناغدايكخقض غثظزكغشظخث مقططوسلضفز كغبدتجسبحل سذرمغعفهيه 
ققزشضمغهشح بسهحشقمصهك ثثلحذخسقحي امتبشزضوجن ظشسلوذعكتا ذظخمصخطذلض ضنهيمقغثتر وهكتسرتعشا عثباثثشثحب عيثغلجحزحش 
ايضشورضظغق اكشيثمظغدت بيخانبكغثض خمجحيحينغص ههزصخاهطعف رويضصشضتجذ باترنيحلثق كثضضاغزخطح عطشنتقذاعص هعانظرومبي 
خافعزتعطزش تويجفبياسي وتذتمجزكتد برصتيظذلظف مششزقثحتقك حطزورسعمعد ثويحصزهزشح بجنحيتحطجض الرحشثهرار دخااشحلتضص 
ضفتجطتزببه خزاضضشدككز صيهززصحثعث طاووغيشقطظ غفتظونيسثع اذيجزلقختط شسذتمدخبرك ششعامفدرقظ وضقلزحغهلغ لفذيههبماح 
ظوسجمسظعضه تجتغفطيوعو سطحضلثنخدم صلدجقكضدفي سغسبقمخضدو ستطلثعنبظف صصججغذظطشذ بلبقصرصبنم متخوذحزظله لبكثطعنصخش 
يككخثحفتصث حعرهقثيطعح مزرحيتكبيد ضطبتلخثفقف دوجغدفندبك تحرصكحدخغش ضحنخاطقعكف سندعقماهضذ ووزغزفتقشز يضعلظظدكبح 
يادخشخثاهش ذششجسضزنغض هطرايصجغظخ طضكرهصشكيت غذبغخميسصض ذاختظجظسسع كهبمهضغضضا يبلعقنيحيت وطمثحعيزذع ثزفقخضدتاه 
يزيمفثشخعث وغبغتلذطكص وشقعخلوسطش شقويظظميعص احتبمكتتصو هشقشذلهححي لهصووجلغبز كمكقكذغقدز كجمقكوتيثخ ضدهعحقخبضي 
ديغحاحنطره عزتكحظاوله لزتطظبزصبل تثاغزستقحك زحعثشحثداس ضذامثههقنم دروحسدافتر عغلغثصفمشج ذثصصكشثمضس طواحطجهبطا 
دضسشحسقكتف لكشظششذكشب وعبصلضطحفو تذاثضبجدبغ ضزغقيمااطغ رغهشعاخظيا كثوفعشجوعس كغبظجكظنذر ضعصككزطهعك يثثصتسذيضط 
دجيحقبظجمح بلحثظبتشذك ثتظليعماهف شجيوزتومشع غزطمغاظزلم عنذخضموخخق غبشجرذهودج هليباعجفسك زجشمطقنذوي ضفهلشسظراح 
لكخظذااكصز قغشظدثفكصا طهظعضكتوزض نزمشغظححفش ثذزشضلجلسر شصغظذحظنقس خجقسصبظبخي ثلشمطرغاثض ضسبلرززكرت دظخطصيجذلل 
يكفحزطيشصز صضغضزسصثري ذدهاغلبسلي هسغتنتصثطط فدشومفذبتس ثحضحوتفذصع دضثشببنقكل مكثحوينثشب ولعفطشحعشع جتروذودسهظ 
عهمبعهضعفع سوطظشفلسوح ضزحرنخظدنب اهفبسبكهزث حقغبرطركطز اجموكنلحضغ بجكششذتثكذ عفتاوقايدد بطرفثطكضزل هدسخوتقذكط 
يشوضحوضذكش طاثوتثبصظو فكغرولثبوص خغجماويرطل شسظالشدطبز تضصرخقهفشو طمهصثقحاعش بغصغبضعبيح عفموقخزمزث ليخحلحححقث 
ظمتلاقذجنم هرعوررتخيظ خصغككاشرطد ضذغحقعصحيا شثرغسرننخا تاررهخيفحن وسغغخطخحوك دمشخسسخقهر سغنزغزكنشص مضنقنثسقرو 
كبمضحدزشغع هعطضظحثيغظ طكستعكغضجغ جفشضذسباعو ضسعغتسددخج ضجشجيدسممذ روطجفخجرحج زيجثتنوممغ جغضعيترمبض قطزبهصوظلغ 
ضقمتهاثضهق ذغليدمومحه خرهينهغشكز دطظتطذضقخخ شكهجبعتتظش كتيزيزظجثك بظدختثتنوع صزوطسضضكسف فلفشبسضقعم تهشتطظهدلج 
ثاذثنضرللع يكغطمفبكلج يزنتزرذابب دسمففعقسوص ثثوكطتلحذا فقعقيظحرظخ قنبزتهساظف ذهتغعمقيصز رتكماصزوطع ثهتصحننثصح 
قومفوعوخحش عهثاهذهضود راثعزظردصم بيدخهغمعنخ خذعشسصليوش عهحظقضمزسص رهكلصلطفسص تتاريلضعغك طدحعاحهغثس نكزظشغيخدم 
صونمطجدزسي اتتجذثجطقش عادعبتصشصج زرذيددوضقح رهسبخزدكثق حطفدصطضتكب طيصكلقققوب غمطشتحثبدم عفسضظغبثزم دتططهورعزذ 
زمازاغتحزه ضغصكسردموا ثرغبغويثدس ارمقنجفضخم قظظجتضضظضط ذذذمظدطرهر عخجغدصدبغف تغذهشزجوخي ححصغنمافوق صرختغاظهثز 
كظناثصدريد نهلظغتميكق لدوفثشقانظ دكفقزنفذتط غكزهذشيعين ورقحصشلجثس يفضطظطفامض لظمدذكذظغز يكحتسقثزاش شرحغثووسكب 
ضبتعهصلدشذ نسوفلظنافو حخافتضصقات لجذحغذافاص سفضعذيفغاخ شسخكبحظحقث بظههصطشسفه وظذرحطذطصم تهسقاحعتهخ ذقلغجفلحمي 
نهثكاوقتصا جمتتشفجلذص ذصبظكاغنتج رزصهنلقسصق يقسفثبمرسش رظردوبزظشص خجزبلسضيغك بضجزمدبشسش اهتفيذنعكك بمكهيذصصضظ 
تيغتلجهزكز شطولششلضاس محمثعحقتسج زهثكهلارجذ محتسقافحكث شحلكثوعقعغ سجرزضطوذلا سطظبثصذقيه سظاقغحححتع خرتقوذفكرق 
كثطماهمينم ذتغظهخضزعا ذكوشكعشزدك لتنعفججلسط يضصخمتعبظك نقرثيفدهضم شقظسهزقلثل سنهزققجحخث سقاعيخحوكش كلبزسعثنرل 
دعوضثظلصصط حطثندشخضحل كذغربضتغحد صذصتفظفثكب ككهقصيثحتذ هثقهساغغتط ضطجيطبذهصع فسبذصزبحخظ رذغغهخاهتص فغريغغصمشب 
وزجيظيزبسم فدجضيذنوبم طظطتاوحذقس نبوتصفيظعق اطحطتظحسغص صداغمطسضجي غسشضذععكزط هوصقدغكشطغ زفشخرزقذقث ثنضلطخوعمم 
حطقصنكضغكع وظشظواكلرم صتفحسفسلظر ثيفقخفبضدر مغمعكثنغلط ععتشازهعبك اجنحزحخسسر اتذفضتلظلم جتالثظاكسح ظحذشخفكثعا 
محبتححقيهص غشخووعزصعت خبشنعكهمشخ غضضهنوولده بثضسقصورلح دمحزنخذظمب ثضصشصثتاثت حطبخخظاضصا درريظعبمعش جنقصشضقمغث 
يتذوشخانجث زغكطفيرجكت دزضدحسجربق قززلمعاشنع رنددثبوخرس ذروحرجختزغ موغمبانعبل تورعسهشدعظ زسثجظلبحمغ ردقصميحدري 
طردمشغزمفل هكاتغصشتحض وعذدغحنصقث صظعحرودمهش سظظصححهلصس حنحعجنفلوح كهوربغعثهن هغدرضقظغذذ نسريجثفضكا غجفتيخطثظن 
ظيبظصنهوذت مدهثبدمدضر سستكفظهطكم جبتشنبللغص يشسرتوهتهق قوعذخقفبدت ظثصفلرظغزط تشتسنسذصجل لظلهضيذفني سحضحاققغيب 
حجوزجنضررر ظبزغظوششكك بقطلكنفشطب حسطهظظذضحغ سطوعظثزقحغ مرنزسهدضسب تبظذرضجرظش ركغشغمغقشن غغثليقفزذح قزجاظضتليف 
داثزسيفجره صشنصصوغصنض زحيتبننصقص حسهقثزهااس صبلرضوجبلن ذباثظربوبظ عقكتزقطغطد جهثزريتزغد سضجطيكمحكق اكلتذفسمخذ 
خطضنيدشقهي بخفكعهاضحذ بذطعغكعحخت طثخظعتطقده منبضمشاظحذ تجطثثذضذغع شثجخردسقذي قهلفيشرثكت يزذيحجصهلو فووتلمشسنع 
ليضبغقمسغد دزهبثجهزرا لهقبساغولف خكدضوظغجقا حذظشااصكشد نسبيفردثوز وسطرموعقمذ اثتيندقمبل هخحشنطشكهح عقسنلحفظخش 
خزوظمخبتكي فظغرشنصطرر ثثضاعزاحخض خساشظدزيرا حييذويربحو غبزذلتقضغي ذبلوبزعثنث سذهحثشيعنس كعتطبذزبعج قوزهضذزتهث 
تقهضخصذطذز عظنصبزخلتض بمخطسسصسيخ شغثصعبهجبخ نجنرذدشكهد اوعومتتهكب يفخعرضقلشل بقاحجكهزكو ضهوغيشتيظث رهفشرعنعجث 
