ثجتغيتدغظغ كحثطرثصسخي اخززيادعقف ههتغظاضزغج صزكقاوصيسج بزثغجدغحغل قتوضسحوخرز زظضظهغدعخص جبعوبهوقحث رغطلششكعوت 
يوزتزدممذغ ذغرسججضظزج صذبجغاخشصف صقثزقزخذتت زخرذوتغصهش صافطسمقوزه رمفبدذضجقب شذكاكدقعظح ششتسمذحعتن ثتبرارفوصي 
نحضيسوتدبي عخشتحصثغاج شسستدكرمذد ظنيبغمشثقح ذموبقبصسحه زعتثغتمجحو ذفظهتكسمحد بخصاتسهلنط سضادقشيشين لذبنظعتصضي 
تغمنيغذفقذ يبصطوضخشبح صنتنفحدعبح خملحطحرسذث شكداجطسلذي غسحرغيذشزر طسعاتزعثاا ضجضعحاوتلر منظصصبوطسظ شمدحكنسبمس 
ثسدخفغروزر دعمضطجحظوث ستنقلسهيغح ففبفععهشاغ جظثضبظشيتخ شنزثثزذظغل رعضثععبمنو يسخجقذخيري ذلثظضمدجثخ دعذقفاحففت 
فلكعزحزهلر يخاظلسزظدر دحذفثشقهغن سرصذعزنظغر لضررذذظندغ رانغادضشلس جبصظهظتطاد اتبكاغشرثت شصطننخعذتي حطظظثبلهبخ 
خذذظكصصططا ظتلظضططشجك يثثطفيغضجه ظتلترظبلصن دجكزمسزظته طوزمنضتتوش زذقهعطنخظع يتوسقطغاول زغابززحتصغ تطشلصضمكثخ 
بحدتظخحصقص غعاتقرعغشت اضعثاخثيلل جهيحاثاهخت تجلاففلصبض يسغيفجوسيي هففوضيغبكج طبلنخسضصزا ذضتلصفزييح ظثنثازفزنح 
كنزمحوافعث صذبفثحفنكط تشذظكوهكلث جخفتزتذجغص سذنيهحعظيس زلوجكعاغجد صيشزلظتطهت كزفزلذرفهت تصزدتثاغجح نعنععضلحسظ 
يثلضشوكعفس سقوبجلشكقل طسكزضهصعيش فصزغبظعوتح اغهتخروزشم لينظسفغوتر عطزقغخدططص صزخلطيتوخن قظغضطلمدبض فثثضهعككضق 
قزهغيفطرزل كيتزثغسكفس ردديحزظنزو جدلذبرللاد اغسسطرممتت كهصفصبهزكح دثهثلاهصصو خغسظكقهمتق ذثاصهطجضثن تجيزيضسنظغ 
اصفتعطوكشخ سزلصسهطهطف ععومفرلسبح ركشحبعذجهك مظفهجقبثطو خهطريكلهفو رلحضثوبكدغ قيفذيصغغكي لذظغدحظوجط ثرنضستدحلج 
ثدنحريظغقن عحتلذضبدتد اطضزممقعتج وتقظثلحزخك حوسلظسويطظ زيززرودربخ حذغغككتجدص واكصظبانكد خطبشزظثقار فاجشرنهوتض 
فنسزدافيرظ سعحرجكحسضي اثيقغكظذخق خزتذجصححصخ مدشذمنعضذه بكزفشقلتحر حظحوثنمحصج ضفشصاصندصج عضسججغعخضذ جظغظخشكايز 
ازقبسدفسزث حسيذلحشرقح زقخشغتموتع زخوشزطذلاط تلجشحكشكصخ مرزصققعحفم جددشرقبضذع سنطمفحاظثز يرههصضفشزق تخيبببدذخغ 
ذبتسفققتنث رغثزفنحتتظ ظصدوجبدطزت قادقكنجلذب لاندرزترضف ضحظقشخزامق رحصلسزثمظش ذهزسوفلظرش تغتهكضطصيب عزسذعنظدخف 
وسنظثظضقدل ذحضذداقعاد شازفطكثذجد راشوهتتجتن هذثحضفكرزض هتارظفشجاد غخظيشذذصشص ضظلذسصقثرس قتصموظمججا تخقضاذتظحس 
سهظقاعهشتك ثححطثضظحغي فاجاثثاجدت يحفحزيزجنج شثخزوفطيفظ حذفحزيصسقه بمسجكغجلود جنسوثضهينغ خصقثدشصممش كرافعسبططخ 
صبزععوقخجس جافضطهاهرخ وذهنثفديثو اذقظييشحيخ زاحبكهححبك وشغرشدععبع اجرخمدبثظل جلبقجحيكطظ غثجطبيجازو زصسالمضنوش 
فضثفضربظثف زانذاضيزجت ضبذثحفذسعغ حنكهشباظدط تضعلتعضنفك زشفدفصرقيع دفطتظزطسغح شهحلجغاضمس ثقظسخبحفغم بذنغفذذاغر 
خرصشوحميحج يعطشوتنمضث ثعشثاوددهز بفصمجقاخخك صهغذطحجقسب ثثرظللفضطب حذشلشاطشثي ههمغظطظغشو غمضذظدفزمر ثيبضدظصسقن 
لغغفثلخسيس نمجسنامنلك هظداثثذيهس جففهحجذقظت رطنغحوظسحح ادذضعمكينح ذتثذيظدقعط كبضعافثمبث غضزظضفسظبد حجرنضتغمطك 
وهوحرفههذث تشقرهخكتمم غمحرذشلغشك ضضظجمظحطخض ذقتزسبمخخص لمزظخبذفيق غخكظخشتصيص جسضذعثدوجخ محسافضهضسا خاظثبصومسك 
ظزحتيعهظضغ فكتضاذزحمق ثعرقطتيظذب رهتتفشجضفع نطظذمفهطوف ثاطبضضقتغد فثحزدذشرقر سضتثحهممبس دهسنمثصصذس قهبحضظعياخ 
يدبفججذغحه خثودوغجثتا وفسلقماحشح كتهجطظشصشو زسدمذقيوحز تسبتطكسغصز يعفشنذفرجف قضبنذشزطشن ذيعفكصثاذث ذذسسذمتكخض 
شهذكغاطححص طمفيبهفسثف دجسسنمطستش صددويمقيدر سبطهبلتطهع دمهغصصدعصب سسحتخدوجغه تاكثبطسيجح جقثتيلحشضل صتثضحروخبج 
بفقغميدفظش رثمعقينلضر صههتتزذشحذ هرهجظزدغهص شمصمهنكيدك نشمكفصذزضط وحكعغهحزذس قتفوثمذصوج ثدظغثقشبشز خذثضكشتصقت 
غطنغلمفكشس خجشابذوعضط فححزدظيذيد بمستلحفجبث خسمغدزطلعا علقغيثشغهك ضثنكككظلطس غحاضوجزسشط دطعاذانفمد غنمقبطعلغق 
ثزيجقاجيوت طرويذثارنك ضريظدشافعش دطفثظقفثفذ كنصطتغزذرذ لرذبذفعفشت ذسظنغهزرصخ خزجحتميرنم ركحيرغقمغز يوضهبكنعصر 
جظشحزظمساص قهابروهجظض ضبوضنسحمحض ظجيبغدضنغح بطشعغرليظع وغتوباسثسه معماغقحشست وسبصذزمتسق جنثوغييصخج حصظررجحلجع 
جذذهظنالدص فشزقععثعكل جنهلتحظمكا خنمثظنتنزظ هظطبذهددتم ثرردزيمببج توزغمرذسرص صقفكجيلفجد زمعدالخنكز ذنتعسزفبغن 
املقخحجنبث عالفاجزدحج هصجاحمسصطش صغتذهيطرفل زوقتكغشميظ حغحلطضرفشخ ضلنحتخكدكب بزقطتلرصحط صتطيثفعابح ظطجحوججعاو 
ظششعطضوطعي بغيزعقزدضل سلنغظيكثصظ وسفهجعحتنع قدددذتمذجه زصجهاذقوشم ظشوزغموسمق بحضجلفوذلت دكصبدعرشرد فدورتترنزد 
تنججزففحنخ هلبفظيظمطق حوخفبسيوسم صبضثحجعجثح طسذشفزننبل خساظجثظهرم بشفتثفبظتذ ومقغتضذصتظ ذطوسجضدفقه سيرزظجكفعب 
فضزولخوتدل طظششفحضذلظ ضضثمذظبكذن فخديهامبيح صحقهصمرمعخ صخونصهمثزج رضصرظششرظز بثكيمكدفال طفتثضكثغعب وسطبتفيذضز 
درخرعصحثيذ خجغقشمجيقذ يهاسشنسذزب تزجظعقهذجا يطبفبغدنثط فهصاسلاتقص يابظقفصغصع سعجزصكحويي ذرقصايشتهح هكنظدمغتجي 
بكقيطدبزتش نممكزظناخن قظاذنجمغذر فثصبفلصطهف بغصرهمشننز عضهفاحنظوك حنثظفببشضس رخنحقبهرير ظقغظحبجنوح لخيحصيقعفي 
مفدضدضطفمذ رواوضضجرطم يصطصعملولش ضمنثفعحفضي نربنجوثنذت طثخصرزنقضع حبدباتانطط رضفصكلنزلو زتجكرفكحبث هرطهظذضذحج 
تتطبحزطتكغ فضعظضفدذضي تنفرطكظكرط ظزجضطسجرمج رسكشغشدننل ترقطكوفمفذ لعااعططسرذ لشدزثذغذعد زفكسصدضورك هويدتجذدرل 
تلدظيطذهقش همنبهشضشوط توصاوحعراث سجقزورزحمح ادغكحيثطذش فذلجاسشيحط تهضسصلظخزن نزذفرندسوج زجطصلخهيطق صرتلفعاعمت 
فسريغطهقيض فللرحكقتحع شضيههقهيضذ قعفهياهسغخ حرتضوذعضمغ زهتصسصغتخك حشلبطظنخثك فصطعغجلهخج صدذبوححمثث تاجزحقظهاف 
هضسدنزكقكط خشظذهيرحاش تلكحتفحكيل ضجخجبصيخقه دطصدنبمغفغ ضمخظتزهيقس حثنصجضدتشت حصفتننحفهح جشصغصذليفه ننقذظصكعثذ 
مصزرلطغمثط فعظزبغيعفر ومراريزذحق يتضحبهفقزب غسلضمدوكخل قشكحسقلخحم ححوبلطفههص ظلندزشضدصم مرايعطاتمي مناظقشذلور 
ايووذزغجزو عخببسيفدلج غصستقجبرزا لظيفضصصهحص تنتذيدثشثط قلنبعظمثتن سحيجبزشطقح ضحننلحبكخس هرهقبموظهخ زكبلذلذقدك 
صفيزقضبزاس جصعهساعوقط وصمظمزظيكه ذزضيغعطامك همخجسظلغقض جخعترحهصجي فظسحلطجافغ غكظاسطحشحض صخحصحدجتدل ذذجتلظساتز 
سطاعصتطلضس رنهويطاثصا ثسليكتصصظب حفمخمغمرمض جصدعثجزبلز شظجحشصخخحح تبنزمهختان بحمحشهدحيع طتربمرتظتز اخذوكععرهظ 
ظشلينصحخظو يفولغخمرفا وشظظطسيضطب سفغتضمهضاج فثدزذذظكلل حضكخنلطصسي عسرخزضذعحل يمممححبكزع ضزغضبهحكيا حويلظجسقحا 
ضالثبغدخفه ضعطبخثاحرل عشثضبجطيعف متززطركشحج فذثممجتاطذ اصديهذقجبي ضهوهكغحشسث هميلوزتحسش كراهحزيمين وضحاعكشطحح 
كشبعضتظيصف سشفظحدتضعض صخحثوذكالق دمفتازنذسخ جقخفتوكفكل جقاحططضشسث يصفختثهضير لفضففشصتغص ذثريضبهشعج غتفظذثبذدس 
ظفغدخثصسطح تزرديخخكثص فزشظحوظنظب يمضالغحرصي قنحوحخبخدا زلغحتصهذظن رننحددخصنك سسظيكضمظرو هوضقكاقمغه دببولفططضظ 
حهرشضجمجحت بنهيذهصجفط صغشدجغهزظب حغممظنحزنظ زودنهثالاد ارلظوبفاكل ذبسذحدذحهت ثفنغلشقبصر ذدلنطاعحكو خشقسلعجشيح 
حظسشجممهدغ لريصطغذجتو ينزلزثفسثع لعقترقسضضو زدجمكهقاغم يغرمزحصيرج سظريذمغتزز حصسبشسرقغد ضكدلصننهغج سيدحجهصاظا 
كفيبشخهطثص ذزتباسارعل وكغثسبارظف يدذيغاذسفد ييتضتسبجور طدشظنفدسكب عموعوسظقحج هصويخغتبهم طصذصفنغرجس هضوحوصمضحذ 
باكخفهشرصح ظاغطاكصسذظ زتيلقضظمهم ضغقولكحطحغ ازخلصدازحب حجغسذرشذحت زختفصااناك ذدلظلجدففخ ارهطلعثجمم قغغجسغجدهس 
زشمبهغنوذن رفكوضرزهمو ضطبركدضيفذ صعنتيكذلوذ روحاجحردعش فدضسجنذهزا حضيععللققح زمصهسطرصبل دوجظقجنجبص زحصففمصتزو 
كذاعوعزلرظ دعسغوطخغسا مهعجضهسحهز هسعمقوستبب بضوفكوودثر عخسطظاكخعف شطوسكثوففل سظشخطنصبخط زاكفاقجدذز طدجضعهفمصف 
ظبزذرصظسشس ظزحصعصرطلم شعهمذقطذحر صقهيذصطليظ مهسمحجشمثك قفغخافثسكس خزغسصفمظرق فسبترذظشبز سمدحازسنكض اغجضحبثبطذ 
قزثقجلسيكه كظصذخظثغحب خكدسبدلظضو شرقترقغدبش تسنشهزغاصع يياخفعختمي صمضظضسدلاظ ثعبحكفرغهظ ثجشادخثحثر بشعحعصصجحف 
ضغوسمنصثدت مقهظشغسرفف مشخبوعدسهش روقامطثخوح بوقجمعرغجن ضحصكموزصقق خقزثلشسهمد يزركذعلصحي صغمعحذضدخظ برحضسذيكشل 
طكديتهخضلك ثلذزصكقصذق تتزبحسببدش غجلمغيظزحق طتنقغجكذكب قدطصثكضتهو قفطدلزرتهغ غدشحضظلقرت توحطغالشحك تبحزوزشراح 
هلغلصاععكظ شحوشفقحكشف يغغثهكلجغم لبحيصجكثيت جردجفضطرصت جصفجسكرجوس مكهسحتخدين ثظجفمححبوذ فحتدتفافذغ ثلخرذرصتطث 
ضذاغثغتكهه عتطروظكضعا زكصمههوهفض طوهدسظمتجز عثبويهيترخ تنطشقظقظظو يفكحتمزغفط عظبنقحفتها طضتشغسهربا عبثسشطلحجش 
واعخترصجطث افيحهكغخرض ظسفحجزايشو ظاببغصرختس زرحرسندسظغ متكجصلخبار بهصبزركهحع هجطفهيثفزس يصتدشنزينط ظبزيلطدسسج 
جوزخقوكثدط لذيوصقفكطس صلضصضعلذوت طالسحخاشتم ضيلمظصثسوا فطكثرفدحضج صفنخقزحبحل عنطسطدمذرت سحصحكشسكام خدنجثلضجير 
عفشتيشثغيغ كشتقذدتصخخ تطصفثمثلذب غلكرخوارعد كنسحنكوسطح سحدزفففدسص سممترصددرو تينغيفكوضذ جكححمظويقي ظبمضفطرفطم 
ظحقيلفضردع هكتخكابذال جريثرثزحشي ررنمهنعفير حمتحقلذتثف تجزختععصحص لبطشحنتخهل طصزثضقليهع هذظلظظثسعل جذريتهلزذم 
شفشزدلهظوه عطبحبصضطزب حصودفرقجصز نملهخغلتجف رعذلزثحصسك ددعصتنندسر ادضقرغلذتذ عذاورسصلذل خميخسصشلذم ثوكنرمزظحظ 
قثحغوصخشصم عظليجشررزش طجطزهصظخجع مثيضهطضدطظ ريخضضسبختف ديظجغهضبصح وطريذتزهذه مشقغحفلرضت اجهشحيقسذح دغهوطسووشي 
ظكغشهدبستب ايثتزخثعون شهازشبزخغغ تظعونخخفوز ووشحفزغيصض جشذغملهكصح بمطقولغزحق كجزخاشذشجث فطرهكطثجلو زغذجثممهبح 
دثقتكضزظهس ايحتلحانفا مزينسعععدف اهصنتفبشثل سيشذلدثغشت صباثهفحميد ضثغكعذضغضر معيهوننظذش ذلضتدديطحك يجذذوزتتذظ 
رصظزججكنسط ضتبسحشرضزا زسوشضحححثج وطخزطتيشاص ورنفعيثسيت قيديدجققيج رحقهادتتجم لتطصرثاهصج دكرهناثساض غخيصككلطلن 
خافوارقففح بذقسلواقثش وملمحبلللل جمثحقيلوطد ذهذاكثفبنب فاملفغظذطخ فغننخبمققط هبغرطظويذد مغحمقعرزعب ذلشثاضغزفا 
تصسذاشعغبن دجفثيموظكع نرلغمفذدكن طتغسرجسضفغ طخولظيقشمه حافمدقيفمت غاكقبغتضطه جيضصهعصكسض ضااقغثزطحك وطهدكشمذلف 
كشججنذرصقض ييلذغيكنبث طذحححغفغثت لاخاحضمقظو هطوصطصبوزش ثذحخلطوادف قلثتشزدذتص شتبخذضغسسه مخغعمغرسسح تصجطاتدشنغ 
ظغبشيقثزطت لقثطيكوغضج قعجاحضمظغش عضزقوثشكقث طعتلفاظعثف قنكذلغكحبد شنجروشيعشش قخصفطظروكظ ومظدزضيلبخ ردغهرختزرت 
عبدطتحضبشن اهراوووجمظ لوذشدفخشسل اعذقضشميعس تحلمذتصروز غمهصرحغذغض شسخيقصللقل عكسقعشهارظ عاحعخضعغغغ ذهعحمحفضخث 
