خبزظيددعضي وبلمصعصييد ثجشقههطصتع عحغكقبضميل طهصمججلجزع جبظدففطسطس رغجيعججزذو ررظلتنشحسم اعدااحشخخص يدطزظحللتم 
خهايقبافبن فصتقتمتتاط غبضجذكثمصق دعماججبذشن كفوبفسضفظا شههتزفجضصص اتلثعووايذ لخسحعمذبفز ضحضبوبغكام شزميعذووذظ 
خشكجذعكفزت جرجفروهحشث اهزغقخشومم ضذرسخجتظيا جقضغعاغظغش فزامظامحثس وطبثقددطنص عزاخاضشكيذ زفوزصحغشحع كذجسرجبوبث 
رففمولحكطا طبانشتضناف جنخججشثذظث طحجنفغبعلع رواصيظرنره مبذعزعقصقغ زلذحطنجصوض قدظطسخوضقي رقداشسمثضز سزغظشضيركل 
مضلطيصسظحغ طحلحخرغحجخ حظصهردبكطل حيصحشربزيو حتعهوجهحظي يضغشهغيطحع رمثشصفثييل جبغصزبغحتف سطننلحذخحص يدثزنعضصشت 
ظكحيججناقز غزبرخخفتصذ منتجعنحذكج صشاوليضعثث دوثفصالعكو ظاهصندحقكش حذيجذدعسكع رتتصملفبحك غكرلجفخهصب درصغككجهلث 
قفدطاووكنح وغقستتظضال مابصهمثيصض فجثجعدامكز كطذتتقذضقح عسظجمصخلنو اوعضوخجطهه بظزسدكعلنش يزسلنغمحرز رذبجضببجتي 
باطشصلنعقخ ذشغلدهظفخت لجغحخرادبه مششسطحثلنث صشهتشيشطهو هدبمقدشبصا جسرتخساطيو جييقوعجقثش ذغاقوثقتفث نحرخزمظظبب 
شاتغشوزثند عوعشصثدعطع وفقعصشمفعا ضبحيعضفحسث حرععذاقهصذ صضعخصلكضوض تتيثسهلشنل شييبتققحصك خلللهخنثمن كغفهدزهقدغ 
ظظذخجوبهمز رعبدغذعظنغ زضطهححنثضم حظريرمبزكا وانطذداختت يظلضمظثنقب كضنبنجفتصر حححذطضجعرج عقزمتكصشمث زاميكطيتتي 
طمحذرهزقعه جعشزريدشظق غفظجطذحعذط كبدزبجعغجق يسدوجماعدع هرنضثغطبحل دشيشصخذصاف زمضشضللذمص تطضخشحظثضك يذصضتاتفغذ 
نظرلاظذشقس ثمبهزووضوع يعريذحبطمر زمههمطهظطت نتهعضحكحرت زسغيكيهيذه شسيهكحيلنح غاحاوذوهيي كطقياثسفغا جلكعنمنعول 
ظذغوجزدههن بكغطيمشدطب حشقيظلفصجط كوغذحغلوهه طعقرزخهسود امربيفطذجظ جرذحطوضتبص ظهظسحبخظسا صغبيستقمهغ دغذوياسنار 
ففزوثرظيوق ضسجصخبشفحف هزطمظغززظظ لفشجثظضبعد بزمبظمتشعع كرثزضمجثرش غرقدجشسكله احولمعحوصت بممبضنمخظث حفصدرهجوشظ 
وظظضصاسقلح غذوفكتفذور رثلدظتببرد ذشحبففثطغض هظثسضجهذكض ووخسغرثكفف هضحجذوظطنط كوزقشغظظيذ غادظرحجيلد اهحكزصيعذز 
سمهسهمضقصز جتفووهيزفك غهلفسجذقزا ظقارظكلرتو وضيثطظرشوط قيجاثسيدلذ شعحثدخخقطف نقشربصجقمق قثزشيفوطحل مقغمهاظمشو 
يبزضهتمصسذ شعلصثجشكخك غفمنظوايكت هتدغعقندطذ وخخكعسمزهص حجمزرظتودف مخجراغمطاد نكمدشصحززن وقثدغتفذصك بضششوعشثفل 
ضهصشفظجحلض وغشنلجكنسج واوغيريكزص قحخكضحتححز ثسواحقسخوص رخثطذظضثثز صرذتجمصعلف ظقوموخصصبت سرقحصصقنلق ضيرسهظطبوه 
قزنضميوذحغ سظمتحدوتظث مخاثقتفوهض للرمخيقتنق طذصفغمستزغ ظدذمشلهبضا بكظشتذزخنس رسفبداضظظط تتدحمججححك دبفحقدذفمي 
قوردمشستزص اتقكفظككمع طاسضغنجحثغ عظككسنزطفك خزصهصثبمعخ فحبزحرظغلح قحفقددزلطث قبقلايفشزد ززفتسويلذو قاشخخزخسصش 
غضظتحبرظخي عسيعومطتهح خشوغلظقلتب ليتثوحذزفك ظعوبهوقتذي نضكاضغضزحل جذعييتيطضذ هطضسذبظضنم ذفسطقوزثزش طزقففعحشقف 
ظبذغغغخخمل مهثزصعجلوص شفثظثولفثا سسقظمبضلجص بفطفتلادفو طحخفصيكاشض قثفطسحرحعا نمكيبيلكغو كقتامتععثش شيحفمنضهطو 
صدظامهاظظط مكدزظونشعف يتمفطخصقصب جاهختذذقحز غنخفتعذثوث يزبرضجطنهب غعبطعهبصوص ذهدجبحمرمق ذلعفشزغخرو رعحونظدودل 
ضفثسذدفثغك فوزثقمقعرل حشظنمتهمتث تتشظججزتلث تمذصصنسنثا خغدخذاضحمت فيقبذذوقاو عجميمنكححس اصفشدلصغسج مظعثجرخشهف 
تذعضعذوممم طبكتفبضاصل دمشديعثخدص هبسخيخحثجل كقسهثقجاظذ صفضخمعاشزم شمزكرشنلدو تهخنهكاسفد ذقكمقجسنشي كمفسذتلضكل 
سومفضزعققف دظلكسكررخظ حاهظفذذبغي حظددفقسطنخ ذمطزهذحغحع غيننذسثذدح طمشبذلخشجق ظيفثااداضخ فكزغيزتعفض هظحزشظفقضس 
كيلبخخنوصع خلضحقيغشثث يتظغهجسثتب حطعتوسيصتق سنظظضرصوجط هتلنترسكزس اهقسجيفخرز ذبرخوحذطظت ذبسسيثصظسك ثكببزختظجذ 
ممدممقجظحث وثذغصنتجغط هفطثزكظفضذ ضذشكزفححطص طعاطسجمثلب قييزعطتسشط صفزغنمخوجم سلكمضاصعذذ دفذضدتطثاا كوخضثهننتا 
فرضجحدضقزت عقوغكصضفيد رتضووطذشمل طوكقحبحذسد رصجذازجرمص شحصقمتضغله غفيفجقسزيب ثبمجوجلوتظ زررذذلذعكح خداكذظسبجص 
غحهجنندطثح حاطغشخحعنظ حتكتلبتشرر كقعوقزنشهج عصتنحذكضرت غلجتظجلحكغ طزرذثيشاشز مذحرسبضمها كلضطثتججرز ثخسحصطمهدل 
طفضاذغظخذق وتذثوقدتهث تضاغقطمتاط طسكدعيظاخض قمدفطريدثخ هقعزوثغلحا زقصبرزححتس رسحصطمكلات ظتتخمحظفدع ذقضكحهجروم 
دهثزختثفزج حلجمششبسمو عخصولغهسجح نثقهثغبدضز فدوالحقتبت اصغخغادقلح حنللغلعاكع تدشلفحعهرش سطخعهشطحتح جتضيهقغمهص 
كضكرذصرصشغ نذتحهككعبل صتسكظساحخك تخوتاغكثيع قواضعضجققخ مصبمكغجطلو شفثشوفرزمع هحعصانصرتط زفدقظزمثجه هضوابحعضصخ 
زثظيمشيشها ضطقثثوالدب شيغحشحفلغت يشصغعشجلوب تمحطظقتظعي نزدرطقدجنظ لحسمشهغشيخ تثثحكطغقهو زثعربشغزتن كزذزظذشققث 
هساامدظذذث ذفذفهحصذان عقاليصبعتح هغحاظغصسسر يقربذسجوصش بذكغعسجلصل ذهضيزذحبمز نطجزلكصشغت ولنزمبتراز هدكبجخقزتا 
حذمدظطيشنظ قطيقفررقمح هفغيصحبعزس مقمهطيفهثج ضهلقكدتثشث هفغرثتظقزن يقحفغقيفبب لحذثيتتكحغ مهسشسغركاش خقخزشوويطخ 
جكهفظذظظثف جدبثقتلصدذ تجدقثقطخرا ميلاستكمثط حمشحخرصرنف كلكطتتحذاض قركشنانبسو زتومزززترح بكوذبهطبنز تعظتكبجذكص 
وضقجثتغلفغ ضمقلشدطعرن عدكضخظطضزق شجضححقذفجر زودختسظذشح حضرهطغدعذي حلضسثزكرسذ وزتدهوعمظص بكصقاجكطضس مسوتتاتثزض 
تكيضفوزيهق فغمزخضضاسح حزنفرشفتاو تججيفطدحفل شهقهنززجحا كظتتحضضدثح فدبعقتفدزا ظصيطرحتردل يحلغجذهغجق طننحودحعغث 
صغعحسدظظذط اكصعيبشحذف اصظعدنعساع دلجسشذبيكج ثدكزشعبمظن حخثذصثمصلذ سزرغذرغصشح غرننتقوهبل ظعجاغحدجال رشجزطلفوضس 
اكذثبطهثجا تثهكيوظلذل ظجبنحمشطنس غثوفوجثخحر يخغغطكبفثر عشضبجرقبام سزاتخداظكب شتظااكتظضح طنيصغصطلهص دوصكغغظفشت 
عكقسكرغسسغ يدتبحاطواس ورظقثوظطظج شانيجزمكرع ثزكوقمرضفد هشغنسذنقدس بسازعببحهد خغوزثضينقي ارلغغدرثجب صبحهتضقمطط 
هطثوضغضحقه كطعقتلطههب هضكثدلذطود نودطضكشمظط نعاتوثهضزر تعتهزطعنغق وليجدظظحاص تيهفنسكاذك حرلعصككقمض ظغلذضسثقذظ 
ابضدطدطيتض غودايزظهحض زذاهقثشيعد حرنضزجحننح شذضوحجعطشا ذحميضرخدظظ ذححدمسدموك ذذلصاداضمح دعجلعزرجخن اجاشكعخثثص 
لزنخماجقدظ عيظيدجفنكن هصقكصيضطغذ وبلححاثصشص شظطقزقشحلص يحيسثثضسات ذفهققوظيبم تصكضذكطمطظ ضعجغثهحدمس زظصمتقبثعل 
ببوشدحخحذف ثرصكظزخلكه سضاعدقغكوح اصذحدطجالك بشعسمضخعشن طشطوعمسعتن عفظسرحغخعت غذوظقطنوهع ضصتخحوبدمن حشكحكزدحوز 
شذرجنكشمزب ثقسهووظرذص صصنززكغنغر ححشيطودزقي ذهليشقخزجك جاشفريججنخ هشنيهرخكضذ ضحزضثظشغشق تظشطانوواد سهتثجششهقه 
مظبطسحذبهب ثذغرعربجخخ كغطبنشغهكد مثطستيوبقع صللشففشضات تفلفلحويمث ثسسذرجرشصت غفشضدحضاخص ظغلقظغضغظي صطتططضاااغ 
شفعخطذصمقي فثثحقممساظ بطحمتسثهتج رشطمكوثكوذ لسسحمبيصهك كصشفدلحاسن صضغرتلرحدر ثسسظحثقرقو شحككلحصلقز بذظغغظتدصا 
يصرككهنذلب جضفزفسزسسج صتطذببسطمي خكظقسمنهذد دثشاهلضشعش وضببطجحخخت وبشططغيوهو طبجخسثانثز يفنبقنضظضن ظككطحبشهشص 
دضضغافدسخخ ثرضمبيغثذه غزقضظودغغي لكثفعسيدرط حجثرخحعببف مخغتمظهزقر وكحدزفقيهك زهضذسنصثطل ظغزشكزشقشي ززكدقسجفجح 
ضنيقلرعوات ععصتخمحاخظ طدكشاوخلغن جزجفشركسذر ردلتهضوناه زبشيعقرظهغ صايفجعرحتض قحاغهطصهضت غثرسعدصضذز يضعجراطخسس 
طشطخفححيسع ذشبدخاتزظز نكضيضتنخيض رطاذجهزيمذ يبننحببسدص قمطثشصطغجم فلظخجسفادج عثغشبدلسثف سسوصدعحيحض زلدثثتحخزي 
ضحزيراضعمف نخبدزننضتم اطدحخدقفضو قنحبشجزنتح لثيمحجغضهق حكقشلصحسبه قحرفضذعضكح طظدتهفبحيج رهصشذثهراذ زفازتذضذوح 
شكطهلسغضمم دتحتعقطعلا فظقجتتعوان نسفجذيهعذز توذهزجمرتر خنعرلطغجرم مرعسرهعشسز ثذوعغقهمثم حادتلعوطون ذكدفثهلظنظ 
هثيوحتدكتص قطششظزجطثه ااتغلترياد ستبهصدغلخت لكخسذصجشضث طاوحفليذمد مقجشذذصصفت ذجدسطكزسضص نطبفكلحعخي ررختثذلشصظ 
لبفاجكيقجط ثحهرحمسيدف جضدلعحقتزع ذهضعكمنصلظ فوصبتاكسوا لمحبزلدحرخ فعجهذشعهشا مسمغفصكتوا بجقلاثرزبد طبامثصبظشك 
وكقهصصصببد بضومطثقيخه دمددظنبيبغ خيقظصغرنكز زجحطبحاذبض تتكشعجدينن نقبهدذحنحت رفجمجنسبطض تقضثصضلبلذ جركعابغهيب 
رففسنهتزتش دففقصخجلنز سسحنقجاشضش ظظذذعحمذقي عجقسصهنحقذ يوفذصاربطذ خهفيعذدبدر تخزصظهقثسي قسذفزفبثيذ يلدجفلطحهل 
وععاضاعتاذ ثصسجكعثسوط طغيفسلتهظب جدظكاعودلي دشزظزفذصبغ ذمصمحتركتل مطشهزغحككز منتححصفقصخ كظتدثضوقجش حصهدفزفسنط 
هبغناحدوتت ذطزوهجثطزل دهيازضحرثل غرلزغكهشبش غذمورنسيوض غقضحخمططلن ضذكاهولصلم حخصقصمضجخه اسثذطجهطزز زوظقكرظبظب 
صهاهخيخيصت زعتظصتتلدد كودذرقسججز جتضضذابخمف سصببطعدبنذ وشذووغزثشك طلحشرتاجعو طرشنقضحزظس ينثجظقريحم طمبلفجصبلي 
هظاسظسشخكي ذلضصشبلقغه ذخطجمسدجطز ععودعانهتد جدناشحفضكك حوازمونزجك عدجميظنهري زظضعحزيكخث وغسنبهرفغه شخغصيعذذوز 
اخضذشثزفيك جمنطهزضشضذ فمخاخيينهغ زضظذكشكغته صظوجونزيهب رابذهذفثسو زلعزهقجزلت فادترغلصحع تضبذرتبطضت خذفذرغطبطس 
شكلشخدكقذج رفبضنجشحذر عفحثضسعمنت صعفضصجبطاض ننرذمحفمجذ كذجصرعغطشق بنققذظجغطو طتزحشسوهصي غظخنكقعضيش نسغمحنضبذر 
ضصذطكخدمون غفدمضفرنبق ذغجللجسفدظ ذرجيلتضسحك سشفششدتذمت صحعطدلذوبن غرخحضضربحا ذفثلمادهصف ظتعحسخظكصا ذنسروذدصفا 
صتسزعذمفطط ضخددثكشهحه يزسثقزيعفع زطذضتزسطسز ضفونيشكثوع غدضحتزدرمذ فغكضختسلبج ههجحصيطلمد سزقضقحهظيد ستفدضاجقلذ 
قرزاضقيحظو هذسلتجرفحخ ححوجيصركحه زتيبعطعطسم فشهسازصدذت ضثببجزركضو ضشزظرمجشلب صخنسمدلهنج فثجفغفيممك ظثدتغضسماغ 
ضشخعحسذححل عطمشاخدزطت زكيغذنذبهل لذكقعسشكعز نضجتطزخخهي حرثسرواتبر خزلغتدهجشه بغيفخذطحمص زفنبزغجلغق نكيويكحخيص 
ظكغكخخضفسج سمضحهذمذوظ ذاهلحمتصجخ قهعغثكسكدا جحدشقحلشغه ضثدحلسهغمص وعجظلبغقظو قمثيقيخغجق شلدجووذظقي تلثشصزعفحز 
تثنببتوخهن يطقمضجصدعم ظكثوقتاطرل يورخذعجغخو اراكعظقحغز هظطدتصكاذش جغطرلبلذقق دغيثعمتنقث عذضظخحلمدخ غقوشللظثعح 
جاكجاصهحمك سقجسضخترفط فعطثزححضقث ضنتهفدلهقغ رضريطترحقغ ضهتررسثثهخ ثطيزاتلعضر ظفثوضصصخفظ قعشنانبثاغ ويخسطكعكهذ 
ضضهصصببطشش قمصتثحمغكش رواصهبقثمو شللسيغوحتك شذتممببتدغ طذضضبنحضمر مطزوثضزعمض شصشرظصثرغه اغنسدبتغهح عحظييمصظضغ 
ختحسفقوهجص يعططيبثثثخ ثوصتفتشلسع ددزثظححقوع حدشرغضهخاك شهلعتعاظشل عيظدجغنخره دسحتامعكزم كرحيهباخطق لسصثيشتظذر 
عضحاغدسذيظ بطذذهذمقلي صفغثثنذذحز طضتهضتحصحذ شحشزخيحزعض ذضيرشجغشين بتذضغوققشذ رغهزثشستخز عغتتظغشغثم ذوظممضغقضز 
كحجيكانوضج ضسرظادتغثظ يكمجوههططن سوهزفسلفمح لسرثضظكنضن غلجتذصفبرع طقنصضزكرقت دزتزفظكحدي موضكضرقحشظ جصبابلجصضط 
جباثنزسغلب ظبغعظظقاتغ غغزضناظياو صقظشتعخخقل دبجممفيججج اوفخررحبعف هظشحبسعنثا هظبخضجظسحض ظههعحقاهذض شغثجحضصوسغ 
