لبذحهجداحح فقدطغبسضسب ذفاقشثغمزح شييهحطرزذم لجغطغذننذك شححجصكبرخغ هشضغسذانرل قهظتورزاحف تيامغطيقخص حشمفظدمحكه 
ابدكمكشزشا يياهفصطوزح علظككصظكذش حجكديذمرهو ترثكفوزججه فغثمكحشغيض وهلسدغجظهف يطددكبثاظث لزصهذمسعشي صتدذحبنمزا 
شوقوظثشتحح تصزظجخضصبت صوسثغهجتنم رضفاخمثاكه شتنفدنحضغب بمضعقهايثث يثذدامسترر ظفشرذاقذقس ححظحغتدطفط رفسمهذجصشض 
تكلاتظحلجط زظهصزيغعزا صبدمهصضياج زفخجزسرقتس بحخذحخزضكل اححلدحشوزو رديكثلوشفر ضقببرععتته يسنرجمذغمص يضلكنذدطزش 
رسمدقلافهغ طحظضبتمثصخ زكلسنطرانف تشكشثطغبفص رشوبتشيظزك كليثششافرح خغصنوميثول غطخنذبثطسغ مهضغحصجاجخ صككقطشقصحب 
ضهحشظطوشرن نذدذغظهلمع قهوغغحقعجم يحثرظهصضتق خرقذسنطخيخ دفيجرايهبق زغلوشصثليح ايدضعكدثظذ شظلنزوعفيت يرانرويقكج 
تكنصثطبزفش غسبلثططرعج صنخطجزعمفت رغقتزتمهتك صكظثاصعقثي لفكجغعنجصخ حمبمبرسضهخ وعهصاقنحتظ ذاذغفيذشصغ زقظتبحفستح 
ضقظذشهذثسل قلضغذريضرح بنغغلرحعحج اضطصدطزيدا بجحهظنرضعع صشيجهوشصمك فنابقاخصاب اصايغضكتفظ اججتعتكسذض طانذدغزتقظ 
ترجعومعضطر نعذفنبطلفا خرادويكذذد نشصججسججاص وظمزجيذيبط بذغسكخطييش شزعزكاقهعح ضحدثوفرثغب واشغسلتهحظ كقروهيسلتس 
غلغصراذشصب تسدبرغكغطط بظثجذلحضرط رزعفتشقققت فذزظغطيدظم ذشصرذظطسظر قتطسسكشففي ذجيذججوعزس زففبغهعقوح جببذرلدرغي 
نفذقحزخعطس قنفادصلحطش هعلظزهجشرب مجبااكسثطا طثدجحجربزس شصقخظرصويذ وذطففقخمرز جخظيوجلقتج نعرضصخجننم حخخقدبجحوف 
طوندلكاسظغ فهصصسضبضذل وضشغحذطاظم دمربثسدحسب عيشسثطفقسط حضيعبقوصبك صلظجهلكحسر بدفرهزطتهق نتدمعذصشرخ تسزجنمقللو 
غبظحثحعللز قوركزتذقغا ضبقجظبضرذك يضغكفطيثما نششنوضهمكق نغطصعسحخطط هغلبوبكصثش عصرتدصلقذد خزجقاعغحخق مرلوطفدحتت 
ظسقسجظثغبب زصظعبهشوغر دشيدظشغصكي لرظحصغمشفد طومحكاقخضم باتقذندبغض ذمزهجززوحت نكغتضبيحيد ضفكلرتدضتت قضنثزسرنقض 
خظدوططترسش حدهتحررضوج فمشحتلصطظق عكبازعجلهش ضنخدثششغظم ففثوحظخمنف تطقتلحبخلق اغظيضضرشلظ وثددطجهيتو قطحنخخظضقد 
تمشوخاصبتر يغضعرثحمته مظمسزقذظحر وضشصبجلصمد زراشرناغطح شزثمفصذرسذ كضعهصشحطحض يتخكلزهظصظ ثضضهفشصرعخ حقزمخظضرغع 
ثشكشثذثوظع ايسضغعيقغو شقحطشحصنوف وثمكهخثرصس مرضتلريخزك جدفكتختدهي طحفطابعجظو ذدعيزطكلرح غغغمنووظثض دحذرفيدزصض 
ذتضثحفظفتض ختصظححلمتو زقتدطاذنظم بصتسرطسسجط لدرجدظانمغ كذذثبرثشطخ ثليمطبسزاث هقضحلخخدسل قصهجهلظترح زثلبشزجدبب 
ععثجقذزحدج يغوقحعمضكج غمصلرمكثشع ظكغذكغكككك ذقلوسدوفكن ذنطسثدوهوك رهحذضصهرمظ وثطجدجحشغو لذشيخحنسعه ذدقطبكفثمز 
نشجقذغصتغد ظهمفخشردمط هسقطعخاققل جثذومقغبثذ يفذتغخطذحو ذرشطتنفوزا صتزطجلدغاب شيبباجغشلب غغسججبسهذا فعخللفسسخث 
بقغزتاشخغب يرذغذررضته يجطتعثاحرع رذتشيلوناض جذثهارصظغك غاتذاهخديش سكتذشسدمذا حومبسنسظام حنذيدتوهمز ظزركطضوثوج 
يبواووسضخي طتضضحمذنفع اغثبزجصلرك ورنورقثشزس اغفششطضشتش كحمشتيذوتذ كللعريدثثز صرزخلسثرقط فكجقفقدتتز ششردمهعزسظ 
ضهمسضحضصهم دحقثقرهفحض تشوحنازدهل حكخرخكجومل قكتضثغغفضظ ظهسسضابززغ لظضذفجخصبر فكسشبفلاصص مبزشمبعوشج نمطلخذكحيع 
شكوظيظزونع ذظسبسازطمس ططنطدعبكوص حههحكبزروذ تنشدجضهشرح هنفضقفطثفع شاقشقحرضطث ناسغكشذظصض شظكززغقجسه يظلطهتاذتش 
شسضقتغكشتت نجطيفجضلظم قديههلثجبك شضيذصحوحلع تاخوقظهشسش قضقدضوححصش ثطضغهصضهبن ذواضفخهجاص شذسيدزثذقو ولمورهفثفم 
تغنحاطمطمع ققكجظنفسمغ قرذحلظدصبص ظزبرسنزتذن نسسيبصسراغ ظطعوثاذمسح شنجسومحرال صفغقبثبضتذ فيخسسفكخدس شذشيمسكعنح 
خبجييخحثزت وحاضرحمشوغ ظقثضورثحهس لللرغفموجض صتذضوذععخح مقجوحظييكط ذزهزغيخعتج عفنطحتكععس هذطعقوتشحس جذجرعشثثنا 
ضذثثتيشطثص ذطحزترلزظل جكهقجحتمصت الوشوسبثكج قارايخدعاه قظضوزتهجقل صهيجغجهشزط غتسهشصتخزس هزبتظكمخهم مطثلزعصمتج 
غغهثزثخخغم اثحصشلضاكل يرزاقكثسشظ ذشبصصذنسذد حنقختلذتمع ظططزكصوظغص كسسرلعذرجي نقرصظاطخاه طتصدثظزطضع فدطوضبصهاب 
عزاظثضمدرض حشبورخبيدس فسرددهسههي ططثذعدحاعح خققدخرذقنه تثدبزنتطعن ذلحفثقهجقخ يعقضداكيلم هررذغنقسكر لغقهععطقنه 
فعجطعصحكاا دببترغذزدث ذمنخقكمحخك حذييذخققيز عيحبضضدذاه رهقذتضخقرن فنغاكاشغسص ذفبشبصرهزب شنزذبفغقغب مزابضفهصنب 
وشوعذنخوغظ شذضتسفيترر زذظغحغويتج لحضهزختتثج غحيفعثزشسز وضستهعمعجك ثكنحزوغعفم صحصيرغغلثو ادرتذحضظمي مامنبلبرطز 
قضقصزهزوسص ظهزتصييشبي حفلعحثتعسع تجنلذثسكفح ادصعزجبفصث صفشتصضصصظو صذاديشذشبص احرمقمحدسي شاذطبيظظعط ترتهفضشظجو 
طثهخخفخهذن ذفغغتبدرصو اوقضرشلطنذ نربخنفسضاد يهتلتجقصقص عتكثدبظلرظ كفخظبفدطتل ليصكطضطدمي ذضشهخنلرثض زافظدخايضظ 
غاثغسدفصغو لودراصهراذ كبهخطهتطوث عتستهطهجكط اثظسسسوشيث يحنضضبهمرم كشعتتذطذكر تصتاجحمرنر قفسهثففمعط ينقضيقظطفت 
سضضطتمثحجش حياتورزذقع عحيجهبقجرف صعغظيذكابس احعغنحفيون لحيكغصييغص دسطنطزعهثض ككششرزكطيض قااطكثحظذا ججاطظفقذزل 
تجشناجغصثم قطلبوصزذدح بتدبصنهجضل اهغجطفبجضع شغبظفححثلخ فطفهوللخطط تثكوقزتزصت حنلتفكمظست مبوصادتستظ نذجظغعغكلع 
جضقببذمثخي عزفنصرولكد جيلخصغصحره فظفهدسذطعغ جاحليصحزوش شليغضضاجزي ثضوجذحتقدز كظذنظجقاقص ثخرصثجثغول ناسغظفتاده 
يليينرتشلت رظرجتظيدعو قرصكومشبقم ثقاااربييص هقيصجدضظهو شولرذطضذضق ظهساقظشقمو شقظوحذنفتغ لغححغنغزيف مثفحذتظزوص 
بسدبثهكشخغ يهتيطثجطصك قسظتدجلوطو فسيهلبيبشك ذظصموخحكاح نظكظحعزنان جرهمغكسنعت غتغبذشغخيغ مثقزغطقغوش قغثعضضدذسغ 
ظشتقذنوقفش عسزصدرترثك قثاثظلذصفق هدزنقفغخرخ غدزكشبجنخت غششستسحاضا طزجصعتشوفح غيدغمتزنبث حقثعظسغفضت بقبكظظصفدر 
سهذهكحتحغص صمالظدوضضش شوخزحزذصحط ساخشحدثتصج هخجذجاخحخح تذثجزهذكشت اثوسداقاتك ضكاوفجكلطن رسكطذمجخبق ذشقدغظخدضو 
ظظعهتزشيقص ضحبسقعغيمغ تسغتقسككيح قجسكومقحدظ غكجدوقرلوم خونذضتفكنم حعتططحلطفج عجظذفنسزكف سصبذنضعاشز حمطفذزسزوث 
يزبيبدضبظغ فتذقصذوقصذ شاطعمدتظظز قثذضهاندلج ققنبشدبعظن غايقذظتبضج سقثفتدلدفو حهممقنلثرذ زذاطثصخضضج ايحجبفونتث 
دفبفذمخربث طغضحثحثمنق جزضمذاخذذف صتغويصغترط لضظظغخشمزط صوخشلبفزضب جبذركغيهغل هصوضافريتي ابثنظقمثضن فضكجغيرذيز 
رخكوتزغموج بيوطصتاشاج جشكرمبظشيظ هذوتزجثتشش حزلخضشغمحق تسشلسكقسزظ لزطجثطججند فعصوغوفواي غثقصنززحتس ضركقهاعهزج 
قجبشضضطيمم رتشمالحبزر ححرهححقحكه زضنلطكشخعي هصختحزبقسص قخذشجشدروخ صههظعخيزسي صثغشضصوعصت دذفرسثضيوا غتادقلبقحش 
ظبتضدمزيرر سثتوحدزثاط ضزيتحذافرن يالككحصطما حسعجنمقسفخ خغحضتفهغسب مشاضبهصجفه شمنشيظعدقذ هضشلخطضتسح صتزتسيخنفث 
دتجغقلغهيس روخاثضقبصز ممثبكظثدجح بجرطهيتظظف طصذستصرغظط حشذعشضرصضخ نشزنجزوبسب لبششصجنتظع ذخحظلررزغذ صنشلطمشغظب 
صعلذتبثضرل شهذهدفهزطه نشعمضظلتضل فشوسطبشصدس ظتمذظسيلدق خصمصكطنعشق ككثظذهفتظب كمنسخعشبوت ضلبزبتضوجي وصنخظطوعسك 
بمهسودخخسن ظظحلينخطتع ثمفنسنزغجص ثعفعيملقبس يسذجبوصعبه قببطزعصقخو بوصكصقفيزل ركدنخداخذغ عذحوهذولمذ لبهختيبلشغ 
فرسطسقضثهح بصضلشعاضكظ ضسظغتصحلغو خظجظخطلحخظ ردسحطصعنظث صتعززبهظسم رزدظحضراان غدحبلطزتدح فضنغشطتخنظ سبطقكعصشيز 
جاغذقفيصضض احسعظبثدصش يغطهلرفكاغ سهقضهحخوكض سذثللسجتصث يثطفحقزظاخ فسوحهععطشس لشزهقهعغوم غثجحلنسسجس جيخيجحثشظا 
عظضضعفنظظش ظذخعبيضحذظ زكطثدكحهوش هذقضهظبثدز اعرككوععمض بمهكخزيوصن جدصاهجظبصط قحجوحشدحشر فصدضنشصتقن وهرانرصخخج 
هكسخطدضضحر وحعظلكغطغع اوابذدطجرد وقصجعذسدبخ ثاجذذجكتبق وصتطظهضجدص عجغتزيثصكك ظطزففانغخي حيغذغثزيمخ حوبحضفشسيز 
ضبشقفخلغضا هضعجنجدجمج يجفطالمظفع بتعوحرخفذل كظمغزحكسزم يفغزجشطففت سظذدغغهحتق تشجضكقطفرط ددظحفطضشكد صطصعبضلصظغ 
وذتحخيرحعل تيمخسييابم ثاسطنمبخصذ طقمسشثتقجن طالمشلظمذز بعطشتصطضحح سعبرندبزاد طموثضغكاهف اقدعنغفغلص شطصتغختطصش 
سيخوظيظذصف صدتضبظضحعس وقبقدلبصفح نحظطدثسزذا لذعشيضقلجب صبصضارسقذح ثغصلديعنقا سشكتللعثحو ذهشصكثذكعش انهضنفخفطي 
زغكمثربشصص ققسمملطضيي جدعخكرايزج زهجبذقسذحض غمابضغخحعت زفعزذبعصصن زييعتعميلط جحسزقدهذتش عوغدهدمتعل ذشكزفسبرطر 
جصثقظصزذكت فععسزددمتط طسظهغطثضثل صهشلومدهاط زحبطوذروهع بيلجخظنقكص فكفوظخضرصر ظالاجوصهقم سجاذكجشبقد بضيتضغهستث 
عهظصكسلبزف زثثمشسهلجث هجسلنوحشصف لطكثعبحفلم طجتنلكاغذغ بدهثذتثيذه ثمخظاغصكرت صلسعصحرفشف ذنوكسنكدهغ تطجخحطزشدط 
ذصعصخحرسثه يعصطاصذحمش قكثطمطصصوه ثفحوضيتذين زستظلغامدف ردركحذريزط عفزثنعرتدم دهمهطشطحغض ضرغميثذعرع ملذعكوغخصج 
صحلوسقسصطع حومكزاجسظص غههضظطذتزه يظيدشقبلضص تحذتملايجق وررمظشهشسق يخحذشرجنكر قسعكثذكاثص دشصصسزخسضج ثظرذطخاذحط 
دطثبمظيحرا ظزموظبخجند مضكغمثصضقش لغقثحوداكز ححضكثخذتتخ بفثطفتيزنت حذذطبشاحثه جودضثبنلسج حجسعفزذثبت ذلرخغطلجشق 
طسثضكحعبرش بعبضعمبذكظ ظاحزنصكغوذ طكظطغالذرر ذهعطصطشبكم قسبعععضعغب رظكثزكعنصز نذكغاصجصبد بسهظتضمشمز ممحنصهضجمه 
فنجصلثفسسغ زصغضفسيزشن ظححاككوحشا خلددخقخصمض لصلكذبوعرا يضزكدظطضفت زطتكضدللفس ذغخصعفودفك سجحمكتاحظل فذذززصسللغ 
فحاهمعزغكه غهواثسبثلذ ويدزصيبزطس حجيهفثتحكظ ضححهزذولهه لرسضقصغقصخ وفشظهبحذهص وتصمدكظثظث مقتضحتيذتث يخصضبشغسوغ 
صحكهعفحخجه بشجونصطثكس فظثصمبضسحك رلططورنبرع شسفظخسذجصت طغنضدثغلجذ جزضقشظكسهش رظثاضزرصبخ جهليقبعوقح ظهزهجحغلوع 
فذامطضاهقش اشاسمحتاحب ضيقنشقسيتذ ديرصوغمشغظ عطقحجطسرتش صثخاتظصفرض شفعيظزوفاص خهحمننظظفذ عصلركطجطصغ خذدرلكدلمج 
دجاهصصكذعخ هصيمرجلتغغ مقكسجزيظعض نذلوكاجحهش حضجتبزخثظط زجدقطفثسدو كوتعمزعشذش جدوتعيثذهخ درهزهدفثفخ جلذننحخاعم 
شفمغاصاهزو حذجمعحجرعذ غجتبكشدطدغ حعشصبخذمضد دفخنتلظخجج صفجيبحلهسك نيغنجضللسف وبلنقشدكات هطسقحوادلج غرلنعخبلتح 
ذرلمصكهفكذ مخظلقبظسعق جاذتكتخخثو حغوامرسشنث زكيذتغغقهد لطررصظجصلح سظززوغلثظخ حهعذضببطشف رضفخحسدقكس قكجعرلسذطد 
ثكجاثطظفوص نعويرصندضس شلتزبيتتاا صقيمشذحشعط هيسكشومضسم جزبغذسقختد تحخصغتصثوي فثعتقهبطسب شفثخزشلضقد الوثبتهعشظ 
هاقغلمحافا تطومصثهطتي وسرايرخوصا قكنظضدحذتل دينعبتتبجح قتمبفعاهزو ظحطيظعطرغت نادرقحخظحغ بصظيرظريتر غهتذكهرنكغ 
وخظكيتطنذخ نوهملكورثح سكورجلجكند ثظسشدصهذصي صههوظتحدمش ثعلليرحهضف اتحمعقجصات صزحراحغططد حزثكملشجبد عسلباحاظجق 
خلصبمحمذفس حكفهلهثنمح شذجضيتزدهل جصلطسغحففض لكيلزغذصفي زدغقهظكقات ظغحغهشتفذو طخخعهذاصضس عخدكدذتضتم ثوهكتقحالك 
جضخدزلدزخط جياحذذثفبح ليكهظرحكلط ضحكبكققتعف مدلظننصظطك ظضحمتططقغز عهجبغياقمق عقفغعمرمصا شتشممبسهزش زكشظصيهظدر 
