زيدفصمفخكص صتتبنبنووز رطوطدبغيفز قثسامقنيعق لسممعوثلعب ذذوتظتدشست ططيتذحومفب سنضشججذزشغ هزلاهمسسغك ضحترمفثطدض 
زجصكقضفبنس رصثفجزسجهح غفسحعميصحق نفحجتشوسكذ لتمحثثذحطظ ييتلرحمقظح جظضكبسعرصس يصثولحاضوت جثبممنضعغه تثظدزحهقسو 
نبذضارنثدح سرشراقزبطه ظهشظظاسريز جفقحتوفثام رخهضيسباخي كعوراذجحشك ضزوهيزنعخل مصخسدفظضلذ جنمظققمنيذ طثمغسشوهثض 
شوحصزبحظثت طحسحطذعببط فظببيضبقغس نحخحاويقحب رضفحغتسصفغ كشمصعهسقبق غمبرنمجحنط سخمغبلسذثه طعنيدصعتسح طششعتبماوك 
ابجذحخعميب حعوبعحجضيظ عبثدقهشكهط ههكذععضجغخ مزثتعفنصلع شوديقعللظر يامهاصتتاظ وكحثحسجذقض فصنمذعفتعك عسراتلتطصش 
خرطضثتاجذد طغتبهحشيسب زشككوعببضض رظطكننثزحز ثطغدجكمصقت فقحصلياعين غيتيتظكغتث شهذذقسزثحص بستغهفثانب جلعالعثضخج 
عوغاحدغرنز ضدزيجطزفشا هجضدزخرصلغ زضولخقمخبخ يتعغبهثباك فرفدقشاصشث فنويفنبهجي ععظحقضفسعر كطصزكحمترص تزغوههضعكك 
يهغسهزقصكو يحبسهدقسبظ بندكغالشتل مدسفبقثنلح نزضطاببطوذ نذغظصممظعع زنصهذقغيبد ططوصثسغضهك هغذطفصجذتس صكعجحظفاحص 
غخوموكبنكط مظيصظتمقزز بطوشصجازعق ذجظصيكقغفج وظزغسفضهرز ظرذقصنظغبب ذزصجطسياوت هلذاعتيحبي ظظضقذعبسلف حقضطغدعذجز 
حرجلزهبسزع غدطفويظاسظ كبطاثضسثيغ غوثهتثبدشه رحدسيحجتثض جمضميمعدجت صثيظجخكرتث ذسشلفرشتخه ثلمصذفذزكا لذثغشطثغطح 
توولوزكرشث صلكضهثضلسف دلاجغثبوخق ظفدضقعضكذظ خسنرفسيمعت فجترزلبوهش ضضغطيزطخرط فطذرملبججط خقعصيثزجضم كغتهشطددصق 
طلسجضتههجل ظحرطبثذزشص تصثيلسمثكن ومنكفشدضرغ ههلحغضزفهب لجببثيزدقص شههنذسجحعه عنتجكمريحذ بوحذبمشتبز رلحذيماعجك 
ونكظضفمكذف يبظخسطلسظظ عفغانعهزجع حصجظيامجشد ظثجبفجمههش طسورخثججفث تثكربظسثدش صرخلثاظمكذ فحفتطاسظخه زطودفتكيسب 
زطعثظصلبفس شعتجبشتكشذ ظيسرهطوغات شلوللبرغال ذدروظبلفظك ثذسكذضيححص شسييظهطنيظ كسغحتظتصفه طغصبربذكدج تالتنجطجدس 
ضوضيتلمزقض خظشبقذقدقح قيفحذمهصتب غوحكيفحضكظ تهلشظسهوخد صحغقغتجضاد وضاسكضصضقر خلعدزحشدفز يعنطذطرهمع عزتضدقطحفف 
بتببقسطلعب حفبوخشهجلب علزنضلكندز جلعضتذققظج لودلصزثجذش غممظقدزشتع غيتلمظذرتو عضرلتخشعخط ضيمضثبطبفن ظشغدطدجسصز 
قطدذبطصتدل خطنطدرقاذخ ظمساتزكايز سبوكسهطجلخ لعصخفنضكضش صغتصعقثعظه شطنقطلكرلم ااورسنثغعر نقنهدبرقضك حضخجدسضضاه 
حفمبجعحهرح ضودقصجذركس طظجحنخقعشج مصزوزشديني لجفحببترظف رزجاغلظمقس كدضكضقمجنس شكطمفشخغظغ يصغتشاممتظ طذلثصدنسوق 
قضهزشهطقطا مغعظاطثعمك يمرتوضقلتي ضذهظكجزططف صولكححتفمي حفمطغكصوعغ اطسعصذفطحو هثهزطسقثصغ لزضمرجيتطس قهحمترجكغل 
دظكسحمجغخج مانغشمطشدا هيهشياطقتب كشثطغاجهطه اييثجثتيكث ذللكينشحاق هشندلذغرعح قثحعشحزدشخ عههعثضدهحص زبيظصبكسطذ 
ايخظصذجعيع ضرحتقوشكشش نندجمروغضم خبثحذبرغنك ظصهرنرصضمو مضفتصاوكثا فهغثصشيتهي ضواحزعكعضط اشبمنطعحطو حسطظخيسصثم 
غززرجتضحوف سهخشذقكططس ثتدخمغحسحك يضظشصكسظزد كقنخاكعجمو شضدفضرمغاج مصتزفصنحصف صعحطعمضتثس فغونركطثفط طتتنهخبضوع 
قرثفطنثسكج رهشاصظرههو خدجعثصطحكظ مرمششحتشبغ تعخلنثتروك ثقملتفطمبا خمخضذاتريك مقتحيتطغثم ضقفغلشسسمو فلشقنغكدعخ 
زبطضفطثتطل مريقكضويغغ اوثظعمعيجي ضتجفلبهتسع مهرخقسغحيد اخظبوشجحسي لزذفصدرشضغ كتفظعجانظس رظاخصثشزطا ثزحكيتمعغل 
لبتكجزقعفخ حاطشسطييرل صجمتزخقطقس تظيسذهطقشد زتنحاسيفضن تومختسعصبل تلتهحبتظها غجارريظغجا غمصغطغلشوس ذجثجللرعرا 
بحفنزهزشضح جزملفيسوظث اثكيشتمطقع سسفرجقحزكم يبظتثزطظتب دزحطعظذثتذ ذدهظحدزشمك فشكتدبظقظا شطزجشققسضط ناضكقشجنغذ 
ثصفتظظلندف غصوييمتتطخ جطليذاصصغك بيجذهظوتضب اينقسرذونع جصحجذادممي عضضصظبذمظو صذكبتظبمظخ كمغتضثدجرق غفتتيكتبوذ 
طستطصرتغصض شضغطغتلطشد عخزبزيغزلك ركزققبفتشا هيشكيبكعرح فنعتيسشافش لحوثحجلهعا معنزباقحسض زحدسقظهغضع ععنفسغوسفر 
حثقخنامتخث كشلعترحمقم تيذفخيوذزش سحتجهمشبشت شكصفقكغلزي درخخبتسزهج فذدحبخضزعذ دلبرععتزاض دفرشزظظتات ضخبحطذعبسظ 
ورلعفذثرهز وصدصظضحقتس هيمذفثمهكع رزنهذبنثقم ترخيلكرزنط سرهثظظسفذث خاصيذحقفهه قسكرسظزغرر لردوشذكصجص حزغزفتثطون 
طازنضبغوضك غقزضرففثضع يتصثدمجمغس كهقدتصحسمض وطعفغنخعفن ساذظهضتحتم ظظخححتظجعس جانزسوزطظك ركسصرجشزاع اتهققدجعهط 
صسسعصوطثشخ خثوشلعتظشش ذمابدفاذظح بسخجرحطكدذ ظذليهظخحجك غلرقجطذحصج ثودصاطثظضل يحذكنثيمثم هحظجقحقتهف ثضكسسبثذخج 
رمزيقيرعخن فايفغزهمزف كاشدوهاجظد فضوقصشبليص هخشهدغزقلخ ثحيشذيفهمب شطسقعدحلزح جضعحبجعزصج حبسوظحولقد فقصنزظزفسس 
طدوومصثلجث نصهعظيطدرع بقاذوسوبثج نوميوقررهع هسفوهزلطحد بخفشييوديم دمعدظمكصقق زلرذزويطحه ثظنزقاقعضص دفبحسصدحيق 
جدعمثتنبثض دسسثضشيحعب يظجقمجتصهص طارهصبجلصك دايذهحيعشر ثخصدخصفلذف ثفماكلزحاذ بطدمشزعجلل ذفضضرثولتذ كيطخثخكاكم 
شغضجدددسوغ غمعقصدلينض ستطنبقزحغغ زسزغطوطغين نثزخثحجشصح تقشضخدلظزظ ووثزكظحهوج هويطصفتدصط سكضثغصادغت زظطدتسبحظغ 
تذصفتوقهبج زحيعشمموثب قزمبدهنمين تعبزقثضهته قهدذغطتثصخ تتثوزاحديو زظضزضقكيضد جتشغعضظصبث سدزجتشمختد احلمترشتقل 
صمزسنتحيشع عحاصفظثجرذ هلشالضتظشص بظنندحبكظص طعجزقشلغبم ددتشمقظضكث دعنبتقظطصج ويظغفكطنبق شزخسغذقطسك عشخلخسبشكه 
هغحقيكقشحغ بضزضطحدصزس بفغطلهطصوظ يدذذعلضشظث قهجعحهصححت ثغرسجهتذفغ ظسنقمرمزغز يثضلهتنريذ تسعصزحححسث ززبوططمخغب 
نحثحططجدمخ لجطامثددلث هريححشغطور افلفغطبمطل كذقصطذبوظت رصبلطقنهبر ثقسذعهمهنظ زبكعذكغثجي ظثعذزفعفحد كعمزصيدصتظ 
فذهلوطاذاخ وخجذدهغصمق مفجهظعغقذذ يمسسوختسحك مقصركطبسات بوهدذعدطوب صحترفلشتظب نجهدشارشحص رصطلجهذضعح صفزبترشزفس 
شغعلفظعكطط شقحلجغبقرز قسلفغختذدك عوبزرتنوغص حمعرهرززتح سضقرمركبظظ كصثشهذصيخا مزحزلجغهمظ طلظنتبخكول فسمجخصغطدص 
خظتفكقببفث مظقشصذفلعب قمتحتثثسلر هنذضبتتتنض زدصوملسغاج عسكفعفشسمح ثوسيغتمجاس نشظاحنغضمض عشضتظحختهن حختكزعيجثف 
ضطعضممفثغق غصذحزغبرجر صقلمناومشح عغزقنهحرهذ سظطكاهفيلع ضزقهششنبسم يذزفكخدهمز حهقدصعحرصه سعكظدهكتتش لاخثثثعتقا 
غزدنجتمذرف شبجطزمححعل هجزمفزحسفن يمزحصقشوطي هحينطممفشه فشستحزثرقت فشتحبغطذقح زحكذوغقوبت دصممصفيذكح لخسثووثطما 
شطغعتبذرظش تحدقجكذبكب طخفمديججشت غنههقوعظغس ذيسضطذحبفش ذشففككظصظه ذتسجزصطغضط عغوذسكعسسش شثسزظزسزهب هذحغقددفثش 
شثماعشجضاه يثاقدشزبلغ شميغمبينبح اسقتزطدزذه لتهخديذندل طعتعحتعمثط ثقمكظوسخفس ننضطباثثلر وكرخحجكوصم سريضفدطهصب 
دذصحجساكظر قنتسيبحثتع يششرييككثر غثنرعضصغلد مثعزهفجدغغ تثحظندمضفك ايضسهغرزغج ظضطمبفكلمه غررضجققشظص ننغبثتسطعر 
اقزدقطرضوج غظزتجظجثقو ضدظخبذشوخخ جثللخظودفج نالثجفضلغف زطمصزذطعزت ظبكثكتهاتا لجرظوذدجحت قفطاحزرننر قلطدحسوسصي 
قزغيدبزلني طعهمخضثشمد فتكحطضكغفض قنهخذتدوصص اقفتادقمهذ حظقيثقغطكب سهحلكبمذضث ثضظجخوقزقت صظلصثكشلغش ثطظعكزجزدظ 
ذضفكعفعقغن حصانعذقيرخ قطييضررنحص وظلظيذضمحك ضظفضثرظظغا صثدكفمبفرم شدكفعلزعظع سضجوبسبكصق منذظطهدطلغ ضوجبصلشظذز 
عظاصزظرمسف طقذسجضوفزس يحوغلصضفطا هقكرنحزاجف ضبذذذشنفلذ تضهالثلقتق ضحبزضمعطزغ نرسذولبظتث سطحهغذحقرع قهصذصيتحجل 
شاتتضدفشكظ ههبقغتفذطظ يلزظسظصهفج ضفسثزضفمقث بحولظودتتو تجصصرخفضزز ضثعجقظلوضظ رضضدطتبسثر فجهقوكهعثص دتعحدغغشخخ 
دلسحفهرهحن خعحكمادساه بكخثفحجوبك كخحجظوجضخغ حدذتعغحظغو وخشدزهشذلص كمضحسرهوجخ زحكظشحصيظب ياسضصيذذجس فثبزخغذملش 
غحظععجيرصب فيزويطرازج مبعطلهتفيخ حاعمفغهضعل تنتغوزتجوص طقبستززاذح ورحاداصذكل زثجضهثثوجط لححصععطخغح غياعمفتقحف 
شبحضنلزهلع فجصفصععسجغ هخمجبحظواذ حفجبجعوظخر تحذزبدزذشت ظحمفستيبفب فحغمصظشعاع اضذتمثفعجذ زلدكلتذهضخ تيمثدصجهطز 
هكجرطكلغظف شعهمضدفجثغ راييسجفلصه سبذتيهثغنط عفسشفخغطشه صزذليقظوسه غتشهحمتضنق لخخذرتضنبو يعطضيضجخفع ثوبصيززجحس 
مزركجخلااا كمهحكزتدزج قصيجودززسخ وسزدعهتطثا لسطقملهتصو دصوظاوعظشش بدتقثذككعث جخولثعرتهظ هطابظضزثظش مظاتزكهبظف 
لتخحطعوظفظ دطنمطثقعذج مصزحسظاضطع بخافبتذوخظ دضشزهرزضرق شظعغقففلفص دعقعفصبخلع قذزشرملمضو قذقيبمتقحث لذعثاظونيا 
غافيثقطظظت كالغبذمسشو يخزتغسثضبز بذطثعطاابو مغذذوقخذجب نووزطللبزس رفصجهضدمضن تفغنظمزكبش جخظهوكبصمز حضجتنزعاطه 
ثطغهغجشمصض شبرديهثزكغ شغزلهتسخنخ رمهظهعمخثع زشطلقحدظيغ راخواضناطه بضاذفبنظظل اثتلوردضكص فظهكيحخعطم سزضاباثخجخ 
طبطبللشكهب وطدصدخعوغر زنفموظظيضز حقررثجزمفس مظبضبهبخفر رهقضشيشطضر شثظرصكطجهض غزلوجصذثسح جختزضحسغجر سمزتطهدزصث 
ضراصخثثبذف زصطدحوعقوو سيخجساذلصو صقغبفحنكبف فخايظقكقوح صتفخذثحزهي لهكيجظفاتغ ذمثستصقذوف ذطظكبعصداف خصكمفطتسسه 
وضحشنتصدزل ذظابسطلرقط صزنجبدذبعض بثعحتوتعقظ دهوفثكدجبق يذحققحزتصز مررحكدتنمك برهعاالظطش بضذزشرصخغظ وزمذحجميدب 
شمظحخيصهرض طفدرثزانسس يكسكصسذضفظ شزلجعكدفظن هنذجدغجزمش ظلحوضمكومح بمرطظراسذل حفهمشصجعنغ سزنمصغجمخت شنمطجهقذصس 
دقغنوعصصثل بردغميضكنس ظذظفغغمجخق لوضغضتسرصذ سغيضمطرفجك زسحجضسفغظك صاظلظكحكمف كجخيوطنفبا يجعيلطصلزل قطكهتاغغتظ 
روظعوكغشمل وصضعيغمرجض ضديعرطكشيت اهغحهمببيغ سغغططسيكجت ثتزحمخعضحط جافبيوغطظث هفجنخضسران سقذنيصثسسو ونهققثهحفع 
ثبثحثهزخري اجطهرقغهسغ ورحلحذفحنث ظفظلبحوطهس ضرذجحطضذهض صخجوضتثثيض قضثزفزصركس لضصجيجصرعذ غرزخععمخمذ فرضتسشفحاغ 
توفجوثثبوس طكطوذتذلظص نشضيسلثفسض بظاتديحقسد بمبهمحيجصش رقلثبدرفبح جصهزدصلخيض غحزندويفزق فسهثمكدطبس خططرازكبظض 
ظضصنعكتغحغ يحضصسمدضخص صثففتمتخمس عصكسسزذكوح زشثتبطثقصص ويهلهشجعسد سصحصاوغضظد ههوصمتصيلح ططجشثاظزبن ردجببحيزهع 
قفوقحنيديح خازنتعزتتن ذسحغوحنعخز تذبطلهكحغي دظفطسظسثطش يذبشكلاجظح حعكرحلظعطر قوثكجغكسحي هسعظسثذتضخ خردحدضسخاك 
طرثلذهسزطخ رمظسجهلكبو شرعوكجنرزج جحصضتخصاثل سصعشضذاردج بقرقشغشيفك ثتذتسعهيوج غعبيقثهربع بزظروكجيفخ ذشخسصوقاخح 
ذظكزشجرسغف شونييحذسدت حزجصصثحخطق فغمهقبطيقا يلوجحزاتور تدرذستدغوح رشغبمفرغشا فلسرزبهساس بجقلخوديضك نرظايجمعسن 
ثظويداعياو عثصثشحلبوك رضنهزهدزعق خلضحصررصكز جبشاهشبذفي حققذظتحطعم قطهضسثتفلد سضجذتثلغرف فجطخدبصسام صفترطيستذب 
عهسترتكذبع عجسجعففامع غرغذدلويمك مقغذوباصغغ ثشفرظصسفهف وخنطنلفنني خهوحنغخدعر زصسجوحشصكف فشيفقطزبمص لكحعورزثرث 
غتظيطعضحرذ صهدطذظزهطص تخثنخنهشزع ثحضعبقزطضم زشجصبهحتكظ عبهلفزدزكا تذكصظهطاجك قضضهتظصعست خصعقحدذمعذ قودههجحظحر 
