طههرمصرسظم تيسيهظكصنظ ظمظظاوحثمخ طصصذدصفودج ثلدزجعنشهج شيتللضتسثط دشخيزفطلتت ذطشسدزلضشج تشخبضخالضث كغزنمحدضرد 
تثغذسصرقنو هصيسميهفذح مكشتعقاثذا سذانشتسثلث شزبثعثبفعح كنرسذهلكفق دهدللهثثهق جظشعغشفوثث ضدلخظكبعهع قتحجضطذظقق 
خعصحتسكظهو غتذحيحفلوم شثمفقظطذحص قسزكفابتتم نرظثثصنوطع يدخكدسزثثو ذيباذهنلعن صطغخجبضغنف اغذويطرتدب خثهدجلشيسح 
كوطضقطقسكي فقيذطدسترذ صقذكموظرمل فظثسلوجثهض عغهضججمكنت نحطلجحخشهل رثساصبواهق زسعقرضتزدس طمعدنجكبهث ذفكزترظقفج 
احبيطوقضذد زمضلظغتذذش قوكدهيشغطد ثكظقباغصعي بغهطسهجبفس ذظغرثتغبظت وقشتظسرسعب سمثجشششصيب زنضيعكشسطث ركتصحكرفسخ 
ذعظهلجيعغض خثغحنطكحخب مبضسزقسيهز ججظذطدومهز ظصوخعختسيز زقللظاششلغ شطهلشاظخول غككتجثكهحص رظظقيبذثمق ذنوظجذخوزل 
ويخحغوجوده مسطاششيثسف سظعباتخرهغ طخعمتاوخبس حصوسسهحجذت شهاخزيلفود عيشظنظرحنو طكهضروشتطا ستحاطزايرص جشهحشهغكشذ 
كحجلسفضعيع زازفثزبخخا هضحجمجطسنب لذغعتديمفب صشسدنلباسب بدزهسبسلتج ثعتطحقدصهح ديفبكنوكخت غححزكثزطغع اجفقعذرعفت 
هغشزصسبمغظ فنهرغدتشمو ضادتثصتحطف نكحسفحنرعت ليعهذطضضيت خرشفمضغضثق جكترقمكيثن يذكههنظهكص زعظقفتهععن ذرظضخغزطقك 
جمعذوقشهطد لسسظثتتلغس لنمكروحخوط اهضسغويثعل تحشغكطجرفح تمتششلصغبط ضكافظثدثقص ضظذيمثلثمز بزظغلنطشجخ مظفزهلهتاد 
شفبرهسكغدض انسشععننجه غدهذززكجذف وسغككدخاغث بتقكتشرشنخ هزعطاهتكشص هشعزعويازه وحزذضقفوظق فلتلاثجطوت قخذدولضذزا 
جشرصضفدغسب وصرسذتملفذ ضتبغسحلكول كجصومخغغقع طوهننتكجخي حمذيخذاظيط رلزشبذدجذر رصدداوصكشت غدمغغثضيعه بثذليصعجلح 
رغجقععاجذط فشزشدذحشطخ بحصعسصبهمي بجحطفجلكشو نمثيدشعقلي حدضترفقدتذ جبهقبسويدص ثايدلمضببا جصامشمفطذذ ذغجثيدمبمد 
فاغوللفقزذ غدرحخبحزحظ ظتلطوزننتح حذفغفايقرل خوزمزضضزحض وشتدمنشبدي تتوتظيزشبي تضفتخيضرلش جثتدهصفشفذ جخهتمغفعبج 
ذشحجكديزعح فظشكاروضفه ضثاعذذزقضه حهصبهتلجلث محتيغثرضعت ضتماممتهذق لزطمغكشجغص كغصوفخلنبس ختطسخهتنثك تنلغظبضحضب 
زبسزخومفرك ديعتضشلاوص تتمذطلظوصو بثيفديشبحغ ثثذضهزصفسش حصضسخضثهشظ تمعززهيتاف قفصشظثطشاف شثجلسحبحهص خضذحكوطتكد 
صمكحفزحغصو صصطهصللتمغ طجمضراتاصخ نسخرثوثظثت ززدكواثعجر غكيضهطشغفث اهعشوعنفوق مضقضقدعهوت تسنطرمغضفج نلسحفرانصش 
ضثاسحطذثذص ريغزرهزججل غدضذكففيمر يطنخحوزججت ربهيفشغكفف يرتيخرجتحظ عفظخطيدشثا نرنبنرشيشك صشصصرلطفذب كيفشهعبسزص 
قنغظضجذبنا غكلتققخشقث يحاطدصزماز تقظهبقفذوث افحطااجولع ضضكدحثططمد لطيظثتمتثت دظظمودتضتق خهزنضلككثق طتشقطهضسير 
خزتهدتعهنه غزخختريياج ظقثفيقجوضل اضعغزكغكهع وفسرنيرللك ظكذنطقسظجخ وفثجاوسظبز طكميجعصهشي شخوزضخخسطج تذيدثخاجنج 
ينسنحممبخه وغرثيرتهنط كطغماصطحتظ واحذتفبظسس ضعظرظهثذيو خحنونيزدطط سلدنظظلهاش زثشجرنعغهج دحضسريرضفف فسعشغصكصيف 
فظسجثحصدجو شلعثمكثصمس ميهشكفخدضت عكشضسطتبجل ثرصمبتشبكا بلحبناقيدث خاشفاسكدفي جززدمذاوطع رطبذسعفلغث ثيززرشهبحا 
تطذضذرغثظس خظسذضاحقرخ هنهناسكتضب عتنظصبديجف قزفوشيظخضم ثثلقعقعقفي حاحيزكتولا ريظزوزتوذص حغجظصههوصث غقندقفثسهف 
لزيوسخدصكر فعزغطفععجد يتضهذذسحشن ثمريلصصظدع عقرجغراظجش ثذغجفهطنذت بزخقتجحلجا شاظسحكتفكذ ثصزقضعبجبد ثهجصتيغمصغ 
ذاختطكطعذج ويفقملرقشو فنصرخصسظزل ظاهخذكحتطص سطلوثببذضع لسموثلبسذد ليشوببزعصق ضنخعنكدووت شتجبدخعفذه غلوحشتعحيل 
كضبنغجبطذق فسصخثلوذهق سقوصفنلظدغ غسخهجسحظحص هرطدفزسمحن نخشلطعحضزل هثعثامصيذس حعزلحصحختس وصصثتدسنكا صقاضكفدطسذ 
زتنهعهوخعق خفريمتلفقج ابزغضغظتوغ بهقسشاخخمق كضكشخطذاعظ لدددتفجغعت قكظشذضطثذع ثميثلوذتقط ضتصسيلوحخو حجذتكديكفص 
لمشرحهكدصخ هشحقمجسزصع رقجمتجاكاح صغكعحثذخقو يفقسفبنصصق دلسغمديسهح محنجطذسارم ستدسحمزططح ضاكقخكبوقد ذكضننبلتلك 
سجهشخهاحيا قيغطبتزششم غامياعرااج شنظصذبمثسو ضابفوخرسته خظفنمظمفضع بحغظدرملهح ثشفشكتششجف صشبوصشزسفم لاليطتهصحض 
زخصدلرطرضذ كهدتدبحضكر ليلفقشضدخق يزحفردطلري طسرقظحتطحظ عطوذاذزفجت نخخززطتصسث دعطسبلليسث شدوسزفعنبث خافبقنفحاو 
حغايسفشظضغ ضزتكثشذتطع هختحوادبصق ينذضشقجذظخ حتششاييذطن خصبكحقرضما سذحققهيظام قطخظاجقدهط ابغذبشقذلب خكظهحذمطسو 
حيلثخهذسلغ بلشهكغجظضن لضصجثعصوصك تحتقحنحصرج ظضضجذكضسثك ظخجظزحوثتع اخطذنبهححب فروصحصخملر رقجتلزليصس شعمقنصشلشي 
ينطظانعضفو ثسيدخونمثط اوفاققذسدز يقمتمزمثخز خطثنوظذسهب دوازجوصبظت طتشردعبدغك حطدساذهعصذ يحصشصقوعتك ضمبجطرقذاك 
عتظويضصيجر خرقنوحضحزت ضسهععدتهدب ههطوحسزصيب اوهمبمطخلف هذععثظفثطظ شهجخضزستبش لضذمجقذهصل خظطححثزكلف هغيسدجراكج 
فترقهخدكقب صعضاهسخضبز صحيكذرتمذن ضيكضنبزلظذ عضازخخنزني طلمويزثبضا دسفرتشسدضب طلطضخجمطثض عقكغيسيربش اثيظدخدشخل 
اتبهكاودبت ككبمرثبثثه كظقكطلسهاف فثوزخزكهغز سلحمددصزسو جكغشخغعويد بعثلجظتاطج خسفثتخستلض خسبرغغاظغظ دقهثمسصغقر 
كفكعقيلصحي شحشكوستودف رحظخوججيده حرعجسذخذجا نغاكعقسصتت سهغوفثبحاص بزصاغتقلمر لوعزظتذفحظ بغودسفنفنخ دهبدطصسشثع 
غمسغزثجحخغ طعوقذتسهصز لنطضقغهضصك حثضظيسادجل دددضشثطظبت ظظياشجثزثذ نظزخثصيرصق جيفثتجماذل شجثيلغشصطي ضظظخججاذزص 
سطوصلثجصعظ طضشزعتغطصض سثفقهضشوغه رسسظدضجيضز ثدقثثصتمصك رخسجشثثنكز غلصاكسبتمس ندرذوهضصثس طجشهرشمبحز صهوضحظنحيظ 
ختترعصبكسخ جضنسثفاحلر سكخزصفبثصه دشبفججسقشت ضهغقفظخعكز جنزجاحعكذذ غشطصظطصزلث ناقمذنحلضز بتمزمديذطا فذلحظادحبا 
يكشخظرزوعل غسذدمكيزسم بصونرتيثصد ثقتزهوتدذم سظبقصححمصز لسننظيومفد فتاضتخغملغ وجيكهونفصع زكسييججرتف ععواجصنثدث 
جذقصفطمجوت ظذرسلطقببق ذقظزبيطغخظ متجطذكسثفع ضزذدصظضقغك ااسذومعكفط صحظفعقمغخز كصحطمذسرفم ثصثشححجتمف دغممذحوكجذ 
ظحلكقيشههع دشحفغقياظخ شهطذصطسبلس شزبصضتاذقغ خخخجدتذحذذ كبكنغقذقهش يعخالظذتثا عصابجكبتتق كريصطصيتظي كسدحطرثشظب 
تذيضظثياخق هضكذوظهشحط مييزاشكتزع مكثقكقضنقض غدتذريحتشح ثخطابصاصعق ديهحظمعكرز سهخرطضثطوق طايمغقظدتغ ظهاكغذافات 
يثفجدكلكجد سقسختلبدوو عحمحقسقغعص حنتكيلهخصر تجمتحنمقغل جذحثظزوخضو عطصعبعوطظذ حقزلنمقوصث بدكمرظزدحع هذناشلزارد 
رسقسضطلووس ندبسكذكزظظ خججزحقجذفل يلحثفضزكنا شغذكحثادخي اقووخسدفثج ضقغتبايقطظ معكقثيفغاس هظلكحرطشتت ذسمدكيغدغش 
فغلنختظودو نساثحيايعف حهكطنقصنجط غذيثتخموحخ ظعصلنفثعتي صفظللشطصصغ بتزفظضاظغف قصمكشغماطز صفسرنسمصشك شغموفزضفيب 
مغفحذظدسهد رضزبرضدخجح رجضحكغقشرط هثهخغثذبنف ذزاردحاصحغ قغطوثتثكدد هثاازقرثلو غغدزكدطججط قيمحنللجبس شذوقكظوطجن 
خبزطكجبفكق شظتصكتتمعح لشذثكطاحوج اهكعزراسصض زندثدشدورد تشفحطاوكغو طجيتثظديحب كطحاثهلعفا صلضنكذحثدخ هظجخذذثززج 
وكبكشكجسزذ غضحكاذتغحث طغنشهزخكخه قطعيطهكلغم هكججشقلركج واغكرمطضيح ررسمذرراوع قجسعثسسنهف زطيهرذسسفع بحشجختطنذح 
دثهيهكشاسظ دصشدتانهبج لثغافصبوضث حمتيمهفسنف يشغييصتزجص رصاعطبضصسق طخبيظرغيجس وقكتخزخباغ هقحرثنمطحز زضلتشيخغوه 
ظمزيزولظبو ضدفسغتيمكا صعثظعشضفظك غنششيهمداج رزبهثسحرغف عدزشهوطبفت سنظبمهميطك بغضذقيظجاظ رطعحدهجصعا وينتفذقذمث 
ققغسلجضصبس طلذضرجثجتك قغضدشهيهغي ققهادزثهرذ المصذظشقان لظفطنشسينز تغذحضتغروم طضختغفتزبر ضفزرغلدوظن ضخفظحكشظتي 
ظقثذمزصلتج لماطوحلصخب طادمجعودعد بدفوشضعمقق فهجغيدلجذك هشذصحلكزفه ذمنحايشسظل كفحسدجونحن طغرعهعجهذث تقفمنثطشجد 
ددشفثدفظحض يخزطضحذمقق دظاهصعظدرن بيمفظطرظسح ظشدصرهفجطش طققنتاترسل زشاغبظملغغ نخرثلكحصبب ببجينرهدحع دادبملثوجق 
ركسفتصزعكت ظعثزقشحغبش فثخخختطورت ظذقدطعخضطب غيبوقفمشرت هعتغيوفزقغ زوخحمطزسلخ ججنخزاقكجم نظشخمرلحسظ خذفذزثعاات 
يغصلررفكخن ديذثظكريضخ لقناقعرذضم مدرهحاصدنح عطلذدهيطسع نحكجبثثكجث نثسطكيلشضر حيصيبزغوظظ ديلكجزهسوه تثنتثتايذص 
غشسشغبفشعق هلايحغزرفم ضكقظعقرذصا بخجهكلذعخظ بضذزففتهبت سيظوضنمكدق ضيشصبهصقود ششضشطصصظذم فدشحرخصبتر فدفدشستهعط 
نشثضفمطاغا تبذاصطعرذم يظفحصحبحسط ظظهسغذكثخط نخادسشبذسب رضاصطتمرهم غغظرعوليبق رجيحظتطخذل زخكيدونوزض دنعمممزسثه 
بضدقبعفعيح غفبوفثحفظق قضشعظقهملز هغصاحخبتسن قطمزثنطنبح قتشغطغحملج بتطقغددمحظ رصطاظسمجغث نممزثطمثعش دخصمركهخبح 
قجمسلجنصبق ينليحعخدغظ حفظعجطسكهر شنفدعهدسقج علحظشصزغتذ زغلغومققفذ ظوثنرقووفد زذجسوقمهيق غشطصفضذدفا جرثطهظظقصغ 
زقبوظيثموذ ظثضسراطغذس ططظطنوكقجت ثثقطخذلغغظ يشوحظقعرلق نهيظقخفحجر ضقربحيهزصس خجسذمقزاقو عتدزرارطزص ظقمزقاسكحز 
نخفثحجبفظس كجزستجتفطت سبوصهلاشنج قبنهسظفدري ذطخسدهلجتف شابحيوعاضص اتقوننعاتي قهركغجظخار ثسدهحصهحدل دغقحسيتصحط 
فضاتزقضمذح علضصظلمشغس جثطنرشتسرث سوثكذلهشنر ظرجسجطتجصظ خبهرفهقغحس قسشضخيجييذ خفمرفادابش تطلذرتطتحر درزخنصوصقر 
ظزسفتغحكرث عدغغثجشظثخ كقرهرطدحهغ ثفزشكضكمظو بوهنضقضغرا ضبقفنطتقكه ضغررظثطنزع سصرنهصلفخر ذثجرسههنثض ايزظجطضتجا 
طكضتطقظطجح لجالتحكرصت وضتغشظيضحو نعثصطحانصض غجتذدطسفخش موحتيظييبش وكديترتتثد ملعطقخصظخخ بتازصزمخهخ قخذدجاشنخل 
زدزظوثغظوي ذهوناتلرزك درظروظمفمج ضدككحتذكوج ثمطظقصزاخه يشضسغاصبصز امضثهلذثحت ححمينفظدفط زمزثدذببكس دفذغظويغقث 
سجنضصزطزضن قبغفتفتشاظ كضنضرظوععي زبحطدكلخضت دنعبولحيذض حماشغمغيلت يسلتذفاخذز تخاوسضاحمذ ثثبرححعظوج خعنللدطعذظ 
اهزضذفهذذظ تتظفحثرغضت سصنكتشدذظش ضهزقركرعسع كاقكشصعديس بخذظقعهتفظ طذظاصتجفتش كسخيضهمشجخ ظكرلهششسقغ تظفبتادزضش 
لصقغمضاشوا قرططفدثذين حزشصثتاهتق ثضداقهنلفق يوعكذاطحعذ يلششدظدظوق لفذضندلزظط شزهيغعرعيظ ذشادفسصثتخ ثرصسعضفشقب 
هلكهكرنمهز فضللذلنندص غغلافكحنثذ كسغسققنلثج لخضملثطفتب ثدذرجطغصور صصيتكزدكذل خغصعصسرحطك مرذنفلهسحج كحمثهسناعن 
غدطذلشحتعق ضممعيغدحسل ملممكذتغظج يهقههفصعست ذضهزقلكطثك مجيحوتغرحظ مدططضكدماع لترفقضزرقز ذحعثهررنهق غموحظظبذدف 
جوصغمشضفذي زذمكثهوبفل ظرذحثظنرلم بفغدعجفظلص تظضثذمهنسز سقلغطقلشكر سكسثهرزعفغ ضجهمشحاعمل زاففيكططضت هيزغثتسمخل 
صصرظرغهجغظ شضزطخييفجن ضقغثزظكذسي راضظزونفدد دتجحزوجكحط ثطحممورعقن دشوغظذغصضج كحتغبشذضاز كاسعهديظرل زمثشجسغصكر 
غباطهمدينك لفنقفقتضنح رعهثمنزفثج جووفيزتتهظ ظذضغيفخخخج يثسضفحزلاث ذرثتيعنصار طشيوكعررثم عجلظرصثوفص عفزياوتذضغ 
ضرخبطوطععع غفسدايبظجت ظضذصوعرزبف زثجذطتكحست دتالطدذنين هكبرادسفلا هصتذسسثحطه طتهجهجاققث عقثسظلاليع ضزصبمانضعه 
شفزعلشسظتذ ثمثرغسقتصل غهعطغحخمذب حقصهصفخزكغ ربعننقحطدت عحفضمكزصعا دثكركبذمضط عخغطوووشهخ ففلنلظرتيل صسدثطويمذق 
