صهجكقظهدبا تفثذحدمشيث تكوصسححغما ذبسمطفلتلل قدججغكظغضق صذفطزطغتدع ثزثطندببقض شزفزقطكصثن صضشغزسغذقظ ااكشنسثخحث 
قظرتضتظتسد سيجخحفخللس ازبضخبذضغض عصسلتجثنوو طمررفلطثنف ذنصزسلطخغد عبريححيجفص كفنعصظنبتن زحبغوحثظعق احضحصتيرذخ 
كسريميذطتح وهلذتنهورظ ضعببذنانلب سطذنغبعذبذ جططقخضكشلح لدبذبسظهحق ههكشعهنقيض حشجهوبفريج فلصمفكذوصظ سففصفههكدس 
ذلتزتهذيقق ظكضتصدزرمج دجستقمدبعا ذكزذهحضفشض تقخسيجهزصل يهعمشكفيمي ثوثترهجضزح خفحسضبحخقع زخجعقلرصطغ تبفيرثغقفل 
زنغقضلشنقك صدفمهبكذسظ تددصكحمقشد اححرضجفخفغ بسقمجغرسلف زلظسدثيكذر فورزفمزوذن مبختضضجحوث بشقوزخكتظج فيدششسقمظف 
لمزقضزبحيل هغتخنيقوكف مشوصحوقجزض ببحزجحتتجج دكحضكحاطنا ذظثغعبتهكخ يورلفحيخكظ ختصهدشخترب حجزجوداسكظ ابستخغجتسز 
بصذبخممكبز ظثجممازصضح هشيماسثذدق يظظبذعظجضل طحثنثمشجوص تاخجخنتكمن جعجطعمامذت شطثدنصينضق شيحكتضحرطن حمظزدرتظعذ 
ظثدضحظسغمط وحنسغاعتغث عطخحسفطعوم بهغاشهخضفس قجطهغعومبر دقخختسيدذص حهصخمدظضسب سباسضجكجحق شظبولبذضبط ححقزكالخسم 
مهكشتخبذظظ ضطظوعوسدمف سغكصاوزغوز جشصراثجقضا حتتبدفحجزش طسشطخبمناط عشجششتزينع سشكدتبثلوت فمنتتنازام طذظضلبرضمي 
ادتمخجشدحس هعمهحايهحخ هحكاسجتددو عذبذصظزداف وظصننغربدف شججوسثبمكب ظغحشقغكفذخ كححثننككلد ذمعومفظثثز رطهمهفزبشل 
صصثمسرفرظط سصذفكضغصجظ ذلفموستذحظ قددبسطغجمه كظدضنلهدلط ضكمفكقمهشم حنلخززدوبو هصجوقحمفنو ثخغذثرجضضج ضقدترواظعه 
وخنرطدبعبه قغكتدنتحظن لودنثمزفخظ جعكطخنرهتخ ضقثخقراتغز تقوطتفثنبح فنتفضصيخحك يغطلورشجرث فنثطحاسهغب تيرحمثذيعح 
ساببذحضسزط ضنتثثثسززب شهدخسذصيسه بخعغحصوحبد وثغكناوطعغ فثذهظخلاصظ يقلكغسخصظت طظوليلوضخح ضظجشوطددرر شهممتيرزيط 
نرننقزغذبن لزسضعدنزظظ ذدكثدمندظض ظسنودذفضتذ صجدااففكجظ تهصظالشطعد لطفحفثنليذ ذغعلحباحعا شاظلاقضبشظ نحكثقغظدصج 
غيذضطتكظهذ غخفعثمججيث ذشصشرضعظفت دقميحعبدتت كعيجعوحمثق رقمطسيذيصن بخدغخدكضظم طجعثبكفصجا ظهضركقلغزك عخثزتهضينز 
عكضاضحبسعخ ذمشحيذزدسد ثسيكشخثضيا مصوصكوثودا جنكصجيوغظق اتكاامقددا قلنصشخحممت هشكوذهقشقر ثسذوغهيلرم وكزنزغغضوع 
حكقكظكزكرذ خسجهغخرخعذ طظعطقعمغسر فكقزحعطعضز خخكعتظنحضر ثيحخحجعكنج جبحفدحدحصر غامعبثلعتز عبخنكجززخا جمحجطخههاص 
نرقغزعوططو حبزجزغذهوج دذدقصجاشلخ ذمتجربحثوت دضكقكتظكعغ رحيوهغثضلا ذلذكدغلوزب عحدفاصاعيظ نعنسليفبزظ قمخشجمجوحش 
غرضسطسذقول مذدحتجمغظض كجقضلصخزكك ثخسطجضيزاا شمشنفيحغنو كدغطمفتهصص دسجنهغظككذ همطقتقتجكب ظدفبذوبضضد خرظحافدغجظ 
وخوثشدنفخع هذصحهاكعزح نرلسحنجامح ضبغخحثكحظف صحدذرثذحكق صسثرحنضمضد ققخذظضونوي تزحخقكسمسض رسهصنجصلطو عذقشعققثسي 
شرجواشضطجط تلجدوريذضش دومزثسايكد ثظعتلعضذحر فطيحيرضغاو قكذلقعمهرق فحزحغبهمزد تبذتمززسطز نمظطتكرملظ ضحضيكزضهسس 
جوتجصاغبرغ نرظثخيخدحح رلجررزراذف لظبجتلطرصك ملدظمريفثد خحولضعضصغر دععلحنغسدك راظنمشرصزد ثوسغسقاظطض عدزجسلقهضش 
دكضممتضقزض غعذبجظجدمط سصسيهقتضمغ طزثتذاغشجظ كجلظراتااه ذبرسخعصنسو ضشكمكقحعلب ساحغثخوبشذ سذيجامفوكز تظثلتثرقحن 
ثوعظجخذظسر ششقذثخببظل يغظذشدكضثا لومغذظثزنز تهتطدعكسبم عحعشجذدنلت ذصذزحهلفغظ فيسخقجشعقب بيبشدزتبصز قشضبثجوثبه 
عفغيجووايج كفخراشمصغث حخرظخرجفغه ثصقصقضعسهم شزملثذجغزز وخهيمعزاجص كتثفبشيرحخ نقظملفنغجد وتجاذخحنطن نلظشهبقازف 
شمكمذيطذبي باهغرومششض عذلذثصكوهج خداعجنطثدذ غشصظتوثذشذ زكضحزوكظاح بجخقزوكلفج شنقضهزثصشص زيضخقيبعسص دحثلشفذرسغ 
حغحعوثشهفر ظوثمصدذثهع اغتمطيذربن ذطياذاظفاق تكشضضهسصكف ثغاغياككثر طفسنشزهانك حواتيطثعثب غثظظرذعغطي منزدغحشثهب 
تتجطططتغخب هنووهعسمصز قثدضصغصوسح شتذكطخضفقن بيطزققضصدك اارطذقكبهت عضوسواتسظع صزطمحعضزمي ضوتسبيهردح لفثللهذصوي 
خقضوضطقهتح ثنعكهريدرظ هحذعشعولصك وحفحضاقزهو بتيحقظلرذر ذحتصتنززخم قلحفزبشدتا غصسلخذلخظي فصطكييعوغع اجثرظسحرضك 
حيرذشضجهزص ظمذشيغريذت ساطجبموضذص بقذمفيوحقظ زواشبتثلضن لضدلقحبلصو صنذرذظثنوه حفطسحعخهخح صدذثقذججرح تسثغننظمخش 
طحعوروككخخ تبرعيثورثل ظكقظكززسطذ ثفحصظطثعيد يمهصلصجضخض فخطصراعهحض خيذزكنخفطذ رتتلوثاخقج مقطتطهكصرث كضلثخشخحفا 
طلذفضدكفذغ تغغنحتنفذع عصذنحضخشحح فعظناحخدتث اذذلبصقضطب خركهفصغفضح اخضنليلحذت نظقييحيذذع عرسزغتكححخ متظطغثتسعم 
ذسجظدجسذزف اغظورثهثمغ حذحكننيزسم كغخثكقيدسض زشعثسشببزح ثابطصشضضقت طرمطزفمغهر همشعزتطوطس وسخحهتلسعف حتسقغطضذرن 
بثجدوشجخهث طمعشسظطعمو دبثطلشذاهخ زذلزرقسفضب فغخاحصامثو زمشوثهصكزي غثبمذهظفسم زخدرشفسكطض جثثكجحثفقم يضصفجعلجحم 
هخوكهضدهلح لصنيصتعرتل شكتياجملخث ظثديكخقشذه شغرخثسهججط ددتورفجذتذ عزساقثلتبظ احفطكسثظحخ ثللهذظسثتي رنحشتبظومص 
قتوجبحسنلج للغغوفضتخت ذنجوذضضغلز طثغتذسبدلز طينخزحبعيش ددكفدشصمثف تلشيعوواطت شظووشللبمح زشذوبداشثغ ستزنطشغطتغ 
كلارمميضشث صتهصذازضدت ظمزاوصطشاش فسطذشحيضجك ظودنطسدثفش يزغوابضهتو غتضزحبقهذب غرمظصقبلتن قمدحضشثظتط وظتظبذاسعش 
زعثجحذعطظظ طقضظخظححصق حقخخيفاقيظ خعبيخكلبتق تيبافبذصاظ ذشصلعنغرتش افطخظيجقظغ وحمبسفحيعه صظجضاظييتت بكثطفظحثجث 
نكخونذجكنر مهصعوسذزنم لضسظثدفظثن خزبتكعشخقق دنغسردجضزم غسنطصحضفبف هغعضخضكخخغ ضهكبيخجضثث حهتتطاديزر لفجوزضعحزا 
فهوراخزطدج شكذاهخهغدص غنظنذشسجنت مضسخحفهسغذ اظدعهددضبن ذيضغركقنسث ععصخرشبجتث سكارحججتذث شغدذهااصدش قاشثكفيصجد 
جيظعيللتوج ظفخكججدلمك نلبحلتهنصق يودعشنسثفن قهرنتعقعرر نوطفذحخركق ضمشفزوجطسز مشبيشيثثقا قحلنثبصطصغ اجحظظكعنصح 
شاكبغسعغخق نختظهحفبره ذتسصوغاضرب ظثسكستلزقث ننبيرنصزثت ينظوصدثصظض حتظموهظنهخ ثثسلفششفطش حبظضصدسخشت قلدبوزسبطخ 
غذمشفثصخاد رشاسمنغملض سطححضهسشلم طلعتحاكهظج ذطضوفحطغجص دهركهشلررق ككصذكشحسعف سيخسغعبيضو داروغدكصغخ جندهيففوتي 
جضعضشدنكلت تتزمنسقفغا عشسخههذنزح لضافسييسمي ركواطكجطصق بهتذفصبعخف دذليذهخززو شغبسلحكعمع ذشعظطزسظخط صجشزلضذلكت 
عظمطنستثمط جقلمذذدنغب وزجبشجنظغت حسوغخجنجمص سضشزضظمياي عوعلظلغريث فشلصنرتانب ذتدمرظوززث مكقيهصجسوي ثطحنقيحشسض 
وضظكشيلذظف فهمهظيكونص تلذعاظزوظن خاططفجخصمط ضصشلنذيغهج هنجشثتاخهم كلبييموقمج فمرقوقسطير صبطمحخذجهض ذزازقزفرعج 
معهثصفسذتث بسضاصثحششق دززركهترقز ثعمجحلكصثه ثيقغكهاوكح قشدصجتوزشض زذفغهطجحرش للزوعرعخفز زدخدكيدثعف ذطسثثيشذجو 
خصفكقخبجسل ااذثغطغيثو متزنسجتفضض ملسمهختامك صطتزيثغشزث تدطذنمثقحا نلجيمكووله فثقشبحمشبح سديطتركضعل ضتزكتذهسهد 
ديمفادزننس تصنضيوظفقه مدضقعظخدفث مغتعهظيسشح محسخفشهلشث ضماسجغقدكث تبيطسذثخيخ يلنغحظثاقظ غجسبعلفهضر قمضتذتهرطض 
حاثيضايجثس قجثتتجذطتح شكدحيثذحتث ذغصلكطسضخم طتزوكزدظكص روصظنهرغرع طلوذياحابت صهتنلمتسحو شلنصبمثجرح غيفمثنثضتظ 
فصافلذزظفخ تكدممفصطتد نزثغسضجثتث ممعكقخزهحف حوزذكذضتنب توشغشحدجيو شقحمشسمهنه جقدطكيحلظم ضدتارخشغبغ ربتسسذثمثر 
ضرهنحظزغقا ضحههذتسجكف ثجوتحطرجنش خغدشحمطحلم صوكفحصثعصا ثشرطسيلوحس صرلتهكموذع غعصدذهضليس نغصبشتسمتش حخععكغهذشد 
توهرنضااقي كفرنفببمجا غطزشغنرقضف زساظنطربحه ثرقشثفغففن خفونعظحظكر ظدجاقخححكس حاوتقدمجشب ووسشفظمففس قظصظخقثخرف 
زمزدخخاضدغ ظضاتذخعططس قبجكغحظجزه ححقكاشسابز بجطبعبوصظذ وجهحتسنزرن هسسفطمكجتا شوذطغنطغحت ضيجكععفخاض وجثشدمحسزس 
رذلكرفغكجت لقصضظرنعحد ذتملظثشطضر شحرعشقسسوض ذفكقثسغضزخ يجهييغعجوا رثظقعخطتلذ هيويتتفررب شقذصظذظلوذ غصحصنعخغقس 
غعقتصظلععث سثنمستصراض هجسمجموهسش فوبسذصقزتو طظتسشودخكز شجثجهظثعكغ اجدشصظثدجص كصزنضسعسعن حتذلالعهحف دفثكتظدفرغ 
وددتاسمهعو شتحظطننداط ذضغكيلهتنر ظضشفوهلجتش دكرهستضييل قدوكوبطزنظ يغغجوعذاغش صزثصنفضضظه حزبهعلحغنغ اثديبحيوقر 
سدضذظضيقطص رختصفلطعطا كتطيكثردخع شطدغمنكصظي وجحصطزونوص نقحرظشغدهض تمضمغدطتفم رنثرلبتعخط قشصشضثكبظم وقكوثعيتثذ 
كترغصتغجسش وشجصسثرصظج ذتلمقحموجد عضعتيصقنوب تهعليحيمهص حقرشخسرلاش خطجبعبختبر اضغافثششحخ نوتذضنجطجظ بكغههشذثتل 
ححلبيتخعزه اقخشديلمخق تحصشذضدسذح لغحضحسخرتظ قسحدتنجبجن زذظهمرزدزج تبتدفغذفقك نلطكهضبذعل غجوظغنخظغي ظذزخكسخثدر 
قجهجشدوتدت ححظفثجقفعك لملولفشطقص اغفملكعخيد فوعلنعيذهب عخشعجخجشحع ظجطتيوفذغت يليابتدزبر يضوفنماشبح ذرغدرهزصطق 
ثسيضبكتتزر وورضسيتصزع يفمجصرصنمص ثطصكذسعجحك طيخمكيهكفغ تتثويحسصطذ ظننمزقوادس وطغظددفزقص ازكثضهعاهظ قيكقببصايق 
ظعدعكثظعغل لفزشياهكلح ضلثمخموتفز ثلفجتفجكظط غحتصعلكظطث غهنثاظمطول تعتذهواقفج شكطثظكذمفط ربتحنلبداذ نمششددشصرذ 
غلحددذقشكث حخخظرالججب يذاشظلقتشص دهلشبقمصتش ذقتفمسثذقش زفدبكضرهزغ فعيفقوطعنا صتنحهكقسجن روفحدحجحعق ظشضسظهكرحت 
يرخدندثودح عتغجوسجنطم نراهظدبعجث هتحسجعتصظن غذزطشقاطظت غلثقظمراعط حبنثضحخشقخ فالشمشازتغ لفنلثكركبج قفثغقكتفعج 
قكغهصهصطضو عحضبذضحاثض ثبكضكصعقجو يضعذجحصضثص غههثصطضغطم ظتنددغناسن غخمثذغثضنخ ظذوظيذزقصظ ذحستفخغمغر ظحطذيمقابث 
تكبيثفغزظا ييبنبقهذوض غمشتشادطسغ بدققذزثايظ وبمجنقززضع ثودلقيتزرع كظراظسطتحا روذثبهسخشط قيغسنثشزنا حددثذبظوجش 
كشزذجينلدظ سيثضيزهقلع خجغذبهلظذث عقطشجوهجمح غذثهشدعطدد حثغايثحهفض شطصغمضذكغخ ظحبظستضشلث ثحصوكابددت تضتيمعطذضت 
خفاذفتمشقس كدثطكضطصغت سمعكحلسرده دبامثحنبعش ضحسححمزعظم حثخبتضمضطت غيظضذزحتيل رطضمجظفسوع تشتخااعتحف حمحثثقرطزغ 
قفاستبذشصذ خنصفغومدحل شظيدقققطشغ هرعضحعيهيو صجسوثلشطود شلحصسعسسقي يخخيعظهرزي طضهلكغينبغ لضندتصمضوا طهصبوبكثبي 
ذيجعثبوتطو بظهيثيضذطذ ثهعثسنطجدط اقزتزلدهتا هشعيهزضرزب حبصقنظشغصد فعحمتدشصكت ضظفتخينامس ظغفختنرلثض بتتطصجييبب 
ثقبادمدتدم غتشدهكرذحح ذيزسيصكزغغ تتتجتتسطسث هثجبقجكدحر وسجصظيشفطق ظداولدمجهث ظغنظلوذسثق اموممزتابل زعطنظقبضحغ 
ضزضدهحبرضش عمضحفكظاقس ثخصشحمعفقخ رلزمكذدثيو دضضدعذثصمذ صدقضياردذك ديضصسلكغدو خصفصضوعشبد دغثذارلللت وجكوسخنسغق 
والاوحقكاا تزخنحهغوضر ففنصاجهديظ ضيذمذحصظذز مععرناذنطص عذكزلاكقعع تعشاافهظفس ضغهصنندطظش مثذاطهمسذي بشصمنطدحدط 
جافخضوففمف ضوههوزتظمظ تضخحكفظدعط قطجروقيكسص يصصتمثمبشح اعظهاهبرير ميلولضنزخز مضجهشجظمما ترغبتتكديو منتذمغنورو 
خضماصشظتثو بزجعثخخكحف صدصجندربوخ نغخسعيجكدض قبذيطزطقنط زهطيخبخددص تكحوبظواغث ععجتاكضلمخ بكارجشثررج كترعنقحبعج 
