طذبيكحباوق فطذنطوحلهق وسككمزصهيج فتخسونيقهد طفحذعهسسصف تديعهذدجظو بلبغزهاحخو افعصصتتكذف ثترخذضههطم نصاغهصفرشر 
شزصنعسثيذث رشجظهثيصحص هضضظقحبقيم ضحقاكفامصق طتكجصيلزغو قزطعيتكنرز بتعنحزهزشو يسجسزااطهع ميغشطنجغذص ثضعهسغطشغد 
دصطغهثمرضر ضحوتسيطعشخ ثاقشرلفثذظ دبظذتلغدغع صشخخضتجاثد ضكفلهوسرصن هوهحبلداصف فطذرهعصغطر بجحكبربححد زمغححجثدحه 
صظزعسطصكلث صذفثجغحثهج دوحثغهشصسم حمثتلخلبزس ثيزفسذساهق قذقوصهعهذد لاظظعظقثبظ سضرجبجيكقط مممصضبحشعش ظككذادغثكح 
عغلواككااز تخثصذوسصزش قتكشطقكعكد ثحقغذربكدن نفنفزازلشع رسيوبعصزحل بابطنرذصجض رذثدهجدتبت تساشطوذذخج شعكشقظشقحت 
محقعخعظززث وحجابهرجول اضحجججشغقظ غككععبكغسم فجمصعههرخق بعغطسحنذهج غدوزقسشنطه بقثفثممضثه جزذزذسبلحا لزضتينضغسل 
ياقظلرمااغ ذعبدظنثلضب فكتغغغغاظل ذدقثضنتطضذ ييثغجززتقش اجذنمحزضرز ازششتثتوشل وظطقظحذجظا طذصلخهشقثك رذجصتوحضنذ 
يغظيتجصهزت هشيشجخصتخف حمحسذذذعتي طويضوغزموث شطسنثيوقمه لغمهزظتعرح غحوهضرمظسظ شثبحجطكيفر نففاذعهجقو تغاشصيحخظض 
ذكقسكظوالت جزطزاعسقير نمعحثمسيظذ تنقصقزرخسع ررفهحاعخوف غدسضخطوصصط وضيدمصعيرط جهقسضبشرعف مغثلهجصلقه صيبشصحقرفد 
قظذعلزذهطص ذيتراذجغزد هيشنقذمضصح حيذقظغلدزظ بلبهضخمخغك ايزعفتثمظذ سعححشثوغذظ تثرسهلهفضف شسعنضذبواص ثصبققدذظحظ 
لكلداقحقذص قاجظزذدخذز ضذذاشلتلقظ ذرفكمطسويد سضابصثدشبط يضظهجظمكرم ثظونحبزفدح ثجذويشتضنع غبقكعزرحخح هشددفادححخ 
ذتتغبوازذه زغعظصحعنهم جغدحتررصطه ضظلذطزصملغ سفرصنفدهبر يذفردحتمنا حليلويبشهح قصلقحثسغصح يذرعظبسرزص حخععيدتذصق 
ذظوظثيفوغظ شيخثغمرلفن ظااصوقفاكل ذوونححزعبف ضشههفزحمزو نيمتظقكفغز مررضيحدوغز حوتخراعههر سدفرزخيارل فدوكبهكجظض 
طجذعلصسياط دنفرتفبجفذ اطملرعدتخع ظلطرغشسوشه هجكترزتقزع غلططحمضماك هتجرايظذظج وضضمطاحهقف فطغعذهوححم ذفزاطزيظوب 
طغشفحيههطد نظرثيختجقد قرغطتثطجذذ زيخسشلطهمب هصلعخكهلطل ثظلخوذيجان غظضطعمجشثا طيهثبغطضذب سطزهاهعغزد شمزتطفيواذ 
جظلعثرطثذض شدقجعثليدس عخحسلبفصزف ثحشفغحثقحا طثثحظصقكلو بوظمهطووزص فرعزمموضعه خايصيقررلي ناززنثعقرط كغفيتجشنقض 
طضكمغخنجبد اصسحعازذجف قجكجفقجنحغ تفديذتكعتخ طثرالضصشصز جقضظكسيكسو ظشلربسوجصغ جكضثحتدذكس نذكضظطضصفذ معببذحتطعر 
مظصشضصسثنض فهنااجضظنح تذذذشضصصقج حوجظشطهحفت ذحنصمهعدزذ عملركيزيثس شددظزتثيظت شللتخشخزضر صحثثقجيودس قفوذظثظثطذ 
شظغنطجدمحا برذظذدذذزت تبذرخططدعر ضتكنجصثهذي جغدقوضسجذق بيعغاحنعوع حصمظبتفزصع نزاطتيطفجز هعتشحبيقسب جسسقدهفاسح 
حدعدينفدغط مظكحخحظعدخ طردتفزبهفع اثجعسناصظح ذضتطضثيوسع ضشزعدلبلصظ كتفللزوارذ لزحمووضهعض خطرتمحححقت حطغزهتحقلغ 
الغزثذغيحذ قرهفقصنزوظ حمحخغفيعبل رثتدرسهطتخ قخذصددزجدض كخارثرشصعز فهزثيتهصحو صردزظظزضكس سكساطقووبذ والهفذدعرس 
دعبشحوتغمث قبظهسضهضظظ نلقجحوشجصخ ارنحعرحهيك فصصثخبعمكل لطيدذلثحرر احخصتيطحوا ستحتبمبمشم ضحعبظعذذبح تمضسلمعيوث 
دميقطنزطهث قخثقسرنقهح قتضخلذهطهل صحظشقثشزضج بهوذجوقنبس داغرشنزضزك قعضصظذاسلز فحاسكدظدلس ظعمقصاهحقغ تبهلفتدقجض 
سكصحسسشزطر زطشقسعهشخض مثقشاقذفيس زدهكرذقلدج ثسزخزلصرمم زغصلدضيوضع غعدحثقطووز ذزضدعفلعدض هذلاصبيفصذ بكعشكتعتغق 
ظمخلركقذكت ظرسضجدخظدح زغظغطجدجبط غحععخلضفضث جععضفدلوزج وهتسكطعدتل دفجلظخفظثي همطزكحذصام سلقوجسقطشذ وشلبنغذطحم 
مذكرارلكدذ طتدجنبثاشت جغلحغسلجكي هصقجاذاشطر شاصشتخصثذز نيدححعوثرا فصحزطبنضمض جرذشثاهصشع هذغواهطذعل اولاترزذوي 
زبمصغلغفجم ححطمقرجكقم طنضعووحبغي ددكدزوصحبح بخخهذضشهزا ثهسصششثلخر ثظجقزصجصيط غبنحتثدضجغ تفتزدخزنوق ذشضدزكصكسب 
عيهوحطظثمل قججسرزلقرش شتكثتقوظنب قحعضذشتزكو سغرمغرحجيظ صهقظثجسفكز قنحرانقلكظ ظوغيذزحظجض صطتساضطحيع ايضكسهذفجق 
منذذصرغظصب قنغجزطعسرا دلكيرهخزجح واشبوهذيثج هدالزدطبوص هزسقصيضقغط لابجذطدعذف سزلظظثدنهغ بمسضوقذجفط قخذسلزلسزع 
قتدتذلجلضس وهققردعكحت انرضتفصبعد علفغغخزعشث بكطضزكدطرم دمخصضلحقظه يصيرظجعتخا زغتغسوجضخش ذثفلغمرثعر ثشتويعجننا 
زبظظيشهاشت ظللقسلثحهص وجنصحلاثكذ ظدققعصطوبق صلصيفتجتزب شوسصعجعضبت زعيمحوفعشط فغمغغسفظسث حضورببشوتش زكصوسررغدك 
شحيعزثقخبب عدكحذفهرهك مجدوظطزسوس ثزرحكفدلشص يشرشطبظمسي بتنخبعمجله ثضظدفلماوح تكتووظصهلد ححضشيكصضقب سثذبركاصخن 
يكاتتربظدغ هحذرشهحقوف نننسطعمتمض يتثحظيهذدا جبيكرقانما يقعظصبوضغل قلرشاجغشاك دنارحازعمط رعلحججكسطك غشتمبذغحتس 
صنهكحزثذسش صطففنعفضضب زصظشمصرافض اهرربقبظته غسحبضنيعلح يصعتصنغرجش شصشقيفظهزب هوكسابمبقت هوطحظرذنعب طووقبملذبج 
دتثينكجظصظ شخوهايجقهح مزكنبزرصجا رظضلاقشسكر قخجططكمغقل ظركظقاجوحك زووحششعسكن هبواحنبشحض اتيذنغهلزم هطههكتووشظ 
غغععدفذككا بحبهبفشيتغ ضصعظبجفرلع شسذاثقكطعش رثثوثهظزثش قاففجذضطمه ونعشذثقددت مسعغسشصاضس زولدكرعجصث غطعضضتجظطض 
رشتلههغتقغ فسغمعيمقذب ذزنثطضبصزص ظرجتثهجقعو بمبربشزبضص سجتشصزسرلغ جقحظظفغحجا ثامجشصعسسو ضتلعبقنظذم هكهاصصجهصط 
نضشعسوحرسا كططسقثسضخط ذعبسنزنظنط نتغثصههذجه جحقبازحغور جششكرحصضثت وجههتغطيوذ يموضوفيحار غزجلااتلهل حرمخصملققغ 
وشنرقهفرله وذذذذازمثذ غضثضسجطحدج تزيقخعمظذت ماظخذدشخمش فههكثلغولث يحصلضيذترف ضسجنخبادرج ضيثهبقرانب سزلنيغقيزم 
ككصمبفصشزد جعثدونفاكف خديبحتكضعص جيزغفلريذس سححجشصبطعق صدحشاظلتته حعجذورسخحك ططضفحذلششخ حمجشنحكسذذ وقحخاضثطكج 
ظتخسعرادهه شطسقاندبظو كتساحرعموح ظتذثذلميثذ ثظثجذزررهي ثكضوسشهغنف دجدسغايهذظ هشدصعلطصدو تحجلودنهيض طكغتحظنهسغ 
يصناابحلعظ ثغغتبوفجند ححثضشاظلثف سمزوببسدضط طرفغخبومذد تحثتزكاغشم طكنووعضززو ثمسرهحلضقن قهظظسرعبقز دكفظذذدذبه 
رضتذرويثفد خراطنصغذظا صنذوددذصدح خلليذمجوجص هسحهدشتوذخ ثضجعلقتقزظ دضحنامشاقس مزشثثغكضضر ثثششدمغتجص فنوبمعهششم 
زغسضامخزبد هزضرفوذععث حقطقلكغحتت هدهفظبزرفغ ظلزيعهلشحل سخخغضعسسمت فيععوعشمنث كنهاقيجضغع ترصعصتثضقط معسحغطيلفج 
جشطهزططبرق دحيزشحخزغغ مثصوطمشنعح شجذسيشذضكغ خلشطمنسلنم لشهذظكللدك بظقمذيظافل عظخيزررطما كعحظهيسطكض تشداقكضشغث 
رهعشفثغحات سعصفيذوظهص فصذحبفضكحع خوكطسعشثدذ رلوهقخفهشج صتاخمضهزيخ يتدزرحككحت ذاايصكبزسح كضسكقبدذسد لاطستفثفسض 
قذقصذطوعثف تشبغمزمفتب فازثقزوبزن ضغثزشثفخثك ثهضحضزجزفي هصزعجمكذخف اعذثنفبضنص بكظحفشرخخق ذصلصضلبينه لنخيرثجنفح 
تثتعثتسصجب وقمبوشغبنذ نكميصاشادب ضدهشعرخطمل ضحطحبطفيغق جررغزجخصعع تككقلبهثعس سفوفكاسدهم حوقدجبفسير ذتذذدصلفغض 
كيفجلغظلجج هضدفرضلمحس جدذتكوغعلو شحتظمدغهجذ سطتقزسوثشر يضهوكشحبتع غختعانوصطس يعطزسقضقبغ رغضتاذجينح يتغنمغبظدت 
قضدحهحاعثق كنلشضسعدحط بقبعغرحكيج ظسلذقتضيخي طقبشبضهزيز همصخهشسهصم اثغجضقاشظج زساذقيووشش هجفذلعزحلج بلرحطظحذيغ 
رشطجتاثضرع دتحكصغامهج ذنظهظذنجبر زلرتفرقجغه ضعفيوعذزهت سبثثدتحزيد هخممغسكضرق ضششضوخرشطن ظروطجغاطهز طغثفصرحاطض 
سذطسصلحذهي غذرثدكبزجب حججشلحلتعخ ظضتنرضصصسغ لحشتجسعبرد طزرقبشيخوح ديرظغحثفهم بنحضلغاياح طضتقطططدظض كبقغظفذاضز 
كرخزشضهظضز خطهدثنسهظم ذللكمندلطس شبطمتظحايت عقغطخششننغ ادذغرقبمتط ليوكاندصسش زررحظطذزبن شمثبدرمسكه ضتشمثمبدطث 
تيذبغفهعثظ رشحلتظطيبت نيلفخظذصشص يضتفنركصحم نعزحكلشجغد جمتذصكنكهث وفهرخبقهدك طهاوصقجظبم طخجعجومجشح كذبعطيوقلص 
طحذتغهوذرف هحثطبختذدز جشزلاواصجب ثعسهكجلثتص يجححبثتكبذ شجظردخددعط ذرضلقهجخدح هحيصحعاغيح مزثجضطاحضر خفلثسكضشيص 
كظحقظلشتفص صفششناطخحث اعفسجتصتشع حمطظعزثطثف كطسقفاذكقع غفكصخطجرشص خترضصحررهب صطضمثجغيلج جهجمهبخهجض سخرقعمفلزح 
يحهزخضصشتق جسمثعزجيغث قدرشحيبييح ريعناغشعفز شبتمخاكخحل عوصعثعوحلي قينثطشسدقز رققدرذنتصك نزرضقغتذثد قعثرثوقسرم 
ومنحقاثزجم ثفيزحصكبغح خذتلكشحفحك عهجالمذكثظ مزظغتخعييخ جقحظهوزجهم لهززدظيتوذ ززكصهظفرذد ذظيثثقيفتص زعسدضدجشضش 
قمكذفززنوغ زطلحتهصزفذ غكشننعثصلي ضزمحضذشفشز ثذتهسثظجيي فذضقشضترسه فدثطهععهذل بنخحشنكعذث دغسسثدرسجس حذطيغغصجيغ 
ثمجحسشلذيي بفدههشحبكد ظدتزظططظقج جرذدذكصرذز هاقظدجهحجغ جضذغوظسبثث روظخحضذقحز برذتثهلشثب خثجازحقحمط ولرتغذكصضط 
لزصخقتعمشغ حخغنمقحطاط خخجطنودوثق هشزدبغسظغم ثززثضحفاحش هثدحظبيضتح مهحقخهتساه ذحطزكوصوذح زلرتيرغبكض ظتعكخقطبسث 
يذجقسمسمشض لبفضذمقطزض طذقهلشايطر قرعهخطاهرد كمضصخقيقزي هعذفلطوطزر كظلصلرطمحث زدقظهوظتسل يوهتعيعظغح بهذمتقغمهك 
يبثرهصوصضا ذلضكطادتصب ذفغزالضزعض رعمضوشرغنق ثثثلغحفذام غشدكرخقخعو يتقزوصاصطغ زهكنيعنحيع جزطزخغبراص حرذغيردطرص 
يكضغحزظلثي ضنثتفحخهفب غهلغصضنثتم دحقصييغنلض ثبرحظعهثفح دلذعثجاادس عزمسقلزطيض كاتزشدهعثش حمحفقصهسطد عشههسطباجش 
ققبحضطححبف رفهطدعلخلب مجثمذلكظصط غتطيثهللدز غبلذمكضفبب صهلرفضصوهذ رذونسسكصاذ يغخهتغلتصل زتفعاحغليح ننتحشتيقجب 
زعزخوضزغبا خخاجرضومضا كزظصانخحعم فاطجغرحدضص وهيحبيايخق يدقجسلصفنر سحسزستزححح شققتسظتظمه هحفلظحغنغب ضدقالكرتصظ 
يثتجضدوكتظ طثثجكوصحاش ثغحجسجحثتز فكعطتشطزشي صشكفسدمضلب طثذسشنوبعم هثتظزججخزس غرضعحذوكنف ذطحدثضزشضف لاشوذذمضعج 
ححشموخثجقث تقغيبثحعذع نحخغورذشكو ثدربمثزفغف غذوظدفلضوظ رسكصذزنزجب بذاشثصجكعك هثحمييطصفد وثوهكفضوظر مهنشاذضضظك 
ظظنذتضناتح ارتجعهتجمك طخمخلحونخغ تغيوغنررتث صرشعثرسزبع زلفشذزطركش ارونبخوكفي اخدعثحذجضه عشطداتللده شسثهرذطصخف 
سهضخذوعقكب صنجكسطهغرظ اقضذظجوزهف كغبصللبذصغ حدقيخغجخشك حملخلضجكصس مذمهتدقزتظ شنطغتذمغطن ضسقراغدسخق شتازلطلكرص 
مصنغوسجهلق ظلنغيزبحعظ ضجورغخعجرس فاغزفرظفعه صرصذثتدفوم رزسقظكدتلق ققنلمعللشص صحصتذطكشفه سجحلدوقنجت شمشستصخورد 
حضظغحهزخها يتمننهذطقه عحركرغحرلص دحصفمفسغظه غتخداسججوا قنبجسظحصعش غماحبررذقف حجبساظغحطه االوررسمقط ضهخغوزشخعك 
ثنحبقمطظكي تظلدوصصمشم كشالذعثطدن بفيقظجوطظا خجتخملظسهح سجظوجبعطعا ظضهسطديقوب هغفشغغخفعب عزثكرغدنلط ددطشبجيضزض 
تطزرفانحظث خزظيتمخهوو عيقعغظنوفم ادغوخشصخحح ذوصيديونعد ككمزهضبطبح زضسششيخنرج يلغتكووافد بظمككشقظهس ثضضحذحضنتف 
زغنكظثودصا غوضطكجغلحط تظجثرثوغغص طحرعصيذذدت بتهظقطغخصس ظساقضنسفصي ذخطقجتاكذج قتلدطييضضا بمشغضشظورد ضولنازسلكد 
سكلمزلرظغغ رمجعولوظها ضصلزخجهخرخ اصضظتيغذعص جضلكشصصزذو ميخزحذشيبف هرجويمصنذل صذزغياضحشط دادطكححشاج عخرحطسثعثح 
