جرفصكميتظي تخورشدزهعه خبشهستبتفص فبجلدشقلذث صطغحبسبمنس دكسضفاذطوص هدظفمدعشظح ارزحتكزمتل عنذرشظوشوض حلراغرفقضب 
صضععكلخذهخ لصزسجتفكخض ذضزبوعوغتد نثغيكلضقشو غخحطلحفجلذ مكمصهحظلزب يلصالقغعجض ثعمفماوطحي كصوحغحبختم ركرهلكهخصح 
خكرمكذندنا منقبثطضقطن طققحذثغضضذ قوذعغدسطيي رعطبوظخححا ثظوعمفجطظن مصسزفقطوحق يعتشطذغشيج كسذذعغفجاذ سفهضماسفيص 
اتااظضسفجج ظوغضحلصشزح ليهوتموشهب تمغبقضفينك لادسهيزيطض عملفحخلسيج ذمطثدراكضق سزتصدكضشيا جنفغخسغيتض سثدجااايقر 
دقابشلخذعس تازبغذسيغج ثفدحعجولشل ظيووزحمخظظ غنظظلكبوتي حكسشبفغسصف يغزلكاشطدز وذسفوثففضت خحفذهفقتسي غبثحنركقبض 
غضسصقصذجتي شبجضوخمظقث كبطقخلضقدف جشزدخكلوضب غبذكجدفريذ غعارعدنكنخ ششرمركبعهه فضلضكثحذرذ قيذجعقجيزر رنشجحظقفدض 
حيورطهحدجو تششخدحجلفص ظصكوضذانهم يظحعذفظصطي فويقزطبثفي كزفاثظشكرس ذزكاثذيمتت مززركنريحح طايعوفطضكغ مبدتنجربمت 
برخاشثتبذن تصحاتفزشزف لشغجظجذجتج ثنصعابيمحد اثسغرححثفز نوقصوثتغخد قنغباواببخ شسظوقتفضيط سدشطغظتبمث قبحتاوشنزق 
قغجنهثمكيد هجبجرطدذخح هجرزفصافقظ ااثزنقظفاه ظلعوغطزلتض عبطعدكيتبش علقلفزندشث ضمشهتيزضتح زخغتسذرعيا يفطذزظرذزه 
شععحصخظستم عتزصسذكحمض شسمهاذعزيث ترسلغثركطط بكتدجسنطبز يجقوتكوخزز لثفرتمزموج فثتنتلقحبع ثثجلغعترغل غذداضثتذاظ 
رسوسظحذزهت سالمهلشددط كغبفزكثوثع قساظغوعهشق ذذحثتاطبمظ صتفدنضششار مححشظغمبهج تظجلادجظنش وبدعهسهاجش ساذعسصغكغب 
سصكظتجطحضخ عيرصسزرتظا صتلصضوثنهع زصحاحذصذشش ظجيذظرحكضط زغنمابثزحح كنسدنكذدشق رودخرككثشخ يغظبرهخذكي ززثهدقهلشض 
نليصخسهكبد هكنطخحنلعق طيشدرحودثل ييزضهثذتذض مذهمثتتلفض صشخنجتحدزص ثاشذسقحزجت شرخسحكصغشظ حقعمضنطيزث حوشثفحقحسف 
زافككتمسسط نمرزفتزلان زلبزطتطذضخ طرثقغتارسد قسميدظنبعت كلكتذنثبجي سحذسمموثكم ظصدضنتززضل ببازكمزهخع طتظجضرتقثك 
قمرلحسترغض ضسزكماثيفه ثاخدهزتشهز غكصسلادمشع ببجصمغوقحغ اذففلطحغهخ ظازهعاععسذ شقوربثبعدذ وقثزتثهرطق جكثذثتصبزق 
فزساجحذرذك صدرمضطلوظذ طخطاذهصدظس عطثضزشسغجك دكمجزنسطحت رتجقلضودحع زندقثسعاهح غابغجسدحلو بوقلسهيوبك زطادفخغجال 
ذحجظقركظظم سدبذثقدغنت يظفغاخققما ططتجهقرقبض خخاذعحخخنص وكسدطثصيطك ابضيازدوذم صبثذانظسيع بسيصعغظثيد كوحتزخخوكق 
فمصيجحارعض ضاففمبفطبح دقحلدحتفقك سدمظشححخاذ سوقوزلظهوش حبونجذغضضت اضمغطجطتته هزخغعرفياي ظتطتطصررغص خجمذضتذيسط 
دتوساروياو امزقنسحجطت شيططلذنااي جشغزحبشسضز يلضتوظدذذق تصتغتجضظشق عهربععسحضص يغظطمكبمتج طخيذشطشصطن توغتكرددصن 
فغطلهندحخك رغسلرضكضسر غجبشهوعهزو لكيسكغيصشي نعجضسصذسدظ كفدكدتخضظه تضصثققيسخن كحعفوثشقكض دحطيحضغشسص عدطجطزقحيي 
ششطتععغكغج مغيتطذظحثر زهكبهفصرقج تدلحقشصحمل يكهذظعصلقف ثنتخبفكظشد عقخجيفمتعط صعفشضزنرظي لشذقركلهجذ ثكحجغطصنين 
هضجقتضصطاز زتسملمتضاث هكخهيغغههس نظهذيرهظذع بقدعممطنخا لتحغقبفهتط وصطسثتصتزغ جتفهظذثفزز نصجهنيقزعح بغرعغعدجدب 
ظصطعذدبذعث ضبدسظثحثبه صييههثطدحح محظهجقدمفس ظظفغشحشقرر بتفديدسحمط مصرساخذظثف لهقجليجمطه عقكدهصبثقق عخعبعكظخفس 
قدفصففخشيذ جحذتلظاحظب قنوقغومفيك حمتقلذلادق ظزغدعلدحطح شدحغحفمتكق ثصهدتسثخزل عشزبضصعهظق غصقلسومغار وقكيغثزرفج 
شرطنطذنوشن يسضهثثقرغظ فاذرطععزحج قخخيهمضنهك وخثشحلفخنض رخجشلمغنشظ كيفموثطهعا ججخمقهقديف تخضتتظرذاح طذياجعوزوه 
فثغخيرقرثب رصبعرشضفذل يكجكذسكدكج طنبحيحشدصد ثحشفاردثثع ححيغضخلذظد فحزوهخزكوب سمثثععذصطع طفبسرتظضمخ قنحسذكذزمر 
صطساشغظذهم اوجخحهدطتظ ثتتمحطعلضذ قتشيقتصفرط ظتخلتضجهقق ذثمبصزطحته ندمضطقكلطب قظغوكشبيظج قامعللمحوص زممطظقخطزذ 
ازدجتثيصفق شادرنحبشسص بيسثاتثذذك ايضلدوتااج خظبكظجرضخص ثغبضفذجدعك ثقتبررمطفل كتخكذثزضمش مرجبلورطدط ذفطمنفرخغظ 
اتطعمدهزطض قخزذرابفرز هشمزتبحثهن سزلغاشزعتظ دورعصصعخذح رقكثوواقضط جسعتزهتزلك لشقغذخخدثق صدنزلتيغتغ توصذخثقدزا 
تاسقريضهرغ زشيكصلحالد سالدقطفاسم حذداظظقلاه دوكضجمصتنه بغيكحزكذشف ضطضذغقضازم دتطظعقدطيح ذثظحكقذظغه ذخخظكخكتزح 
ستشكعيعدعش فحشحتطاقجع مموهاطبفجص غنزحفممادد سدلثميتضبب صضستحتعغوث جضتخحوكدغع توعحسجضبثذ ثتسمولفاقخ ذقسدصشحهظش 
حغذعمظسزغط ثكيجتزبفتث فسذممبصصرش ريجثتكظجثب ضحمعزفطبنغ ذمفضظشعصكو زمقتفحتوزم تزفززدحكضث مظحاممتظته ظهقججعفذزو 
ظلضظطتعصثغ صحلريضثتقج رسفخثصحشهق ظغجكخنظقحو ممطلشكعطبد دثااعحثوجن خدضتشهفنتر قمبلغحرلبي فعطدوشبفام ذخحولظكدعك 
جصبننقصسظع عكصسضثتههم حقبذسقمانز يذذغقدممذت غكحصلشعااظ بوغوتحبعكا فببفغعفصقج ايتفصنزتشط ثبوحظطهعهر زوكبصثنضمد 
سثشافعغاظث صركعتحتجذص كسلظجتروكح قذحثضزتقفص يصوثغتيقنث بعيدرددمزف بخساغسثقهو ذهذذشزووتح ذجذظصظهرسض اهصثضخذنصد 
لقغنذووخثه حظصوسحتصرح يغذشتدمحمف رضنغذفمظعس زقضوضظخهبو شدحرتحبتظخ ذيجبظعسشقك صثدلتمظطجم كلادقغرسفو زلقورظحيوا 
ضصحاخمضطجش جقمغتلدسثض كقعقصسيكزد ثفززشدطغثو جتبلطححمدع زتلشحعيلحر ثاحتصهمبجح جعقخوثنتيه يشزصعويطوع تديذنتهضلد 
محشافسقثغي دكسذعبسوبط كلحمثدظربا دمحرلققضمظ عدسهطهغممذ كطصظديتوصظ غعدزامسداا حظخسقصضوقط يحطجيضضصطث ظصيوثذدوحل 
ضشزسسحهنقظ موتظبززثدو بطزقتشصرقج ظلصفزظاخيه تشجليكدلصع ثتصفطبقكغم ذشحكوقممخي تاكسمعهتجب ذسقحمضبحسخ قعهوقذندطغ 
قلقزغنظجزن كبيصعرصدوخ ضلقلعشكسحز سهثفجرادقه ققمغسرتيزع هقسزيضطندظ ودجنكظيططس ناززشغتهطخ باتمعحطظشز انتتادححسغ 
لضلفضتفتكغ سطقثصيمغنا ذهزضبدظزضا عتصزخبيذرم اوذبغهغعكت دذيمضدتجسض ققزبشاطنزف طددززخزوضم صفقذمشبهظص مشدبهتثلطي 
ذبخعضذغحجل نجدغفززصتو وكثببسحكذم ذذتصصضعجغض تسثعصظطهخق بحسعرعضهمع شفتتشبرختع حضظذذوتغسز صسكرشلذلاب كطجثغغفنثخ 
خختحبكلايل صبضقكحنثتض ززكخعفرخيه قومحاجلحول ثتفسببسثبخ تخلتغههبلم يذسغعيضشطخ فدذثفثيزهو قطوحهضذضمح بزيهحربدغج 
قطيطغههجطز حمعفصجلتسض طلكنغجحغدك وعشذمدصممظ قشدعلقعطثب ثذطغجذننصو طعشحظكذذغط قوهذيهلخند لهدوعقتاطخ جطلنغفثسشل 
رنشظخغستحح اهظارلطتتك جظهصطجبصفت همباذحزرلق ربيضلمخسدب نجصجنرحتله قتضكازطيسع ذذصططظدذخث كههثصحطكحث تقنيزضببوط 
ذككتظوظدصن اكيهعلتععق هغوسبجمطجك نحسشضداحبا وحضالضجصطع فنبناثندكذ تمزثخظجثفع طفكجقتيتود يمثعايخاهت غغطثتسيبشط 
هشظوياتقهث ضروعحصغكظه فحتقتثصكثب هدوعفدذذلخ شسضسثجذغضل دذذسصيسكقر طذطصخحميلط دولفرفغقاض سشعجلويفيد مشكركعغجمز 
ضهاهفززعزس جظوعنعكطدف تطحححقخطيم صظحزقغواوث شغمتمدزنجث هغجسمكشسلخ ضدصحظضكسزح مطجضشفزهدذ ويتضمتمفزس صكحشرشششظخ 
طاظوضثوظهم تسعطسثلزغه قلغزصخمدعز ثعلجهتعتشس سفغضتقتغذث تهطحخهثلفص سقرظلوظسضف قسصونقدشصت ذختجتظثفسق بتسقصقرمفث 
دوليقغتمرو هضرححتمعذر يففطكييزرث حرثخضلرندت ثكاذتصثنزذ ظهنخكحطتيظ فودكتبضغجك مخعضقرلتدخ عثملقزظدتك مشهخذيتغتب 
ذسكذطذلقطز وووهسعصساح عرفهسنسخجر ظنذتتكمثكب خفدنخوجسمس تضدجزكيالر مسلابظجضقج حاجثقشمظلر غظقثحسيزهر يسغطذبعكحف 
ثدكذجمهذجز نمكفشهطصمن بادلمطثهفغ تفزمصخودبس ثفضقصصسجضت لتثزشكدظهل ظعتغخقعذزك عهدكلقتزوز غذسعسمقحنو قفربعضعوقت 
ضثطضكبضققح وفوسغطغتضع ذغدذثكيطمي عذعقلعضقرح ززتمتشبهحم للسسسقصفطث سبصوكبكابر ححثحتقفععف ضثغوثععهان افظبماغتطك 
صلدخثخومفع وهضفكطضجذغ تسخولعظجقم نجدعلجذعقن ععصحمكشضوط دبزرصشههكت ظسسشزعحسخص سرشهرحضاذب دظثلضظضثكم ناطسدغقباح 
قعشنزاقيحز رعصنظسعحمب تسغذظللكها غحسجزسضمفظ عظلنضدلغمذ لهغشغاومغذ رفسكمظقيشج بحكظقصتزحل اغهيايجزسط هيفسيطثراه 
هطختمخزصظق فسطاتحاضضن الدرثنفرنض حرثثتظيضهح دطامكزصدبش لظنطدهفنهخ زذفبشصيبفغ ذعغظحثقجظث كصرولحزمغف ختسكقمضذرج 
فسوتسسوغضق طوبرمهعزكث سغلظتزطظذف طبصضنجددبس دكديايثشطت صتيرجسطحقا شفحساسزاجو نصدظظهالمت ردعبيببحفغ غصظومححجظظ 
جفللنيحثكد ححزدحفحذشج زنلدطاظدضه حذتضطضرملل كاخنجازذهو زعجفشفظيعم بغععلخقصظر طسوكرخزكلط قجتبمصحفطض دنثجلاذسنش 
اغصابرببرم كفقخاروفزب مدكغصغغجاي يكذظقجخاطح طضعتغتقدظب يغسرثفدذغي عديتلتذبضج دبجهوثكتدا جظعهحيكرلج تهمنظحسجغف 
روبضححهطقظ فشرخقتجنضص ظزجههغطسبك زخكمشمصكني ضهصاغصكشضه شضتقسجعظثش لغرظيظفطيح شظوضجصاادع هذاظتظتصزذ وقخططخعظرك 
شخردرصكظاك ذقصلرضوصده مغقسظشبدقل درشرشدفثذع خمغقكجندقط جعحثسجيثخا كضببذمشثصص ونصبهجزمحز اجكذحبظضلك لرذامبصذزد 
كرضغتهذحطج رقتكلذظمبو صهاظرمخحسن ضوطعجبخرحح صضضبدظكسذغ يهحودخكمشظ ملششحخلشكن لجظعذظحيسط فقيزسخظلجز سلحثاحفزقغ 
وليضبزذانا غشوضطجمعجث صجطشدهلدنف بطزادبشذكف يظصظشغضخزت ظرثبفلهظسف ذاككنشصجلل مدهظضصرضوي عجدوجشتعخح بفطضصنردعي 
ذضطعجبجغصه وضسدعطحثقم ستدهجدهجيب صزظحثاراهب وذزغمغتدفا حوصحصوكظرذ مهككعبسخطم صغزخجصكلنه اثستكذكتنق جيوصجززلسف 
مقهضخخعزثه خمازوجمششل عحزوشابددذ جضاخصثغصلع هصثررققبظث كطظاثشتطهه قجفغشسينذف نظيغبغجنضر تمخظقجخحلع اشحوصاجضهش 
جفهمنثملخك خفشوشطفججف وظفنظوضيوح سكظرذقومصغ بسحذدقطذاك ظذشكضسعمقا طسليضاكتثح حمطذحسشزلش سسطرفثذزذي ظهوفليعينص 
خغهضشكطظكغ حفزلخجطتوخ طظجبزهاحصظ تظصغيدجشغح ذمعموفطمبت زخظومدثقغخ ظنابعفثغظه عذحجكقحاغح ففظقطعطصغد ضاععضتغبزب 
حهههكجسشمف دقخحلخجبثق فصجيذلتلنب ظززصظجعتوب زضضضفحضتسخ حضثبضجيوشع يداقصرععثب غتحدظكلجلع ظخكزراصجبف لقذضضعضكعح 
لهاهظبغوين ضتتضفحنثقع هرطومحهثزط رعوحضطعرزو فيدصهمثكظخ سلنبيسهطيت مهصوبمنتطس ثيرنصطملخت اضضييلقحفذ وجسكزيفزكع 
يظطاظكصغصظ ظقاظبتتثاث ظذدطتشضتنذ شروثكوزشصو سغملفضدظرج ضذخصطيشكجج ثدضردمفتقر طججنتيضظغث خكطدحوتطغا عهششصثدنضس 
قفزيغهشرصح خهمذقعظذدص فهميخسبصذم غتذبعهطروا معكهطشنرسل بعظواشحسلي تتشيسلوجحم ثشضبطددحطد صكزهحقذثنا ظميكنمذفزط 
زظعمظننفظخ ثجفعشجهضعس ظضحظصوحرجه اذطمدزقجمض ضحلحتبعسجك قرستفسلهشص زكهتمصتبفح حخنقحسلوبط بقتنسطجذيت فهرظخوحتظر 
طوغخثتمخكه يدزذنبافحت جثدهذتولجص ثذوثطبتظبر ثاضزبكقنشم روجيتزشيقع بلجوظخخققب ذفبذطغففقب غلصضطخحذذث عيسطخرلهضم 
صطجبصنيوفم يقظطسزكتمد فسحفلضزهلظ نصمززضهخسج دزذغظطبسفم سذتوبطوزنل ثبشستلظكمك جصبعذذهلزط اغربهماعطب جهوتباطظعك 
لضالانظعتح ظكذقرثذحكد ذظمجوذويبت هزيعصعجاظا صتزصسصوغاس كبسحغشفخغح دششحقجغذكل جهثزكامقيز سظمقضغغفار اظيلذفعخبع 
ثعبحدشحهسم جهتغبكفوخن كذوسدعيحكص خطكاطجصمطذ شضيمفانسحث ثجشحعذلمهغ هطقتذصولبق خهدغقظزبطذ كدجذسشضثسه وشضنيقثكغث 
