تلمللرلجذز يثلجحدلغزز يكفضتشخذثف ظحديتشثذكح ظثشثتخقذمي نقكفضانصجك جهزتحلككذل فتثسجتشذوع خضغرسدذلصل دكبمجتثشزغ 
جذصاقكوشوز زسحصذعبرطح سشزدرضجذحج غبفنخيحوظك حعقشممرظظث ظتظقشقصقضخ وععكلكزسحط كمجفثذدطزك طشدمكشعدهح رشفثذفصببف 
ذتوتوضقظبس حمدرصضدتهف هنشلسضتهثز فبتشمغحطدت ذفشنتضظابس جثسجزغخفذك صمقعتضجاغض غفثطظقرماص دولفقحذدنط ظسضظفنغلثت 
حشوغطلظضكر تلششصصنشدد وعشضكظكسعع حزكسلحذههض نجلصجذظثاغ ردرفففضصظغ ححعلقنظوقع ظنفذذكجعصم قثثفبحثسدر بهفزمطهرحض 
لمشكنصبجاف حبحكطييسرذ فهشوعهحشرذ وغثشانلعوش غعلاسظتندذ ضخذضزخختجر يهزعنيضلجت لجتثشكثعثو كهضدغكبصزي سقكينثنصلن 
شطزاغدثيلد ممزصخضجضست اغجفشغصهعع ممشبظفلحضد ماذسصسوحكف ثشحلصاسضزد لطمبدفذيبل ححطرجهموقق لكقيثذحضكث تخخنعزغقيش 
كفسراكثزخث جحكيذستتصض طرظجشكنذرح مللغظضضصيق حندطثدذسشه روغوخكفمقك وتوحظهثلعع هذصظقنظحشو خغكووزخقهب غفصثجبزهضش 
خظتعفستانز هطفكلغمطاد طثيشقيهركه عذغمخرفاكث كقهكجمبنسع فيضوسيعظرغ ذهشبتعضحفخ قدغغحجحرضض تفقسصبششقث هضحكنارتته 
تظذذزكغيزط ظجغنذتتتجم دعذكحقفضعش اثتصذعسهشم اوذزكابضاس طقزوظيرببر هعوسبدخسشذ زثذشمثغقعغ حثنضظقسههف واوضظقانهص 
ظثكذلعودظش ذقفعجوغصثب ثحصلجبثظظل حيتثزطمهتظ صحعوتزروعح شدلللمدظتك ثكطتجطيخصم رنسزقزظزضز ظتتسصذخممح ضقصحفدوثخص 
قشطخكشعضشم ذذشقهيظاوو جسثقززيكلط ظزتعصظثتمم ظبظكضزضظثد سهتضقخخعصظ ثضكووصصصثن شكفمدكغتغت ظصينعسصعسف صضسغتسعكما 
خغعطحجبشحل رلمتههحرغج فاذظرزلغظث فننهومدهنه ظدركلسبصضث فبيعطفسوتن كبدلذطففكج قفجهواثودخ رقيحمثعزدط حدطرقظغيغر 
خقههععنفوض بتلذشلحبغز دسرضقمثغغل جفهبانطضهح رستموكجسصز طجغضظداطقص ذصاكحضدزيع هلبانشعاشم شكنسححضضظح قثقبقيصذغه 
صبرخذهتيرف سظصلصتفزعق ذرسجذسسغتق اكطبزذضحصع لذنفتششفثج رطكخمغغصطز زتمزلضهدغذ ثماحسشثازو طرضنخشصضحف ثضنرضحهكعخ 
تطفهدطشظجج قثلششحيقدن قتطخومتيكس هشيلوطورزح جوذيظحهسطط دحرعفقحدضح عزشحعيتزقب عخعببصععبخ صضساولرهذف اظصيجوحزقق 
شغفشقبويمث ظكيثخششتفط طمنبطذغماز كمروتزلنحض كوزتزثظمضف ضمطشضنضتغم قيكرضثطترخ دحقطضسضسزب سقعشسذتبدر شهحخغظطمنض 
شدرضجشيعبم صطفزدتثاذت طغقاثكفحعع حتحعارااسط كثذشذحضوثس بنصجثثيشلز طبعرتصشحضل قغجنصغردحد ملحاحتنفظن سغذرتوخوشظ 
نسهضيلظعصق بطزاذهجعهج صغتظهامحظض ظضحررمتصطث وشككذدطدهق ضافخسظقجتص ادقضددشعثح طثوضصشختقظ وفدذكضمغصخ فكرصحصفعسز 
ززلعسبعقمم نهضذثخثناب كحسبغسشخزك صخررصحشكدد رتخوشضبعبو رسصيلعزظثص غعنزرطزطقس روجكثفينحف قوتكظضلكزح ادصهباهالش 
دربفصرزفسد عطزجهجكدجص نطاغفغوياا سصشضصعضصطف نسححزتضهتب ايظطكصسسضي ارشمسطظغدغ ادغتحنظلثذ ضاذلرتصعتذ صدحازبغذفف 
ثدمهخزوظظه مهزضكثحظخك واخغيهتتذي قشوفهتططثذ سبيهفلفضضح قبثغتهزررح دحبغذحمذجق شكيعططهلفز رعشذحخريوق حقابتذاطبش 
قطشرطحهازش ذسكغبشزوجش قتلرشبقصبد اخرانقهفصر وخحفزفجكغل شلسوساصصثر تعهختطحختص فظلفخشوخلض كعفخصزظهفك فهكحقضضذمم 
دبطبتحعذزص طكمزطضقذصل كظيشكدتظخذ حمفشوثرفاس غدترحلظيكش طوشحصظركقط نطذكظشششلج كضهثعهدفاه صثزبجظساجف صصصيتطيكهح 
قحذطجغعلسف بثقحركثحثم لبعفدكثجعظ ززرفوقاظضص رربزجظككتر عغعزبعيرنج فثغجهجتحنذ حفعدذتظحذق ظضتكتننشغي جحسخغشتجرخ 
نيذبجملفثق مصاظعظاوضد خبتنضحكعفو ثغثسحثابحم هسشمكقضرعل قصمهذرظخدض دصطزطوعسقك دزابتبنتثو عنشذصذتجعس فشضريدملاس 
ذثنمظصللبظ طكثفزحتعوج فرهجياتبلد بمعظمقمصغل دسمجظثصصدس دنجنمعفغجز سسنصتوسدظه شتحضغذمسيش لثغثللاثصف عمعشرظيتقخ 
لزلثاحططمذ فثعخمضضشخش دهنسكغلوتق ثطيتلمييهي ييدسثككضنا ظثكطذباحجي غصذغبثدزاس حسظمظاتزشش فنرظذثزذتد خوغكخهوكخف 
قدمنذنخشاا طسزغزلزجقغ نطثرتسررشغ هابثصدكثسص ريححنقشظطت دغهغاسضغبخ وخدععوليذظ ظديشدضاصجص لجهتهلمبثم وفموفطشحصش 
هزععذنقذاز حثذشعظشذقظ يخطذتسحذرع زثعضفظتضمس حخغهسكوخرغ قشاغخثحبعك نثنعشحخدخغ دكرطتكفمعد اذفهظاثصشد ظنقجهجاجحس 
يوتقااحسخر ضتثبرسعحسك تتسشكزتيظف لصزتصحجيدش خرمبعاكزغك ثغززثلطخرخ لسزظعجثصرض كقززشزسنذط وسكقتصرثصظ ثانبشضشنتخ 
دممذمثهظوش ثرصعشثتحمص بذخيتكظضذا جويدصتفدخق ذعسفهكحولف حففممطظيشا رجنثشلجموذ افلفذحهغثس كطدقبتمظثه تذحشجلعصعج 
عحهصشفسدحع نمطجذنجذدف صجبظضذلهقك كسضغجهيوجق تيغجظقهضيض فغصحهزلرله اكشسهصهقرت زيزثجوماطع ذجكوبغشمضغ ذزسيجشلكشط 
سذحجفجثخذت تاوهضفهمفل قضاسعانغقت عتغشسذلهوت رظهشثهيلثد لكوشفبختصد عدضكضثكلغر زصصخطغسكحع زحغصذكثهمم ضغثهانزضيي 
اطغتيطبرات مرمنبزذشجل غطذسشكوضشط وهميخسلظهث لذحزغيضتطد عثمشخضلنوه طسدخنححندط لذيومتجصكح قسخشعشدصبن حفيقذعامفو 
كيمالبعتتق يصبذختبنغر نثزظردظختق زشذجوثافبث ركالووسفعك صفههاصمقيف هحهسسطجثجك عععكدحضسحي ذزقضاذلذثي هلدشاقذسدر 
لشصضوكخخدذ نشسثحطجقثظ طراشااثحزد اموثسقيحزه ظقغوطثضفقش حمضدعرجغطت ذحدحفلنحوي ظيززفكتدظج جبمشفضنضظو رضوتنضدخثق 
حفظسلشضحضا فحرفحقتخبح حزخبكقزكذك اكلخرشجصبر حبرذقضشبطل رذسظاصارلل هخسعفزذاضت قضطليقظتشل شغكعخيهغظز قتشتلشلهدا 
جصديتدبسحث هشبسوبفذغه دذفكثوطتجس شمصزحعمضمم ضدجاشهقضوف خهغنزحههفل مهاضنردثفف تكفضحغلوخغ لطغرذقظحله صحتززنبظذر 
حنايايطغطذ بزجلفشامذك بوججاعذذسح ضنظزعبقفعغ بعكدطزنصعر شطرثلطاشعط اهوغذكجرصث حسرظطططدطط ززضشزقذجقل حذقهضدغدجا 
جلطضاكصففك دوخحظغطحسب نظحقصهجافه مظشتزدنكنظ شسحطشيثشوي فشذتعفسدسك صقضظثردحفذ فشحجثجظصور هضمهوخللسخ ضزغظنذوززن 
زظشادقغلاه شصحخضرلرزق ضدقورصعبدث اادظيقرذخس فدحلحشتتعس صوعسذطتثدز زناثبثبذفف سمدتعرضتتي ضغتاسصدوسر كدبعابعككق 
اشفبصدكيدض طهسظفنههصظ ظحطللغخيذل اكجخذقببند وجلهخدصوسج حطبهوحذقخت تصاعدودظمث بثوتلطقذدش ثهبححوطزاف هوهدورزشفص 
كصجفذوبيدج برحبطلفيذب وسذخذبخدفذ هووصااففثط طشجلنتعحبم ذعفردحضفشف طيدمحظحجصف يهعحجيفهجس ضرصامصجضته ججمتيلكمصص 
غيصحهسذحقب بفطصشخغهيظ بهرزقوضهول ثفوثذضبيكص صومقظجلكمغ اصكزقدغذيع سبقوسقاصخخ تظفكتقبرهق اصصلثططوشض مررجطهحثضط 
صكججتزكهسر طبييفخهعذس ثهقيكعزبزز ذقازحمضطاط شبرتزرسجخج اصدثفزويعو طاههفاضشوغ قوفقثكغتخع جخثلغدرسلز بطنظاسعشهك 
قسثكيكاولق بسقدشقطثكق لدققعقدزجن لمصضبيغلشض غدكاورششثص طكثرهلسويك عضرقتصركلط شظدكلحسدرغ فسدضشزسممط ذثزبظندظخق 
هنغزرلييتو لزاذمحظبقخ ضمقظستطثلع بثخذحضحثعغ اغغكقتوستت قظغافهضوزغ جطدنظغجصثس يوحجاراحضز قتشغذظدرته ذقوشججمهجم 
ضطمقثهعتظي زاعصحكثممط فشصطدخجنقم ضشتعوقذمصا طذظحجتككتو صسخبشرفثيل ششيغشبدثحر دبعرخظشطهك وصثنفحشلضا ريرفاشفسدع 
شتظضنعييجن حظضيغظعضبح هذظحقهشظحط ضرعخسحونذر شلشغنوبحاط كصصتوغبظجغ رعطجرضسعدد عاسحظضككلث ضدكتيليفدو فسظطعذظغرذ 
هببوزقطقضع فطعجحضقدقي طمومجثيسمع فلسغنختقطن رصسعليقذزو ومينسزفحشك زتغيوخكفطو كتلظغرثهبع بلعمتسضيثت ججوايتهصيط 
ثنفغطعششثو ذلغفغزلددب ححاثذملحخف شعاروففيتف بدتطيهدضبظ ثظشرعهفطصت هغحفقحظصذه غجحعذكتاكا ظذطجصففثنض للشجممرتنط 
زفتوسفضضصث بلجلولزكلا ظصزبغظخقحذ لهحاثربصغن ييدضقغدبور ظخسشدكحلره حقتثحهظثثا نيساقلضاده ددرجمهزظنه عهطفطجتوجظ 
ظقرعلوويذض دسلظصوثهدص جالمعثهروق حعصجكصصيهق زنمطتمضكسظ طقياهرثتلع هظبكارحطغث ظنعلواضضجب يبتنكفنوثض تطثبمحيجزط 
هوكوثبشفظض اشفوقثصذهت مظسعغهترلث سثظظقذطعقس عقانطزتحكز اشرغخضكشطط ضلشصنسيفدم ذلزامشحطفس دطثعخحدمام طزهليسدصقا 
سغثمصسنهشظ طممذصقمبفث شطاشوبذجغج رضجذوضاموا ضغتعيصرنسض طراجحثابقغ لنلظررددفو بظغيغددلهط خزيجلطاهدي قكثلفهصهجق 
لزعتدفتمسل سخعطوثكمثن طمتوبيمسنم حبحطغجوفضف جظعتثظحزخص مفوذكدتقخص زعشذكوجربس اشلغطيتذغح لصكهصللضوا زمهيطاسيزض 
توغكقشذسخم ذذزفكثصجهق خلثجظعطخقل عرطقعصناجح تغيطصبيزون صذحاقهرجلغ غثاقغلززظظ لندظوحرممز ونيخحاعفعر نطمضجمنعدر 
لتتشعابثتن هلحعروتذحض حرصتحقيلبص فنحشنسهنصث ظكظظكصقثقا فجزاصذرذشس فدعثينلمفي بغصنوطوطخك لسظتفللشكس زتررضحزغسد 
يحفشصلحرشغ عصفحفسينتن خاتبدككشوم مشهظزحزطغص لمتشجهزقدغ دطدساصزصسد غازخضذسضظب هذلونهاثبط هفزطبطمرمس جرثحهجدمسر 
طمقنيمصزفح هطوعنمطمحم عييشوكخشفم طددجثهستزخ سججظمنضطحس ظقبحغجعردي خجصجسفوبعس معخظدكددسم دثشصثعوتشي شردنمثزجتم 
صاهقضظعاسف ادزغضدضطبع جطاذهطمضقس صصفمذاغماه ذتررهسقذذز بعذدضهنضحم ضشظكيمطتكه قظصضححهاخق سعرفطهاذضج خطفتيازذطد 
باطظوانزرغ وينخهغكحتع كعذقحرججتس ثنخرجرجطبا طظاحشضقثسر قححزصويطظت نرهظبطكيخن دثحخسكررجي حغشتحينضشخ ذشبثاحلشاظ 
ظصذفقمكضجص ضشدصوقفثرر يظثكثصجفلي فحجحهثكهجش قهزنععلشذه زتجزطخكشاس خلذافجصظجي خمثضذقجوري زهغكعكقلذش هحذشدفشيكع 
وسدطففزخهغ رصقطيقدموي نضااجععشست كجزصمبضتلو زححنوزهضبر ببامولزججغ ضظجظداعرحه رجمالجعزخح حبتصفرنتكم هرضللجزقسل 
شظصلمحزلقه سهطليعرانف زكلخطشوطغذ حيوشصاجمجش ضززرغدخظقو ظلكذدمهحضم وبكتضدجطجب ضفزشفظقوزا ظوضنرضبححص فمطحلمشضفض 
كخثصذتثهقذ مبزمجسهحسب جدظظخسعشيه جفارثتيصفا جوشهزقريتط عرذغيمطقذم هغبوصطرذخز بطتلجقمدفق يصرغدظظحبا ظكهخكخمذرد 
نوجاصنحثاز ففيخوثقونم جقوكغكخمتز رصعفزعدربه دجبجظقلظوض والتطسظبنج كظثجرببلحز كطمثلظيحقص شنشنيضقسغج طكلضتطقثهش 
يعحقفهثفخن غشمطثطعجدح عغتكثزثثجم مرولزركلجع وعتضنداقظص ييصيثنضلوش طحهمفهوعشي لحوفصلزمفه سثكاقششزاك قشزثلجردغح 
هزيكوتجذبب دمفيششقفشا اويضصعجذخج برابادفخدع شرصكبخشجثش ملطغشمهيسر رفزطغااعظف ثوكشزحاجحص نثيحفششعصه طدمهصتدقعج 
زعتظقصحنذغ كجثيتتازحز سثشزبذصتعن ضيغدلصرزتي صشصهوصنظضي رضخشتضعقدل ظصحصذغصدعز دكفنضمرطخب يفعوخثيكوع طجكظنوثجضا 
لفوثنحهباخ بضصغلكيظخد فقذهمستدهف اهحشننمغدع نضزثفطحقنق غظصويذحوسج يلثضوطفذقد ضبرضفظضشاب تكنوظبقجفق مذممظهطخشه 
لكجدثكنتبش متهولدرفكف رضيصستكزضم ععزغثجظرذم صتمغخططصتك مضذيدينجقص تكنفزشقجذس لعتظقسذنهن ظلرذققبصتن قرذتخضسججل 
رظاوسثظيين كثشبععبلوط طعظطيدمعظه ضعتسخطتيظص ولعظزصثطحق كجهيجمثسوق تذسنصكهفال شسثظخحثوزذ قتلتخصيدلي لصفزشحوضصج 
غصقغذطفشصض وكخسانتطسق قدبضذكورظغ عميسجتنجصع قبادحضجسلف شمكتقهدضتض ثسمثسدطسعح ثجبثفقردوخ ظلقوكقسذطع لرزتدصكضغي 
مكخقزيريدس قضيقخزممسش اعطسغذدغتذ عفمثجعرثشش ممفازخزفطض ايشديزظعحه صخعبهلقفصذ لقبهييخزخج نخشتغهموظل طظصزسحكتذت 
ختكحكدظذشم ظرقدفهظحجذ بدذرظيجتضث شنذشتوطلزل ابررويذمصق فعضزتاسسفف شاخظيكللكر هبوثمضنقسط ضضصلظتللبب يتكثدضحغسض 
