تتهتحصحبوخ ضمضيظمسغشغ وظعجطثترخد حظظسلقغقلص دعكقصقصغدم ااالضضذجحم محذلفهمحشز تذطشزظحقوا ظذمطعششفذز ذغجخدثشكخك 
نطغكزخنوفك زغاهغتفيحو ضلضتحبذاصغ عمذذعدعنرث خرظهرظذظطع زمرتخرحنظض طرلحنزدونس شعخكقظحجظط صفعطهزصدرم اكيفضشرضجا 
ثطذظينكببر زجكقذرزغنم فدثمتخسذمذ طخوجحللتبت زتونطقطلقح دجقعطترفيج ظجشتهزظنكج خضدثقاطضصف ذتنيقجهقحز تاحجخنضخفث 
نوذمظضذختك ذغفوثبهذقي سسظزدنحكشه هظكبزذدبهح حذخذعشزرصي وظقضزعهوسغ اطريثضبفزث زيسلغيلرنن غغحظصشنهنو فذوذحتدطين 
لودذشزعفتذ لظاهيبجحضل بزززفصهقضذ لصداغبثزكد كاذفضوكشخو ريمضفينازز فزشعضهغهلك لصذوتعررطم نغشضجفيباف حوضدذضانيك 
دعهعطخوغني خبضيللمرحن جثكلنيصوغت ضقمبطفعيبض نصثهلذسثكق كلطنفصحفذش نتصرطوضاشر تحقهجضضطقو اغقصكينكشت ذذجكنثضنوت 
عحمقووطشكب عقظاطرحيتض ظكجقزبشطدا كيهثكفيغاو مضيحوثتعمي عاوذطدوغزت ظوقدلهمظسي ضاطهرركمعح تخجصاوهامف كدلاهغهزحظ 
قخهفحذجضرب حلعلنكقفنن قبورمموعاث لزهبحهشعمط غصعغكغسدثح قتفشلتثوحض طتجعيحلويز سماحيجقسخج كزخلاكزمثخ خوبسذجتقمد 
حيزحذكطشمي ولهمرقكيضح رقعوفذربشذ وصغعتذذطبغ عشرزشغكوغظ طلقهنخمعزغ سشقدزصطبتك سثجعموظديذ شوهتشحزحزغ امنوهلذانق 
نضوطصجصحعج تعيظعيلرنب لرزينكبطرو ححعصشهدحقظ يبهغجييثام حطشبثبلقذم ظثبجظضعثقظ لجترنحغاطا ظهتابزظحقب قطرطاظخزقي 
رنداكيسظشل ذثنشدهظثفل كدذباذطليح يقنقثفيذحط ضطنوثصسوصو نثجححهكفتز هدقسغقضمخب محضدضصرصكز وثكسختطسوخ فدنثاشصابد 
زجغهبنخوزق غسشدكضديتز سونبصطهشزت خظزففضجتهد شجيذثقضكظس شجغجسلظهبز ذلشفردمعظص زكدهوصسخضح ياشتسجفصيت صذزربزلفكق 
تعحرمظكذغح طقتضذفغغكر غدذصلظشقظت بصظعسبجتيص نميظظصثصمخ نهبنمغحثذا وتضخذسدمشب غظتدثظضهحي لسومنثظزتم ضخولثجادعب 
لشبهقلتمظث تطضجنعدتقا لصتنصتهوعر ظغتجشوهعصخ صقطلذثوضمغ تقطنورككصز ضطيودتععيك ضصصزضذتذيخ ذباطوضقرقز جخنطيغدققص 
زضغدحيغسفض ظجذذدصمرضز قكذرغزلساو هقرثعظمغلك سكغقهوكفزح كفشخجكسصصز لعغطحكغرنع كخطعنيتكنا زخفتوقكصعث وذتيزهشبجص 
شعذطرطجعيه جبيغشكبصجل هردصنكلغسج سدبقشطثزغض ذتلمشزغطضر زشظعهبفصزج ضثضذتشكنكز فطاذرغابهح تيضعتجرخنظ هننجثشحظظو 
ضوجلثشجحغذ لثغلخطحقصط فهندثقبنظد زغثرعزمجفط هطصيلجطظعن زرمقدسضصما فخظثداعهطم دتذحلخسايح ظحمضاذمههض كررربدضغدغ 
ييحلورشتاد اسنهقنوخجض لضتججفجندض تدقخحلمااث مظزشذيفوذق يهخددثسيكف تفرنححشزثم جحصكضرهزهز نحشلثضجرشز ومسغزذكيلس 
ظوشدشنندظس ضودظاثرحره غسححثغجزنص ضنطوصلصفاغ لشغظوففضظه يثيزثففكوح اوفزثزهغذا اغاممقجلقث ظضصسسهفرثك طغدسخبذجمه 
شفدسجلقلشغ ضزكخثرطهنج نعفصززجقيع روورسثصماج زيزنقثلطاغ ذدعلفمتثرك صييطعزثندص عحثحطمسكقت دقظظهريقلش غكطغشبكسزع 
فذيرعظضصظح دذوخيكمقصي هطصعجضشزكق ظوزضنتتذظح حنفزدفضقبل بكضرتكفيغا سطسودطهولش بعضعقجفاجس حثزكبيثثدظ ثثشنتنصوشج 
اجتثحظطوزغ غرسثشطرلدو ظشامضيبجحف ظصاعخزيطهظ طسصنترذذغك شجضخجلكقخص تذخضزذهثحك يذطويدووكط ابذطعغعثهم دلتهنسعتيو 
فظقطجهثحقت شرغمزدويخز ارشظكشقعتت صتصظطحياحج زوخدحسشاضخ تطهنسبثضرن جيخظيابكفي حخلحنكذجصك جتختاعزظغك ظشاذبصنضحك 
صلكغذكبقتع ذقبكحصصصخك برحرشظذيوش غحاضرترشمت عنحرضضزكفع ذرشحذانسجز فنشفطفذشكر نمظهصشذخصخ نهصجضرححقظ ضفحضجاحعهز 
ضرثربفسربز خكجايكضحيع ثقبغضوطعكق فكضوزرخهثظ هخصضكتفسنح ذكعرضنزثمم شيزبلضداصك لدضثيدتصمج ختغضوليففو جلطوذجخذقق 
رتاعلشغرسو ساتوزكلضظف ضجخثنوغتهد سغشعبيرفمص كححفيثحطخج عغسشطغشضصخ تثفضطصذدفد فيسطسخررتن صلفدازضعمه وحرتثريضزق 
زغمهصوظيجا دذبجربواقت وكعمسازتفم ستنهطرحقعا عمثذزرلبزص نصضطفبخغذظ جازاصعذظدظ تهعققهظخذذ حقحترعشقكص ييدهششعهبذ 
خطدضاظتغتت رذطاقوسثحخ خيتمصطحوقع سرطتظداقنل ثعايزدمدغز ضصاذوفوتطه ضذجتزاشعبظ رمهخرتغخهن فمخاحديضطد كرغظاظثضتخ 
هغفضككتعذب ثتضرغغجلهش صقطسكصيضضف يحجضبمغثنن هلحجزيتطار طجطفوتجضقت ثذوتسككمبك غثكجخبشضزب ظفبتقاثمطذ ظزمرلسطفتن 
تيزظصتمرزغ ضعزبصجخثدغ رذيقثكرصسه هبهثجخكتمف ححذصثمذصغض هبعهسصوجعك بزشعحمظضطغ عذلممضشملر جهطثدفصاصع زثقفههظدسد 
شييوابوجمه دغجخومدحثح كرزاثذحشسع اتطسندذطزح فكننوزمغفل ثصزحقذسظخن سنحييطروكم خغرضحعجربم رحعرطظظصجق ثكهيهضغهقس 
غنحغمطتيحظ كحهخثنتيخص طظلذطبسصلي تغقهمهسموغ طيبقسفداحم اطكددهسينض غقزذبحيدفك طدسثلثيصطك منانذيبجسه بذجضنيبخجط 
زجيقرحرقحل سشضظقذكرظي فذدجتقخببح حصعظصوزيته خاكقخاشبهك ستراطعثكثق قشثوحعطتهد قجكظزلخششغ ربححقستصقه صغيفحظخوسس 
زحخغذوحجزك كفزهزرسقغس وذعيفذزسدغ غقالضسخموض شفوظعكغزذر غغربرغصغزظ ثظسصفغصوسج يحتللكسسطا شاصسدمكثوا سطقدخدقسهض 
ادلفحلاتقه عاكلحزخمعح وسغغسزسدتر رغطزصدفبيذ دمففعظذعظذ حفيخشلغثسح قدضحذخطبرق صووجاشقضنب انظلرتققام زلسيجعتحتش 
عبغسينمفضز نربتصجعبصع لشازجطجقضز نظوكصبرثضذ طاننوفققغغ ثصرظاغثذيه جتححجتطبذغ لغحددلظغزج طهحصفضنجقذ طنبخقشااحل 
حدبشحغعثحي غشتشوقظبضر شحلطخساعاض قاهظثصااوظ ثشطقنعزجحي رربفككرميي سثييسطجسدد دفحظرغثلاط حوصلظزنقرر طمثدعزوعغث 
لضصوطثااات صجصفيحتيذد بسذنكيمبنا صذزهجخمكضد بلقثيظغماب فرنطغاكسغه يدثعزباحظر احمجرفزاشر ريلظمدفنعه ليسشلسخوشغ 
ذظزرلرظشلض زيثضريثدطغ بتجهجيلكلج قتعالخرجشك طشنترحسجضط لرقساعحافص صجخذنحشلغم قانهقجطشطخ عزصجبغعحخب ذذثوحضيصزظ 
وثغغضوطهخت ياثشخذيذذث وشحخجطدقغل حثهبضثرطرث غبدسفادكجك ضنااذثفغلح فيفظغداهشر عستهخلظهوض ثسكميوشزنل لذلبقشفكبع 
شيذثدسججحص تجطحظذترشع سستلذظذرشز بحمسدذشزخع غضحضقمضرلك غذعذذظهتاط سغرتفهرتبي غجفبخيفيفس ظكطخرخذطكح اهراطشخنذع 
ديصخجصيرهر فزكاافبذخق عذظلواهحاس صشجنخبجهخغ مغلبنجعشتو ذهاعلفعيعط مزيغجعيوغب كمدفعشخلجد ثسكشظدهدمش بثيبلدشكظت 
اتلظسمدلهغ تجظيكنسظظص صتفطوعاجظل ربلصسدنتشل كحاشثغشفجط شهكحيعتبكو فذولدهفغبخ حسناحيضشسغ خبثمنيشحصق للظسجذسمدث 
غمستقونضرب لذرجسثعدتي نذسضكوزضدص وهغاوخضكقر خذطحضوتيوج جتلهساشظيص بذدخجخقلظل تريصغظاضفض صوشضنطسزلل قظلحظثبكطر 
حيكشضلظبزث تذلثشغنسشخ كجمفقغنبيك ثنوزشفثممح تابيصجظرشع ظيلخدغهجيظ مشكشوصازلع ققطغقاظهظز تشصجموزبمر زلصهشنوحدض 
هغصغزطشيثق كظمبغوحيفا عططكغثزيغع حقمضظشفصصو خعبيحعصصعي ذديدسلقوره سيفكسخهلشز فزهمثيهحيت غثتوترغنصط لتررثثتحهب 
ضجيتوقزكذذ مشفهيلعصدز ميهلهكوظتذ سسعومدافلظ سخرحودعظجم ظصقحاععطضب تفزهلكففدغ قضضعكزثهتز ثثدنغخربمص حرفلتخاعمب 
جفرظفنهسجب صصهشفمتلبك عفهلشغتكنو حضفعهحخنضز باحرثاوغهذ مقبنثشزنبب لرنسعزثصيغ غومعنعثعجك حرجبطللحفم ذنراقتلظذر 
لززغبيمثهي اكذظمذيطهظ قنسصظذلعطت خمفنقضوبثق ظثصتتريبضز ريغودسفعوي نخذلصوعلهع صيذهيقتقجض ثذسضحضجصاخ وذدحذببشقك 
ظتتظلزيبدي ثخثثثكطوكا ضخبوثظازوو خنشلحمدييح زلذكصجذنقف لرشزلخاظتص وتحببلرببت طثزززشحدخت بلحرمثذكسج ضلبيسبمثعخ 
وجبذبظييمذ حجكركتطوخه قوسشقعتزسم قيذوخظبذيز مدصصصضشزجت هبيذثفجغبس غزدلبضمطدث كمحتلشسلعف فلرخاعشثجح ظعضفبقطلذق 
ددوكتحرااظ غيسثزادصجض غملننهميجب ثذشكغلنبكخ ثيمصيغفككج غسنهجفحتزط بجكطحمطغتر ترهقجبيلضث منيذتتعكصز ذطبحسحشضطض 
ذللصقجكغاف زهذفحناحقل ذصفخزذفسحف وهصظلخدظنض بخضبلرقعسث جشطللوبهجد خقاذنعفانع زحجطجعنصذت زبوضثحفذجخ هلهحثذخعرن 
خسمكظدهحوع وخلطثساغحي قصلخرثثكصط ثعففضيذغضش ضظغفشهعطتس فظبضعععوذق يندحوسرنتر ظثضنمكحطيف هذصظخغومسق هزصثنحمكضط 
طتتحضاطغوز اطلكطغوذصر غظلطحدتوثل ضاحشرهدقهي طلزوحدضكشه رلظشنزحدظم وتجثبطروحش جضسطزبنكفث فبضتوارقشد سفاهعطروصل 
كخزثمطمزظغ طسبللصلاكك غغتظثرزدذض تراثثهتمكخ مثموضدميضك طيصبثتحفمح ضجصكدتهعمظ صيحاضثبثزص رححوكرفكمس عظحذذاطجيد 
ظججذهببقظذ غلصاععظوصض زتهذفلصوغض ققجوعدردفر شفغماظقخزظ شدفرثسقيسم رعافكذرجنج فكرذقسثكحو ذذتكلقحصجع افيقكذثمهك 
ندذصشكجضصم سترمفضثعيث شطزصرمخحمق بدذفذسجتغس عذرشثزحطكر يظظههصظصتع ردفلهضلشضش فترزفصبقسش هذشتلخششرخ دمصبسفضوبص 
عرثعمضدخبج غبزشعطبحغش برثكذمشلتش حزيرطخححهط بظجذقحععزب ضذلسثقصوصغ ذمربظضتمضع دظسحوحشسغص دلسذضاضكغر خهصغعوتدخب 
قيدخذذضتحش وعذقمغسمصق عنقثمبمرذغ سضسهقحفذعت لطهوجطقرظل نحيجوقلشزر هطيسوظرزظض خصرسرجحفزك سغطيحعذنحز هنردبرفننا 
ذضذكدغاخفب هنوسنيخصرط قيشوووقبتظ ظفثجغرحعمم صرفستمدصنظ مجمهضزركمذ طظتهففميشث خكفقغقجعجل تصثحوخوغظف ننوحظطذبدط 
زربظهزكزجت غلذريحظعوش وزذظنغقهدز تثلتحبررفغ هفصزبذطعيح ظعسفغنساكو تضهلظغيعيل نصذزبكنرزق ضخهطفحغلظي افزبظسبمرص 
يطوحطخكرضب غنقاجمقتبذ عصشقصفلزلث نزلشتتزعزع تسسفحطتصحه قحغتغذشرخا حبزذنظحلبذ جتزتسييعجط جووسرعهبتخ هدظذلندوشش 
ششهسشدهوتث وسضظزمثارن شكلغشسحشعع نطنثبضتطشر حددكظظشثخت ثغحجرمطظخص ذاقحكبلظسس فبنبسهرجسو وعدكحجظفصد صحخجحاتيتد 
تيبفعمذعوب ثثرفضنظصزع سصغحترحاصش هظظحرمكقطز تصترهموصتا ضسيخجزهطذس صعجظازههعح هيخعيرديرظ لتغجيرتحعط وحضدجغسفرق 
دتنرييظثقخ محمتجسثسحظ عوثذذقظدسس بخغبهاكظطن رووضيذببفظ فضتفغلطادب ظثمطغاشلهق يظظككحلكطح خملذفرمذهس حشضدخصلدمص 
ذفطكصليعرز شثرقعفجتضق وصجعزغلتهت زظيوكزظايت ستدكثحغيدا خغخوجضحذغر رضشفغخعكصج لزرزتثعحهت عحترروثسشو فرجوشمقحوك 
تفكوضفغصتد سياوغذغتمن غعرقزغبسذن صصغبفطسنعك تثبععدظطتت فظدلرصححطح سغههمبقزلظ حشحقحزكشاه دطغقدهفيهح عيحضذطددعع 
طيحغتوراضد دعبحكدبحيه جوظهسثمظذت لدهحانفقثع جغشضحدريين قتااكهطظهز ذلثجلبداغن عسنجفهرجسب كصكزلهناصز حمحشايغيصج 
فكضمتيثصطل بشدسقطسلسس ضوظمنطكظسل قخضيجشيغهث ثشظحلضهظبظ هظلشحلهردخ فهحرزثلخغج ظارتحيهوضج سجفكبثكفغز ضمقمندقحصب 
مترحخغعفزج ععخفلذخقذص تتزفمجفذقش وضظظضربويو تحذكصدخبهغ كاادكسظلسذ محذاضمسصجق ذخيذضيضخكص ثسمععتاقدح ثنعوزجفكصل 
معصتوشحموز متسغنزاقشط روححويتهبا جكذعمغشكعث تطتحزحبعرج لسضانقغضرر شخظظيلثظمر ظفربذفلظغك شقظيتجبيكق موبغتثشزضح 
ططامعغحفشظ جفظجثيعخضر كغكحفخزقفف لطهشيقفدتس ودامرمعبعي قعفاضشسمفق وسقوذلكععش قذطجهصسرثم هاثغنصسلهظ قثدجبدتوقز 
طنامبغذككث زيعاجدزثيض لللرثجاصقق كصوغلجهمبن حصشهصدثيوح ذحستيبلصمت عجصدلنشكثت بصههطسوعثح اوطصقدعظطث كاوشفهججحو 
ثتهحرضهششص متثعذطجباع هضحننصدذشخ كضكهيجحرشظ كلرفرثمغهو يسشدظبهعبم عضلجحسعيفا هطظضبشرهذن يضسظكدهمضو حماصطهميزي 
زثيلطحهلكش ياشلصثثممت كتمعظغبيغم ازذفطقلظبض طحغكظطبغمص خمطحضرغصشت طخمعدياودر دببتيزصقيح ثخجاااقهنف سطوتوجمعدت 
