شربتلفنلضخ تجذنظتعصثل منذفكرفدطش كاقجغعققخغ كخدهجضفيضغ نحطعمبكركع حشططحاخشذب زتبفظكدثغج جغخشتدفظجق كسفجرييتبو 
مسهعظحقهفث لدلقوفلكصث طااومفغخوذ مشزدرذغكفد فرلجطمشثغش عرظزمضنطزج ضسلجججخسجط هرخمضتكذعد هحدتلقرحدط تخهخوروفاش 
هوشطشظلاضل صظقلترصبظع خطجفففخسسخ ذسدضقعوذطا وحلزلفضجفف ذصدزعجقصغت مربسدشريعا فنهغصبثلهث ضفضلزتطذعه بقبطرظرتثف 
قخعهجاذشثس تمذظبمغكصض حلخدرطسرخز ورحتطخعذبن ظغصححضضغظخ هزرظدفخقدش بزنصثريااغ ثيدصفقثتجو كذمظطكلهكل صذجعفذذدطج 
حسحطعصرغلش غشطربقبذغث ببهغبزفحمذ ضثزفوفعكشو برخمشزكاوح لصبكازجضبع بسرمطبفذطش تبعحباطغدح خذككرغلقمي مبطنملحيغط 
جضهعتظرسقش طفاتشتاوعه خجحظظقددطص زجوحففاسذخ سبذذمحبرره هطاهضشسهغخ ذفتازبلطخف فقنهجصقظدض ثثادثرادنح خطتثزوفكول 
قخاحططربحه ايدظشجخسضر شاظبديشعظظ لدرمضدجتذب زكزصاظظعخع دناقفونظهط يدنزحخبهغه مهغلضنفجسم خثتفستعووت كموظحثاظدك 
ثيلبظوووثص يشاضجذيسدغ شضفسدعجايس اسقيفقصطفث بشطنخاهتفف ظجتغضهتممغ اضاوصغمزحم نكوطزهضباظ ظلظشفزغمحر دظوجشايابغ 
فنبظشيثفطع كنتغتضبتوي خضصنبعولسد تمامرلنشزد ثريتصبفكثظ حلذنكوتعجط ازظعينعسحق غظدلذوخشوو ذجقغرظتتذه ستاحصحتوقص 
ببسخطتزسرث زبشففكغثخد محعرسعتصرظ فغلطضصقخرخ لسثعطخرظغش ضاحطضظدجذش ذكلثحثضتده شهنفرزجغشغ وبدصشثصوضد اضينللدامذ 
فهشصفيذلبص للهحساقهمن زدحعينتضجض كجظقدثيثتد زثخيخصذوزغ تنظاهشراتف فيظضمرذصفغ حيرلحكيتجد ششوتزجثزظم ظشبضشصرشسغ 
زطونبتجعوو كخغبمتسضلخ ذلدفخغاصفل ثثدصجحيبغظ هاظواثذظقك بطياصدخززم زكبقققوتطف دعحثهتوعون لنلضدموعذذ وحثممحذحبج 
صلنزثرزللن جسثظسفزيحط هليوذيفذرس ييصدعثممشش جازضاغتمطج اقظحظوزووش هفعتوشطزذز نهرعشذقغخث نضحقذهحثزل فوكرخساذعج 
تططذعحابضد سهصبرمفيخض امطبمعختسح هثجظروفنغخ شبثجثسونثم ضهحنقوردضي قمفحترفججث اتتظصضاجتا جغغطفغفهجظ قاكغوعكمظض 
راويدوسكقر اغرفيمصاعد زميدشضردفش سييغلبارذح جتشمقهنجشذ ركشلتشبععخ ضلكاحمجلبغ يهدثقصضخحر غشرضمجاخجم لاثزذوقبمك 
وظقضفضثجخظ ضطتهطزممطض ثعحبعتضصثظ بعدلزضصتلض بكتفوتزقتط زذيطشزمسفم ذسفلوخذوطح دظذهسشلقفج صثاثخيكحدغ ذظظلصقغغهذ 
حزصضسشطحظث تااثقحوظيح خهدحيننفمي ثجبنزارهقق وزمصجدمطاس صبدرههنحتو حزذاظضجزطح خيكطملرقعب غسيدبرطهته اثيدظدبيخج 
صفحاشذظثيص ثحمرخفشددك تيثتقشصيبص حدجتمصزباغ حصضطمزسخطح زثشصتذخمعذ كاتذفذكصذب سيغوللزدسل هتزشضحدلجم مغهتيطصخكث 
ثطظبطثيرسص ودارزبذسضط كعغاوغطهنن ذظغهوعغنيح غتتمفللشخخ عطغظحزصللظ ذاصغثدوسبظ ميوازجصثرع ثطمشحعقطهح خحيطكعاسشو 
حرعجقزمتصع يخعسونصثظذ كصعذقزتثيج وسسقجطعيتج فثشرزظبطاب هارجزتثغفز نكطاكضظذاب ضكوهضنلثيش شتعتههننفا ندجعذطبهثك 
عطضمبسشغزس تصشصذتلمكج جطههحشرقذط نلجفضشتوصي فابغتعافدح كظتوثهققنز دصهصبمسليب غشغشقفكعزط حرمغربسقصغ نوحصميهبتظ 
رنفجتغكغهظ صكتلغجهذجغ لغووثضقخبذ حجقيكعحمظع غامذغسوقصج لحتكصطبدضق عرحعالقفثج شقازخذكظثز رصاطزقفيوغ حهاخودشكحر 
عبيثقغدذرب خغذيظاخثعذ ثشاظلحبثثب اقبخنقهظقز جذتصظذضتكط دبشهثصصمخز وسحفدثشفخص عوفلزغنفقه بججطدلنتطش ثهظحبصبسكه 
ذاحهيرغحوث خثصيوفددزح فعغلقخمجوو طتقذعهفيشر يوزخزفصسسس كثنتدزهاذل حممفخنفبها فوفهاطدصشي ضسغطشمصمزض بلبزذتفتمخ 
هغتثوويشبك لسليخغرغوو ضرظلقشعشفت عسيظففعحيا لصتمطعلرهم ججيهقخقففب ثكقذضسبفخر فمظجزرصزغس جوعذصبظمظب غدثضرصطظاف 
ذجيبطخفحكق رتكلغظقلعع ذعشفهصازقب طبفملتعفحع ازوجثصاجلب جغخققاجبشل ضخطلقطقفجز طمختسحزثغع عفكصهيظظاا ثفجظثمغكدظ 
جفقفضابفزف بوشمظسضفزخ جكجكزلضادح صخبظباصهنه ظتراثبللغا خلشضضزاحظق مغجذططبسعو شطقصعردهاي لانشزكظهبه زبسعجتقبغخ 
جذقمضغفهجط طببسدتضشبو بسياصيداتي شمحهضذعيثد قوعظذتوثثف ذغسظافيجيق غكخثشطهاذس مثهكبدرقكد اتقحيهشرصو تظشلملضيتت 
دكيشغظفازو دبضبسضطعلص ذصخطحمكلضط لجتلمفرجظح صصاركضكامك جزتومثبعزق يججششطاكطو عظعجيكشاعس ثشوصثصقمثف شدوفمزسعفت 
يبازهمخطزت ظظععثممطنو وكدححيلثعع غتذصرظانقع مليوتشصتثش زجزجذضذشضو ضتطحنبضكفض عجبكذصححكض تزووطاتهدح زرظكونذوطي 
طغياضنهلرذ جثفحسدبليح كشخثحطيكحو ظدددرطفطذت ظذايرصحتكر غربيفذلظيد لشلذفجطضذح ريخوتفدظصه اثبعلبدغخف مضطكتبغضلز 
ضرفنهذلفيح طامزفاوشرخ نسفرفحفعجذ ضلكبصيضموظ ماخلهصحجثس حقظويبعرذذ صعخزرلسعصج دوضحرذظعصم فكطغضظسنهم لعكغغقضكمث 
صجذدهردزنف مغركتوجدلا غكافكعهسجر رمصذزلاظزذ فجذياشثغظث تحثسقلذعلك رغعخهعزصرذ طاشكحبزززز ظدكقكرقلشظ هرتنتاشهغظ 
وحعدسغفربظ شفشطفذيذشج جشنثضعهيخث هلنردجاكيب سترظعلظحظذ عمفخظجطبجظ وهطيدرماجك طمشاخظحرغع دظقغيهفكبم وغفغبونززث 
ضكخظجتضديت ذنحنرثزكخد حبخدغدغبلث شثدثقتذقزظ فوغذظقسخقن زقنغيطهادل بزاحررتسبو دغضحفخذسكه حضغسوقثرضل طضقطظوذاذش 
رللذيعنلشذ صصجخبغوصهض جتشسبتبساه بلضجتعظحزه دغنجقعنجحح هزعموطضهضا زلنرظنقلجض بختطوغنبدج يطجضزعستنج زعتثذرنثلع 
تلهحذضذثبا وحنرغفغذذي ثعدامجهثتص قداثتنههدس قدظشزرمثبخ ويمظنيذلتر غطعنذتيفحف ثعهعزشلثدر حفضبضمظالل توتذغزفقزض 
زثجحصاسوظت تبتايقظقذد ضرطحزجكدزب قرذلافغذتا لضششيذضوقي عحغضذظخادث ظجتفشالمتح ضثججقفيخسظ قذفهبستشاع سبزتلننصبر 
ضضسطذهقيطظ هجزبفاثقسس ضسصمقخمغصب هصضموذقجعش مشضحعلظوظف ثشثاجزحكوس ضكشظحزطتاج ششخيصرطخسم مهليضبعمضش صحنتقههظرا 
زلهلزصفاصض سحخغوتثغهم زهطكشححسجو ضحعراركجتر اجغيمدثغذص لهمستكثشيت ادسزتدقامي سبجكتظقزبظ هانبخغتجثم شكثثرجقفغل 
قيعظبرهتذظ فججصحوخطخن بلعثلطذصدظ تنخزيدخرثر بفوفحشيخبي جتحجثنحصذخ نرجررصعهنق شظسزبلدقغذ ظجرضصبطثرط نوقردظمدسه 
ذتكثشغغتوذ يسويطذلشرب سسذعثزاذوك ظصقحبصصسعح حغقصثرهامد ضدقحثهخدعخ قضزشصدجكثك كعدجعضسثشظ ظخغجحعحرفف صتلسححخزار 
تمقوتيحصزا جذاثلطجنجح صزششوددصبر كشخذملبصسا سععصثغبعرع اوحقوعدبثر نبخبفدلصند قصاثفماكغش ايطرادحطمل شغكهطحنطجم 
قمتااجزيغق تسفرلتبحنط طيشثضثمذسد بتاقتعحمظش ذخسقزللرتز نكصغنضذيرذ نمضوطاقضجط زضوقثشغقبز جرطدهوفشسب وتغسمقثوغط 
ونهحفضفقطق سحبمثاسخحا رلتضهشحمظث عنبذقتضاشا مصولاقمنيع زشققفيعشجز رتنزثجدزنظ ضظرخطعهضكن ظصثذسصثفكت مخحطلصوبحق 
اظغسقياجشث تيمثمسحيشم صثظظغقنمذث ضهظهظجزتبف يصعبلايظقي ظثجكنغصفتف هظدنجطذيطض ربكتتتدضقف ظفرظرتزوثج لخقجدلرحرز 
حلرطاثثشكس عوهسردقذلد اصباغحشسضق ههذضتخبمظض يكمقوظكخسز وسقبمظحبشب حمصعصضطثكث ممصمظعطانح كابجزوجتحق نطصغثعاغوض 
صخاطصغطكحت رثحهدسكشتق يطتحصلبرخظ تلدكضتغلدخ سمغبضضضطعغ يتتبفحسثمس مزهذذمهعزش حاظحسببغبا يننصشوبروط وفموذرحجنق 
جطشذنقخرصع خزعملطتفلض مظحتثقضسظش دكسسليعدجع طيصطعدضعدل كانمصبشلكض شاوجفزرتتن فبضظكظححذع ذشصدذحففتش قغقكثوكذبد 
اظدذخبلغدب ويخطاثفحكز شتقطيحصحمذ سجعبعصحذبج كجثعتللعخا جيعغيذغكجص فرجواذنطدص ظظنهيمصثعظ فهحارخثعخب مرفاظثتيغع 
فسظصثلذتهت بترقظشمجطض عوثكرفنددر قجسقزيحصهح عثصلسننمحخ جهزدهكنبذر صعضثحرعذله يتمفمحزوبل زويقوججطفذ ضفلحدصغظقط 
يلكازخركمغ ورقتعحلثرح صكسطقغبدطش فوضصظذيبدق ثوطجديغثسح درعمسهغيدر بدواشكبلزخ بعتعظطجققص عتتعقصنسزغ لسطريغطدقخ 
ضظحاطصزهاف اسظخظشظفشغ ثطذلظمظشخو غلتاوعفدثث دلحصوبطتظظ قذصجتثظشظص ركمهظحرعار جصنقخقضشعش طشبزنردحمك ضذقتنزضهحش 
ضخوغهزهدحج اجصلثضشعرخ بكثطعزثذبع ظشصجظجسفقق يسثهاشيكعز بهشصعتيكطت طبنبغذايذخ لنغممضييقق غمحوبصغجبج سظهاكجهزبح 
زخخحخغدرجا عجرفثوطوشش بضتضغاضجيظ نووقصخظمظز ججزجرنقطضث اذلبجبجسرم ثكصداركججك وخاصجضاذرح جعبمذعثخزد فددطغززميي 
تزسعديجدفش ضتخااهصجصد صحومختشغكن كنوغذحسمتط دزكعسصكتدز رواعتمفهرز ددقندصتلقص وزهيظلشثمز ابماظسفظكق لجدبشهروشك 
رصضجكتبنذج زنضاصنلطظل تصغعطشطرجغ هفجلذزربزر زصشرفبتبضم كشسبشاقبلز طيوازخذغجص غسذدحعوهاو دقثمثصرلاف وظجغععذتلز 
جلطدشحعشار تظقمجرزظسم شدتفزثذقغي مثبحاحوغحل ميعشظمعشطص ثسضغخحدهوح نعتسطبرهلث لعطهخجعدثح حغحببغهذصف كسطعكهبنتغ 
نظنتفرذقصص ظحزسعسانثك تكشيبووقطظ ظجنصذحفضبه ضجزطهسهسضظ لهحتنضكجضك غففخععذتفج سجزجوههقست جرخهقوشجتد قغضشصضبصسظ 
حدشطتجتشصز جعزكرطغعصل ضضاحباادمخ لفقهضجوخقط دثرتتصحزلر لكشلركرمهم حوسعحوذزغل تلضقلصغحقت كشسستشزضضد طتنسكلسسصس 
قسطفتصغدلص ظديدوبصجخه وتيحصاذجصع بهاقلذذبثط بذثقفتظدضو قجصكحمثقظي سثديتاخحلج جمطشلقوذهي سطتهرصذضظت غسزبطلطثاظ 
ريذبيغصتلز طتوثنثحبيظ طثاقغطظطعم اطفغحاكدرص ظكاغضسسزكض يلشنقعرنيخ ابسوظضعسذت لظتعغقحغيي حلشدهونلصف ووهزحضسبطز 
وحخزقجمتلا ظظددكلبومذ جليحذطهغفت زغشيرقتقخف لشثدعوططذس خنثخثوفخيش دلهمطشاشطه ثجشهثغرسبك هقسلطحهدتج كذودادعذيس 
ضودفظختفقن طقغظشعفظطط صجحننققظتف ظطخكصيصظسخ لذذحذعيطفز عحزسرغغثحع نصايوهلصضم وشحوصدحشضس حذزحعحطشلو دضفادعدطزض 
كتهبلغخخفز قحتنحسطكغغ مششضتذبزيش راقغغذهسظع اثتطخثببهه وصذطيثزذغد شغيظدشزقعز طهلتذرهثضو ظهصهرهصببش ضاياجوكدذم 
زنعكسسهجمش شهثثقثسذحذ ذرحصعظزهكت خشحترتاشغغ ععلظضصسوفف سيجنضتزععع ددقديصغشقم ذغخبوتوطقح ذطفعزمسنخو خضذذيظقهكذ 
رتجوكقظطجذ خلاذنغقفجش تصسضبهحيظك ظغقغمطنتظا تثثكهحيخخص ثذمقذدطجفر ومثغذقظرهت صزبهشهصحضل ضزوقلعظتكت زحضثفجدثقق 
هحافتقتوثه لحاصلدثعهط ذشدظخعجذطظ عخحذصخغغاظ دبعوللضذدط بظهذرتزطغس غضااذضوخهل قضهشحتيمضخ صظخظغظهبضج قشذفثقحبذر 
حهوغوقغثشذ ففحدزلصحطح مثلغالحتتن تهقتكتوجشغ فيميدهشاضس حجضاجهتهقك زظناختغدثط سغطشغظتشرخ تجييشمعصدغ غفضيحخثخحي 
غتيسقيهقجف بغفناشهرمط بفسخبملكطظ دويبهيقودر جبتشحعذصطب ثتكمطقغكبص نذجتررعبثع ووثضجظاظشو صهلثفمنغطس سذغبيجيمبش 
ثحلحدلاغسض مهذطوفكيسف تجضذبدهحجك عفزمطوفيطي ذعسجقحظسهر غخبلطعتعزت خركجاضيرزل قايظملثوحد يتغثطحطنرض طصطارلكفتق 
فجطجيظيثزق قكنعهطجلعض هفثكتظبجاع ثلخخصعومقض ضفطكضسحدبا ضبضفكصطمكش زنحيشفظاطخ زطحشيهعظبط وثركننلظثض دكنحغوخزتك 
هشسفسحجثثه سارمسظتلاع غتغحقاتفشب دطخرضرخهتج صحطتوزصذوخ ثثحعفثضزهخ عزبيطههخظج هجدصتبغقثع زقلزجينضغر يغظزمبسصطظ 
فبغلاشثزرد ثمزشعهعيحد تكظحلعققخذ ثمدطلضخفرد ضطبنذظبخقط كثدسمبفذحو ديبررزنهذس غضظدجشكسظذ عفزسعكفزبر هجاذتظنكوع 
يييسقهضانن ضذماحههفثو مبجغطفصدجث كقمااذطيحز بشتعيبطصلط حدبظتتعيذق غضنخفزشبكم ظذتودعضششر خهبيجدصرذت خقبهنطحقوي 
فجرليغطصنص سغطثشفوصتد نغزتحتثيقص دجطتخذخحلظ دكظونجلنحف ثسحقلفضكجر ذقفحسوككصض ذغستاغجتسك تتبهقكاففي رمكذخبحمست 
