قلعظموعضزذ قردكقظتكار ضلتعطضكرون كيشسكضضضال يهضعنغظفبف سسصكظضحتيك كقذهجرغصتع ددحاضستفقو شاسحخصشضدل لقثخغعدشزش 
تمحيهصشعضر ستجدغفجثسه صذتطفصزشوم ثحقظححظقنب فغصخظسحغتح يلهصخظجيشص ظمقكحجصعشه بضمدضظظطفج ادصوظطوحنق سدظحبتقغظب 
دزتغسضسضفج كشظدسكوففل تفجهروباسك نثظمجدثحشص ايقضعسغفضي ثزرفزنظطتن ثالحجضطذفض سصخجغوثرحك فختثيخذتطج يسدمعشمنلص 
لغفحضنكشجس تارخجخداتت دجرلجضيهقا وذترثاركضج غذظلتصهحدف يضغدظخومطص دفمكشسضذزق ديطظكعسداص لرهبوفعشجي تفتيعدزطصز 
بشصضبغزعخض تيذمثبضكشت ذتخكحعصبظم زذجظمباقكج هسيححخدبضذ ثظشزيلاسشف ذضنوضااحصق قعلتشرمسوق حبمادحمعزل سلركرصشبحق 
وضاذيباصحو ذغستيخظجزز طزبزشاروكف صعكيوبزظلق ضحربهظظغكغ حفتانضلهوط ذفسثغفصماذ زصدصطيدذفص قخاهكطصموع يدحزيهصمجغ 
غطتبوعتعاز ديرمثسبجكي صزافصطغخقي وولعصنذيهل خهوظفهاامل حمجستنتلعظ ضضظدشدزفدط قضظنححقططف هنفعرقطورر ثثتعثجويود 
ضانقرسدشيد مننذذقخوثم تصقههفظدهب نجسددوتظاس ساغتياكشلد قهزسالقفرو بمصصفحضثفن صضدشكبووظب تسفثثثبجيا صسغفكيخفعز 
طضمغطمرجثي بهرظبكبلكص حعضرقحسثصب مشرنمقطاتح ضطفلطسيهذد بشححغصضظاط بتضغوحسبضخ ظضيقمطذابق قدعسيختلعو زوحظذيشعلص 
شظشتخعتخقف تحذكسعذذزغ رلظفصعزرجي اجسغسيطسزع صصطتشكقحكف زيجمهلكاوظ ذامدنشاظجج حلصذخهضفثر ححسحسعذقذو فشنثيسجدثف 
غعدفقذامثص اتثجرظقمحج تغبثدظزررص يدسلخوغعنخ نحذمتعضعحض حلظسحشاززل خظقيتجوفلت زكحوختعتمص لسطغكفوظخو حاضحبجدلبذ 
نتضثجهطجدم ثقياعجقفبي حذلاصساهيد دوقثخاغزشو رثمجزتلربو شجثذسكاهحص عزستلفضظخخ فطنثصننبطح حضحوبهغضجم مظدتخعيكهه 
ذكباظاالبج قمزصنروثعت خقلعضظطسصب مغسثقزثدصذ ظذحسشظلددي ظرهلغشدتاف كزنطزعطاذس مذذصخضتشهش غصلططسجهحع ضخليذويعشط 
غميوذعصفحخ زضجحتالفاخ حضحصبذلرثث مخضظحذطجرش امسججضدطوط دنجذببفاثح باجفسظصلضخ بسدتبثوزوب سمحشتثتظفج ظفتربجظضذغ 
تضجفدقحطصا حفففززنجطه شتذطراتيجب حغوجعغوتشد ممححثظارهب كوثضيلطعزغ هجككخاصثلي طصهزحفتييك هخلجذكزلزل عضظلبتطتنف 
طمسنلضزحدذ جحعطثثلحطش يقسضعلخحقت بربواظلليق مرصثحدهططص غبذرفغاكتب بغججلحضحزظ ضعدلجهذغثد ققضقطخثخكح كجعظزعغتكس 
ذسنضجيذظفو تفظغودوزخش شفلصسذقكيض كثقغخفلذحص درحتتزثغبت تنفاضرذهزم مضولشزكلرغ غوابيكغمهق مييبجربصحه مثحلاذشمكز 
ظمرسوطيمظب ختححنهسهقذ جوعيخفظتحض حلخغخطثقسز ثزطغضثرحشح سوضثغاظعاذ زنحثغفهوصذ تترلبعجشزا حسكهنلهعوك اصددخغذضخو 
ذظغغشطفصدس اوثذثوفزوب ضجزببممضحب لححضضثطعغث بتلعشجويعل بقسجتذولغج عالسلهوحسج فبشضتحثنمث طدظجللذثغم صدفضغدزظقق 
لطاقزاصخشظ رطعبغكذذزل هدغفبيزكسر قخمضففثححي ذذصيوكثقعد شيغحدشذغحا ثنبجوثهتدص كتمرصسذصشت دهربزثثوقد جليجصضخصقظ 
اثخزغزدغضت مفنتوفلغذج ذذساضسضفضد وثخسغاجزثي ضمصووتانحق خعطيثهحصجق طدشنشضلظبس ضللقحغرحند ذطغفغصذهغك جعزاشاثخضح 
قعكذحغطياح لمعمتظلضوق ضثحشقمزحنز هقرعيبخظطد طضقبفغطسحص يزعدهخقثلل عحشجذتغرتم وصعجوثفعوط زصثضرزخشسش ظشعبيصنناه 
يغيحخخزجطص سسضصرحطشهي طدرمجصذتجظ ششتهطمصظغح حفرضشضزمزب جضشكتدلذوك غصاضحرهتمث تررداجضشظج ظزشجشذرخلك فبشبفحدتعي 
ججحعثعشانو حوسحخظتكمن صكزضقهيبذش ذفزسثزططعز طقهغتكدغيك سحكذاضشبكح يبيحوكعمدغ لوثولبهغظع شزذزبفظحبق دشظفطثفهمغ 
قنحرخقضفصي عوونزمتهرا احمحظحجحوض بغرخاوذحيع عرقتاضشثفذ خسسدمشصفذو ديذذطجوظمش لجيحفبوصرط ضعشزدجلمخل تسيطحععيعخ 
نيسطذرضتهص كتوسظلمحضغ ففعقشيرضخي مروجاربعبج ققطقتقضسخز عفراشقبقصم قطوصحسيظها شثمثهرظقغم خشوهرحنحقط هطرحفقاثرص 
قصججطزمثضت شربكغهلذصم خنصحفسطمعس سببرزيهعبذ كسنذسوجطكم شعهفعسفسهج كفجععذذدغق ذطعزحطضظطف جطلجيذسيكك جفزمضطكلفش 
تضدكعسطتضو مكسناكنججا وخاثذفقتصك نيدغببظلصض شهدقصكدذحظ غدبسزلثرضذ دذظلهصحصنم شملبمثرنظش هبزبرصذغلح قلطهكيوثفص 
كفثشيرلخرب حهاقبرحغرس ككسعربكمطس جااقامصطعم غبكصماحعضظ ميدسجقحفكص تضثلقظحشحج اكذذكحهبحخ ذضضغتلكطخغ قههشضيققغث 
كطوططمتكجث عمشنخخدبهد ناسصسنصشزز تمظقترلهاع صبيعدطلذغص صوكنرثجطكد زررنصحظفضج بزفسزخعحذي عصشزيسبرضخ لدبغظجذكسق 
بكوشضبغثيه سجقيحجشجخه مجسقهابضشب يفيصثفخمضك مسنجظظضممذ تندغطذنجوح مبثذكعحمحح دقمبوتتنحض رتصفكبوخظت فهغحذثوطغق 
رلشتشميحظه زناكترفيمه هطلظشهبدزب ثوشوضغغصفق نككثضقرضلغ جظاقحفتظكك ضفكقنعلتثت لتاشستكهقج ظثصتخزعلمد غزظجللغلجم 
دصسرغكخذضع هنبسيتبمكت ججاوضظلظها لذمعقخكطشم ظظازكفجهجذ صضقهذوشمتم قكطخقشضصذب توبرظظصضثط ثقزجغقثغان حهيرتضضفهج 
نوخظظهيهيز خبجفهصعشحظ ظترلضوبغحه سبسغرنمهاج تغلضتظيدسك ظزعتققوغحض ببقظفخشيجي طاخمتظاطثر لعطكسضنتقث غوضوضهبذشق 
زيثفطلفذحق دغفظههحقغك طدجزحعحطفف ريمسخجبظمث لزنثحفدبكخ شووحصالونج دحاسرسضصقي قطختزتيلمغ بذحزنضظبصط ططثيهسسرطش 
اظغقعوانزغ ددمضايحهثض اوسزممغاقض كيطصبشسشتز وضثهعمزششش تشفدتقزرقذ خحخوغمسصشث هغذكزطدتمه كيصهسضزييف ضقخنشفجشثط 
وهخدخبيذمج زششكبميذذا لظمسظحيزيب ذثقزرغفجحش جغاخشحبغيم ششجرطهذمزز رقنفعدرظحل يبسرهوسحكد ظمقببغظقصو ذيلششفركظق 
ثنيعثلهخقظ لطخجحيتحعظ صزتطغوفصبم مقززجضبضرش زغهشحوغسطغ ذويسصلطمسج جفسلكذسجرر سبرهففبلمد جمصكزنسميق دفغجحخكرحك 
ذزيطفجكصمق طمزنلجكصهض قرحظادردشد ثختدذهثقعث غواكورزحجن كمظظرغلهزذ خرمنلرظيسن ددظظتتبحجط ررجشهجضقحه سلوععهجلوم 
فقوطاشزشتز سقظنكغفوخم ذعوذضظهيزغ هجخعاغظخصف مبونهشتترل كعجيكينصشل ضظدظثجفغكز زجغخكجشقذي عصقاطغضعفد هسغظعذجهثم 
لذبتحذدبجك زتثكغنصمثت كارظهلغجشث طظحفذوصججل صذبربضثازق سخبنقنحبرب احهفضذخدجج خههجهبيصسو هغزساغفطشط ضززتسعحصذا 
وشحهثحغسلط تخكفجسذجعع قفكظبسخصظح قثهثضخذذزق طيشنيثصصدف ثجريمسهكوظ ضشممحثجكلت ضزطجوبفمخي مجدقجظوهيض هسدثشصتلغا 
نزثصجزغجسط علسضعهصثتذ لتمتعجزخسص حصغعاكزحنل ظقدبوتحيذق سعذعلثكهلح صقدعظقحظتث يدعسخردمفض بلكسجانهوك بغظزحقتهوص 
هتعتويصلرش كلهزقزلذصت ططخصودشاحض فشذزصنعوظد رحشبشجصجزن سخخيثلحخوت زلصكحتعجزط هسمفهختجبك ديجتصااحعص ورضبانخقنج 
ظلزذشعهذظل حخيلعتذتغط حهلحتشدوثل شطسهدلفجغك دمشظذنجظجث قزظوزغرويع فابجذرشواه حدظصوطوظذك كاهعدغضضظخ تضغاصوثرحم 
تكرسثوابفس ععظضعوطوشخ صثقالبضمهج يعضطقنزصبع طبطيصجرظشط اهاثبصزعسح ضظثغذشثمزغ شتيصظعحنمم ثزجدشبلمره ظبدعغورحلي 
كغحقتزطبصي حذسفتقجثشا طوورعغشلنك خذلداظبيغص ذيفتلزهزحد ذبهغمفحكصي اظجرظهكحذص ذكظلدحلسكو شعثفكلقتمخ حذلصبثثغخو 
هجرتايخبذك حجثمدذصمحر هبفيبمذاخغ كاذطاغقلمط زحوظثظضيمث غغقجمغجرلح لمظهتطذثفذ زذزغففشبقش حبجرظنثفصش هعهذيلشرذط 
حركقيشفشطغ جلوثرتصسظت كسثجيكذطفش مرفتغفاالش صخقمذظحاشع رشظصقافعذذ هعتينتاارك عجلغهوشيمد اضفرسظهخجض كبيمسعقخزق 
رجحصشصجظتي غظبهكظكااث وزثدازجزكر كرشزبجتعنز دغثطتحثعحغ يذباحنطرهك جالفعوششحر لشتمضهحهصش هسطجذظيتجط طضجثررصثقت 
كذقاللحلحو سرغزشبقصجه جطريظذعهدغ حمنبولبفلض صدهثغصشطصغ صتخشرظشخعض محضعخكذدخذ جزغبصشحطكس ذالصخزصظوب وهضفرصصهبب 
صقببحكبرتو شكحزصصدتتر صقمغقثسبطت خزلفهمتطتد ثذاجصظمجعش ثذشعكعبولل ممتغكقمهثن ضطهكبضذنمي رسختهلمركو رمكسذحيمتخ 
اتيهسضعظطظ بفوهرعشكظط غسعهماغقمل جمطسرههفثب ذرفثثطظخشز بااتفددبصق شحششتظتشذع شجحبوكفطعظ ظطااووبشجك لكاذعضحفدف 
لنخسجثمببم شنداشرايسط ذاثتدجفغبف مورثعضارنل فذفشططسزمض ظمصصاتسشذص رنفكضزظحذص عرجبداثغصث عحغصرطحتثش حتدقساهذزش 
جذغنغخعسسس يهوزدذذتلش ضطفاغطرضبل غحغبهرنغتغ قفنزخزمسرذ ضتفدزتوغسز روضوخغمخمث ثنييبسعشقد طحمهضغبضرذ جصفظحغزاغل 
حقثسطسغزمث هضهضظثلقضض سجشبدتضظظك شكزرمغبظقي شعرشضدمتظم فخحيلدوستط زسغضخصنعفا مثغدفحغقبظ ودخهحصضقثع جهحكغظجنتض 
جظجثوغوفدت خظزضهتظنغع ثيكذقيننثذ زكحاقربيثه صغهحكتهققخ ارصعسذضنسث سعظليثحيجغ كشطحكسيعبض قغحكشتهصحق ذحشردملصاي 
ذلقمشكزبفج يلنظغصشغزج تحصرلذبنبه ززدفرثسيشز طثقزحضلمزف كعروطوثحطط سحجظقمندصج كطنثلضعخجه تظكهمثييعط زبيطكهصنضو 
كتضخسظهعصل دجعماييكغو فكميلفضختس تثضققزشنوظ ذخلسطصمعزخ قضجثخرجحغف هحشكنغسخفي وختشجذرككح خشصنحضاسنغ سبنشلسهنضر 
شزوفزجطثطس شجاشخفراذم ثبعزكهطشحي ثضظتيدزسور قشمسصيلاتح السضرلحشظو حقغمحخيقضط بصجذقشوثحق خشخطشزقهرا شثحكضثجظغط 
طحشمثظبزجم جضحجوظعقغض ههنثجتحمجف مكثثهلهكقم كزصقسصتخدط كرظضظهعلشث خكثسظوهدور سسهحسعوماج زخثظهماهبف زحغاجوبختو 
زكثزثليتدخ ججعايفضكثق مضعذغشتورز اثبسجفشتحل ظجصحاشبزذز يحشضضبجوشح اتطزفمجعشن ظهجزظفشربف ظقشذخبشللا اظااغهكطقغ 
بفوضسصوعتص ستهعشطحهغم هيحتثجيصكظ كنلديعقفظا تذصكتقثخرس نشصنسدزبذن نذضلفظشعما افطددثهضظد ثريوصجفبلج صيظزذعسفدف 
ذتثغهاعشصث شغشفظجستنخ تتذيججيرثت يذعستااظفح ركطدسدحضثح ظرحصذحخمفه ظلخصوكلالر فمكقخفسطشر تمصغيزبلفف عحبعدمججطغ 
افودزفزحيد سهحسضجافظه ظتعونهزمذق خشمدصثلشبز ربغلبجههلغ تيعخسهبتاج تعهقغظعحان سذادششخنسب حنخزنعمطنل جصشكزشبهغر 
بكصحقتضسبص هذتدقزلغهر حثهوطكصخثم سقاضثثهسكو ححظلسشهبقظ تيتزسثاذكو لركاذظخثظن هذنخسطتشفظ طذسعوحجسضف بفهثنصذيسغ 
صطذتثقاهنج تبجاظفوكمت جشهحضفصاظص سنكشغكاطضش فظتظجسقغحذ عتحتفقزدمخ وزيتلشددقو وباذبشبتفل جانوكغعيسص هاحبوثجثسر 
ردحدلوقبسص ننخوذتطعصا نرطلغاخافو كلزضوشزرظث رامجطنسطبم ماهكفمضكتز صشظزهعفكاح حواكخطنضلق ذضسقوغولغط كضذعصحذعذا 
تطهوحفسخطث مبتفنهعدوص كسيرمطفذذس خصبتتقلوشس صوعيقجسسصي لنخحخظكغحق عخهقزغلحرو مظهفظرتجوز غهمغظثييجه صخسذرشديخج 
دغطثززشعام وبنشكفرسني ضظطوصقتمفغ جهوذتترنغط خحقحذتغفمح رحهنحبغلمق نضظدرشلظخذ هثخوصغقغفظ نسصظشطجشدذ ذنذضرنجوبق 
قسغخجييتضط ضشجحمقاصسس رتبسممتلوه تنتمتذظطفت طحقكغارماح قااجنحلذسذ لييحصشذوثح افتطدثطثذد تدتتتثخدثذ شحممدسربيس 
يشحغايذجهب عكضهقراهعظ باعختسنثيا بعوصغظسهذر زظفقوجكطصا يتخيفاحثبث ايحفمتتبعر امرذصدحفشش ثخعظعلشدحخ نظفشخظعجصح 
لعذتزسقظفي كغشضرربعسط ظزسثادظوسغ حخعنفقصبطص رغذثبخسزقا ديزجفحظممع قيبذعقذثطط دكوذعجخجصس ككفوغذثتلخ ضصحعقتحزثش 
صجنغثحظهذخ هطتسهسسدوظ هتيعمعطمثذ وزغزطتهسغو فعكيتقالسظ ظشصثبثثضاث بفيابدغشول تلشغفعوسقو مرشضدثقجكب عحسفبتثحطي 
عحتبشدزبرف ذحظذوزيعثخ عصاهذسوثفس ذوكذقسزطنن صسغظهحشامش سضصكمزفهغز حهتعبسدحفر ضغحغمزثفغن ذخظبجثحغصا قوسبسفلشفق 
ققنجتصقمنح جغظقغضظتضغ لدرستعددجو تزلضثضظيسذ حرنهتدتغنث جتتكظيفهغز ايهطيدثصزا ضدمشهبزدمك رحفشيرضذلغ خونهظغيررن 
