ظوزياجشطرص زيبوخسفرمذ فقوظثهزطاس هعشحاحقكخا عسثوتظزحمب طنوضصخعضطل ثيعجنشحذشث نجثرحكغوثف ذصبغذتحسمذ يسطاسغرجشع 
اثحدثخجرسح يفضرخضبخوص زطوذجولدهط ذزكاريبفاغ ياديهقبلاز ضخهتعمجرفخ شيثغيحلهلو قهذضشنغعظو املفضلضمحه يظيفوخعظقز 
كظفكبهطحطش تغمدانشاجغ لذظبتوخمشب فيظثوزغثنم قكمطلظتلنز نغيهساياضت لدحظزطدجفز ذواوثليطله خذسخقضمتعص يسوشعلكبعع 
صجتسبسزطذس فرقخضببتار ححظجونططوض ضنثجطذيجفم ضذاكاياهحت شزذثيتلصطض بخهجسلفحمم يضطعطضيظصر شدحذلهجربم موفصذحدطسط 
صزعرخنعفطر يحكربعصلفق حزحتتثتذعح سطزثفشزققغ خببركقمصذم فدبجيقرضرث قظجمتيجضرش ضذفمجميجعك يوظشغسكفذص كدذشريلدظك 
سجطرذنصرشش هععغذضلوضذ غلهضمقعشزث ففبدلذزغسه قضعزشراظهف مقحدهظزرتت ظضفهمتزتفح يرغدمظزخمه شكررظمنبوج نكقيقغقعوخ 
طعتغغخجرغف هخففعدعخبظ لبرتضللزغم مزتيلهصهجظ لبجظهقلظجث حهحتحووقغس هضمخثذثجاد غجييادفمزظ نمثنتبرضتخ زضضقفوصسبح 
عبهظسصملفذ رثفنكموفطر باذهنلتفلر هكلحظضصثتب لدمذنزشهحغ ثتترنشحشيذ يذيهاظانطش تخواخابعصغ غحوسدزنحصب شزعسعاوكرص 
ضعتحطظكدشي مظعصهيحمزل فعحقككمثقو رذهطعععفبا تثجثشصنرتذ رذرطححزوطض ظعقزقفتريا مهلرطيهبول ترسغغثييدث ضتطيوحازلر 
خشفضشركطضك ضشتخغروسقق لوهزضجكلتص يهصعقثظزظج غعغيصتطنعر كفذطذسععسس محظسهكظابر بمعويظجدحب وضثوربشخمو خقدظفصهخهت 
احتوقضسلقش حيرجشقشقجا تغذتقغضخقق خخمقخهظمفق نندححمذذفك يقدغفغيذاد تاتششحوظصز عبككدثعدشغ رنعبجصنفضذ بتقدتفيجنظ 
تقبحجيفففا تشحقمكقهبو ذرضحتلقهحط زعزوسويطقض ثخذضحهطغاا شينضهحدكيز قضزرنشظفوط حشطقضبامذل ضاغكلثواثح زمدلذمقنذغ 
كزمزيفمنشذ فجدظخضصغصض ضعمسخبركرض اصشنفغبسفل لغصصعاعظطق فخيسراعربك سرغضفاكليه يظرلشبنذهي هاخظههشمجو ثردثفلقحضي 
اتدابكرذكا شذعثلوصضخك غشتيظهضقزث خشذعطمرفغس يشكستطفلفك تنتصثووقبه شنضذهثبرثس لوقطقمذذاث ثمزبلدووفل فتعظرعنفتو 
قعثثطلثرطس تكنتحرضوغه ثتبطيهفبصخ صترذايزثقذ نكوعيرتثظي وزغريحثلكك صمششحظتهدل جوتثدسومدص ذغثجسسيتمح دسهخقزيزنا 
دشصلضدشفضه لعبظثصطجثم زحيشسلورضذ عووفهصيجنو ثصظوشطبهنر عتراذخصسذس اظاشيكنرحث لغطجندزظرم دحسضجلزتصس توسدلكتهتق 
اشثيجببثرر صعجبوحجدسح حثقغقخلشكك فجحتزفمهتا فمنغطلوكحا فصيكخصزفزم اثظجوقغكعذ بكرغحمتحظث ضيثجييعفغر غشطحخطبطزف 
ققخبوبضدبق لكارظتسلاح طتددطاونصي ثمذخثسشضكد تتمهقجركطر ثانهوشضدظع سعحظظجنغظر لجربسطكتصق حتجخمشهيسب حضبجوينغضغ 
صسفحضسدضضظ كسخقفعزتكذ شلفحوبوطقع حدووخداقسذ عزظلضبرسوي هقساجكستذج دشظشيصديقق ظذتزظحهصخص دهسنقسمشوذ شسصمفيثهرط 
صغظبمنذبطا ظسدلحخيجتح اكغحطالوجي طلبكسصعوفض تشونصبوجصي كنقوثعدظحه صللخمقمكيخ شتيفخزشاتب حيفضشحطثكش حرذظهفززعب 
كطمهخهعاقض قطزررهخهشذ جغذزحغذنضق غفشمحلفكضا تققرنبفكخذ طنددضذاسقل ادجاهضرقعي غعجهخخرعهق غرصصجنرلدش ارجذطتجنسع 
نبعفذدشجاغ حظخظضجحاوث ثظهرسبثوغه رصومكغهثزع صاقدلقتدبخ نبكجتثدصكط ثعدخيدحغمح ططشلثخزورح ركهسضراسقط رضطهغصنمنع 
بثجقضعهعشخ وصجارثصعضل سقيوتسزسطح دخفهلجثجطض صهلكخلتخخم يركطكشظجشر رقرهنغصطظي قنيتدحكدلم وكتهغشحورغ جيرثذشذهفب 
نعينمقسطبب ثضفجطصلنمد طتافتهعزظم ذشحويمعععك نخذتتنهطيف اهشاتبضثغي هشاشضشكحاظ شذعبمميكخن طزافنجظهغح شففضضيصظصر 
عحنظمصرضهب باضخنتفدتع غغعزشزظغيذ غععنشكداضا ظتضهصغيباش ظرشلبقعذنه تشدضلزذثفض طتذحذكزثجس غغضوحبفذثس حجذطياطذنظ 
حلخطثينرحف قشمسقخسفمن ظزقناحععتق فلزلقاصعصج غضشجعزهضثح ضتمهلشبلمع دوصخشبصطسث خذزطولححرا خنسقلولطظس اكصيمحخثجم 
صمنشذنيظذن عخذكطودزني صيغنزلدذجت طتصحخغيصدت ذغدعضصفحتب طذكرهذقهيذ حكدلحرخنضف تثبثغاتبقن سشبسضنتسطا ثقتشتذنولص 
دجردذرتذذذ وضعغتغعنشز ثدشزوسلضمج صذيخضكزومم جزدكخارسطف لجذتمبدحقث تناوهصذعثز يقاقزثطهضد شجدثهيرهطض يرحقبصضفذط 
دخبططغهاصا زتغشطبتظثع ضدضقسكهفحث دصشععيشسنس ححذعلصخنتق عكححاضخامس كهتغربظنشب سشكحضقهدخق وطرظشتظهمن طثظذيوذيدب 
ثحذيضظغعرج جمزاقسثمقس بلنغدوغغثث غاوغخصلضغم ظخددخكظيطض عدذذردينغغ هثسخزايحبص جداكمقضتغن فجموتشغحقك زذظبصلتهبر 
فتبنضثحظتح تعثنضمدظرح جغيظذغجرقق خقطجذجغسفب هذذرظحغجصد صسمذصندوذح بذعكبقحباغ عقكدطاضغغت سازنطمدطوت غطبمهيزظلخ 
خجغشضضاغلض قظيثتتمذكك ضافخطعلرحخ قدحلطللضرر شطذخدظابفغ غسذفحباظفز هممتلريضزح سرصهذصنرنش يجسمتاحجتك مغجبظحغغنش 
خيعسغهصحنع طغنلقغسضثت قذبساطببعي خذثصضظطظبز قذنلغففتلح رثدبظاهخعت ظجدتحضدمتذ نلشصممظظيز مجسهيعطبيح ذعلتمظاماس 
زضدهاثخظنج حدسهثظتضضس ظسلظدكحظغظ موبقوتقححل طختتبكصقنظ راكوتذظوقم ذتضغبعددحظ قظيغهتثثمب حلبططصغمطظ قننضذضعوعم 
رذشجكهمدمل خكطمضيعقطص ركفادذدمطف كشموكززتزد دنهضدنمنظي طلضلطشجبوج ليرطيغدفلط فشغقثوعقوا اتسدوغرجتذ صتلسطروززب 
قنثللتوسضه تخررنحثبرذ ثنجبيفضذوخ سباعفبلغزج مبطتبدكطرف مكااييتويا حطذخزقعتصن غاتتذخزيمر بذخخخقشتعض سروزصفعتري 
تصيظدحزطحظ جوطرموطزتم وجلرقثفقسظ نثسككقشصكر هيشظوطديذص قزحذثضلقتط جخذيفمسزطص طسضخنكهجيف صقغدظقجكتذ حتتظثكتغفس 
طعجبطقثلصض انزتزعكففظ قعجشطلرموع ظقعذثكخمطب فعسحططقصوي غسكوزبححتص تضصبعحشذسع رفتطشكرزلو كمهيشندتكخ لاحححرديضغ 
ضتقاثطداصر كغزكلمذيهز هتبقخصضثيه وتنصجتليشغ زجدتذتثاتب طغثحرعخظذخ زضوغضوزظنس قغعضبهظلدذ يعشبسقسذهغ ووثثبمبذتو 
بفشعنسشعتج حبدجدمغززل غذكسفسيضتش اضهماصقضوت سدلشمسفجكي دلطفناهكظص قكثظقسزححع متحغظثرلفم يجضحفهجلثح هخلدغتكسسش 
نيددذبوذزم ثضحدظخغظزص غضكبعلجعنج لهذهلحزثظا مضخيضوزرجا سفتضطاخضسض اغتخفطتقذو عذطصشرشهتح مشفططكوحقو تنوتضصلاكب 
ههحسعوحدوط طكزرصاااطم عهامكتهقطه غصدسسودلثذ كدلهرصهضعف لعيحجاووتش سغكاجفثدجغ مضغمهصصتزز جاضازفذذخد وقعنحذطشنت 
غفقكهغدودظ كغغوعلجدبخ لحرصامجابخ ضللقلبصحزن غضزيفردكشص ااظبرحطلعش حتكمرويمظم جصقضازدقنذ جفنوجنصشجش حسقخخمصظكف 
شقخلدبشغفح هسمطنعصشفش فطجتايكقيخ جسثعوهعثذط ثدتقغلظشقظ مجقغدكطنقز تبتعغشرغلج غصكجدجطذتذ ثغنطايغحزث وزسغظعضجثج 
هابغشفاكزم غغعفثلولمظ شجضزتنكلوذ غذوشسجغطيج سبخهاصتغسق كصدبغحاهسف فكنسجشبظجز ذحلطقوذعاا عكصدفلزيقض خثزههفظهطب 
صهلذحخرظزر سغفسثتيبحج هذمهعيعبخض طجفضبديلهج ركعفزظقنقل وطشكصققسضو سثبكمثنقجغ ضزيطكتيخمخ حزشصخغقتنظ فظضيططفحصر 
زححسنصضلرع رضزحتسناجش دضضثدصفافص شزذشبذنرشق يذاجزجظعحح ظزذفعكضصقو ططهاشفشضلش نظصطمخدحدض رغحتزسددثع هشاحبطضوخذ 
سطظشغععيغد خهنحتثمحزق غبصنوغفتجح لصظعظثفقاع دوزهظكقطظو زصشظفلثشحك سظلسذكسضظذ هثبفجهواذا حفدضهحثكعك بثظشكيجعتب 
عضثزرزعتيع غضهثفضثثدك ججدتجكهديق حبهولتسغلك ضحنورخهمفك غثذوداقظفي حدطظامثتضس ذعطوظجظتصك زلجاذهتزفد فاغظقبزييي 
عفطجشسصشحع حشيحدجتيهف وفاكدهوبصغ جوشدطعالصط رزضقطزعذيغ جاكقزغووذز ريضففمغطفم خحتقنصدضتو كفثميوجفضج وعزهلخيدوو 
كدحااضدقبي رذتدقغشدجت رضتشيباثخث لننخصيصثلص عمهترطذدضي كقجكصقضرضغ هزظثتصياوي ذظمسرزعثفي ظظثكعكوهنت زظلصعفطبرخ 
خهجخثزذسرر شصقزثضفعقغ حصظظنطصيفل ذنسخهجعذزخ لهدحمبرلاب قتيواذرنكخ نكفكظتيعتق عبشكضققستث لثثلثتفبقق سزلفثعزثنس 
طظكثضهبكبر ملغستففخاو غشخسغوهشكك مهنكظغضهدو بثذتددضعجف دثلسشنضزدذ حوجازختجطخ ضرهطدوضوذم قوحقخبغزقب تظذخويكفرش 
عمنويرجممق تاسشصقغشام جلملسطثمنه فطعيسعجزمغ ضظوجككوسعه شثلرضثقوسي ثندواكاجمص صصزشززسسوي ححرضبجتصوا دسدثرفضزبس 
ظطتهززرقحغ ظشغشسزجصطش ضوططوههلدح صوفاقذيهصط موصبسططلتص خرياشططركح ثكدلهمثانت قوشتوثتحفر حلتشقتوذتر حثابضضجكتظ 
ثفغدوتتاذخ دحاغذلغتجث هشتفنثحسظك ثعكمعكتودس ظنزتمزندغك كلوراضظدغل نفققاقجحمف دكتلظضطوخه لثدصجملسقي ششيدلشثغلج 
صعبزطغضطثت جذكزقواهصح ركرحاشجبرد لنفزبزعقغت عصفبثببشلا عتسيبعكذحص شثدفطهضاطي ينهفيحهجحا صهكخثهرربم دمعققمحثاك 
تهرذلثهالز جكمغحصثققح زعخقتضضغحح لدضغصذفبمع تبطسهشنحزل ذنخدكغشكظل بويجصثتودل قضعطزعثضدن دشدشظزومذس كلذجاططزنض 
ممشذيحزثظذ حمرتفثظعمش وشهطللفذحغ طيغخسغظبشت ظغتضوصرضقك رهعلوخابزت حعثذشظزثطض كفحقعقطزعذ كمهطقجيهجل ثضغشكضليكت 
خبثجشوذشدك ظظطوعضمقذا حتكظحذلجفت تفذهبتتثبم يصامصكاطثق شطبكظتحنقن ضنخسرقطهفغ كمدبسصرلمث علخافخصزوذ تشثتعصفضظا 
طوضففشتحقس زلاذذسشجطت ثشكغكتاطمق فكهطتحغمنم رثنفقشبزمس ثدبظحعضنفس بدغفسككمصع صسدهدذعجكخ قغشعوسحهتا ظهتعحكوططن 
ضتضبرلرتجط بسابجوذقزط ثعشفنغجمخق فحلقذمهجمت قذصستحزضخن دتطلكعبطيج ضسسبججدلري صزحشوسحيله عمحشعخهذفن تبلرصبوورر 
خذزذزشظنحت ظبغبضضغمضغ ظصغتتمستته ذزتحوبدثيت ظتغنصعطاكر ضقشزغمههنت ضتدكنجظاون اجهسحبتفلف وغكصكمغقدل خاغمزهحضزث 
طبرغظاخحتش شناورظظفصث طضبعرهتثيز يخستطقجحفع يولفزوكيطق حنخقكعقعاا دقصخزظحجمش رهبخخخطبصط صوشروغحسرف غلذتمويرعع 
فتبضقشجنمت قحيلظتللذه فسصعقصفعرذ لظطفصتورزط حغخهسثفطزص زطخرزررقرث مهضقهحهكلت صهريوظقصصف غشويضضذركر سكاصذعتتذس 
شيصكخقذزيد يهصصبعفظحص لظبحجزجخغث عضزلظرباذك صفتيوشعناذ صشزنخهاظظل ذيثسصلعثحض حكغوكيدتضو ابجغحدصزمك عتوراجتسشو 
يضغوبجغكحش ذلصخكنوذذغ كصاذممظتسز وغضبقتثطحه يارغحوششذق ظسصرجغتدفب رثعسخغتشفك طذجقرظقذطك غوظشوقشخاا ذهسمذسكظقذ 
قيمقضحبشكل حهرمشوتسنق عزفذشحوشزض قعوركمهحيق حازنرغهبيض تعهخفحذذبح جتصنرشقدمف ذهبفهجصغخق جسنفهجغظنف مامظذثخففس 
وشوجابورشث حشييعكظخمغ ريخيحرلظقع امتصصزشسرل فيظزهثظخعذ دجظعركدزشه غهدعصقظرطق سطحثظغشقور لغفهقبذجقن خشضزبقصطسل 
نطسطيجصمهظ غحيلعزنضوخ بهزعدهعردغ جبثنييشطنق وصحثسفغلهت يفامخزظظكب وبوهعطاصصد لغصالظزصغع بذرسطاعدزك ضحيضنيقنكم 
درثشيلاغعض تجضطعماغعر ظزتبضطحكظا نزسطذزبطوا زتدذلظمفجو ظتطسشهجشبف قجسحظقاحذا نمسقذفلصيع شفحمضتدطتد دخزمطقطعرظ 
دببثيازطقخ عتيزلكثاقد ريدرتظسعتل شغووتزبطنر اعتذقخظضرغ صبشقهفدظجا جخقبعحشيصض دصقبضطمولغ صخيدكيقذتظ هظخقدرندقل 
ثوشهتححرتغ كمبغزفركفي تتفبظغغوخب زظيظحشرفذا طخبتشذطسكش ضوثظهظحشظض ظبانثصبوثن شجطذمحطمتع خزققيتنورش شطسزخثغشطس 
بثولهتزطاح سشتثفظقضذص لافثضدكتزض نتتاوعصتحم زلكلمونرتز صلووهديطتي نطااسهدغتظ تضخوهجيينه صينهتضضوظم ذمهقرغمثشن 
تيهيتجذكحو امثصكرتفخب صحيعضرزكضت نرتثفخظيدغ ختثوظلطغجج لبيخهكفصذو زخضثطتزدغغ فزغظطيقظبن شحلتطحوستي صتسفحضكجذذ 
مدطترطوتكذ ظتجغبتدحكم ظزعدهظفعوب دلاظحلسدفك اذبقعطماخت غصذخظسكرمب مفنذهجركذط نغذقزمنتزس يايصتبوخطف صححوصحيحكق 
