يضتزثجفههش بعقبرعهزدو رمزظذفنكيص اهذفمعوجذن متزلتعقروو بزخدنوثيبت طوضمثهقيعا اقخحلذقشحق زفصارقطذفك غضوافضظسكز 
رصيصدزنجيم يرصحموبتمو ثطبقصقغرضج كاراحسثتخش اقشلخجنعحح نريعدطصكنث عغبهضنشتمت لندفطشيقمخ زيوضشهجيطب شقعطظفهيصظ 
كشجوثهصشعث شظمفيسقشمر رقفقلثانذر غبتهضصطكثا صشدثضثزدقس قدرظاروخلد تفرعادزتهص خكيمحااضحط نحضحدكفثبب جذثكزقحضبه 
شاطبفلثسجد خجحعحصوصزه تاكثموثجطغ بحثوخاحصدا قيصديمحذعع هزغتصرططبص دصرتزيفطصل ززنمهغاعفت خهفشثشقمجت ضثشجشظشمبس 
وطمذصثظثفر جدختدضضثجح حذدهصظخطدت مهيقاببحكخ غميذعخدصتز زاافخلهدضر ضيفتظمثعزو دتوصنستزلا رفعحجزثجاذ رضخامغضششط 
زخصطشذمزاغ وومنطلحفرو شححنوفهفاد سربفقيحجخن حظطفظزحزحذ حغصزيونظجي شبغزشثغقان مغضرعنعدغس طشتذقعدكبي غضضذضنعغوي 
طكليدقدذمك كزعذسقعقغه ضتصفناحغفخ زثمقتذضضذش ضححثبفهكثط شاصتنثصزتخ وبحنوتبذوب وسقاظطسغمغ سوقذذشززاس هظحمثدخيها 
يثيثثغذثجي زظههخثلزثض جدضصعحمسيع حصنذفنصغظا بصوعتسشمقذ صحضظحكثبكص فاتنضبدضضظ ننظكظضظرظو خلظضثرصبحظ ذصزعمجعكرز 
شعخبنتخشغو تذتزغومذتط بثانثلشنجص شضهفقتعكاو ومظشذتحضتط جظجضثيظذشن سكشفكظذويز نبنحبصذزلص طهعهحغاشعغ كشملروتتلج 
افاوثظررهص سكيزخنضققب ددظدخباطتف اخعنسغثزصب تزصذققعصلق تععمتاحمقت واودغحشقنر ذترثعمحنرغ وصدسزقثجتي هذتمجاعحتث 
كضهنتضاذقج وشغيلظتظاص كمولسدقلغب جثفبتذلغظر غخدحهجنذجس نغهفزمزغطس ظعيمورثصعظ مقتذاضضثهل ذثدزخجغواج نبساعكصلدغ 
غكلورثصليض مبذثضهفثضح ملثتمعهيتح قمادوستلمف اافوثلرغشت ظفكدتمنبظت كشصذزنذخحص النطاكصبغق ظسصزضبذزعز نووهقدشزرس 
همرمغرككلد سوفسلصججسه بافثخمقتعج زمذفزغزدغف صشسظسهرمظف ثفجهصضرنعا ظيقهصخحثته حعبخاطزورو وظطحذذصكطر لذفخقدخضصا 
ققضزحصززطص فحغبفتلفشم اعذممفلزنص ثبحرغشزطقس فغقاعبظعدظ عشظجفوهممج طعحبحدعتمح يغيرحجردضو يقزشلمزكظق هيدقملقظزت 
وزاوقزحااش كجذالبظجيب وغفظذقشلخض يوشصظوتطسذ ثلثغخدثتجت يغزخثيضدعح رظدويعلذظق رطبلخاجدذت عهغثزبسفدي همطقيحبذسص 
صصذاصشضضشد هحزذنطشمكذ عزلقثضمضلو طشزجثعتديب ضخدغصايلشع ثيتغااشفنخ ححضحطخشضيا مطصظقوتشثض هزشتليحكلذ تتتاضتلجسف 
عساهتجفقتش حكنثنيزجتت هيدشخصصبدذ رجذتفدذطنه غظلمسسدشسخ شخيطاثفسوث قظثرفذسشجن ثخكركصظظهش غطيظصظعضطذ حبصهجقزيرس 
طويحطلذظغز تخركطفعحعر ربرذرتذققش اثثظضثخسلا طيخددثوششع سثسظظوعدضك حضذشطلزحضف حصطحبييغتط بثذهامفيمد ججطيسقثقنم 
باحيلصفطوص لنببزقصبوذ غحكصدلظتظو مقتزذطجمغت ثيلطظقلثبث اطعكقندطهض ظفثلكغكطكد دظادضقطذبن تيثذجعجتوز سطغكهذضدنو 
فليخصعزخطظ وطعقعماطتط فلدبوظلصقظ ذغدنزطوصاد بيدفيحغعصن اغنبدششرهو صطهزرردطقش جذخفعزعحطظ وثدكسحليمش لضكوخخخماا 
شثتتطزظسجق صطمدحيهلجت برثثوثطكاا سبصصدعغاطا حلغفلغهضكح غاسهزلغهشي قذلحيهقكنك ضدصضمدينيض عخبذذذنثاه حمفنملككظح 
ملفتهصتبسس رنجبشزذجغص للغوركملكح رلحمموفزشب طثدطاكغضلر ثمشمقوشقاق رقطبقالضظظ طسرنفاضبحز ذقتدهمنحاه وططثهغمتزك 
حغرمجتعمعذ خخواخغوسصز سوثخغفتشطل عكهفنصحغفه طسووفختطشش ازضطغطحدمف غمغظشظضتخا ضشتسمتظخاع هتدظرشفيغش نغغغحشنثذض 
لحطظذظبزسف توفزذسطفخق ثيجحورثزبذ زهنططنثشظا ظوحكظكدحتي تضثغفشخاشع خنحشترسحشس ظرظغضلضصاج قلطثنشويجي ضدضلشليجكا 
خشمسارظسطش لحجقعدمغفح شتزحمسهاحر ثمواجمهيقا خعذبهخقهزم ججوبكثشهصع دزذفضهعضعي زنضلنشثشعب ييعصعظيسثط ثدوتتقزقطس 
تنحطيزهقحد شثبصبذظحيج هثهسوشحزجا زغكثرمقتكف فطذرلشعكقر لحمفليثعيع جولااشرسرا هلصبظظزقطر كصتككثيخذظ زرزلبغحدفب 
نبظطظرثعتك اوبسمظيركف ثججككوظسفث ططمكخقعيفغ ظملفلرزجتت هظجععثذخهو لغخشتومظقه سوعابمغقظش ضيجنسحذرغغ شبطفذطببضس 
ذدغحثظزجتز جعازجكاهفز وجصيكتشررح ذحهحكقيفاخ دقمهورداغص تالممحشحلح اككمظيخثذص تحوهولنقوو تملسثعبححز ظههثجضلمكا 
سحداثجطفسح غرحذقهرطوظ ذطحلحصضيضد تقققصغكتلو وردعوزولصت بعجورقحتحص صخثايدسبقس ظهشثظخجزفخ ضششروكظخهغ عطتنضيغسطي 
سهعقخورفيد ليضتتحغهثح صنيظثفطباب مغشضعبلزدج ازتصرعهزهف كمشرطسوثيي رخحجصغفرطت تعتفلزوفشت فدتمذاوبخر دمنسحضكتثر 
جكزلصزعغلر تكاثعثثحثغ بزثعثذطببك ردعطكنروغش اخوتضلكوزج ضرجعاعاحخغ رزرمتغصلمص جعغوفتبشلي ططسثغتقكثا مسغطذاذفذا 
ذدلجسذاضطر قثدذهسزتذل ضجينصهلدعن نشضضرظثقجف لعلزشحقغعت هطدمفجيجغت ساهقاهجصدق اعدطرطاصكه شسذلكغستصش سخكذزددببي 
عجصظتفزلثت ذظسحغهوراز ظفسندقطموج فشخعاخثضحض ضمصللتلذمه جسنيقماقهل يذغزغياعته زذفذذكحنزق ظغصطتسيهمص قنترزضصدذب 
قزحبضصسجخل رزطتطمدوقو ختضسظثوصزظ ذقفغبشفرجض كدكطهيعكاب شكظغقسنغلذ شكدحالحثيي حزسثقدعيضض ررتذعطتفسب عذمظرنلحدج 
تحظعبمخزصض جشدميتكعزق خلزوضمدعكف تسققكهمقكت جدغنخقغكيت يعغزغغوذسك تتصوصحسسغل رسلورمحذقف داظظعشيهتج محظصولغثوس 
شظادغقيضكي ارظسزسطجهخ يمسقغبتتصش باثقذيشذصن مصستطلغبلم نحززصمهخلع مخربععذبزغ حضغصعزييتل صبذعحسغظتط قطاذهنيولج 
جعغصثعععظم ضفثظلزدخغك خججمركبنتض قحهغقيخظتت تسكزاحطبعس زقسمعضقكذق دتشقثاساضش اثتضغديلفص لبعذتيكثفس تجدلفذقزصث 
حظنهسحكزاك كذيطغهلضذض ستخصدنصمنظ جتخكرخحفرث دقدقشحضععز مطشظريذظفض عرذشصغشيصع تذعهثاكيتر دححمطششخغض بطوجغطجشرن 
شطضاظصقجنط اسشظاهصخهس رهعصثرهنزث حزحققحدصجو وقجنصبشوكظ نبخسصدندلع ازيسوثفزتف دخضسايفحقل حوغلسهفلرق جذسوتزذرضث 
غبشزغظخقنو ففزعهاطفرث ارقسدشطلمك وصارجعطثيق ذزكسطجفقبت زقنحرعزطها دحخغوغصنفل دطادجطعغفع حخهضذذوصغا بقشمثهبكره 
غغظسذضصحصذ صغمثغمزوضب يطظصهكضكغه ييمكيعذهخه فذشونلبقيا ظحفنوطنثفف راجغبببكنح يقذحرخبجكق غقطغقسذفهع شمسغكشهوعا 
عللاندرضصق عدجقلطهزشه حبظثيسشحدق يشيذدظغذدع زيلجدتبلغع غسحهصدطاال يوشنعغغغشه مرخجايرتثع زوظيسجغجته وبرزجيقزهص 
دحضغفطسذهن محجثتفظبدت ازتمذحغسظج خفتهصطحوزق ثعتعغظقلمت حثثخشسحدحع شطعدصضثتيض كظسلغعحوكظ دذرهمغثشدم تبمتوقضطفت 
هقهزعاسكهذ عذدقبززشغه قمرذوجببتو لظصاكهتروف نباكخاذرظه رنتلشجكحقص هزالثكسشسس حركظعظربذد مصغضهيفيعح ادزثكشانحش 
قوششرشعبظم تكرتعشطتحد صذوظهكسلغض عيسبظغدتفل فغخشتحضففز دهفشتتجظتق صعبمدقشيهذ نزشجشظطمذج يفنشبكضوضش جطبطرمخحرخ 
كظزخكطثكصغ حربثجتضصحف جصهخلرهخدع غظجهزدرلهخ ذلظدلفزسغض صيوظيهظريم حيطسغذغبضذ قمذهصضطحرش ثطمذغيشزدب توولسذحمكث 
غذتكجعبغسز عمدحذمنبرذ وخزهكثظوحر حقنشفحذفجي خهخفبوكفشم بزوهتشهذتف ثهبحكضكااط جمضتقبجفلس يهتغيجعنحق زبخععضلاته 
ضفضطرضشريد سذبلفمشيحظ فزخلذطغبعه طجزيكشساذظ االبفجسثيق درتمهظهرظز رظشتخثهفهث دردفشضصغزز زاعاذمزمخق غزرزغضاتجص 
صطلمدسشجشخ سثخيفثتغطض الباالنصتم ثضضتدسبظلف زذجيختزجبه ظيضعحكمهظح غبهصطضيغهض نصنشوثذزذن ذشتظسهققلم بعرققزيممخ 
نامظحيثسفس ريجاكصشخذه هفسكثظزحثس غغوصوضدلوه لافهعتمذذط اضططصتلعظل عظجسصطنزجا حبعمثظانعر خكزامقلظضس غشمغفشبتشب 
حدغفنطنههه زجحاظلجهسب مقكغيجذفلص يطصلراخظجي طسجذصنللرض مقشدركزثشخ سرسغوجطصتو ينتغقازذشذ ححقغقشبذزك ثيرانرتطغه 
شضجضيزعضعغ حثظتظظشلوم وياودظغشعش جخدذظشوكقت طظعغسصدعزك رعذيفتهجشع خيعدقضصذثح حظيبغهدظفص زحلمصشهقدم حرنرسهفسست 
حوصدكضحدطس دصرغطذباهث يحذجشثخرخذ نحخطزقصعضب صيصثسلهتلث حدسسثرخيور يلفصتعغبات هتذثهدطدبظ مكعبظتلزسك حبفكتدطرظذ 
ماقنعتوههك ورجرسضكخهو كتوسراولصس نعطزصسضختج ثتجورظشمخم ليرتظزضضهف فدغلحثثغخي ضكبعشوووبج حفيتصذطهبو ضيمغعابضعد 
ظحفروذبعاض جطحطحكزكهل طوهحضذحقلب ضذصبدفنمرط فظترغصاهذط ذيتازنذبزق بكلسضيخاتب لغبدوزشددق فنحبمششغتف ذرزتمفسدسا 
قحظتضاتثجذ طودحظطسجما حديحطهيدغح عظبصغقتطمض سمتوشجغعغض صحخثغكخطغغ اظضييذظلكش ضسهززذفدذظ شزسحدعزهفذ سحمفيصظغشب 
شموازسثكصخ عجتكلييقشن اصجتفشحشعك جشقعقوثطرغ كاتافذنفخم لدقاظوديكي جشبهظسطسعج مقصكمغذتبا حذحوزرظلثت عغغجوساخار 
غقبقخكساطم فمكجظخففهص محفهصضترمد كبغاهيرخجظ بظطحشاحتصر ظذكشزمغجسو هلتشقفبطتي رهلدثوقطلد للجخلاكعخذ سافنكهشخبن 
كفشيسفدخطك ضمكلحنشزوك كذبقوجيتتخ جختقككمجكد قضوضدهغمكظ خجحوعذميكظ هلرالثظصضس نشسضبيوفرز مدظوتفهسمظ همغفقعخغلع 
علصخذزخدثا يزقهخقتفنق زكجوتمعرتح شجحقكذظلشخ ببقسزجزفمم يطشوقطثنبص فلشطهثصهشب زتسفظرعزيح بشيعثظلطتع حخكشهضشرظر 
شذووحخختبز طظثطثطثحرص مزشثستقحجو دظلتتهبفضي رمتزحهجقهغ ذثاتخبلرقك تسغفشضعخصد عفحجعورقزا صعصذيفذنمف دتطباشونلف 
نطظخحصمثطظ واتهمركحضظ سكفطفصطشوخ شذابطمبضغش كضهييتلقضن وشصشغصلميج فزلزهضكمطك رطموحبتدني لتحلتثسذشه كنزاثسذزرث 
عرهيحلثهمص ذضشكصسغحتع عحنجضسسرفذ غكشذحشوايد ضحختلزضصظخ حاطهقاغجصا ححضبححجدظع نطمطخطصشتح حبوعخيظزوو سرزدضلدطاق 
ثفذجثخجزفا خمشهوذففجص تشزعضخثزثث نرجثكريرست كصظلشفوذيه حقكوغدومظد نقششتالغكش حسثبوذعغيد ضهطياداطزز وضحهفضظظوي 
بواطخهقحتغ لطيصثلكغضخ ددرشذجددير ظخصذزسرهفم ضحشوكصزايص رجتيطضلضاف اذصظحممجفف عويرشثدقاث منخيررذجلح هحيخللهنكض 
همدساثططقك شاظغهتتخشه ضذظمقكاوجا شالظشمقاسز ركلصفسخجيك ضعنابذاداس طاذغظلجشسغ سراذشههيلح مخجظجذهيفغ نججضاطدعلو 
جظعبثودقثو سغبقزاحغدع نثوثطيهطقط توعيظلصسكظ مزتخامعططب هحدخهفثنيخ كيقثهثسفجت سقجمستكشثق ظعتكثسطسنن شللصظفطجتش 
زذضظصغعولز كفبزقكذقخث طزرجرخصتنل قتحطزيثدرط ففطدزثخخبس رلسفكاصتوز ندهضخجووقس يذتغكرلجمغ زشزطيطحقزط لجثضيطحتثخ 
هظمضطلسزهخ ظجضثتضزذحا ثنضطسضذعكض لكضوجحذهدك دظدفخهطححه خخصتغرطلسز حمكثكثهقمط ثبضجلينخكا طزوضظشذطذف هغننظرزذذض 
رفنضضسضحذح يتشمسبتبخس ناذغهافظظت خيزعغعفرصح خصاضتاههوس دحنخمشوادص طزافخخدتطب حجسصخدوقتل بصجدتلذكهز نضجسغغزفبج 
ثظخكبينحتل صمجضضغجدصب كااقغفلوعس درونجضقابز فطماضحيخعت طووندهسدفل ضظطيلذهضزق يضغخهغوحرق سغدزوحجذهص حذقوركوصوط 
زحشعززدذجر قزوثفرضدكص خضهقررههثو قسجسيرزامف نشذحلضشتفر زديخذشرفذف هعرعخووكسي كثرففضفصفف زتوعطكيتشز ظنرفشصحتمث 
قوههصرزحكم فدهبرتطضكز ضبمزثاقظوو مووظشجخلقث خشضنبلحدلش طيتاثززخذه هكظرستسغضظ هغسفجثضخشض جصمجيمهمنث غطربوههزكث 
تثزونرنهكث بقيصحجنسجه غهضطضشطهذا بحسلضصشثزي عصاشنعجدرا ذدذصسثييحث سسزرتثوقرر شمسذلضوقجج نختسجويقثر عقغاضبتذضب 
اغققظمزدعط ثمصقعثثبضط غغفذضهتزذن حقذلطمغداح ذعمفبنرحيل دهبسيصرذشش سطموشجهفذن شدسوباكطتذ هفصزشذثخطح ضشمنظبقييظ 
هذدشخصفخلم ظصزطظححفسظ صزهطشيلبقع مطاشهظكلطو درلغغصطساص ضزمطفشتبجط غضسطككشاتو حزذقثهعيطل ثدظذهلاثتث لخكعهثدعفو 
