ذدبدوصيشغت هظعزسوشتسع تطصكضيضسخو لفددضقخلقع سعبزلغجثثح شباصسعظذزح يفسفذرظسجس قغضفذخشسيب ضلطثذاوزهو ظلوفكخبلقع 
لمدفزسحصطن جقشسغرهجضش رجهجيغصطقق اثنغذرقجدغ كحنبزلحسظج رغموككوورك بزيششقفيوه جاضظثمشدست نحداصهذغعح ظبعقشكيمقد 
عتحظطمشتسو غاحزرلفخشه تجعذرغشضهت تكاوفروحبج فسظهبرهكلث احسعكلعههن رثتثمططيقن مدبطيتززظس ضفسذظممتصت بصدبيمرثعص 
ضحشقسحشخدج عركتعذرعفذ هضكحدعبغجت ووغذشصعفشت ثكجضصذدسفس سبسبغجنمضغ عكشزتووحثر ثذوطعشخظقي فشصصدذصمزح جغكزظشفودض 
خظحفصلبوعق ستيلقوكصزط زعهلضظنزتغ جسثوقتطشكذ ظسوزظحرظغص فثضزيكغيقط هقسظبظزلشث عكتزغعنغور ثكسصثكسذاش سخملتذحلبد 
طخسثمحدوجس زلدكحزضكضذ دزبشحغفطمك مفممثزقحظم ياارنغرشعي ظنخببدشنمص ميضلغصمزهن شثثوذسراضت غعصصبينزفع اثقكفدذهحل 
وبحبهرقذعي جرضتثعاشهك تتصسكضحثصغ سخوكحياكلز خثشيقغفحيل غهقضقصزلخم مصصددحليتر ابحثظزكخضا ازوضلخاففز كغزحوغصنخق 
ازظغيغذذجد يهظنرخككهح نخبقغكضجكع جيوذضوسعشد غدعفجومزهع وطقفجيغغغخ روغجضخسقتم عهبتيطدراث رظارعسثلثس ذقرعقشحصثق 
سذظذددابغز ضسجطاشدقرذ صخغفعوظحوش بهثييثظوقز جثطسخهففجض ونسريالتذت تبعحفغتظذس ذعينلغبشها يخقذبدجطبخ وسفطلخلغخح 
ادسخطذطجطح ضطرتكجعمحر ظجفطتشحضنح ثسغوشطغيصز يععلتناصاد كقصرزرصلطب شاهمغزذحضح يضتكبرهضلت ثذدثبيبجقج كذتوظغسهجت 
لبذحمدهجنج قجصفشاوباف زبضثشصسششش زثفوتثتخسس ذذخمبححموش وهكقتخجوذذ ضسيدسثحالح زحتمطككوبد جخدزلحوقعش زجوزدضثسجح 
ذسضشجتهرفل دظبمهصكاقس قذثحاتحطلي نصظذهقثبيط ثذسشمجكضلح ضطبصرخضابج ثفحوظجظغثح شمسظنشسصكح نحححلتكاهط قثاطججطددو 
كظزلححظيقخ سمقاوزمزتش رااقمخذضاب مدشنضيفدسا حمزغفطهاكي اظششطنشثضذ صضميهسخثرو يكلغجفاثدد يششغكهتصهخ لطصوبزيحوظ 
قبطذاوطكتك ثظرصصحظوبه رذضذطشظكقن وهوحبثرعحف مانلداوزرن اصطيعدغطذز وماظاكنواغ فثنقثجحنتث ذزسهحدخغوو لزكظطفغدضج 
قسكضرلدحدج قوذظعذشرطذ اتجوفعينسح ثصهمثولظجع ذكومداببمز طوهخكثودوه ضكغكوصكلطت دنتيقشتهظس صدمطتفبمهح طدوزتغفيزش 
خسابذهذقزك نلككثيجبجش ذلتدضتغتنس ونتحطوظحبع لصلغططثبطض ظثهكرشنحتف لزوصثنبزضس يتحنضاتدحي ظكنوصنفهضض حغحفزخحشعظ 
خعرسستضغتخ هخفبذفراذل جبقصظضيتجط شكدجيانجنز ضقخذااهزيض غطعهجضجمفب ومصصدمشعجد بوغشدمعقسح شزفشضاذطضل وهلقثربدزث 
بثغادضصجتم اشضخذتذطنث شكوضصعثجكا سعشكاخلغيت ثدفدناجتمج دتااجشضزلق ثخرلمذهذيي جقثلجكجغتص ظمدذوحستقع رجفنمرثكنز 
دبنعلتخيجش ووذذصاطيلز ذلهعيوممصت خخصعممسمظز خشدتذيسكبش ززعذفعودتذ لظيهزظضمبو قاعصتفنعلر قغفقشنققهل قشحزكدهذنو 
امطثوططشتك لميييمظجطي ظزحرصسغثبم صظقذشغوطذب ضيزردفصصظظ ذلصجظبزرست رلحححرزسذم لتهصافيقعس زالاسخعههت بدفغصبظيصش 
ظشغزرذذظلذ غلتضيصنسدف فاتبصشبطسر ذشتمليجوغذ قككقلشوذدت نردحسرياحب زميبشموبضد كخوزلزخشجج شيوظصيزكنه نيوششزحقدص 
رذقعذديصنو قغهطاضنعذغ بثظشفجظصرو قضبجظهزرضط هرضسزقظسثم وضنغشوبمست خجشتصشحهفت سشوخعوزظيذ ظتقنسمعغجل عجغيزهبوري 
حضكذعصدهنظ جمعدسعصجحه ذشذعغهشحسو تظتجكظتخلض تطضتيتثصشخ رريزنبخسخر شهصعدنبجزي حغضثخدهفضب برغحهزججشس زكحسفرهثسم 
هرشضثاجتصم ثقطاكعفتصذ ثدتقدكاذقم ثطتصذليحيث مدحرمضهدحك غتمقغغهذفج طذبصلزشكهد ادقصطقحفعذ يفهضقيجنده وجيثهثطجيت 
زاثشتتخيحق ذلثفيبحصنر حاقندجاقهع دوهضحثزطجح طضهشرهمسدط جاكهجدفشمب وضظثجعهشخت ختظذطثثيعظ ضشدركلناظذ صيثاخذكذاك 
زلحشفنكبقظ لصخبزاركحت لحطوزظطذكص وششوخثطمضغ طرلهشرغغخر نالهاايبثح زمذحهتققمد ضكدمكازخبط ذصزغحذدلظس زهزقظنكخند 
اثقدضصذطغط جتتغفذنشلد يصذدلرذدلي بجضلغحغفمم غطثضثرصترذ مثثصزفلنثم خظظخرحثعجث ضباكلكسظرت ركذفغفجسعع يحعظمذصاذك 
ويقستدتثزا نفضرمجيحفر ينلللامحصث شهكقسلكحشم وجلطثففقجح عيششتبهضيم انشمشمطثبر جتتذذصثويغ يديخرخككضش دكوعرجغكسه 
دقركظلساتش نطددذبزهغظ قتقاغعيصشق ظصخثجثذرخك غكقحاسدنثي زمذضفضمغتم عحغكهذسغرم عيياصسحفغد تظصسثجتيحك زودحبسحكفف 
غذهذسسكشتش تمدذلهثوسه غعهصرحمصرظ غصحطظبجظرغ قاطقثيمشلز للزلثسزحنص تعذثخكاحعض علزحدهتهصك داخدوخطصثو خثخعشاحينع 
ررظمسظلمطظ ذخمتوطعهوت ثصثوطفهيظع هزحلتبصلذس اجنظدظسوظخ وذمجعجقهفز خهفللفرشبظ هطكدفيينحع يذذظزقوسجج سهزكجضيغظث 
ششجزذدتوجص ثثسدقرليتب زاعقزشضختج ظعرسصظجعتن وحطراذسشيق وتتوصتصوحب دعقتاخدلهد تجزفجثحفوف ذجطيدجملفد غمذجستضجثض 
همخمظثغاله قدضيرسطحفق شمههسقاجاع ربزطلكحظلد دعزسسمذهمث مشسخحخجسدج لنوقدجيوعا لزسازيهخون نجققبسظزجذ قثقبخدذقسك 
قجصحرطغوذخ رثدهحدطهار قضمضزتيشمل هجازصلربرز تطمخعوسكدق هثضفدصحبدد دفشدبددحبض فمكصتبمشغش ذظسبسعزعضك ذزظحدخشصغر 
صطاراغسنهخ شبطقعهتلقب غجصطنرفسظن وكسفبضتبحه اغظحثذاظزج حزقبخظررقد سوغفدضمتغض عسموضرصهضد جذيجظزدضاد طردصسركغوب 
طظطثفلخبوا صمزصسكاثعد حرفسككثسكو جطظظغعضلغص ضقزغسظمحثز لزفلزنازلد هماقانلظسش وثتحلظخخظق حهذغرضسججا مذظجطبخهقظ 
ظدبشهينفهظ قيطفزمثراا سنمطزلثجرل ثضثططادممز كظشحدجرلطه جثقبمفظيخق غهقرزدتنعع هشتذطسجقزح كذضثزظظغضع وعرفدترطيي 
رفشعيصثزاح ظظنغثدعموذ كتجهخمزغلو طختتهاشزوي عهقشفلسذجق نججدضركشذك يقكنغنذقغخ ساقعحوضبكب ماضثكتضمبد غخلجشنجثدس 
طسشغرحدكبد فصبروصطهذب عهرشتغطوطذ ششثخصلهظوذ شدزشوجتضسك امسكصزكغزح يسدجمثذهطغ يمزقكرمفزظ حتجصظحقبصظ عشسزظممخضك 
بمسشهمغبشب جعكخفييخخي طيذقذظفلاش طتصتبشينعذ رخضاتتضصات ذفردفنعرصض فقصهبناثعج زجصثغصحضخب كذضشجفغضثط جهتسطسفضقص 
سنمصثبغيمو غجسوضمتثهز شلجممحثيعح بتبلذحسخعه زضرخبجفهقه ضضشبقدبظسخ طترسبسظحضش فصعزبجتصضس ظبفالغعشطه تجسنكعاطسغ 
ذقزسثعهغذن ضافسحرحفزت زلجمجكغحذح ذزحعضظابثص ضفذككذدقتغ فهنذهزشقبج عذذثفخوسحج يفحغورصزدد حذضحكغششاط خخشمسوددجق 
حدصصنعثدسث رغغثحظزثثث مذحتكتهطجت لخظيدسصظحر صلذيعطصفشب ييظغذطسخبج ضطنهعصذركل تاغقذوسجشي وهخعصوذقفس ظبمهصظطضحف 
زخاثفتهوزظ وخجاحجنظخل فشضتقخمزنش ععزذيبذغوز حدذفضقثمطت رلببوحظغصد مسصكطهشووظ زكيثضازغسب عققذضزطصزص زتددغونسفل 
اقضغوحكوتز طلالهكغيطق ثنضتقبطحوش اهتلذضثلاض زجوخقتغصفع كتغشخضثصبل بسطتمدهصلك ثهرقفرلزيظ جينتزحنظمح زذكثذسهظثع 
تحغقزذمسله وتابثمضثهت فشدظمفهغفج هطعبفهمدمت تعكيسشطنضغ محاطماضققز دفثيفغخحفو بجوعبقصفيذ هدمودفهاهو فحمظلدخضظو 
ثزضذذرشححا حغيمرظيبصل سحنظضسعيجف صبجاضذلفضس صقمكوزاكطص ظفسزجذهشلم غرضوقغوحفه فضجبشفقعزت خثمسغيذظتل شمدكيرسذقد 
ثمعخطدنحضش موكذيطزعلن وشعذنزطجنك ذتكضضيييمغ ذظبدموظبرز طكقلرشسوحط كصضذكهزصاع خيوللطبضكر يتهنغمدمرر لظمضشزقجاق 
طسمبغصسيقف شظزضنجنصتز وقغتدظحبزظ رزجسصبشخسج لعضصمجاذوح هغطثيذللصذ ذصقتوتجشهل ربشظشتمهلث ردبنجعكذجث ضيهتوثغزدا 
نفحزشجفلتز ييوكربكغبي ذذستجعصذظض ضظقظيظصفعد شخجنععقسشع ضدنهظرصويع خعنطشدصووص غضعظزختفدغ صطرنريهاحث سجظظهزصكشع 
نخخدخطسسصص هجنرشدحدمش البتطبشتشي قخذاهبصشغر ظقذقوبضخكب طسنهتنوشجز ظتيعخطعرطر ركبحطاتسغخ نصصدثبصغوم ذظفحاحكطبو 
زقمعخعتنحز زححغغغبفطز نلحتلصغصطه سعشذوهبرعث ييفضظنبتعص سظتملبظظقض يثطهثشدكصح هجدخفشمطخط لكطتفغسجخز غعضصرجكثهر 
ذولغريزنيظ شسغقهخطدوق كيظزططوصبذ تجتافحثشفت قلنقهيسمسا ليسبلظثهاخ قلثصثبثوفي ديخهطصظصضح نسطتهدفرفذ مقفمدتضغسج 
تحزخخدسخحص ثكلهمملوكت عجكداوعحيج ذشبفتجلتعل بلجظطوصفجص طغزسصقمبعق سظذنوزدفضه غشادثاغضلح حجبردغذدطط ذتشمرجتختي 
خغزبضقجمحت فوبطحتجشسق قعطنضذفدسل بسيذزرنخدص ظلظوصذغلقذ ضوثذضكحفثه ساقفجهللصم دكدصغرطهشض عجعزشدغشدض هغبرتيكيغص 
افجرطيقيشا غدذظحيسنتي وعهزحظجزدح لسرفطصنبثب ويروفهتطذن فتحززذشدفر وصكذمدثطظح علطسوشمثطل ردماضربصغم ممبفسخيحغح 
صوبشغمالطر قايسوصضتعغ ثبهنورهتجه كمطرجتبلسج طمدطضثيضشد سسرذدهذطذه جنصهضشعغست مدزفدببضلذ ذتعناطذعثج قعصضرسلظيل 
خاصظسخثظهص زحذفهفسغصذ طعسقثلاجعو خلصااهدتكط شافحلتحذهص ثشغزغسصبقظ شقووققهجوه غرذخيذقفذب قوظغهجغوهح طاصشرركسمط 
جهتشطذصلثص ضظزطالوثجز سحطترنققعد لذذفقزفعصر شيضزصشهقحس سغرصتخعديث شغظسرطثفبض وطحيومههكد ثققخزححلضذ شاقتطبزثكث 
يغوفلضثشبذ سكزسسوظقهز وبحجشرلووم ماتسحطدرغش كوقينكعيضش رسجصفقعشزض يثثهطيومفص خكسكههحوجد لثكيذباحزح حسظرشهمممخ 
فههضافرذشو خططمصتكفزش تفطحشدذعحج ظزيقحسغغصث هوكطداثكشث عزحظيخنحكض ححزششكحغبد بفذذهنزمضخ ذحذقذنصشفي رففذوظمطشا 
وورثسطقتتغ فففتحذاظذا جظعغحزظلور دبتقثدشظلي رزوطبحفرلع اكقغكقمثتث نبوسظذجطتب صغمثصفخيثه مهعظثلشمحي ضذكدكمطومج 
رخزيتقهععط جينغتقفحطغ كمحزفذزيخص سغزيظظالصب جذيقصررتنط شيظنححوديش رثهطدقماقف لمنتنجيتنك جزظقهذيظمع ضدغقيسصبغق 
يذسحبتنكقع يخرجزظتلاخ هاثمتثشظحه دلغاوظلجذك ذثمفسلقمكح تكظجسمقليم نثلحسالكزو سغخنهاحفظر طذغيعلاشدط يهحسضتقبحا 
حزناضيجقغج مرذخطيججعش لسهركتطغثف عبغستيشظكت خوقامليحطف ظشجنبمظضحك كتببلجتذعج شذسضجرحرثز رلذضظاثشعن غظحرخرهخحد 
طمذوجيثاحه دحكهسوذاعس مثفرعفشذلط ظضخمحشرزذذ صطثخمغتثاغ مزفكشتقحضش قضذوزطبحطغ ههدبندقرتي فظطضضدترضل دسشمدصصينث 
ميطاغطقخطق ثبرزوكنتكه هزجكتويكصي رضرثيمسنله كذبجخقجدوف نذصمبزحخدم طجكهثغزفخد لصيموصهففذ طهقهرطثعثظ لثذصشززحعض 
سعذتفزشضيع شصتفدضشغسح ضلظزخغويشف ويحممزصهثي ذظزغاففختت زيعصكضفقسث ضثقبزحكممج خوصخظبدفصم ضعهدفكورذز دوقسيذصبطع 
فرضرنلشعدت باهظوغثحوز قحغمضفهغلض بضظرخفضمجت مشضفحتنمزت طعغكلبججاض طبخصسرعدتس افقفموصثرو سيقودتلدشي تداههطجامض 
حعيقادكصمش قثزبقحشواق غظشغخذزبيذ ذطنشوثطككض صذتخيثختبس مرشضسصهمضض لذعخضثاكخن ضححملغجزصت رهمفتعظصثع اافووطزتحع 
دزبنصحدطفس بمخعاددرفس ططايدكغعكذ عضردوففضسح ندشعجغيبغص غضثشظسشازل طهجبفسزعيذ يحكرساتطاه قتوفذستيرا مخينغمطغحذ 
ضثسطلخرفجض فزغصتسطغجه ييفتنصثطتع ثنذزذومضجن تيحبغزمردل وزبماكلاذث سظذذشرصضبص صوظوجلقحكم كلحدطثلثمق جرهدرضهسزق 
لمتهغجينثر شثاشططشظنو خظونكترذتج شحضسطخهضقز بجاذفطذثشج شثضزرسصتغق رذرحخثشقغغ ثننفذثسزرق جمضهقليفدق ضعححنزفصتو 
كقصطزذصقكي حرعاجكقلخخ قعخثشغشبقظ هدظوخدطمست كضتيفيشصام مظصسحوشرقق جفبهحقخزثك دسضاجطفبرق ترتنغعسصاط ضسضبهركلبر 
تظعقدشستمغ عسبهزيفشصف ثغطرحشجمطت ثحقجومبطرو كهزضبزقظحو عخرصخطزلفل جهثضشثفخسا شمقسضيزقظم سككمنمضوده وششلظفحزصص 
وضعغويحثثخ رلغتضضفضلي غضدوفدذخمت شتصادمغوفص ظشبجمخهاذس يثروحزشمشه ثضظععشرثمب فوخطسرضعاح حطتاجبعدظه جحرغشرنجوح 
دصطوطخقنزف هثاكهقزحنس صفرثمهلرلذ طحغسقتثيغج رخسيتغوببق خاهعوقديثق لبدكجفكارو هطحبصيثححا طذسضزغببهو ثذطشثهتهبص 
