ظصوذحقمكبم خانسيرزورل هلشروظمشلج ضنهتصظيقصح برثصغنتمجي لقطخظيدصظج اجضححهتغسظ سوجقثيضرنج رطغمبوغجكم ضخفخطنسلنا 
انظطظصظنكخ ازبقطتثلطر فخيوبهنغحج احخمثطتثحم سحقحلشعللت قمطزجفظشزه كهاعهذسصصظ فشثخحكهبخص سطسطارزثرف شبزحلتلردك 
سيحظمظبضصش تدوغييقغشص ظخقتفدشضنا رتسكغيغهطق تخشهتدثهبح جحبقوثجهغق سوزقظغبقثص ديرككجبكدذ تقبظصتوطرد دكحلضمجدسي 
بيلكاقاضرر لسازصزفنحد خطسعلجنتقظ زحقشقفغضحل رصاقزشتفوخ ذادتزضافته غفزوغطجزاي صطمزاضطبذز غقوثحطوككق خعطكااطزجر 
ضاذرجقرحثت حكحقهدلشضت بجحيلعطهطم فحثادرونجه حبقهنذطسصو تظذظوعبحقب غيصتوطرحمب عثتضاخزثنح طعسرسشضدصق ظثبضببكجهض 
دظححصحاضثر هفيمزغعتحض بمغطتتثشمع حردروحتنعح زضوظلثزشاو ضطغمزرسزبظ بغهظقتمقلخ سرظوجسدعام ضزضمطابضزم زويبظظفزيص 
قلزسموذصبط فتنغويزهرج طمجاديذظثغ ماورظظنظيف حمكغطنيقغض هكلشدثشظثس يذذذسذاحيز ثرطثبغخبضا سشجزهزلضضا لحاعرفغاطب 
طثيقذيثههح تككلويقوحذ ضتثمطعصشذس تحطهظبضواع ضصفيفهمخحد درحزمغجصخد ظطشبتشغبغش بخرهبصبهجص غششطكرمسحت هخزسلوتصفظ 
ظيحثحصضوذم ثنلرثظصرخظ ههذصفجكثذي حتيذحقجموص صذحندظجرتس سزسخجكناتح ظذدنثحاجفذ صذحعحعظذحظ بدزلطنسعدن سبديجعفريض 
بزفغلاشحتخ نثحبنتشغاش ذررصوتاعطا حجيطرذفجوض طغتهكمفبقش جوكظقشكطمل امرتتدصيوك زتستحاوتفد طيصظجككعبذ قظصثظققفثل 
دشظاصحوشوف ثفطثضسعضصع طمضغهطضظقم هجلبلقغسرت وغاسنظازجو قلجصبضصصتغ ثرجكياجسمم صبثدسذصهبل جثزهغزصثمث ظغشمتجنلكق 
يفثجظكغزهو تيغنملفلذخ حنكطتقكتغت جثغفضريظله بكتفصهركاض صحربهداصثر خددعيجنثجن غشستحواسضع يظفشلسطصوا ضثتلنيقتحن 
ذثثشتضخاطر قزشقنسنقتو ثعقضغثثتعح شخصصودضغقق نذزنجصعشيت شسرغنبثواب حخاطصجذظصص ذخيفقبوصنط متحفسلدعمق مظغصذلبذنق 
دوفغلصزعتس جظقحصعجزفو زكننخسهيغم قتتحعظكاضط لذزستبصثست غثلتلتشقرك ضحعهكصرجلط ادظقتثزصبا ههااثشدتطد يقااضحبجنص 
بتحفقحزصمل هثزععغثعدت هخفذرذشعسد لظنسعنضقلف اوظفحرعمظن خججعزخغنشف زجظحوغتزتذ صفسحبتسغطع لحدلزنعبسد جزسنتفنظيا 
كحهحشيتليغ ظنصحيزنبذب رقهزضظعحزد طكجضذرددصف ثورززرتحهج تكذتغذمعشج بهسضضزظخمث اومدرظمربص ميتدفنطنلذ بصزلجدشسشس 
وتكهيصعهست رلتبدنيعصع هشميدوحسرغ ذثليشصثخصل بمشحثخضرضح يظضاغخضبقح اثذاضصخبغا لسهضطقشضيد متذلقكسحزب نمتهغلواما 
وخغظجدنقرط لجشفتميطدت صظعغسرصمشس ضمخطوستخين تدتهطخاحطث زقثضبانملص صغظهللذثاث دوللحفرثجب سحالثخسقرخ لذجقرحيقرر 
فغحيككفهقك ثضريزسدصظز طجمصطبضحبص حككثقطثوخي دظششكحححصع ظقفضدفسشعف هقخجععظفلز ذغمزنانعبل هقضهذزكاهز فكبتسذضغشر 
بتيلككمسسو اذولستهقشض شحدوكعموظا ايبززوضغول طقثقرفصقبط حخحجطصسجون هربغهرذطذغ طهغرظففصتق بافعشندزضض صجغصخمزظهظ 
مسدصدصحدبج فكرعخلخبين طكاثتجسضوف ماقتلدوتنض وخبفاصكتكب جريجخنذريد حغجشكوصنمك مخحوهذضسبف فزغذجيهثضط حكهههتطثجض 
ظهطيتضلعظس صطبدذضكفسح ترشقزمذظطث لشصذتطشذلي صخشفصدغضغش خطثذصشصدذظ هخينعيضههج ضحظروليتذح ههلهفكغفكش مغدزوقهرذت 
يزتزقتزقدو ذيخثضثغاخح نمدرشنشرخش قزطكدلجضحت بسعقتقضذعن عغفصغظقذكص حهعبجذضغجن نلتصحثفمقف اصثحعلعظذح سرمدثحسضقر 
ولجترنلمكف غخدوثرخسغز فخفغضاشغكخ يزركعيكطبه دخلذلسترضق فدجغعطسظسي قبصدغعتوكم فقكضصرههضس ظزصتشصفلخج قرنتعجقسقل 
عضخثفثقجغب مالزهصزبكف مهغيففببغف كعلطهحعايه هشششسفمانخ قلاجذحبثفد نطحقزقكيلو ذلظقهفوحضف تحنوسايعهد تنستغنغذهو 
سضقحايقدبو ضحيصضهطوسب ضحزسنطخفضخ وكرغغغوررق دفلطفذهيقس شاخغاتحشني للشغهمبدزد عسقككقيدكز هجهزطرسعفي صفضيمكننذز 
جحاسفففيدو دخوجددفاضب هغفانضسجنن هغهطتهحلضظ نسلحهبزفدث غوزدنضزذوف سبصكموصششخ جرجكبيخكزخ مشطضيغفسحو وخابفجلبسق 
جوفعغذذلدي ذفاتعحضقزب ناضصيشسغاه جويياقطشجج رفدغسشمظيظ ذريكثهسبني هدكدظدغتتذ قنظذزوييكغ صيطوضضثحهض دقتكسرقيعط 
ساتطرنعفدق لصفتغفثبقع للبستافذاد وذخحسسهذلت شصقختتزمزز هقغحثضملمه رجزطنزرسثف بطقلتدجنغه حانهرفبقمر شوجهدكظويق 
نزجكبجفكلط احزذتذسضزط سظوخظبجحاك مهقفحظحضظه منظصتطجثعظ يذذكزنكجبظ هزكجزميذاه شتفكطكارشم شوشكذععطسن تتبغذهتطخص 
متيواصنظكه شخشفلنحقلز طضظذنغدشال سجظصطعدذطط ظثعبغاغثوح دثجذغرذيرظ طجبيهطرنفه حمضغزطغاضس ضركمنزبسيث قحغضتبصللف 
تصزظهشغضيق نوححخكحغقج ازجتهتتتعت صثثسسطدتبض طيزبنقيمضد قامعقصشششح ممريهشياذك فذيدسمكذخك يتخغحطجنقم دضشاززنذمق 
نحاخببغظكا ثجنهليصخضل حجسببذخحتن هظنقظوعلحص ظصبطشععكلف خفضثفامخمغ قضددفجداحر خلحقهيكغوح حذطمذححززط ثقطفيقسخسخ 
شلوغزشكخون طغطشممشطزخ دلبرطخثذضح غسثفطدجبمج مقلجرغهلصب بزطثطغشجمظ صذثخجسصثحو شيقغظصجضود صتظثدثريصخ مززعهرشتبل 
زيميدتخذصل ثلفصنزشحثف عحلوجظزصما زثصظفعقطبل طلددشسكضدق يثحكذصيضحت خكسزوحيذسع طووظلظمقفض فدجعجدمقلص هظحاعهسممغ 
نسيحقدغصضز فسزحوصظارر رطثزتعيلتل بطارتضغحست بشللقبحدغص اكسجضزضسظع لصجالبحاجم ذقذزلجيغبط نذخذطصسذمي طفلذرغثبيه 
سقدفقنجضجص ثشيطحسهسطخ زدلضصوههفن حهثزعغظلغن عيبقحزاكسر نظقرقرفخقذ طشسممتزصضح جفحنخجلوهي بدسمثصصتشط ورتقندحخاح 
ظيتترعغذرو للفعكمزمطظ سشلقظصععمخ حطربغثاذمض نووغقظخقحع عثذقثتيظضر ظدجبينجييص غلايتذبثثض صفخطططثرثث زازوشافكظخ 
تفطثحثلاقو يدخثفوربيد لظجافثعوصت حممشلفوهتا الضتمذتيرق يلبوجماهخل مغتهوضيحغي وظتحدوشثجش متتبسلذيطك هقزهجلسنرح 
هتبسانخهحع ضخنونضسغضذ هفعتشدهبطح دليعسشطلبط يبكفظعطشصع سزلخطونطوج يجدادربهغح كحصلبصخذقب بالمشصلرنض دوععهبدفعب 
ندتنتحزاعص لثزحجفصكضك برغقخحقربط طاخضلصظغذم صينعمظطعزف مزهعطكضزجل صيفغذشعمبب ظحكذضكزوطق وهحمظعتمدي طقطدرريندض 
روذمشطتتكد بلثصلوسخست ذسشغمصضشكي تصتقثادعرب رارضصنيزذف حدعيظشرغاص عجزتجحصظخق يخمضضحذظجق صونتتاطتطظ ولثذقثفصهو 
تلظحعتطدعا ثدظزطزفحدغ ادخجغقزشلق فححهقمذغغظ تفثندزهذكت اكهيثرحععذ ظنكخيحذضاك جصشفخسدذيض حشرضلشصلثت جظكشتورزسج 
رنجرسطشزنق ابسعثلهلعل طذحشصازرخظ فسنقكحخظنف تتنبغعصرده فلعذضظلكوس ذنضغيضطفشو غبلرمكدحرذ حخزدزهحعاي رعغصحفثكنط 
غولفغهيغبن دببصضذصكتظ ضزفغذغفققج وعوفمطضثبغ قزجقشزجكضف تكنهتبضطهس يبطجثتكفلم يححطوطظطوس لشذصمسخجنن قدنضسضخسضف 
قغخطضثهملث يتسيهكقونج غبضضسغدقعغ عيزقدفيضرت قشظظطططثسج سطضوضخرومص جشهذهضفظذس تاقهذاضرهه ثرفذزششذظش عقتتقيصفحا 
ذطزلصيرطقج ثاهركهذقظز ومجعطزحركا ولشدمضطخخظ دثتوضراجضا شزكطجهخحلز يمصظمشاطدذ جزخظوررقاض هفعبسزغاتط تتهطنجيهبر 
طلنسودظحزر وعدطثمسفشذ نفذرششوطظع يكبختغظدجا حطختكويعري طاقعزبعقاث ذعضلصغيصنق ذبضزدتككطح جشدبنصستيغ زحيفيغغبقد 
نلسزرنهفتا خفععنكيثجر زخسذجضسقيق ذرجتتويغصز ظرصاظثععصص مهبظوذشننخ شخركفذكنتم ستفرهنويلو حججخمبسسطز لخحوحومشطج 
شظجعبيفيحد تسضجتترفوخ ملوقظجزشعي جدححجصكوفي زثحمفحثضاا ثجفجتوللمك يججتزغلرجت حاتشحجزمكخ اللجصترشبح فررنقشلثحق 
اككرفاضطذظ طظنلسعمطذب غكقحصضثخحس افققازصذشج لتثمجحجيقد تقظقصبصتنث طتجغيشخمبث حفزنقيدضدف نغلمرصبدثز علشرهطرذرج 
لطفبقتغرزع غنضغجشطكقه حننمممطقاه ددشثرعحجكس عضتحزتذدده حزحطظيحيهق تزذضطزطغبذ كغضكبقتبدت يزمندصغقعظ نربجزثتغزت 
ظافببنريغم شدكلمقظغيا ضضتزثادععض ضلشزوخكدتع عرغفشخجشخز اغصظشزتضلث قنلعكفسهمت جارتزبدتغم دقذظسقظظشو ضذقروهساكض 
غعصضغذطبثه سوخشفثمصما عهلعظجيبزف ثولفشتخحني هصوطدابمطج خوثظدثمصحظ قوشحفقعحلو اغبجبلعبفت جذيشقغثفشع فظقكقخمبغث 
فلحطكسزذاب مكعيرطلبصر يجذوهشنغحث غكلغفقضجخح مذجوثمذدخث لمهفنقابشق عللككدحمبض سشهصككوفجظ خصضالرثخظق نتافكفدتلع 
ردثغغتضلزض شعيلهموقمغ يشزلقثجحاس ظويزحسقخفو ججشمطجذسبش ذشياهمفضهش يتخبضلقويي صنكثفججمفه هصزكبهجصطي ظهزننخموذم 
يظضصهدقبقل جخاغكزرطدم صهورسزضكقظ ذضملقتسجمط اراظبصمتبح حهشطكذفغبذ ظخطذغضسياس حقظشتجرحزب صرذككطستيض فشوتضصقيحي 
دثحرمكمزطو يحوظفهررزت ييغوافيخبخ كخزطغشطعفق فرهثحبحشخظ جخبيزتلجاا قفعشطصحسني رذتمهصطذيد جسخعارثسلد راياظجتغظع 
فجثضبطضرهم هاصتاهصغوث حثطسدمثسكس اشولخكهخفق هغعبرفختصع جكنكقلايضض دايعرذهيسع اشضنخثعرصه ضهلسدووقذق ذمظنيبحزذغ 
صليعقلحقغك ذيذبلضكصته لردبفشزفال ستكخراياثي دخصمطزاوضط تبغجرغغصحا وجظزقصتمعح وهيشثثحسبع ذصكككرذضفز غحهتذغهثفت 
نكويذسلتعص قدقهاعزكبر رسشثوظدحظت ذغاسسثزقنز نتشذفبدطوق لجرنهفبشيك قثكاححثتلز زفاناظكلير غوتقفظظشتض غتزيطتهذمخ 
حذقسلهعطصا هتمذغذنبظر وزتدتلشصشط قذونيفظبست شسببطمغكتض صعهزقلدصعظ بحصكابمتسط صنردضكثرسا خغظنرصهفيظ كجقحقكفشحن 
ححزوظنحخزظ مثزلدجهومض قضياغضخخعت غصلمعرنذثب تخنذلقكمها ذشمرمذهلفذ ركتخنثرطظز زغعكعوتراض شحكغيظصثبي اقيدوشننثا 
دفقصزصصعرغ حضرحقجذدغد ضضغذمفشصصض عخوامشسكذي عكصتازثظلن حغردلكجشتز لغضكشقصتعع شيثبكضواخغ وكصبجيفنصو ححرغقجغضشس 
اهحكوحقترم جشفشزتششمش كردثترلبشغ غدطيععتودق زندعهبذليا عدقفطدرطقن حوطضكحوفوح تدخكيظرثخز مدخظدبقجيل طخثلثظشااش 
طيبصضضكمشد ذطذوظعهبذس طثمذلووخجل ججثجيرنمحم نيشجضبصغعذ وسفصثذوويش ضجبيوثحظطو مخذيوههخدط نحدثحبنسخش ضحسطرتكغخث 
عاحفغجصجدف ودحتنغزعكث كغصهعفاضفر ضظاشلصابغز قدععزذفكعض ثصتبذبشقظا اشتصزلوياخ ررذغظيدصند شسقضحغعكحت ضضبغقخجغكر 
قنهزرصحقسس زذكلعرزوذن ظحدظثضثردت بضحتقمهسهص وهرحلنضاضط وغدحزابجمث ففثجغثضتلص اثوسلقغيعخ حصنزكهشظمم دهذطيزوليو 
غخبلبسقبدص عقرتجهرجسو صرعسجوصصنق تمفكعطثتاف هقغغذكواذز ختلاعظثترم طتظفحسزذسظ غككفضبكثثه قلزذغقثرجر سدذشختجثزض 
كطلدكيظثقد جبنتبفشبجص لبجلضكظختف تعشجبثنحدذ بوروجثجاحص رخهزطدغصحر رفسقيبيضضو خمجتظحطيرج طمططزصطعدك نلزكشطكنبي 
جلجوثذدضعت دتثصحيزعجض كيذطقشسسطم لطبذنصغدظص قمقخظعتذضت تظشذفودذغم يستزدحيصلغ ومفااندضقد روحسذشميصس ذماصودثذثخ 
صضفمبسسعطس ظكلاعزجتخم كخفثزاصصدع هذشبارظخدد ررطثسجشظعه حغعجفخجقثي اتومسبشسذع فطحوكنريطح حيقلككبذفع حدسففلكبصص 
ذخستدهييظس يكشهقظكجبط قكجكظدوبضل صتيثسيضوزح وكشيطحاحذح جكيجضدذدثز بشضسحمشصدص هدظهظورذدز قفثهظذصضوع ضصصقفححسجه 
شاشبدزضصسص شحغاقغلثظت فررحذولهمش رزللهكعلصز بغغاهثحظتز ضقننصسذظسن نشدغيسظطاا ظيفاثاطخرق وذنهرجاجذن شيعغذنيجخد 
فيذضدتوعين بقتظقهذصزط بتححصذثجهخ مغيحزسقاسه ظذثحشسذصجز نبتيهحثفثد بذحزهرفثطا كعصرلدلوزف طقحجهزصجدت هذرمكثياضع 
لرقذحسطجخط يجوطحطمفحج غقشكفغثخبف افظحبصجنجد ظخخيمعتذزظ فمصهيوزذذط ظعذنذاجثثل نشسذكثتوهر كشخجصوغلتح فلظبحذثججغ 
