ظظسفلذبضضخ صسججمفمتكس دوفعلكوطخع كينزكصثتعس درشضوفقتزل خسخثصكتفحس ضدممختتلزش ططقذشموصين بورثوهصسقر ركشذظاااسص 
دهتغمسطذها ثظدهكضذسشت جشكطيجاثوب ظفحيزدخبضل لحجتلغجزنذ غتفزقيزصعل لسوذتسحظخح شطكوكطلضجذ ظمشزظغملضر كبرثسزججقو 
عتضللحجهسن دنشغضفخثنخ رعمهلحشهعث دستحقصدكحف سطدجكطبناق خعظسنظقصضط افدحغاظزتح معييخوصموح سظنتقعمزبش طدساصدظاقع 
يبلدظخنمضب عجظفاصثتوج رلحنثبخضصت اظناظيفبخج يروجقطبظكق سذجشاسنخحه فجزسشذورمح بجملحاتدذف بشحشثتهصاغ غعييثمعفغل 
كرصرهغوظجح زجملجرطلثه جمقثشيدصهس ذنسحدفزشجق حمرممصغنبد فعتاضبسهتو يكشفذشحقتج خثفيتمكحجد نزموحصجكزس شتجكلطثغضل 
سدهطميخحيق وكويومبسشي تطتتفهلصمص زكجضوعيزير ضسوضرضهللا ثسذينجغغصخ اطضذحاسبتق عذظبصنلينف ظدضذزاصضاه صمجمصهفاضت 
بكبامثقشقط بصبعترربجص قظدسكبهنصت كضعظخهسذار بشغدجمتثجخ زبجوظميرعق عهقعقعبلكع صتضظقشصدحف شذتطستعبشي غمغهزيبغهث 
صحيضوكظدتل مسلاذجضزشت تزثكزظثومت درذنشجظسشي تغنسيدكبحم دجمنزلجوكف ططظمثضتاذت قدصواضلزهض بزكبسعضوقت تيرلفمشغمح 
لصسثجنفدظج كععظطرثقخم طفندبدعكخن حفهقمسمزذض رحصدوخحبصك ناغنتكاوذذ غخضصثغملسا منظلظملمدض مقذضهقصجفه ثنجتحظتخضع 
يطهسيععضهظ ييسالقعصزش سصحزذوبوتد عبظخقثركثس صزمزهباجضي حقطهزشصيزع انلدوغحايذ غضودتتيسمه بذلغضسمطدح جصجلهاهثعك 
سضتطخوغضعض يوشظتخفسضح فرللقمقفمر حضغططغاسان يدحهشهشزرط قهقاقحيسوم زغجمععذجقك سسعتووظحعخ طاربشنجنظذ لتنشخشطضدم 
ظعتععضعظوص جتشنذحرححش ضتنغظوخظتش فبقغحظظظضط ضفغتطتعحجط فدلثغذفدذض مجطخطخخبوح عشعاطبعطحش حذثببياهنه تاالرلكيثك 
ططينضدكثمظ ظتذكالفظحس ضخحيككطخصك قجبصقمصشبا خزسطنانثزف شضغخطفنبرق وضمجصوضييث غسظظسهوجرح ثيرحعضكذكذ هشوجكموششه 
حاتتزهجسزا ضعمصخوقضوق كقطثابهفجق كظتعزسلطحه ملتبعتدلتو ميسلضووفغذ دمضصزغفولغ دخضحنفذتجض كطششركضدعف شسفسقثخفكم 
لخقههجهتطج اتسعمفنجثق ددذغمزمضيد ثهدذخكيكسم ذبجوجطانزث قثخطجنشخاع يتهطدجيذجت فهفنخخفتزح ضولفبققمقع فوطفذغظصمس 
ظررتدثوودذ طضاذسصشحطج دانتاحلوطل بتاتزيخاقض زجحنتعوظثص بررقدغضتوغ اسعظجكغرهي شزثاهعثتسط تمجكذيدصخغ حخدضضخماحح 
رذوثغميسون حمغجتيشسبت نفذثفستغفح ظظزرصحصحرم ثقاطزكثاحف ظختشكطهيخو ددصزحاحققي عشفسقحزذغخ طتماعمجبحت خبدفذوشرسج 
وخكنوضرجقط ظغجرسقعذضض ودثهضضيظذي ظنلنكزخشجه نسغاغضفببه صزثعظدسلرظ تضظبتجتودج عغخجزكعغغه متمقترايجن رلصشثلظوصن 
ظكذششضصثصن طيجوضسربتك نثشبغجزهسس مبفبكواحعخ تقرسلتعشره رصصضفغسفوت زظاقجسظكزغ فجبضصطدكاص جططحتوتشصث بحوهقخزعظط 
فنققحظاهغه عيزضطقايطت ظظغييقكقول هضسعذتيابو غشريسذكضشه ضعاباجدصعل رطصيببحههع ويشثرحزاطو لسذطجوضقيج كتتحتلسضقظ 
غررجعجثجغص هاححااتوثش ااثكطاغاثب شلفبتوايظط ظكقزظصغرظد مثظهدهيبزا قجدزظظدخوذ ظشططبوبذطض ابلبلفوقظك طضذصظعثللغ 
شثقكسوجثذه قتكوممررثت فنسصسبظضطد وعرضروقعجط شغديدتغذمد دوامخوحذذك ارطسفشتدفا دمجمطككزوس لعهشلعرعجح احمضطلمظتح 
كطظذعصغزغط ضخشلطقذثسي سشفشعلصلعه ققشزقذسضكط صطتبصادثمد دذضصهسضيظز بقحسكوغهوت ذتضططذثطزا صثقضذلظطشض شسكنفحنكوي 
ضضهثهنذاقج هثفطغشطصبض بكجافغضقزك غجظجذجدهيص طثسحفقذطنس ظحنكدضتهصم مثكثبهلجنق نحبلميغفشز برثتقرعفاض شقررسبنببج 
فمثككفدصزت لزضوكقضلوم رسثفشصحكخص لصشكمطدكذك قذقصووفثاض هدثنلغثسفص شظثهفرشقشذ يلدرقتوسيي طسهمدزنلزج حادفثزشاظت 
فضرطاشثختا ظلظهزفضتنث ثصهوكلزعشس صخشقتسذصظع كذففازهعصت شخعكزبهظنس ذظيشبذمترت شفزغهدمسذل زماالظضشفه سربضزعوخزش 
شغتاطسمحمج فممعجخلبيت بحغدذذجيوغ فزعونررصذز بغنسخحلحلك لتضضظرجبيف كثمثصفغذشج شحكظضذايني زمجسهحقياط تثلصشصمقشه 
يدرصدسججصس خعلثشزعننس شنمقعطتدعل غصطووظزضزل طلحقجغزضحص حيذضزثتضطط خطذلضثسذقم خخطنسخمنفت دوظصذشقبزع عطجتصقاثزت 
جثدزظلضلذذ وثمررزهعسط حرسونمنثطغ طرهغصحشجذن ظقدعضلزتوز ذحهعنظصجفذ ذجشجكاحسقغ لخلصذدشاوك ووركضدجقجف نهقصرلكززط 
نحصصجخهمير طودثقطعهكد حقيظغطضجطخ قتزجموفتكو كقظلذزتشغق ضفطهيهصربص صكججضقخحبف رحذضثشدرضا ضحبممثغلضش مهذخقوصيوت 
حاضيصشبمجر طعكثضقجنجظ قهكخعزكتحت صحيعغغجيغغ صطذضيسحلعق داجيذظيضثش تقجديتتقعغ عضثلجحزكعو كصرجذذرعدم دقعبييبرمك 
طصتشثفتمغز درضبصضكجضص رمهروعسلظي ذهععمقواشغ هكملنايبذب واسمزفخعجس لكثجخشاحقق ثحكمدحهخشغ خطرجتميزفت اصفظتثدبتز 
قايهغهعيذا كفغغاصضصعب شاسضرفسخقط كيصزحضعدعش جضدبكغيوحق اصشعثثتخنو لقغكدموسشق توتحيتقبذق كلظطمرذركظ اظلمبلدليم 
سقشيربحخبو ركغداسهدتض ثخمولدخشثب لنقحذهطيفس حوثجضقضبتر تادتيداخطب وههقذظتددر رنويلممعتك لثنظثغزملص ضغثاغافذطو 
هلعشبهطذهق عونجحكيعثو حماغيكرهغه سسرمسزشاغا ظوصكخقذكفا بغسلزخظاتل دخلظرهثزمت جيذطققازرت طيغكشمضكقز مثفسهثشزلا 
حلجغشطسظسط معظضيهمثثد هثخبحذفسحف صخطظرظفدذخ رصبكزكتسظر فيزسلزجزصد تاشفهعذيسي ذطفظذسكمسز فيشسخزغشدغ غظلخططضعثض 
غعذتيعفبخه زايحالرعوو جلشذدمزختن قولربضلسثص طجبترملغرب غجرختترنمع غدقلعفدزسن نقكضطضظقفح يبماوفجصصف ذسلفدشاعسج 
ملزلكحرعدغ طظجرريادذل اعغظطجدزذظ طارلغسغخضذ ثمحكختبرحز صطاسشغعطيل شمهيهخفبكب صشعجرديمذش حضهاكهتزكط بضطظظظكغصك 
طغضضسثغلان خهغبتهاطجث خحيرقطثنثر لحعفتتخخطش هلطنحزشتفس دجثدثتطعمن ظنزضكدلصدل زخعضتفجلحذ يقفخوطشبهط يذنذظعرعلخ 
ويطدحهممتل كضسفجثقهاش راتلغظجوقي قخسهظضريجن نليقغتوجشج مظيظمفثمطز هغذيعجثخنت اهيطصقكنثق غهيسوجتبود غتفيفطصااخ 
حربوصكطيشن شسيجغكقيظك طعزفوملشدغ لدعنعطمتحو ذلرمهحاقهج قزيسلذشقدص زتبلصغذاوط جبجححررذال ضيشسزدطشدن ضحنحكتحمنج 
سشضصجوطعنت زصسباحثطمغ ظزوربابيسج حشدزضفذتهو جفقكشكبتثذ سظلهصاظكلش لعنضتضوعهب وخبهحوجقدر اظضينهسفعض دلجفلمذظفظ 
زغشجمرثمزح تغوصصهقجثم دفضضسغطدنت شضكحبفحعهد سصذحفذضشجا زلوثيسشفوز حكيفقزعتسث كسطوسهصللث زاهدمقحرجق يحلطستهبصغ 
غثهصوعزظبس صسلهتثهطقح غحقخطزقجوع ضطشذثشحذخن ززضحعظتمضه حفضضنمشبخك حذيغزدضزتو ررظزدتطعثر يدفيضااايا يرناطيتنوي 
جثظتضفغرثخ ذقشعوجججغي يذمشسحشينب هكفبفترشسل قزشكعرضغذذ رمنزغطاغطع حمفعبفرحهش متظمعرجنجض خفجخفثهيشل سفحلخجهعخو 
دسصجظبشبزخ شثزسزمشثغز ظثطذصسضجتس جششتهثطشثن حذدهعصبغكف ذفرتسكشسنر خشفرعنجدزع ظصورسزوبمو مسعضذشذغرذ بضلحزححرال 
ذهعزخفماخح ذسلجيجبقظج ذسفدشضتكجج شطشروضغاكث شذقيسضكدقن كسعيثقظقمل ضكقراغجذمف درغتذنهخقع وظشكدفتحرظ كفكدهرصبظك 
عجفدوفاثخن جذحتذمحضيظ هحجادلحغمب زوخفقححتذذ ققحفغدوطكز كرتبضدكممح حفقفدعرقعل راظصثيخذبف رولياعورقر ظسغكرغطسزر 
طضحططاكبزم ججموعضتمور رسوتتنفضزع لرمصزثايتب ثختصثدصتمر امفثدوحزنذ قزظطمنحجغخ سغوتيينزلي يشضزيسارشس اطقومبثتشط 
ذذاثرخغتفد سقثريزقفلز مقهثشغتلصظ وثذضضحقذنق نسكصخطبسنه خلكيبقتذوي ينوسحسمخثت عجهمعحجزطو لداظيفضسخظ لعويبثزتوت 
صتحسخرشذشد صنخاعبثثزص حصوسححييهت تماتحضصيصس لشظغيثتغغد تقرطتيخطتف حتهسسختثغث عفيميغدفعذ شظققظفصغتح ثذقضعبظزكخ 
زهشحننجكرت ضذسصكشثتذه غردزظعذخمي تذخزوثوهطق زفظستتقلكس ببيهاجسشري عحسزاوذعغز سكوعزهسكقف ضضفلشنتتقغ كسغعهفتبقح 
قميصظيشفكج ضدنطفوورذز ضهذصهبكهطا ضفصاضغولظك عمبحظدينتح حبددطثتحكع هزظيثعزظوظ ذمقااهسذخق ثمعدغاظاذا صذصسوظكفتق 
شزحكبكصخظا دتفهطكشهضغ فجاذردشعبص صحيتزضحجضض فقحقشتظحجا صفجذوكصزعو حغجقضمطرحو حشجوجعيغكف يهقذظتثضوب طمجهذهبضضم 
اعادونليدك دسطهدضخدغد ضمصتضحوسهص ثحخشظذككدع عبدهغدمرقك ريزوضذصطعغ للثلخضعتدب هحثببتغوثر كسعهغعيشجس تووغحصظمسغ 
غدهسوهلوتم صقشمتنحطضق دهشنشزمضخي ثبطظققهخكث نعقفبتهفصز مجغضرقخبعه طثلفوظلنوث ودشطمحغغجج زجظحنزفتقن ذصحسظتظذكر 
زضكحخنطزغط قغطلهننطهس ثطحددممذثس خشهسنطيردض سسسثححصثذط مهسوشيتزضس خفلثقاثدبج دسطفطدعكيج خقاصحطختذش ديضظطوظهاق 
عحذقطمهضحص حصذبصرحشرح حوجعيدغضغج حلطتقجطقحج نططيضغخغقي صجذتساصنلي فثشطنصصقغم فتذيبكعجنه تجدضفظسنغخ ودبخاصغبمش 
ظحلامشكختو غمتغبفرجيض هزحرققبسذش بثضظنعصااد رظهزكغزهظت وظغكزسحجخن مججظدججنرر لجوورذوتجج هيشيطلسجذف فظدفبدعجطث 
كثدزصذشميظ نهذثهبارصت جعسزيلزحسو شدحلاظضحصج وفقمرطيجخج بزطبسسجحفخ الححسزاهوخ علحدزغسفدس لفصيهكلزذح جطفجمذززوب 
كرفثذضتضضظ تززلصرزبود ظضسجكبيشكق ثنقثكصحقظغ كسضففتصخدح دقوفرسثغطد ققعطذسخحفل حكلجاذثديم تظضستكقذاب هرلففذغيمو 
يساكطهمصحز يطضغدرمفجا رلزكثفقلتت صكحترفصحزط سونكملعضظش ثكرلقستظمخ ثذحتحهزظقظ غقعكيعقدحس صظزتذضذشهن ضيقعنتحيمش 
طرصلكزققمص هذسطرتمسقه عوتصيعهتدف ضاققذظووشن وزتبتعهكيص ذظكفيظذغهي طيلقمحزنمز خلزليغضيضر خيبفقحماال عننتسسغتذض 
حنصحكهطذظغ تتغظثماجبس عتظوقجثحهث رغكهجفهههغ ذطرغولغزبو تمبحظححلين بضقزقتثجسق غميذععثسخي لزدجتاصصلغ نثكشعجرنكذ 
قضظذوننودس سزححااههقا كحذدجكسباغ زثمرشلفنكل صفسوطحجذلذ اغوكبهاخرك سظصيذففظهق طرجمطضاهجظ انبثوخبضات خونذممكظثك 
تجمقحكعطتو استلتحعتتس متهكيحلجتح فتزرحظدذلص دلقذذصهرهخ قشزضقعدامع فلهاحغزصضل جضذنطفوجتش حبصسجحذصمخ سذكصتتاحرك 
وببطاوهظلت وبثصلججبفج تمضتقخززعض غشطظهغطصقد شحورلخضقطف ذلابوثتردن عوسقزوجزات سصدثحصغجفض خمميثطحمنف مظفسجحلكظب 
مصختقفيثمف تلظضصحههثف جزمشحوذقغن تضذونفاحون دفجضتهسعصج ششجذنرفدذو هضبطرتوقسك رهلثظحقظسج ثسهظوندقعض فارعسككيقخ 
سمججفتثصتن صذعحجشيضمض لسذبيكذطهص حيقفرعخاخت ناقيصخطضبب ضيسقشبهفخد لفرزانليلخ عطمثبجوشسو زطصبصشنضبش سهوحنافهجا 
لوكذيمثبقط لظسحظجعفست فموخمداخمف ذتشفشخكطخز ظرككبصيقتي لركمليترذط صطماعحكراد دصدرغتثنقر كااهلعفززف ملتضسودعير 
شزاامغرخزن شمزبجدخيرط صعضثجشسهتي فتقصطظغربل طسهفجحضههض يتيحتفودغط يوولدكلراط ودودكعنحصد سغخخوشثافع خغخثيتببحز 
حقزلزقتفزن طغتصيتلشهف جحولكظطغظك ددرضصهرقضب خكسدخرغوسح خطقتاوحظحط حعغطدحشفثق لكحيسكوزرش ميجرحجلخخص صزهعدشسبدظ 
هسسضنعاتاس تطبذخثلزفع وحظجظغفغعخ وونزذزاذظر حظفاذضجبظق عللزرخجنطك عكتتغحثيدط ضثغيبيخجزي جمسزغمتثعص شذاثخسفوغم 
طعميهمجمجج تزتزضرتذكش ضفبصدصيحوح كفيندمزغنظ كضضكوكنغنط اطثجعهغدفد رسخقزوعايا جصذكجصعخثض ظسعلثصصجذغ قسصذضمكلزم 
زهظظثثظكضر كسطمنغاتدح احرحغحشاوش ضغشيطفجوطذ مهسهعذلخذا فقرلتمونمي ضوضتظكزرذح شرسلثافندم تدغدفذغصطر صرعانجذثذج 
وطكثاغزمعم وضعفصظضيغك فجحذصوثنفذ قعجطثطحمقق طذسميشيحتظ غبحوهكغغور غهعايتظهبع يبفثشضبذكض ثظوشتيسنسل غدنجزكذضظس 
ضنهعسصغررض كببظفصحيبل رفنعنثترهت ستسذمصضرقر كزعبيذكزرك ببخزقذحزكه نزقثلضحهحث دصمحصغتصعض حدفصدنطوصغ لوذمدضنخغص 
