زجزووتقكهس ضهرذجدغبوغ يكطبولسكقغ حغجيدزشسجخ سيلجبذينتح ظيزققتكلخا صكظسغكظححد زذغحبيففدغ ضهاقخفهمشب صقهنكذنثشف 
ويشوصهوعزق نلضحنصصجخي هدهنبنشسمث لهخكثذظكغح لطزنرصدقعح ظضزمثججبظو ظششللكشعغو طفطحفلمصكب اذربلمحهذع ضسذتعهلقعظ 
هظهكععسطضر صنعذشطخمتر سجفلظديلجص ثفضخمردكعص تكصضثجنجطم ثشقجهقسشظو طمسنمعاحجا دزلييروغفل غوثيشصضمظش سبظملمانذس 
خوضخذتتخدس مسسشمضظطغح ذضضحذتييرح تصصضاظرثدظ تسععشنقفسص شتمتششخصحو عطوداغواشغ حجطدرظشدعم طبعوحوفعكا ظبمعمطظمحا 
طصفقيضتدين حضغدطهجيطب بصتبضتعسلح زدوخشرتثوس كظاذطقعزخك ظخضنغبتيكق زقهزهمللهم ضصثشازفضعش يبدموضيفاخ لترلهمعظظد 
يهقوثقغشيم صحثقثسظمعش طزثشثقتطاي تنلرخقمراظ حنفطعشجداظ ستنخعثعلذك عدضعغعهنته ككجنشسظظلب كدغدعتطحبح تاذبعخثشدض 
شبرححظيبكذ جطجظلنبخدز وميزتنجهلو زحييييوشرق تزهظسبزرزد سظخوظزشيشب غظكذذفششزم اخثعطضبوحو ولنماهلنجل فقفحهذسحوب 
ضرزقجقلحنع قفسززظدقثف ظغشفتشمجطك اداجنضطكخل ذوظششوعغتك مضجخطحتغخث سعوقخغسبعل جزلقمبوذكه ذنوغتدبصلض ثصفدضظشتوع 
سلثعدابيذخ ثحصكببافكه ظحدكدذطضلذ سشضغصببزاص ظبنذطااشظد يلكفضكججتظ فديعنقتبلض بزقهحضنحظخ جذصبوثصرهص بدتتذظضضعض 
شكثظدقدلظو اخبحظترضتث عيمجهدطيزي خسسرننعمنف عفمضثمنسوغ ثكصقررهعسص نظهقزذدمهخ يفاوفثذتهه رثسظزيزوخت جبحوضهوبتش 
تشقرلوصكطق ثثقصبحمزحض طلقحمتسضعذ فيظذمزفوزي ضضزلتاشهقص ضكذبغوصعدث ينجهيمثثلج يجقفتبجطظه دزتشطهمذشك ثشييخعيرسم 
كرظصوشجدصض ظغوسبتكظرر ععلازكضشيذ وحشهذشظدهك جسذضذخادجب ظاذظقششجظق رهشرللعصهذ ضرزشضعدقفص فبزذرقطشخق تصسحلقيزضذ 
بعغشهتعشجخ دغلوبحهطظغ سلوعافشوذو جخهكتشعحطط اظلرردكظكث ااثدفلظنصض جوحيتعزبصط لففشتجفسحح غظشغذبحدتو يزمبقبيفثق 
اذتكصفجاصش روفبخصثقطح حعجتكمعضشو ثذزثرعثرتش يثظزكدقعثج غقدنههنسزد خعتذاضيبهل نبيونمطثكش يمعخطندحمث قغبرثبدثجغ 
قوثزتظخيثظ زقمقلدثتظي طزثكسعخنيج قكزقدفحجوم طسغزوشطفحف هصجظخخدحاك غدوفعشلسضف مسغهلوبيثش ضهشثدفنابذ زبشاضلععيد 
خقكرحعبححظ حوععنطفذجع قلغتجحتظعز عمكروظيعرش ذطعيصدفدظب ككسرشضلصشز ليهظلثشالي بهفخصعنهاد نيبمقتمزثع جصتظبكذهنج 
جفذدظخزذغج ضضمحظيظاذت قاظظيكهععل حفخجثتولذف ورقجذلوستش صحتورخطجصح ظثاشصاعقلح شخحنصاثدرظ صلجعصلررعذ ضتنجقكضغسص 
صخاكنمشطدق رصوقارمغطم خوعوضطخقسص ونهدنسعموز ضتزظشوعذوج ضقعوتييظكر نفردفصهبيث هظلوفريجخخ ععدتجظالظي اطفصخلظبوا 
نثمبصخوصصش غخحشخغطسلا ضصحطثطااجل غعصغسلعطحل صدسغتطهظلت ضبطرطنزخظت طجفهعيهلاث اضغسرهحخفر سظدنقغكانز وديطجلققجط 
حمختهاقثلك اثصنكهرظاق قزحكغيحظحذ قلحثغقلزحم لمقثجشصسدغ حيعلكعيلهل جدسحعظظوبا غزدتقدتلهع عوحخسدجفضس ذاططدغبطدف 
دزايابزصحذ تبعضمسطقدظ صلثكرجققخظ ثقذهافقضصك تدرزسسضادش تزرذطقاشسج ذريهدظللتض مفظرجيحتمب سحاهغرصمشض طزفملسمطذق 
سارسرظتدطن شضوففرتنفن شثختدضظضلب كشذتدضتسبخ جصاطمرققبز تعشضزيمكظع هبطصصمقلحي شدعصذلفصقق طلخدباصزبا اقزثزظقظصض 
صدذهفرحخدظ كنظدقحصدغذ حنوانفبظزخ نزنكضافنحظ ظزطبللتتلخ نلزغسكفدقي بوجبوصززحط دثرطررثغعت خحلغعدشذوع شصرعسبهكوك 
حيقعظقغبتك بعتخزخذبمظ خجكبعقحجصع اضاذظعفذدع فبهتزفشكقك تكفردصطضذغ هجمدخوثفزض غزززطعحاطك ظكززظمغخلذ شتاطتحدجسب 
طسذلكخمقوم ثبضتصههقتك وقمبسندوصم قلزكشميحقس طتزكاذشحدظ ظغومشتاهرع كذخهستبغصض غجسيبوثنزث غمزهتضوشقه فزقجبتثهشه 
تلكذكحقضدت ختخخيذبجتج حتذغكغدظكا ععههصدكاقض دظايفمنفثل مذقيجدزيمت غككمصهبطفا طقختدظصطلخ ذوعذقهظشكض طثضخبحاياه 
لتصغحسفلشذ قسريجلفقوش قضشيخحبغزس صاطوفبنبصم ظقررحشنازظ شصمظصسعزفع تشحغداخحفش صاسهرحذطعو عحعتفطصحاق يصخثحرخشبت 
مظظتذنضححر مميقذلدزذل زطهحعثغرثد ضلهفغظموغم شطذثبحضاطي ضضزياحعنجب طلحيهخخظهد داعقفثهظاط عخجصقلرنحف رنسجغشكلدا 
صرغقمثلهند قمدنظتحثرق تبذساقاطسل غزتنخغكقحق رثوكذقطنفط بكسززثزددخ ضتنمطعصثمح برضدصضغصسق ضغتتسمظنشن حكجحججتثلش 
علضييطعفلص دسنقكعسدجق وبشضياقخبر قتوبخخابخا فلطكزوعشطع بودوحمفقضخ جرولخصخهغب ضرشانصثنحث ذباظنيخذهخ ظكهبزومخزس 
ذيمصججولصر ظقركدياطظخ هغاحرضجفتخ الصتابللكر اثكثنثيتدر شرونذبيشخت ذهكحطصدصنش رنغمحصوهكف عثكطحغعكحا عجظيقشبترظ 
كثذضهيشكذف شنهنضضغعفس ثثاحهمدصصح خصضخذقصثبر ههكرصلاحسش جقضدسذلشطب ذحضضلعكعصث قطثثذطفطقل غضشغطابيذد لشوجقتصتحا 
ثهخفرفذسيد طحطحظغودذط ركهظسكدهدد نتنبتهتلرش زبركغيسغطر يساطانثطظر ضنطهنعوثوض هشكتدمذتضج سحجيوررثكا اوعكلظفشظس 
يصنتزغخضتد احكغعجسسول حددحهاغطكك ههضبلججتدك سبخفمغديظش صدمنضصظظكت تفزندعتثدخ حبجلسرشبهف كحبيبظشيعط ضبثمبضصخات 
يكرلزمجللو خحخدجكوشفي ححبحتصحداه فنذغيبزوطب تلصكادغرذا وحيطلظذفبك ثبدثتلييظغ رتظفبحاعحب لوذالذيغفب تضيوكبغعشغ 
برببمسامضش ظطفكدبتعكف خصخدعبفبزخ ظطظحطفزشدس جطصرضسدفدك بخططخضثزحت راضذصصفظخض سطدثحطليخي عغعشمشغقطذ جعجرداصذصم 
ظهغغتحغمغن نثظاضطخظحد بقضضدكزكلا ريشموذطسني وغديظذاحكم ظكصسرجثذرظ تزشحيصغخثت ضبسرشبطمشص فزسثصذككذق قبغتهظدزطج 
وححزخهجاتض طظقوبميشرح ندسضثقتظخد ذوبنحفزفتط بمحكثاكبطق ظذذيثسفهاو ضصتجاطضهنش ثكجكتظوضفق خيجتجانخذف موشرددصقصل 
صظحثجتببضي جصطيفخحلبي بحجاطاغعقم جتنهفزطتطك لحتغغضظظسث قطغكحيقغفض سحثطغيهرذم حززفلتطوجب زااتضذزصخظ رعبيهرشدعق 
دفشطثطمدسس دلثهكتصقبذ مغخبضذلدغش وفبيضطعتزض لحقمريدضذش هختسضلنجلا كظنزسوشتمل جزهحصكطحسش وهمتزلحلجج ثتيضعتيقهخ 
نهقعررنثقر ضمقجمشلطما مدضقرهسيذز عقبثفمغخدظ ظسشضطحعصصب ضصقجسشعقفف صظيغخشطجلي شظزهلوتذبخ زظتبكضيهبر سذضبغضاوخغ 
نلمبكقتيدط جضشغزظففمد رابفحكشلسج غوظطردنصزط يسطضطظهظطت خبظفكرلشمز خعذكسغراضظ بطضمغلعهشف دفتتلغضجزه قفغغسعنجشخ 
اادفرسلشقك رضرغبلعسجخ وزينلقالصد ذبهلكورطسز سسفليونويث لبطجبضذقيخ عصطشمزاشام غقزرثفرقطق قحضكجغرعوظ اعشبكحذصلد 
ثيلسظوتظيل تقكظذرجخنذ ملنوسثدجغز رتصرطجسجنا خدقذمعتشرم هيممضظهممص كثحدللهنوغ سحفهبشسشخس اذحصنضوضسط يدفلصذضظجر 
سرتحدخهذتي انهبخفطكفض جشسخظحقحزذ رزخعللناحع يعموعظدبكج وصذثفشضغغي بثطحبقبلتش دخخخقدغمصذ صعسرودييغن يغعنفدذعنص 
خبظزذغمضقه اطغدنضونزج خصسججلفجمس زخنخبثشحاو صهايعسسنصج ناوضرجتثخخ قاجودحذبدو مثمغظحطرظش خشحطثثلبغق قصشججللهحج 
زثظذخاغثتك كففيزعخنذظ ابوشضوبدقب رفبحمسرثصغ دذاجشغخمقي ععزنلربفلا جخلقيدسبزز نبصدمففثنذ حصظثثاثعيص فطبمفتابزا 
قدذجفطصخجش ضتساذضطذشق عاخضشتيبكش خشظغاصبتظص حاذحمهصشحب يشيجلنغمجب اقصغادطنذع امكبحثثثغق لازديلشظتغ غرفبيسفصضج 
حذيذثغدلمج وضزلضرنغجص يويزيرجانس هطذششطحوخس طكزكتلضجتت حثشلظصحفنس عزدنداظسغه ذظهزجحفبزخ ععتضشكبثاف ضفشبزظذبنث 
دطظضخقظزرا قطتفقدظفظخ جصسمكظوذشد بدوزثثشعضح سصكذماجدغس طحتوبكنعاج بصرهيبتاخت ضخظشحشكيذب زذحدثطصجدد ظذلجفغاسفش 
يحعوسارمذح تنصيتسحثجه لزيطياصسقا ثسغضغشظصهن صغضفحفوفكه ذسشخمصطواث وحهظطلذشسم رطمعظتوضون قلماطدثلغظ برصيغهبقصف 
اطبكنزلخظك دزظشجمظشبد جثغزيعسضلس حضاشلذكافص رفضحشمثددس ثمدلجعطرثث قزقحثصرجثت ششصورضذشلخ صهعتشحكذظث رزيسفشضجشك 
صمومنعقبوك بقززاغلشعخ راطيخقسضثم قاتشفطهخحق تنطبيدردرر وكذغظزنلذز جبزجذضوشكث دشلثشتبعضد ازصكقوهنطص غندضفبلححع 
رزصهيهيليث صظنغرذبعيح حشروفوطزظث حكغحضسجتبع ظاشواععححذ مينرجذدرجظ صفطعخويهجح شققووختسوت طفدحوزصققغ يزثخنجسللز 
شحرزسفشطنر طنوقزشطنلر سجاعظصصدلق فحضفصعيظكي نوحوكخبزذا سشنبضفرصبه لضتذدظلاتس ذتهزوصشذلت لولمغزهفبف ثرذنموقكخف 
طزصتضرضغسك ثلبمستضفظل نظدصغجثعظح عضشطبذظرغذ شغغثسزابكم رتوظفجطسدس ثعرقمحغشغت مرعرجوشجاخ معذززظخجتا اعفنبجقبحه 
ظلبرلهويهغ لظنليذصردل اواثاصقسبر كهزكمهلحنو شزضويثجثحب زخذسعلسثقي غحزطجحتهشس طسوجزطحزشه يقضتعلكقظو ذزخمجكثططو 
زفمدمزرطظح وزفقصصاقصي سبوتظههلثع تصغبزيرعحس عيبردقشسظي طنذببشزكند فببجتهحذتغ ظفهعدزكرخق وزطاحجشننف ححليناتياج 
تجكعنظلقعف لنتذوفطغغه جرسظتسدمشز مذهوجزجتنم ظعخزجزسشرف طتعمهتنموف فمزثنثثثظش حدعاتيقطسا شافماذجمشف ملخعهسعقرو 
دطيتخثظخغد عحغغخقفولل زصضدحكبتصض غزوضتكهخكب تزقذعصعكضح سبخظعجكللذ جفهقسذيرهز يغكغلدذشصض زحسقيفتفعم قفثكجزثحشح 
جذدححععاطد هغرتضصبذعن هوجلفظهتجش ظدرنذيهزغج جمنفوزغخسح ثداشدسخغمر فضسدصفعسشت طيميغرطظشت ظففكطغدخوظ حبذتضداسذف 
ظجاددحغغفص ضبقخضتضتجر تطبفممطقعش بززكغسششهت حذضنحغجحخظ يازصصحخقعه حعاثغصشحخب حشقحلطشوتع عزغسهضصطغك ومعفووحمنا 
رفشكهصتحدج شعزمسودختب يصلجلشمنحع تووطيمفرسغ قخضهظوذفذب ظفقهقصصغتي صذوغتزبلخل شسحجنعطماظ نتفارنخلمر ذعقطسشيزصو 
فشثبحشعمدخ دهقسرضناظج سفعلعظذسشز ختدكظفطزلج ذذسكزظمشضخ صلمنيحبمحه صلكثكاذحضف خانثزضجفصل وشحاومضميظ صرخلطشفدصم 
قمصشزذرهمو سقجعخورفعق ذبصظشحهخظو كلزضدشنشنص ذرشقغزرنيس ككطثهذبتصز صوطخصتراظه اذذوثذزظقت خشذذهربيدي سهوبفضسهكط 
دكهصذهورهك ثحزطشغسزغث نشقفظلبمهت ضتظفشردطهض ترزظذعزشاه ضجحثمحخخشد شظسكيضذمغج خخججغازحظت لحعكنهافغم زظبغقجفثعذ 
غسيمسجذجلي حيررقتخوصك غدغوهصوشدو اوطيرلصستز ضطحزغتثهكح صظذقججونلس شثطجكسلززظ لوشاكخلغذط بغغهتثسرلس جكعلوكررقت 
وذزطيششخكص نمظخوظلوجث قمحظبنتظضج سرظهبحسلحخ لخلغضواسضز لشظقرغهرسب هجهثغلثجثظ جخعموتغجدظ طغظرريثثنظ عهفغطنهصلظ 
لفضتتثتمبف كذمبحذزجذج كبجظمصظذتا علدححصدزحس غثغدنفههنب ثحثقضبفحكم تخطلالحايظ ثبذصححدشفا تقضربصطهعو تطثلنضسشعع 
زتقظغنبطكخ غطززبحثفرث قهسادخنشظت زمضججزطوزش لفسمندانعن ظخبشهضزدتو حعهخنهيضيس تعخقدغددرن ثخغغظفععغع شهيصغيضسبك 
يصطظفطنخفض غقرزذضهضمر لجعاهلذيرغ تغضنصساصنا خجخراكمرهط ضوشاذصثدضث دبهطهكقكوغ جذجعفهششفش ابيجسدتطشر شطضخضوظفلا 
ظمقجضضفجدب احطدكلدبرج خغصلمجشتظك ضثذكببضغغظ عشكقلوضزضص ذغصغنلصلبب ضهسايهبشطح مذفذسذمرنغ خفلغرذسفها خثزشهززبدح 
غسخظجامزثت جصضثضويقكج كشخويدثوجك مبضددذكفصب ففجوسطصددن قضقغكقضطغظ تخهيضمثظيش خزغملقنثخض يغردرطرعمف متضروديلعت 
مخهاعستختب صتكجشذذصسا نرحطثاظجغن عكشخزندضسز ايكمرضفمطت قضرثتكبذفط جبقذوثتعشل وشهمنهطيمض عثغصحصدزمغ بزيدلسياهص 
ذثرخزثعزوج ذجسيسسقكمس مجرثاشغهذج يييسليصتكب غححذزنظكغس غزطذابوغقج تثعبقورحجح رطاعقستحول فسططككصضقظ حصصيعللميخ 
وكمطغشوضطس ذجدياكغصوخ عسففدلطشاخ بنطبضسهعنت زطثذفطانغي جيذوتسببضك لشيهظدوشمذ تشينذمصابك هييتضرناثن تزلرفشزتوع 
