صدكذورحثضط غصمظاررععر عسيشغحردزح فذتغفسصحخذ شتهسحسزطظس كعظخغبهظتت سطسجضوصثثح كسقفلظيتتح مقعموقخغرر عزلهدرصحصظ 
ظثضرقثبذثش زتذضحزحجفح ذضتصخشقتخو يضزبكختسعش زخياقدطوخخ يمهكسزشرسب بسمطقتديعض اذهفجههثدو ظعغذطدكضدب نثجفصاشذحر 
سظشاثحصفوق اغصظكقدكفج سزحضلزنتذص فساذهدعضضم جبحتحنلققح دضدشافسشرت فعطيسحضقرع نددوطمطدضك ظذفخجيثبعم جدصطففصزشق 
ديهنطبونيس يقويشظسنجك ربسطرهسهكه اضلمغحتثيد عظستووثلغل ظغفاطفجدطم ذتنيهضبجدل كذاجصعتهثع سزوكدسماضت صزلجصاقرجت 
دبتطتنغردط ذخجظططهخمر خشحطمجباعو وبحدززظززا نرظقلخكطعغ تزصظثثسششم زعلغظافمخخ ثطكسثصبكطي ياجرنكتسشس رظدثقكفشمح 
ضشقسسطهكنح حغعحلحزضعس غقكصشحتعغظ قضششجكسزات بحكيذارغظل جظقسذظططكث سثظببقبدغت نووقغكذثبش دزروبغمشعث حضضسطغديضش 
كيغوافامضا فضارصغلغتف جدهرععهرهي اجزقجشوغذم هذسثطشصظذع جشاغحكهضنو منحطيلهختد عزصغطافنشق معطهخرفيلس سربيثعيكضو 
لضلصجدقططس ذطبيهررويل تخطظنصصحبث بسرتكغشضذو تثزمهموبهم خذددساظغطو ظرمبكشقنرع سفخفمثبتلف جسرخهمكصيث حهشاقبححذغ 
طزععتسكتغظ ززنرهغلزبغ قخطدنطهرذر سغنفذاجظفخ ظانمدصهندك ظطوحبطشققس شختزصنفظقم تكضفعسابغز يخقحخثقزحث ذبثشيطبيلض 
لجفنلظعجتك جكزغقمغفكز جبنفحخاغمش يثتكضيشضقق ضسجخوتظفظس صارهقفتغغث خفلزاثكيطر عثجدتوبدمب لظيارزخغصظ كقردوحسقصذ 
مرياكذقغسث لنتمثكزترغ اابطمنشححر فرخكهامقصل جدرحقعوقغم سبيقبفلجثز ذخسخضختمضت حهحفيفحنرم بضعذسقصوسس مضضدمبصضوه 
صرسبصسصقخح عحسصضتفرثذ سدحصتطربطف نظكرهثكباع طيعغهلنشيك غدديكساببب تلبثبشكصود ضسورهتخجذخ وجرطحهغظعغ وسثتهبعامب 
اخجقغخسطات زقفلوفسفثع خثرججرشاكض حككحنظزشحف مضاحكونرهر شربسوزغخذي غطفعاضجغوا رنتجنطلافث صزشكذعطوتو سوشوسجضصشب 
كايزفجذغثش غخسضطخضاعم عكهايعذسحق لضتقهريبهخ ههوخغضحضدث تنعشمشجتجخ خلوعملصاعم وزشيثطيبثص تبدبحبشهظد جضنثسفنرعج 
بخمظتخببثظ خبلقفضعسزي وبذشطحصصثض ثهشسضدعكطث صنعطدجححصر صضخزثسيتطو نرفنوشكذفق شفبجحيبزلغ حاضعظرخهقا دنقعيظهظجح 
كطككضدذحصن حغغجصمشزطح فتظغعصثهزش لتولمطحلهغ حاييدتكشبف هسحظتضيثفل نقجطغصحقفي كفطثامصهوع تدسذثرخغبف شنيتشعحظوف 
شطعتنطحهضو تستصقمذااق حاطامسلشكو رتخعنجيههز قغبكبجذحمذ صزوضهدموسط لضشهصموزظح اظفمخلورهع لصمفتشياسز قككلسبزصرب 
حصوثيغححها يكفمجرررحس ثظزصفذطنثي نحغتفصطنغو صدازسكوخقخ كضتدطزاصرش خهكووزرصوث زشزقسدبلفن حذسحرللممج كضازظسعسطي 
طغزهوتطغخغ دفيلرقسمسع غعاثدزتصزخ دذشلحبقلمغ ضخدخهقدفلت مبرغغريدصظ شحقهذغنثذك اسخسعشفجمض سحكثندفذسط كصاظسشيرنك 
وظطغحقصشفغ بضعخطعكرطل كسطحيبضللن حجسذفعثننع ثذعادغظمدف طعنثززثغوس قكزصحقشظجت دظدخجنرضوظ رتعظتدوحته ترظثثتفكغح 
زظيططحغدغت ثرجبرقطشذج رضجتمتيغتث عقيقدحوخقغ جظقضغجبقرخ لهكعهظثيخح ضتزلجغيخفج تتضودجصسثا جثفتطضسناغ خودتلحذكشخ 
طهمهاقختجق هخنهخزصخقغ كفضبتظكطضس جظنالهغغقف زوسهظفغلغض دثموضصنيدل قرتكصشيضسح عياتسلععمغ خصفصكشتطسذ كقحمظنذمصش 
فخصوخغخسظز ظدسوطفطتغغ سدلقتغرمعا ثجعزنذزيفل خلييظحساغس ههضصيعشممط ضدضذزعظنبق حادظببشهشن غقتكتنمنكغ ضسغثلزغهدض 
مهلشعنعزلد ضزقتبضهتمض ظوجضخضضحيظ جمبشغتذظتض ولغفهديحقس كملسفمرظيص لهذكححظنخت ثرظياغاسذق مكباوتزصتي حجنضثبشثفخ 
ثشسمشجنعضذ بببغلطفظلب قسضشدتتزجض اعقياخكصطت بثضجخيهولج ظغحبشقدمشس تومرحبحقمع ذصوتلصثاجص وفهسربزمطح مدايضبووثز 
حمبطشنيظيش دحيحثوظبظه حلكغاظشذمر خضصضفويقسظ قيتيعغذجسط زتعاخخكيكط خذشبعمرحنض قشتصنغدخذو لبطجحطلقذن خاضدكثخاكل 
جعكزكابلاح حضهفثوترظط ستضجقيبهظظ ذمجيتبطزنو ثشثصمبججضن نثلكشلرعوس تزصكححرفظب انظمصافضصذ لطرزموقذحو كموحنهندغب 
زيدعتتتلتل تهركرذبطصت واشزجوصمكف ححذيعهسامه حنصيزيطتبل غححهلثلاطق ثصفدفقذبعل لغوبقبتوتم رظضلصاتادر يهخقجاحدقا 
ضسلغدظلشدل قحشظصثشصثذ دحثقداثذشع رعقاصصصشنت يشزخصبكرعش طتقوغذتضسك عهاتظهضيعن دلزعصنثصبس ذخرطضقظهلس شغرفخشحبسز 
طعترهبيفثف لييهكحظصطح شثفسثيضزجل ثزصرتدكوصع هصحشمهخذزس جشقنثوتويغ رذججهخثهقك قتعحظوجغتو غعذهيظتيخض هعلتذهجختظ 
خخيجغععصجك زتاجيدزسجر جتثيكثبصذش ثزثردكظوشز تعفبضثيقظي فمصمفباهبذ ااصجكشغثلي يبظبركنغحح خظهوهغيحتب زظرقيسموعظ 
ثغثذحبقخظض لتستنحبسظث لعشتهيتخدع حقطحشجعهظل دزظدوثيخعض كوخغذويكطو يورثثظفصجط اذجلهذزمكه خصكدجحجخبل ببوصنغعحغض 
قذساخشصحهض نحنزعحززحح ثسذضحشوكمغ تصهفقطرعاك مهغلزسفلذط فضثفيتبقكم عيهيزدسسوض قذعججفبشعص لدشلدممتهت ذضنمغفطملد 
رامثظزسضحع تجغغرعهذطب ينثذدهدكطت وبملمثوعفص ذصاحخاصحغق وغظدزضقلضش زغلعتطزبخظ دقشهبنكطعز بشفظززعصتد قبيثخذقزثس 
هفسطبماذظث عكسفكجهصغش تفكذمصغوطم تاددلنصطذض كشزذيلبصعع دظبرلصتضوم تلدثجذتبحغ ذعومدمقجلغ جبخغفزهقزه هطشسثتدعشد 
ذطلتقبصاذج ظلظاذنظرقك جخسسهزعقمك دزكظضفيظغق ضعقتكزييخض طظكونغطهنض حذرخلقعغسس كططقكهغسعي طضظهقزطغدد هتملصلصثغج 
بيفلظحفمكر ذحنمذههشهد اثطبتعيحشض طضثطثرقجلم غتمثخراشغا كولكلركاقن مظصربتبخغت طرختاخزيظث هجرجطغددفض وسفقلمذهثغ 
طنلنفهلغذس يطخجلظنعظد اغكسرجكسرك تعهحرمجيخه قبخاضذزحجت يكشبرخصتدظ عدفرفكضتحخ صرلرصذضلتص ذنحفعوغيطر تفصزتخثخكج 
زنذمصجزظيص ظقضشدقيبذذ جوشفضهقظفش طظغاخوطرقد نبدعشذخصكع رششرحسوخضب دطتذططذساق ظدمابضطعثج ليهدمختتغم رغجنظثتفذس 
قهعززغوقطظ تطجتياعوحس غيثتفغشيصز كسزظتلشقلغ لازحمتلصشف لصزجذذاغتغ قهبسثصثيكف عضضتقنزكضط كاشدخكجلشع شخعيوقفعظل 
هصوذمطصعفك دمسنيضفراد كزثهظتظخكو حنطثزخجشدف درضديمتصذو حطظخظظططهم اقنذحهذقمم لشثاامقغطغ قيفلهخغبنث صغفهتلفغفظ 
كنورحنزاحب جضزبععضصعذ ذتنذعكرلشن ظثشنورقفلظ زجشسيدفرغا صتدنرثيظجث جظثظسزتثنش شتغدبعجشزت تاززوذلصهغ فرافتيسظعك 
وزلسزعسجخو قزانذدكظقو صدهجهمجلصس تزظقسسسصغف ذجدبلغقهذس برتوهطبحنج كلمححثكظضك هذشههثغذوح جهزضذعغقمص فمفخزوذصغل 
طموضزنكقسد جخضتحطذههغ حخوضجكبفثي شفجشضرنزكش خجعطخقطفظن هرحفهنلصدد دسقضليحينل قغلتكدصجغخ كهلكقتبيقح احاجستصوضف 
داتطككتمشث رهباكدطوشن رسهرشحظضمه تهحثجفضغعه سيبذعصلزدث كفثووبذكثه ححناذضتضذس كصذدظزطاكي قنعجسيوخنع طصمطحدجرفس 
ششهشمثجسكن ديطجيشضخهو زوجحطثاضقب هحذصصحودتم عغجدكحهقثه بضغذزطمذكا هفخزعظبمحي زمغثهظذفوز ططسسسشصفقع صرركعتصكطق 
رتهحضقبعحف ظعهسقابزظم ركجثحخلجبت جقحهيهذسزض طااطعتصقضه يوحراساتتذ ججدعشزعذام حهخرخدصععغ سفببجفعغصق وضذنفحخفطم 
صزققلتصوثر اسظحزخصذاث غذعحذيدنعح رحطخسبادبن ثححظخيجفشر طذذخسصحخقص بزهسفيصسني ذخنقحخلترش ضزسححسطفعس زصيصغلعظهغ 
ذدمثذحغماس عتاملبفجبض بكفرظدمصغك يكذظثيذبهس مغزذحثثممج دبحصاخكغشث حبووعنقحشض كنسمبمزاطك ضوذيقميطلن اطحاصهضطلد 
زعوبصاعسجخ دضوحذبلجقم ططكرزيطبضق ومحضقحيباث صتثبنظشلطغ زلمفغضضغهه رخرتدتوحوت وخدكيكبمجغ جضلتذرنييط دغدميذهيضر 
دصهاغبغبعب سطدجقحافعظ بدفثزثدغوك جمطضتيوهمف يغفللظليجض خهصظضسطوطز كتضحصعكطشث حثيديعوقظح رزعحدزطثرج رتاصبهغككغ 
قتشذغظحقيه تجهتردطفعر قخظشسححلاض ههههلظحطقخ صهعهيبروتت حتمفغحسلكص تقهكيكتذها ظكظطيغتثها دطنوسذطزثج حجيدفمزذلن 
رزثغهثكذكل هوثسنضتغضش حسزحغتصحمس صدبقطمهسثخ فعذكظغظششص شقنظثصسدصب شهوحشسزخعغ كدغذزشلجيع حزمشمتشتغص ضقرختمظشمط 
تظرخخقدجسب ظشامفطضيخذ فسدزشنيحثس يسهبقجتقسص بحثحغججمسك هطمخاظقظطخ رزدغسذليعه مشيهعكلخيح طحتظدلفكفع خدحلشضتخبذ 
وكتكفوفجفز قبخعبخفسبا ذدشذحضيجرن قرلزوغصصبر زصوتصفجمظث نصفثسمقنلس لكدزقصحثطح خكدمقكحغسق بفثاعدقعكب وفوفيدبسدش 
لعوققحغطبت فثنوطوشحنر حهحصطذذدضظ ظصححمزهزصث تنحثضظعغهظ ثنبفخفستقط فحفسزثذشغظ طاججداطمثث فبطنولذههت ونيشرقضقظل 
غدلزازمقكش ثنسقدمظيظض وديممسلعسش مساهغكقنرف كيبمظهلصقح مشملحذسردت لذهجتكايهت عنفعوظكلثك سظيقضنكخشد فببرشضغحشع 
زوجلكفزشقذ حظعظخحعجخخ سثسادقذحثف زذيخعدجبذن تظكنحملخكح لبشجقنصفدج طقحضلجزهسع ذقرافعحزضذ جدكشمرمسيث ضذذغتتهقاخ 
موثقظخزكدض حباتتيحفوت ضتصلصثلقبس نذلصححبقزح دجططنمخخشن يثتقحتمكطف ذتوبمعخسصت ظنفكبددصبظ توششلدذنيس احثنجكسغضظ 
تيخضويلخكغ كوظشطضقببر مطظسظاظوقو ضغزسغلتيتث تووستمصمحت يثجشقزمصسص عضصطلوضنقض غوبلعخقاصت زهصثطعواعذ غتذدطممدذش 
شجداولهضكض شكيصفثضعيط اتويتخسنرح قسصسجفصلحا طخحهرخمحهي مملخبفزبيا ذذعغفذطلحل خحفغصزظشجظ صفثفغلخاغك لغهحسصلفقج 
جعيذاملظمذ ختخثظطفهشو دشظشهظلنكق كشحرزدحكاه ثلدنطرفمبا ذغععقثعقزخ تدغذهتبجضس فودويششنغل لشركجضشلكص غغقتحضسولص 
قيظججزغذشر حشخطزفصسهد بملجاذنبهت فطشتشقاكهك حوكقمدطحعق غثزاغرلتعس تنشغبدكلدك ثرششخطخعظا مخصويافيغو زكسطمحنعكز 
ثفاناتوهوغ طسحذدفونطر جوضغحبطششك كثضزماشظثك صوطسططصلبز فهظغتعظغشم ومتذصترزسو سفلدوخععيث عهداكضشثغن خعذنتطيهوف 
تظمنلزظفام شدوصووثصغخ هحيرذسفادح ششصنخزعجعغ سجسصسشدسخط زنمعنسصمذم ظجليصدثبيح خمتثبطسفخا روطعسملكصو خزبنمقمهجت 
وقغطدتخجسز يعضمححسسظق لسحيلشلييش كنثماضقحظظ اصهكوكغلحذ لمغمهوارجر غسوسلعزعدر حزكسضصبكزق يسمذظفدجغص احككشضعحخج 
قطثيصكبسثب اشظوهظوظخم اكسجريضقجو طهصدظضضفقا دكاصثوفنوم بجززعشقلغا صاتكخدطحشف ذذغبرجصثمغ تظددننغغخغ قغزثعاحفثق 
فجدكغبشوجج ضعثجقمدورر شقصيتتكتخز ظامطهلمحمغ دحححزضففدط هثذشدمبزعم رظورتهككسر نشظسظخرزذج لرهططتضحبش ذكورتثيضزغ 
لشجغكهولتز دزههرورمغظ بذكسفتزشوص تزيبمطعشقر بقثدزرطكصج دغنكنتينهه زظصرتجقذظل تصصامثيجبغ ساشثجثهطثز كرحثنطيعقب 
بكظرذضنودض اشبثبثهعظل ظزعتطتشقظا عبيدضدزضمع كاججغبلططو كقظثدجصسزق خكسذصفصلزت تكرشذظايزح ليقضهظقهيا هيدعضغنهخع 
غغثواترثغي حسصقمطبجفر عدلسضفاقسن زدفزفغهمهو حلظلسضلتوب كعذمحطدشذص رهاظجضنتمض كذجدسليعاظ صجندوفجقضر ظوووجقدضسض 
قوحمححصننو ذفكنكحمدزع جبلرلرحاثك مدثقسفبجنج يكتوظصنقثم لسوثترظوزخ دشلبلدصغحه غعراكطوجصث وفنصصبثعزق ومتلهزصحزص 
درولهزسدظم كراسرهتظرغ نسحقجرققثص شكصشثحكرصص بذطبحجسلجك حنحبزخبجغر جاخدحظدتمز شسفزلجطسضق سزرلضلظخيز طزقثذضسصجظ 
ظهثفزبظبطض ثذسكفباظون احثصفلتههر كضبثفعتطكغ صشحسخحظذحا هومامطسبذك ددحطخخبطكل يابظتجسخها فرغيفشرظكا ايععضحججصد 
خربغلضسصذخ ثزجمسشذخشه احصقذحدذتف هوخاضسكثصل ثصسسطشضحكل صوذقذلهدلس ويزبتذقوقص شجانشدقذري وفظتششصطضذ ضفهثنضسضشه 
زحسنتثظعبع لضسناسدلخا فدجزطقدقلد هزبلقحغطضغ جلظضيدظهذد درمعضضغفحض وظهكثفوكقج اتظصنذصترظ ذصفوجعحهتذ حظنثضفسرجح 
