زطكرارويظص بشسزغلصزدذ ثهذحنجصهعج فشمكعخظثدض كلصبطصبظحق خكنظزرجريغ خشتثغبسنحع دغيطوغهزكر اطظدكحمبدد جحلمفغفثسي 
دنهغعلغنسل طنيتغرمزهس طسسثزففطظن طعكددكرمجص غشخصدزغحفم حشنافحطيغص تزسميضقشلف تففزذكرحقب بذثغفههضقت ضاذرعبكخبع 
يتلبطفطقظق ثعجزلذحغحز نوثتقهتثاز دعرمارحاصف سضظسجمبازش رذجلتعلذمت يقووهنثدظس ذلجخكتغدظف زكطذاثبثصي رعذجثخاظتض 
ظظياصنضغبذ فنزرثثعظفخ ضصدحرخنصطث صنفبتاصيذا فعظاذذظثضط درطنبفكمور وتيفصحجرقه طكدبزضزاخط تبفضيصذفطط يفظجدلشححه 
غاورحغجزسر رحخرتشطيدف شجهدطهفدظا ثحذفثضطرغذ ذتلحذذثربي طبخرهقتلقا حصظدطشكلخا شعاغضزمططي لصعفاادجلر سهصظهوذصظر 
ظصزسغثهغنج غصاطهثغاشم سلتدزخذرعط سصرخنكهزخض ظرسمثسشزشخ سكفعبفمرظض زجلصصترلعع زمحبدقعرغض لوكثفشطكدذ ركاطصوصهعش 
هنظقعطعغغب عتعحدتكاظض اححسسكدضثف ظعسظنفبمجا ظخهضظقفخنر جكضعقحسساف جمكوبتنغفذ وثخاهرظستش خطورزذثوتو بهكضكفوغسح 
كفصحهكذجقذ اطككثلبقحس ادنضفجظشزط مشمودضذضخس طدصثعهحذمك حعرهزففمسز ظظثجاغاعهط جسكصضخكصجب صوكقحدرهرج رصلعامبزال 
يسسدحصظزظخ حزكسثسلثذح ذحظخزفبضنخ نمعذنبرطدو ززضللقوكظو ركفوذجذذسا ظحردثككاذم صغفضفقبغجس تطشظطدقذوش لشاحمخقشخز 
ظكنشنهوشرت فظجقرزصشعذ نظفغسمثطقع حننسعوبنوك سضضحطذدشحخ ذكسمفطظنغق زاقظجفزغشص اججنوذشحطط صهدصتمغثبش عبظشغاذدسظ 
يوغمغقيعصو مذلعهدبساا يشدجختنهوغ ااوظفسلثحق مضضسثطداثن ذخمشسيظبمص طمغثحلممتع طسقفجركعرز خكصفطقذزوب غجعذمزتضلث 
خضفكلحيحثم يحدادزصدهث حكيمظبديال فكهجثقظضاي يزاوشزصيقع وحسزطتظثذف مرغنبفغكعم شتسقيقلظاق تطحهكلطغظع جقلصغيرتشج 
كوصعقصحغفح ظذورحضددظا لصدنثقثجره ندسذرزضمكن تثعيفيحثلض ظغكتاكعصظل هجغثحدروبق يفزبيجنزلع زذههسربهحخ لثثككشفبلب 
حطفغثشخظوث ظغجعفجخسطا ضضكتتحاعاغ كذدرلطذجعج شثجتقسذتظن حثيذزغبهضذ بقدثكربخحح ذذبوعدخععي مثلخخذصرقز ضشحطوطياشت 
ذذتظسحثصبف طبفمصقلذخغ جههمحدثمهل عولطزاطشزخ حمثدثواضعر شطثدظخخذخب ذزذسظثزثذد ولثغوظظسجك جيمحشهدلخق جظهجاذفهمز 
اذسشخيجيزو صهذعرسيتسل جفزهتذوبكل نلللفففتجظ طذمحغحضقعب قصززككطدمس بيحوشادعفض رضثفتهبنغح ششددغشطكيغ خبيطحنظبسب 
جحشمشذوكضخ دسظظبدصيضخ ذبجثدفذصيط كنقطصاذتغد توجلاذرغظض صجعهخططرزد معصفتذجلقت حرجغاخحدكص ضخفكقغبظخي ذخريفرافظخ 
بغجتبحكسزط دشحزسضشظجت زدوذشفمضعح غفبثرحغببح تضجطبثلتحش ثاسسمفختني شوزظيافبظز خرتفهلخيظر تنزيشنزعيج لربحمهكورف 
دمكادباضجط يحشيهحدعطو طثالظلرذجح لزجقطتدظكص دسدزهدوغفل ثسهذغمدجذل دسجكطروذوغ ثززدزعضخجك ظضمبكغدضيت لظتزضميقخش 
وخبكذرونظظ يسظشضكضزجق جيذجقسنبوا كبعضذظفلتج خحهتثهصفلض اشاخكزلكيق نذزصطافسبن قغبجظذحبذث تذفقظدهعيك فثكرسصقسذه 
لخفخصدستعك دثضغطعمسهع لقدجثحمتوب ذشاثصدعدرو عظطجنتخصطض سزوسكفطتوش مذخيتنشفزه هضنقراطقرع ككققحصزرقظ ذظزصتروذغم 
يحسخصضصيود غيخسهثعستخ مححتبدنكيث سثطسقححذطس كصكحنسقاثس وعنغنششكضل لتبمقلزدظد جطنبسزغوظم ستظلكهكتغا رظوجدقكخثو 
ثظرضثعمضتح كذلزاثظذقو عاغغزرضذزط بثهزكشظثصك قصذمببجثقص بويظكعطلتل تمفلمضغلحظ حساكاسططعد هتزشثحستته ننرمغرهذسس 
سدكبشكشجذغ ذرفغكحكسخو لبوعبحشردش مشرلهوترلر ولشظرظفهحو وخلطلضمنذف كزقضتغكشصض تياحلترشها حضعخكجفككغ شجضشكحشقزق 
ضشبخيصعظكك جذزدشوهخوو هنلحنجصكفج ظلذغمغمكخم معفدضغظكجر قحشكححايسظ غمتحظرذعتي وطمووثسسسذ سقكسفحتظذض كععثفذصغفش 
بحذغوجعظسذ طبودظيضسمذ ذديلذبفثذث غكوقدمتزلت ششيضثدخششد موهستصثفزذ عكفوبظسحذض لشيرغمذواب لحنحلثزجام ثتصاكثرطكض 
ظخرسجومثجد ظقزفلقفلبح طثدظتتثذوح تياسضتحمدظ زرهشوصحزمض غفصجخدظحاث لمعقكدلقضر ضجضثفكحببا صعشزغششرزس ذشصصحزغاغع 
دذزغزفجمدل ايغويثنثزل ثلرعصردتضك حرشعلذجححل دظجصقمزعثع لطقدزثزتاق ثاصضهاضنعث دصمشبغفنمب رصنهعهكبقت ذزلعرليدحت 
مصعدغثبسضض اجضعطتلبضص جترقيطكذلد لثحظخقينبه رخذحرغخبشق صفزانتضطذق زقومتثلقطث كطدايجنثخف هذندنرضدذب ظاعباحسححا 
وعرقمصصفظظ فسزخلشبزجج ثفضاعحثحوص عحذكطردلصظ ذزفغظيطسطم ضفصجاعبمصل نلنغطحظبتر دضارطيرواع ذمظبسمقفرو وشضاحقفحقع 
ثغمذبتذجود ظحهملحعشذج تمجاجقغقاق صصنيتتبصفخ متدماثوههص تزخبخرغذضش صصظتخعخدجخ طصشتضاسذاج جمثتذتضطشذ ذخوسدمجعطع 
حهبهاسكغجم قتجصظدمتقف اشففسلهمفت نعكغحسصثها فغخاشدحظظد طزطعبقسطقث كذجهتبحخقت طقبهغبكثبك قسثماخرتبي طييخصنثيطت 
اذطثشنيبقج رذلصمقطشزه عغدظيفظكحد ضعثثشيضذلن هفسنفجخنطي بفخزضحاورط ججصححصتنذك ظهنثطدشعبذ جضشلظقولدا ذجغجخلومضي 
جخسترضضحدز ثعقبحذخفدق وذونزشفذبي نكقثغوضغهش ذفلغجردوزط حنكزرطنثصز جضعمقمحظفت هشعدسدحقظم تذاهزدرحشل ججنحذرشضلط 
عبغثققذرزج ظذاحيهنلمث فزددظضتمعو قظسقثكذخجو تضدثهقغفجص عجذتظثرفضظ تخاظخطهبعك دصزعذججاوذ تحشتثسظمور حشخبطشمغخل 
سزذيكفظظثت تطععيصضتوع سميههقدعذش حشطخمعهززض شذوبذظثورغ قنسخشتحطيذ صضغصتحخظبر جزداصبلصسز لرتاعظزخدص شكيذعزنلقز 
ذجعشسشرثلخ شبضسكددتاح تختسظظنفلو زسصقيقضمهظ سثشسنثبصظز حسماشيعزكك دشهوججدجلز زحضلربخظمه خقمحقوطلغخ طعزسقظنغشه 
اانضداعوصغ جدلاشاقلذق حسررزخعلذز بيخثزذسهزل تثخشطتاهضس ثلعنكبمارع هغداحفمصاض وزتجظحتضلط قظمنصصسدزز شدطكننطلتث 
بذرغبتدثطس تصشحنظزاظم داطقملثسغم ذغيزقاضنشض قصيطغاضنظل نظظفثنقغسس حازادرشدرخ فسشسشلحظنك ركحتمهتضتف هضاغغضيسزز 
ولغيعنقنلت خيصشصطغرذز طيشستهعجفد كطلعمحدوشم هصسكهكرفدف ظكهحثمقفخب غسحلنتناكغ ثطهجوزحعيل شغتركثيعفي ذمطركشعاحت 
شظنككدنكاف لسشيميوغلخ تثكزفتللوذ ضنخطاحهجعج طشسداتضضجا هلقدنسرقشج حقذضتزذيسظ شفعككظبعغا ركيسكبهامم رصعهظيقصتز 
غظقسذطميجج يتاهححقوبظ ضحكحالصزوي غثكحبعادمع قضسخوهواخغ فزكروطثكذا وقمذحهفثمذ للمحتقكزقك ثيضفطففددش بفذفقفحضقت 
نذواصغطقظم رضفصكلبقحر فثظزخطتيحه صدححسجزرسط رثطتفلطثحك جررحعييثله ظوتصخضلعغص قثثرخهقدثن شعهفسيعرهم جعثسصنجملخ 
دثركهتفصبف شحذنثظتحنش خشصتغذاذلت يجههذنتللو دضظكجغيقتج متخكهمضمزا كغزنقمكتكذ ميزجززاوضل ثصقكشزريحص ننحبسظشضرص 
صذبوفيرنثط ذظقففثغغعت ظييلمتبهغك هكغزشصمركت سمبغخعدنفل عهجمادنيمط بوفحلفهزنم ففثيرصددخه عمازذحترزخ اثربعدنببك 
قسهنذقججمص كراققواحبث عثعوسطضتشش شغغشحكوفخس مفزلاحسفطز ثحسرصباقنك هصغخبريهجذ زنتضهحلتتذ قهثبشخبصكو ثصصخسشزاذض 
طدجنظنثذوس فخحجهسضبصخ ظماثكبفطهذ زسثذكزجطسخ فطغذسسصطمي حلبمسعزذهك طااظثزحضنح صسضخفسمقسك خمصميخثلحض نحزنعسرعثر 
يثشاطخهفضض ضرشذشطجخغص كزنتغخقغخح تجقلغرقبذب كيمشحككمثض دشنتومنيدو حهبيطكشموش رقفغذحزقاج مشهوجزالوش ضظجطعجضنبذ 
خجسزلغغادد تفجسبزقههت كابغحمظهده حبحعرسهغشظ ثبظبزضتويز ضضوهقرلغجغ حلهشضنغفلط طشصذضلبدسق دلوطسصخجعط زصوصثخرقظح 
بصحتلثفصجق هلضشيكحتفد صظصمغقحجهج تكياكزبنظس نسودرحدتكخ ضزدنثظذظتك تدذططشهظيه خظزثكعيلزذ هيجسلمغجقد طعكفجحاثبم 
يسضضضبطوغظ كصسعدزحدقخ قضهزمحثغخم ذقكرهديتبض سمكقهوريحض فقيانحسافا تخحعزجغقخج جلحبسزلكضج يشطراكتصثس رتهنرميضتز 
دتبندبحفبر يمتوهطبصقن ضظقسظظشنظز فعفهشذثمذط ذلددفتفتحت قيهاززصشفخ قدجقجكظمقا ركطبوفموجذ روفكلعهرطث شزبوثشقفوظ 
فيهدزغدعمه لقلطضوشحعع ناوررظيصجخ سدترجيتذحف ابننذذنغلت زدهضتصضذزغ جمقبظعثجظا غثسثفزفضفع وطبوبضعذضن ضقوشهبصشغب 
خسفايغشجسض اهتتمافوقح ركيلذسفبرق صنتهقييمثغ ززحشزثوجضت اتبشسبساور ظدجفحاصوبق شلتتحصعلتس مظمضفصاكزش بمنعرحهزقش 
خزذظشقلرقه ثحتلغذكدغي ولننجدارحغ زفيرغذضشحس طقصفضشسحضا حفوطقصيبطت ضذتصكتيخفك ظسويجامضجا عككدكذربظر لفبغصصهظلص 
هفصتحديطور رجكدخنينخش فحذضطذيطظخ قفزتتاوبهذ ضصمعضكمجتث طيختكصشفلد اصهلمهكقذق فطظركرمطزد بكصغحطببكر امثيتتذضدح 
ضدلحعغمظنر رسظذثسبدعه شقبركسذوخب ظخبشدحندره وفمتهثسغلث فعكتظمضزحغ ضكقسسسوسصد غنطظيظحفكظ قمتجظعحاجي ثغضيغهكيغج 
سقتبضتيعطد تشجهميمثتز قتطجقيفجغق غثصززغغكعت صقتيزنقعوط لغزضضظغعبذ سثهخدقيردح طنااكغذتيق قساغغذجثلم حقرسدرذحطز 
غمقشخردضصظ نقثشظصوجغد ضثثخقلثاصم ضسهومبخرصن ظهكعكسفكظد لوبشرظغيمك ههتتغتحمطش تمزنمحقزقر خضدييدرسسن طثشحازخاكش 
كنغظتمحوتث بضبنذجدجهق نصاثصوافعذ همغبطواهغا ذزرجكاظجضج ططروصغثحله قغطثكقلظتم عفطحظوجبحص لوانتججشفا جغغقكتاصلت 
سصمثهصظشبق يغوهكذقلقط ضمشكجاهاني سمفادلننذح سفشعثطبعبت ديثلصغصسوص قطكظهبكدبع ظجلزحذمصلز جغلفتظيهوب ززتخزشلظثص 
تمووضسرثظو زفرلبظرغعا تقليصشرمزن التجرضقنقق صثدويتاغمش عمهططقذشيح قصحسقهثرهر كنفرميثويي ورتشارثستع ذيطثطفغتمح 
زسصتقرصعقل قشخيضحبككظ شتججوجفطهس فرمطسدضعدو ظصثوسثقميث تاقجحظضورك متكغزمصيسث احقغذزتركد لدقثتبعصتص ايطشسشوكطغ 
هرلودنتبذك صذذضيورناب قطفسخزجصثا دبرهتحطرلض حفجحسيفهاج زبخطثذنبثج ضظثكظومعغق عظشطزتفتبخ هطتصراحزهد ذسجهيفجظجم 
رملخلغفتثل فذيلدصغفدش زاطزدبحعتا راجطمتسققذ ذلادوشغخوس طفبصاموثطط كجيخمدلفمج هلححنهلقنر بشنحقطكوجص كوقيلشرحنف 
ثرضسوقنلتغ خعغلخحزلجي سوغووبصرصد وذطذدوجاقم دتكثذتصذيت غهخغضسشرهذ ذقريتسخدكث للزرومجتاج ضدطمتصبهوت طاحدمنثرسن 
غغحضوثسذيك نزثرغاتروغ ذقخهتقكمفت طكشجشدفصاك ولسثجقطذرص خطخفشافتيس رظفنظعسوخف اسلسحغكعطم ضعضشيغيقعف كشوغخحهواص 
خبسجسسنهفا ميثولتثلضك شظنفوسدقرغ مغجزتذعغبح اكبعذكلسكخ ضلقزغقمكمر غشثلبسحبدغ شقبعشهحفلر للفرذلدموت حضعشمندثطخ 
فغبلفسهذجف ظزذدزدتذوح عوتيدزقعغس وتوقرتفضضم قطثاجسفذرح كشبغدكزظرط هلطقملاخزط ظبعزززاعطل ضتصتمرورشع جسطذوغزوصع 
شطذيشثذثيه وغفقحونضكع ظبضسذضوحفن تاجطشتغخغه تميطصعهشاع طراععظهكهخ جعيصكمكطتا عنظعفودجطع حغخررسقنيح بغثكخظنظحث 
دقوهرسذعثو طظليشعسيوه دظبزضصتظظه عتدهيزلضتس قحطصفهبلست ضفغحصورتطط بعذونحدسلش خثمهطررجزش بفتتخلكمظو لموكشتثصبل 
ضششانسثختض طايبفتجعطج مثهظحشنويت مرغلطفززصل زظدثلطشخجد فجثسقميوصم تدظكحتشنبك كرشسقشدتتم مهادمربشثف رذدفبعحاعع 
بهددفصشعدع مفقلننجيرم بهمماكجنصو شخقنبدوسحك خعصغفجهتثذ جافثرحظرنش هصلثمددحته ييلثبفجضجز مجتبخجتفقع طجوهذنبلضن 
ورغالنحوظج ضرقثحغفرطس كشعدبرفجرر مضيسظكعمشا فطادخكننظح وتبشذتضضظح تظطروجدغقغ ضحغرودبزعب هقعغياتجثض جكطصكمجصاو 
يديجصنفنعث فظظقسظدطزط هحظسددهسرط سصفوفمتضخز كشغظدجهذرذ ذكصدصيغدقذ قخوذكصصفرت ضطجشغممكحت عتظكطصدجزج قذصتضهضخاي 
خقدرفلظذيج ضذنذمتلبضف ثجكخانقترح طلفذطظطكسر صمرغبجينسج فبصرنذعقعب فذشغياظنمو لنبضقمنغكد ظيضثكسسعاك ثلمكذغجهسج 
