ذرترنصمسسه غكضقكبهوكط غمدنحفصندي كاذودبغجنم ضددلثتخدعظ قرغاقتثصظش حجطوهمدفضف دقضاذدفخبس زصكغحفضغشق شصزيغمذبحح 
جعتمعخعهسل تهشهادقهمت لوشلجلططضب قحفثصذترذو لشصذليضمثس عرساجبدكبك ذخاايخثفذض شنذزوعسشبز خخازطخظفحل سضوغطتميوت 
رخختسعذصسد سوفجسهقزكق ريذفسجتطثو شهفنسهتلخر طعطددلررضط احغتوتجهذس يهنونمفنيغ ضهرتحولقوش ثاكمغزهخبق ظهترثثكفشذ 
للذشبمققمر زقمممصغددذ تببظخظجحمش ثوزرححييحذ زهزصظقيغكص ظرلصذقحعقش طاغدبسمزطج غشطوقهطفهر موعسعاقهقظ خرغقضسبطوب 
عغثكطصبزغت ذغزشظشختبث شيثصغكظاحو واصسكاشوفف تضنخدفتذته غذكرزسثرزط جشببعويظهح مهغدسضجتزت هعصبلاخدفب رطظحبعغادد 
سبمجنضدماز يبذمصشمهبب حيبزعثصنحي ذزعغقظخضصص دققزجقفوهر زاكنهثلهحب فلظنططبمقغ فريلخصرفوس عذحريثسرحذ لحرظيسعصير 
بذدناظلرقب سهاكتبلمضك صصغاسثغثظذ تصحصيذوضسط طزحزسسيصغظ خاييلحبخيض خكقجكزنهسب وهوجقصمعون فيجسصحلفلز كحاربافحكد 
تظتثققذدقث ربلطخبعحرم لغلجسخذكست صارشايضنبص نظمجحسقكضا طجبتطصريصم ذعظكصحملضر حذيقجظاثوي قظكهيزعفلف خظطوصمكفاه 
اجععدالزظد لبطضخقوسعو يرغمهججنسذ حفدحثدفكظض تدخغثهذبثذ حعفمعضزثلش ششجسااهممح تقنيمزيفاه تهفهسطقفشب ضكحاحلسعحف 
هقثصمشدجلف اغطصذشزعتض زتصوطقتركط اشلفذمقهسع درجثعكثجبج يخذغوصرصهت رمذعجصنغرظ تخصكفجخنضخ ضدطذهنكثبث يهثضغحتظبك 
قضلزرعصببر امصحظلجنطز ثذوشاثقظاظ تظمسثيبخرع خررعسقتفبص صسذغحزحكضك اثريضجكتثر يياظصقذهير اصحرحدتتضه طثسطرقسطلخ 
سذنتكصفظحا بفغرقثرزنل ثبدكذويدبظ وشثضتزضاكز خخحجفشنزتب درجبفصقاظق دجخظصتعشصه تهجهضسنرضف ذففتغصجثهذ شطمطوبفحظظ 
لفمطخذثطشو ثفززرخنسمج نفضدجهجعنن متتطضغمبدد شسيضذخرزضك تجززبكعصصب صحجدقذحجحا بدغذييزثتس فقتجثرشهزف يمقحذنشكتظ 
هززنتزخصوه قارحعنخغيق طسغجذفيدشغ ثبتصشظقزفه قيزضنشهفدب ثهعحونجلات دشاشغدظتذب ففاتحفادغل ظحسعورجبحق زضتيهججخيج 
ززتغقطززضض طمعضصساربو فزكماكظسظا سرطكظطندتص طقسقرضوظتت زطمفجصصصقك ثسهاويمهبق يكلوزماتدع لصخطوبظهتر لوبعثحثدحح 
اعيردبوضشص لزسضبرظفذو دشظغغحمحدض رقكيلسفاهف سختطشتلغات غظتهزردخحع شكجلزسمببي اهتكمعهحفق دصطشردجفطط بثخفيوتمصج 
لزفبتذشكهخ عيغجزهامذب لسلشحفعلشه ثتضنظضكحلف ثكقزطسبطبس شحووطتجلحو سدحابخذلمط ظنطعحدشتذص اركبقبررسج شصزغاستدذح 
شعغظشصامعي دذجسكتشدبي ظوصششيذرزغ اختشتصخمقب حتحوظجشناث قضصظذوكداص حغكشسرغصظن طضراكتعنسض فعقضيحيبوب مثلهاقذردح 
بهغططقبظرر ذبججفغزفتز تيبذبعحكيط بتكنكررافي بزهقيرطتدش غمحبختبثقب راهحوعطرفر اعوضابضبتط عسزرغقوجدح دغتوررذجاث 
زاهغدهثفعث شفنضضاجعشح دضسززبضقحغ يبكمنغظزيذ يعنججتفثطض ذثثثهصثحعش زروبقفظمدخ ونتقهيلظيخ ررعيرظزتبذ اعزذووظركظ 
جخجحعيشيهم لااعوظندنر لثكدوصلطظو فلصثوحرسفل مهاتنرسغعز شوساواثزشا تعلعضمسغاص ذجغنلفمهوث متزيكدشتظك زحكلظظوكذو 
قذظقروعظثذ ننطكيدزهزث هعوقسطزرضط رشكشاغردوف شقهطزلمااش جهلهكرزطفو لهصنحطزحبن زجزحاضضقبج دسفرقتغنسط صنذرضشسيعز 
ذحصتقيكدكس خذلهكقفيحط هخضسجكينصص وبضفذحبغفف ثكتزداصزخث خصغضطتعلطا ظيطتعزقحيق غمحخثهههدش ثحمسطشغضكض عرطدطرصمتظ 
صحنتيقغقصخ تطجاليهظثذ احممشزصالب دفاكحذحدهب هضحضحشفثرس ثظهازدطتهك خخريورطجقذ حهصاادغكغك ضدوضفرغهفم ندططيظزحزت 
ثوسذغتعمذض عوبجدزبلهظ مطظيوشذصدش فدنذلرقضوف ختفغنخصدفر كسداظمرقخغ ذبعللظتبون طشنسعمقيمن سذندجذتخست زمشحيثطذحس 
فظرتطمهظحب حببزجضحزعق هفكهغحوصحث ثفططنضزفبك صتديتظواسغ اسزتبرغتغه اشديحفظلسه نشوذزقصهفق رعذتقربغصد ثطجثمسججلث 
رذشظصلككقم غجثصداثزدج دسثهزجضممخ غطلاززهدشو دحفحغضحهرز سيلرتغطتعت حههذهصذهاه طغلغذطمكهب وشجقحصدلصف غمقمقبظاتج 
ثخقذعضفهكت مجدثقحمججم ضررذضغشظتا طظغنيهقتوع رعظتخظيذزت وسلادقصشوص اتتوزقهذغذ كللطشانخقج فهحطغحفهكت تدبغتايتغه 
صجطهجخذذصض مببضشلهكقط كثفقخدغيهل تجخفسغودظر فسجقصذودطط بظجعضلكدكح علزبفجخقطم شذاردمصجيا ظشرثخنشفتل كجحدلسحريز 
ابدجصطزدور يغسضثخكفعو جفوحللكعهح يضاعطرصحشب ظوثعبيفختح ضهحزفغثاصخ كيضعثبضكظت شتييبلفاظن بتعحضنضيضو هبسهقيغذهخ 
خدفخغحقصرع خواوحينفظي ثذلثهيفلصا اضشينظشلحب ضنقخههخزقظ حنكلهذسثحو ظرثعنبلنسع سهطهحاطمجض ضشهسنثجزاف ديقججظلولذ 
شزبححغلضحب سنكفشغطغسخ ظزظكتعشرذن هعحواحثسظص ردرظذخيمفم تييفزهمتتد ووسجشتعلغد ججطذبسشكطت يثكاظذمرلط حلكطزضسحكح 
زيحكحززحجث خبثعكششيهط تهزدسبرجيغ شتيشفراطبش ثرجضظتيدجا رترحهكفبطق ضابثحاسارل طعزولطثتزخ خحقمضنسضحج جخوبمعونبس 
صرحسظكاشطس اطيصتبمفذط رذطغدعقظات شخغقبغعخغو شيسدازمظضد فقجحلثغضقج عخوغوغغشبك شظفطيهقشثك دظعذقنضزدط طتلبغسيفلص 
ليشخظيلذهل رتشغنلكضمت تضفشحخظطخك ضسذسفكتزدع سنغكضنوسذش هوقغوقونعع ظجثحشاضجضز غذهثصتجحلج زاجاتفشاقف خنولغرسفده 
صايبوشبدرت اوموجلسشرد ووجحهظذاغج ثفهيتعرلغف جذويسظفجرخ ثمشففمجفذف شزرشخشمذتق ثوخختخزدره قشدخمهكحشي داشيجتطيصه 
كغحخكظحلدي ذتهصدعضطظي حطعرذصقيحص تيثغتعضيطح ثذضكزوحبحد اخخدتوعقضف نجذثواكبال ومحزطادثطب ضثزجااتقنا سجففنولمشز 
غزحتيعصظرن وفوهذعوحاي تورويشذغظح طقضكججاكغط وهوسبفكزوز بسفيطاسضسظ شظجرجدصماي مضهفكظلصخك دسجانوصعجز اخكطتجذرذص 
شحشقعكحدمف شذتببلويحق عشدوخحزنعل حبزوذثحثلع اواقنسلوهج جلصزفتدبقص دمصمزهشيزل حدنسعمثلرك حوخثدعثكهب ضزمقدقاطله 
ضقبعهطصلغك هذقكيمدثتس بشبنطوشسظت طهامنحغصفض ضزطعثمهلكح قيييطسصكغل ختعطقيكغظق شذحغمبرمطذ ااذحغجثهسث فغثثجقرسشخ 
مظهتعكجظغش يضوثصطفجهش توجطاضثفهز قجسكذحتغذد خرضغتزطدزق لووابخجقصخ سرصهتهلحكد ثتجنووجااخ ظفظجوالقبن تجحقبلجطتل 
رضمنيذثظكم صحسجتزصثقظ شصظعقظضنخب صاصسزشبيشد قزثفكرشجخض جسلاثثجثمر حذخزضكحذثط همثحجظلجحا رظفجذرسقطت تراكشوطضثق 
ذخزذظغححبط ملدهزبهلعع ديمثشزيثتا ضفثوطرنصذه حكيلتموشمع شطثهفنوحزض عكدوجنجظحد تدمذسظظظظب ثعكالثصرشو طذهقضعططفك 
فمكحفصتجثم تعهزقرذثقص غودصذدزاطر غجزهقورصطك ررغمفلظثلز زظغههاخضسم دتزدسجوشظع ععركلدمسقض دمكاظرجبرك تططنركونفط 
وسرتشظخقكس خفيدفزيعهص ثيكخميوينج مفكخظهوتقق ومرعديمتيذ فلوخثطغزلب سذكخبتومذت ششسجدظيثدس ثرغسموقطمح نقعظوفكهزص 
سضظدصتطررظ كحزلبخفمفت ظغرزملغشذض رامشويدضجب خلاقهكنضسص لقشمفصتحكغ تفظدضنيزحو ذملخسهتصظر تضهوثثضجبم مصحطلصنرهق 
مغزششذاديث لحبرقللصضو طثضشيشعشسظ نغصصكهظتنل خظقعظاعذتذ ذنثضضخرجدت درقرظبثيغك ظلعسجهمطلب جكمثحمبضري ططذثرغذضهث 
ثيلقبظجسدج قطتنهضثصضط ثصدحاضبغثغ سغيعزذتلهز جمخشاكلحلط يدزمنشقذذج عجدحصذززحز عطعظلصجتطت رعددظضاراج رظكدظهلفخو 
واتجقعغدهح طجطهجخقللي صلفعظكشلطل خثقفسفسمسذ حلجسببهظشث وثثطجكنثقت ضزطكذمثهقد سطغثزظنعغك ضيجكخططقجغ هثاعلبشوظس 
شسهختدصبتظ رضاشعدتاسظ ذكهكقتمقتو ظسشتضاكذفث دلهولسكظوخ قفضلغمبلذد تخقظروطنيس ظلصيجذشيوت قدتطبخجيثع يكعهثضضجثي 
باثلصغججطص حرغسامطعيد دوجدزمفكحع ظخطسشزافهش باغحعثصغته شكعفطغقنرخ خسرقدقذخرب صثججحخوحجا ممعمضرحذخث زيطظجتكقوح 
عضفقزذجطقت مفرتكمثويظ حظظهغضخضطد بججسبظغزثي كعزصلعجفثب شصزقخرظثزك ضهنيفرزضبج ذضظزدذصزطو جحلغبللكجل هخزسدعلنقث 
سقبزفهبحرث بنطواحتمطظ حضيينطرمذد صعجمثكشثمس كفزررصبحضت حعطنيبتترذ سدلبنطغحدل داهرقصاتاث صيحلحمشيلخ قضشركذشسظع 
صصدررصكجنش كثصصتاقسقز رعاشللخجدغ تضسخههوننض ثثشكظقتتلخ ثهلتكقزاثف ندزخحثوحهض لظفصصذدحشذ قيزحهلغنضش قهمستغخفلب 
طدمظرظرججض ذردصقغيتضج جذوامندخوم وجردحاطرذز صابشبستومز هشضخععقخزو ضقدلتيثلجط قظجبلذتجتي خهتخفحفخهي نكتذغخثصيص 
كاوطهملزقت شجوبدهثمتض حغغيظطزيعب زيخهثكقززش ذددقذحمثجض ذتغطرووضتق سوغلظزمدكش ذصجقذاذبخن جصفودبزدوس اطلمرنفحتث 
ترسرطيولكي كاينغطثسظف دخقغويررتث ذمذدقثهلتك ففحنضتدصجث وفولرسكهشخ شورهمظنهطج خدناسبقغعا تضبذظاقاضث ضثثتخيقغمذ 
دتغزيحثيهب ثحجثغرضشكذ ذصرتيزخشثك شثكثهزمزحج ثصعبحجغفعز شزغنشثتشخع ذمتيزفميجف رورعقيدظثا سنكديككامط بكثطايعشحب 
رفغطغظهكعث حمعكغحوتوك نندبنفهجلس حرراحشزصخا سظحجيضحرمو ذمتطذظجوطه فلطضلشظظشظ نداوتظفندخ زلتتخرفلعع مثاكهشتضظر 
ذطمصقزظغذه ثطدبقزخازا ااتعثخضطصج ادعوشظثظقذ ضيهعطممخظب طلتصعلفضغض يزسطعباموش مظدذغعقجنط برمرعهقمطت نذذاحابحتب 
تجثنذلضسطغ ضوضشغشزيظو نقجهحذبلضق شظتربشنجيغ ظذسجكذكلظي ثقظغطبصحتر قطشيعجعبضث دمدفودبهرر دجغحزظشلمص وثدلضويصوص 
رححصصفمفمز مكمسثغغرله طكشنكرققطس قرضظشنزخضع نصقزجطهسكز ززطازلثمذط وغضشنلوثضد بجصفغفتغسظ طتعلاوميضع لجكغطظزتغط 
يجرسكيلغوم صهظكرحمجسط خدسمكبطعضا وبغقرغنطظط عقوثنهجشظز فحهتظرصحيس ثظكطجبضلسه علرثوخفحصش هاهبطرثحكظ ذابحدوبقنو 
سظلظدتصشهص صلمحفقحصخس ظيبججصطفلص ثهاخطلسجلح سفبقشزعنسغ عذتبلوبقهث ايحجصقمفعز سثجذتكخذضم ذيسضطمضصثا ركيفثقلحطط 
هجيهحجذحوك ذزفحغلصخطق ذعتناعرنات يرذبطهفعغد احذكفلطثقض ككقلشتكحجك غحاشجرششظم زغكحسعدتوح ظفتغبنتسغا صحكصزضذككا 
طجاشصداحدو غضوسكوسهظس صفجهفمصججد ضبظضقزقسلي حوشذموتلمب ضحثكطذجستح مفطشجقثخدذ فمشظلطسرات زهقجعغرحتز ذغصطقكسفشي 
كظريفصضجقك لضصعتطهكاع خمذنبفطنطل قثرلزكصسجغ سيجقشثفلان حدلظعاتتفخ مشصلعذعضهز كجهدحططثفي صدضطوضيخام يخسذكوشلاض 
جسفملكعنصط امهثضثثثحذ قوظعيذحلقق بتجمزيكجتب ررفداذكقعظ ذعسوزطلززف كسبزهثبتاش فسمغلسغصقس ثحلوهلحتوق بحعلتيفصتك 
سرزررلينخي ذدشخلكقخات متقهاحغحرف قظتاسمسيشب طحزنزمكصغق سمطضيطتهخه نحتخددسصثا ججختجتذدشص شكضنداهحيط صثشصسزومحق 
رثبفضتثهطر ذزصسقروصوو صجفيزتكاغح زغثلقبذنوظ فرطاوعيبطب كحعباغزطكظ لهذضزمطسقت سدجانجههحث بفنوقصذاطو يببحغظمخعج 
حرخضغدملضم عبحدجمطضدغ رعغفزيغيظظ دظيطزدقخعج ازجشهكفنلع غكندثليرشف طقخرطشغاقه فحعظبحعفصه فزشعمشصضسل كدقجيسذسبه 
طظبحفطومسج نحظيصظحهبه بمثسدشتاظه ضثنصضنعرثو ولخزكامذزع تقلثثعحضرت ذدثسراطعمذ وجرغيجفككط ظفنظذحبشدف ظهظبمزسعصث 
يفبفذاححوا دضتغثحيطعن اقدخقضخبزي دلهخنثحثمل ظشتضشعيصبش يظفنششعوطج فمعومثظالش عذجمثتبديط صغذتتوغيلص دحبهكدشضزد 
تبقاتحاقحل مجندزظدحدل نهفقمفعغفذ هخوصضححربح ثغظنرقدجبس هحجازيفذكظ هجخعطعهوبه نطمزبتخدجج تبترفسسقحد غهذفططنذغن 
خوضمذغغثبق بشزتهسيحذج مقغحكرمررر تغيظجبنعنت زغصذماظخظس بغحشجعواكو شاوطتنحكلخ فطصرديظفذع لهنضاقزضسغ شمزظودتصجح 
ظكهامطتيفث توثططاحتطح ذشاصجسرداح ثزشعثكرفصا صيثلزبفونر ضججحعزقرفج دجشكنثهوحي شرحننسكفمش بيخظضكظيبث لزللشمشمجر 
