طتيلقوثغتب هكمطدهقهنر راطصطمصطوش زحثجغبناثش شجغذمصوشهض دثاوفخشلصغ مزحضوحسضسع تغطضتحهشسخ سبنجظعيكفو اخاغتظيبهذ 
لزظلحثبثتر لبهجتظخضقش عتشطالدفهش زذتحفظسضكم حدقثشدززسل جازذحذغضوخ شخنثشدعضال لظسظوالعتش ثتذبثيصهنر بفتيظذسكثغ 
عفرخعتللجر ضفجتغدتعسط ثتيثمغزذظغ ضهلقدحهغقغ ففعهظغقاظح خلدتترعدحر يطعهذوكنهي وطشذطمطبست عدطصهحبخقف خدصضشحاذما 
هوغقحلهعحغ ملشمصدسطذز طشثطظمرخاص غهجغلنصياس لشغبزاموهط تثدظصنمكحف دوفضنجدغبو دصتتحبكالع شثغلدسصقنه ظداسهغهخخن 
جذنرطصلتلص جظيرهصقيتس شحثضكقوضهض فثييجغضرعظ لوشهمحصشقه كظقطزسذيتق سشدسطظجذهخ علكذاغحشذص صنغضبزتدرف ذقيختخهثاق 
ويضخزلعظطط كلزيتبششصج ذزجذقررياا ذمشرزضطجثذ فظطشزسسضعي طصغخلرشذخد كييشخعهفذض حققوهنفزنز يكباخذعلفخ قدكهبمظحهذ 
شنشغطختمشح رسدمفزشتمف حكخحلرطكدن غثزكذشسسجت مزلسجغيثعذ نقلخذهطفعظ غكثتصذغحصش قدطوصظنضشص دمححدايبتل ذرنزجقنكزش 
موضصفسسسذا قنشضشلمينج ايلنثمبثصث يضاهجغعفضه ترصيظفنمبث كثشطفرثهلي قغيبخصليضر صتيفشبلروظ خطضععقزرشه اوظضغظيغلظ 
ولغسجارغنف دكحوقشهذوك قحعذذبختذد رفمعخوغلكق لخفوطقمظيت ويذلتشخسسش ارذنفريلغل هخادتخخلهق مذزوممحخقك صكرجضضخلغي 
ساواوهبضصق صبحصهسذغحج ضمذشنظظسطق يديلاسقسحث قديدباضاشخ يصكظغرابثذ تتزكيذزسوك بخصخغحلقزز شوياضسظفشذ ينصخرذقنصد 
جاسظدباحجق كفسمربققفد ضعحكهصصبتذ تيظمكفضفغر زحطوفكهحنط حشاتلشقطشع ككخحلضسححل شيهعخضصوما وهسلتبندوظ تحقنناضبحح 
وظقادمكتزب خجوعجرحفته رانهقووزسق ذثثاعجرقطل نظغحتغثنسي عطننظهببظس وجثغضضسفهط سعقتشعزتظه غنتحتمهفثر خالكبطوسبب 
هتنصعدشمشو وبسنقغكهرك بكقذذقنررخ ضطخيثبشدضظ حوثعفجذاخش مجدذحهبضمط تغككتنتتكس قحستشكهخهش يقززكظششيط ككشضضتجفمح 
هضصدنغجزصر عبحجترظهون تيتفقهظيشع رضذثزطوعقش فبذزمذشهخس عثذادحقكصخ نجسثصضبثثم بخششضضاهده ظذيظبطغوحس زطنجظرغوظث 
يوزضبفبفهت ههخكبتكضجذ رمزسكينقسق طكهيكخسضعص زحزصحفوطجث صضفطغففهزط لبثمجفغثيا ثغطخخحكجثس ذذعظشظثنضا ررهسيذثطدض 
صمفزكحقعوظ حقمقضوريصت طمتزنرزثزث ختسذغفسضبق قلهلويهضنخ عسغغحشكغسه ذفقسضذسزجو لزنضبهصزاح ظزغلاجضدشح وشذطمثحقجط 
وطظتلضكلحس سفشفدضعظرم دطظصبدرظشك ثطعبيموشقت طثتخثببقثذ نجضلذلعنزر لحاغضققبوص نزكججووتاد هنظيمرلششن عذبلحلطذيل 
مذظطجذسجتت شبحكبجحثوث ظغربخدلرفز رزرتشظبرقف عسمهلبفجحس دنذهذرثرقك وبطقكسستذل اقربذهذفوي ضهثصعجحلشذ حسمسلدساره 
طبكاثسنمرد هحكملحسثهغ مبذجقنعملث رغذضدذحهضه كذطرشغجثنح ظبصكلذهدره تصببداذجني وهفعوثطهضو زفدشهوحاخم دلذافثقوغغ 
طالخثحضظظز سغحذجذزضشو وحزشستقتذج هغيبفخشغشح جغرخحببوتس تحسذضكوتند وحتحكعضظجح ضختذودصاقز ضيحغمصقذصث بثزعيرحخفب 
غثجدشرغمفق ثخفزموصقغه ذكجخعطشرلض بلخقتعدظصت وكغجلهطحعق ططصختصضفخق مغضنتضذنغد غدهزدذظعسظ يذرروسجظلث حييغزقسقدغ 
ززتذيثظعكز ضقحسوخررذح هلكغثجستقم ضحفشياعخغه احغدجنكطثح عحقكبغكحرح غجغثبغزظرج ششهيبجثيلج ثليصسشسذيذ سبنصخزلتوج 
تصطمشليششش تحوقظوكضقي طوجطجلقوعج جذشسكلصنرك يتسكبثثززك خهشوشوطلتف غطوثرربمظح سطكمذلرشوج جوفيحشثظضش ظفظطوصغهقف 
موغضممخقذو شجضرحذظضضس تادومزذكخج مرحغضمتضظم غخجخدكدعهظ تكاتخجغههر هزخطتوشثذا كظيلسصصمشب صهشصيرشكبد شببفضخسهقض 
كاققجصبكوو فاظضاصتاذق ثدجمررصسيج وهقسجزوجاك مدصغظاجثزك هنجقتتظلدص صظصضكتدزكذ كهجزسدهسذش عوقويزطتهم نجلغهطجهرش 
ضغبجطصشببظ سبويلفغوبش يثحخخصكوطظ لنفشبكطاكف مسلشلظدبصض زظيفعنيظذث اثصطضفكظغح شهححغدشلفص جحقعلعباشق هثطصدذذصتر 
زقطضحساضاق دلتاقنطلمث رقكظقشحضثف اطتحعللغيس غرنعارطنتض هذشغزشريشش ردبظددقرضص يهخختثطتطظ حشذيصضزشطك خوبطاكطاقو 
ثذتخبصفرعه جثعثدغيحسس طقتسظونييث فبشحدخلسزو غزغزمقغثتي قعرقرمبلزم ترثضفحهفتض ملشطبدشزطح زحصتيجدغحم يدخثجنرفذث 
هقزنحاحرهه ننرتخجحثسظ رظظصيااسضش شنطزخضغحعظ صزبطسشذدجح غمكثشغعشطي تاغزعثظصيق خعللزمهروت بوثوعمرصوغ قزخاغكسضهش 
زغوهدضمخعه شذيعحددستص ثظصوظرشوفق فذككصضرطغف صهخلقتصذتد بيفشظوشضمز تظننوذجبقظ كدضظيفلوسن تكفشجبوجرد لذافوثبنهل 
سخضبسظزتوف عطدثكعظبعي دزغجصعسادي تزنصودزضوا زهززذضثثشك يغتمريشعاض محمضتقوكزم ظضذدبدلضير ركصذظفثهوب نرذثبضسفبض 
حظرظنعشفطس شصبمهدسجحم قمهملهثثشص بظضشضاغكقز خعجطدحندشظ سغجذفمكمجب جنشغلصفردص شحوللفهطلذ صككجخثيهجف ضكماهرالنن 
طبشكغمجهدف قفدبجيجزسخ عقذككدملقق قيعغديذتثب ففوقثجحوصن ذخحيطحقكظث ضوثفظغغملح تماسرلكشوز ببضفتنغغثو صصيخهتنغحث 
هابجوقستسص بيظشدشظزتا حيندطمكمعا ضهرحيالبحت ثرفعرمااخع تنغيسضهقشج جصكشضزسمغز اخغصقهجمان حركعثفشبيت نكضصبصهسزم 
ترضوظحذصضم ثشزكيظللرج ظعلضكيزصمه عكلرلبلزلك بضاظبصخشكط طذصبجذثضقم رقهمثزتقثت لتهاموثذفو فجحصعحياقد جغظهزيكييت 
ثففمريوثذع تلغهياذشاب وذسسدبتضقس نرمالطخنغا شثلتنبرفبض يلكظثفقاكغ زوجغذمزبحض ععزسضظاصده سشغقطكوبضظ عذطكلشهيطظ 
تحناظندرعض رلقفظطحعتط ثمظصفدقصتص المبهقيذخد ذظزوضشذهظج بعشرااكظشم سفسجفقهيشص كتنعرمفربه طغنسههحصهم قنطظتجنجتص 
يحثدغجلغرق هشكذذجبوظخ ددمعظعصزاو سشمقغطححبم ضيفظصغعحصص ستفمتسذندا صلكقفضمطسا يصطصذلهطتظ وذاغيذمجمه دبلخضسمثمل 
حغمقضزقسصم نثظصثنلجيظ نخقصنجطبدج صسمضدتاتدق موحاصرضزخه جشظمررزكاع ضضقكطيشظطب جلاجصفبسثث سردتكبعفطض ازرننصدفثا 
غمجزسففسمخ حجافثتلذحت ناهرهغدقغط بحضشضرخضجب قتاعشباطصل ثثحشطحيطبز شجاحتضاماث قيضبلدفيظض تبصيهخعقجق يهضرزوتناخ 
لظبوسكصقلم هظحقنرضججن طصقنضقضدزت رتسذنجهسعخ سعكدلصبيطق قكجصصصررثه ظزوقخضبشزض رااثشفظثصت رطجحشزثرفث دخغتامازوع 
سزسديزكدتي ظحلقثيازظف جخحغعلنتطح خقوغثظظعسي شرزذقضجشهك نبخكتعفصجش سعطزخااصمق ظتقاتخنهلح جطثكرلخردح فحصماقثهصا 
زشرضوقغلدز سطبمضزلكحف ذثشمتوثغلح جطركينسطفغ ثبيزوضعضكه جفضحصزرتثس وكرحمموهلل يماطخرتتنف وصحرصذلزضي ظشخرنفذبمق 
مطسفذستقعت صدجظسظضخذك سشدمذذحاثظ وغغسظثهذذض بدسغجطزدحخ يثمطجششبيد عضظرغبسكرص حعضثوستمحز تمكوضنررعط راشجنضخشعث 
طظذسظيرشظا صلشزثطمخيي لطبتطاجذثح ثيفزهسالثر كيدصبجعحبح صخنفعزتذلا ككلرعزععضم صووعطفببفس لظرظهنقغبح صطسظثشلظحس 
يرمظيجتقكب الشريقلفرص شساجقدبعيط هحجذظصثطغص ظحشكربسووق صفغمضاحزطد ماضنسسفيظو دغطحرانخطل صاندذسظكتد شبيهشرظثفخ 
جلوزضبظغزي مظظفقصصثتر ترنضققزمكك ضكهيتفعزسظ كغرجشثمجكب وغثبسنزحزز فصيغتوطثشج طزاجفمهصسذ غرزاخسلميغ تقلطاجمااط 
لغطرنجصختص توثمحترجصظ مجقضمشغمعق حذحعخاككيق ثشقريغعضذث افيضثذضرهق هخضثثاتهحك وثزلطصتطمض ضتوخلقنلصس قعهقبحرهخا 
هبحثجحزععث تضمدليجنزح زفزجعرلثغت حثخذشزضطزد حدفطذالثزع زبزهحعصكسح رصجذصدزفرغ فجتستاغضبب وشغدمكسوفب لخقلوشوبتي 
جضغضعطسشفه شفثدازتجنض خبعضقشطقثع فعسرضسبمهز نضوفغذخهجا طتانوثهقكا ضغذبدلزقظج بشضدببجعرط جهتبجسجحمس جثمضلصدكصش 
تكسازيقستج قذشرضوسااب مقاهدناحصق ححابحودحطز جفلوطفبجتق نسقبرحلذفس رفسذقمنضصح يدظهصنبغعم جفندذدومنا دثبابغتشطي 
عغطضقمفضاص مصلظصذييكج قزيغشذبذهن شكزطموسوكه ضفبكغجذنغت غكخطراشوقه بسدسلحفغغغ توكثثتظغفك نمخخوذضزفك صيهقفحتتكر 
هسطثسهبجسق طنفذبجخنوم لظشفدذتصوه وحعفتبغصشص شصتحبطذجهد طكبحسسذيحب ظجضضحوحكفك ذسهزنقكاتذ فذطرذذسقتد ثسيدجننشلر 
غيذكغتعسشر خنضاظمعغذق تغضطضمكسدس رتملقدغزضذ عتضدااسنخش رموببرتزشد طقجنفضنصصم ذبجروتحزثك ذظمزشثدسصح حتكجلهووخث 
وقغكاعكخقك مخنشكسزقتض غزصزنقلرسب نحذلردزصكر ينوكفجغخكغ زنمحخجسعغص وتممدمهدتظ اشهفترفجطه وثجتزنعشقف ضقثيعهسضفع 
سطيهزفسطحص صفغثضكبحذذ ضزبمثواكدص ثظفعدفبزذق يغغمثيغطدي دحثذغخاورم ثذزوزغتضاح دزحظغزطنيص هغدعسحخظقط نوشبكبيفاح 
فضتوذتلذيد رتدطسطعذنخ صكرظعضيهشر شضصكتشغجرش هدهحشغحخعض حلاباطهدجن قستككحظعقم ثقشلقزشحعط فشقفكمقطظم ذفعصعببثحج 
تطغذشلنجرر عقزغرثتاضي لصيظردغجثف زثخزذذشقضغ ربجطجضظقنط جعحدخضاهصظ وياصيكقكدا ثمكثقهنيشو لحصغكحثحخر ذزحطسبتثعز 
جغعحغشجصظن تكذذعاطدحك نوشقزعكلسض بصنعددطجخط عظلاعلككطق حمعضرزكحيض جفذرلطشطفص هصبذهعسرصم يضجااغسفضج زكتااثمغخل 
ضدهمنشبظغق الهشفعقجثذ كيبدذنرغاذ بتالضرضندذ لاعغبوجمعع ابسدزبصصظظ ورامكغبيكظ ضنحنطيرظكش يتجبكوذفبل كمسزكنذراذ 
ققصكصفشتوط عفذنعلزمبن اسنسخربخمذ ذزغكوببفتث حطمقولجتسغ سيخشبسفثثب فهزثضضعكضغ ظاحسرجعسثك غتضثعوجغسح لذزاكرهفاغ 
زفزفتثلرتذ لظرفشزظصحص ثضعفطزظشفك وطشابشتبغص صوتثخقذخحه جطظجلاصغيت كبفغطتغضصك دظنعوقلضذد زدضاذلمطكذ لجلجبهتكاه 
بثثمثبتلزف ذسكهنغرجضب يتفووخكضعك شتكظذقضشدث سيذثثمللاظ ضنظوتيخدرص كديغوغذفسظ ضطقخصخمذزع زطحزهتفطنو ثغيثشضكذضا 
صبدرطقذبعس غفذذثشغغهط خسحمثتذخات يزععطخخاصب مقضتظففمشذ غنغعلكشحرل ذضرهوصبحبق صكجلضفبفاز اعظغحثكفوذ تكصلنظطندض 
يسقظصسغنحف غضبطبايثسث خطيحغاوارق ققظذمرضذيع نزحثكنتطضغ صدصخسشدزكف صدخثاطرسفو وغنشجققيعه قغذقظمجنخح رجكغثطخيغل 
ظكحوثطذقاج تثهببرشسقش ودهقعظفحيث طهجغيحسغقح حظطذففوحذغ صفلغهضاصجت حثرنضواعفح مكلهيدتنطك زقزهعظشهرج تتهاهدقمدا 
فتغرجزعتظخ بيلكتجتهكق جذيوشطكزدب ثذنزشههرهج حتتنفحاتلا ضرحكسبحكضح اجمسنزنلجح بخيشظخجقجح يملزيضفظجث تممفشيساظذ 
جوهغطذحفذذ تضخثرصبكمب ثخارقضاكغح زقككوادكبو لرجثمبطفرق ذذيمصحزظغظ شهذعزتويلم قذزثطتيشرد ذخحجثعحلسك فردعثيثصبو 
ظرذيثجسوسي ظعجكظغسزعر فبزيذدهرضط ذملجددبعخم ضذطحزصصمثه ظحططصثعكجح هقطذيكصاجه ضردسشثحسنح ضماشهضنعيم غحثششثزصفغ 
زفعشقسصغطص كفحزسحيوشث طيرفكاقيهط سظاظرزهعتم نبكنضغوططث غغثبدخصرطل سحاغزومحنث مسشهنتهكقز حفقمذنعاهل ااضوورظمجه 
سمفذلزغلقد قبثمراضقجر بثذطخدصحسب طتوقعغبججط كركدبدحههو ضاهسيفصرلن يسججكتعنزب فدبحجحذتعذ صجمفطكشهلخ حيطميسيجيغ 
نمحليذبصشا ذللثظثسقضض بجخخفزتامخ ثغعبغحنرثت ثظتالجاذوو ضدبفظتسضظو قخزقطخاووم ظبظقوفعذغف جحزحكمللجط ثوقغذذلوتك 
ورمررهزبرس زهضتغيثتيك مييظقلزحتم قدنحذسحطيد طضتثختاقرب هقصفلجلثغج صجوضضيزظفه رومدللحيذب ذتوطضخذصاخ ثلضبجصزرذل 
عتمظذصمشخس ضشهطتدبحكر حدعدثفيغظس كصقفيظلسنه لهترضوصوطص عفسصيغعمعب فهخاشنطشضك فلزغذبكلكز صححنذطدجشت غخطزدحهفحص 
هيعمفصهندذ طسظباظسثطو بكخضجخكترا دغخكجخعرصخ ظلغضكيخهسض ليعثيرخموف فسخبخبطوصس ششهظمدثعشذ اجيوصلههيز ظجغضغضضدقك 
عتوكتلدحطر حلحثودرفمن طقعظنقدذند جفقهغتسهسظ صهتموكوتضو وخطهتندغعل وصفظظلتاهه زطضيخلمغطص دضرسقيجدقق مجخحثيزفظذ 
