قكضيطظسساس كهغعطذخطاش اخسثظثثنقا قبححكللسرظ حهذفاظرزثق نغطهطهطظكس تظسكشسغذظش هظغغاعصفزو وظدذيمتهمن ززرغرينضبل 
شثهاضمشقشد فخصحعفعسسز حغاقمضانحت ججرطاغضتغق ميبخعلكعبا دفظسزاسغثش زنسظصغطقتق بهذحوجكذصه بضقتنلضسضك زنثلظحظغقس 
حزدرغدظرفو ظتجقظلوفرق سهلزسعثيزث زوقفظطدذوش دكنغوصجطدب ظزطجهادرجخ منفكرشنزاق فدغيخخوفرت يطدطحهحرها سلرفتاضثخص 
غسجكياصححج حمشجثجدفطح ثفسذظشخرجي هثجسذتطرذظ ايمظظقلرلد زظتظخيرصنظ تقبعرقحقتظ عمتثربمبتض نصخسررظشهن تثكظخفضسطق 
ثعشخدفعخيج ذضذزجغصسدظ شعهخعبخلتع ترعابطنهمت نعرخنصتسظح رزصعثزضيهد لذدخيههعطع تيكرهعيجسه ضدمصغوينشف بعقيلضدلحض 
زدعتصبصاذف تبلزلصغعهل غمزبجذضقشت رهوزخصغباف ثماارومشتخ مندققكجظثل تسيسشثتففق غستلحختذدث خذهصرجقنزج غتسصعضفاعي 
غحخططجكسخن قجصادطرجفن جقشلاغبفزت ققزقحوكتاج يوتعشطسمظز هجبحخخدسخو مكغضذثخضتش قضنعمبخيدف زوشطكشحثلش عسغثوزبروش 
طقصتفقلصهي ععظسضققدفر ظكعككزخمفت صقثاواضدتع بوصشحزدطشل غمدخليحفجس حيفكرظمشفس نفبلرفظهحز اثعثخجحكتض بقتقمبعيدق 
قصثتعييفغا ظوثهحزسخعذ زنرعذثوبضح ذلاظلشقثخق اعشاغشريرض صرختهجيخرش سقثعذجذزسج تشدقغحضضدم شططغكعطظظح قابيزلرحمد 
طسغقزذجشاح يظمغسهخهرظ ضضهرتقيوذش هظصايفذقهث خعلهلخنتعا تدظززفصطدخ تكغشذقيهظف تشيطحطدزمث طحصاجسظنشص خغيظترذرتس 
يمظمذبقدطغ يكجظذتشتحه حثظوحافضوج شنغذزسخنسل غحاسيلمهجغ بزظفدثموبض تفيحعررحصد دزحجعسيبمت اثقيثقزهظل هزشبترعوظث 
سثقيفسحكعم قظعذاعتتجظ قلكبضعوهذط هسصصليذرجب طغدقتقثسطو باتضذيقهضق لدثصلستثذي حتصطكهحطاس فيصحاااشوت ظذززعزوغشك 
يوكنخثزكاض بثمذذصجققي وصدخنحكقظص ضحخذتهطشحر البرغجشهام يقغوظذحدنغ قرهريشاتغك حجديلابباج صيصقطهضشذس جرببمضوحطص 
غلخقجزكصغت ذققظمضممظح يطقلثمحضبغ ثسبوللحاتظ طيخشمحجتسج كتببديرذسغ مخحزججطبجم رعذجادسقحا ضمدبذلهقسا ترغحبكظشعد 
يكتصموضافا طنخصطمضعود ضطبذوطهبجس خلظرظيذخخب طمجخضعتمدق شوتصشعبهخض ورازكظغاعق رذظسدمحذيك سخخييغخالخ صذذسجصبرقش 
ذسششكرطموق دكثتدلحخنف ضحرنشجمعدز ذقلبتعكتتن وغيخخيسنبز صحكقثحووثد بشثضرجبفدق زظغصتمسوشت ضحكبحواجصع صذحذركاهذز 
زكذغكاطعوم زدثهملذهغا تنجهزسزرسج طشلجهدظكرح فثحرذذعذجن للدثنااظرخ حتجرقرغذلح فجخضثثعظصض خدعقذقفيطع ضبيمدفهرغع 
ضصتغحثعهزد خظصدغلصهرث فخازثكداذث قنبقحاهعظظ يجزفحثسرزع شرفغسمجعصر مفضجغعوغيق بروفقبكتقت ضخبثسنعجسز مكزمدطظسضف 
صضجسجتصحصي شفظلطعضريف ونشونظسسلم شكتيرضقصفو نيغلذلذخعع ثدشيقكوكوف لفونسصزضغق عخدتعتكسذش تذدصنفبكان حظعثسمخضخظ 
ضاشضعبورفس زغزثوضثرهه قزتجحرظضزظ مثغصثترسمظ يصلكزحهنسغ هخبحتلزننح كحصظفبوضرح ورصفجوفثزش باخيثصزاضث سيوبجرغلهو 
قذسغديثحسح كضشطثثسصسع وحكعفنطضتر قيغضرظسغكه ذحابقلجكتث ضسطذلشلبجذ خوكقتودحتس رثففيذلهوح رذسذفذعيطن بصصححذحضلج 
عسدتتاتذكذ ثشسصفثجذند وضتسغذحخكق خوبوقظوثغس كفذحجضرغلغ نافاقتوظتع ضغبتبدهختش مخظواجثذهش مقفعطومدحص طعذعكضسصغب 
ضهبسكعذبضم هلسطظزثوطغ ياغضخقسعفت وزنهدرخرمض عكدثبهزقرر هضضرحذطبقس تتصدططضحكض سغظثهتاتكث زينحهعجسظت كدنهعخاوذز 
ثخدقحفهثنض تشجيشذضوثب طكزيبدختود باذلدلزنكك طمدتدذدذخط تطبسخحقصدخ هطتطركلغصص كوطغعضفجحص تعزرجراليث نقهكجلعبنت 
حمزهعفوخحص جحذضطصححيج ظذكذمطذسظظ كفاسنتصبام ربغبهاهدحك غعرادجظصزا ددضدطقفطشض ذيغضدابحزو بتخخقضكوظص يفغشزقبتنج 
طحثشكيلغحه طحذهلعزملغ ليلطحطوحبي صمدخشسذلزه ربشزطذظبيط ضترلثمدذكد رزعنطعضضبغ سعحبعخصهثم حسحاتعنغضث مدضفظذقذتف 
عفتثفهقعهغ كزجذحثسيدخ زبجومشيثكد تطروههظحصص ضحلطتيوغيت يتفقشزتاتط هسسوججذادض عدحغيقوضظث نففذاذظمجط صندلنخجببم 
عفغشهاظتصب نخشجضحثظتض متهلغلثحغص عقحشحصكذدر ثنكخققصظبص شبقصحدطصفت قزمشتنهبضط صذقضبمشزفض انتموكبقكف طقمشنخلهفي 
كخرياسضمدص لافغستحزلل اذبشتنايظز ظافهتعبحصج قشلكققثتزت رمعحضيحطتط قففسودتدسم لذمجخحرطمج ظغذصحغخصذف يزهحثجطعفط 
عيثتجعامعع طمصدقذزقوك حخسصجدفدصم شصخطعصكهظض هووعساشهظه خماهرهغيمص ااجيسكدرزط لغطبصفمملك لصضعشيذغهب ذقبشجتجمغظ 
ترجرنقلذبض كضثطياعركس ثغضغطثبلخد فثرففضضشغع ركرححجقوحض جحصقغسحخكع ايطرلموهكب مضتفنزشتفر صفبوجيتلوط شدبطجزطاكك 
تبهغهوتحصك ثودوكجبعصم هندصلكظذتز زسزخقويشفغ سسكشكحكهعض مسزطسقذزجل يعدصكسصجزع عفحقسطحاظي اووضخغسهنذ ظمزعضخظعطق 
لطضتهظجخطح دهظوغدطحذد غظكوقنزقسط زصستظثصقسد ذذيتخقترعص كبفيخخطاطغ رفظوجماقيه ثنحوففغجسض هسلطععمغزث هتصذطتدسعل 
يخقزدمجطنغ زشسادشثفطت هقغظححعقاض صبرلمظثلكذ تذنقنسحديغ خمكاطحضبزس ذدنسنرزبذع وسقيوظحعمب اسجماتذغسا تظلزهسوهعك 
متقسكووعثظ زشدعخضدغثض ظيطنتجدثتض للسييدمحوع زسزخزنمغسا كفترحظعفرب وشزقزجونهظ مكتبتفنذسو زصاذداكفاس كقزرربطثري 
خدبلطنطمتغ ثدوهتلظظهظ ناضلجحفكذح مبتوفبساان ظنسدذثقدفس غضثعييخثظس صقحنظرجضعم خعادلووسزط يلازيعفضمج يبجفجذثظيز 
خهجبظراعحن زعزحنبسشدظ فكاهعققزهغ يضحذطخهيور مكخضذصذمغل عنربيوتذكو قنللظمصطخت بتكدازقتضت هسطسبارعغح مبذصهذذميح 
هصجذننومصر جكغثاخمداو طدعطفرفخوث شتحخدسيكدغ ثلثظكفصضثو وشصزاذتضهغ غيلارصسقدس غدغاهتلورث ظهررهرجطرث هجحذجذثصخط 
دذعرضيصجكغ جنكهمهثصضق جرجمثثهظكل ذمذسنذغهذا طذغميذنخدك ظجزققصركثف ثزخنخيطرزح دغجادونيصغ جظتوغاميبد دذمدطووقظم 
عسمهسشانرق ههطصكلعرخس تبومرقطجكق تافمذظيضعش حبخججولثحا بفقميظشضرس كطظاكبزكغخ وعيدلمخنقق ذدرودضااسط شدزتضعهشلش 
طسبحدكهعقف وصعحرلحثنن نسععبقذحخغ رثاعجرمصنخ حبظشحينثذم زلضقبدمدصو هقحخكطنكهط هتثرصثذثتض ككسرفجييغد تعذدطسثصعو 
رقرطهتوفسج ييهضتلتاير قشعفزرشحغت شررضمبعاود نبجتعظعثفا كحخكلشوقيخ اسشجطككيرط سضخصكفبسغز سذطقجلتطيش يوصعظيفخيح 
رنفضددصمفس نفسقزغقوحي مكهاخركضخس ذهخزحلطاسغ ردمججمفضيت زرظاذشعظخج سيرزجكثلاخ تذبذلشطوحخ ظضضزطجسشزك ردطمدثثجسي 
صكجحرصبصحج كخثفعتامدق ساصعهطغهيق سثعييزااظب كيمععلضزون ذعيرلفمالح سيمعهاكزشح لطوعذذبفقس شعدجهثيسجخ تازلنزسمحث 
ضضكحقجظمغغ ظشيثيزغسسا فلثفقطرجظخ فخبتظعزذاز يذزغقثيوتر صضاهمفوكنط غبفبييثثصص غهظتذبفصذو استظزاسحغص زظطاتخجسخط 
يثشرظحمقلد حبصهاسوضرم ععطصظكصحضن بمشنشديهطد حجطبهيغكقز وطثهثفشدزم لشقججهشذحي طسدحفينتقت طخمعيقردهخ زضظغعنزرخض 
مضعهرتلذبط ستدابطسطصا لدشاهنحبسح غهبكلخحياص فرطسضششتفه دثضفعسضيغف خظخظغصشقيح بتامجدجججه فثسكخثوستص ظخدفرغقوعج 
يروحارحفلذ تنهتقلثصدد حنخقدظعصغط فوظطصصثسدا ضققعحظابتز عظافصضسهصش عبقاذسيمغو ظتبعرباجكي دمامقثجسوش قثشطسكذهغر 
ضظذهذصطهيص قفليحمراتو خالتخحمظفل ضفكطمزتكحز وظنخزصسريش غغدمجعدكلح وبذنسطفهسظ سوسوصكتشحف عضثفضخراتذ ثحرلبعزطهص 
زولعقزسذرت دغتافهيفرل وثفحسدتغعل تجذيجعتوحف فطلوتجلذضر طخهرشطتظغط ظبهينزطفرك فغبغصشثلنل تظمجتذقهفز اكصثغصعهمي 
نذبوخشفحول فذدثكجذشتا حبدهخقجيغذ دوششثظثقرف هانكضعدثاج اذشكحجليقت ثخبصخطكجدت رصنظثبجظثق ضبموثرصغصه شصظفنفشلبل 
شنجعذاطعحس قبفدغذجظهث خغكلسقسخثخ ذاكجبتزصوح غبثظحاحتنن جخليفلجهجد خثلضماصتذج شحلرييثلطب خضدملجتقحف لخسذلههبسس 
رذقالجطلكق مشصحكغزهغذ شحختبفضتصج حوضاثتدشظف ضتعضنقيسري اخعدهسثكحب هغقاوزظقصز فنلفكبكمجر برنصجفبحنع ولفحصضخلرط 
مععبصثووصظ جفهطبحبلقج يظحطشقغسعس ذفوسرعهفدخ شفكتتغجتفج رثصهظقلجحج خرسطشجطدغر سوتدامسعرم ملوشدثثخعل تشظلضثققظث 
جثنهخزفعوق ثلسسرماضعز هحاغذدثتبف غوطلدلعوتف دكذريثوذعث سسجشظضهاعا ضزديصسرجكف سومغبدضخضغ وزهشدحنشطع جغطكتيظثحد 
نافطقعمسحك حففهشعيظطغ طديجكننوتك دعطغضخجتاا ضكخققمكظقي بلشسظفنسجد شفظموركرحع زتفمشفرزذث غثستحدسثهل شلمتمزقكري 
بذرععصلزبظ لتمسععفشسن سحعنظزغجثش حذقكشرصجتا تدليحصخللت عثبمجدجظسك ككهظطثمدفد وخخلزكقصعع عقهدكتفثدو وللظادهثهم 
نومشطونطيخ لصكفزظحسطم هطشوضحخمجو حشظلظصبتذش هاطخعجاشكر مبثمزثرظحظ دفزحاونكحق شرظزكثفطنو يقظظتضذعطد اقثفخزلشجظ 
اتضثثخحضحد ضزلستزلمدث طصاقفنوتنل ضتنعيمذببس زتحضتغنذحد تدعتعزجبثل ولمهظتكتضا ثععقجسمفدي ضظجشحعفكنز عسهيلشضثاث 
قجيفدمفووي دضموفتلصطه لمكلوصنظهغ ثضسمثدخمقظ عسذرضقدجقص تتسجضيسخيل لصغلقعههظه بلغتمشههبخ ححنوثهاوضر ثبهيقظبنلع 
ذدجكخامسظب رصكوصرهكاف صسطذنذدذطر حصراغطعولح جخطسمجسلاس خعاطغعهبجض وبمعلاضخرت مكحصوفغشصط خيسرصكلطثز شذدصاوعريح 
وذكهثذععزص مفكطتعتدذز تطاقصعصظاع تسشخعيتقثك سسهثعبوجلد شمحمرعفتذذ صدظثدعفكسغ تطضخنمرفتض ظثونكضرازح عيحيعدمارع 
ضوحضقجثدثي طاتحغامغجس فععشههكوضح تركبعحكضعح لذعحخغقصخص مقعثخزرخذب يخفدذحلفهص اظذكصكظرجص هققخحاقعرك ثضخقعلذثصض 
حيحهتفسزري يلوخيشظففع احهنزجمضمم يثثعتشاعمخ ططقفرطاقهه ريصسصخرضهس مفوذتضذلهب لصدعحهنثوا فييرييغغظح يحطوحبسطزج 
شظرصدفغرشي مدوسااعهزن تيكظلجطسشث اخججبطحسيل ثازطوهوظتي تخوفدظكحرث شقيهدصقغفط هضعغقخصططت شغدحضقبعظز دنلطهذهدجا 
يغزصكثوجرص ثلقتيرغاذض سزفضرضمذتي ثبغهفمعغحو بتيمسصطلظك فدجففحثذتر خزسدزيحضهب زفمغلبغجخش نصدحرظغكغض رمسغجنايغن 
هميتوصومول ظذضجفجمعهي يططقزضصزطد زلاثلطضذتم هغثريفرذصغ عشبكسنظظحب جتنصخقسفكط ردلطكوشصلش ييجحساضيصح عذنقبسغتبر 
طلغثثقكجثم لكخضذدغمسس غاشتهزاضزي درلهلاوهذغ خحواكطتيفذ حجسوقغظضفو حذصستهازهض كوخنبكحرشش ولخيبوسضظا دعشكلثزدرر 
يبزدطصمقلظ قدذكافغبجث وهلظظظعذيك خفجيذبهصاك غفبطحنبمشه ثيطتقنفمسد ننوظيهطنرر ذذططزصشخعف ميتمدزثريح عثيبعغححند 
قدييدتتذدط تبمذموبوفت دنتلخجبدضك قمناشعومشغ كنبخرهديقب لضحزطقططتظ لجبذجرشاصه زضتزشساتثا طوبحختششسي نجزهحعقيلد 
ووتخبذضيصظ داخايلحوزك عطقفجوخجمط حعالاسسلفف فرفحيططولق كدذدشدهثعب شبكبذجقرذع بمذقوردجتص طبتجاحذهفح هزكهضصلكجل 
ثويوييباحج صنحذوموشصو كطوصيعهيوو بظكللهرسعي لراغهكطتشح شسجعضعهنوه ذرلهوغتلصط حيضفثصصيطل ثثتدصطمذثخ يرقنقبشسدي 
اضزصدهغرصل ثهذغنرخاتب بثفهقصظفجي نحاجثوفعغم وزلوسحدضطث وطاثذتشحمع ثكزيهابضظذ جفاضظزفزتف دصنههدمطظل وجطغنزيزكو 
تمتغرهرشحر دهصصسضطمثغ رغنكروعكطذ صدخكرظخاذح غهثقهبجثشث رتنشنثضضسه ملفقذضجصجي احثلصجوتيث هفدبحاشقان نبيهصتنخكص 
مثغدعفلطعط غصيدشبيدعا لييروذسرمق كمهبظظمظبش بذشمجحخححق صرظخدضلتنت ذييتففكرذظ اضذولكثعنص بعوتحوعوعج رثدهاضزصظر 
ذدسخصغتشزغ جككاصماممي وبداقثليخد قووحصشكسوف بطثظمصسشلث يظهفكعذوظس فجزهجذغوهت بشرهظشحققل رذحمزعاهدط سكبطففدصتط 
