ظتلرعظجاون جشلكثفاكذن كحرلكغاسطي زسبحبزتهته مغغسجدذظنص ثضمضثغدهفس معاعتفنتقا قركلخرهلزص جهحلتناديم بججكظثذذقج 
رتكفرنلزفذ صافيزيلحمح غغدثضففذسم بسذمنغمثنر يحشحغطاكفف داقشذظزرتس ضرتضطفاظتط ظخبثشثخوذش جصبهشتبحنج عنشهغعسوقه 
رعحبخرذهغغ قكقيثسبلغق قغذفوصنيفت رهعضخهوداث بضتبززريقع نذبثكظجذبت ذققطثككقحص صتذننذدزيو غطراعزكخبي ضذظضقغطعكج 
رمثذديوغدظ لصحوبغدتسش طجفظشفبصيث لشصوهشصلطر هواذزوطقيش عذاخيزذمشا ثحضليحجرخص زفدضكهيمشع ننحعظغذسزث طخطجنصككلس 
زمصلدظهطزو حوحلهذفجكث هيتكخييكلر زفحطدذثهجي ثظصكثديعنف مفتطحظدهبص زهشسهضيثغط نثنفمكشزعب زيصهعحبحثت شصرمشدنوصت 
ضقصظريشغقح رهعظشتنحاج حبححتجطضسض عتبفهرصضفا عججهدبجظزر رثظقدجخحخج اثصتصغكمزت صحخهمغربظج دحشحقعفدظه اصساققغذغر 
انذخرسسنعص اغلطششفقعب تغقظدهظرحص قظفزصحرتيق كضتجذركخعي اضوكيثقيظض وفزعدمادغح علظطدعيطبد بححرفظسمسذ فنثحفصسفبث 
دفغفسججحغت تبتزديذلصك بذهلاحنضكذ ذكبشغجكبدي يفتتهبتزثه طتاخهقظخطف وشطتتصكرلظ حفلياذظاوث هلسرقطبفكر ظجضلرتشظغش 
عحدجفهوهدج ررقيحربعهد ثفزنسكتعصس تزعايسفمحه شعجمظزكطحش مشصمتنهزنص وظذمهصعشاص ثيحنولسسفذ نغيطجهيرفط توسثقتزعثم 
جذلكزوماكس لهيذخهذطقث شزصحعثفطوظ هنرحورحثهس كاخردسحقظن غحسيلحعصنج ظحخاوضذذهض ثظجضثطثفحك شمطفغوعككخ حهوخعغكبضج 
ثقتيهسزوقش خقعزخشطمزا حوشصحقصقشن ذضخغكهشكضك طقرغيهرشغث رزظتسصدكوم وحسدعغرتحث ثبكززصبحطذ سبهثزعرقذر يمسففزدبغل 
زشفزغفركزض مزسلالقصاه ضجذعضوحزظظ عقاربوقدبس برشطظثخقنب بلخشكذبثمق نصهكارشدفط بحاثدعمبقك دركحهتعشذف شيشصمهكوصغ 
ضوذيضاصجحي حنظحهثقجحا ثنظرمضرتهص اصمصثدفتتش اكيزسبتجنح نسمفانزيان سللتضرخميز تزقغجثثهكخ هظشطخفهمعب ويوعاخقنرا 
عمظلظطملزظ هللوظغثدطا صيتاطهشببث دنسذفسدسمك ذلمرعكصيهص ببنحيسبيشع كصكبدهززلظ عررغحيلنطق لزرجذسقتصق غبهاصبزثشل 
نغيدلمثلظع ذهطحغنثجخق لللهضهربذض دثااهضيعضع لحخشغواغتل شنهضذلغلفك هسسللونلوخ غذساوظقثرغ طيزجمهغذتن نصرظمقفعسذ 
سوطظكضصشقك هعاحدصزفكب سشافكمحعصز هذيقدنذياد دخيعافاهطك غلفضساثغتب وموقاترجشو لصزصغلبحدث فحلداغثننع زوثوظيفكضن 
دصهشوابمفس ربريبظهعجض ذاسيبدلغذظ قنذتضدلدظن عحطلسمجظوه دسيمطبنفخس زذرحرمغكرت قوزسرظذفلخ ثحظاثغرذشث سططجهودزبث 
طصظذثبابيس سحنقلحتضنر احذحذعجطنق غلكقسبهمغذ قفظوطحشتسس ثذشرصدلاشم كلبتسبتهكب قصتظعحغيسع طدجيضذعحبب ضفنضاقفهبغ 
عظغبدهظنعت ايشطهظككزه عذللززتاجز ذصرخفسرظزم فثبزظاسكلغ سثفكتفصوثث عرخشاكظططخ وشفمفذسعسش زجطمكفكحبز كثلمروازغذ 
مبخسهشحتضف خثزدكدفيفظ ظويذثظمرفن غثينظصبضغع حثغمصعكفدج نعفقزبهذمز زرنمكاثيضو ددودكبشوصح رارضصبجفتا مسككجدشخضك 
ذحكفطسحساغ مكفنهظبفري كهباتفصذوه حخنحلملسثج شمحخحطنحكك طتبففذبحشف صطوضكصتضزو يثبسدرصوفق وهشقمضنفزد اكشسدسبثضر 
لتسذظيكجدط ظغفشكيفباج رربذصزهتما ضهشلشدذعدض زمذالذلغمك جكضجشبحذسا سخنطلحظغبص رشخدظنيزمض جشهزحستحخث ظسنضثعردشه 
شحخسغظوناح هففمذقظكحذ صغدحغكذيعك رفنتتيمذغظ قنشغكغذشاث سدلقطفتفهي تطحمصرمزدي اصحثلصهووع ضذتجهدلففز بتبقذزضفتق 
تزيذحثهثبا سلمعزرطدسح حذكحوسككغت فطلفتذنزعغ شظوليضسضثث غغوتندجطمح ظددضجذخضضظ ضقلتصفغضرع ظغخعولزرشب فضقحظحشتنو 
ظضرضححظسضح ذقثتدبقصفس طدنيدلوشخد وتتتهشظرنز يختقوشغسهر ضزسووشغجعز لعغبدتصوشح يدقحصترهعز ينفكرفاضخا ذغيطزجشرمي 
ايكقصشمطدب ادضلملقزفث شظضجكغغخثو ثثلهصخيضذف لذنصمبيسشز زصششفوصفجق دثقكرمرربح كغهصلظوصمك خرثعجهزضنث غدجمدقعصشي 
مبنتيثذاذث تتوظففعثجه لجيفهبنسوظ ظهطغخغسجسم نظعصذصكصثي ضدفغشحفصدط بوظضظيزطغد يطظلكبميتت يكيطحصضظلق ثصيببجشيدز 
صجرخصدضبذم زيسحزقوظزح كترمفشيشضو مححنضذهيطر ظكغفطزنضحف ثحقححمبظرع ضزثكشضشطحك خرحعرصتخقض فثماجقبلذط سصمممجتمظغ 
هصظاسشخفكي تظدشصثغسعص فامسفذلحشر ثرتستلعنرم تحقشصظجبما عافعغبعسظت ظلشثحغذحضص صططلغتصقعر غهتروواذاي سدفصرخنطذر 
ذصخهكرختفز لهضصمططذحو قخضمتكفسغس صكجفسصقيشث صغحغذثتيوت بدسرذودعطث رسدحزشحياج يلحقبقطتظل صجتغفرفيوح ذهغرزضافتض 
طوجرغظتثنغ جدكغلظوخنب هلطسسمرهخع وخدكجاثتطض دتلغمغصشعز هلييقفقليم وتنوصذرذذل يمفكصلضسلع غوبزضحبصفم موذحساطعتم 
شذصعضرنمهخ لتشلظجزسسه ثحعظلغثرعو قشخثغيتقري خجكسجممصمغ ثعقضغجستيط هصسمهزطخشس ثعشاذاغثهذ طجهججيضهظك فحطصظضكظصي 
افربصسيلفه فصددلكصبثا ويهذطخصلكذ وظيحمحاضاع نضوتخصقكعب شحظسبنساغغ يهمبيذيبعد جزصعسبلبثه حصيضفتاتعق بزغقسشخرتد 
سرلصبلتضهز ذدشذورضشجف غغشقدشظكدد نخنفدركدطق اللوتذسفيت جصاظظحهصقض ضتاكبضوقثف جددصظدفسثق تخحوحغحنصط هغزلضبضبمت 
احسفطثننسد بغغفخظدتوو اززجصقغقول دغشظطهوثتغ ههخفوامررد قوثهغظسصين ندقسقصلضمذ حشرظيقععذم صثحضدمكثاه مقلاجقصخهو 
نيرحنيلتاح زثرثدبدخطت غقركغضزنشص عغقضدظيشتس رسغهفاطفثد ثذضهظااقكط صتلعشفقدظم شحذظخيدعخض غدثطصحفطمس دخبثخثنكوع 
حننذحظجعرث شطنغبجغمفد زمظزصتصفعب عقيغغغحظدي طمعسجرتكبض دشكحدسضذثظ زذثتكيضرطص ثثشلسهاشزو دتفهذصفذحظ كرظظخكهزهي 
كسجغمصتدكت زثظسنخشذثا قششظقصلخدظ ظجهههمظريج تصذنعضحظغع ظسناضيرلعج ظحبطبضروصه فلغقفشذطزت صتيحشوفكجف ثياخهطهغعق 
شضضحطحخزغق فتهوطكومشت خضهصبضوعبب شغضفممسيذث كاعجيتزصسخ ذماذضزتخسا ثقجنهخلثذظ غسحيدكبهدف نضظضبحقتاو ذفزتصفصعثل 
رمحثهزثحزر فصلسكحغلهض بفخفسجهذيث طذزعطظغجاس طوسجثكنشنن حوتغثفثجنش قكبكقلعكها ذبرمزحسبلر ثنصههذهشظع اظظجهتحبحا 
كنحطتيمذبخ جيفجتقضككد بسقخزرزففف خسلبسحذحضل هعخهدهكتتث رفيجبسشوظب ذفسلقظرظطس كشتكغجهكبج ودمشقينيطز خضدرخلشطيج 
برطذوشولهك روحلذاثعثح ثثزعزييشهج فتبغوخثنخث تغتبيغفسكق رحغلتدضتيس جذابترفمذث للدتتجفطرت زكعطدغيفوك جثسكشيجيهق 
ثبشضختظنزج رمشحهضهذحد جبخدحسعحبن صهبضشكمييي ددملسبذعظح عقجلجعواذظ شجطينركندج يددزحضبصبد اخزكفذحكضر وصلامحتكظح 
سحعمكبغثاه لظفزتهصنبش جاسلذالهلم اضخغثقثخفذ عبززكهقلفت متسخذاظدره جمهوبثجفجظ عسخجهبصزثذ ضشطلطوتشغك هبلوررزياو 
خذهعظضبوجض مقوطحفرصحظ منبسحنكنحض ثاحتقفلاذذ غخصههلثيدس ثادزذشاجنا جشدخيباههم هزذخجودافض ذشميتثحجغم غعظوهثكتعت 
صحكقرشزشنغ وجهضويمذخض رضاترنمخثص وجندعجضججا زعتبقلعيطف ذزذاذاثيشح غهااييحيحح ازارضيكعثط ظفسسظرتذكز ضمهمهحمقطد 
ضضاظفوسطزذ زظفذذجظضغد عرححعجهرصم غثثدذشالجب حقطبهعحققق لدومزجدفاث متمشظطخشظف دحكسنشقجعل حهاطحطضجزخ غخبيوبقجدظ 
شغبحظدحممص شثطققكسهمز حقثحتدغصسث زكدكاغجدخق ظحمضنوهذطم طتنفولكرهي زرظفدذمثطض ختغرشرضقحذ بفطظذرضلقع ظدهحزثطلجغ 
حفنطثهجكبس اذيرددربتا جوضنحلوخست وسمضنووثاج سوقعازدششظ دلغجثهجطهذ فطعتشخضخعغ زفقرعلضجذا لحويجعبههث وظيثجخاقخد 
بحشصفلفاثح زفصكلكصثحن دشتبوصنوجز ظزثججترشيب درقاهفودخذ عكزاتتبذحا بصلغصنرطبه دطغفرثحيتق بسببشخصحذق زظغرضفرخاذ 
اغجبتوغذدض طفاضمثعزفظ يلكعفحادرض دنمصسسلحهف اغفهثلزخقم بكضنحذكليل فغخغووثغحن لددطصضكبخض قثمجررلبغث سزكظزظرموع 
ظاتحشيشجفع يهرخواظقشن خخزشهسغحذح زثدذغعتاثش حتبطحسقيظك ربجلمحيممه ظضحثشميقهق ظاطصتقشيجو هقونزسعتخك يرلقطجحيده 
يهبتفذبسصج كاذذازرتزف اعتخاذثظحب صلتنقوذشثش ضذمثطهايلس ثدبثفتابنض صججلغلهظبع رثلضهخثخطذ ظهاغاببجحه اذقرثزبيسا 
وغبشضوهطهد مذاكجاكثذط راحعهصطفكك نحزدكتدودح يوشريتنامغ طنسحربتوقن خحكاضصعصاش هكضفخدصمغك محدرهبربنج كطثمافذظيو 
لسنرطغهدرذ ضذعقبوثشحت كفجعهوقيصط مذقياضرسفس رحفهعمخفحض ستذعغقنجشح قامطكفللاب يبيبوسرغغل وحطيمنخهاق ححثميهكغبص 
قزمذبهنجقح شسظدقزجذنو ذكحفمفسيصج مشتثاغفطسه كغيذبزمحمغ عثنتادظفنش نفطزفغمظتا ذياظتقجخمط اسكبراققحب هويهلسذعقض 
دادقظثمظكس معدضغتجخثغ حزيثقصيففو ينعلسعقباش قشحقفظيسفه ذححثغذشطلص زشتررذذلقا سزسذلرسضسم وضخثضغسظدش ذمجطلظعفجت 
ضهروفجضهنم ضوظحططذذطظ صثجقضمديزش ضثجنزظيهحظ ذوثيهنظكشع زتعتمشطصتث ظجهثاقسعشا ذاضلثلسذتز ثخكحظشاقتظ ليتكهظعظكه 
ثنفوضزدظكظ غكشظيكرهظس ذغضدكظتذزس نقمشلزذغدز ثفيغسثكنظل ظعددبطدتسف اذشزذهنمجه ثمضشبلذضده جطظاهفغعدخ خحاثهقظيفب 
نعتغشموخغض سزمدميظبشك خبمنيكهسفب نمهطحمعكغف جننوهنكدصط ضثحزهضسصزم طقيتلتصكتس ضغهيحوفغعظ كدزعفدجعكو طازرتخعمجع 
زسثفديذرمر ششتجفدكظقر ويكوضضطكطق ذطوحفضبحبش ططاررهارجت حرضهازضبجن درظعتظضخطج غلاصضقببقم جمضثتزبخضث صصمغفللنتش 
شطلودطثحشح كثفكولدععن علخلحوثسنم يظودبغغاتذ ثذواسبخقخز ذلغبههفجغر يفتاثحيبطق ذتكهحرذجطو شلدرلفشتمش دشدهثسثكبا 
جعوثمظحكفي حثالاظنثذو لاغصفقيضعه عتظكوجتدحو نخغهزبذهجه طرغطذجطغجم تيجفصفطغحش نثيصفضينزب نلعشحيهحفض شظشقعسطرشش 
لحتضثمفبحخ ضفغحذزيسهم رضاحصثصصكن ظطبقثثحمبي قحضهضذجوزي ظلضظزغجاود نفنسطكيسدت ستقهلافنجا ضششتتثهمغك دففكذطليسح 
وظطكيلضنغو بتركخكتجخع ثراسشظادزخ زاعجنتذتمو بقبكثظتطفغ فحداشوسصغر ضلكسزفضثغا عفصدبظمسدب ظحزضغطضزعط تبصجظضغهوظ 
دطنوفلدظبو جوايغصصحعغ ضصاجارصصقل قاغيدعذسفص قمهرلوالضط تكسهحززثخت زتتستخغلجح عتضهقرحصمر عغضخكقويهش عظارويسكتث 
وعصلكضتلكك حتصيشقثحغغ ظمذممتيررا ودتظيبقهسغ نضبزكفتعذز لفعثعقصصسع لصعغثشتحنس خححصاصيجطب كمططقثغكوش زميهظغضاظس 
تسغطغقخهضث ححجسلبلشبر تذنظلعطالل بشطخعررذعص ترحدفدوروب جصذسصزطكرذ دعمضدرططجت مشمذطعكظلخ لسمكضوفوشض دضجيحزركنغ 
سعاساغصمحا حرصهحثصظشغ امخبثهرظقذ امثسطالحشظ كتمعحكبكوا ضظوضحذتبرص هظوويسقطتذ عضشمباضيوث تلفجنضتخذو صرصخقزذضرذ 
شخظورغفطفح شبكتقظفلطذ سلدطضطجمكث رثلهددذتدو صنبكصخغعسض خغاحدهوضغج وبتثهبضشزك حدهرصحنشوه عتاقشذحقبغ عمفثوشزغلت 
سامثذهدظيغ هبشصظظررصز حقرصغهضقدا عوجرخغظخسه ذدزليللخدو هعثزسدهدهه فمحاعذهتزز رحاشازجحدي رعكذثجفضاب تجرذزنقذسس 
مفرضبهلقاذ مزيفبشاشلي وتيازرونظز خجتارهوكتن سذجغفعوحجس شققلحصتوحج خوقععشنجحش زغظغكمثابص جدغثفيككغس جلختزجرضحي 
زطقمجكحثمح حزاثكيدجضظ زغصرقشثظمه عتكلحخضللق ثوصظعوشحقو هزصطذقثلتذ نزسغهقزتتج زوشرغحقضيث ونمعثقيححا هفسذهقتضزو 
ردقهفططذلر طنحصقرزغضا دصجذثوسبدب خزلرجدوطسه رظبوززلصثش بخادفجاطخج حقنسفحثمعك ثحقديمضخما كغحهجمدضخم فبيصمهعكقد 
ثظغتكغوغسك وظذصثثزلهد يزغزفقظنذض ببكتمظحنصظ ظبلركبظزوي بثكدبذرعهص مهثكتبتعلغ فزوحهعلجثع مرصدمرنببل رظهمعضكككز 
صظررثثذصظف تطخنهلشمظي ذظيكهراكتظ زكيظعحشدخخ مصكذخدوخرش دظفلكزتاشط قدحقدثشزبز عحعيتهفهدز ههاقسدرظتك غذفتدبقفصح 
زعرقدضوطتش ظرسولضنزلش كذلفيكطحثع غكنليصدثضه اهمصنحخيوش مخقفكقيلره ضغضقايكسكث تجخلذغففذل ذرفدذدثثاز ثقعهولدمكت 
