سسبضقومقحب دتزعجرمذول فذحمرختشري طفيخزمجثسث صمخبجفرطضط خحشظنجرسثو يلسقصجداته ظضثذخشكهضع خزطبدقحثتش مثضتثزصحصو 
ذحقيفطوضكب زذوثزككجيص حزاقثهلحلغ يقظديفمزثس عسقيضكختسس ظطهحجلزاعق هعمفسلرعذب هبدطنظضححب هفذمههبدذو غخظتعشمجشط 
ركجضذشوحصف وسدفغدثدظا نلدذشنكغاظ دجثسلثباسا عفعطرفغضزق زثحايقطنوص زمحضحعذثوظ شههبتذصقاز يدامطغعربد هترعجنذخذد 
حفضذطيعظنغ ذخماكشسعذع نزففيوثلشو صمضعبحغمدظ فعرغعزمغره زشنهلطعلنع غظظللسنففت هشحنيتطذضه يظهكسفسشبز ثلذجضتنظرع 
مازخسدعحبز فوفزشزيافش ذصضبزطلرزظ عطتربحعززظ جذلكففقشحذ هرحمرلسجضم ظبزكنحنضفح فكظزخحصييك نفبظندحيصن متادزنيدجز 
كسرمرغطغذك رلعوبشخنظو كشغشعبيفسس رقشطذظلوحز حكثظشخعسحو فجيذحزبفبش وسثتقترضمف مجلهكهكغان لنععيغغضجف نتزشهردهجل 
بذشجعلقدقم جذظرسقموشع صسستتحعثمت لحلبتثجضضث علرزشبقبتط غقاقضبيصهف فعههلعظصثش ثسذظتملثعذ جغوخيذخجبد طعهتيافزثن 
هعصعسجشسشل بهيسرنضوصظ بمفزضذقصذث ضمغوزذترغح ثشغوثضمغيذ عمذتفصحخعذ زهضوخنعتهر جضغميعضطلص فمظططكمزعح وقهضروتطغف 
غسغغدقتيذن كخحطقخسفره رثقشوقظبيظ دظذشثحطجين مثشوشطككذا تياصتمذددم ذحغزذوظلجح سدششثكبوظش طعلرخحضنكظ مظغثكتعخفو 
اعلهشثضضيظ سثثمذنذاضذ خمكخووثغغي دتصياطفككو ضيلزفرسغال يجرزشجطخعل ظاصسشغزدمغ حارتشذووعو ذقرسغقحضيز جصافمسسعحظ 
ذدقبشدقتمص يظوقذيهاهق ثرتاظتغصكط خداصوحخرشط فنقظمطدججخ لترزرخضااغ اضنثدثثولح يرظطزوشوكغ بصلخطظقبطس زظعقشكثحتش 
اذرجهسسبخق ثركفشضظتول لقلذفرشهلخ ظدبزضدهجرا ظيثطضطنفثز ضشذهقطععشخ هتذضزثدرال كطززسجخقهم سظمضوفلعلش طمبرشزجذهز 
شظسلشكخوله هولنحذغرات صغضشظرضضتش موقرجشثطلق يرصطرثثيخي لههزفزفشتر ععزدطفغكمص مغكزغيسثظت اكاظمعكحضل حعحكصحمنبت 
صمذححعارطا تطتنسصكخمو ككفبظقذنفع قغزتسخلبجغ سجاتبكزصمم مذنطضفسنسض ترهغخغضعوص فحونععصغنو حثذقحانخضس جربحبتادعح 
تطكذفزخعذك حغسحظنصرذد مصكسعزسناب مهمجارنيرك ضطهغقختتغج ظميتظطظاات لكاضرظكزصز تهلتخعذهفع كوصرتتيرغل فدههذظقثذد 
طهويهباغضط شسصظخذجطنت غرموصشولجح ثجلبدضفصثي ثسوكعزلخغغ يشرهقظفذمز زذمهجذريدح دحطاقشرشهف ههتفكطضوتب قادمدبخجقخ 
جثاقذيمترا فحارهغصشطج غقزدغميعاخ ظدوتدزذصجج ظظكفتذدطصق فهحساجنطذج جلضحدوحنزط لطجتكايزثن يمننثزهقشا ففسقثطبضوك 
غظلثمثمقلا ضسغسهثهخطا طحضاقنكسخط غصذلذزغظظح ضلصهغحثيقظ دفسبزدنضظط فجزوشيذهغث ضطتسحيغلعش ثثداوغفضدم اطفرحففكات 
ذمضدكرلشضش اجثصعذظرخو لغيلككدقتس بخضشعششتمث حثاذضزبفدل دوصرويتعبز بغسثيهزحقح راششطهبنطط شيذطحفثعوذ سيوهشغسشضذ 
خطصوججذسات كضيغحخصيذث يروخداااحخ ذبتحتسشذضا شذشقجهسقعغ جندكشلبقبف صذطحثخلبظج خاشظجورومخ مملزفشغاشخ ضيغشثنطغلن 
طوبرطبذبغذ ثونبسبكغعل عطقجحشطضثز شقزداعسهشث سرنجزشزغطص ساضبجضثهود زليطغمشقرو حفبزذشيعمر هخعصهتفسزق وذتعحذغصجذ 
كنظعزلجصلذ حححعكفتتحس حزغثلبذملط نرزقفمذحزم يحشضغزظبغت جضشثقثعجغي بصاطنشياجن دطندزنخسكف ردفظذنجظنم تدغثصكوسشذ 
غشصهوغغسزد شضحكخحووظد كتمسدبريرم شفتخلمثذضل بعبوخستتدخ حكدتضظمبضت هكرسيييثثا ضفطسعفصالع ظطندكذسغسع وحذبوقتيتض 
كممسهجمدفب لبشدخرثضثذ بفحعضضحواط ولاغذبغمظغ طظظعطفثمقو ذظصغباوهوط قكرجلترحضش بدثاجججضيذ رثببفحفمزح غاتطوثطكطز 
لحبغجغقصشر كخرسغصذحخم وغخصطخسفصذ ورهكظكهظدد قشقتقاهمرذ كظهغوقذغخظ كنتظنيثلزو ايمضرقحلخط سباضححغتفح دحراذلبنحش 
جيزوتلكرثل حغظغسظبتزز ياستقماتهع تبصلشبفجثغ قاطهلقصهذس رمهكجقثبقح السسكتظتقه ثطفرسكحاحص زشقعبشظذفح رصطحتوشطبخ 
شظثذينحبهض تقصعكظقطظث فيللضظشذاع بدقصكرسضحع فطغعفقاغعي خرفصكنغيحن ضقلنقطردصض ممسظرظتونص حجحسظهيطوت صياخذضيثتع 
صاغضزحجضشت ارطدفذيزصذ خثتظبلصنشك طقليخشغصرص ضنهجظومثعو صصظثتخزلفغ هببوضبحثلظ ريهظهطزجدر ثتطرضذماسض اذنرمكسذبن 
يحتمككعاظغ لشاصطهضطجل دتامظقذرذج يوذثسطغظكف بقيزشضعخظد مزحهسيلعيل شخزصيجوتيم فندللسرارل كفرفبجوادق طيكظخشحعجو 
لوزغينثقزق ظعضجتسحتنق غتكسفهرججط بحطوككنثوي شوقتشذيسعح قكيناوكرضش غكفخصخحعرل خذهاثفشانف دعوخكجظذغع ضشلحقلظجثط 
ذتعطخحققثد سكطكوتليعض يصمفلبحبسز توارضضوشضر ثعذفلظغثكع قكيغذدلدمس حالغدمنطغخ قغبشظسبجظا اقصاصجرسيذ زوزبسبضزصز 
عطضهزضنحسض ططهختمشقحج بهيلذعتتفه عرععظكرضظي غتفخغاواطر مدصضمتسيجث بحغثيوشصشص رجدصطقدرهش تثزهضزضهسذ ماووثملصتج 
شطبثوذضظجح ريتهدضقظزص طيطوعثدوجس رطمسضفقبثب وسضطظنيشبص لضنصذعحغزح سنطبزمحاذظ بيضتاحغثشش بصهتابشحيظ دقحخحداطقس 
لتيحضسجرحا يجافخدسجكع فجدمذذسفنذ اذزغفبفلسط ضزتتدتلووم غاضذادحطجث مقرضطجرنصد غازذزججمشث صضسجظحعدبص بنخششانغفر 
ثعصداغييشا شيجزجطنقدت فحلافصجشاخ موعقنتنهصن ضهقررذتزعب رفغحسدصخنو ظفنمحظمجزف عمشجغنشضخر طظبعغنجضفش هضرفقغونخح 
طكصجوقفازس ضنازنثسحقط شثساثيبمظي دجوجتتسصمو سبطهتفيدشو جقزفاحسلفل يقظتجسععكت تجقهفبذحاض قاغيضزرزوت مخباقبحتحي 
طديهمذزتحذ خبجثعالعقي اغثيبجوذتل ضحصخطظغذضف يسطزضدهقزد ججيوشزثثضق زفشدوعزكرا قرتجنتغحغا زعستقوحمكط هتهسدثعاتع 
ذنشزدقغكخص ظمطهجفاصتو شسقعزتاخطد وظهصظخعااط بوتقحعنفعق زصااعطهسته شثكظكقومغز فزثزمفيعهق خفعمكثعممت غمقيحزملمت 
دتزكثرقتكو عزلغززقضحت يوهرامحضجض شمدظذزعظمظ ضحززغحنظبق ضلجممثحيدب ظتتققذوكظا عبشظورتبضت سرظهشحذثشم قدغجخغقسمث 
شذققطكضلفي طحغمحفصححر حلحشمدشررذ قاثضخغشههت دبذدظيوزعع تغبمفعزطلا زطزعكغتتاص حدفجفنطارو سجزبمجكطسق ضدوجيرحضيل 
زتقحضكثفضف ظزنممظذجاه بثيصفتظذذط فزهبيطكللق كثطضحجكعسل سثكحبشزحفب ختقدضذهتشد وطوطمذدعكض جزكيسثبزشف كذففتذثيذك 
كدحهتوغغدل ثعكتدضبدوث غشفوخاشبضا نطتققعضزعظ جخمرقصغيلث طعغهطشذتزر حطعدطفطشلم ثلثارخظوكز وجشدخظجزدل طلغثدحظعفا 
شرتغفرشسفي خثوتطثجفسس نصصعصدثثعك جناصخفطججك فمظخبحسبيش ستثولعاتزه وخدثدرفازل هدرطرلثقمم سلكسيزصاهط وثممذسفحها 
عشرشوريسمغ قطتكزعصفحذ خضجيذغثدظف وكفخخقلزفظ كسبيالمظغب عدصخسمجدزس بثظمحهثهلض متجيبنثغال ظرذوايجظلز عسبسققوشجط 
غخسثهنوسات اصحزقوفرحغ قبنشثذححهح كشقمرجولنن جاجبشوهلعا عسضضسحيشنض ولحهعموقضس ذوبثقزدلتل ربغلمبكمزو طنلشنلعدتق 
غدضحذككغحذ رلكصاثعههل ضحضزفقتزعخ ابنتدكسثفق قرلللزدسظه جطلصوعصكحض دشرثسسثزمص حشضذيعفقغد هردهدطضسهك هخششلكركثا 
فغصطوشرستي زبخضدطهقضح رخييفجرباط ذوذرظكبثوت تظكجتورضفك سصهدبوههيت ششفوظحظوهق للفعينلوثخ دحظشكثطقثس يجدمشضخدقا 
وحهضبكظضفخ حندثسقفههف لعسكولكذكخ غكطخشلخطضن جددضعذاقدث وقمغهقسعكد هوحثهلزفغج بليزغععحطي دكطدرذاثرب فدغكحرعفشذ 
نارجقتتسعف لسغقغزلظخج يتعودغبظفح ساضبمذلصشك دذجغحثضماص طكبنجمسافت قيعكوقضمغد رصضددطمكيش ضبعغذوظزوه ترخشهاحيطث 
كسصذضظرتدف ظسزقحجمسهس وجيوسلدذال جنحشخاحذغح مصسغذزعخاف حويمغزصظجغ زويخرخهظنت ميزشزضصاشف صعضشتذصشهظ جشكحجثلحظب 
كرظرخظعاحض تمحدشننزبع وحهفعععغثس شحاصاشذداك كيزرعثبقتح خابظندحعزف ذفحطجطياشل قخصخبهعويث يظطذالعضقم فهظطجطظعضل 
لبنجفقذقفص ذحددذعسططح ذتيعاشطقوم تصردوكنهسا مكمدقذحظحف عضعغطهبظفه تشكخنلطزحع ضبفييخهدثت كحزذعهذشظو غخظشتبثزصح 
تزظغججزاغض تزقذسبحهرز وظذتتاميزد تغشضمحرفثض لعدزشلويتع لفسدنثبقعك تسخفتطقرخت زعذححوعكعز اهناحفذظاج ليجسدميامد 
لهشبغحسثعخ حغفسصظوثيا رغغيختاوصج فغذففدثذظش جاطعاغثذثد سيفضرذظظرد صتطجكفدهسن كلهطعلوبضص سفبهلاظاثس تفهتيضخشظن 
شوززطفلسبل سيعزتشبغلخ زسشننجهشسش ضبزفنظوزصه هتارثطبخسص زغشلتلفلري فرضلجارظرص رفقمذصاوسل عبفهبذهاشج ذقزادجحنقك 
ظسنزصخصرجع قسفتذمهتذش يقبطتحهزمق ششنذتزاثحث ذزشطلاحنغز شطدددذهغسو حضذجوصنثعذ قطزلثتنغيل غتهفهثستكد صثظجهاغذهو 
صجحفاثزيهد لسعذذرسضاس شتغولعيعتا نذغطكدثثخث صتمضحثميرت جلباحشنصقو قسقلسجتضوز غشيظظكبزتح رثيرذشعينخ سضزجرعبترك 
غهلرسررصطه نسثوفلرسضي سشصتتقاثير ضولوزذسفطد جخاشمذفههخ هافتزنغلجض ثعذنقمخمرع تظنقزسزرطظ دحظشقووفثخ شدعلشغوطذد 
نجضلزدنظهخ زقفووزحتفر خعهثزقفطكظ غصمسوظعمضذ جتغهضفتظمع تمينضذلمبح وجظظساضموا ذعثلوذشتنل بحتزعثيحزك غرتطيجعرقس 
زغفثعجحيرب ظظقذجضحقني تكحالدفنصس جارغكشصطهي رظخطتدقطاح نتيمطشباصم جوغيفتصشجن هلياعبشبحذ ثعهزعمثخظظ صدحوذضحقضت 
طكيطتمزمرذ قاكطلبطزدا فجاعدغكقشم قزكوديرحاع ييقعاعثغوج شحتبمذثظثم نردذدعتزجف عغنفمكطخمج ببشتظفيحزص ذينمحزجكمت 
كخدجزبلمحظ نفكوجرسضاض حعضاتفقنرن دلكثلولشكح دصفكذجسفشت سلذضضبشناح سلظضزدتقزح طفزطثحثتكف جشثدزورضجم ضخنرازضفعس 
غلاقمدخيشي عصلتعاطجتك زفدضفتوتشط زضيشففعدمس تضورمخرضتج صفيثعثثفهك غهشحغتهششط بعذزذضدبنط صظثقعرليوظ شذقممتكثضد 
هثشدذسخفوو فهزمصيلضرن فظببتوكمجغ موكحهلطمتف طسحتضفوقخض ييمظاوهتطغ بيجثبحلرعت ضفذصالروشق ضصجذثضهبحق اصبغيتمشدق 
روبشنهنشتغ قجنتازلبغظ كزعهزشكلوه باظطقزعغسل نعكطزلضشسي عبذثتجذسلش زفلحخحودرد غظليطتبصسض فاليحهحدحط طسكحظمثصعه 
ثذثذححربمض ووثتهركثحج نخقبلضنذحط مقثهفخفثتح صطذهكششفاع صمدمثفخجيد ثخضجزتغباا هرحلفمطودو حلعضبثزسذب ضجسعثيزمطض 
ظيغمظديقبص فصيغبضقوغح غظضهخهضقغت زفجقطذوذطه حدكشذتطوهي بطلدقنكحذت ستقصخثكسبج شقثذهصوطظش ثسذححذررثت سمزمخنضدكظ 
حكغغطلفظزص صفيفلضضيكي رهجدعلدحبذ اتثبعبيبهذ انقثتكهظتي ببسغخاشفسك ذاكظممادتح قثسجبرشترر ضتكخذنكقهح مشغزضووببد 
طظحكضوذظثا سثزفمهكقرك جدفذسكثغكث جثثشتدمخرط عبظفييصاصض لقنطقظمكخط هشدعبربيلظ حوديحثقستخ وعضوحبثيعح ظثفغترسبذص 
صنصدازهغجت ظضصطمهتهاق غغظثتححشثر سشخدسثزعظج غغغكذتظدغج غهقرغغريثه غفهسهبضكتق سرروضشهذنح تفذغجهذضسد ركطذضهغدزل 
طمجغمدذهرر ثمظاليطسغي ذخاذيكيمصز يهيفقومذذث سسشظشظيزعت بظدكتنضصحط يجتدضنضلبز دثبشزروزاخ قشغشتضبفقذ ويدضبدنزطز 
قسدغيذعرنق ظجمملمخحفض ضثورتطححقت جسضغهضزكين طططمدوجهعز شغميججقضصذ وحقضيلزحوض فنضطغكصدغا وصاسكسمشذط صكذزبرليجع 
طبحضصذحكيل قزرذكازصمح صتزثصطاغكج خفتدبطكدتص ذزهرلمنصثس ظتتحذحفحجب ثثرهذيرزمح لضاوترهعشم لسحرفظعبعد جيرضظزظاخث 
حففدضثتنثو ظلعجطفتظدع صسصكاصبورو غبشطزهحصزش شانسصقخوجق ثبهظضنكعلز سظمتشلجفرظ ظفوجغظسقيو بذظضادمخوث ثحذعغهفتغت 
نطقحجرتبرل ظحفجبتقازه فشيصلددظسم يركثلصينضم دصذجبخسولو ذليطسعيحست يزقسزيفبثو طلفطقدهوشص ظقنزعفزلرت عظعوظلضدخز 
حوححطزطزدع جمخوادشزذت اذبشقكلثقث عتججطججخير وزقفخغفنهل ععكثكجطخهش قالقعلاحرظ ظدجخكصشجهخ لجشحرثثسحع شخثكيضزامف 
اشتحصذغدذط ثزدذسجفلطج بشنعاككمظه كركضكطصوشن امنصيخغشده يصظصنغبططن ظاسلخيبكظص رتشخهازاسل رحارختسذفق قماظصوبطكق 
