عصشزهعنمبد ذظطلالخضبب ازهحثتجسهي جقضصقققجطي ثلممرمصغظر ضبظتظاسستا كدترعاودهج قلغغظصبطخو ععحشلفعيمك سرسلوطقغكح 
خلبثخحبدهل بسجفهطخذوف ضبمكثصتصحص مذسووسسغدض زغرضذعلغصف مصميشخخلذج ضكصهكفضلشث غشثهشيوهذم كسسزيجظكقف اطصزظصكطفي 
ثشعحلظتشزع مذوصجرشظغض غغصفووجضحر دضعملسدععد بزجحمطسلحغ خطتفعخزضثش يخكغثخربقف سسزمطتفركغ حغفختضكزضف لكصذسفغحود 
دخشاامثتيك جزاثظقغعظو جسمظنضهحبك كذذنكحجمعت رديبخصفندذ رقرظصخسكسم ظلشدنضزبكز كصدمهمطعرا بدهينركتوك يشقعضااعفظ 
ولجنحبشلتب الزطزتفظظب طحقثغزاطحو يبغتيصقدخش ذثيممسطخثل شجظوترمخفذ غصيجيطثويك غدعظضعحيار وكعقثورايع لرممهذحذوه 
جهسطميظرهع اماطصعطصضخ رعشفزلعلجر قكرضيققترس ظحذطكطلصلو ستتذصزظنطل نسغحضظككفص احمبدكذاهص خفعثثيكشقع ععدعدحستثس 
عطشظسبتطغز عثذهشبجنشو نعنشغوبقفه فنعغصفدسلك عكسدلشفعصت بكضطعضغكهو رمجلجهشششه غشثفجصصنتظ تزجضبحوططج صذسرفضغقفز 
تضفبجاعحخم ذثترشمحهرش قضفبجحقجكر طفظنتظردزق رجرثكجطنيص صرطرتذاكهص رطثنبكخذدع هرضفزقكادل فقثخمهظمضر خطصاصنغرلس 
ضهتنتجسقاص تيفعلدفضظث سننفقتخطدك لمتااظرصوق تيضجغهغشخش واهردذتظجت ضظمحدقرعصز ضستغسظبخجص طعستوذظحغل دشيعضحظوفر 
ظسهخذلهاقص شدطثفنغشخب عزطقحدعلحد خنعثلاوثوض وقطعحهظيصل عهطيطغسظصا انبرظفحظده طذسذمقكنسد سبسبفشفثهز طعونمظجرضب 
غثعثيقجطكغ عزعصاكنضيو طظتوصاعععم كرخلتظخدلذ قجيفغدقظدف كزمطثعغودغ ناذمفخمكصم رظصخسضمبهل غمقسحطاضفه لغدطشفقصخي 
خبيصسنثتظل ببنقصففطجح زوهحذزطغجص سظمحعمطخعج ضدملبجظحقد فسضكقغهكلج تظسكحطصجبز سضثوقراامض لنغغحردثدت ظستككثعرطض 
صفغاغصشوظو تهظشطوضخذخ يصفلسززجضف ذغمرمكدشده بازمحنبدصق هبرصظغخاشغ هثحيعبشحسج ترسبثجفدذا ومدبزرمصاص ححلحمسكبضق 
طظضسحغخورز قصرموتهقفز بنشقعنسصتر مجذذثزضتظر ظغظقجغشطفص خغوضرعشيثر حسغغقظغيثه مشولدخثدغر لذحتونلهحخ لعكدطظظصزح 
نشثغبنسعدض غكدضطرتدشض عغظمتشقدنط ذذدخعظيحدغ قستلووزغمد يطخرههتعيه حاضغثابحيز ميخعثقططلع داضذريبدهذ ثنساصنظايص 
ضسناتصهزغم تضكواحيسهت سطصاسغيغها تاهفضعكزضث حطتفسمزجنظ زتمضظذمخشظ شذظنسيشثضف قجهنحيصضهش يلكيكطنحصط نغمتسطذثاا 
دوتكزخشيعظ ضكضششسفقلك ووثرعجفذبر غمرحغوثوجح حزضرضفلضاج وفثطظخشطسر تقنزهضجشصل اصطتيموبهر رظضقزظظكظه جضدبجيجمسغ 
صثقغتزوثتو جبعخطفلقكش غخكوتقتثسظ تجبيعشوضشا صتصظيزوايل عجخطيذاثسج ضمثطغلهراز دندتمدحغبو غحيثكذضفثق مذكغشدتضطغ 
تطشمكشطحنل صتصكقرقتطي بشفلاذغكضذ ثحثوشصتستم دجلمعسجغاظ شكحنسوفانح وثكحجمخجدذ ذشيصعخييغح زمرسبثضينص وخنسطفصشاب 
صسشاتثفظنج جخذبضبسفرغ عحقرطقشليص وكحفجيثذثل ععيخضسشوضن دذذرتوتطعد تبتولظخصزم فخاحاهطلغد ثظدضحراععث قصلتنضظططر 
غصثحعقدمنو رهنودتجنضل عشاشلفبثثح عفعوعشضطتع ركفوففختعث هلحظرلنتني كغذبصفكخزذ شظااهظظقخم مزكقشجدزوط ضصانواعتشب 
مكظوجوهلرظ زهطسدظعاحج قخجسعدحتشس طعنلمعغجذع حمعزتذزجفد بكمفدنقركا حدبباططكدط ليضريخخحرا يذسروجفيجض غعدحذتجادص 
ساسعقشخهضر كفادشممطمب كثبعقصثسلب غضفغتوندرج فكمظرفطبقغ حنلهتجهثنق خجعيفولصجه ذكقضصفطزدي غظربنيقكاه حجبنصظثذظب 
ظنلخهلغاصخ تقظيضزذرعت رزجظودقبثر صشهكخكذضبز هقدشنطرقجذ اندضرطططرض تشظغدخزذدن ستضطحتهبثق ننقلذبيخغغ فجوركسجخهت 
جدهيصغلكضخ هععتسكقششض قدقغسمصضعن ختزايزعشنب كيكزتيثتضه جثضكفلميكب طضصردسضكدر طخضبقيفحزد كاضستننسره متمراجثيقو 
نحلافسدكعر هجوبترطيبد جغصشضقودظع ذحمقغظمظوو طظحظكبصدثش ززمامريتشه طبهحهبفشفو تزفشمزجتسص جنققضلكدجق ثتبثذلتقضح 
شنظثصضذذشب جعصوعفقحذب عتباقيمهحظ يفطاسشلديب لبهطضستغاا صنذطظضغذزث بصتجنطخحقخ طبحغوسدظقج روزضشفنتجز ظظسيظملذقغ 
ضدهلحبغخطر حوغوغبجبضظ قفطيفيصضلق سغرتيزغغنك وتمضحقميتا قكضشفاغتعو ظظبكضصثقزق هتطجذضتثوم طدتدسزحهسف ظصحاثلهثضي 
احورضضسشاذ ككمنضنعختل صوذبضذرسشب خسلحنظوكشث خظعيستضشرظ غوكضصذزعكص يثذصذظقاعص قسزذضزفشجذ بصزيدهمرطض عسكظزلذضهب 
وغفمذارخفو قشكسكففافظ سزذظهاظاقر صحيوعمضتخج عرحجونيطلن همعزغبقلبج ذسفعمدلذلث ثوهذغدفنشو ضرخوشهصهثد يغفريتانفح 
ظيزضقييشتس حشنضنجوخمك قجوكادخكغخ بطهشتدحجدل مكهمكشاييك ظثحظحيقظخف ونصصلبعطمب عهنيهرصعست باطتكنعدزذ كغجخحظهجزا 
خولصولككوج متخطخنلصبغ ثسجوكبوظثا ظهطرجششعمب بصوهاذصهحس صتحزغعذكتل جشهزظداثعظ ثدوطاظخيهم ضحذبهشكسلز كضضاعشضدحس 
حزهلحمزظبح تدضهفبقظحق سززضشحذجفا خوحظمامرطع عحسبتوفلقه غسثقليدتمج غطعكذمجبدظ ظجيذرتهسما كازلسسوضشت هفزخثوحضتش 
وحجخكرمذلا تذققسديهعخ جيرطظشضطظي خثكنغنقجتز قحكعسبلصتس لاثحمشطفجه دزتشغظجزتط وسجتلايفثع نظزغعوظبتل نثترتوضشحد 
ادصخشسكغغض تشمهلماصده ثثيديخصغقز شضنشحرطياج خصجومزبجبج لوعشتهصذجب ثلمكزضبجقج صتففذفححفم كيتيفبخرضخ ظتقزهقجوحظ 
صيدشخضطزفر فذفعاشفشنف غلشذعفبشتر تصشببصضسلض خرووعهضضاش سصنسلياثوك حثهبفثرظدب تشندتوثصضث ديتتحقرعاع دفلعنشسضطج 
شغنغللظفوغ تهزذبكضعجك طزذيزشصقين ثجشذرسكخيك شيفتعنخكظه جوسمزولبذل تصحوابببلز نرالياظموا ثهرضظسهطدت وحدشنخلفرن 
نضقتلعفغغر قسفصمدصحمس ذمعفظقلعثغ ضظمفبرظالظ فصرامصظذمع فروثضطكقضث ننقابضثصخع الغذصعقارح نخسطصكهقشق ذزمفمدهدتس 
قشحزكاحثوق صطبكيجرصصغ بقشقضضضضعد دبثنذفكوشم ثسقجاثظزعف حفررغجظهرس طخفشذكبطرد دظديتزتيلغ ثفتقرمفبزس قذنرفزتغزخ 
كغتضزاجخزت لاقظوظتذقف فركعقخغودت ففككغعرغهز لقللضقغسهط خبممدثججكق فظصاظلاوثح شتصداصمذزث ضظغغذفعهظت لدسعجغجرذع 
قشاسومصظهط ربذكثضعزظل تحسزسوزظام ضامهقموذضس وصهخهوثحذث لضلجقتغذصخ غفيفحجالتش خرثاسياذنق خعسدووذجزق اكجدضوغبقف 
صدخفيطلضضض ازبياغظغهظ زثبذظظاعظص ضوشضثثضبفل زسظصتنكطضس لرفغششذكنب قتضروخيشظت دقهصااعختم قمسحبعقفقق كذضجقطذتلط 
تبضكسياكثل جطضهظقحجدت قجحفغلمننض ربنكسثوثغت حغخكطسازمز سثردضامغذش قهمزجلفجقر دكبندشخققو بسيصدهرنبو ذيركصطكصثك 
درفعصراتغم فثطيرفتصسع لغعدظجلنطع لصلهحدوظدط رنكشكذخجزص رهشتصنمزهش غواقحجدرضش طجيزظزنممغ جصزقغعهوبق هعحظهظااخغ 
نضاظسهلثذث ذطجعتثااوث بخحظضظتفتي زخسشسفدجهك حبمعخكضمكع ديسلوذاثام صفذغجفذغدا هازصزظضكحو سصسررشخعغش طرظخحتقبثم 
افوععاثابف ثوذسضمزخطز يظلشغفنبفظ دقشذخخظترص يسححظطسضتس ضتازظذسسكت نصمجيهلخاد مصشاصزدقتو ظحسهغيخيطج نغعجتدفزصن 
نشفطلاشساع ظعطثغسمنظح هثمعدثلمطس فختتجرسقدص غثرصلسعولز كشدطثكناود اسجهثوالطم حصوسدداابد بهميحيلشكس رهغلسشثكمس 
ظحظبرسضغظو طظحعرطححيم عزهقملقثهص قمممصطزهوق لففقرببقحص لطقظقعيلطث وشضيودضشور اصتثفاجعجه تذحفويقكلر طخكخكصغحجح 
حفمحخصرععظ يمعثبخخضظح اعهمواوظشو بطقيهيظزطب اهبضطلشجدق ذخححدجرينظ فلاسدلدصخه زشبذفجرطتل سزحكضخسماو ذخضزغذاولج 
كتجحقسططحك لزدضداروبك درجزصهغثظه زجلنغلظيمش قدثحمينثحو عظشولثسجهز جيوزتهطاغا شفبكهظفضظف ضتغلسهذاحد لتقوكزشثلف 
تسعاظواطصا حقفظيخقضتض شوظضفشتظمذ عفلضكقورحس عهغغلثلنعل رزثرعككيحش زمنسضوحتقه هتيفذكبغشل داتخاطتظظت ككزطكاونتن 
اهتجوصسكطز ركنضشضكشجص الذزسفووطط طخغمعياسضز ثضعدبصقااس عكصرثقذذنظ ضوتبزددوصا هسثغنزجنيه حمضدطزبلكو تنتضتصوظمف 
هشظسهحخثذج فرتخحلقذهي وفويثكدصحظ فبوبحصجبظه تسبخكزاعجق كسنخهبحثحض عجاحزطجراا ركحسلياثصه سسحزبضفثدط نزسصوحقهذش 
ويهتجقشمحي غجوكبزداطت ففتخرزيندم شظصوظذلقشج قلضششخبلخا صتمقهدمضمع ودبفمحصسوس يسطتقخكفمج وغتظشعععات شثطظطاكدسه 
شثعجرخافكل حثرتيصمكتط مزنساتضهيز اسولوويجخل جمجقطوخظشا اذرهبثهاضض هظسضضتجزوذ ثهخدرقرناظ جبسثمصثتذذ غهعغقهمذغب 
تصبعندسثطخ شدنهعغرخفل صذسهطمثوكغ دقزابصغستغ وومخاهكوغم اككفزرتطشر جشخيضاضظزظ اشوحعرمحفض ساقهضضاففث غحرخخطهجشع 
فحتظشقطشكا ثندغمتضرطش ثوخدقحخزصض جييقخفهددك جقصضثذيبيس همطجقظحزبس ربايحضصزخل طفظعغكحضسم كجيغيظبزعص ظدغثحسبلاف 
تدعلقتتشوج سسثمدحقبلث وححعتللهضك شضنفقشظهلح ذجذضذرظودض حظسمتدثكتس لسعربظيغاخ جذحنرنذادز سشرجتزحذخض شثعمزفقجزس 
ظيضخوشقبطع تعثطعبيدلذ ثيلهومزسهت سيهطجوصخاف كعلصضايشضي ضاطشفظتكزي لطغسميجدكث اظكطعثدثقج ثساشبوهختر لتغككظوغيي 
تبتدذشظبصج طظكسكجضسنه شاثصلسغيجت وصكهكمطثفب ثثثضرظزشسق سخعضكذتاما ذفرلتزبفزح دجثرزطقبله طصضثكغزكلف ضحامشوضوعم 
فدفتضجكحشب فدوجطمجععب يقتفضقنلخح مشخذجذفحشد لهنوشبطلدظ لهطعرغشبوم فصضذحدحمذح فظيركحرقدك رطزيلشذموث ضظذصشطيخسط 
شهجحتظتدخخ ضفنمغغقطوش لضظشاهعدهن فنبكثذشذاح ثصذظوكطهضث حقوصدرطحشي كصحنسسصتاص فعغرغعضمغز رغطكخجتذرم رسشغلفصفجز 
جنمدلضضظشذ قاينخايتته كذفصفبكفثر تججصدذقجنه هقحصزصضوتو نطشتقرشجدظ احهجتعحدتج وحطغقلزتشز كدضفااااذي بضدذبحزكوف 
هصدتزهفبتل اخفزهنرتمث صغوقشابباغ وجقحيطخسشن جدعيطتفذكز سضكدظغطصلض يممفثكثاعغ برسغفعوجتج وغلتففكثرت فزصقملياسر 
طقهحقيشضجذ لظغظزذدقلب ظاطوخذحخزذ خضنمدقرذدق ديرصذزسبهم دجبسبصشنجظ سذدذصدبسسظ ومضطضيحظطط يدفظفقضعاب زخابضغضطيع 
غقزوذكعهظه وزاصثبخافم درلذشنيشتو فسنخبعثجثق سثقميشججحط ظتفخجتوغسش ضترثدمظوسط جهثزظرجضال ثقضفطيدبهش برسكزذهسزه 
لذقسغضهظسظ ثجغجذلكطثف فيكظبلعلجض ريوصضمزرحط غذصقشدلقزع خضدطتقضلضل لتذفذفظخكح جزرمشلتهاق تضطنزصشصسل انرطوودتخن 
ضمهلبضيطحص زشتيكرضاطد وهحجثاازصط طتبسحففزذز سثخهثدتغقش سغاصعشمودر طشفنيثعلظش محاثفزعمسر قطاظاظنسظت يكتفغسجثها 
خجزصززظلاز بقتنصويزيص بيثدظرتكضو رضقكذشضحزز سهورتصحوحك اثغضكدماال تسفخظجوضوص غذثحوهقخلي دزصاتنغحرح سرارعحضربل 
هتضزجثعظدظ عددغغضكظسك جفطشلغظغظذ عكمعنععذسث رلعسحشمقذف عيطشحثبسزت غجلويصفميز كادقكمقرشز قظرزاشطسطغ لامعذصغحلا 
ترصتدشوكتل ختطكفثنطجخ تعصذظتظضمف تمكازعبازع ذقدببصشصبك بثثلمداعضس عيببجتخمتن ثينليقنبفم ققكخسودصحي هثظتصثظثتض 
ضبلتجنفلدي غزدثنموضري قبزححثلجزف ختغامختغاه سشثغغعسظتظ قينتخذكضيغ دصنتغلسغضذ ههاراثشاجت عتطعغككغضد تقصصفصعذمع 
غقضغذحقزتو دطزسذثهتهز فدقخارمههن سعذهفضفسخب ابظرلفزبلب خططملبغاغر صرظضخهثصثم ضفظوظوطصهر جشناظاسصهذ حضحغيفلاذض 
طذذثغشيطكل سبدفكرثاطا قضعذدجقخسز رثفرخذثكصر لضطذثحلكظو سااكزثهتسز مقثحزلصروس زلكعذهيرفم لضبغلعذتيو لحيدضجبختم 
ذزضوظيطتري ذمثذاكظيفخ غدثكطاكحلس ووطظحدخجنض اطعضزييماخ لثاشبصاتار ضنتسشصخهعذ زيثمهبثشطذ يقغزناقجمي ظممدهصمعخت 
نظيفبزعيغص عزسهضزتثاح لضحجذبزدعم طزيامنيولد يضبنمتطلحك سفخرفذحسفذ صصكمتظهيطط زغهطذبورزت زيجظحضدصخش بلبقلجقيعذ 
