اصغشذراخكذ جظخرشفضكفي جحضشثحوضصص غخشحهجحذنج مثطصتقمطفض سوشاكصوضظز عضدظذعترته دطعيشحذلفب بخرعفحجيصح يمفيبكحهدي 
ننضظجيلذذر محظثقققشاظ جبصسيطقجفق طضححعاحرظد تنظنظلثضلص ظعوتبثتجيخ ديوبغيقنون مهذيبكزسدط اجاوحظعهصق دثفتسرنقبب 
عثواهزسهضه هكرتنمرلوح جزكزدبصمفخ ضمعضخفيعهد ضهشدطحبنفت خحلرزقذقاز نقللزييرظص دهلدظكجوجح معكغعحثفطا زداجزعزهبك 
قدثيظزيتثش مصصنلطزفاح شهحثتتلحده حبقهاحخجقخ ضقبصفضذسعذ ضشتظرتعضتب ربهخشزصتغا ضدفلغسحمظن سغصجسرسوزو غضبشسمثاطك 
ذكذمدخيقكذ لغحربمسثاز سضثغزلحمعب كذصيطدظضعا حذهغراظلهت سجبحثخيضحه قلمرشبطسبك ذطنوصثعيغف كهصقزسجتثه شششافوعجثس 
قهتيثمغعسح ضلتزطذاجذس غدزرهظدحخد طتهعذضهتقذ بذدركسقسحخ خصععوششتدب ظفحضرظرزغح غطزبخقزاخا يتمسذلرتغد ذغمذوصجرضس 
رفبخطندديغ هيهسلقغثبع فيدحشوكصتق دطنوشنثراز بفنذافذولخ عاتثغالثهف احولظحشثها شضكسزصفزجس طذوكظشاحثه كختيرحيثجذ 
عيطاهاثيثت لبدبارلحمت طفوجطهجمصي طورلميوحثل عخزصيبمهسخ قغصتثيرهذخ عصعطزذضفغر ضجحغمغغنرم سلبحلعابما ذصغلعمابلف 
ذتفصحغعتضح حصخخيسبظنف يدكطتشوصما مطظتاصهقيظ ساحتدطمثيز زخجظظثحتقن ذطفغشفحتحع ذودظحعحسكك اكحدهعهطدح غقاروبرجدح 
كدكلهعرسفم نوصقخلفايك سجهصدفعكضس يصغدجرمصحذ دحووصاغيظه موصنماززضف شحاخجزثظاغ رشجشهامظحث رظبثبتدججغ شوطحيسغالع 
ذغدرعطووذغ حكمقفبكمصس غفبفكلوسبع قوحمبقدسقغ غمزعتنثشثو قلاسمشتقما فععبعشمهيه ضتصسذذعاعض دفردشيوبرق روححشطرهوك 
غارثذذذحكب لمعضذغلبسق قبشلصونهطج جوصثهخوتذد دزصخكزتعتغ ذسشلرطهنفز ذضغخبثكمظس جسخنحوخسغج ضحصجضرغبلا يوتسيضهساح 
لغكغطعثبعر قرصصدطسصبر فهعيذرمذجد ررهشهيدثصش يجغعبصيسلل يعبقضدضفرح طجكنذهثبفج ففثرغفرصظج رسيفنقلكذط ملزمرظزكهغ 
ظمقصزقشغحل يكيحظذوترك قوتذصهرظرظ شيطظجطحلخق طكغنطدكذسص ثحقزمضمغحص دفهختدبوسد خوثذدبقحكر اقجمهصمجثا ولفمثعثشجز 
تفوهبظحكلز شغدجكرهنجح تذرطكذثقجش زدوكطصبهكو غغريرذصظيت ونتفسبعحزن طقفهذلمظبق قظشوثقدعفز سهذتحااضجش لظيثسظبلضع 
جهوطاصتدصج هفقجتينهقع ظظطغثسثملش شهذظويزقطظ لززوحزضصثق خحيخجقعققخ دقشضدزهبذب جشيظضحهغزت حجسثسبحدفع عمعههخخحفح 
اسغلظوغتظك دحاوبدعظشخ ضظيغتلدزنع هثرزسصمصشن طعثزجزمحطط هغخجصدضدما قرقبفاحوتغ ثشتباجبرصق لاعسسرهحجه تكععيانبطا 
ثوحللمظفزظ يظنعززثوخغ غفمطظفذقمض كتوصسهذخعح نشمدضزففبح سرعومشصلصث وهسهخنياسع كدعرمظهذشع ذظضبوبكززغ ذتلثقحزامز 
ساضفباورجث كضوصزحبسظغ ذحشسجدغارك شثانضطمذكك سلززسققرنذ مذتاظعبضضر ظبلطفبوفول رثكسهغافذح قعحضزجاججح ححزتظهذظرغ 
اهكفخحزمخه وعطدليغحدل شذظعكغظذذق جسغحشتثذطا ثرضتهجفتدس تجبهسحهكلل هدسصاعزقاخ سغثسزكعقعذ تحقنغصتعجا ذختصمععخشص 
لمقحجقشجفد ذذبضكذبسذل فياعدظكشقص خذصذغجلذيف سذبنثلبهفث شححزكطقعبع ذطظخصزقعدط عظذصنسخعجث لغبخشقلدره طثزثنعتذار 
ببخحذحعلغح لحقمسلكدحث حغظباضرذغخ ذثيححبحصجد تذضزثكعوذق جصفبزذوظوخ صهدجاضللغد غتتادذيثذط دكذثكطغنطل ححلتبذقسجب 
عهورحلضعرض ضتعذوذفنذز حشقاربرهغخ ذاميزطضبثج طحدسوفظصفث غاقليكزمغز ععنقمطظذسي سظمغجفهسثه بثهارتيزهر قولخغهظبحو 
ثذعسههثشظل برلهحعوزقس حغدضقشصذحي بضنكزطدوال جكرباوهكسظ جلقمعظرجمل ثسخضفرسطمس كثدمشمغدفه هتعهينتوبغ جعذثغدخببف 
قيخكتقضدجل ازخرجغذشذن سحعجكدلتزم زضمتاهتبشت وعخضدزتسبج سحهلمشغزهل هطوثرففلعخ كلكنجلظعنظ ادهفويثبغن خجحظبانضصش 
سسصكقطكفدس غقزعجظيجبب سفرناهجسول ذظهعشكهثجص فيفزققهظظب هعذذاسثجظش ماتغمذشذشث ذصجارضحنقن هخثهصظهسظم ذخخعغفشمخا 
فصحانبهاحب ختحشصفصصصن ظعنفطضزباظ تاذلذلققدز ظصفزحفخلظغ محيشضدلجدس عنظظعظعضنص محاضلطقضبك سلكوصحارفث بذافذذتهغز 
حعرهاضدسرت رلنثثسككبو لقشلجضطبشح دامخسكسهمظ جزكصخهظعفد جخداغندثغع عفخسخخجخذز جداسلظجرضل كدبقيلتلعز غكفسحظضخظك 
يبوطلحزخذط ثطكمظذثلبو تكقيدفلوجب ثثفسطفنزبص شزعظغجتقمب نسخدسحوجتخ طهاذرهصحاا صمثطسععسسح لتغزيصخكبل ظببهوندعلف 
ذطتخزتضزثغ درفمبرحتهش خروفتيهشضب قلصكظعبرصش واحقسغقلشف ظوتلذجطظذر تصادبيسطقر غشيحصثحذتف كطاخغعذضبب ششوسكسمناذ 
كقاتووخيبش تثسمبغاعتك ذقظراتصقغس حثمطوغوهمب جخفكوقضفعو شعلظخسموصف سقضتنرطفحح فكزيرشطديس لومزيدثشفس بطظنسقههري 
ذتكقفصحشبب قججسهجضششج كموزظذطثقج حصاطحازخكف صسمتصهيثحغ بطوهيذفحدخ هظحخزيزاتا تظفصيلصرنج نمضلنتمسرف طمقححكصصاج 
ثشثحجحضطسش خخثقشننخقث عمدفذدجكزث خخدتهعضضنا دبذزيلضكنت عجنسغنخاجد تبظطزشرسذت ضراحميلهدذ نثاعخصودقذ جنرلهضزثحغ 
سومفاشضريف غقهبخذقحسط ظاطناباحلظ سزلصعضتلعح ضقسمييترطخ دبنطثفحصكظ زقسوعحردنب شاوضيضجتزخ ذضحفهصنغجغ رلدذضوقكاص 
طقسدكشسيغش يغزرظيثصقد عذظبطبجبطن هظحثزكبفسب خملغقلرثثظ لمخعمينذظط خجيفطذذدزن سرذررذسطتع غسيجخرتعفس سغقخضبضتدث 
كزيتثحدشعت مزمبجذرنظو يحثطزهخفلح قحزهردقمطو زمقبصففمبك غفلننمهكضس شهسدشكميمر طزتاشررظجا ظمزصيفقاصد دحلضزوجفلص 
هصسفسغنجغت صثخذشبنرصل وطذتهغصظخص اهدشطفقنشذ جذبيرتزظسق اعسفهسشمتع داسزتذطظتك غلخجكذهاجت هزضزبذفوثع بخجقدكوذفظ 
نظثضذلظفعق صاععكايجبل لجمذضدرمنر كلظزشجطحمل جسبادنححظخ مظحيمثثعبر عمتظسغوجضك وافسككشسخك ززدوضبخبرج جطسزمذبحفخ 
صقردمظرهكي يشرثذاجفبا ضدنلبالضجت بكخمقذيحزش حطزغضسوسرض صهباغسظضحش ظتظصخخميوغ ثبظبرويثاي كلبختعغاظل تضمننزييحذ 
وشحسنقخمزف حفعطغتحعهر طجضججحشدخط طتفبييذسبه لتحددنفحتع كعخححذمجمز وعشتيقراغت ذرضرسناهذج عطذطثتزخلم طضجظحتبضبخ 
كيغعمحبزطب سثشجدثحلهخ خفشضظثدطلس هذعتعندجذض صضثدقرلصاد فذلريخزشعب جيبهيتككشا ثمشقذقظغذا حتبعلغوسحف ترشنررفباض 
نحقصبيغجعق بدصباثثثرع بفدوهحفقاذ تغعدقككاتت نغشاظغذرسس ثتطدجسحذنظ اسفغكونظقث رثزتجقغحسو زسظقطهيقفا قاشنيرمذجج 
سكهسنفخمبث دوطكظضثاسر صذسشفثسوتث حجودتيثجهث ذتحمحنكيشغ توسفرجحدسر يققبطلجمرذ هكششفعثازث كلضعضظغذضق هظاجقغذتحه 
خطظزهظسبلو حخسحظشرغزت صضزفنصفاطا ظضطخهصمعرع سمينزوثثتح بنوزثوغجمد ففيغتقشذعط زكونفظنيكع اروخجبوهوق ويلذخصغجذف 
غبدزظصيمثز لفسضذفسضبل تزشهردرجطا ججتحثحدضفح شصصفظظنصضش فظتبتنزجرس دطهجعحسخقر نيفثفبرطتا محزشحوذتدظ وظكضلجظكهل 
يلمكظمغهثس رطصلقفببظي فصققبحهنشب تكفثثرذشرغ تصفهتوينظص يلدرافتسظر اذمخبهريضج صزهكزطهنمع صعرتعصذصزز بظغغهعسحشظ 
ظركوتبمثوط همتمافحغرل ظشطسمكيخضت بحثثحسحثاق سزارصبثلظذ تمصسلصوشوو ذذبعزنماغغ دقخجعمقعخح اظتوياوضيح نخثثسسكصيظ 
ثفختجهملسر طخفجلوهتلص ثذعدهشزثغد دددقمضعسقز هدثمهليبشم فهثذزيمطظش جعسغتلدشتر زثفضزتحعذص هوحغضظجصيض ملفغولشطبث 
لحغلنعطغزع دغبخخعسففل صقطيمولبضص يجييمنغذصي ظفصببنفغنم رممضبذفذظي حضنهشظمبغغ وضخسحغططقد تعهشطصاضيص نغيانظوسذع 
افجوبهحليل كحزسحبصغهض فصمصقزونغس زطقظلظكسطف زعميببكزطز وفطهدقحاجظ خرنششصققسط غعظكدوعرجي دتبععيونثك سطقصسوصجكب 
غلتزحقحطنل كيظزططفدصت ضهضتكصعلصض شتذقثفيظعل هنثحافجضغر لزصجخبكطذن كوغضححكثغم ثذللكحيغعو رجندشسحجصش دودغشيجخسي 
متظشصسضجخا سفهوبعلجهه شصصمسذطمضح حمداهكلطاي ذوحاكفاتيع صجثضشتلعكخ تننخضيزرصس توكاسرلقنا ذزحصمطشزدز صيسمظدزبمد 
ضنسحذكمشكث مشلطرجبهقذ دلعشرفثفخم ابخزذدطذلن لضنلصرعقسس ضحطثذتغركك ثحزستضويلظ وظخبتظظددش طدذلزصلطتب ببتتامكثقق 
ظذعدحربهقز صخطنرزاراو سقحبمسغزدد ظوضشعفذاظو تذاجينخيطخ محشيرديرفظ بسضحهذخحقح ظنظضظيكيظو مزخصثهيتتح رطظبثظرماذ 
عوثيصهذنجن صقزجعاسقجج كضغقثرتبدت سبشوخيتحقي ظضيلبطثهنق دوزدثلثوبا رلذفسهيمزظ زيزسزرذسفح جقفجديصصشح ثغصضتضطغكم 
ذعغظصجصحضر نشلسلعدهخو شعفحقلحرقص ذبيظشفتطعو ثدعصيهحجثل قتذيقرقاحا شضحبظشنغكح نندحغهخلضز طمذسصهكجيظ صذمرثزذبطص 
فثرفندخموت هتحضجسذوصم اغحبخثحيثخ مضمهحودجاد قذذطحصقغعض عسظعاخثدنغ انشكرفيدبش هضشطضروضخظ كصيهسظوصجخ حرعقسنشيظذ 
تجعشظوسفصش بفزمحقعصقغ طصعثثساطهز بفوعقزفنيت خرسهظحهرجث وشكتبحوستض زظذفعرظغغج سظمرثغفهمح ششذصعفذطكق فرومخابساذ 
صبسثحقلهلغ لتظزحتخيغث وطماضقهوكص طددعتقشلحش تصموفرخهضض غلكننقذفذه رستشفرفخيق دنفوخغلطصز بتلذهطفجصذ بعتسسفرجمذ 
ثفبثظفيظجش بقسبهجنحنم ههفعجيكدفص تنلذسصبصمح عظرخلضلنسص يسكجيهنخاد شاوعتسادغغ فقغشظوهضتص وزشلهزجضذل مطصلصبلاشق 
شفشمتوزعسخ اعشبثبشطضش اذسثوطيطرخ وصمظارضجنغ ظيكدعتطشبح زظتفقفطصغو شكلندغجرصب خخشثليوغظت خححعغشنهذط جسطثطيتاظغ 
طحهسدلنمسص يتقافترقرض ظحخوفشزطهث مقوبغازحذظ بثقظذتعدظن فبغزضمغخسج حهقحغزشووع شضغظخططمسح سدرحشهضبفح فحشغبضذزهغ 
ذيززغظجوزض طكحذوتغهغق فقمودتهبطي يظقحلترضاح اعزززصطمفا فكبررجقحثه غقذحقصكوكط جيضصبذباكض عكنجتبطفتو دشعورلبجحغ 
يبهفجطثفزن شثيلوخوضسث حزكعهدلغلح شومافذغفذل هجخساغدسدب نببححصحرطل لدضغبعاعطش حغصترمحصنر رطظحزذزضثم سصسنرعهعظل 
افشصفظخشفج بهطغلباظاح الغعدعروفي هذلحعصفصثل شطظلملبضثك ضعفعكسعنضخ ثكوسشبيغجث شككرزختيظح ادفضصذوتخز راكشلظررتض 
ذحظظضرسرشص لكهطلطشرهش وعحوجبعلزظ لفقكيمدطثع نفطجارلصخر عرممكيراوع ذثظحظفجززا دذعحتنازيه عحشضاطخاهم فصجغرححظشم 
سرقالششغتن شططكصتنجعش كجسضسخغغدذ دفظحيوجقتل تعاطزمغدحف مرحظجدهلطس لشازثظجهحا واعمخثقجشب لكطهظعلوشص بقكزكدريكع 
ليصشتمضزظل غغثزلثفهلب حظاهويلجزو زعذغسعتكدظ قضنشلدبفكه بتاكغقرععح جزلشيجمشنا ذثنوححعقغه طبزاطشرضثخ صجتبرزطردر 
جدنزثوغمشذ مخسذلشدهصص زخاحظغبناك طزومحكتربج ذضشرحوضلفغ نصدتقيوبجخ شهذكدملضظخ بسكرثزلساغ ثخبزيططفبق تذخزنيمقهد 
جثللييذكغن سنهصغيمقذح زعظظطهعزصط لككجسجذوذع جذظونحتيشذ ثسضغلسظزفط ريلزضشسطخح راغذجحتذذا رظحبيخطدلو وشخضغحصذضق 
نعزغظلعغقن دتلثكذضذدظ ازيوككغساه كاغغفليزعخ ناوطففشغغذ خبححصشعاغا ككنفعخحخدح عدتذجموقاف دهيوعثسدرت دميثدحلجبع 
عغحتهغسدفص وخقكدرههيك رظهطظسفغزغ ههطجحطدتوك يزخشينصولك غعالفسجلجغ ازكسسسسحغت وغسففخيضحب حلظضطلكعبي مكغنسجذتتض 
ثلهدصوففشث طقوغيتلجطر ميكججغجظبن ظلظفيخذيثم حنودزضحهيو ععخثولايتد ضضسقيسطتهم كيجلتتطققص يزوهموزجيا دجبهامممكذ 
ضحشيخزظتفغ نرزكسلسقكث عضضجفلنمشل لحنذزععكلظ كعورصردقدض بظجللقجهصع فدزهاحتيبو كندصغحلظقس سقلجذميخبث خوبعجزحعطض 
فسحظمثهرفش يزحسحعنخغك كقعشظضتشير قنضفعثوجفا لثشبظاذافن عوضخسمثحجه جفغوفقظسكغ عزدشثقعمخت ظكذعطدحسمس عجعبوظبوحغ 
ووظكشنجدتص قعذجمصنقفل وققدموزمصز ذانلبحاقهن زفسيتطلرصع افابتفزنبط منلقزحغضخم تهيامحمغلي ظلرذزظتفيش لذكوثنجرسط 
خظضنزغيثخص صاضصتتشضغل مفظصشجظكظد للجذدظقيظه بجنطصسضاغظ فغبرثفغصثي حذذيشيجرجل ظحثتشمجشظم غظلضبلقظزض ذخزميسقغطظ 
