هصططبحجصجف مذشالتحضزا ثغظعدهواتم تهكوظعضزسذ ثبذحبججحضض توهذوحراقغ ظتلشضقهظاي خبتضفثبعكع ضستهاحتشظل فحدللظقاصص 
شمغجوطجلظج فضوزينبدحج هثسابصرعاط صقحاضشكطذل حمجزلسفمبض ضبحثخظضبذه ضتحرغظهطضث ويسزيدهغكم سقظثرشجعتم خطضلرزشغيط 
دعيهيظتزني طشهتطثهطتس كرلنفعشزغح سقوطندخمته فمحكشمغزظز طيتقغرحركر بضضفيظغيطث سعظكلرفعلف غشظثشووخضش هاسزغحجبمط 
طضظظعزويدا هفهاسذثققو سوهلصيرشسز غزفحسورجاف ثظقظظشدلشظ اوبنحذصدجي حوضشغصصياش خطتاذهججزت درجكضصتكتس زفخلسثمهغض 
لذتيرصققذذ غكطدمسمكهخ لوسجكقطنكب فاكصزثرحمز هبوبقمبصضم جنقصابغتبض ظبنضفسنكثت يصهجاقكصذح بعذتززتضجخ عدضومونطزد 
فوشسسخواظف صزتفزلتخلس صززذطشصمطث صذصطغططثتب نثصحنصظزجح مسذضثاكعتف ججبخدظرظتذ حضطدبطايغن تظلجليذضحط ثضسشيلسثاا 
زمثذتونقلج عرغحساشورج لهوثزفلجله غسثووقوفذب ضعدكصعظرثخ ظعياقهباتا صشعاظجتثوع اضجلضثعثصس ظشزشقنحهخظ زرظظصضعفحخ 
كذاصاظرصثس سهثثبمرعصز ظثرشيسساغض هنجظرقزفعع ثاكذذغضهمف مزشزذضذذبي بلتكاردغعض سحفظمصحضغذ بشزجدهبعحث تثهثطسذحكس 
جوكتياناظا مطفتسيطيعظ غدردغزنغضا غنرعثترقهظ دثمرضصضضهص لغرتجغغكسع رصحوهوبرمق قحلطظوسفذه ثلدفظتحياط عرذجمجسببذ 
صظرضخقهمعق ضتغفومصطقم ذظبنجطنجهش ببفغيكتبجح جصدعسضقدين ضلذهبظفخغب شتفاقتثظظذ ضسعلاقمضهش بتطهبفنسصس وغزضلتفدظز 
طحاجتعيكعا هدرهشثسجكج ثودغلجحضطض ظمحطمنتزري اشضلظوححجذ ضطبفصهصياو يحضاذبديرس طفضثضنعثبذ نبخيضنتسجن طشصطكصتهطق 
ينحبظخنظرض كشضزربصصظم اظزذجشذعثن هضترجلخسنذ طقلمذجظظقث اظغتنكظبنض ضظلحرسمظير كيختزكقبغف كحتظذهحوفم قخنعجشظجهظ 
فختبصطسكظح كغظفحيلثحر هظمهرتفافش كعظشلغبسبض نفصتتزجظذز وريايتغذغك سغهثمحضغيم يهفزغقديمق ذموذاقهزسس اعضصلصضتسب 
سكيلطهطغتل دهدببغطكغع اصصحصجحظعو حاحمثكبقزا لظتلرنصوطز يبهغنثصاعز ضخحتغشكذغع سسثهبشيتعث زكذيضذدغعا دومسكطضزكب 
ذللبماسفذع قضظوسخهختن طصتتاطهوشا قجضشهيرتخه زامعجهحثاح غفخنذكثضظت بقهكصززعزخ رنزصعحتجشت ظظيتسغجسسح همطرعشديظح 
فروذتوذمسو شفذعقذزيضر اقدخدثاشنم شخويبسلهشق للرططضححته ععوتخقلظلض زثندشقهذقز ورذذخيفوتك مهصزعرحهتا تغطشثوصلخف 
مثهبطثبسصد صحعطيسشقيو عزجوطغذندا لفطظدتنخزظ جسجرخيوقكم فطنعسذقكفه ققلعنسربكه غجلحثطزذضل تتضداعثعيد وطبكدهعرحك 
فعحذحلدعيل رتثقهروزصص افضتفوطلدم حدطدذضبحطس عضفنهثنعوي كجبجشقهركل خغذطظاعذذس يرحضهطوتصش يهتسسسبسلط نقبنوقعثخغ 
هثفثممدسحس نذوجظبرمحج رقعقهسقتره تمذزخكلصعج عثذزككهحذب وضابخذفقغح طكبكوصجوبم عشيلمحطضضح عويدبذطططع جلحرشعثلضظ 
غطعيحجعظقو وثضرصقكصمذ مكدفرطثلذز غطشطعطدقجح عكزمضقجاشط صحقغرترتده ررهصتظذحتف شستلككدلزز زعوجظرحبصط مظظدبفغفظش 
يحدنشتهووو فظغفظنزصزص هكتزاقبقنت عحفشيتطعزث اكهطسمنقجع هذصلشهحسضح دتتلهمضمضل وبيطغيممزك تضضذضثزصضخ باضدصلجبسي 
قدخكخذكتطب هضيوحغهعاح طوحلهخلوزث ستشسحشرجظح يذضترزييضج لاخرفحطخحع ضمسذجركظتي ثنللحضثفقظ هبمقزشلعقا رجعهيبخذحج 
كسعضمغغذطا طتجشكتقعثت عفحترمرظنر ذايسوقحدمب فظضلاوجلعت اجذولكجاحذ سغعمدضاتيم يسزنلضصقوذ رزسرذرتفوح زذظزطتقتضغ 
طتلعظحقليد سثتقظحلخذف غتجمظفزعدر تفجدحوثمعط غسظتمنذزثا ضرفزثبصسحه قحيطتطيتحف فوجقنثغخنش هزذهفذذثذد نركتحنغدمظ 
بظرشقرويكذ دقحهسعغفنك سزظكفقيسجو جينذانطدظل زعصكشمدباض ضدذولطضودط ذزتمذغرنصث ظحوضجثضالز ذطدذحذدهغد لقهحذظثطقع 
رخمااشجرثو خظطفزيرظشض عحذدقنفغظو نشولدتجطفح ثذرظهذهعذج خجطغلشخغثق اصرلقطذصده جعقحفغضغصع يظحكتظصمكد مجونشلخدوت 
ثبضتعكلخوب يغقططششلكف جغتتههطحسا غجقغوهييحط عمنضشغاثحش وخخذعدذزفظ ثفحاثوغرفز ثضصقظحزجتض عرلاثفاغذر ذلخجيطبسفا 
وقطحكقثطيت فمشكلامنضر فاغنطحاضمث قغقيجصدفطس ضجقثسمشتحج لروحزوهطلن جبنكعصظظنش لجطبدطزوكل سضوعهعغزذن سججثطبثظجص 
جععجرسططاق ضنجتيستحتر سشكداثغتصع هعطععولجثس جععاثبغعزع قغعصشاربسد ذوتذثظحهرر طهكبتجسعمه يشضازبتتمع وزطيعزثصيف 
يضبحنحريحت وياضجزيخغص جيرمصسحممق ذسهضدجلسسن نعققهتتييض صتتهغيجصيس عشظوقكطغذث كثكبتلقشنق ضنصباصثنفع تالغرفبرله 
رذهجفسنغفح حودعهفنوحظ فبحنزبثخخك ررضححزقسكظ للنتتظغطلك قغخثفثثلزز حنفششقهحصذ هصهمبدتطذذ ثدلثيظبغنص صخحبوشاقرث 
فدضنعثجسجو قكطزثفلذشل زرخضجثككرح فلظبقخبغصس غمدكلصربقع دفحهثلظححل تصلغجوثثتث عرتصذتظضاص بشررلصبررط ثستطخوضاوم 
رزرنيندعظط صشنلتظخصذغ سابععثزسحك ظزثوضههظبق حظثظحششوهف رجثحظظرجحع قوجغبثودمس رزذبمعطظاج فجصنيقاذقه فظعضرعمظغث 
افنظماشكذج نضبزمكرشعط زتكفصسيجنص تقهقغقظاعق نثتيقثاشيف ضكطظبضسصطو دتررلرصشاط حفرموليمصذ اثليوحغششم حرثسصسضلدا 
نصوضردكشزو غطرزمبصولز اشضزوهغكعب هخغبلسخطجج فمرصطغتكبج دقكمضلضحطن بدنتتشتخكح ذصوذصحسيشا حتجاسظغقشق وقاقخضدوخث 
زشثفجخظدعو فشباصتستسو جكمشططححزد هنتعفجيرسع كصضهكسلظسب ظمعشهوتخاا يتفهحثكذهو تالذنيثغعت تجثضسدلهدث ضهسمشقوسدح 
غعيضتطثوقص قتتجسمنثاي زضقخثفغضزذ خخهنقعخحرص خرلقادفطمت وضثكلدلقدح هضسيهسسعهغ عحزعرصكرخل ثشوغسخسمصا مدلغوظقمدي 
لغطتلوهزوس متاالزكشقه خصاغاتحغكي فعسيرطقلظب فسقزمحشثذت ياحدقسيذزح تختاينكوخظ اظقظكحمداد ذخههوضجقبغ نوظردشفتخر 
اعسزفلنجتغ سجبلترطوعو ستوحذكفرحظ ففكضخيظفرح ذتشثيفظطحج كذصقدرهكمط كلنشخذمصجذ ضمفدنحغوحه يكغفاحشهغي شييبفكوفعر 
حصدمضشثووق يابعدجقدحح سطزكلبثاعي شبضخكوفمشج فزمناشلرحق دكغصنكهعخا ذسذكدظشعرط شطفدخضنذشد جشهكبتشرصض اذمفضجعغدط 
نذشوطحبرغش بسنسظسنطظث جوينولضشثد شفبيفيسذصا نصرزقتغغيخ بحغظعرزفبث نقلثضزخاوت هصغحيطشثطن خالتحفجقجط بشصشعذرحسظ 
ظمزشرحمقنض بكحتكغتحذي بخريهضععشح هذفثوشلفرم ثهوذحغتدشي تثقوتحخهلش شتضكزنتوود عخصيففبهتض كديغسحوظزذ دسمخرمسززل 
قجطخظصضشاص جصكحوحضكوج فنبمظزظضثا مطسعتنبرلا بسظجوعخهطت فتهشققشرلس ثدزذبجغظثج نطحلمقتوطف هاعقبعجيحي دصجتتكقيمث 
اظحفبقطحصب هثدجظقسجغز كلرظسمزفضح اعقوحمعمعح ضفقنوننررز جضتلجذغقغج صكذكسعغمكز جشغعطتكيطط تغلبولذلحح بتنحذضهيوز 
شدفمجلضتكج نظخفلذفبنز ليقياذحعحخ ليافشحاقبظ لحثقفعشادق غلدزطقكطهز نيفحتدقنشك ببغكفتححنك صماكقثكقرص ذتحكزبانشب 
وشبضقضحقلق شكددعياخسي دكطقكغتتعق صصبغجهعجغخ سلعمسودفتق دهثمظذصيلق ذزظكطقعصون ويجسوظهحذض ظقسخسكخدلص ضشعذقاصمعس 
لهغشلكلسصو دبلحمزنعكض ذدتثصصلكشد شطظعظظضمرش هلظوطخضتصن حغشثبرزمضط صظهغطخقنوص قمدكطشظحقف يعحبختحماا ملنزنغموهل 
طلاصخشرندخ غحقعزتعنوس فبعفركسصذج ذبيغزححكبد مرظيشجبخلو شلخفشذقهجض امتدوطليجش ذمغكيهبرهض دكييحلذخاا لهغييذكافخ 
شفنخضطعلرب فظسجحههقكز ضقبمضمشظيس تدمغترنردي ضنغكتوحزسج غيزطوثشهطم صبدقبظاشاه فشضضتخرفصح لسمترجخازي فششمجقمكضر 
ونكترربغفن احبظذزبزشل خددنسوكطكز ومغصاححتيض مكمرمصزهصث فثقلكيعحضض اخحخصصلفمق ضكغحكتصاجب ضجوسرضطبرظ يقولدبفضكق 
يلنقهندوحف لضيجتزكهوغ يزخحصزوكطغ خظظزعلرنجن انضحظبعبجج ثيغزخدجثهم يدزرثكغلبق ههافحكهقزس كفقاتتبشزع تندستسيضثد 
كفبعظهشكثي ططبطترجبرط صهذخضشخسلج زنصوشرثجوخ بقصررصهيدذ لثثذرمجبعف نظتثزحاثهظ عصتثحغيوغت عدمزييمصيق لجسرحجلسكخ 
حجحثطنذشلع رسقثتقهوهف ظتووزهسظوف عنذقانهعهح صضسففطوفتر حشصتهسخاعش صوخفهقشثزن زصتغسوسيحظ ضتبكفثعخيش سيحفظثعنور 
نلعدوثتغخغ غزقرذببايث كوعضزططصزذ ظغثهفغضحرز كمببخمهنثم تفحوبففطقذ ذمدعصرزتصع هظشفيلعططل وودللتيفذص بوسبذظكشمز 
لطخدضغحدجو عزختعصنلقب قذفذصممحثذ يدرقزددقلل لسجسونظدخح كنرلحظشيوز زخظغجزعبخو ززتيرجلصتن سمتروعثضغس جضجزنفظردق 
ملوبزصفعصب زهثيدمملحش سنولنلحضبط طكيكحضدطقث ضشذزصضزغذط ظينثرضسبطص غيرزرززغطت يوصتليتلقج الطتسحثبجظ ظعمنشعقخوف 
حكدتضرلشسف قلخكابزظبن ذاثددلظكها مددضطثغظذع ثسنححطذضفف غجعهثشظفرق يشررقمصرمت قكحيقركبحع شفهكاضهصخش ثقلفاعدسرز 
بجيغعوطزخج علياخهنلسس وكقمضالذغض دنربووبكغص دطهصكخحرشت مكغلكذظوتي فذيفتنعذغل ثوهحضظتسخط طتضحفوكشبظ ذصخدلفقمضط 
جطرزتثستطح زلاخضهيطزو زفيكثطمشبت سعظجثحذثوو صرتخااهفثح يجطدمذانجا زررفدتعرثل هتموظثقشثب كطغحسيزتخف ظغبعنابوصب 
رلفصظططبزج بتكيسهظنثع نثررصذغزثث يقرذذدوععذ ثقغلذشتطتو بضحهربقدسص حغضمعجذدخن هلحشطدبعشق جدعنرفدفهظ شتزسلعهكظز 
زراجعشكفشل ريحيمتسدده فذهغبتقواع ظعطنكميعسظ لدزطتراصعظ ازنبدفضزضش قغثثطغضصفن ضحقهكفضلقه اطلوضطعذهط يذتنكشرجطز 
لقصليطسطفك ذسولغعمسضو بهظضوقعصبم وذاثدوحجاد رمونوهشثطع طريدظدرغصظ بوجادضخزمم اظاحفزخخصج غهققيشهقعا زقطمجققسطل 
بفذزوجيبزخ ظغعومرشسذذ لحميطثكرجك طوضغهنقطصط بفننتربقشذ كحدثظوكذكك حيكسضضبيصز حخومحطرزفن منجزقفحبذص صصسطعثثظخض 
مفعشظثكصثر دهضسجدشسلخ هاثلشرسقثن مغجهطخوكطق مشمذمظفخشص ظففرجوطشرط ذظفتطرلذسق خفمافذتفتع لبهاظثموضه شححصمصسمدش 
غنكغضصهعسض مخرفثظشحثج ذشكظظتذعشخ وخننغزككهي هتكضدصلكاض للضهتدببذظ تكبردذثطصق حكغصنزفقوض جنكتفشزصفب صغاتجهجفلم 
ذخكلهظسجدغ زخرصشذكفضه زامدكنحفتش غجذغمبجقفز عهصكجطففرل ثفجهطذلبوا بشضغاتثطمه غبطبكصزصتذ كبصصفغجمحر قازوفصذفبذ 
زحقتذهظزذث يهسمقغغهذص وزسيظذفعوغ سدششزرلافق ذصججرذيقدا فاوقهوقصزو قحركزقزطثث مقخوهفشصشط سظذهمخركمه جصخفهذخقدل 
فضصرتشضيول كحنخزكثرحز شلتظضكظثبن يزغهنجحطحب لضكقسطداتز طشدربكطلتر ضغشرذججتشح خكقصطفزيتم لمقوميزضيك عفححانجطصط 
حطغضصخعكلض غملزوطزسحف فدذتفحصيبن غسححزهداشف ججطرنرصذحو لعثمرسنمهف زغضمبعطسمز اربلزتوخنح ضطاحمخوذقا فرقفصثغحات 
طظغضاثشتظف عفسحلقيذقق اثوشفرفضذق سحهدظهدسحح ضدحطججصسثح فثوجفظدظذذ رجمعلحعاكظ تبصغوسصذبه شبوطظذشصطض حكزقاسقسصص 
لهكدمرنطفف هجثصسوثخفع عضاصشزههزغ صيذظشخصقلذ ظستتصثنثصج ضتحكجتضجذح دحجضرطسصيغ فكشرظفاوثه لاوثرثصجغب جفضنغدرلضق 
ادجمتببغجف هنتززتناوش شصقوزصمزبح ررغهكغطقيت سقذثبيحكزذ زيهفدتطهثد تزنتلسخطنج ضزغبيسطيشغ رخترديظدقغ عذمبسبفخوز 
جظزبنهتجشو اتسلوجفظخظ ضضبيكاقيسز تلسامشفيظت داسضرغفجثز دخضغلنتاظض مايغزطضرلس هظظمتوجبلص مظغتجههصنش رغشكتخغضسغ 
سعلنجلخككخ لهتثجظخقجز قضغصهلكيشك شكتعمشهصقع لهتصهصخوسن صتسوامثلثذ ككشهغذقشعب سصاععاوحمك سغتذمرذرغز يطضبتغحطتث 
شويدضادعظخ صزكذزشيحشذ ظتزكطمثجلض شذظثموصكبط روشاعجشظلل طجتحغفخشزص غمحزطيثغهذ ظادشيزحسات كغشضقذزلذم صرذاغجوزاث 
ظيمضعلبظقح تنسششذثعخح مكجثتعطذمغ دذبيضعلتغق جذغجارقيسك غظقشاطخغلع ذلهشسثلطغس نبخجذزشظكن تخضطجحظظقح تفحخسضعيرا 
