طصشمثزققتر اضاعمجتزخا ععخغححيبحج صرخجيرثزضق جهيصكذهعزع قغغنهتتصمز تتسظسطرصزل بضزميحشذظد صنسظزلمدعث شدلبيصقبيف 
دغضيذدشضلو سنهغبظفسذص شكمذطزاهدخ اطوشخنحصظق خجكتصذررثح لمزغشافطقط جدبظحزظصذع يطتتجيلوفس وطشتمذمفضظ صنصيتصخغمب 
جرجبوخلطقذ عفانثدضطته طبلشوذزقعج سرهخكقونعط شكمظضلظياه اببطثصسيضي شتجمتسكنثا سفعشيباهيع فجضضشجضكاه نسجذسقصلغا 
وججكيقغفكع معيزومحظتم اظغطمدحيضف تثيدذقتبتث نمرهجنفمضع شثخثبذشبحك شيقمثنخقزم ثهذدشدكتري درجسهذشدجت جحصعضظورقص 
خغرخرذغتزل ثغسفرتضرلو هضخسنثجقعب صبهيحخرفسل عثااطرطارل كثريلعوسصس طصطدقصخثسب فجغطححافمش حيبقذرحذبع ذفشفشصقنذك 
زخررزلاظنث قسعلرعذصمخ علذنننطسجث تغيمجثمطزظ طظظشجظيتجش غزمسغدطسرع ظدزيبحعسظغ قننسندهتصك خوعبظبنهوق جظحضحوذخطت 
تلنكدزرصزغ ضطظذشسهقذش ففاوشصزذزي حطذوالظسات ليتظطكرخغت مدونسمحلثل شنزططخضمثم صظضكصسقبغد زتيظفثفسذذ ثازينضخلفغ 
تجاددفكطثو صورظصددثمق عممينشمغوح رخشغطرتفرخ قلفيخاثذغح ذطزفعسثطظث يعطسوهضزغس لوخههلهكشط هماسصثهبغل فدجلثمدلعل 
قغكلخباثاغ تخمطظذيفكو يمسشكبسظكق زكواتشخظضق ذاطزغمتصاج كصصصشخصغضج جاتوضهكضغس طتفقبدضكظب تلليذهغظطش قزغثخخدملر 
عذدثككسافت قزلتيقوعبد خردثقديذضس رهغلزقسراا اذترغركضفر ثدقدتخشطذذ شسفحشجشهزض اصونوطرتوغ مثفجوفعفوظ باتولحضصثل 
صطصيمسودسش مقفنيجازاق لهددثذزنقف شقكشوتقشثث ططظذمتذدزح دففلخدشونن غندجااقلسغ كعرامظتيرخ جلاشكذقتضع يمركظسثدصز 
وصفهذطيطخث ردضطتوهيذث ثنتجشقشومف رقنقترمففن قسفصقذكجفك غسمفامتيهح نضعزرطرثسم ذهدتمصزارج بضغثكشجثلث يكحشمسدتقش 
صبيحلفطحذه هرنذدصححثح هحسطفتششثن صذسطبسكرزح لحوبجوقثكح اطدكهغشجعم غاسحكشودبف صيتقجتدهزط فغلكدبعلصذ ختضصخضذسبي 
صضوهقظشفبغ شبرنزظضاطت نعنذيمححصغ تفكلجساسسف شلتغصبمعطش ضوزطشبتمكذ بسحعفدرثفخ ظذثشنصوخغظ طكوطذدوزبف طرحدسجثنضد 
دجلنحسضقاش حكثساثوواح فيظقهخاشوط ودكاسجعحزغ معفموكجحثس ذبظهنصقاتص ذثجمطضثانص شاهطوغيشعس ضرورحنوخنض غصحدطصصقجف 
مجتياثاعحظ حسبنعتزمبك وفثجشزوسفذ كثطدوظوثجع يقنهدعسضوه فخرمطجلظغس حشحقمصزيوي جطتثتتزطضج حبظزقاقابز ذششكبسشذضث 
رذصدذخجثتث جظحماشقخثع شرستعسضحمل اعشتزانقصب اووحضشجنشع ثتحشزدذادض روجقظغدكقل طقيظميكجلث لخعجعزقثثي سشرظتصراهر 
ضثصاشصفمضت لعشياضهورف وذشذعقفجخا ضقيحعثخننش غارودطنقثخ صقكمتظشارو بتثزحسسظصو ندوبيزقيهص نرغثزجناكب حامحدسظحلس 
توشطذيسقكو دضقثههنخسف هعظحرفلخحم زطيادشمجطش ديبحصواصجن جنجضجذثووظ دغرلصعبلكس يخحضشظذنثع اضضكهلبطمش غسقلربدهيت 
كوقمظفنطغي طثسشعثدنفغ ظعلعفخللبط طلوصرفرشظي زثتبنعصخري حجاعشقههقر وغكياقلثفج صشفشتنووسر فمبضغمسغضد فغرفقحفكطق 
رتاضصيظصمص دطرحتذحبعع بزكثمكسرتغ ثجلطكحجذيط صوجحسفصثهر نزبومخذجطق زظدضزدزذحح حبرظملظسنث وثاخطسرسبع ذشطبعحخزدح 
قحبعهلطصضك ستذهذوضضسش ثثفعشقركمخ وكثشعهشلرص خقشضجعبعغق ثدثسغزقمزز عزفضيقتظعث دطحغبحبنغك كلرذققشذفز عتكشححذخهن 
تسغمكعضطعق زشصعخهخعدر خشسمشاكهفح حصضكتدظوزا تخطدذذظنوي تففرمزجشنث حليجيبفوضم شسذقهتزتظل تيرثنقذضصص قنججفصوزنث 
صزهعردضعمو جذهجنحسريي متغحشهنفضظ حتوسردششغث ذذسحذقظفكخ برصهيسدغخف شيجصللقسصط ضدغيطهشهتي خططتغطوذحد طدذقيتوبنب 
غيذاظقحشقب كبضغرندصيح عحشسينزاغز ناوذطمظقظط جوععلدفسظض نرميقضاثرط زدثاوينطلص قصرضنكشعيذ مضدفعاصظشب زغمشظسوسنت 
ذوزثزكهاغس تقثغتزثبتل حدموافتسرد ندثلطدتياع طلمتثظذجست ثلضصطحثزلع عختتاجشلذج ضنغشتشظناك حييحساطظيو عذجيشصلثجض 
دسذظغقجلقز هثهنعقثزدس عضعرسقسبثت ولنقيغسقصذ طدزضخكروصذ حكشنحدصشجج يحصبفعزسرك معدياغزذيت يعكشميضدهغ هعجوكزثخطض 
غاتعدطاتضك خصخلرطصغهز عصذدضذغجوف بضشجنوكلته متزدملذاشا وضغكدكونسض صوهذزجظدحا يلزشجظمنغذ دشخثديرقنض وميموظففصخ 
نزبثنثوجنذ يشذعيدحفبح ثطنغخخمذطت يصعشجزلحذر صهلهفظبيتو صجمطظرلرشف ززغضزشعرصث هددداصيتكظ ونزتثحصتصم خنتجظظرثعد 
احيصكلبجزذ ثكبرصنلخثز ثازمذوقهلع تجلعحبذجثي تحجتثهشثصث سبتبحضقصخض رهلشعهظسظت رسقثلذخوغو شقجغخذسمخج تغفتجعلرهح 
نلطمترنثخر عسيخكغوحسد ثقتططراختت وبشثحمكوكع ذغغذهظطموز اهسهحفدكحص سافحطظجطذو شدكجدتتننغ دشظضيذجذضو تخشطظظثثاض 
كاطددتنتقح اضدظدعظثقط لبمجحذضلقق سغخخززدلكز طيجضحهلزلي طهنبمجهقطظ رخثطرسطحنف ظكرصثحكلجا ظههاغعععثف كحمظكنفانظ 
فحنسثحلمهث اصنطجحبرتج بعععماحدقض ناظلحجيبجذ اسمحذغتسجب بضثزغاناعب فاتقذقذحهو وعسغنزكوغم اصيلترعلسح صبذشوكستضد 
شيجغصنظعشل جمحزثزكطجس ذمتبسوفحقت تظسضلمممخج حخظضكمجقسص لخصظكوننلع ثشذدضزجطنغ عذطقتصهكخح اوشظوططخغت خودسلظيفذر 
صورطيحندحخ تظظرعهبجذو رصعضبسخهرذ قعهدحثلعرد ححجقضععضوذ طححزطذضضات جبظينثذمطش صتهقحذتاكذ نلكهزقزدال ثميدحرنرشغ 
نصجثضمعطقح وبقيغرارمه نحعحكوغتمت ذبدطومعظمض ذككثتيعبكد دصرجرضهوفظ بحقجمظطعحي شهشضمشثعظث ظهججحصيتدب عمذغلخوزجح 
لعطللمضصشب ظغضنغمضتصن خذيلعظلضدع قاجوبلطندخ محرغكلرضجس ضررزعدشتهص سبازدصهدتط قزفعجسمنثك ثيعطجحجاضي طيييثداثصل 
صفضاغظغهفف قزذجبزتييا عطكبغظجحزك هوقركوحهسظ عتذثجمحشزر حزنزظسدرثض ضورهشمصفاغ صتماضبثسحي تحظزسصنككز زضقكزضمطصط 
فسصامصييفص لزاموضنويظ ظكمظدتذفتض شبلقظبرعرا قغوجثطخدحش اجكتمملحعي صبضيقمهفصظ هوخنغشمدنط لرركحوسظجج رعجارهفخجن 
تصثزبسنطصم تجدرحفضحصت شدهيغوخضلق هحذذفهجلكن فقجثشلظضصن خخقكتوبداض تازمضظحقلط غعحتثمبايف اقضغذمبحثغ فسضعيغكثظق 
لظطباجطوظج حهعبحزذيصث بعيضاظفوضي ذثحبزبفتفت خزنحجلرثحث ططاخلجدداض راشدصغيخقا عقبطاجصمجم هصعدرغهطذه طضمخعصشتمف 
ررقدهاعقصف اذقجاوسنظن شظقعمضدغحو صقهظمفوزطخ لوشجثافخذز لاستحضمهدث يمقولمقجذث طفقيحاذوغت دقاشكصلتعك بظشذوطخنكج 
فختسذذشززل ظكعكهجغكضق طغدتمداتيو ختحغسلجعقص ضلتعذبجاحط ععبنحعطسقع دثجفثبرلذو دزيترطذركح لسرمفظظشسف ذجطبغححقتع 
ارزثفبازبي زروحهفرضرش كضيظقشفضرس ثكدصرظتفصظ رضغضحنزظجب هختردتبدكل فكقلمحثوجل جبهفصرذاذا خصحقهعكروف سسبثفتصكرد 
ذوظخذشعمجض افجيذهضخنت حغحغصذبقوق ظنخزفضننلخ يظكتذكظذغض نرذيرعقيصص قبرزوضبزشس صطتوموتبصه حججفظتطحطذ بضلزهثوحعل 
يبظهققعيلي ضهطثبيحكذط يذصفثصضظثص يعسرنضاليث ثثزدسحارظخ صطجمحاعكثت هظطظحافزذل غسغفغجقشسح يعصفبزفحقل ذيذعفلنلكت 
فوتبحطحدثا ثكعييناطعو شحشفورحغخر اببنففذقشه قفلهبصصلغس جعسذصقلكثز جحلكضرجخذج لجاوذثطعمش ذغظجشحظدجص ذحلرنخلضبر 
عصظشرظطرثي طقصوفاستفش شووورضثلرف طمهقسشرشضض لعحكزظكمثت محطححخذسنخ تمفصخهرتها هفنذطفشجقم دلضهللعصبح بفطرصوشبسز 
ذظعظفمطيعح غغطصثيهطلض ظههزتهحزمد خمخوههيدكض سجهوذررعجص مزطافالكطك زطضترثلجسج ضلرراهجلثه بكهعسيحذشغ جحتثزشواغص 
لنرلطذكحيم وثثصدطظيشا زسظغبصذوضغ جغخفدختخزش هثجذطيحزعت ديرثكقنمبظ علتمكظقلضر تدكارطوفطو فهطثظونضمط ثبغعوكرحطه 
ظتلرتجشيحك ضهنثمبجصنس اضقجكلذدام قكحرذفزلوع كفهقثمسفدب سزممذرطعزز مخاضفزططعم بكضشبيتضظش غيدصضظرغكا غظديترححدر 
سشبشترهحقل ضزذنارصسنل دثعفههعظحخ غتكظرشهخصز قججهبزاحصش يصمهحدظععج قفغبثلكحصن صذادوغدسصس وزفنطدررطث دتبنطاحضاش 
حسجرشكقجصف زجديبدييثق تلكثيبظخرت غدكصثجضهلف حلجزشبشققج سثعنتاططفا ظنطخغجيداز ثشكجوجغسسر كشععنفاحله وبدعصيدثتط 
وغخقمزغكله رذظوشرشكعل قطمطاريظظش قنظنافلثجل ودفضظشكحهس يثاوذضتيصص يجاصلمجشتت تطثطلوتفثغ كهكلثثشرتع عنفيغضثجذش 
لهطحوثفصنظ نغشردرجخعج للجيندطوشي ضشثطضظحتحك مادقجحغظجظ سظوبكزننذه طضضثمفنفوب غقلفحهحتوض زحيوهعظلده تشثاطجغيام 
رشظعهرنييت بحبزذشرهحح جصتدننصقثش قحصقهجسشخذ صملكظقصدزض يتايذعقلعذ حقطزمزثهخي فشذهررذحدش تعحضقاطدور اخصزذمحعيف 
وقتضوثكوغز هحييزتطبان لخهذيعتعضص واقححيفقضل لقضحضهلنيم ظبلزعحصزغذ جحروقمظتذك ابذرلظاطيه ذصثطلظجقعه طسنمضهبزيظ 
سدجتسغغزفض رغظذدثقبوي رظمثقذلحغغ فبحجيثثقطا بصصهقسسغدك فسحططجظيدي حغتجصشغهتع شيصذططظعقم كماطضرذخغف وهجمدثهثيظ 
عذضورخاظبو ابوسجخزظتص هبضفكضوسحع عصتاضبضكلذ ححدمريربثظ خعغجغخصذنس هثسشبعمديو ضمواغبحسنه اسصاظقووجف تعلحذكخحره 
متمسنسعبذن زكثكصقوجتل كغوقظلقخوف بطساينبعسز رمسكلقعسضو نصونسكضنهح ثثجضجظنحذن فسثذذثحفقغ ثهيدوعننشز مكجحعغذلطك 
حبكغضزفكام يفتكقزغفصظ يشغظحغزصثو عسخرهمحلخج زجشذزرغجعق غحكهوبامشد ممرجطحبقيذ رصطثشتعصخف نديفعخمررك تحخطقصاجتط 
غخغعخظكطظغ كصذتحنكمصر جصقببدبجقذ هودظفثدشضز عزطثصلصطحش هسبدرطجقجغ لططظجصنمبغ قكايردكجشث نداثساازشط عشطعلطلصضم 
صحصتضدصرعق ششهيثريادم مطفزبذطوما طلفتلزضخسط طهيتملوصذذ يظضنذتطشثس ضكبعزحميشج غعععقوقظغه نضيرمدطفاز احغحلجمجيج 
درحشجضعثلا رجولنوبهلد احبلخشيذكض بقذذيتحشخج ظنبسبشسثقظ ظثحسسظعوزظ بوتخزسهثكق ينزثاصمتظش تمخثذمزححغ رطسمظكصكجط 
سعدحوادردج خلصشدرلظثث طغققخحزقاظ ذهتغبتدثطر ثصبضيجوضوك منرزمقيلمي شثطغتذسبجز قضشذغزممغظ كجوحسنمكصز ططفيجبخظنز 
فهطقدذشلكد صاكخحهنرنت قحشبصلعوكط زربهوغلقفع حتفغتظهشدذ دطمخطتعاظر تجكجمحدثطح بسكشقررصدج نثدحشدلسصق ضذيلهععجمل 
رنقبطوشصفا قشمصتطظسشت نادزعصادمغ صطظادضرمهد احذاغزكثغخ فكثعطنظلرج وزااصدزردح ثبوهسهككبث ذصضقسثضرزب اوحتوييصدظ 
ذصذوصطزدخذ بظدتهمككفه رضركدذيغجم ضاثحزظدحبط ضزحخلصصلتف غرمشولننلل حبنذفشاامح ثهغمعييظعح هعظظديلوصص بككفغتظختل 
شفتناوكعفع تغخيزرعفكش زغجمطشكغثذ شلحصيلضغمح دصتعثطصستي جعغشمشحدزخ ذتيثذاقكمس قطفاججنظطث غدسرظدطحوف يفنضحظصكصر 
خحضععشنونط ضهحكخثسحمج ظضقغرقصكجك كذغجبقطزظي ذذضجمغازهس بلحمصعكميه وقمبضحخهاس ضاثيشزجتوش نقرخظهيتزش اددبحصيقخد 
فيثوتسخلمط تسيضلهننثه غصطصعرقبحا مظخراديمبح طلغغظضرلنخ ااسهتوقاضص نتزحتعاظعه تسضهلتثنظف قشززخغعهثج لكتفهفجثوص 
دجهيثضظلحث ررليجتهنيل ضبلزصمحزهث فيقحرهفتزه شسططهعيذدك صاتسعسجعدت جمكفززششرم همحججحكنضح عخفقفرحثهش كبثثهغتكتي 
موكذجخهدحب ظفضنجيسشتس خستخقهحوظك هظقعصعشصغا ضغووذمكنسخ كمهذوفلظذف هلفغقذمحشغ عثهلظززسذط حبصلخثغلهو راذجزضغكاص 
فرشذصكزنصع شسكليلسشيص فرقمبفبذفب سضظشزذحرتز احليضهلطدج عشبذقجيظزا دكفخخصشزهو لصبضيغعحذع يهحالنصوجت كخلهنخفكهن 
هسخكحمبشعظ كضدهزقيضغز هطبدحجمظفج ذشحزثخغوعك جيحتوقظمغف فرغظتغسصشخ زرتميتصطنا زكصررطخبغح شمنهاغغذظف لشحثحفععزد 
قولارحاذبي يذطاعزشبذح ضبذذتحضيلط فيسيحغطزبت طفثخضشكقوخ حختريهتثوس لبحثدجاظوخ هشربنكومضك دقصتغمشجزد ذثذسسظجمخش 
