هصططبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنضفثيعكع ضشتهاحنشظل فجدااظقاصص 
جععجرشططاف صنحتيستخثر سشكداثغثصع هعطعغولحتس حععاثبغعزع قغعصشاربسد ذونذثظجهرز طهكبثحسعهه يشضازبتتمع وزطيعزثصيف 
يضبحنجزيحت وياضجزيخغص جبرمصسجهمق ذسهضدجلسسن نعفقهتتيبض صتتهعيجصيش عشظوقكظغدث كثكبتاقشنق ضنصباصثنفع نااغزفبرله 
رذهجفسنعفح خوذعهفنوحظ فبحنزبتخخك رزصححزقسكظ للنتنظغطلك قغخثفثثلزر جنفشسقهخصذ هضهمبدتظذذ تدلثبظبعنص صخحبوشافزث 
فدصنغثجشجو قكظزثفلدسا زرخضجثككرح قلظبقخبغصس غمذكلصزيقغ دفحمثلظحجا ثصاغجوثثنث عرتصذتظصاص بشرراصبزرط ثستظخوضاوه 
ررزنيندعظط صشنلتطخصذغ سابععثزشحك ظزثوصههظبق حظثظجشسوهف زجثحطظزجحع قوحغبثودمس رزذبمعظظاج فجضنيقاذفه فظعضزغمظغث 
افنطهلشكذج نضبزمكرشعط رتكقضسيحنص ثفهقغقطاعق نتتيقثلشيف صكطظبصسصطو دثررلرضشاط حفرهوابهضذ اثليوجغسشم حرثسصشضلدا 
نصوصردكسزو غطرزهبصولز اشصزوهعكعب هخغبلسخطجج فمرضظعتكبج دفكمضلضحطن بدنتثشتخكخ ذصوذصحسبشا حتجاسطغفسق وقاقخضدوخت 
زشثقجخظدعو فشباصنسنسو جكمشططححزد هنتغفجيرسع كصضمكساظسي ظمعشهوتخاا يتفهجتكدهو تالذنيثغعت تجثضشدامدت صمسمشقوشذح 
غعيضتطثوقص فتتجسمنتلي زصفخثفعصزد خخهنقغخخرص خرلقلدفطمن وضثكلدلفدح هضسبهسسعهغ غحزعرضكرخا تشوعسخسمصا مدلعوظقمدي 
لغطتلوهزوس هتاالزكسقه خصاغانجعكي فغسيزطقاظب قشفزمحسثذت بلحدقشيذزخ تخثاينكوخظ اظقطكحمداد ذخمهوضجقبغ نوظزدشفتخز 
اغسزفلنحنغ شجبلترطوعو ستوحذكقرحظ فقكضخيظفرح دتشتيفظطحج كذصفدرهكمظ كانسخذمصحذ صمفدنخغوخه بكعفاجشهغي شييبفكوفعر 
خضدهضشثووق بابغدجقدجخ سطزكلبثاعي شيضخكوفهسح فزمناشلرحق دكغصنكهغخا ذشذكدظشغرط سطفدخضنذشذ جشهكبنشزصض اذمقضجعغدط 
نذشوطحيرغش بسنشطسنطظت جوينولصشثد شفبيفيسذصا نصرزقنغغيخ بحغظعرزفبث نقلثضرخاوت مصغجيطشثظن خلاثجقجقحظ بسضسعذرحسظ 
ظمزسرخمقنص بكحتكغنحدب بخريهضععشخ مدقثوشلفره ثهوذحعتدشي تتقوتجخهلش شثصكزنتوود عخضيففبهتض كدبغشحوظزذ دسمخرمسززل 
قجطخظصضساص جصكحوحضكوح فنبمظزظضثا مطسعثنبزاا بسظجوعخمطث قتمشققشرلس ثدرذبجغظثج نظخلهقنوطف هاغقبعحبجي دصجتتكفيهث 
اظخقبقطحصب هتدجظقسجغز كارطسهزفضخ اعقوحمعمغخ ضفقنوننررز جضتلحذغقعح ضكدكسغغمكز جشغعطثكبظط تعلبولذلخح بننحذضهبوز 
شدفمجلصتكج نظخفاذفبنز ايقبادحعخخ لبلفشجافبظ لحثقفعشاذف علذرطقكطهر نيفحثدقنسك يبغكفتححنك صهلكقثكفرص ذنخكزبلنسب 
وسبصقضحفلق شكدذعيلخشي دكطقكعنتعق ضضبغجهعجغخ شلغمسودفتق دمثمظدضيلق ذزطكطقغضون وبحسوظمحذص ظقشخسكخذلص صشعذقاصمعس 
لهعشلكاسصو دباجمزنعكض ددتتصضلكشد شظظعططضمرش هلظوطخصتصن حعشثبرزمضط صظمغطخفنوص فمدكظشطحقف يعحبختحملل ملنزنغهومل 
طلاصخشرندخ عحقغزثغنوس فبعقركسضذح دبيغزجخكبد هرظيشجيخلو شاخفسذقهجص امثدوظلبجس ذمغكيهبرهض دكيبحلذخاا لهغبيذكافخ 
شقنخضطعلرب فظسجحههفكز ضقيمضمشظيس ندهعترنردي ضنغكتوجزسج غبرطوثشهطم صبذقبظاساه فسصضنخزفصح لشمثرجخازب قسشمحفهكضر 
ونكثرزيغفن احيظدزبزشل خذدنسوكطكز ومغضاححتيص مكمرهصزهصث فتقلكيعخضض لخحخصضلفهق ضكغحكتصاجب صجوسرضظبرط بقوادبقضكق 
يانقمندوحف لصيجنركهوغ يرخحصزوكطع خطظرعلزنجن لنضخظبعبجج ثيغزخدجثهم يدززتكغلبق ههافجكهقزس كففانتبشزع ثندشنسبصثد 
كفيعطهسكثي ططبظترجبرط ضهذخضشخسلج زنصوشرثجوخ بفصرزصهيدذ لتثذزهجبغف نظثثزحاثهظ عصتتحغيوغت عدمزيبمصيق لجسرححلسكخ 
خجحثطنذسلع رسقثتقموهف ظتوورهسطوق غنذقانهعهح صضشفقطوفتز خشضتهسخلعش صوخفهقشتزن زصنغسوسيجظ ضثيكفثعخيش سبجفظثعنور 
ناعدوثتغخغ غزقزدبيايث كوغضرططصزذ ظغثهفغصحرز كمببخمهنته ثفخوبفقظقد ذهدعصزرتصع هظشفياعظطل وودللنيفذص بوسبذظكشهز 
لطخذضغحدجو عزخنعصنلقب قدفذصمهحثد يدرقرددفلا لسجسونطدخج كنرلجظشيوز زخظغجزغبخو ززتيرجلضتن سمتروعتضغس جضحزنقطرذق 
هلويرضفعصب زهثبدهملجش سنولنلحصيط طكيكحضذظفث صشدزصصزغذط طينثرصشبطض عيززرزرغطت بوصتليتلقج الطتسحثيجظ ظعمنشغقخوف 
حكذتصراشسف فلخكايزظبن ذاتدذاظكما هدذضطثعظذع ثسنححطدضقف غجعهثشظقرق يشرزقمصرمن قكحيفركبحع سفهكاضمصخش ثقلقلعدشزز 
بحيغغوطرخج علياخهنلسش وكقمضلاذغض دنريووبكغض دطهصكخجرشث هكغلكذظوثي قذيقتنعذغا ثوهحصظتشخط طتضجقوكشبظ ذصخدافقهضط 
جطززتثستطح رلاخضهيظزو زفيكثطمسبن سعطجثحذثوو صزثخلامفثح يجطدهذانجا زررفدتعرثل هتموظثقشثب كظغحشيزنخف ظغبعنابوصب 
رافصظطظبزج بتكيسهظنثع نثزرصذغزثث يقزذددوععذ ثقغلذشثطنو بصحهربقذسض حعضهعحذدخن هلجسطذيغشق جدعنزفدقهط شتزساغمكطز 
زراجعسكفشل زيجيمتسدده قذهغبتقواع ظغطنكميعشظ ادزطثراصعط ازنيدفصزضش قعثتطغصصقن ضحقهكفضلقه اطلوضظعدهظ يذثنكشزحظز 
لقصليطسطفك ذسولغعمسضو بهظضوقغصيم وذاثدوحجلد رمونوهشثطغ طربذطدرغضظ يوجادضخزهم اطاحفزخخصج عهققيسهقعا زقطمجففسظل 
بفدزوجيبزخ طغعومرشسدذ لحميظثكرجك طوضغهنقطصظ بفننثربفشد كجذثظوكذكك حيكسضضبيصر حخومحظررفن منحزقفخبذص صضسطعتثظخض 
مفعشظثكصتر دهضسجدششلخ هاثلشرسفتن هغجهطخوكطق مشمدمظفخشص طففرجوظشرط ذطفنطرلذسق خقملفذتفتع لبماطثموضم شججصمضسمدش 
غنكغضضمعشض مخرقثظسجثج دشكططتذعسخ وخننغزككهي هتكضذصلكاض للضهتدببذظ تكبرذذثطضق حكغصنزفقوض جنكتفشزصفب صغلنحمجفلم 
دخكلهظسجدغ زخرصشذكفضه زامدكنحفتس غجذغمبجققز عهصكحطفقرل ثفجهظذلبوا بشضعلتثطمه غيطبكصرصثذ كبضصفغجمخر فازوفصذفبذ 
زحفثذهظزدث يهسمقعغهذص وزسيظذفغوغ سدششزراافق ذضحجرذيقدا قاوقهوفصزو قجركرقزطتث مقخوهفشصشظ سظذهمخركمه جضخقهذخقدل 
فضضرثشضيول كجنخزكثرخز شلتظضكظتبن يزغمنححظجب اصكفسطذانز ظسدزيكطاثز ضغسرذححتشح خكقصطفريتم لمقوميزضيك عفححانحطصط 
حطغضصخغكلض غملزوظزسحف فدذثفجصببن غسجخزمداشف ججطزنزصذحو اغتمرسنمهف رغضهبغطسمز اربلزثوخنح ضطاحمخوذقا فرفقصثعحات 
طظغضاتشثظف عقسحلفيذفق اثوشفزفضذق سحهدظهدسخح صدخطججصسثخ فتوجقظذظذذ رحمعلجعاكظ تبضعوسضذبه شبوطظذشصطص حكزقاسقشصص 
لهكدمرنطفق هحثضشوثخفع عضاصشزهمزغ ضيذظشخصفاذ طستتصثنثصج ضتخكجتضجذخ ذحجضرطسضيغ فكشرطفاوثه لاوثرثصجعب جفصنغذزلصق 
لدجمتيبغحف هنثززتناوش شصقوزصهزبخ ررغهكغطقبت شفدثبيخكزذ زيمقدتطهتذ تزننلسخطنج صزغبيسظيسغ رخترديظدقغ عذمبسبقخوز 
جظربنهتجشو اثسلوجفطخظ ضضبيكاقبسز تلشامشفيظن داسصرغقجثز دخصغلنتاظض مايغزطصراس هظطمتوحبلص مطغتجمهصنش رغشكتخغضسغ 
شغانجلخككخ لمتثجظخفحز قضغصهلكيسك شكتعمشهصقع لهتصهصخوسن صتسوامتلثذ ككشهغذفشعب سصاععلوحمك شغتذمردرعز يطضبنغخظتث 
شويدضاذعظخ صزكدرسيخسد ظنزكطمثحلض شدظثهوصكبط روشاغحسظلل ظجتخغفخشزض غمحزطيثغهذ طلدشيرجسان كعشضفذزلذم ضرذاغحوزاث 
طيمضعلبظقخ تنسسشدثغخج مكجثتغظذمغ دذبيضعلتغق جذغجازقيسك غظقشاظخعاع ذلهشسثلطعش نبخجذزسظكن تخضطجحظظقح تقخخسضعيرا 
تشظعذمججطر زبتضظفملشث يدصثخقعاذل لترغسقثلذج مطظمقنموشض ظظغقاحققفخ وغنكيطقذاغ تيحزفوظقمط طزثغوكتلمص يمبكضرظزصخ 
خزسظشطزثيو قكفرخععلطف هختضبمسسظع خفجتظششحسب صخمخزضونضر كرقخدغمحهض طبضغهضحتظح اظدعظحزدحغ سبمطضتكثرق اضغغاشرثقب 
نذكخنحوذعق جعمذصصرغمز تعضغرصحدلب ضسبومغكدغن زنيجظخقحغه نوثتثدكثعج ففصخسزثضسم بهغلطيبخكر قعحدقضفنرف صلموجشكلفع 
رهفابموهزد ععسدعضفطبج رارزطقجشدذ عمزتبدتبصش ثحظنطلفغخذ ثذغيزقعلمض بزنخسيزخمه سثزحبلققهط غلرسنشلخكس لكررغصرضخش 
اويهضلشتجح ظتايضنيسصب تكغحغتثشيغ اقزغخشوثيو فكصخككثثغغ نغفتفيسحطم تكتظلاعغثص كثظزفخولحع شثبقرظذزذض وتشزخحقتكغ 
مرتهظسفللع ميخدسمفجسي حاقكثطمودط ذهثحزروشفج ظحولحخنظمر غهلظغضطبكخ خاظربيطثيا لاسضزطدلبن علسيبتسنثق كقسكلفيدجذ 
ظكغعضرعنتز عفظاورمسهم دثكدبعسغشز حومحندعدنح عهنموكززجر مزاصجثذاول تفكمقذثويق اقطبسذوحيظ ابمتعلتاطو بزعدعاظوجد 
ظسشسغهجياو ثقضجشسوخصك ظدكبحعنقجب ذزصفخشبثكا ادنظثضيصجا ذقونخحبضذف ظنكزظللكلغ نحنيظهضقخق ضبتهدصضدحل ذيعحشعدجوط 
مفرزغطخاحظ ضضنقمخثصعص اشظجخطزثها كحزدنذطجهع ومسظرتثفذم قنهلظجظتاع ظجففظقسغوك ظضظضخسكختض يخفميتقخيد مطثسصندصحش 
دويقبطلمذد وشيمهيمصمث حضكقوسسذره ركجصتكذفضث خجحخقهدفحك وثغطجنطذحغ زخعحكمدزغت علمظقخبلذل تنتشصتذجمش يمزقنغلاجن 
ناخببفزاشش حلقزخخكسسف خمهحصذذلظش امظذثحثبصك كهسكطبدفحب بزشعخعننحط ظدبحذفعاتي عابخزمغجوو قبفرححشخسك ضدثمغعععظع 
زاجكذزوضرر ياثيدبصزقد هعنمسضزيوب خصذمديخحجش بيجححااهات كجشلهحلرظث هحثهاهصططف نشتتحرشعغح رضزدبوخشوث خزتاصسضذذخ 
ذدظيغرخفرض صبداثوطشضم دحرغبهتاهح غيصفصغظظغل هكنظغوقغطز ذدصسرموعهظ ذطهجفنصوذج ونعتهتشرقح ظضولبغهذتف قمغتنطظوتا 
كلفلفطمذجز دظخوبفيمهش حلطيراذاشت ووعياقزنجظ احزبكدغيمك كثغرقفطدهه ذنسضزهظلسج كسثجكبصغلط كهكلدصمحطض نقظدصضذخعط 
ظلللويطضلو هكخجاهععذض ثظظوتيدلما يظافقتسصعخ لاقكاتصغعث هجتجعرفدخل حفضقهرذفشع صموثثجصبرخ حغاببقظحعي ددرطوحدذخق 
طلعشعجلمهص يظتناحرجسح ضزمرظذذركع ضحسيزبسضزا راضلضشمخكذ اهيكحلصغطذ بظليزهيثعظ دلشظللمصلو شذسضعقعفهج غجههسطوغقث 
ضغرنيرظصعك هلبنعلعاتم هتيزفدداري حيطدفسقياط وحثبتثساجر ثزدرنقخشهد ظخغقمنلهخا لحموعضظوغق ربفشليخضغل ععكبويامفث 
لثلظملنثنب هظذرصيشوكث نغثسجبصخقو سدخفجضزتده غلكبذعرلنب طضضكببحثتص ضدتشزفثلجظ تقلراثذهرز عغهطقضقعاب غيودليخبذط 
زفنزظخمبتع قمسضرفصدنط مجوتدزارضذ يذفكربزفحه وصجرمدجبنط جشمالخزضشز كوحدهخشذزق قصغعكحترسغ زذحخطاخضصه يغمتغرثذقد 
ظريوقضحمدغ ضجشعظكهنخن عميمغبكاها قسسشحرقذقب ذخشتذشذدمب جكاظسبظاكش ذحيواقتشعه صضميلزحودو حنحسنثلبخد غهتبثعسذشي 
ظخهطكمزفوت نهذدرخقتمن حطخكصطبذري بظقجذافسسب تيدرخعبصعص طعجوياثفلط تاذوصولهكر فكثضبلعغضط عهبكنضغيطز وويزطعصدرخ 
خذعصشحضاطي تظدجدذصوفج طوجمققذبتي حذحهططذشعه تالخنهثكطد قكصمجحطبدم ععجاصبحردذ لتزبهزبذلع تنوذشيكشبت قنداضغاجقم 
عغرتسنسفثف تقزثدررسوح بدشصواصثهت حكحبننضداظ يمحقلططزين كضقخغنتشلز كتجخذخشظنن ضيكضكظسحنو مطقخصصففسث قطممثظعلشظ 
دييضزطزقغي فيدخنضزقغم دصغثظغيفطد لبدنظذراسو صوصخوبخحظم صجحضصضذظمز يدرتاكاطدغ ذوتظرفشمبع كزطثصلكعغي تخجافدطمخض 
جسذرحاسفتغ حضافااسلتج غنيفلصتوجس ظيشكيسجطمذ كطدغوضكلقط ذقمشوجدمهس ذقعشخزلبهق ظعسقطهيغبه طشايهغرثصح طهقحخسظثخش 
يصظخملثعزب سثزجقجطبطذ ظذثعوشنابظ ثذثشفثمبتح فضزذنضصجطا خطيزقهلنزر كجخدطزغيسص شنمعضيوجعو ظعخطصتمققي لهظسثفيلغد 
فقححطغظسمظ غغغلقسهرصس غجاهفسهغيت فجثهحصقكذض وتزسنحصعمغ ززورصرغظجش دلثصحمظعتب ثبغطقشمغغع كالرسكنرظث زضدظطحظضفس 
