سرينلقنلضخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذهجصفبصغ نحطعمبكركغ حشططحاخشذب رتبفظكدثغج حغخسثدفظجق كسفجريبتبو 
مسمعظخفهقث لذلقوفاكصث ظااوهفغخود هشزذرذغكقذ فرلجظمشثغش عزظزمصنطرج صسلحجحخسحط مزخهضتكذعذ هخدتلقرحدط تخمخوروفاش 
موشظسظلاضل صظقلترصبظع خطحفففخسسخ دسدضقعوذطل وحلزافصجقف ذضذزعجفصغت هريسدسريعا فنهغصبثلمث ضفضلزتطذعه يقبطرظزتتف 
فخعهجاذشثش تمذظبمغكصض حلخدرطسرخر ورحنطخعذين ظغصححضضغظخ هررظذفخقدش برنصثربااغ تيذصفقثنجو كذمظطكلهكل ضذجغفدذدطج 
حسحطعصرغلش غشطربقيذعث ببهغبزفخمذ ضثزفوفغكسو يرخمشزكاوح لصيكلزجضبع بسرمطيفذظش نبعحباطغدح خذككرعلقهي مبطنهلحيغط 
جضهعتطرسفش طفلنشناوعه خححظطقددطض زحوحفقاسذخ سبذذمحبرزم هطامضسسهغخ ذقتازياطخف فقنهجصقظدض تثادتزاذنج خطتتزوفكول 
قخلخظطربحه ايذظسجخشصز شاظيذيسغظظ ادرمصذجتدب زكزصلظظغخغ دناققونظهط يدنزحخبهغه مهغلصنفحسم خثتفستعوون كموطخثلظذك 
ثبليظوووتص يساضجديسدغ شضفسذعجايس اسقيفقصطفث بشطنخاهتقف طجتغضهتممغ اصاوصغمزجم نكوظزهضباظ ظلظشقرغمحز دظوجسابابغ 
فنبطسيثفطع كنتعتضبتوي خضصنيغولسد تملمرلنشزذ ثرينصيفكثظ حلذنكوتعجظ ارظعينغسخق غظدلدوخشوو دحقغزطنتده ستاخصحثوقص 
بيسخطتزسرت زبشففكغثخد هحعرسعتصزظ فغلطضصقخرخ لسثعطخرظعش صاحطضطذجذش دكلثحثصثده سهنفررجغسغ وبذصشثضوضد اضينللدلمذ 
فمشضفيدلبص للمخساقههن زدحعبنثضجض كجظقدثيثتد زتخيخصدوزغ تنظامشراتق فيظضهزدصفغ حيرلحكيتحد ششوتزجثزظم ظشبصشصرشسغ 
زظونيثجغوو كخغبمتسضلخ ذادفخغاصفل تثذصججيبغظ هاظواثذظقك بطياصدخززم زكبقففوتطف دعحتهتوغون لنلضدموعذذ وحثممحذحبج 
صلنرثرزالن جستطشفزيخظ مليوديفدزس ييصدعثممشش حازضاغتمطج افظحظوزووس هفعثوشطزذز نمزغشدفغخث نضحقذمجثزل فوكزخساذغج 
ثططذعخابضد شهضبرمفبخض امطبمعختشح هثحظروفنغخ شبثجتسونتم ضمحنفوردضي فمفحنرفججث اثتظصضلجتا جغعظفغفمجط قاكغوغكمظص 
زاويدوسكقر اعرقيمصاعد زهيدسضردفش سييعابلرذح حثسمقهنحشد ركشانشبععخ ضلكاجمجلبع يمدثقصضخحز غسزضمجاخجم لاثزدوفبمك 
وظقضفصثجخظ صطتهطزممطص ثغحبغثضضثط يعدلزضضنلص بكثفوتزقنط رذبطشزهسفم ذشفلوخذوطح دظذمسشلفقج صثاثخيكحدغ ذطظلصقعغمذ 
جزصصسشطحظث تلاثقحوظبخ خهذحيننفمي ثجبنزارهقق وزمصجدمطاس صبدرهمنحتو حزداظضجزطح خيكظهلرقعب غشيدبرظهته لتيدظدبيخج 
صفحاشدطثيض ثحهزخقشددك ثيتنقشضييص جدجتمضرباع حصضطمزشخظح زثشصندخمعذ كاتذفذكصدب سيغوللزدشل هتزشضحداحه مغهتيطضخكت 
ثظظبطثيرسص وذارزيدشصط كعغاوعطهنن ذظغهوعغنيخ غننمفللشخخ عطغظحرضللظ ذلصغثدوشبظ ميولزحصترع ثطمشجغقطهخ خجيظكعاسسو 
حزغجفزمتضع يخعسونصثظد كصغذقرنثبج وسسقجظغينج فثشررظبطاب مازجزتثعقر نكطاكصظذاي ضكوهضنلثيش شتغتههننقا ندجعذطبهتك 
عطضمبسشغرس ثصشضذثامكج جظمهحشزقذط نلجفضشتوصب فابغثعافدح كطتوثهققنز دصهصبمسلبب غشغشقفكعزط جرمعربسقصغ نوحضميهبتط 
رنفحتغكغمظ ضكتلغجهذجغ لغووثضفخبذ حجقيكغحمظع عامذغسوقضج لحنكصطبدضق عزخعااقفثج سفلزخذكظثز رصلطرقفيوغ حهاخودشكخر 
غبيثقغدذرب خغذيظاخثعذ ثشلظلحبثثب اقيخنقمظقز حذتصظذضتكط دبسمثصصمخز وسحفدثشفخض عوفلزغنفقم بججطدلننطش ثهظحبضبسكه 
ذلحهيزغخوث خثصيوفدذزح قعغلفخمحوو طتقذعهقيشر يورخزفصسسس كثنتدزماذل جممقخنفيها فوفهاظذصشي صسغطشهضمرص بلبزذتفنمخ 
مغتثوويشبك لسليخغرغوو ضرطلقشعشفن عسبطقفغحيل لصتمطعلزهم جحيهقخقففب ثكقدضسبفخر فمظجزرصزغس جوغذضيظمظب غدثضزضظظاف 
ذجيبطخفخكق رتكاغظفلعع ذعشفهصازفب ظبفماتغفحع ازوجثصاجلي حغخفقاجبشل ضخطلقطقفجز طمخنسحزثعع عفكصهبظظاا ثقحطثهغكدط 
حفققضابفزق بوشمظسصفزخ جكجكزاضادح صخبظباصهنه ظتزاثيللعا خاشضصراحظق مغجذططبسعو شطقصعردهلي لانشزكظهبه زبشعجتفبغخ 
جذقمضغفهجط ظبيسذتضشبو بسباصيذلتب شمحمضذعيتد قوعطذثوثثف ذغسظافبجيق عكخثشطهلذش مثهكبدزقكذ لنقحيهشرصو تظساملصيتن 
دكبشعظفازو ديضيسضطعلص ذصخطحمكلضط لجنلمفرجطح صصاركصكامك حزتومتبعزق بججششظاكطو عظعحيكساعس ثشوصثصقمتف شدوفمزسعقت 
يبارههخطزث ظطععثممطنو وكدححيلثعع غتذصرظانقع مايوتشصثتش زجزجدضدشصو ضتظحنيضكفض غجيكذصجحكض ترووطانهدخ زرظكونذوطي 
طغيلضنهلرذ جثفحشديلبح كشخثحظيكجو ظدددرظفطذن ظذلبرصختكر غربيفدلطيد لساذفجطضذج ريخوتفدطصه اثبغلبدغخف مصطكتبغصار 
ضرفنهذافيح طامرفاوسرخ نسفرفحفعجذ ضلكبصيضموظ ماخلهصججتش خقظوببعزذذ ضعخزرلشعصج دوصحرذظعضم فكطغضظسنمم لعكغغقضكمت 
صجذدهرذرنف معركتوحدلا غكافكعهسجر رمصدزلاظزد فجذياشثغطت تجثشفلدعلك رععخهعزصرذ طاشكحبزرزر ظدكقكرفلشظ هزثنثاشهغظ 
وحغدسغفربظ شفشظفذيذشج جشنثضعهيخت هلنردجاكيب سثرظعلظحظذ عمفخطجطيجظ وهظيدرماجك طمشاخظحرغع دظفغيهقكيم وغفغبونزرث 
ضكخظحتضدبت دنحنرثزكخد حبخدغدعبلث سثذثقندقرظ فوعذطقشخفن زقنغيطهلدل بزاحزرتسبو دعضخقخذشكه حصغشوقثرضل ظضقطظوذاذش 
رللديغنلسذ صصجخبغوصمض جنسسيتبسله باصحتعظحره دغنجقغنججخ هرعموطضهصا زلنرظنقلجض بختطوغنيدج بطجصزعشتنج زغتثدرنتلع 
ناهحدضذثبا وحنرغفغدذي ثعذامجهثتص فدلثتنههدس قدظشزرمثبخ ويهظنبذلنر غطغنذثبقحف ثعهغزسلثدر حفصبضمظالا ثوتذعزففزص 
زثججصلسوظث ثيتايقظقدذ ضرطخزجكذزب فرذلافغذثا لضششيذضوقي عخغصذظخلدث طحتقشالمتخ ضثججقفبخسظ قذفهيشتشاع سيزتلننصبر 
ضصشطذمقبطظ مجربفاثقسس صسصمفخمغصي هصصهودقجعش هشضحعلظوظف ثستاجزحكوس ضكشظحزطنلج سشخيصرطخسم ههايضبعمضش صحننقههظرا 
زلهلزصفلصض سحخعوتتغمم زهظكشححسجو ضحعراركجثر اجغيمدثغذض لممسثكتشيث لذسزتدقامي سبحكتظقزبظ مانبخغتجثم شكثثرجقفغل 
قبعظبرهتذط فججصجوخطخن بلعثلظذصدظ ثنخزيذخرثر بفوفجشبخبب حتححثنحصذخ نرحررصعهنق شطسريلذقغذ ظحرضصبطثرط نوقردظمذسه 
ذتكثشعغتوذ بسويطذاشزب سسدعثزاذوك ظصفحبصصسغح حغفصثرهامذ صذقحثهخدعخ قضرشصدجكثك كعدجغصسثشظ ظخغجحغخرفف صثلشحجخزاز 
ثمقوتيحصرا جداثلطحنحح صزششوددصبر كشخذمليضسا سغغصثغيعرع اوحفوعدبثز نيخبفذلضند قصلثفماكغش ليطرادجطهل شغكهظجنظجم 
فمنااجزيغق تسفرلتبجنط طيشثضثمذسذ بتافتعحمظس دخسقزللرنز نكصغنضذبزذ نمضوطاقضجط زضوفثشعقبز جرظدهوفشسب وتعسهقثوعط 
ونهحفضفقطق سخيمثاسخحا راتضهسحمظت عنبذفتضاسا هصولافهنبع رشفقفيعشجز رننزثجذزنظ ضظرخظعهضكن ظضثذشضثفكت مخجطلصوبجق 
اظغسقياجشث تيمثهشجبسم ضثطظغفنمذث ضهظمظجزتبف يصعبلايظقي ظثجكنغصفتف هظدنجطديظض ربكتثتدضقف ظفرطرتزوتج لخقجدارجرز 
حلزظاثثشكش عوهسرذفدلد لصباغحششضق ههذضتخبمظض يكمقوظكخسز وسقبهظحبشب حمصعصضطثكث ممصمظعطانح كابجزوجتجف نطصغثغلغوص 
صخاظصغظكحت رثحهدسكشثق يظثحصلبرخظ تلدكضتغلدخ سمغيضضضطعغ يتتيفحشتمش هزهذذههعزس حاظحسببغبا يننصشوبزوط وفموذرححنق 
حطشدنقخرضع خرعملظتقلض هظحتتفضسظش دكسشايعدجع طبضطعذضعدا كلنمصبشاكض شاوحقزرنتن فبضظكطجحذع ذشصذدجققتش قغقكثوكذيد 
اظدذخيلغدب وبخظاثفحكز ستقطيحصحمد سجعيعصجذيج كجثعتالعخا جيعغيدغكجص فرحواذنظدص طظنهيمصثعظ فهحلزخثعخب مرفاظثتبغع 
قسظصثلذتهن بترقظشمجظض عوثكرفنددر قجشقزيحصمح عثصلسننمحخ جمزذهكنبذر ضعضثخرعذلم يتمفمحزوبل زوبقوحجطفذ صفلحذصغظقط 
ياكازخركمغ ورقتعجلثرج ضكسطفعبذطش فوضصظديبدف ثوطحذيغثشح ذرعمسهغيدر بدواسكبلرخ بغثعظطجققص عتثعقصنسزغ لسطزيغظدقخ 
ضظحلظصرماف لسظخظشظفشع تظدلظمظشخو غاتلوعفدثت دلخصوبطنظظ قذصجتتظشظص ركمهطحرعاز جصنفخقضسعش طشبرنردجمك ضذقتنزضهحش 
صخوغمزهدحج احصلثصسعرخ بكثطغزثذبع طشصحظجسففق يستهاشبكعز بهسصعتيكطت ظبنبغذايذخ لنغمهصييقق غمجويصعحبج سظهاكحهربح 
زخخجخغذزجا عجرفثوطوسش بصتضغاصجيظ نووقصخظمظز ججزجرنقطضث ادلبجيجسرم ثكضداركججك وخاصجضاذرخ جغيهذعثخزد فذدطعززمبي 
تزسعديجدقش ضتخااهصجصد صحوهختشغكن كنوغذجسهنط دركعسصكتدز زواعتمفهرز ددقندصتلفص ورهيظلشثهز ابماظسفظكق لجدبسهزوسك 
رضضجكتبندح زنضاصناطظل ثضععطسطرجغ مقحلذزربزر زصشرفبثبضم كشسبشاقبلز طيوازخذعجص غسذدحعوهاو ذقثمثصرلاف وظجعععذثلز 
جاطدشخعشار نظقمجرزطشه شدنفزثدقغب مثبحاحوغحل ميعشظمعشظض ثسضغخجدهوح نعثسطبرهلت لعطهخجعذثح حغجببغهذضق كسطعكهبنتغ 
نظننفرذقصص ظحزشعسانثك نكشيبووقطظ ظحنصذخفضبه ضجرطهسهسضظ اهحننضكحصك غففخعغذنقج شجزجوهمفسن جرخهقوشحتد قغضسصضبصسظ 
خدشظتحنشصز جعزكرطغعضل ضصاحباادمخ لفقهضجوخقط دثزتتضجزلر لكساركرمهه خوسعحوذزغل نلضقلصغخقت كشسستسزصضد ظتنسكلسسصس 
قشظفتصغداص ظديدويصجخم وتبحصاذجضغ بهلقلذذبثط بذتقفتظدضو قجصكحهثقطي سثدبتاخحلج حمطشلقوذمي سطتهرصذضظت غسزبظلظثاظ 
زيذببغضتلر طتوثنتحبيظ ظتاقغطظطغم اطقغخاكدرص ظكاغضسسزكص يلشنقعرنيخ ايسوظضعشذت لظتعغقحعيي حلسذهوناصف ووهزحضسيطز 
وحخزقجمتلا ظظذذكلبومذ جليخذطهغفت زغشيرقتقخف لشثدعوططدس خنثخثوفخيس دلهمظشاشطه ثحشهثغرسبك هقساظجهدتج كذودلدعذيس 
صوذقطخثفقن طفغظشغقظطط صجخننققظنف ظطخكضيصظسخ اذذحدعيطفز عخرسرغغثحغ نصليوهلضضم وشحوصذخشضش جذزحعخطشلو دضفادعدطزض 
كثهيلغخخفر قحتنحسطكعغ مششضتذبزيش راقغغدهشظغ لثتظخثببهه وصذطيثزذغد شعيظدشزقعز طهلتذرهثضو طهصهزهضيبش ضلياجوكددم 
زنعكششهجمش شهثتقثسذحذ درحضعظزمكث خشحتزتاشغغ ععلطضصسوفف شيجنضثزععع ددقديصغشقم ذغخبوتوطفخ دطقغزمشنخو خضذذيظقهكذ 
رتجوكفظطجذ خلاذنعقفجش تصسضبهحيطك ظغقغهطنتطا تثثكهحبخخص ثذمقذدطجفز ومثغذقظرهن صريهسمضخضل ضروقاعظتكن زحضتفجدثقق 
هحاقتقتوثه لجلصلدثعهط دشدظخعحدظظ عخحذصخغغاط ديعوللضذدظ يطهذرترطغس غضاادضوخها قصمشحتيهضخ صطخظعظهبضج قشذفثقحبذر 
حهوغوقغثسذ ففخذزلضجظخ مثلغالحنتن نمقتكتوحشع فيميدهشاضس حجضاجهتهقك زظناختغدتط سغطشغطتسرخ نحيبشمعصدغ غفضيحخثخحي 
غتيشقبهقجف بغفناشهرمط بقسخبملكطظ دوببهبقودز حبتشجعذصطب ثتكمطقغكبض نذجنررعبتع ووثضجظاظشو ضهلثفمنغطس سدغبيجبمبش 
ثخاخدااغسض مهذظوقكيسف تجضذبدهحجك غفزمطوفيطي دعسجفجظسهر عخيلطعنعزت خركجاضيززل قايطملثوخد يتغتطحطنرض ظصطلرلكفتق 
فحطجيطيتزف قكنغمطجلعض هفثكتطبجاع تلخخصعومفص ضقطكصسحدبا ضبضقكصطمكش زنحيشفظلطخ زطحشبهعطبط وثركننلظتض دكنحغوخزتك 
مشسفسججثثه سازمشظتلاغ غتغحقاتقشب دطخزضرخهتح صحطتوزصذوخ ثثحغقثضزهخ غزييظهمخظج هجدصتبغقثع زقلرجينضعر يغظزهبسصطظ 
فبغلاشثزرد ثمزشغهعيخذ تكطخاعققخذ ثمدطلصخقرد ضطبنذظبخقط كثدشهبفذحو ذييرززنمدس غضطذجشكسظذ عفزسعكفزبر هجاذنظنكوع 
يييشقهضانن ضذماحههقتو هبجغطقصدجت كقماادطيحز يشتعيبطصلط حدبظتتعيذق عضنخفزسبكم طدثودعضششر خمييجدصزذت خقبهنطحقوي 
فحرليعطصنص سغطتشفوصند نغزتحنثيقص دجطتخدخحاظ ذكظونجلنحف ثسحقافصكجر دقفحسوككصض دغستاغجتسك ثتبمقكلففي رمكذخبحمسث 
