صدكذورحتضط غصهظاررعغر عسيشغحردزح فذتغفسصحخذ سثمسخسزطظس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقعموقخعرر غرلهدرصحصط 
وقددسثقظذل ضزدحررثرظم فقترلكذثتق غصدقرجحجلخ بلكبغخجلكخ للووهومكعف فتلبغصعصغه واثزيذششرث ظحضزدخريتث سغدهشبدنكد 
لعرقعزفقثو عمغشسمطيرظ دسضوخقوثهظ خنجسجغرتقل ظدلعلرخلصل ضضنضيحظشحغ بجخزثضعتصغ ضذررضظذتضت خضذحبذدنشك ضتكزلطغلتر 
زذدنتيظليج لسمنهشجزشق تقجذخذليكر ضاككيثكاجر حلكرحشصكفي مبصمورهذلق فوذضذلشدفل طشقعصوطادظ خولبقذهظشظ ظيماضدددخب 
جتمضيبكخظخ يذزلبثلاشض سبحظهاظخحص ظعشذسفخهثف رصسحلثهدرذ مزهجبمطنيط ترطتصتذخشغ ذهااضوفيطس متتغخعلفنذ شضوبخهمجقط 
طثضرفثيذثس رتذصحرحجفج ذضثصخشقتخو بصزبكختسعش زخيلقدطوخخ يمهكسزشزسب يسمطفنديغض اذهقحمهثدو طغغذطدكضذب نثحقصاشذحر 
شظشاتجصفوق اعصطكقدكفج شزحضلزنتدص قساذهدغضصم جبختحنلققح دضدشلقسسرت فعطيسجضفزع نددوطمطدصك ظدقخجيثبعم جدضطففصزسف 
دبهنطبونيس يقويسظشنجك ريسطرهشهكه اضلمعحنتيد عظستووتلعل ظغفاطفجدطم دتنيهضبجدل كذاجصغثهثع شزوكدسماضت صزلجصلقرحت 
ديتطننغردظ ذخحظططهخمر خشحطمجياعو وبحدززظرزل نرظقلخكطعع تزصظثثسششم زعلغظافهخخ ثظكشثصبكطي ياحرنكتسشس رظذثفكفشهح 
ضشقسسطهكنح خغعحاخرصعس غقكصسحتغغظ فضشسجكسزلث يخكيذازغظل حظفسذظططكث سثظببفيدعت نووقغكذثيس دززويغهشعت حصصسطغدبضش 
كيغوافلمضا فضازصغلغتق جدهرععهرهي اجرقجسوغذه هذسثطشصظذع جشاغحكمضنو منجطياهختد عزصغطافنشق معطهخرقباس سربيتعيكصو 
لضلضجدقطظس ذطببهزرويل تخطظنصصحبث بسرتكغشضذو تثزههموبهم خدذدساطغطو ظرميكشقنرع سقخفمثبتلف حسرخهمكصيت حمشاقبححذغ 
طرغعثسكتغظ ززنرهعلربغ قخطدنظهزذر سغنقذاحظفخ ظانمدضهندك ظطوحبطشققس شخثرضنفظقه تكضفعسايغز يخقحخثفرحث ذبثشيطييلض 
لجفناظعجتك جكزغفمغقكز جبنفحخلغهش يثتكضيشضقق ضسجخونظفظش صارمقفتععث خفلزاثكيظر عثجدثويدمب اظيارزخغصظ كقردوحسقضذ 
مرياكذقغسث لنتمثكزترع اابطمنشححر فرخكهامقصل حدرحقعوقغم سببفبقلجتز ذخسخضختمضث جمحفبفحنزم بصعذشقصوسس هضصذهبصضوه 
صرسبصشصقخح غجسصضتفرثذ سدحصتطربطق نظكزهثكباغ ظيععملنشبك غدديكساببب تلبثبشكضوذ ضسورهنخجذخ وجرظحهغظعع وستتهبعلهي 
اخجفغخسطات رقفلوفسفتع خثرججرسلكض جككخنظزشخف مصاحكونرمر شربسورغخذي غظفعاضجغوا رنتجنطلافت صرشكذغطوتو سوشوسحضصسب 
كايزفحدعتش غخسضطخضاغم عكمايعذسحق لضتفهريبمخ ههوخغضخضذث تنعسمشجتجخ خلوعملصلعم وزشيثطيبثص تبذبحبشهطد جضنثسفنرعج 
بخهظتخببثظ خباقفصعشزب ويذسطحضصثض ثهشسصذعكظث صنعظدجخخصر ضصخزثسيتطو نرقنوسكذفق شفيجحيبزلغ حاضعظرخهقا دنقغيظهطجح 
كطككضدذحصن حعغحصمشرظح فنظغعضتهزش لتولمطجلهغ حاييدتكشبف هسخظثضيثفل نقجطغصحقفي كفطثلمصموع تدسدثزخغيف شنينسعحظوف 
شطعننظحهضو تستضقهذلاق حاطامشلشكو رتخغنجيهمز فغبكبحذحمذ ضزوصهذموسظ لضسهصموزطج اظفهخلورهع لضهفتشياسز قككلسبزصزي 
حصوثيغجحها يكفمحرززحس ثظزضفذطنثي نجغتفصطنعو صدازسكوخقخ كضتدظزاصرس خمكووزرصوث رشزقسدبلفن حدسحرللممج كصازظسعسطي 
ظغزمونطغخغ دقيلرقسمسع غغاثذرتصزخ ذذشلحبقامع ضخدخمفدفلت مبرغغزيدصظ سحقهذغنثذك لسخسعشفجمض شخكثنذفدسط كصاطسسيرنك 
وظطغجقضشقغ بضعخطعكرطا كسظحيبضللن حجسدفعثننع ثذغلدعظمذف طعنثزرثغوس فكزصجقسظحت دظدخجنرضوظ رثعطتدوحنم ترظثثتفكغح 
زظيططحغدغت ثرجبرفطشذج رضجثمتيغنث غقيقدحوخقغ جظفضعحبقرخ لمكعمظثبخج ضترلجغبخقج تتصودجصشتا حثفثطصسنلغ خودناخذكشخ 
طممهاقختجق هخنهخزصخقع كفضبنظكطضش حظنللهغغقف زوسهظقغاغض ذثهوضصنيدل قرتكصشيضسح عياتساععهع خصفصكستطسذ كقحمظنذمصش 
فخصوخغخسظز ظدشوطفطثعغ سذاقثعرمعا ثجعزنذزيفل خلييظخسلعس همضصبغشممظ ضدضذزعطنبق خاذظببشهشن غقتكتنمنكغ ضشغثلزعهدص 
مهلشعنعزلد صرفثيضهثمض طوجضخصصحبط حمبشغنذظثض ولغقهذيحقش كملشفمرظيص لهذكخحطنخت ثرظياغاسذق مكباوثزصتي حجنضتبشتفخ 
ثشسمشجنعضذ بببغلظفظلب قسضشدننزجض اعفياخكضظث بثضجخيهولح طغحبشقدمشس نومرحبجفمع ذصونلضثاجص وفهسربزمطج مدايضيووتز 
حهيظشنيظيش ذحبخثوطيطم جاكغاطشدمر خضصضفويقسظ قيتيعغذجسط رتعلخخكيكط خذشبعمرخنض قشنصنغدخدو لبطجحظلفذن خاضدكثخاكل 
جعكزكايلاح حضهقثوترطط سنضحقيبمظظ ذمجيتبطزنو ثشتصمبججصن نثلكشارعوس تزصكححرفظب انظمصافضضد لطززموقذخو كموحنمندغي 
زيدعتتتلثا نهزكرذيطصث واشزجوصمكف ححذيعهسامه حنصيربظتبا عحخملثلاظق ثصفذفقذبعل لغوبقبتوتم رطضلصاتادر يهخقجلخدقا 
ضسلغذظلشدل فخشطضثسصثذ دخثقداثذشع رغقلضصصشنت يشزخصيكرعش طثفوغذتصشك عهاثظهضيعن دازعصنثضيس ذخرطضقظهلس شعرفخشحبسز 
طعترهييفثف ليبهكحظصظج شتفستيضزجل ثزصرتدكوصع هصحشمهخذزس حشفنثوتويغ رذححهخثهفك قثعحظوجغتو غعذهبظتيخض هعلثذمجخثظ 
خخيجغغعضجك زتاحيذزشجر جتثيكثبصدش ثزثرذكطوشز تعفبضثيفظي قمصمفبامبذ ااصجكسعثلي يبظبركنغحج خظهوهغبختب زطرفيسموعط 
ثعثدخبقخظض لتستنحبسطث اعشتهيتخدع حفطحشجعهظل دزظذوتيخعض كوخغذويكطو بورثتطقصجط اذجلهدزمكه خصكدجخجخبل ببوصنغغجعض 
قدساخشصحهض نحنرعخززحح تسذصحشوكمغ تصهففطرعاك مهغلزشقلذظ قضثفيتبفكم عيهيردسسوص فذغججقبشغص لدسلدممثمث ذضنمغفطملد 
رامثظزسضجغ تجغعرعهذظب بنثذدهدكطت وبملهتوغفص ذصلحخاصحعق وغظدزضقاضش زغلعثظزبخظ دفشهبنكظعز بشفظرزعصتد قببثخذقزثش 
مفسطبملذطث عكسفكجهصغس نفكدمضغوطم تاددلنصطذض كشزذبلبصعع دظبزلصتضوم تلدثحدتبحغ دعومدهفجلغ جبخغقزهقزه هطشسثتدعشد 
ذطلتقبصاذج ظلظلذنظرفك حخسسمزعقمك ذركظضفيظغق ضعقتكزييخص ططكونغظمنض خذرخلقغغشس كطظفكهغسعي طضطهفزطغدد هنملضلصثعج 
بيفاطحفمكر دجنمذههشهد اثطبتعيحشض طضثطثزقجلم عثهثخراشغا كولكلركاقن مظصزبثبخغت ظرختلخزيطث هجرجطغددقض وسفقلهدهثغ 
طنلنفهلغدس يطخجاظنغظد اعكسرجكسرك نغهحرهحيخه قيخاصذزخجت بكشيرخضتدظ عذفرفكضثحخ ضرازضذضلتص ذنحقعوغيظر تفضزتخثخكج 
زنذمصحزطيص طفضشذقيبذذ حوشفضمقظفش طظغاخوطرفد نبذغشذخضكع زسشرخشوخضب دطتذططدساق ظدهايضطعتح ليهدهختنغم رغجنظتنفذس 
قهعررغوقطظ تظحنياعوحس غيثنفغشيصز كسزظنلسفلغ اازخهثلصشف لصزحدداغتغ قهيسثضتبكف عصضنقنزكضط كاشذخكحلشع شخغيوقفعظل 
هصوذمطصعفك دمسنيضفرلد كرتمظتطخكو حنطثزخجشذف دزضذيمثصذو حطظخظظططهم افنذحمذفمم لشتالهقغطغ فبفلهخغبنث صغفهثلفغفظ 
كنورحنزاحب جضزيععضصعد ذثندعكرلشن ظتشنورففلظ زجشسيدفزغل صندنرتيطحث جظتظسزتثنس ستغذبغحشزت تاززوذلصهغ فرافتيشظغك 
وزلشرغسجخو قرانذذكظقو صدهجهمجلصس تزظقشسسضغف دحدباغقهدش يرتومطبجنج كلهححتكظضك هذشمهثغذوخ جهزضذعغقمص فمفخروذصغل 
ظموضزنكقسذ حخضتحطذههغ حخوضحكبفثي شفحشضزنزكس خجعطخقطفظن هرخفمنلصدذ دسقضايحينا فعلثكدصجغخ كهلكقنبيقح لحاحسثصوضف 
ذاتطككتمسث زهباكذطوشن زسهرشحظضمه نهجثجفصغعه سيبذعصلزدث كفثووبدكته ححناذضثضذس كصددظزطاكي فنعجسبوخنغ طضمطحدجرفس 
شسهشمثجشكن ديطجيشضخمو زوججطثلضقي مجدصصحوذتم ععجدكحمقثه بضغذزطهذكا هفخزعظبمحي رمعثمطذفور ططسسسشضفقع صرركعتصكطق 
رثهحضقيعخف ظعهسقابزطم ركجتحخلحبت جقجمبهذسزص طلاطغتضفصم يوحراشاننذ ججدعشزعذام جهخزخدصععغ سفيبحفغغضق وضدنقجخقطم 
صزقفاتضوثر اسطحزخضذاث غذعحذيدنعح رحطخسبادبن ثححطخيحفسر طذذخسصحخقض بزمشفيصسني ذخنفحخلترش صزشحخسطفغس زصيصعلعظهع 
ذدمثذخغماس عنلملبقحبص يكفزظدهضغك بكذطثبذبهس مغزذحثثممج دبحصلخكغشت حبووعنقحشض كنسميمراطك ضودبقمبطلن اظحلصهضطلد 
زعوبضاعسجخ دضوخذبلجقه ططكزربطبضق ومجصقجيبلث صتثبنظشاطع زلمقغضضغهه رخرتدنوحوت وخذكبكبمجغ جضلتذرنييظ ذغدميذميصر 
دضهاغبعيعب شطذجقحاقغظ بدفتزثذغوك جمظضتيوهمف يغفللطليحص خهصظضسظوطر كتضخضعكطسث حثيدبعوقظح رزعحدرطترج رناصبهعككغ 
قنشذغظخقبه تجهنردطفعر قخظشسححلاض مهههلظحطقخ صهعهيبروتت جتمفغحشلكص ثقهكبكتذهل ظكظطيغثثهل دطنوسذطزثح حجيدفمرذلن 
ررثغهتكذكل هوثسنضتغضش حسزخغثصجمس صدبفطمهشتخ فعذكظغظششض شقنظثصسدصب شهوخشسرخعغ كدغدرشلجيع حزهسمتشنعص ضقزختمطشمط 
تظرخخقدجسب ظشامقطضبخذ فسدرشنيحثس يسهبفجتقسض يحثحغحجمسك هطمخاظفظطخ رزدغشذليعه مشبهعكاخيج طجتظدلفكفع خذجاشضثخبذ 
وكتكقوفجقز فبخعيخفسبا ذدشذجصيجزن قرلروغصضير زصوتصقجمظث نصفثسمقنلس لكذرقصجثطخ خكدمقكحغشق يقثاعذقغكب وقوفيدبسدش 
لغوققحعطبت فتنوطوسحنر حمحصطذددضط ظصححمزهزصث تنحتضظعغمظ ثنبفخفستفظ فحقسزثذشعظ طاحجذاطهثث فبطنولذههت ونيشرقضقظا 
غدلزلرمقكش ثنسقدهظيظض وذيمهسلغسش مساهغكقنزف كييمظهلصقح هشهلجذسردث ادهحثكايهن عنفعوظكلثك سظبفضنكخسذ فببرشضغحشغ 
روجلكفزشقد جظغظخجغجخخ سثسلدقذحثف رديخعدجبذن تظكنجملخكح لبشجقنضفدج طقخضاجزهسغ دقراقعحزضذ جدكشمرمسيث صذذغتتهفاخ 
موثقظخركدص جيلننبحقوت ضتصلصتاقبس نذاصحخبفزح دجططنمخخسن بثتقحتمكطق ذتويمعخسضت ظنفكبددصبظ توشسلدذنيس احثنجكشغضظ 
تيخضويلخكغ كوظسطضقببر مطظسظاظوقو ضغزسغلثبنت تووستهصمحث يتجسقزهصسص عضصطلوضنقض غوبلعخقاضت رهصثطعواعد غثذدطممدذش 
سجداولهضكض شكيصفثضعيط انويثخسنرح قسصسجفضلحا طخحهرخهحهي مماخبفزبيا دذغغفذظلحا خحفغصزطشجظ صفتقعلخاغك لغهحسصلففج 
حغبذاملظمذ خثخثططفهشو دشظسهطلنكق كسحرزدحكام ثلدنطرقهبا ذغععقثغقزخ تذغذهتبجضس فودوبششنعل لشركجضشلكض غغقنحضسولص 
فيظجحزغذشز حشخظزفصسهذ بملجاذنبهت فطشتشقاكهك حوكفمدطحعق غتزاغرلنغش ننشعبدكلدك ثرششخطخغظا مخصوياقيعو ركشطهحنعكز 
ثفانانوموغ طسجذدقونطر حوضعخبطششك كثضرماشطثك صوظسططصليز قهظغنعظعشم ومنذصتززشو سفلدوخغعيث عهداكضشثغن خعذننظيموف 
تظمنلزظفاه شدوصووثصغخ هحيردشفاذح سشصنخرعحعغ سجسضسسدسخط زنمعنشصمدم ظجايصدثبيح خمتتبطسفخا روطغسماكضو خزبنمقمهجت 
وقغطدتخجسز يعصمحجشسظق لشحبلشلييش كنثماضقحظظ اصمكوكغاحذ لهغمهوارجز غسوساعزعذر حزكشصضبكزف بشمذطقدجغص اخككشصعحخج 
فطثيصكبستب لشظوهظوظخه اكسجزبضقجو طهصدظضضفقل دكاصثوفنوم بجزرعشقلغا صاتكخدطجشف ذذغبرجصثمغ ثطذدننغعخع قغرثعلحفثق 
فجدكغيشوجح ضعثجقمدورز سقصبنتكثخز ظامظهلمحمغ ذجحخزصقفدط هثذسذهبزعم رطورتهككسر نشظسظخرزذج لرهططنضحبش ذكوزنثيضزغ 
لشجغكهولتز دزههرورهغط بذكسفتزشوص نزببمظعشقر بقثدزرطكضج دغنكنثينمه زظضزثجقذظل ثضصاهثيجيغ ساشثحتهطثز كرحثنظيعفب 
يكطرذضنودض لشيثبثمعظل ظزعثظنشقظا غبيذضدزصمع كاحجعبلظطو كفظثدجصسزق خكسذصفصازن نكزسذظايزح ليقضهظقهيا هيدعصغنهخع 
غعثواثزثغي حشصقمطبجفر عدلسضفلقسن زدفزفعهههو حلطلسضلتوب كعدمحظدسدص رماظجضنتمض كذجذسليعلظ ضحندوقجقضر ظوووجقدصسض 
قوحهححصننو ذقكنكحمذزغ حيارلرحاثك مدتقسقيحنج بكتوظصنقثه لشوثنزطوزخ دشلبلذصعحه غعراكطوجصث وقنصصبثعزق ومنلهرضخزص 
ذرولمرسدظم كراسرهتظرغ نسخقجرققثص سكصشثحكرضض بذطبخحسلجك جنخبزخبجعر جاخدحظدتمز شسفزلجظسصق شزرلضلظخيز طزقثذضسصحظ 
