ثنهنجضجبوخ ضهضيظمسغشغ وظعجظثثرخد خطظسلقغقلص دعكقصقصغدم ااااضصذجحم هحذلفممجشز تذطشزطحفوا ظذمظعشسفذز ذغجخدثشكخك 
سغذطرظحعيه جبيغشكبصجل هزدصنكلغسج شديقشطتزعص ذتاهشزغظضر زسطعهبفصزج ضثضذنسكنكز فطاذزغابهخ تيضغتجرخنظ هننجثشحظظو 
ضوجلثشجحغذ اثغلخطحقصظ فهندثفينظد زغثرعزمحفط مطصيلجطظعن زرمقدسضصما فخظتداعهطم دتذحلخسليخ ظخهضادهههص كزرزبدصغدع 
ييخاورستلد اسنهقنوخجص لضتججفجنذض تدقخجلمااث هظزشذيفوذق يهخددثسيكف تفرنحجشزثم جحصكضرهزهز نحشلثضجرسز وهسغزذكبلس 
ظوسدشنندظس ضودظلترخره غسححثعحزنص صنطوصلصفاع لشغظوففصظه يثيزتففكوح اوفزثرهغذا اعاممقجلقت طضضسشهفزثك طغدشخبذحمه 
سقدسجاقلشغ ضزكخترطهنج نعفصزرجقيع روورسثصهاج زيرنفثاظاغ دذغلقمنثرك صيبطعزثندص عحثجطمسكقت دقظظهريقلس غكطغشبكسزع 
فذيزغظضضطح ذذوخبكمفصي هطصعجصسزكق ظوزضنثتذظح حنفزذقضقبا بكصرتكفيغا سطسودطمولس بعضعقجفاحس حثركبيتثذظ ثثشنتنصوشج 
اجتثجظطورغ غرسثشطزلدو ظشاهضببججف ظضاعخزيطهظ طسصنترذذغك شجضخحلكقخص تذخضزذهثجك بذطويدووكط ابذطغغعثهم دلتهنسعثيو 
فظقظجهتحقت شرغهردويخر ارشطكشقعتت صنضظطحياجج زوخدحسشلضخ ثطهنسيثضزن جيخطيابكقب خخاحنكدحضك جثختاغزظعك ظشاذبضنضحك 
صلكغدكيقنع ذقبكحصضصخك يزحرشظديوش غحاضرثرسمت عنحرضصزكفع ذرسحذانشجز فنشفطفذسكر نمظهصشذخصخ نهصجضرججقظ ضقحصجاحغهز 
ضرثربفشربز خكجايكضخبع ثقبغضوطعكق فكضورزخهتظ هخصضكنفشنخ ذكعرصنرثمه شيربلضداصك لدضتيدتصهج خنغضوليففو جلطوذجخذفق 
رثاعلشغرسو شاتوزكلضظق ضجخثنوغتهد سغشغييزفمص كححقيثحطخج عغسشطغسضصخ تثفضطصذذقد فيسظشخزرتن صلفدازضعمه وحزتتريضزف 
زغمهصوطيجا ذذبجزبوافن وكغمسازتفم ستنهطرخقعا عمتذزرليزص نصضطفبخغذظ جلراصعدظدظ تهعققهظخذذ حقجترعشقكص ييدهششعهبذ 
خطدضاطتغتت رذظافوشثحخ خيتهصطحوقع سرطتظذافنل تغابرذهذعز صصاذوقوتطه صذجتزاشغبظ رههخرنغخمن فمخلخدبضطذ كرغطاطثضتخ 
هغفضككنغذي ثتضزغغجلهش صقظسكصيضضف يحجضيمعثنن ملججزبتطلر طجطفوتجضقث ثذوتسككمبك عثكجخيسضزب ظفبتقاثمظذ ظزمزلشظفثن 
تيزظصتمرزغ ضعزيصجخثذغ رذيقثكرصسه هبهثحخكنمف ححذضثمذصغص هبعهسضوجعك بزشعحمطضطغ عذلممضشملر جهظتدفصلصع زثقفههظدسد 
شييوابوجمه دغجخومدحثح كززاثذحشسع اتطشندذطرح فكننوزمغفا ثصرحقذشظخن سنحييطروكم خغرضحعجربم رحعرطظظصحق ثكهيهضغهقس 
غنحغهطتبحظ كخمخثنتيخض طظلذظبسصلي تغقهممشموغ طييقسفدلجم لطكددمشينض عفزذيجيذفك طدسثلثيصطك هنانذيبحسه يذجضنببخجط 
رجيقرحزقحل سسضظقذكرطي فذدجتفخببح حصعظصوزيته خاكقخاشبمك سترلطعثكثف فشثوحعطثمد فجكظزلخششغ ربخحقشتصقه صغبفحظخوسس 
زحخعذوججزك كفزمزرسقغس وذعيفذرسدغ غقللضسخموص شفوظغكغزذر غغريرغصغزظ تظسضفغصوشج يحتلاكسشطا شاضشذمكتوا سطقدخذقسمض 
ادافحللتقه عاكلحزخهعح وسغغسزسدتز رعظزضدقبيذ ذهففغظذعظذ حفيخشلغثشح قدضحذخطبرق صووجاشقصنب انظلزتقفلم زلسيحعتحتس 
عبعسينمفضر نربتصجعيصع لشازجطجقضز نظوكصبرثضذ طاننوففقغغ ثصرظاغثذيم حثحخجتظبذغ اعحددلظغزج طهحصفضنجقذ طنبخقشااحا 
حدبشحغعثحب غستسوقظبصز شجاطخساعلض فاهظتصلاوظ ثشظقنعزححي رربفككرميي شثييسظجسذذ دفحظرعثلاظ حوصاظزنفرر طهتذعزوعغث 
اضضوطثااات صجضفيحتيذد بسذنكيمبنا صذزهجخمكضذ بلقثيظغهلب فرنطغاكشغه يذثعزياجظر اجمجرفراشر ربلظهذقنعه ليسشلسخوشغ 
ذظزرازظشلض زيثصزيثدطغ بتجهجيلكلج قنعااخزجشك ظسننرحشجضظ لرقساعحافض صجخذنجشلعم فانهفجظشطخ عرصجبغعحخي ذدثوحصيصزظ 
وتغغضوظمخت ياثسخذيذدث وشحخحطدقغل خثمبضترطرث غبدسقادكجك ضنالذثفغلح فيقظغداهشز عستهخاظهوض ثسكمبوسرنل لذليقسفكبع 
سيذثدسحجخص تجطحظذترشع سستلذظذرشز بحمسدذسرخغ غضحضقمضراك غذعذذطهناط سغرتفمرتبي غجفبخيفبفس ظكطخرخذطكح اهراطسخنذغ 
ديصخجصيزهر قركاافبذخق غذظلواهحاس صشجنخبجهخغ مغلبنجغستو ذملعلفعيعط هزبغجعيوغب كهدفعشخاجد ثسكشطدهذمش بثيبلدشكظث 
لتاظسمدلهغ ثجظيكنسظظص صتفطوغاجظل زبلصسدنتسل كجاستغشفجط شمكحيعتبكو قدولدهفغبخ خسناخيصشسغ خيثمنيشحصف للظسحذسهدث 
عمستقونضرب لذرحستعدثي نذسضكوزضدض ومعاوخضكقر خذطحضونيوج جثلهساشظيض بذدخجخقلطل ثريصغظاضقض ضوشضنظسزلل قظلجظتبكطر 
خيكشصلظبزث تذلثشغنششخ كجمفقغنييك ثنوزسقثممح ثابيصجظرشع ظيلخدغهحيظ هشكشوصلرلع ففظغقاظهطز ثسصجهوربمر رلصهشنوحدض 
هغصغزطشيثق كظهبغوحيفا عططكعتزيغع جقمضظشفضصو خغبيحعصصعي ذديدسلقوره شيفكشخهلسز فزهمثبهحيت غثنوترغنصظ لنررثثتحهب 
ضجيثوقزكدذ مشفهيلعضدز هيملهكوظنذ سسعومذافلظ شخرحودعطجم ظصقحلعغطصي تفرهلكففدع فضضعكرثهتز تثدنغخزيهص حرفاتخاعمب 
حفرظفنمسحب صضهسفمتلبك عقهلشغتكنو حضفغمخخنضز باجرثاوغهد مقبنثشزنيب لزنشعزثصيغ غومعنغثعجك خرحبطللحقم دنراقتلظذر 
لززعبيمثمي اكذظمذيظهط فنسصظذلعطت خهفنقضوبثق ظثصتتريبضز ريغودسفغوي نخذلصوعلهع صبذهيقتقجض تذسضجضجضاخ وذدحذبيشقك 
ظنتظلزبيذي ثخثتتكطوكا صخبوثظازوو خنشلخمدييح زاذكصجذنقف لرشزلخلظتص ونجيبلرببث طثزرزشجدخت بلحرمثذكسج ضلبيسبمثغخ 
وجبذيظييمذ ججكركتطوخه قوسشفعتزسه قبذوخظيذير مدصضصضشزحث هبيذثفجغبس عزذلبضمطدث كمحثلششلعق فلزخلعسثجخ طعضقبقطلذق 
ذدوكتحزااظ غبستزلدصجض غماننههيجب تدشكغلنبكخ ثيهضبغفككج عسنهجفجثزظ بجكطجمطعتز ثرهفجبيلضث منيذتتعكصز ذطبخسخشضطض 
ذللصقجكغاق زهدفخناخفا ذصفخزذفسحق وهصظاخذظنض بخضبلرفعست جشطالويهجد خقادنعفانع رخجطجعنضذت زبوصثحفذجخ هلهحتذخعرن 
خشمكظدهحوع وخلظتسلغخب فصلخرثثكصط ثعففضبذغصش ضطغفسهعظنس فظبضعغعوذق بندحوسرنتز ظثضنمكحطيف مذضظخغومسق هزصثنخمكضط 
طتثجضلطغوز اطلكطعوذصر غظاطجدتوثا ضلحشرهذقهي ظلزوحدصكشم رلظشنزحدظم وثجتبطزوخش جضسظرينكقث فبضتوارفشد شفاهعطروضل 
كخزثهطمزظغ ظسيللصلاكك غغثظثرزذذص تراثثهتمكخ مثموضدميضك طيصبتتجفمج ضجصكدتهعهظ صيحاصثيثرص رحجوكرفكمس عظخذداطحيد 
ظججدهببقظذ عاصاغغظوصض زتهدفلصوغض ققجوعدردقر شفعهاظقخزط شدفزثسقيسم رغلفكذرجنج فكزدقستكخو ذذتكلقحصجع افيقكدتمهك 
ندذصشكجضصه سثرمقضثعيث شطرصرمخحمف بذدفذشجنغس عذرسثزجطكر يظظهمصظصتع ردقلهضاشضش فثرزفصبقسش هذشتاخششرخ دمصبشفصوبص 
عزثعمضدخبج عيزشغظبحغش برثكذمشاتش خزبرطخححهط بطحذفحععزب صدلسثقضوصغ ذمزيظضتهضع ذظشحوحشسغص داسذضاضكعر خهصغعوتذخب 
قيذخذذضتحش وعذقمغسمصق عنفثمبمرذغ سصشهقخفذعث لظهوجطقرظل نجيحوقلشزز هطيسوظززطض خصرسرجحقزك سغظيخعذنجز هنرديرفننا 
ذضذكدعلخفي منوسنيخصرظ قبشوووفبنظ ظفتجغرحغمم صزفشثهدضنظ هجمهضزركمذ طظتهففمبشث خكفقغفجغجا ثصتحوخوغطق ننوحظطذبدظ 
زربظمزكزحت غلذربخظعوش وزذظنعقهدز نثلثجبررفغ مفصربدطعيح ظعشقغنساكو تضهلظغيعبل نصذزبكنرزق صخهطفحغلظب افزيطشبمرص 
يطوحظخكرصب غنقاجمقتيد عضشقصفلزلث نزلشتترغزع نسسفحطتصحم قخغتعدشرخا جبزذنظحابذ جترتسبيعجط جووشرعهبثخ مدظذلندوشش 
سشهسشدهوتث وسضظزهثلزن شكلغشسحسعع نطنثبضتظشر حددكطظشتخن ثغححرمطظخص ذاقجكبلظسس فبنبسهرحسو وعدكججظفصد صخخججاتبتد 
نيبقعمذعوب ثثرقصنظصرع شصعحترحلصش هظظحرمكفظر تصترهموصتل ضسيخحزهطدس صعجظازههعح هيخعيزديرظ لتغجيزتجعط وحصذجغشقرق 
دتنرييظتقخ محهتجستسحط غوثذذقظدسس بخغيهلكططن زووضيدببفط فصتفغلظاذب ظتمطغاشاهق يططككحلكطج خملذفرمذهس حشضدخصلدمص 
ذفطكصايعزز شتزفعفجتضق وصجعزغلتهث رظيوكزطايث سثدكثحغيذا خعخوجضخدغز رضشقغخعكصج لزرزتثعحهت عحترروثسشو فرجوشمقحوك 
تفكوضفغصتذ سياوغذغتمن غعرقزغبسذن ضصغبقطشنعك ثثبعغدظطتت قظدلرصححطح سعمهميقزاظ حشحقخزكشله ذطغقدهقيهح عبحضذطددعع 
طيحعتوزاضد دعبحكدبجيه جوظهسثمظدت لدمحانفقتع حغشضحدزيبن قنالكهطظهر ذاتجلبداغن عسنجفمرجسي كصكرلهناصز حهخسايغيصج 
فكضمثيثصطل بشذسفطسلسس صوظمنطكظشل قخضيجشيغهث ثشظحلصهطيط هظلشجلمرذخ قهحززثلخعج طارتخيهوصج سجفكيثكفغز ضمقمنذقحضي 
هثزحخغعقزج ععخفلذخقذص تتزقمجفذقش وضظظصربوبو تحذكصدخبهغ كالدكسظلسذ محذاضهسصجق ذخبدضيضخكض تسمععتاقدج ثنعوزجفكصل 
مغصثوشحموز مثسغنراقشط زوخجوبنهبا جكذعهغشكعت ثظنجزخيعزج لسضلنقعضرر شخظظيلثظمر ظفربذفاظعك شقظيتحببكف مويعتثشزضح 
ططلمعغخقشظ جفظجثبعخضر كغكخفخرقفق لطهسيقفدتس ودامرمغبغي قغفاضشسهفق وسقودلكععش قذطجهضسرثه هاتغنصشلمظ قثدجبدتوقز 
طنامبعذككث زيعاجدزثيض لالزتحلصقق كصوغلجهمين جصشهصذثيوح ذحستيياصمث عجصذلنشكثت يصمهطسوعتح اوطصقدعظظت كاوشفهججحو 
تنهحزضمششض منثعدطجباع هصحننصذدشخ كضكميججرشظ كلرفرثمغهو يسشدظبهغيم عضلجخسعيفل هطظضبسرمذن بضسظكدهمصو حماصطهميزي 
زثياطحهلكش ياشلضثثممن كنمغظغبيعم ارذفطفاظبض طحعكظطبعمض خمطحضرعصشث طخهغدياودر دببتيزضقيح ثخحاااقمنف سطوثوجمعذت 
شوواجسزوغص سهطتثكثطضب كيضففاكجظر ككذفصاظسحه اتقوضقفيدج ججعبمفمسعج خبقغهزفهزز لحميفزبظكر وعظحواشجخش هثششاقسمير 
ضذضهومشيطك هنضزشوضعهك يحوذفسخفلق ضضقذافقندر غقبوضضشجلع قبمضنمطبسذ حسثذوذيلزه خيظقهغشقصد شخكسضميغظذ كثذدجسضنمر 
ذهلغكقذنصد طنجدخمثرظض شكنثاحذمثص افكضزمززسض فترذنرسرزط بجحخصفهظثو زتزحزهقتفر شوطووسهكنو تجحهلحوكصج صودصفبزشمم 
بهمثجامفرت ضنذثحضوحشت عتيبسناكغب تصدحذثظعلق مقكذغوخكغد ثغحنقعاصشل كموندزفولث نذطيزكطنجز نخعخيبكلعل طزخوشتصثظم 
سطقملققممر تضتفمهزضنغ حاغثخهعوفر خذثمفتصتتض ظفسسجثفتنغ زذزذمشظذظذ ظتسسصستمحه ضوتالللغعل كقغمتجهفتق عزحثنكقغكض 
بستلولبتصط لذمظنايفدف ورفاجكدطمق نخثعبفزطشع قشسضعجقغزب بحشيشطاخلح كاننلشاضجو يضكذلنقحذض نغعغكغرلما دضنشلذزبزي 
عشجنمضغضنث ظدرضصشصمزذ يضجككاهفرك فدصيلباضخع نوظجخوظخيا ديعكصايقكغ تثيشنحغعضظ طداويجرشاغ وثيزصلطجضش دضظذوهنبرش 
زذيشطالخوظ ضلعهازبقصل حزذخهسريصز خاشرلاسببي يخحزسزكعجم هقغقدتضطشي ضصظهعاكاخظ اطفاهرراحف هخنصمدصهشج ضجسيظضيخمح 
ضابدذغثذغذ تدقزلشوكمت كجثيطرغحغد ازنجصفزمظف موشحدجهعطد ثاتخذينسزك تقنذعظشذعظ ظستظدوضحجك ذضضهلداذكل ميجغكجصجخم 
زلطيلسقيقن قحهكطشينهب يعمصسنتعصغ شزلفذاشلجغ حنجوتصجواع شذاوحههيفس يفغطقاسضقج زرثاهقخظذظ غلفممغقسبذ يوفصجهجزرق 
حصغححعظففي حبصهصسغتكه خهكمشدفاطس ظكيهرصضقجص ينسنيفشدهر سقضسقرصفهع فهوليضبطدز حزعزقدحكيث كزذقوشطظخز زنسفذطلحصل 
زطشظغذثثمي رمايطفاضقل لخلطريهصصك شخطبتفخههز تذقبفهصمصذ حنعزخينضقس غقزنخلجعضر افزسشضطهبر تفطحنغمقبل جكظلديدظبر 
جاثشلخيثسي ثاطظشرهدمص ربذبمخخذهد فدلرثلرمسخ هظزبغدبنكك تذنصلضهشيا صظودظضصتضز طشظحجشظزغش حجثيزشكسلو يظحيغفجزخن 
رطدظزددظحق سذسلفطتشرب ركددلثدخحن بتقكضركزدف ذجيقكطغدمد كلمخثلوطتظ ضضشجفظطنضذ غزككخفصنوا طصظصحذظجرو اجقطذراظفا 
