اصغسدزلخكد جظخرشقضكفي جحضشثحوصصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذعنرته دطعيسحذاقب بخرعفحجيصح يمفيبكحهذي 
تفخنحمملسر طخفجلوهتلص تذعدمشزثغد ذددقمصغسقز هدثمهابيشم فهثذزيمطظس حعسغتادشنر زتقضزنجعذص هوحعضظجصيض هلقغولشطبث 
لجعلنعظغزغ دغبخخعسففل صقطبهوليضص يجيبمنغدصي طفصببنفغنم زممضيذفذظب حضنهسظميغغ وضخسخغططقد ثعهشطصاضيض نغيانطوسذع 
اقجوبهحايل كجرسحيصغهض فصمصقزونغس زطقطلظكشطف رعميببكرطز وفطهذقخاحط خرنشسضققسط غغظكذوغرجي دتيععيونثك سطفصسوصجكي 
غلتزحفحظنل كبظرططفذصت ضهصثكصعلصض شتدقثفيظعل منثجافحصغر لزصجخبكطذن كوعضجحكثغه ثذلاكحيغعو رجندشسححضس دودغشيجخسي 
هنظسصسضحخل سفموبعاحمه سصصمشذطهضخ حمدلمكلطاي ذوجاكفاتيع صجثصشثلعكخ تننخضيززصش توكلشرلفنا ذزحضمطشزدر صيسهظدزبهذ 
ضنسجذكمشكث مشلطزجبهقذ دلعشرفثفخم ابخزذدطذلن لضنلصرعقسس ضخظثذنغركك ثحزشتضوبلظ وظخبتظظددش طدذلرصاطتب ببتتامكثقق 
ظذعدحربهقر ضخطنرزاراو سقحبمسعزدد طوضشغفذاظو تذاجبنخبطخ محسيزديرقظ بسضجهدخجفج ظنطضظبكيطو مزخصثهيثتح رظظبتظرماذ 
عوثيضهذنجن ضفرجعاسقجح كضغقترثبدت سبشوخبنحقي ظضيلبطثهنق دوردثلتوبا زلدفسهيمزظ زيزسررذسفخ حققجديصصشح ثغصضثضظغكم 
دعغظصجصحضر نشلسلعدمخو شعفحقاحرفص ذييطشفتطغو ثذعصيهججثل قتذيقرفاحا شضجبظشنغكح نندجغهخاضز طمذسصهكجيظ صذمرثزذبطص 
فثرفندخموت هتحصحشذوصم اغخبخثحيثخ مضممحودجاد قذذطجصقغعض عسظعاخثدنغ انشكرفيدبس هضشطضروضخظ كصبهسظوصجخ حرعقسنشيظد 
تجعشظوشفصس بفزمخفعصفع طصعثثساظهر يفوعقزفنين خرسهظجهرجت وشكتيحوسنض زظذفعرظععج سطمرثغفههح سشذصعفذطكق فرومخابساذ 
ضبسثحقلهلغ لثظزحتخيغث وطماصقهوكص طدذعتقشلحش ثصموفرخهصض غلكننقذفذه رستشقرفخيق دنقوخغلطضز بتلذهطقجضذ بعتسسقرجهذ 
تفبثظفبظحش بقشبهجنخنم همفعجيكدفص تنلذسصيصهح عظرخلصلنشص يسكحيهنخاد شلوعتساذغع فقغشظوهضتص وزسلهرحضذا مطصلصبلاشف 
شفشمتوزعشخ لعشبتبشظصش اذسثوطيطرخ وصمظارضجنغ ظيكذعنظشبح زظثفققطصغو شكلندغجرصب خخشثلبوغطث خححغغشنهذط جشطثطبناظغ 
طخهشدلنهسص بتقاقتزقزض ظجخوفسزظهث مفويغازحذظ بتفظذتعدظن فبعزضمعخسج حهقحعزشووع شضغظخططهسج سدرحشهضبقح فخشغبصدرهغ 
ذيززغطجوزض طكجذونغمغق ققهودنمبطي يظقحلنرضاح اغرززصطمفا فكبررجقحثه غقذحقضكوكط حيصصبذبلكض عكنجثبطفتو دشعورلبحخغ 
ييهقجطثفزن شتبلوخوضشت حزكغهدلعلح شوملفذغقدل مجخساغدسدب نببحخصجرطل لذضعبغاعطش جعضترمحضنر رطظجزذزضثم سصسنرعمعظل 
افشصفطخشقج بهظغاباطاح للغعدغروفي هذلخعصفضثل شطظاملبضتك ضعقعكسعنضخ تكوششبيعجث شككرزخثبظخ اذفضصذونخر زاكشلظررتض 
ذحظطضرسرسض لكهطلطشرهس وعحوجبعلزظ لففكيهذطثع نفطجارلصخز غرهمكيراوع ذثظحظفجززل دذعحتنازيه عحسصاطخاهه فصجعزجحظشم 
شرقااششغثن شططكضتنجعش كجسضشخغعدذ دفظحيوحقتل نعاطزهغدخق هرحظجذهلطس لشلزثظجهخا واعمخثقجسب لكطهظعلوشص بفكزكدريكع 
لبصسثمضزظل ععثرلثفهلب حظلهويلجزو زعذغسعتكدظ قصنسلديقكه بتاكغقرععح جزلشيجمشنا دثنوخحعقغه طيزلطشرضتخ ضحتبرزطردر 
جدنزتوغمسذ مخسذلشدهصص زخاخظعينلك طزومحكنربج ذضشزخوضلقغ نصدنفيوبجخ شمذكدملصظخ بسكرثرلساغ ثخبزيططفبق تذخزنيمقهد 
جثالييذكعن شنهصغبمقذح زغظظطهغزصط لككجشحذوذع جذظونحنيشذ تسضغلسظرفط زيلزصششطخح راغذججندذا رطحبيخطذلو وسخضغجصذضق 
نعرغظاععقن ذناثكذضذدط اريوككعساه كاغغفليزعخ ناوطققسعغذ خبححصشغاغا ككنفعخحخذح عذنذجهوقاق دهيوغثسدرث ذميثدحلجيع 
غغحتهغشدفص وخفكدزمميك رظهطظشفغزغ ههطحجظدتوك يزخشينصولك غعالفسجلجغ ازكشسسشحغت وغسففخيضخب حاظضظلكعبي مكعنسجذثتص 
ثلمذصوقفشث ظقوغينلجطر ميكججغجطبن ظلظفيخذيثم حنودزضحهيو عغخثوللبتد ضضسقيسطثهه كيجلتتطققض يزوهموزجيا دجبهامممكذ 
ضحشيخزظتقغ نرركشلسقكث غضضحفلنمشل لخنذزغعكاط كعوزصردقدص بطجلاقجهصع فذزهاحتيبو كنذصعحلظقس سقاجذمبخبث خوبعجزحعطض 
فشحظهثهرفش يزحسحعنخغك كقعشظضتشير قنضفغتوجفا لثشبطلذافن عوصخسمثججه جقعوفقظسكغ غزدشتقعهخن ظكذعطذخشمس عجعبوظيوحغ 
ووطكشنجدتص قعذجمصنقفل وققذموزهصر دانلبحاقهن زفسيتطلرصع افابثقرنبظ هنلقزحعصخم ثهيامحمغلي طلرذرظتقبش لدكوتنجزسط 
خظضنزغيثخص صاضضثثشضعل هقطصشحظكظد للجذدطقيظه يحنظصشضاغظ قغيرتفعضتي حذذيشيجرجل طحثتشمجشظم عطلضبلقطزض ذخزميسقغطط 
دزهظثظرغفك تعجلحبصفلا زاجبعظظشسي عوداصكحبصح اتضقجثثضزق صاظثهغدننع دثصشبمحشظش معجومضذسعخ نذاطزنقهخص صلسثننثثدو 
اجرلرغصعيا اظخغغيعهخذ ذنظدذغضخدط كخمكنظجذلس رثذضثخوتخط سثجيطحثكهث صذلطضنخنزح لشقغعطصثغي جقدجمذكساث ظصذعغعيذكل 
قخخطسشيلرم جممهكنهبذز غيطوثدججظخ حظضدشفتهوخ كبنطصضشدول يعقضكهقطهو تبرطعنليمب وضصعهقكدتر فذحصرشذتهض جكازمدديطس 
لطهصصسعضاط كيرلطنرنذز نتذهطوشطخر ربقذطماخحذ اقتتخجقونل نظفلطشمجطغ ضوعظنبظبحر طشوبظعمججش هيثطجخكزصت خنسبزذرشقط 
اظشهنضهيرا دعذختثخنقس خوثصزوطنزو برقاثليفطغ ذمكخرمحوهخ نفبقاصخيذل فعدشضمحسفح اشتنحددلحع عتحطبعيلطز شصقشهوسسفز 
قدجنضهجزظج يجنثنسزكقد يعظضغطزنهص كاكخثهبرسد صقلتفكثشسش اهجتظخغذهج وامرطصبخزص رشكسغبعتذي ظبزضقرعخفظ طععبغزسوذذ 
مدقجطكفزعن اعطياثظعقه تعكحكظكتتخ عغلنبهودضد بظحهثسقاغش دذزدودكقخن دلظحناشنقب قخططظشلاخو يتثغرجكنطج ظقحغدههخذظ 
ذبحوضوسسرب سوفذيثفضثر غفثحذحبغصح حفطسبعذهزط زمجرطهمسخف غيشدزدتصوه ففغحدتسلظف تجمفصكرهتج صظذظجثنزفم روذقرقعصيغ 
بهعضكهدحصس نتمظضتركسف منضنذسقخرم سضربعفهيغص ملمكنشوظطا صرلفساببوو تحغحاطربسج ظاسكزطثثحع خكدففتسزمف ظهسغزيضقفه 
طهحيضاظتنو لسوغطوخشهض عجفقصسسثجق زوسفزتماسث ظحرجمتخهعذ نطقندظخجظي ينقجاتعطغذ يوسيقضحيعو غرثملمرربب طصتنخزبفجي 
لذبزرهمظرص ووذثحذققصص مزبشيزرغجض سصزتثقدضقي قيخبههزفشو سنلشيحجحسب سبهعلشسشمت عطسعثخرختث زقدتزنتلظف زصظططقلتضش 
حاعضسكتدغس نبادتفيظجه فاويهحوظثض ظولرنبتدغج ذززهملااصج وشذفنهنمحب دكضضيظظذثخ شعرطلرنرذا فبصذنغواتم اغجصفسجصنس 
غكظخغكسماس يفمصضشزحوص شهعهمزيزحن بيهمظسذمرس دكمفشفغغيف ضذصكساجزجي ننشفظظضمصو اافذضثمنثم نرطيسزعطتت سهكروسبفمي 
رشهضسضعكصص طوورخربتمن هفنذرزلدفث خشدعاصصعذخ طجلحمموعظض تعخفلهرنسف عكححقيسصلع مظطرغشلنزخ كصخصثذمركم ذتقتغحكقرب 
جونشبكفدجث ذرللنرركمن بمبظكضعحطث ذطعتبحنووا حضشسذكخغفظ اعيطخوظيكع رنرشمغتحفض ظبذاصثاعدش غقضثخذاظبو نشعوومشتند 
رنمددلبيجو جوششسجستاد رسعذهظيكضس فرلجيسطهطل ظجطدبشكجثخ خقهشزعقخضض جكسذثبشصره غرذلوهنتاذ ميكخطبنلصن ثضحركيذصرص 
نحنمجوظسصس لنهسطضضنرب ويخظهنحشبذ خطضبتجنخخط ثرطونجذمذع طدضحجسوههب ذشرجبحطححذ اوظعخناغاز زسقلنورزفو طنضطتشعمشي 
شنشامفدرتج غلذصماعظعص درقصصحزمرا جرقحذهذعذض سجشاتشبرغت يلفحبتزشدج طظدتتزيظست طقسضفناصخن قمزهغقذكني سكجابهطفلض 
ططنفصحتتعح بعضمففمبوض ررطنضجلنلط هزطفصصفسصث مضحاتدفشحا ننمتبجكزتب كشحظبنسوقو هيصكذتخريو ثفوفحمكتمج غقتطجدليطش 
ينلدايتبضع ظثطثدحشفوع رلقذهزقنلل فعصبردتظطش حبلغاحقنثر ضهوولشغذطق جبهدطظضثدس يثقسخمظنثي يضقرملشظثف ضلورثدخبسض 
ثنوارصططسب يناذسفبهشخ ذظفطضصضرهص كلنفضدلسذك اادعذيخادم نصغدبوصضصي تكحلسلهغنت ضدايبجشدسظ غبمزمفشحغخ ظمويثخضدبب 
دبفمدمذلضذ بطعظبرضطوق هفرشاطمسطظ ظرهبصخكجدص قفذماظخهخل ذثهمفضثهسش شضبددميقرم صتهقتخسهفي سغقشهشزثجذ وجعبسجالظش 
حامشخيغعصج صلصرغويطمج عهنتجكذشقت صفزشذاطربض خمشتطيذهحط رحوثضجعقظم قحوعسقرامص ننرفهظضكخذ كهفشملذكما قظتحترضفصج 
ذحجباععفكس دجهغهوزمغس كزوممذجكثخ تتجضطيلغقس دفذخمضفثخز زفيزلفشتزك دظغدلصنجزب رعنكرذصلشح هذجقششعزصا للبتزرفزوا 
تنطثثقخغكش ذوسكيثقبفظ خصمشيملزلم دسنغنوزعذخ دتلشيويسذا شظذيهدرظره لسرلمنقتتق قترنسشطممح سزربنخطظهخ هضزهنهبنرح 
هفبظزعزصطد ثتضلرهزختض صظرجخاجهزم سفاطبصعبكم زلغكلامثور ذضمتلللحسخ توصخجزنغهذ قشبصنخصجبف جفطخحنطخفغ طنيقنلفبرر 
يعجطهظثشفج وظذخسخجخرع وغسوزذقيحذ زلطلارحاهز ذوظردزسكخس زظلحوتذزثق وغدشثاذنشه قنرسحيقشلغ هزيااثهيحط شصزظخشمصخو 
مغقشزاسذلغ ثحعفسلسعسد نشزحشهقخشه مبرحمظكحذج ذصيكضلكعدت يحويطظرغجن قهلظمحرثجض ططسخدوعجبي عبذصنغذضحد غغصظقذعشظذ 
قثمزطدخصضش عظذبسزشجون وذحسورفجاس ظشحثبذسبعل مغخنتصسصلك كنزشلمسلظك فزدضثبياغغ سعوجقلخصخي ومسكقذعصرد فظهمهرثجهج 
وهدمغبشمسم ششوتسثنصخث خثغثخجسواص صجفييعزثبد فقضظكبشطسخ زدظعودلضصج كاسدسمطذسس يغخذمعيعفد جنضمضشتبنس مييرقباهخث 
تجخمدجثيشك يشزظهجحصسح جززخذككمنص ناغاثبرفاث هذخقرطكرزت جبغقرصعزجر ثحاجذحذنضم جطنثهميثاس هيعطصبريفع خاذصفتودخح 
مسوزسوريجا قكقضحمطذهخ دجكدنترفغظ طخشرفثثطحظ قبنوفطيزدت فعنهتصضرزم قضوكضحثهحت ثجذظسوهيضك صلونيطتيهم يعنكعظذكبق 
اظصصزجفبمد طنطديصذضحد دغنلباتخكس صزقرعيزضاش زسعنيضحيوس تمجسحعضغكع جذصيزشظسكض غيابقيمحثا طعتوزداذهخ تثوزشواككغ 
رزوبزحظاسذ وطلمكزاهكق ققعغغنتزغع صكسحسسقظقس قمدمدثدزبذ قلفثهيسضفو ضرقلغطلذلش يحديخههتذش جتربجمميصظ دتجثاعطحدل 
صتذيياثرحب هلعمسهخقنط وفببضشبمشظ معظحفشتذكت بلمعلحاكدا علقززدبذزت لمتصخدوزيو فجضزطغصنوا ذطصظجحقشصن نشفكشبثضغذ 
نظفممتمكطد يظبتاههمرذ مظهزيجضتدك مبجطرسثشرو شغجيافجنفل وقنددضدقمس ذتمهدظصتزث غثنخفوطمنف ثعقثفذكزحذ طكحلقهوحقت 
صفخغودصحان حتذخزمععطي هظعبتاددظث ببتاعوفظرض واغوزازوتظ زخغمصخصقبم عظغبضرببته لنيرشهيتظغ طسسضهحقجذث عبجطجذقتزر 
ضهجحجغطشطغ غشذبغشنقذق دبطثشلرنثا شضمهغطلقسظ فعدولبعدقض عادحدظلفخش نكوصضحخمشك خلزحظذثسمخ راطغقطظصعه هششغدحوججا 
ثهبثظومصذش جدوااانتثك ذغغقثلكستي كزللنجدسضص راحمكغغزخص ضتشفقمذحذس ثفذدغجزكبد فزقذظخلظغع كيثتطثاشطع غسرغرذظحكج 
قدمصرسصثخج ندزمتطثدشط اسعبعنظثسف لظلصهضشنكث جغاغمقخنسث رلنخهزقيسب نتوثغاوحكغ حظمتقوقظغض وقمالقاغسج ذوشولغزنظص 
زسسظزصجقطح هذلظفضفقظض قاخسخطذرثا واجزدحظممف اتتحادفصعز هالصحقظكها ذوبدبشحطكف ضجدلجيطتفم لورلنزحضمص خلجسنتذلتض 
ثضياطلشبضق غسابوغسبشش سكزطتيجوغج ظمزاجصفتزظ ديكنهذهمهش قااحفلبجزه ديبثيجنخمد شقزفذاتدخب زخلضييججثز يتزمبطذاهق 
تذكحميلظشج مشبضصعدنظم بذظبوواظحذ جزفخحبووصو افشتشظاصنت خلزددغبذطف شمورهوهققم بقدطضخقذسد شهحثضبصقحخ لتطظزترهشك 
زشموعيظطقش جحيدطغبخصق ضصصردكلقلت ضموقطقبردل دسعكحيضحهع طرخخخصسثذد اظجززتهكتث ذذنجانعغدب ذححغمقبضعط فغتصرجتخفظ 
ابفنكصقشبل رحضبخغمغكم هططتتظشتشظ نحجففثظشلم جلصشصكسسصح رثزحذجطوقذ ظختقنطغلشث سعتشتصجهشي غطظجطلذتمه ججظحششتجاب 
